"query"	"ko"
"yHAB160_Kazachstania_kunashirensis@Seq_2293"	"K17790"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_6049"	"K00773"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_1355"	"K10401"
"Geotrichum_candidum@Seq_1699"	"K03768"
"Metschnikowia_continentalis@Seq_1400"	"K08333"
"Yarrowia_keelungensis@Seq_1833"	"K11396"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_11034"	"K10685"
"Hanseniaspora_valbyensis@Seq_1651"	"K00915"
"Arthrobotrys_oligospora@Seq_689"	"K11293"
"Arthrobotrys_oligospora@Seq_4344"	"K11254"
"yHMPu5000041862_Candida_golubevii@Seq_4366"	"K06009"
"Spathaspora_gorwiae@Seq_6150"	"K00004"
"Coccidioides_immitis@Seq_2554"	"K07436"
"yHAB132_Kazachstania_martiniae@Seq_3582"	"K07034"
"Fusarium_graminearum@Seq_3196"	"K15654"
"Saccharomyces_cerevisiae@YOL071W"	"K18168"
"yHMPu5000034952_Citeromyces_siamensis@Seq_542"	"K14801"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1463"	"K21797"
"Saprochaete_clavata@Seq_6213"	"K13126"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_3822"	"K06867"
"yHAB148_Kazachstania_intestinalis@Seq_4478"	"K06651"
"Metschnikowia_hawaiiensis@Seq_286"	"K01875"
"Saccharomyces_cerevisiae@YLR218C"	"K18177"
"yHAB159_Kazachstania_solicola@Seq_5576"	"K17770"
"yHAB166_Kazachstania_yakushimaensis@Seq_1687"	"K18725"
"Saccharomyces_cerevisiae@YLR128W"	"K17822"
"Saccharomyces_cerevisiae@YBR200W"	"K11237"
"Arthrobotrys_oligospora@Seq_7613"	"K01298"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5631"	"K19983"
"yHAB159_Kazachstania_solicola@Seq_155"	"K08269"
"Alloascoidea_hylecoeti@Seq_5552"	"K20121"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_1417"	"K19833"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_3721"	"K20368"
"Fusarium_graminearum@Seq_7539"	"K03130"
"Saccharomyces_cerevisiae@YPL145C"	"K20465"
"yHAB164_Kazachstania_aerobia@Seq_1552"	"K14786"
"Candida_sorboxylosa@Seq_1402"	"K16230"
"yHMPu5000034748_Lipomyces_oligophaga@Seq_500"	"K15109"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5351"	"K14328"
"Candida_dubliniensis@Seq_2602"	"K17677"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_5950"	"K03233"
"Metschnikowia_matae_maris@Seq_2236"	"K06009"
"Metschnikowia_bowlesiae@Seq_2280"	"K10956"
"Lachancea_waltii@Seq_4606"	"K11766"
"Nakaseomyces_nivariensis@Seq_2736"	"K14568"
"yHMPu5000041743_Candida_hawaiiana@Seq_1394"	"K22493"
"Aspergillus_nidulans@Seq_9392"	"K03940"
"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3899"	"K00706"
"yHMPu5000041840_Candida_wancherniae@Seq_2354"	"K17741"
"yHMPu5000034952_Citeromyces_siamensis@Seq_12781"	"K00362"
"Metschnikowia_cerradonensis@Seq_2713"	"K00549"
"yHAB159_Kazachstania_solicola@Seq_3009"	"K03024"
"yHMPu5000035677_Kodamaea_ohmeri@Seq_3598"	"K08818"
"yHMPu5000034883_Peterozyma_xylosa@Seq_1350"	"K17978"
"Saccharomyces_cerevisiae@YNL191W"	"K18802"
"Metschnikowia_lockheadii@Seq_1440"	"K14326"
"Saccharomyces_cerevisiae@YCR039C"	"K09359"
"Ogataea_methanolica@Seq_4177"	"K00326"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_896"	"K02256"
"Babjeviella_inositovora@Seq_2904"	"K11776"
"yHAB155_Kazachstania_spencerorum@Seq_4837"	"K15457"
"Arthrobotrys_oligospora@Seq_6344"	"K02956"
"Arxula_adeninivorans@Seq_3608"	"K09184"
"yHMPu5000034681_Blastobotrys_americana@Seq_1791"	"K09272"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_451"	"K19245"
"Nadsonia_fulvescens_var_elongata@Seq_5410"	"K09184"
"yHAB134_Kazachstania_turicensis@Seq_4669"	"K12761"
"Geotrichum_candidum@Seq_5064"	"K09567"
"Candida_boidinii_JCM9604@Seq_2641"	"K06658"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6977"	"K02952"
"Nakaseomyces_bacillisporus@Seq_3709"	"K19798"
"yHMPu5000035707_Candida_heveicola@Seq_1394"	"K10745"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3014"	"K08818"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7364"	"K06972"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4702"	"K22140"
"Ambrosiozyma_monospora@Seq_6180"	"K08516"
"Sclerotinia_sclerotiorum@Seq_7944"	"K04711"
"Arthrobotrys_oligospora@Seq_5947"	"K01210"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_659"	"K15265"
"Metschnikowia_hawaiiensis@Seq_766"	"K04646"
"yHMPu5000034614_Saturnispora_silvae@Seq_1304"	"K12571"
"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4000"	"K07513"
"yHAB159_Kazachstania_solicola@Seq_2150"	"K01823"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2357"	"K14213"
"yHMPu5000034986_Candida_oregonensis@Seq_412"	"K22493"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8218"	"K03327"
"Candida_apicola@Seq_3576"	"K11319"
"yHMPu5000034673_Blastobotrys_nivea@Seq_9587"	"K00297"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_7867"	"K00026"
"yHMPu5000034622_Pichia_occidentalis@Seq_5384"	"K21632"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_1164"	"K12346"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_5165"	"K01899"
"Fusarium_graminearum@Seq_7010"	"K15706"
"yHMPu5000035031_Candida_kruisii@Seq_4541"	"K19815"
"Lodderomyces_elongisporus@Seq_2800"	"K15304"
"Botrytis_cinerea@Seq_8731"	"K10775"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_543"	"K04464"
"Botrytis_cinerea@Seq_5932"	"K11676"
"Wickerhamomyces_anomalus@Seq_2199"	"K03250"
"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2896"	"K07877"
"yHMPu5000035658_Starmera_amethionina@Seq_3659"	"K05824"
"Metschnikowia_hamakuensis@Seq_3437"	"K11237"
"Saccharomyces_cerevisiae@YDR080W"	"K20184"
"Spathaspora_hagerdaliae@Seq_3419"	"K01426"
"Saccharomyces_cerevisiae@YNL104C"	"K01649"
"yHMPu5000034952_Citeromyces_siamensis@Seq_583"	"K14457"
"yHMPu5000041743_Candida_hawaiiana@Seq_876"	"K06911"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4980"	"K10863"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_5388"	"K06911"
"Saccharomyces_cerevisiae@YKR066C"	"K00428"
"Botrytis_cinerea@Seq_6372"	"K06617"
"Sporopachydermia_quercuum@Seq_317"	"K03083"
"Botrytis_cinerea@Seq_1680"	"K23481"
"Ambrosiozyma_monospora@Seq_191"	"K01183"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4274"	"K08596"
"yHAB164_Kazachstania_aerobia@Seq_3160"	"K03495"
"Candida_tropicalis@Seq_1100"	"K17741"
"Metschnikowia_borealis@Seq_938"	"K01897"
"Metschnikowia_arizonensis@Seq_5613"	"K00787"
"Fusarium_graminearum@Seq_4311"	"K05349"
"Lachancea_fantastica@Seq_1505"	"K01182"
"Aspergillus_nidulans@Seq_8255"	"K11594"
"Metschnikowia_dekortum@Seq_3846"	"K05756"
"Spathaspora_hagerdaliae@Seq_3824"	"K14558"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6255"	"K11359"
"Sclerotinia_sclerotiorum@Seq_11183"	"K14404"
"yHMPu5000034673_Blastobotrys_nivea@Seq_448"	"K03448"
"yHAB166_Kazachstania_yakushimaensis@Seq_5040"	"K01958"
"Neurospora_crassa@Seq_2819"	"K21125"
"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_2448"	"K22493"
"yHMPu5000035022_Candida_emberorum@Seq_2483"	"K21989"
"Brettanomyces_anomalus@Seq_2658"	"K18638"
"Saccharomyces_cerevisiae@YJL134W"	"K23451"
"yHMPu5000034742_Lipomyces_suomiensis@Seq_2214"	"K21632"
"Vanderwaltozyma_polyspora@Seq_3217"	"K07126"
"yHMPu5000035261_Candida_ponderosae@Seq_7144"	"K11346"
"Saccharomyces_cerevisiae@YIR036C"	"K16216"
"yHMPu5000035261_Candida_ponderosae@Seq_5896"	"K05666"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2469"	"K03809"
"yHMPu5000035325_Cyberlindnera_petersonii@Seq_760"	"K13181"
"yHAB164_Kazachstania_aerobia@Seq_2676"	"K06687"
"yHMPu5000035302_Candida_fragi@Seq_624"	"K09566"
"yHAB147_Kazachstania_taianensis@Seq_4187"	"K07497"
"Metschnikowia_matae_maris@Seq_582"	"K03039"
"Saccharomyces_cerevisiae@YPR080W"	"K03231"
"Fusarium_graminearum@Seq_8982"	"K00108"
"yHMPu5000035261_Candida_ponderosae@Seq_2659"	"K09876"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2194"	"K06215"
"Alloascoidea_hylecoeti@Seq_3760"	"K20353"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2884"	"K06009"
"Vanderwaltozyma_polyspora@Seq_2973"	"K10955"
"Saccharomyces_cerevisiae@YOR196C"	"K03644"
"Saccharomyces_cerevisiae@YKR054C"	"K10413"
"Vanderwaltozyma_polyspora@Seq_1852"	"K02896"
"Fusarium_graminearum@Seq_3909"	"K00517"
"yHMPu5000035703_Cyberlindnera_americana@Seq_845"	"K22016"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2827"	"K00469"
"Stagonospora_nodorum@Seq_5773"	"K20478"
"Nadsonia_fulvescens_var_elongata@Seq_2922"	"K04554"
"yHAB166_Kazachstania_yakushimaensis@Seq_2350"	"K10901"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7374"	"K08192"
"yHAB143_Kazachstania_siamensis@Seq_5053"	"K14567"
"Saitoella_complicata@Seq_1474"	"K01626"
"yHMPu5000034952_Citeromyces_siamensis@Seq_570"	"K16794"
"yHMPu5000035261_Candida_ponderosae@Seq_6085"	"K07088"
"yHAB147_Kazachstania_taianensis@Seq_5115"	"K09184"
"yHMPu5000035633_Candida_hispaniensis@Seq_2200"	"K01507"
"Saccharomyces_cerevisiae@YMR064W"	"K17671"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_5277"	"K02515"
"Saccharomyces_cerevisiae@YDR408C"	"K00601"
"Saitoella_complicata@Seq_1276"	"K01737"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_7771"	"K19951"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11627"	"K11270"
"yHAB134_Kazachstania_turicensis@Seq_4367"	"K08735"
"Metschnikowia_hawaiiensis@Seq_5171"	"K13939"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_5301"	"K04498"
"yHMPu5000035645_Yarrowia_divulgata@Seq_395"	"K11396"
"Botrytis_cinerea@Seq_4865"	"K20247"
"Hanseniaspora_uvarum@Seq_3563"	"K22386"
"Spathaspora_hagerdaliae@Seq_782"	"K14802"
"Pachysolen_tannophilus@Seq_4392"	"K00286"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6645"	"K00900"
"yHAB166_Kazachstania_yakushimaensis@Seq_1631"	"K06659"
"yHMPu5000034998_Cephaloascus_albidus@Seq_4029"	"K19245"
"yHMPu5000035690_Candida_vartiovaarae@Seq_4634"	"K01377"
"Metschnikowia_matae_maris@Seq_6258"	"K01408"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6759"	"K01194"
"Coccidioides_immitis@Seq_3957"	"K19755"
"Metschnikowia_borealis@Seq_5533"	"K22211"
"Yarrowia_lipolytica@Seq_3352"	"K11254"
"Wickerhamomyces_ciferrii@Seq_4435"	"K18423"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_248"	"K15255"
"Metschnikowia_borealis@Seq_4006"	"K00555"
"yHMPu5000041829_Debaryomyces_fabryi@Seq_3216"	"K12661"
"Fusarium_graminearum@Seq_5115"	"K00128"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_4126"	"K15116"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8164"	"K03264"
"Botrytis_cinerea@Seq_11709"	"K16726"
"Metschnikowia_hawaiiensis@Seq_3984"	"K01867"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_1613"	"K14559"
"Candida_tenuis@Seq_2207"	"K17741"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_1971"	"K11422"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_5433"	"K06874"
"Saccharomyces_cerevisiae@YLR385C"	"K11683"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_1990"	"K01282"
"Arthrobotrys_oligospora@Seq_8509"	"K21110"
"Spathaspora_hagerdaliae@Seq_307"	"K01191"
"Botrytis_cinerea@Seq_1204"	"K00737"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2730"	"K00799"
"yHMPu5000041824_Debaryomyces_subglobosus@Seq_388"	"K02515"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1951"	"K01739"
"yHAB159_Kazachstania_solicola@Seq_3231"	"K01900"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_5476"	"K09184"
"Wickerhamomyces_ciferrii@Seq_5658"	"K00668"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_7406"	"K08869"
"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_6508"	"K01867"
"yHMPu5000041693_Debaryomyces_nepalensis@Seq_5087"	"K14969"
"Metschnikowia_matae_maris@Seq_4176"	"K18477"
"Debaryomyces_hansenii@Seq_1199"	"K08711"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_1622"	"K01507"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_1809"	"K00668"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_5868"	"K11551"
"Botrytis_cinerea@Seq_3591"	"K11162"
"yHMPu5000035667_Kurtzmaniella_cleridarum@Seq_689"	"K21545"
"Pachysolen_tannophilus@Seq_1129"	"K07034"
"yHMPu5000034952_Citeromyces_siamensis@Seq_3635"	"K21991"
"yHMPu5000035674_Kregervanrija_delftensis@Seq_4071"	"K06009"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1289"	"K00162"
"Metschnikowia_santaceciliae@Seq_5831"	"K16261"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_1095"	"K00297"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8150"	"K14555"
"Neurospora_crassa@Seq_5630"	"K11166"
"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_2812"	"K02957"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_2617"	"K17868"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2552"	"K14768"
"Stagonospora_nodorum@Seq_1523"	"K05712"
"yHMPu5000035690_Candida_vartiovaarae@Seq_5172"	"K17878"
"Saccharomyces_cerevisiae@YDL185W"	"K02145"
"Coccidioides_immitis@Seq_1229"	"K08146"
"yHMPu5000034875_Tetrapisispora_fleetii@Seq_3619"	"K14538"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6342"	"K20404"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_479"	"K01956"
"yHMPu5000034673_Blastobotrys_nivea@Seq_8592"	"K08257"
"Hanseniaspora_uvarum@Seq_2171"	"K08257"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_2481"	"K00286"
"Tetrapisispora_blattae@Seq_5366"	"K12577"
"Fusarium_graminearum@Seq_4212"	"K03448"
"Stagonospora_nodorum@Seq_659"	"K01580"
"Stagonospora_nodorum@Seq_1654"	"K15921"
"Saccharomyces_cerevisiae@YER095W"	"K04482"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_2583"	"K03132"
"Metschnikowia_arizonensis@Seq_3931"	"K17943"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2018"	"K02154"
"Coccidioides_immitis@Seq_3812"	"K08286"
"yHMPu5000041840_Candida_wancherniae@Seq_214"	"K18469"
"Metschnikowia_matae_maris@Seq_6891"	"K18550"
"Sclerotinia_sclerotiorum@Seq_10360"	"K01426"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2727"	"K01054"
"yHMPu5000035048_Barnettozyma_salicaria@Seq_5331"	"K17738"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5015"	"K03026"
"Aspergillus_nidulans@Seq_511"	"K00698"
"yHMPu5000035633_Candida_hispaniensis@Seq_4251"	"K01408"
"Metschnikowia_cerradonensis@Seq_370"	"K03035"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_166"	"K19801"
"Saccharomyces_cerevisiae@YLR201C"	"K18587"
"Scheffersomyces_stipitis@Seq_2001"	"K02984"
"Eremothecium_sinecaudum@Seq_3070"	"K11242"
"Sugiyamaella_lignohabitans@Seq_894"	"K14328"
"yHMPu5000034673_Blastobotrys_nivea@Seq_3849"	"K06158"
"yHMPu5000035659_Saturnispora_dispora@Seq_4048"	"K01930"
"Schizosaccharomyces_pombe@Seq_424"	"K17292"
"Candida_versatilis@Seq_3605"	"K12496"
"yHMPu5000034623_Pichia_norvegensis@Seq_3153"	"K21632"
"Saccharomyces_cerevisiae@YIR038C"	"K00799"
"yHMPu5000035018_Candida_canberraensis@Seq_5202"	"K04728"
"Saccharomyces_cerevisiae@YLR190W"	"K17976"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9778"	"K12571"
"yHMPu5000035318_Hyphopichia_heimii@Seq_3704"	"K06005"
"yHMPu5000035662_Meyerozyma_caribbica@Seq_1821"	"K01178"
"Kluyveromyces_marxianus@Seq_2710"	"K11830"
"Saccharomyces_cerevisiae@YGR286C"	"K01012"
"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_4070"	"K00234"
"Spathaspora_gorwiae@Seq_2833"	"K18203"
"yHAB153_Kazachstania_rosinii@Seq_1022"	"K09184"
"Botrytis_cinerea@Seq_16093"	"K11593"
"Saccharomyces_cerevisiae@YLR075W"	"K02866"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_4126"	"K00122"
"Neurospora_crassa@Seq_8059"	"K20715"
"Saccharomyces_cerevisiae@YDR120C"	"K00555"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2572"	"K12182"
"yHMPu5000035645_Yarrowia_divulgata@Seq_404"	"K03469"
"yHMPu5000034623_Pichia_norvegensis@Seq_1043"	"K17741"
"yHMPu5000034661_Dipodascus_albidus@Seq_7265"	"K00799"
"Saccharomyces_cerevisiae@YDL095W"	"K00728"
"yHMPu5000034754_Lipomyces_arxii@Seq_4362"	"K03809"
"yHMPu5000035302_Candida_fragi@Seq_5027"	"K06009"
"Metschnikowia_ipomoeae@Seq_2930"	"K14764"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9718"	"K10084"
"Saccharomyces_cerevisiae@YMR183C"	"K08486"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1896"	"K01649"
"yHMPu5000034883_Peterozyma_xylosa@Seq_4952"	"K13206"
"Aspergillus_nidulans@Seq_650"	"K22017"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_934"	"K05755"
"Sporopachydermia_quercuum@Seq_4212"	"K12818"
"yHMPu5000035658_Starmera_amethionina@Seq_5228"	"K01834"
"Saccharomyces_cerevisiae@YER142C"	"K01247"
"Metschnikowia_mauinuiana@Seq_3308"	"K14640"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_6721"	"K18669"
"Saitoella_complicata@Seq_1973"	"K00826"
"Alloascoidea_hylecoeti@Seq_1232"	"K00872"
"Naumovozyma_castellii@Seq_2965"	"K01733"
"Nadsonia_fulvescens_var_elongata@Seq_48"	"K00698"
"yHAB155_Kazachstania_spencerorum@Seq_4720"	"K17437"
"Saccharomyces_cerevisiae@YNL292W"	"K03177"
"yHMPu5000035244_Candida_incommunis@Seq_3468"	"K07199"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_4700"	"K13303"
"Babjeviella_inositovora@Seq_480"	"K12875"
"yHMPu5000026197_Brettanomyces_custersianus@Seq_394"	"K22733"
"Saccharomyces_cerevisiae@YDL103C"	"K00972"
"Fusarium_graminearum@Seq_3384"	"K00698"
"Metschnikowia_lockheadii@Seq_850"	"K22211"
"Zygosaccharomyces_bailii@Seq_2186"	"K19475"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7681"	"K14549"
"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii@Seq_1732"	"K00721"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_6469"	"K07375"
"yHMPu5000034681_Blastobotrys_americana@Seq_3070"	"K17775"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_337"	"K01293"
"Saccharomyces_cerevisiae@YBR141C"	"K18849"
"yHMPu5000034932_Kuraishia_ogatae@Seq_4949"	"K22016"
"yHAB159_Kazachstania_solicola@Seq_744"	"K03626"
"Botrytis_cinerea@Seq_11342"	"K11498"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11769"	"K17361"
"yHMPu5000035243_Zygoascus_meyerae@Seq_429"	"K02355"
"Saccharomyces_cerevisiae@YIL109C"	"K14007"
"yHMPu5000034749_Lipomyces_mesembrius@Seq_5785"	"K01531"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7796"	"K15333"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_2441"	"K01568"
"Sclerotinia_sclerotiorum@Seq_10878"	"K01620"
"Vanderwaltozyma_polyspora@Seq_3598"	"K06269"
"Metschnikowia_borealis@Seq_2241"	"K00670"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_9560"	"K22803"
"yHMPu5000035681_Candida_gotoi@Seq_1060"	"K01336"
"Saccharomyces_cerevisiae@YNL107W"	"K11341"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_4986"	"K08286"
"yHMPu5000035244_Candida_incommunis@Seq_3599"	"K03469"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_6091"	"K04513"
"Saccharomyces_cerevisiae@YLR277C"	"K14403"
"yHMPu5000034674_Blastobotrys_muscicola@Seq_1377"	"K06005"
"yHMPu5000034890_Ogataea_ramenticola@Seq_3384"	"K06130"
"Fusarium_graminearum@Seq_11131"	"K00844"
"Fusarium_graminearum@Seq_11997"	"K10380"
"yHMPu5000034963_Hanseniaspora_clermontiae@Seq_1571"	"K01230"
"yHAB133_Kazachstania_unispora@Seq_4238"	"K00134"
"Metschnikowia_ipomoeae@Seq_4185"	"K14293"
"Pachysolen_tannophilus@Seq_794"	"K19816"
"Sclerotinia_sclerotiorum@Seq_1575"	"K19475"
"yHMPu5000035629_Yueomyces_sinensis@Seq_2570"	"K08257"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_2666"	"K12836"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_337"	"K05528"
"Stagonospora_nodorum@Seq_854"	"K08850"
"yHMPu5000034758_Lipomyces_japonicus@Seq_2904"	"K05857"
"Tortispora_caseinolytica@Seq_3080"	"K18658"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5378"	"K15100"
"Saccharomyces_cerevisiae@YBL024W"	"K15334"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11798"	"K18184"
"yHMPu5000034998_Cephaloascus_albidus@Seq_2033"	"K02925"
"yHMPu5000034671_Blastobotrys_peoriensis@Seq_1804"	"K01027"
"Yarrowia_lipolytica@Seq_4211"	"K15255"
"Ascoidea_asiatica@Seq_3226"	"K08596"
"yHAB155_Kazachstania_spencerorum@Seq_3687"	"K01951"
"Saccharomyces_cerevisiae@YBL047C"	"K12472"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6270"	"K07937"
"Metschnikowia_matae_maris@Seq_5558"	"K22069"
"yHMPu5000034674_Blastobotrys_muscicola@Seq_5499"	"K06005"
"yHAB164_Kazachstania_aerobia@Seq_4881"	"K03353"
"Metschnikowia_similis@Seq_1653"	"K02309"
"Saccharomyces_cerevisiae@YJR046W"	"K12414"
"yHAB158_Kazachstania_viticola@Seq_3547"	"K23460"
"yHAB132_Kazachstania_martiniae@Seq_4845"	"K03234"
"Hanseniaspora_vinae@Seq_2640"	"K11134"
"Tetrapisispora_blattae@Seq_1711"	"K05532"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2848"	"K14824"
"Botrytis_cinerea@Seq_5291"	"K13076"
"Saccharomyces_cerevisiae@YIR018W"	"K09043"
"Geotrichum_candidum@Seq_1857"	"K15255"
"yHMPu5000034918_Nakazawaea_holstii@Seq_4924"	"K03321"
"yHMPu5000035244_Candida_incommunis@Seq_4187"	"K14306"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_10807"	"K03240"
"Spathaspora_gorwiae@Seq_876"	"K21850"
"Botrytis_cinerea@Seq_11542"	"K01772"
"yHAB153_Kazachstania_rosinii@Seq_31"	"K08139"
"yHMPu5000035244_Candida_incommunis@Seq_3063"	"K00668"
"Metschnikowia_mauinuiana@Seq_223"	"K01656"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5463"	"K09506"
"Babjeviella_inositovora@Seq_5201"	"K01792"
"Geotrichum_candidum@Seq_5677"	"K05533"
"Saccharomyces_cerevisiae@YNL315C"	"K07555"
"yHAB155_Kazachstania_spencerorum@Seq_2370"	"K11578"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_2512"	"K06687"
"yHMPu5000034674_Blastobotrys_muscicola@Seq_960"	"K06005"
"Metschnikowia_continentalis@Seq_2312"	"K15428"
"yHMPu5000034883_Peterozyma_xylosa@Seq_5339"	"K16230"
"yHMPu5000041713_Debaryomyces_maramus@Seq_4447"	"K03854"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_1095"	"K03065"
"Candida_glabrata@Seq_695"	"K19851"
"Metschnikowia_arizonensis@Seq_1520"	"K08737"
"Nakaseomyces_bracarensis@Seq_2455"	"K12594"
"Tetrapisispora_blattae@Seq_1308"	"K19815"
"Coccidioides_immitis@Seq_8035"	"K05663"
"Saccharomyces_cerevisiae@YEL065W"	"K08197"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_4867"	"K09466"
"yHMPu5000034952_Citeromyces_siamensis@Seq_8069"	"K14805"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11012"	"K15081"
"Babjeviella_inositovora@Seq_5017"	"K01868"
"yHAB134_Kazachstania_turicensis@Seq_3939"	"K08139"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7679"	"K15072"
"Candida_versatilis@Seq_1563"	"K07222"
"Nakaseomyces_bracarensis@Seq_1262"	"K18759"
"Hanseniaspora_vinae@Seq_746"	"K10772"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2298"	"K00833"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1364"	"K14572"
"yHMPu5000035670_Phaffomyces_opuntiae@Seq_4742"	"K00799"
"Saccharomyces_cerevisiae@YOL013C"	"K10601"
"yHMPu5000034939_Komagataella_pseudopastoris@Seq_905"	"K01638"
"yHMPu5000041693_Debaryomyces_nepalensis@Seq_1912"	"K14997"
"Spathaspora_gorwiae@Seq_4306"	"K11238"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_5302"	"K02355"
