"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YNL021W"	5712	"1297"	3
"YNL020C"	6065	"2102"	3
"YNL019C"	0	"NA"	NA
"YNL018C"	2432	"1286"	6
"YNL016W"	3766	"1064"	1
"YNL015W"	273	"101"	2
"YNL014W"	6186	"1442"	2
"YNL012W"	3027	"2130"	4
"YNL011C"	2385	"247"	1
"YNL010W"	1604	"796"	2
"YNL009W"	9140	"2187"	5
"YNL008C"	3315	"1023"	9
"YNL007C"	2061	"281"	2
"YNL006W"	1771	"67"	0
"YNL005C"	647	"244"	1
"YNL004W"	1923	"732"	3
"YNL003C"	639	"120"	1
"YNL002C"	1146	"456"	2
"YNL001W"	1378	"410"	3
"YNR001C"	956	"164"	0
"YNR002C"	681	"115"	0
"YNR003C"	397	"143"	0
"YNR004W"	498	"150"	1
"YNR006W"	1160	"604"	2
"YNR007C"	770	"245"	1
"YNR008W"	2572	"596"	2
"YNR009W"	1577	"264"	0
"YNR010W"	529	"134"	0
"YNR011C"	3664	"1568"	4
"YNR012W"	4132	"1933"	5
"YNR013C"	5144	"870"	5
"YNR014W"	1584	"900"	3
"YNR015W"	4170	"745"	2
"YNR016C"	20514	"2277"	6
"YNR017W"	1005	"359"	1
"YNR018W"	1338	"316"	1
"YNR019W"	4418	"1476"	6
"YNR020C"	3248	"1605"	7
"YNR021W"	1732	"807"	3
"YNR022C"	1518	"701"	3
"YNR023W"	3414	"1222"	3
"YNR024W"	793	"394"	1
"YNR026C"	5025	"2186"	5
"YNR027W"	3155	"675"	3
"YNR028W"	6468	"2011"	3
"YNR029C"	13315	"4167"	7
"YNR030W"	8097	"2058"	7
"YNR031C"	9421	"2643"	6
"YNR032W"	3453	"93"	0
"YNR032C-A"	683	"353"	1
"YNR033W"	12900	"7010"	15
"YNR034W"	1794	"129"	0
"YNR034W-A"	1718	"142"	0
"YNR035C"	1343	"114"	0
"YNR036C"	695	"41"	0
"YNR037C"	247	"5"	0
"YNR038W"	7611	"2788"	9
"YNR039C"	7396	"4364"	7
"YNR040W"	3184	"1250"	3
"YNR041C"	3646	"1171"	1
"YNR043W"	3993	"1812"	3
"YNR044W"	16620	"10480"	19
"YNR045W"	7127	"4072"	7
"YNR046W"	183	"59"	0
"YNR047W"	10402	"3252"	6
"YNR048W"	3544	"569"	2
"YNR049C"	1387	"583"	3
"YNR050C"	2084	"170"	0
"YNR051C"	7507	"4022"	15
"YNR052C"	4273	"1109"	5
"YNR053C"	6606	"1049"	1
"YNR054C"	2889	"840"	3
"YNR055C"	3359	"525"	3
"YNR056C"	6188	"2606"	10
"YNR057C"	1806	"1077"	2
"YNR058W"	4190	"1518"	5
"YNR059W"	8377	"3253"	7
"YNR060W"	4932	"1949"	5
"YNR061C"	3675	"2563"	9
"YNR062C"	4393	"3341"	9
"YNR063W"	7425	"3024"	11
"YNR064C"	4440	"2394"	8
"YNR065C"	11639	"7151"	27
"YNR066C"	11163	"9498"	27
"YNR067C"	11377	"4504"	17
"YNR068C"	1627	"369"	2
"YNR069C"	5987	"3763"	12
"YNR070W"	9640	"5569"	25
"YNR071C"	2578	"602"	4
"YNR072W"	2772	"523"	2
"YNR073C"	240	"61"	0
"YNR074C"	2051	"919"	5
"YNR075W"	1987	"1527"	7
"YNR075C-A"	3	"1"	0
"YNR076W"	0	"NA"	NA
"YNR077C"	0	"NA"	NA
"YOL166W-A"	0	"NA"	NA
"YOL165C"	82	"62"	1
"YOL164W-A"	215	"214"	2
"YOL164W"	856	"326"	5
"YOL163W"	235	"137"	4
"YOL162W"	566	"380"	10
"YOL161C"	61	"3"	0
"YOL160W"	467	"339"	2
"YOL159C-A"	564	"47"	0
"YOL159C"	3708	"2205"	7
"YOL158C"	7781	"3173"	10
"YOL157C"	319	"168"	1
"YOL156W"	875	"633"	2
"YOL155W-A"	0	"NA"	NA
"YOL155C"	13914	"4471"	13
"YOL154W"	3412	"2021"	3
"YOL152W"	11197	"6828"	12
"YOL151W"	17879	"5966"	9
"YOL149W"	1882	"192"	2
"YOL148C"	7035	"1615"	7
"YOL147C"	3285	"170"	1
"YOL146W"	3984	"698"	2
"YOL145C"	17965	"4199"	6
"YOL144W"	8329	"1834"	3
"YOL143C"	3990	"1356"	3
"YOL142W"	2510	"864"	1
"YOL141W"	13790	"8613"	16
"YOL140W"	7104	"2686"	5
"YOL139C"	171	"60"	0
"YOL138C"	14496	"2312"	10
"YOL137W"	6831	"2133"	4
"YOL136C"	5315	"640"	4
"YOL135C"	3676	"1334"	2
"YOL133W"	733	"27"	0
"YOL132W"	4096	"627"	2
"YOL131W"	2302	"1114"	2
"YOL130W"	10999	"1650"	6
"YOL129W"	717	"71"	0
"YOL128C"	6862	"3521"	9
"YOL127W"	6261	"8"	0
"YOL126C"	5815	"601"	2
"YOL125W"	5135	"1665"	7
"YOL124C"	2406	"946"	3
"YOL123W"	6370	"1268"	2
"YOL122C"	13066	"2928"	6
"YOL121C"	3578	"37"	0
"YOL120C"	4255	"12"	0
"YOL119C"	4495	"1244"	1
"YOL118C"	3306	"3193"	6
"YOL117W"	10586	"4093"	6
"YOL116W"	8569	"2287"	5
"YOL115W"	9685	"3324"	5
"YOL114C"	3150	"470"	2
"YOL113W"	13298	"6603"	12
"YOL112W"	6060	"1138"	3
"YOL111C"	1945	"879"	2
"YOL110W"	1504	"766"	2
"YOL109W"	2054	"660"	1
"YOL108C"	1892	"205"	0
"YOL107W"	1499	"411"	1
"YOL105C"	6957	"3841"	10
"YOL104C"	8732	"3933"	12
"YOL103W"	5507	"289"	1
"YOL102C"	3095	"1630"	2
"YOL101C"	2647	"322"	1
"YOL100W"	22549	"5828"	12
"YOL098C"	9209	"2939"	13
"YOL097W-A"	1415	"737"	1
"YOL097C"	2769	"197"	1
"YOL096C"	6765	"1823"	3
"YOL095C"	10424	"4226"	8
"YOL094C"	2659	"179"	2
"YOL093W"	5814	"2530"	4
"YOL092W"	3739	"1862"	4
"YOL091W"	10143	"3407"	10
"YOL090W"	23535	"2765"	8
"YOL089C"	24360	"13269"	26
"YOL088C"	4565	"2534"	6
"YOL087C"	21924	"6820"	21
"YOL086W-A"	1263	"1081"	1
"YOL086C"	2081	"563"	3
"YOL085C"	2986	"2490"	4
"YOL084W"	20412	"6639"	13
"YOL083W"	12486	"5601"	7
"YOL082W"	6597	"1507"	4
"YOL081W"	58651	"16238"	46
"YOL080C"	5082	"2391"	4
"YOL078W"	15207	"3086"	10
"YOL077W-A"	664	"156"	1
"YOL077C"	1781	"831"	1
"YOL076W"	6810	"3228"	8
"YOL075C"	4636	"1259"	4
"YOL073C"	3720	"1304"	1
"YOL072W"	4356	"1208"	3
"YOL071W"	1461	"588"	2
"YOL070C"	3910	"1671"	4
"YOL069W"	2717	"1192"	2
"YOL068C"	2051	"677"	1
"YOL067C"	2588	"989"	4
"YOL066C"	7884	"1928"	3
"YOL065C"	11313	"6079"	10
"YOL064C"	7741	"1281"	2
"YOL063C"	31852	"11820"	21
"YOL062C"	9312	"1679"	5
"YOL061W"	5177	"125"	0
"YOL060C"	9303	"2703"	5
"YOL059W"	2836	"350"	1
"YOL058W"	3085	"100"	0
"YOL057W"	7729	"1337"	7
"YOL056W"	2731	"833"	4
"YOL055C"	1806	"299"	0
"YOL054W"	2379	"1730"	5
"YOL053W"	5713	"3514"	9
"YOL052C-A"	172	"54"	0
"YOL052C"	4029	"562"	5
"YOL051W"	7292	"2907"	6
"YOL049W"	4628	"1046"	6
"YOL048C"	5498	"4217"	7
"YOL047C"	3512	"1605"	4
"YOL045W"	14495	"3568"	4
"YOL044W"	8385	"3256"	6
"YOL043C"	7859	"2811"	4
"YOL042W"	3624	"824"	2
"YOL041C"	1683	"203"	0
"YOL040C"	265	"244"	1
"YOL039W"	201	"76"	0
"YOL038C-A"	1804	"1673"	4
"YOL038W"	495	"259"	1
"YOL036W"	7029	"3367"	10
"YOL034W"	8140	"2520"	5
"YOL033W"	2721	"1251"	4
"YOL032W"	2220	"327"	1
"YOL031C"	3692	"1445"	4
"YOL030W"	2501	"892"	3
"YOL029C"	2559	"612"	5
"YOL028C"	3293	"989"	2
"YOL027C"	6298	"3006"	7
"YOL026C"	2497	"93"	0
"YOL025W"	4733	"2249"	7
"YOL024W"	1772	"1377"	4
"YOL023W"	5728	"1043"	4
"YOL022C"	2923	"546"	2
"YOL021C"	5285	"1711"	2
"YOL020W"	3969	"1697"	7
"YOL019W-A"	121	"114"	1
"YOL019W"	5800	"2609"	6
"YOL018C"	4167	"622"	2
"YOL017W"	12359	"5985"	12
"YOL016C"	4145	"1391"	2
"YOL015W"	5473	"1508"	5
"YOL014W"	3003	"1456"	8
"YOL013W-A"	2099	"2092"	3
"YOL013C"	3667	"1906"	8
"YOL012C"	573	"5"	0
"YOL011W"	5954	"1044"	3
"YOL010W"	2625	"452"	1
"YOL009C"	1867	"887"	2
"YOL008W"	602	"255"	2
"YOL007C"	2144	"812"	3
"YOL006C"	3835	"633"	2
"YOL005C"	412	"64"	1
"YOL004W"	8254	"3950"	13
"YOL003C"	3120	"1694"	5
"YOL002C"	1914	"389"	1
"YOL001W"	1156	"691"	3
"YOR001W"	6504	"2963"	7
"YOR002W"	3884	"1791"	3
"YOR003W"	4289	"2269"	3
"YOR004W"	792	"148"	1
"YOR005C"	5964	"2367"	5
"YOR006C"	4219	"1730"	4
"YOR007C"	1354	"145"	0
"YOR008C"	908	"336"	1
"YOR008C-A"	221	"144"	0
"YOR009W"	4040	"2670"	21
"YOR010C"	1515	"560"	1
"YOR011W"	16247	"5085"	8
"YOR011W-A"	718	"707"	3
"YOR012W"	421	"355"	3
"YOR014W"	5210	"1106"	4
"YOR015W"	288	"255"	0
"YOR016C"	3156	"515"	1
"YOR017W"	7130	"3283"	7
"YOR018W"	9665	"3121"	9
"YOR019W"	11490	"3756"	6
"YOR020C"	220	"41"	0
"YOR020W-A"	148	"89"	0
"YOR021C"	357	"166"	0
"YOR022C"	13773	"4085"	6
"YOR023C"	10662	"2001"	3
"YOR025W"	10292	"1706"	3
"YOR026W"	11010	"4326"	6
"YOR027W"	10559	"1927"	3
"YOR028C"	5216	"2460"	5
"YOR029W"	7235	"5672"	8
"YOR030W"	2900	"1459"	1
"YOR032C"	7413	"3668"	9
"YOR032W-A"	1347	"1166"	1
"YOR033C"	12705	"3516"	6
"YOR034C"	9020	"5500"	10
"YOR034C-A"	849	"710"	3
"YOR035C"	8017	"2897"	8
"YOR036W"	718	"217"	0
"YOR037W"	2961	"2146"	6
"YOR038C"	5640	"2803"	5
"YOR039W"	778	"108"	0
"YOR040W"	3270	"401"	3
"YOR042W"	6260	"1586"	4
"YOR043W"	7673	"2778"	6
"YOR044W"	1600	"491"	4
"YOR045W"	80	"49"	0
"YOR046C"	11602	"694"	1
"YOR047C"	7592	"3028"	6
"YOR048C"	18652	"3721"	6
"YOR049C"	6454	"1110"	2
"YOR051C"	14017	"3039"	7
"YOR052C"	1770	"50"	0
"YOR054C"	7129	"1119"	7
"YOR056C"	2950	"380"	0
"YOR057W"	5928	"2480"	5
"YOR058C"	8656	"3245"	7
"YOR059C"	4423	"844"	2
"YOR060C"	3946	"2595"	4
"YOR061W"	1254	"102"	0
"YOR062C"	6844	"3140"	5
"YOR063W"	1593	"26"	0
"YOR064C"	2160	"442"	3
"YOR065W"	3077	"201"	1
"YOR066W"	11976	"4464"	9
"YOR067C"	5903	"518"	3
"YOR069W"	8320	"1977"	5
"YOR068C"	0	"NA"	NA
"YOR070C"	3626	"1118"	2
"YOR071C"	6101	"2312"	8
"YOR072W"	4677	"3137"	7
"YOR072W-B"	1833	"1733"	4
"YOR073W"	10922	"3878"	11
"YOR074C"	3877	"378"	1
"YOR075W"	8649	"4872"	6
"YOR076C"	9677	"5321"	11
"YOR077W"	1414	"1249"	5
"YOR078W"	2733	"1362"	2
"YOR079C"	2463	"236"	1
"YOR080W"	16029	"8123"	16
"YOR081C"	11276	"429"	0
"YOR083W"	4869	"406"	0
"YOR084W"	5633	"2601"	3
"YOR085W"	2256	"313"	1
"YOR086C"	20866	"5591"	9
"YOR087W"	12350	"1982"	3
"YOR089C"	3300	"54"	0
"YOR090C"	13046	"2216"	6
"YOR091W"	2908	"202"	1
"YOR092W"	8516	"1314"	6
"YOR093C"	25192	"3968"	10
"YOR094W"	157	"37"	0
"YOR095C"	3350	"122"	0
"YOR096W"	1449	"6"	0
"YOR097C"	1917	"957"	3
"YOR098C"	16678	"9639"	28
"YOR099W"	6544	"2136"	5
"YOR100C"	2377	"683"	1
"YOR101W"	17909	"5350"	9
"YOR103C"	4270	"1453"	2
"YOR104W"	5688	"1562"	4
"YOR105W"	636	"7"	0
"YOR106W"	3664	"1396"	2
"YOR107W"	7303	"2325"	8
"YOR108W"	8410	"1645"	5
"YOR109W"	21086	"3402"	6
"YOR110W"	3265	"958"	3
"YOR111W"	2559	"1018"	2
"YOR112W"	10814	"3737"	8
"YOR113W"	11250	"2248"	3
"YOR114W"	5664	"4833"	7
"YOR115C"	3258	"199"	0
"YOR116C"	11907	"1796"	2
"YOR117W"	1717	"85"	1
"YOR118W"	2737	"450"	0
"YOR119C"	3147	"269"	0
"YOR120W"	2978	"1251"	4
"YOR122C"	1731	"59"	0
"YOR123C"	3061	"868"	6
"YOR124C"	10316	"4181"	9
"YOR125C"	3113	"1052"	1
"YOR126C"	3111	"1908"	2
"YOR127W"	13068	"4003"	11
"YOR128C"	5026	"1251"	1
"YOR129C"	7730	"4191"	11
"YOR130C"	1512	"266"	1
"YOR131C"	2124	"311"	2
"YOR132W"	12600	"5008"	9
"YOR133W"	22	"22"	0
"YOR134W"	5638	"1101"	3
"YOR136W"	5360	"138"	1
"YOR137C"	5334	"422"	0
"YOR138C"	12070	"4581"	8
"YOR140W"	15613	"3864"	17
"YOR141C"	13359	"3172"	5
"YOR142W"	4070	"942"	3
"YOR143C"	8587	"1361"	3
"YOR144C"	15114	"6335"	17
"YOR145C"	2262	"923"	2
"YOR147W"	4875	"1130"	5
"YOR148C"	5237	"2338"	3
"YOR149C"	11041	"4696"	10
"YOR150W"	1345	"1023"	1
"YOR151C"	11093	"106"	0
"YOR152C"	2419	"1123"	5
"YOR153W"	19837	"4928"	13
"YOR154W"	6651	"2166"	4
"YOR155C"	3047	"251"	0
"YOR156C"	6377	"829"	1
"YOR157C"	3032	"1520"	2
"YOR158W"	3157	"280"	1
"YOR159C"	1014	"85"	0
"YOR160W"	6639	"2828"	14
"YOR161C"	4726	"455"	2
"YOR161C-C"	939	"587"	4
"YOR162C"	12930	"8054"	29
"YOR163W"	1645	"184"	1
"YOR164C"	2236	"135"	0
"YOR165W"	6834	"2089"	4
"YOR166C"	3421	"2542"	10
"YOR167C"	142	"18"	0
"YOR168W"	3301	"715"	3
"YOR171C"	5266	"1811"	7
"YOR172W"	9112	"2940"	8
"YOR173W"	2574	"426"	3
"YOR174W"	551	"262"	1
"YOR175C"	3396	"804"	2
"YOR176W"	932	"170"	1
"YOR177C"	2349	"836"	2
"YOR178C"	10601	"4426"	12
"YOR179C"	3634	"2026"	7
"YOR180C"	1910	"340"	1
"YOR181W"	9043	"2779"	8
"YOR182C"	2257	"8"	0
"YOR183W"	3383	"2401"	4
"YOR184W"	4403	"1055"	2
"YOR185C"	1361	"41"	0
"YOR186W"	4982	"2070"	3
"YOR187W"	3224	"845"	1
"YOR188W"	10075	"6240"	12
"YOR189W"	1207	"92"	0
"YOR190W"	3486	"2457"	3
"YOR191W"	14079	"6230"	19
"YOR192C"	5008	"1661"	12
"YOR192C-C"	0	"NA"	NA
"YOR193W"	5661	"4190"	5
"YOR194C"	2234	"517"	1
"YOR195W"	7114	"3208"	11
"YOR196C"	3098	"526"	3
"YOR197W"	3320	"434"	0
"YOR198C"	904	"210"	0
"YOR201C"	6095	"2015"	4
"YOR202W"	1383	"374"	1
"YOR204W"	2519	"1320"	2
"YOR205C"	4575	"2282"	8
"YOR206W"	4860	"1123"	3
"YOR207C"	7205	"344"	1
"YOR208W"	8463	"5426"	9
"YOR209C"	2665	"1289"	3
"YOR210W"	110	"1"	0
"YOR211C"	4429	"2373"	4
"YOR212W"	1957	"206"	0
"YOR213C"	3535	"1124"	5
"YOR214C"	1688	"922"	4
"YOR215C"	1684	"621"	1
"YOR216C"	7221	"2729"	10
"YOR217W"	6087	"2093"	5
"YOR219C"	8792	"3563"	8
"YOR220W"	1068	"181"	0
"YOR221C"	2466	"933"	3
"YOR222W"	2061	"185"	0
"YOR223W"	2652	"263"	0
"YOR224C"	100	"20"	0
"YOR226C"	917	"206"	2
"YOR227W"	17944	"5937"	18
"YOR228C"	2439	"1489"	5
"YOR229W"	2975	"1163"	3
"YOR230W"	2311	"442"	2
"YOR231W"	2857	"637"	1
"YOR232W"	2118	"1332"	3
"YOR233W"	6911	"3095"	9
"YOR234C"	3038	"13"	0
"YOR235W"	3393	"2621"	7
"YOR236W"	1162	"730"	2
"YOR237W"	4373	"2260"	4
"YOR238W"	768	"331"	1
"YOR239W"	6766	"4316"	8
"YOR241W"	3583	"1514"	5
"YOR242C"	3156	"1911"	4
"YOR243C"	4601	"2285"	4
"YOR244W"	1262	"554"	2
"YOR245C"	3515	"1191"	1
"YOR246C"	4178	"1604"	2
"YOR247W"	1650	"329"	1
"YOR249C"	5663	"4241"	10
"YOR250C"	2572	"707"	3
"YOR251C"	2615	"833"	1
"YOR252W"	758	"219"	1
"YOR253W"	1766	"278"	1
"YOR254C"	5537	"1637"	3
"YOR255W"	4755	"2572"	11
"YOR256C"	7583	"2963"	8
"YOR257W"	280	"32"	0
"YOR258W"	1365	"1118"	6
"YOR259C"	1359	"88"	0
"YOR260W"	3773	"1108"	3
"YOR261C"	6054	"1941"	3
"YOR262W"	1900	"161"	0
"YOR264W"	5998	"4050"	7
"YOR265W"	1417	"500"	1
"YOR266W"	6288	"2333"	6
"YOR267C"	9570	"2999"	10
"YOR268C"	90	"74"	0
"YOR269W"	5520	"2485"	3
"YOR270C"	9843	"270"	2
"YOR271C"	944	"66"	0
"YOR272W"	6509	"3166"	7
"YOR273C"	7262	"3941"	6
"YOR274W"	4875	"1800"	4
"YOR275C"	10011	"5286"	9
"YOR276W"	1889	"1087"	1
"YOR278W"	1663	"1329"	3
"YOR279C"	3585	"1686"	4
"YOR280C"	2709	"458"	1
"YOR281C"	5208	"2023"	5
"YOR283W"	1645	"207"	1
"YOR284W"	5508	"4120"	7
"YOR285W"	1693	"105"	0
"YOR286W"	1038	"47"	0
"YOR287C"	6177	"4397"	6
"YOR288C"	3053	"443"	2
"YOR289W"	580	"163"	0
"YOR290C"	13225	"4894"	13
"YOR291W"	17366	"4740"	7
"YOR292C"	1168	"200"	0
"YOR293W"	2140	"1"	0
"YOR293C-A"	978	"915"	5
"YOR294W"	1909	"265"	1
"YOR295W"	2531	"1061"	4
"YOR296W"	6313	"3216"	9
"YOR297C"	566	"451"	2
"YOR298W"	3793	"1479"	5
"YOR298C-A"	596	"49"	0
"YOR299W"	8872	"1988"	5
"YOR301W"	4038	"2152"	6
"YOR302W"	45	"6"	0
"YOR303W"	4768	"1349"	2
"YOR304W"	12580	"3376"	7
"YOR304C-A"	1620	"1086"	2
"YOR305W"	7396	"66"	0
"YOR306C"	9810	"5904"	7
"YOR307C"	3175	"984"	3
"YOR308C"	4535	"2538"	6
"YOR310C"	1120	"141"	0
"YOR311C"	1925	"1171"	3
"YOR312C"	2150	"6"	0
"YOR313C"	1370	"589"	3
"YOR314W"	1593	"1206"	4
"YOR315W"	4979	"2594"	7
"YOR316C"	2831	"1463"	7
"YOR316C-A"	428	"363"	2
"YOR317W"	2393	"815"	5
"YOR319W"	1026	"385"	1
"YOR320C"	2132	"593"	3
"YOR321W"	5217	"2337"	6
"YOR322C"	3946	"1038"	2
"YOR323C"	2595	"377"	2
"YOR324C"	4293	"1808"	3
"YOR326W"	12261	"3058"	5
"YOR327C"	613	"96"	1
"YOR328W"	12225	"2021"	5
"YOR329C"	5243	"2032"	11
"YOR330C"	11538	"4483"	12
"YOR332W"	708	"17"	0
"YOR334W"	6013	"1381"	2
"YOR335C"	6446	"1656"	4
"YOR336W"	11333	"5885"	16
"YOR337W"	3819	"2122"	5
"YOR338W"	1724	"1435"	5
"YOR339C"	1238	"240"	1
"YOR340C"	3567	"1181"	2
"YOR341W"	7512	"739"	4
"YOR342C"	2597	"800"	2
"YOR343C"	4235	"3141"	5
"YOR344C"	2109	"777"	1
"YOR346W"	11897	"6136"	17
"YOR347C"	3585	"1490"	2
"YOR348C"	7228	"1103"	2
"YOR349W"	10960	"3583"	16
"YOR350C"	7250	"5192"	11
"YOR351C"	4741	"1279"	3
"YOR352W"	3753	"794"	1
"YOR353C"	5274	"2506"	7
"YOR354C"	6609	"3441"	12
"YOR355W"	2490	"333"	0
"YOR356W"	5030	"1566"	8
"YOR357C"	455	"36"	0
"YOR358W"	1204	"177"	0
"YOR359W"	1617	"590"	2
"YOR360C"	1794	"381"	1
"YOR361C"	4019	"1208"	4
"YOR362C"	1276	"76"	0
"YOR363C"	7848	"2533"	8
"YOR365C"	6753	"2834"	9
"YOR367W"	1886	"1098"	1
"YOR368W"	1865	"405"	1
"YOR369C"	101	"14"	0
"YOR370C"	3011	"1136"	1
"YOR371C"	11802	"4872"	13
"YOR372C"	3846	"517"	0
"YOR373W"	7110	"2711"	11
"YOR374W"	2623	"386"	2
"YOR375C"	982	"61"	0
"YOR376W"	241	"185"	1
"YOR376W-A"	868	"524"	3
"YOR377W"	3639	"788"	3
"YOR378W"	5348	"1703"	5
"YOR380W"	5222	"1362"	4
"YOR381W"	8866	"4196"	15
"YOR381W-A"	890	"630"	3
"YOR382W"	1608	"913"	5
"YOR383C"	1398	"368"	1
"YOR384W"	5723	"2088"	6
"YOR385W"	3678	"2561"	18
"YOR386W"	4527	"1055"	3
"YOR387C"	1462	"741"	2
"YOR388C"	10	"10"	0
"YOR389W"	5076	"2072"	4
"YOR390W"	171	"21"	0
"YOR391C"	72	"35"	1
"YOR393W"	0	"NA"	NA
"YOR394W"	0	"NA"	NA
"YOR394C-A"	0	"NA"	NA
"YOR396W"	0	"NA"	NA
"YPL283C"	0	"NA"	NA
"YPL282C"	0	"NA"	NA
"YPL281C"	0	"NA"	NA
"YPL280W"	0	"NA"	NA
"YPL279C"	4	"2"	0
"YPL278C"	100	"76"	0
"YPL277C"	1077	"602"	6
"YPL274W"	7056	"1681"	5
"YPL273W"	3702	"199"	2
"YPL272C"	8586	"1294"	3
"YPL271W"	85	"46"	0
"YPL270W"	3752	"1148"	11
"YPL269W"	5455	"1195"	6
"YPL268W"	16792	"6309"	15
"YPL267W"	3447	"2262"	4
"YPL266W"	1093	"39"	0
"YPL265W"	4959	"1235"	3
"YPL264C"	3376	"530"	2
"YPL263C"	7549	"1909"	7
"YPL262W"	1637	"101"	0
"YPL261C"	740	"672"	4
"YPL260W"	2727	"1093"	4
"YPL259C"	5049	"1300"	2
"YPL258C"	3961	"975"	5
"YPL257W"	619	"521"	3
"YPL256C"	4554	"1354"	2
"YPL255W"	2210	"1452"	2
"YPL254W"	4495	"1591"	3
"YPL253C"	6191	"3262"	8
"YPL252C"	473	"292"	2
"YPL250C"	1825	"721"	1
"YPL249C-A"	1965	"15"	0
"YPL249C"	8273	"4174"	13
"YPL248C"	11121	"5005"	14
"YPL247C"	2645	"844"	1
"YPL246C"	2493	"1068"	1
"YPL245W"	5465	"692"	2
"YPL244C"	4457	"1280"	3
"YPL243W"	5252	"1657"	2
"YPL242C"	20105	"4946"	10
"YPL241C"	2367	"767"	2
"YPL240C"	7012	"386"	2
"YPL239W"	2724	"801"	1
"YPL237W"	2090	"1108"	1
"YPL236C"	10346	"741"	3
"YPL235W"	7525	"117"	1
"YPL234C"	1924	"18"	0
"YPL233W"	4294	"163"	0
"YPL232W"	6028	"679"	1
"YPL231W"	22732	"3112"	7
"YPL230W"	6331	"3273"	7
"YPL229W"	3688	"2702"	5
"YPL228W"	4097	"1540"	2
"YPL227C"	4250	"1334"	3
"YPL226W"	21266	"2526"	7
"YPL225W"	1080	"49"	0
"YPL224C"	7252	"2999"	6
"YPL223C"	3195	"968"	3
"YPL222W"	5101	"2029"	8
"YPL221W"	6926	"2547"	12
"YPL220W"	47	"11"	0
"YPL219W"	3313	"891"	3
"YPL218W"	361	"42"	0
"YPL217C"	7869	"2569"	6
"YPL216W"	15425	"9277"	20
"YPL215W"	1088	"92"	1
"YPL214C"	2420	"314"	1
"YPL213W"	1250	"643"	3
"YPL212C"	3756	"1461"	5
"YPL211W"	767	"39"	0
"YPL210C"	3025	"1050"	4
"YPL209C"	1698	"393"	1
"YPL208W"	2102	"1295"	2
"YPL207W"	8421	"2309"	6
"YPL206C"	5044	"520"	1
"YPL204W"	3441	"1083"	1
"YPL203W"	2071	"693"	2
"YPL202C"	1989	"1510"	8
"YPL201C"	5522	"2339"	10
"YPL200W"	3243	"695"	3
"YPL199C"	2179	"673"	4
"YPL198W"	4737	"153"	0
"YPL196W"	1570	"102"	1
"YPL195W"	4857	"1369"	5
"YPL194W"	5041	"3274"	6
"YPL193W"	3052	"1268"	3
"YPL192C"	1888	"531"	1
"YPL191C"	796	"297"	0
"YPL190C"	5700	"1071"	2
"YPL189C-A"	121	"33"	0
"YPL189W"	5764	"3359"	8
"YPL188W"	2302	"1093"	1
"YPL187W"	1292	"152"	0
"YPL186C"	3779	"1577"	4
"YPL184C"	3474	"589"	2
"YPL183W-A"	2012	"1739"	5
"YPL183C"	15850	"5885"	21
"YPL181W"	3117	"1167"	7
"YPL180W"	4666	"1871"	6
"YPL179W"	2111	"271"	0
"YPL178W"	2150	"800"	1
"YPL177C"	2331	"779"	3
"YPL176C"	7597	"3333"	10
"YPL175W"	2125	"621"	2
"YPL174C"	7783	"4902"	17
"YPL173W"	700	"193"	0
"YPL172C"	4370	"2209"	7
"YPL171C"	4777	"1486"	3
"YPL170W"	435	"56"	0
"YPL169C"	4339	"1436"	4
"YPL168W"	2799	"1627"	5
"YPL167C"	20670	"7282"	20
"YPL166W"	4233	"2484"	7
"YPL165C"	7059	"4500"	11
"YPL164C"	11347	"5905"	16
"YPL163C"	3015	"1959"	4
"YPL162C"	1804	"1410"	3
"YPL161C"	5631	"3223"	6
"YPL160W"	5997	"1739"	3
"YPL159C"	2559	"1604"	5
"YPL158C"	14882	"8988"	17
"YPL157W"	3305	"2273"	6
"YPL156C"	2762	"1305"	2
"YPL155C"	5141	"1757"	5
"YPL154C"	2246	"583"	2
"YPL153C"	10228	"3888"	6
"YPL152W-A"	1396	"1208"	4
"YPL152W"	3169	"242"	1
"YPL151C"	3417	"1253"	4
"YPL150W"	7061	"1283"	5
"YPL149W"	3500	"1139"	2
"YPL148C"	1501	"569"	2
"YPL147W"	10339	"4735"	7
"YPL146C"	3881	"1992"	5
"YPL145C"	4740	"267"	1
"YPL144W"	3081	"899"	2
"YPL143W"	4375	"1"	0
"YPL141C"	5586	"2359"	8
"YPL140C"	1093	"411"	1
"YPL139C"	3562	"1283"	3
"YPL138C"	1212	"502"	1
"YPL137C"	11952	"4268"	14
"YPL135W"	973	"363"	1
"YPL134C"	633	"130"	1
"YPL133C"	4120	"1269"	3
"YPL132W"	1157	"148"	0
"YPL131W"	1917	"54"	0
"YPL130W"	3442	"2441"	6
"YPL129W"	854	"410"	1
"YPL128C"	3041	"798"	1
"YPL127C"	1846	"275"	1
"YPL126W"	5902	"3015"	7
"YPL125W"	5965	"2184"	4
"YPL124W"	1415	"1188"	2
"YPL123C"	4384	"1669"	5
"YPL122C"	1410	"136"	0
"YPL121C"	784	"181"	1
"YPL120W"	5406	"1832"	7
"YPL119C-A"	1618	"1096"	3
"YPL119C"	5876	"1919"	7
"YPL118W"	3186	"2437"	5
"YPL117C"	1681	"122"	0
