	Kazachstania_africana	Saccharomyces_cerevisiae
OG0001988	genemark-scaffold_2-processed-gene-13.149-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.149&CDS=1-2769	YPL268W
OG0001989	genemark-scaffold_2-processed-gene-13.151-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.151&CDS=1-2469	YPL270W
OG0001990	genemark-scaffold_2-processed-gene-13.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.111&CDS=1-1908	YPL263C
OG0001991	genemark-scaffold_2-processed-gene-13.152-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.152&CDS=1-1524	YPL272C
OG0001992	genemark-scaffold_2-processed-gene-13.112-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.112&CDS=1-1407	YPL262W
OG0001993	augustus_masked-scaffold_2-processed-gene-13.229-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.229&CDS=1-888	YPR139C
OG0001994	genemark-scaffold_2-processed-gene-13.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.115&CDS=1-1077	YPR140W
OG0001995	genemark-scaffold_2-processed-gene-13.156-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.156&CDS=1-2118	YPR141C
OG0001996	genemark-scaffold_2-processed-gene-13.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.116&CDS=1-678	YPR143W
OG0001997	genemark-scaffold_2-processed-gene-13.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.117&CDS=1-1533	YGR123C
OG0001998	augustus_masked-scaffold_2-processed-gene-13.231-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.231&CDS=1-2547, snap_masked-scaffold_2-processed-gene-13.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.30&CDS=1-513	
OG0001999	genemark-scaffold_2-processed-gene-13.158-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.158&CDS=1-1644	YPR144C
OG0002000	genemark-scaffold_2-processed-gene-13.119-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.119&CDS=1-1329	YPL181W
OG0002001	genemark-scaffold_2-processed-gene-13.159-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.159&CDS=1-1716	YGL095C
OG0002002	genemark-scaffold_2-processed-gene-13.120-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.120&CDS=1-1650	YPL180W
OG0002003	genemark-scaffold_2-processed-gene-13.121-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.121&CDS=1-2994	YPL183C
OG0002004	genemark-scaffold_2-processed-gene-13.122-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.122&CDS=1-1599	YPL184C
OG0002005	genemark-scaffold_2-processed-gene-13.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.125&CDS=1-1197	YJR125C
OG0002006	augustus_masked-scaffold_2-processed-gene-13.236-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.236&CDS=1-969	YPL186C
OG0002007	genemark-scaffold_2-processed-gene-13.163-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.163&CDS=1-1254	YML080W
OG0002008	snap_masked-scaffold_2-processed-gene-13.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.40&CDS=1-192	YML081C-A
OG0002009	genemark-scaffold_2-processed-gene-13.166-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.166&CDS=1-384	YHR191C
OG0002010	snap_masked-scaffold_2-processed-gene-13.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.41&CDS=1-726	YHR192W
OG0002011	genemark-scaffold_2-processed-gene-13.167-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.167&CDS=1-522	YHR193C
OG0002012	genemark-scaffold_2-processed-gene-13.129-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.129&CDS=1-1638	YHR194W
OG0002013	genemark-scaffold_2-processed-gene-13.131-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.131&CDS=1-2376	YHR197W
OG0002014	genemark-scaffold_2-processed-gene-13.168-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.168&CDS=1-966	YHR198C
OG0002015	genemark-scaffold_2-processed-gene-13.132-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.132&CDS=1-780	YHR200W
OG0002016	genemark-scaffold_2-processed-gene-13.169-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.169&CDS=1-1089	YJR139C
OG0002017	augustus_masked-scaffold_2-processed-gene-13.244-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.244&CDS=1-1134	YHR201C
OG0002018	genemark-scaffold_2-processed-gene-13.133-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.133&CDS=1-816	YJR144W
OG0002019	genemark-scaffold_2-processed-gene-13.134-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.134&CDS=1-1965	YHR202W
OG0002020	genemark-scaffold_2-processed-gene-13.136-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.136&CDS=1-2385	YHR204W
OG0002021	genemark-scaffold_2-processed-gene-13.137-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.137&CDS=1-2325	YHR205W
OG0002022	genemark-scaffold_2-processed-gene-13.138-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.138&CDS=1-1635	YHR206W
OG0002023	genemark-scaffold_2-processed-gene-13.172-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.172&CDS=1-1452	YHR207C
OG0002024	genemark-scaffold_2-processed-gene-13.139-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.139&CDS=1-684	YER182W
OG0002025	genemark-scaffold_2-processed-gene-13.173-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.173&CDS=1-654	YER183C
OG0002026	genemark-scaffold_3-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.23&CDS=1-2913	YDR060W
OG0002027	maker-scaffold_3-augustus-gene-0.61-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.61&CDS=1-6249	YBR080C
OG0002028	genemark-scaffold_3-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.8&CDS=1-3015	YBR079C
OG0002029	genemark-scaffold_3-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.9&CDS=1-477	YBR077C
OG0002030	snap_masked-scaffold_3-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.92&CDS=1-1248	YBR076W
OG0002031	genemark-scaffold_3-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.27&CDS=1-2859	YBR074W
OG0002032	genemark-scaffold_3-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.28&CDS=1-2646	YBR073W
OG0002033	genemark-scaffold_3-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.104&CDS=1-2337	YBR058C
OG0002034	snap_masked-scaffold_3-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.9&CDS=1-255	YBR058C-A
OG0002035	augustus_masked-scaffold_3-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.61&CDS=1-2838	YBR061C
OG0002036	maker-scaffold_3-snap-gene-1.154-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.154&CDS=1-471	YBR062C
OG0002037	augustus_masked-scaffold_3-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.64&CDS=1-1626	YBR065C
OG0002038	genemark-scaffold_3-processed-gene-1.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.133&CDS=1-786	YBR057C
OG0002039	genemark-scaffold_3-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.113&CDS=1-1044	YBR053C
OG0002040	genemark-scaffold_3-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.114&CDS=1-594	YDR032C
OG0002041	augustus_masked-scaffold_3-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.86&CDS=1-504	YBR047W
OG0002042	genemark-scaffold_3-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.117&CDS=1-1002	YBR046C
OG0002043	augustus_masked-scaffold_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.72&CDS=1-3306	YBR044C
OG0002044	genemark-scaffold_3-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.120&CDS=1-1233	YBR042C
OG0002045	genemark-scaffold_3-processed-gene-1.135-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.135&CDS=1-2019	YBR041W
OG0002046	genemark-scaffold_3-processed-gene-1.136-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.136&CDS=1-933	YBR040W
OG0002047	genemark-scaffold_3-processed-gene-1.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.137&CDS=1-927	YBR039W
OG0002048	genemark-scaffold_3-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.121&CDS=1-684	YBR035C
OG0002049	genemark-scaffold_3-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.122&CDS=1-1044	YBR034C
OG0002050	genemark-scaffold_3-processed-gene-1.138-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.138&CDS=1-666	YDR007W
OG0002051	genemark-scaffold_3-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.124&CDS=1-2301	YBR007C
OG0002052	genemark-scaffold_3-processed-gene-1.140-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.140&CDS=1-1491	YBR006W
OG0002053	genemark-scaffold_3-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.125&CDS=1-1305	YBR004C
OG0002054	genemark-scaffold_3-processed-gene-1.142-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.142&CDS=1-597	YDR002W
OG0002055	genemark-scaffold_3-processed-gene-1.126-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.126&CDS=1-2310	YDR001C
OG0002056	genemark-scaffold_3-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.128&CDS=1-474	YDL004W
OG0002057	genemark-scaffold_3-processed-gene-1.144-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.144&CDS=1-1098	YBR018C
OG0002058	genemark-scaffold_3-processed-gene-1.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.132&CDS=1-363	YBR016W
OG0002059	genemark-scaffold_3-processed-gene-1.149-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.149&CDS=1-2760	YBR017C
OG0002060	genemark-scaffold_3-processed-gene-1.150-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.150&CDS=1-1998	YAR014C
OG0002061	maker-scaffold_3-snap-gene-1.156-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.156&CDS=1-2184	YAR018C
OG0002062	genemark-scaffold_3-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.3&CDS=1-921	YOL056W
OG0002063	genemark-scaffold_3-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.4&CDS=1-2103	YOL057W
OG0002064	genemark-scaffold_3-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.20&CDS=1-1260	YOL058W
OG0002065	genemark-scaffold_3-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.22&CDS=1-1296	YOL061W
OG0002066	genemark-scaffold_3-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.5&CDS=1-1284	YOL062C
OG0002067	augustus_masked-scaffold_3-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.44&CDS=1-2691	YOL063C
OG0002068	genemark-scaffold_3-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.23&CDS=1-2661	YDL029W
OG0002069	genemark-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.24&CDS=1-2919	YDL031W
OG0002070	genemark-scaffold_3-processed-gene-2.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.7&CDS=1-1071	YOL064C
OG0002071	augustus_masked-scaffold_3-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.46&CDS=1-1113	YOL065C
OG0002072	genemark-scaffold_3-processed-gene-2.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.25&CDS=1-1344	YOL069W
OG0002073	snap_masked-scaffold_3-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.90&CDS=1-1416	YOL070C
OG0002074	genemark-scaffold_3-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.26&CDS=1-435	YOL071W
OG0002075	genemark-scaffold_3-processed-gene-2.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.27&CDS=1-1392	YOL072W
OG0002076	augustus_masked-scaffold_3-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.51&CDS=1-1188	YGR072W
OG0002077	genemark-scaffold_3-processed-gene-2.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.28&CDS=1-696	YGR075C
OG0002078	snap_masked-scaffold_3-processed-gene-2.110-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.110&CDS=1-1731	YGR077C
OG0002079	genemark-scaffold_3-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.13&CDS=1-873	YOL073C
OG0002080	genemark-scaffold_3-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.14&CDS=1-3819	YOL075C
OG0002081	genemark-scaffold_3-processed-gene-2.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.15&CDS=1-870	YOL077C
OG0002082	snap_masked-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.111&CDS=1-204	YOL077W-A
OG0002083	genemark-scaffold_3-processed-gene-2.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.30&CDS=1-3462	YOL078W
OG0002084	genemark-scaffold_3-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.16&CDS=1-834	YOL080C
OG0002085	snap_masked-scaffold_3-processed-gene-2.115-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.115&CDS=1-2952	YOL084W
OG0002086	augustus_masked-scaffold_3-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.71&CDS=1-255	YOL086W-A
OG0002087	genemark-scaffold_3-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.17&CDS=1-3036	YOL087C
OG0002088	augustus_masked-scaffold_3-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.57&CDS=1-798	YOL088C
OG0002089	genemark-scaffold_3-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.34&CDS=1-2880	YOL090W
OG0002090	snap_masked-scaffold_3-processed-gene-2.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.118&CDS=1-2112	YOL091W
OG0002091	augustus_masked-scaffold_3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.73&CDS=1-960	YOL092W
OG0002092	genemark-scaffold_3-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.37&CDS=1-933	YOL093W
OG0002093	snap_masked-scaffold_3-processed-gene-3.0-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.0&CDS=1-3093	YOL094C
OG0002094	augustus_masked-scaffold_3-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.115&CDS=1-2253	YOL097C
OG0002095	genemark-scaffold_3-processed-gene-3.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.69&CDS=1-654	YDR487C
OG0002096	genemark-scaffold_3-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.67&CDS=1-3105	YOL098C
OG0002097	genemark-scaffold_3-processed-gene-3.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.70&CDS=1-3285	YOL100W
OG0002098	genemark-scaffold_3-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.71&CDS=1-663	YOL102C
OG0002099	genemark-scaffold_3-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.90&CDS=1-1731	YDR497C
OG0002100	genemark-scaffold_3-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.93&CDS=1-993	YOL107W
OG0002101	genemark-scaffold_3-processed-gene-3.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.74&CDS=1-483	YOL108C
OG0002102	genemark-scaffold_3-processed-gene-3.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.95&CDS=1-801	YNL289W
OG0002103	genemark-scaffold_3-processed-gene-3.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.96&CDS=1-834	YOL110W
OG0002104	genemark-scaffold_3-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.75&CDS=1-648	YOL111C
OG0002105	snap_masked-scaffold_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.11&CDS=1-525	YOL114C
OG0002106	snap_masked-scaffold_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.36&CDS=1-1062	YOL116W
OG0002107	snap_masked-scaffold_3-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.37&CDS=1-1626	YOL117W
OG0002108	genemark-scaffold_3-processed-gene-3.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.77&CDS=1-1509	YOL119C
OG0002109	genemark-scaffold_3-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.79&CDS=1-1617	YOL122C
OG0002110	genemark-scaffold_3-processed-gene-3.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.101&CDS=1-1632	YOL123W
OG0002111	genemark-scaffold_3-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.80&CDS=1-1326	YOL124C
OG0002112	genemark-scaffold_3-processed-gene-3.102-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.102&CDS=1-1275	YOL125W
OG0002113	snap_masked-scaffold_3-processed-gene-3.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.16&CDS=1-1098	YOL126C
OG0002114	genemark-scaffold_3-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.82&CDS=1-1128	YNL307C
OG0002115	maker-scaffold_3-augustus-gene-3.57-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.57&CDS=1-2409	YOL132W
OG0002116	genemark-scaffold_3-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.83&CDS=1-2703	YNL313C
OG0002117	genemark-scaffold_3-processed-gene-3.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.107&CDS=1-354	YOL133W
OG0002118	snap_masked-scaffold_3-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.19&CDS=1-270	YDR322C-A
OG0002119	genemark-scaffold_3-processed-gene-3.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.108&CDS=1-1110	YDR322W
OG0002120	snap_masked-scaffold_3-processed-gene-3.48-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.48&CDS=1-1158	YDR321W
OG0002121	snap_masked-scaffold_3-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.21&CDS=1-216	YDR320C-A
OG0002122	genemark-scaffold_3-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.85&CDS=1-1938	YDR320C
OG0002123	genemark-scaffold_3-processed-gene-3.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.110&CDS=1-1176	YDR318W
OG0002124	augustus_masked-scaffold_3-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.157&CDS=1-1035	YDR317W
OG0002125	genemark-scaffold_3-processed-gene-3.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.87&CDS=1-3060	YGR125W
OG0002126	maker-scaffold_3-snap-gene-3.60-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.60&CDS=1-609	YGR126W
OG0002127	genemark-scaffold_3-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.89&CDS=1-939	YGR127W
OG0002128	snap_masked-scaffold_3-processed-gene-3.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.51&CDS=1-1827	YGR128C
OG0002129	snap_masked-scaffold_3-processed-gene-4.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.10&CDS=1-1689	YGR130C
OG0002130	genemark-scaffold_3-processed-gene-4.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.103&CDS=1-537	YPR149W
OG0002131	genemark-scaffold_3-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.107&CDS=1-849	YGR132C
OG0002132	genemark-scaffold_3-processed-gene-4.104-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.104&CDS=1-453	YGR133W
OG0002133	genemark-scaffold_3-processed-gene-4.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.105&CDS=1-3198	YGR134W
OG0002134	genemark-scaffold_3-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.109&CDS=1-774	YGR135W
OG0002135	snap_masked-scaffold_3-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.14&CDS=1-2658	YGR140W
OG0002136	snap_masked-scaffold_3-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.17&CDS=1-2655	YGL093W
OG0002137	snap_masked-scaffold_3-processed-gene-4.18-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.18&CDS=1-3729	YGL092W
OG0002138	genemark-scaffold_3-processed-gene-4.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.133&CDS=1-501	YGL010W
OG0002139	genemark-scaffold_3-processed-gene-4.134-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.134&CDS=1-987	YGL091C
OG0002140	snap_masked-scaffold_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.19&CDS=1-1149	YGL090W
OG0002141	augustus_masked-scaffold_3-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.86&CDS=1-414	YGL087C
OG0002142	genemark-scaffold_3-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.115&CDS=1-2067	YGL086W
OG0002143	genemark-scaffold_3-processed-gene-4.116-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.116&CDS=1-801	YGL085W
OG0002144	genemark-scaffold_3-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.117&CDS=1-2388	YGL083W
OG0002145	genemark-scaffold_3-processed-gene-4.120-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.120&CDS=1-387	YGL080W
OG0002146	genemark-scaffold_3-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.121&CDS=1-657	YGL079W
OG0002147	genemark-scaffold_3-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.137&CDS=1-1533	YGL078C
OG0002148	genemark-scaffold_3-processed-gene-4.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.122&CDS=1-1839	YGL073W
OG0002149	augustus_masked-scaffold_3-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.90&CDS=1-366	YGL070C
OG0002150	genemark-scaffold_3-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.124&CDS=1-501	YGL068W
OG0002151	snap_masked-scaffold_3-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.47&CDS=1-1209	YGR122W
OG0002152	genemark-scaffold_3-processed-gene-4.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.125&CDS=1-783	YGR120C
OG0002153	snap_masked-scaffold_3-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.31&CDS=1-1419	YGR117C
OG0002154	genemark-scaffold_3-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.144&CDS=1-1074	YPR129W
OG0002155	genemark-scaffold_3-processed-gene-4.145-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.145&CDS=1-969	YGR113W
OG0002156	genemark-scaffold_3-processed-gene-4.146-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.146&CDS=1-1098	YGR112W
