	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
OG0001870	YIL090W	snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.167&CDS=1-1482
OG0001871	YIL091C	snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_22_length_143390_cov_16.1143_ID_23656-processed-gene-0.197&CDS=1-2109
OG0001872	YIL093C	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-1.52&CDS=1-801
OG0001873	YIL094C	snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.161&CDS=1-1122
OG0001874	YIL096C	snap_masked-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_79_length_49620_cov_15.9016_ID_21975-processed-gene-0.3&CDS=1-966
OG0001875	YIL098C	snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.39&CDS=1-423
OG0001876	YIL099W	snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.146&CDS=1-1644
OG0001877	YIL101C	augustus_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.57&CDS=1-1590
OG0001878	YIL103W	snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.8&CDS=1-1257
OG0001879	YIL104C	snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_77_length_50191_cov_16.0205_ID_17980-processed-gene-0.18&CDS=1-1506
OG0001880	YIL106W	snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_28_length_132068_cov_17.5269_ID_17499-processed-gene-0.194&CDS=1-759
OG0001881	YIL107C	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.176-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.176&CDS=1-2988
OG0001882	YIL108W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.44&CDS=1-2166
OG0001883	YIL109C	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.178&CDS=1-2781
OG0001884	YIL110W	maker-NODE_9_length_221159_cov_17.9112_ID_23687-snap-gene-1.65-mRNA-1_1&gene=maker-NODE_9_length_221159_cov_17.9112_ID_23687-snap-gene-1.65&CDS=1-1518
OG0001885	YIL116W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.164&CDS=1-1191
OG0001886	YIL118W	snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.35&CDS=1-672
OG0001887	YIL124W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.79&CDS=1-882
OG0001888	YIL125W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.30&CDS=1-3015
OG0001889	YIL127C	snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.58&CDS=1-573
OG0001890	YIL128W	snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.46&CDS=1-3339
OG0001891	YIL129C	snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_73_length_52977_cov_16.4871_ID_17734-processed-gene-0.56&CDS=1-8181
OG0001892	YIL130W	snap_masked-NODE_141_length_19496_cov_17.6152_ID_23537-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_141_length_19496_cov_17.6152_ID_23537-processed-gene-0.10&CDS=1-2865
OG0001893	YIL131C	augustus_masked-NODE_136_length_23139_cov_15.4901_ID_22075-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_136_length_23139_cov_15.4901_ID_22075-processed-gene-0.9&CDS=1-2091
OG0001894	YIL134W	snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_17_length_155442_cov_18.5021_ID_18400-processed-gene-0.29&CDS=1-927
OG0001895	YIL137C	snap_masked-NODE_176_length_12278_cov_17.0782_ID_26257-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_176_length_12278_cov_17.0782_ID_26257-processed-gene-0.15&CDS=1-2745
OG0001896	YIL140W	snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_43_length_95397_cov_16.6454_ID_20684-processed-gene-0.98&CDS=1-2583
OG0001897	YIL142W	snap_masked-NODE_66_length_62194_cov_16.852_ID_18060-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_66_length_62194_cov_16.852_ID_18060-processed-gene-0.1&CDS=1-1578
OG0001898	YIL143C	snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_81_length_48769_cov_23.7956_ID_19078-processed-gene-0.36&CDS=1-2538
OG0001899	YIL144W	snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_90_length_42864_cov_21.6107_ID_29944-processed-gene-0.67&CDS=1-1884
OG0001900	YIL145C	snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_16_length_163134_cov_16.8983_ID_19337-processed-gene-0.182&CDS=1-924
OG0001901	YIL147C	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.85&CDS=1-3996
OG0001902	YIL150C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.34&CDS=1-1485
OG0001903	YIL153W	genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.19&CDS=1-1236
OG0001904	YIL155C	snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_30_length_126434_cov_16.6495_ID_16870-processed-gene-0.137&CDS=1-1953
OG0001905	YIL156W-B	augustus_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.82&CDS=1-228
OG0001906	YIL157C	snap_masked-NODE_100_length_39569_cov_15.9887_ID_22644-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_100_length_39569_cov_15.9887_ID_22644-processed-gene-0.42&CDS=1-591
OG0001907	YIL160C	maker-NODE_103_length_38898_cov_22.1995_ID_25639-augustus-gene-0.32-mRNA-1_1&gene=maker-NODE_103_length_38898_cov_22.1995_ID_25639-augustus-gene-0.32&CDS=1-1578
OG0001908	YIL162W	snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_39_length_104675_cov_24.4927_ID_26108-processed-gene-0.133&CDS=1-1599
OG0001909	YIL164C	snap_masked-NODE_103_length_38898_cov_22.1995_ID_25639-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_103_length_38898_cov_22.1995_ID_25639-processed-gene-0.46&CDS=1-927
OG0001910	YIR002C	snap_masked-NODE_114_length_35588_cov_15.1306_ID_19546-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_114_length_35588_cov_15.1306_ID_19546-processed-gene-0.4&CDS=1-3135
OG0001911	YIR005W	genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.178&CDS=1-642
OG0001912	YIR006C	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.48&CDS=1-4092
OG0001913	YIR007W	snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.50&CDS=1-2826
OG0001914	YIR008C	snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.20&CDS=1-1449
OG0001915	YIR009W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.103&CDS=1-462
OG0001916	YIR011C	augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.150&CDS=1-1023
OG0001917	YIR012W	snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_26_length_133046_cov_18.0642_ID_24063-processed-gene-0.19&CDS=1-1266
OG0001918	YIR015W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.98&CDS=1-414
OG0001919	YIR022W	snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_46_length_90378_cov_17.6642_ID_27052-processed-gene-0.108&CDS=1-498
OG0001920	YIR023W	snap_masked-NODE_163_length_14151_cov_16.2408_ID_24424-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_163_length_14151_cov_16.2408_ID_24424-processed-gene-0.22&CDS=1-2970
OG0001921	YIR026C	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.6&CDS=1-1038
OG0001922	YIR027C	snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_37_length_117182_cov_21.9344_ID_38234-processed-gene-0.80&CDS=1-2064
OG0001923	YIR029W	maker-NODE_52_length_81500_cov_18.613_ID_27766-snap-gene-0.34-mRNA-1_1&gene=maker-NODE_52_length_81500_cov_18.613_ID_27766-snap-gene-0.34&CDS=1-1983
OG0001924	YIR030C	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.39&CDS=1-702
OG0001925	YIR032C	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.86&CDS=1-624
OG0001926	YIR034C	maker-NODE_56_length_79256_cov_17.539_ID_29615-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_56_length_79256_cov_17.539_ID_29615-augustus-gene-0.72&CDS=1-2214
OG0001927	YIR037W	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.65&CDS=1-480
OG0001928	YJL001W	augustus_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.92&CDS=1-648
OG0001929	YJL002C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.30&CDS=1-1434
OG0001930	YJL003W	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.160&CDS=1-375
OG0001931	YJL004C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.267-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.267&CDS=1-576
OG0001932	YJL005W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.265-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.265&CDS=1-6255
OG0001933	YJL006C	genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.146&CDS=1-1170
OG0001934	YJL008C	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.183&CDS=1-1671
OG0001935	YJL010C	genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.186-mRNA-1_1&gene=genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.186&CDS=1-2193
OG0001936	YJL011C	snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_13_length_179126_cov_16.6208_ID_16477-processed-gene-0.117&CDS=1-525
OG0001937	YJL012C	snap_masked-NODE_162_length_14548_cov_16.2535_ID_177336-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_162_length_14548_cov_16.2535_ID_177336-processed-gene-0.8&CDS=1-2130
OG0001938	YJL014W	snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.99&CDS=1-1581
OG0001939	YJL020C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.51&CDS=1-3120
OG0001940	YJL024C	augustus_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_48_length_87499_cov_16.6838_ID_19881-processed-gene-0.78&CDS=1-519
OG0001941	YJL025W	augustus_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.40&CDS=1-1575
OG0001942	YJL026W	snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.50&CDS=1-1260
OG0001943	YJL029C	snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_23_length_138619_cov_16.8864_ID_25492-processed-gene-0.155&CDS=1-2472
OG0001944	YJL030W	genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_27_length_132587_cov_17.0824_ID_144313-processed-gene-0.181&CDS=1-651
OG0001945	YJL033W	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.145&CDS=1-2292
OG0001946	YJL034W	snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_106_length_37701_cov_17.956_ID_28546-processed-gene-0.18&CDS=1-2046
OG0001947	YJL035C	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.127&CDS=1-969
OG0001948	YJL036W	snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_21_length_143800_cov_19.6648_ID_24094-processed-gene-0.138&CDS=1-1866
OG0001949	YJL039C	snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_5_length_272244_cov_18.3867_ID_32304-processed-gene-0.38&CDS=1-5799
OG0001950	YJL041W	snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_19_length_149295_cov_22.7659_ID_25446-processed-gene-0.58&CDS=1-2250
OG0001951	YJL042W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.83&CDS=1-3930
OG0001952	YJL044C	augustus_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.124&CDS=1-3087
OG0001953	YJL046W	genemark-NODE_124_length_29745_cov_16.3888_ID_22702-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_124_length_29745_cov_16.3888_ID_22702-processed-gene-0.13&CDS=1-1374
OG0001954	YJL050W	snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_31_length_126349_cov_17.3347_ID_18600-processed-gene-0.158&CDS=1-3147
OG0001955	YJL053W	augustus_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.104&CDS=1-2397
OG0001956	YJL054W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.259-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.259&CDS=1-1416
OG0001957	YJL055W	snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.170-mRNA-1_1&gene=snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.170&CDS=1-675
OG0001958	YJL056C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.98&CDS=1-2478
OG0001959	YJL060W	augustus_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.6&CDS=1-2475
OG0001960	YJL062W	augustus_masked-NODE_174_length_12502_cov_17.9107_ID_25195-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_174_length_12502_cov_17.9107_ID_25195-processed-gene-0.7&CDS=1-2685
OG0001961	YJL062W-A	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.41&CDS=1-270
OG0001962	YJL068C	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.92&CDS=1-879
OG0001963	YJL069C	snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_36_length_121639_cov_16.6683_ID_16828-processed-gene-0.42&CDS=1-1683
OG0001964	YJL071W	snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_25_length_138365_cov_17.6405_ID_32372-processed-gene-0.71&CDS=1-1749
OG0001965	YJL072C	maker-NODE_25_length_138365_cov_17.6405_ID_32372-snap-gene-0.199-mRNA-1_1&gene=maker-NODE_25_length_138365_cov_17.6405_ID_32372-snap-gene-0.199&CDS=1-615
OG0001966	YJL074C	maker-NODE_40_length_99243_cov_23.3573_ID_26809-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_40_length_99243_cov_23.3573_ID_26809-snap-gene-0.1&CDS=1-5283
OG0001967	YJL080C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.50&CDS=1-3660
OG0001968	YJL085W	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.224&CDS=1-1890
OG0001969	YJL087C	snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.275-mRNA-1_1&gene=snap_masked-NODE_4_length_299148_cov_21.5119_ID_28963-processed-gene-1.275&CDS=1-2364
OG0001970	YJL088W	snap_masked-NODE_124_length_29745_cov_16.3888_ID_22702-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_124_length_29745_cov_16.3888_ID_22702-processed-gene-0.38&CDS=1-999
OG0001971	YJL090C	snap_masked-NODE_140_length_20777_cov_17.6204_ID_22455-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_140_length_20777_cov_17.6204_ID_22455-processed-gene-0.15&CDS=1-1884
OG0001972	YJL091C	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.23&CDS=1-1461
OG0001973	YJL092W	snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_71_length_54841_cov_17.1077_ID_17646-processed-gene-0.19&CDS=1-2625
OG0001974	YJL093C	maker-NODE_9_length_221159_cov_17.9112_ID_23687-augustus-gene-1.61-mRNA-1_1&gene=maker-NODE_9_length_221159_cov_17.9112_ID_23687-augustus-gene-1.61&CDS=1-3303
OG0001975	YJL094C	snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_68_length_59944_cov_17.8492_ID_19574-processed-gene-0.3&CDS=1-2472
OG0001976	YJL095W	augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.122&CDS=1-5085
OG0001977	YJL096W	augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.171&CDS=1-447
OG0001978	YJL097W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.215-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.215&CDS=1-657
OG0001979	YJL100W	snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_94_length_42254_cov_17.0824_ID_26534-processed-gene-0.40&CDS=1-2271
OG0001980	YJL101C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-0.20&CDS=1-2382
OG0001981	YJL102W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.78&CDS=1-2541
