	Candida_succiphila	Saccharomyces_cerevisiae
OG0001462	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.39&CDS=1-525	YHR059W
OG0001463	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.20&CDS=1-921	YHR058C
OG0001464	-processed-gene-5.23-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.23&CDS=1-1350	YBR028C
OG0001465	-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.85&CDS=1-990	YNL290W
OG0001466	-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.68&CDS=1-1443	YNL291C
OG0001467	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.42&CDS=1-1182	YNL292W
OG0001468	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.25&CDS=1-4908	YNL297C
OG0001469	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.43&CDS=1-3720	YBR023C
OG0001470	-processed-gene-5.26-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.26&CDS=1-2718	YBL023C
OG0001471	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.46&CDS=1-1002	YDL099W
OG0001472	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-5.47&CDS=1-651	YJL001W
OG0001473	-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.2&CDS=1-3690	YLL003W
OG0001474	-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.3&CDS=1-1425	YJL002C
OG0001475	-processed-gene-6.49-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.49&CDS=1-1122	YMR201C
OG0001476	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.52&CDS=1-1602	YPL212C
OG0001477	-processed-gene-6.50-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.50&CDS=1-543	YPL211W
OG0001478	-processed-gene-6.53-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.53&CDS=1-1872	YPL210C
OG0001479	-processed-gene-6.54-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.54&CDS=1-1587	YGL064C
OG0001480	-processed-gene-6.72-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.72&CDS=1-1146	YPL209C
OG0001481	-processed-gene-6.112-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.112&CDS=1-4404	YJR033C
OG0001482	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.55&CDS=1-237	YJR034W
OG0001483	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.56&CDS=1-3612	YJR035W
OG0001484	-processed-gene-6.57-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.57&CDS=1-2181	YDL017W
OG0001485	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.75&CDS=1-1179	YML048W
OG0001486	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.76&CDS=1-324	YGL030W
OG0001487	-processed-gene-6.59-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.59&CDS=1-1578	YGL028C
OG0001488	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.60&CDS=1-1350	YBR029C
OG0001489	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.61&CDS=1-1221	YKR030W
OG0001490	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.80&CDS=1-10353	YJL109C
OG0001491	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.81&CDS=1-441	YCR071C
OG0001492	-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.14&CDS=1-1779	YJL201W
OG0001493	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.82&CDS=1-1023	YJL208C
OG0001494	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.64&CDS=1-1578	YOR310C
OG0001495	-processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.67&CDS=1-1023	YMR055C
OG0001496	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.68&CDS=1-2625	YKL073W
OG0001497	-processed-gene-6.69-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.69&CDS=1-315	YER074W-A
OG0001498	-processed-gene-6.85-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.85&CDS=1-3417	YER075C
OG0001499	-processed-gene-6.86-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-6.86&CDS=1-2187	YIL067C
OG0001500	-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.2&CDS=1-2634	YLR207W
OG0001501	-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.3&CDS=1-1095	YBR249C
OG0001502	-processed-gene-7.42-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.42&CDS=1-1701	YBR248C
OG0001503	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.45&CDS=1-1536	YGL097W
OG0001504	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.43&CDS=1-1521	YBR247C
OG0001505	-processed-gene-7.46-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.46&CDS=1-3201	YPL268W
OG0001506	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.66&CDS=1-1674	YPL112C
OG0001507	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.67&CDS=1-675	YOR202W
OG0001508	-processed-gene-7.48-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.48&CDS=1-495	YOL071W
OG0001509	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.68&CDS=1-1572	YDR168W
OG0001510	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.49&CDS=1-948	YOL067C
OG0001511	-processed-gene-7.69-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.69&CDS=1-2421	YDL040C
OG0001512	-augustus-gene-7.89-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-7.89&CDS=1-3156	YLR103C
OG0001513	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.71&CDS=1-1227	YLR107W
OG0001514	-snap-gene-7.88-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-7.88&CDS=1-5073	YER176W
OG0001515	-augustus-gene-7.90-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-7.90&CDS=1-3543	YKL078W
OG0001516	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.54&CDS=1-771	YMR063W
OG0001517	-processed-gene-7.57-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.57&CDS=1-2913	YOR160W
OG0001518	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.77&CDS=1-936	YML110C
OG0001519	-processed-gene-7.78-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.78&CDS=1-2139	YAL053W
OG0001520	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.61&CDS=1-2922	YOR346W
OG0001521	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.63&CDS=1-1767	YKR056W
OG0001522	-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.37&CDS=1-2460	YKL054C
OG0001523	-processed-gene-7.83-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.83&CDS=1-1080	YKL060C
OG0001524	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.84&CDS=1-333	YKL058W
OG0001525	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.64&CDS=1-1332	YKL059C
OG0001526	-processed-gene-7.85-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.85&CDS=1-1368	YMR027W
OG0001527	-processed-gene-7.86-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.86&CDS=1-2793	YNR026C
OG0001528	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-7.65&CDS=1-948	YNR027W
OG0001529	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.5&CDS=1-186	YMR256C
OG0001530	-processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.62&CDS=1-327	YHL018W
OG0001531	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.65&CDS=1-669	YKL040C
OG0001532	-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.128&CDS=1-1851	YER014W
OG0001533	-processed-gene-8.87-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.87&CDS=1-1953	YHL020C
OG0001534	-snap-gene-8.58-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-8.58&CDS=1-3174	YPR047W
OG0001535	-processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.70&CDS=1-684	YBL038W
OG0001536	-processed-gene-8.91-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.91&CDS=1-1143	YBR087W
OG0001537	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.92&CDS=1-4278	YPR049C
OG0001538	-processed-gene-8.71-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.71&CDS=1-303	YPR051W
OG0001539	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.93&CDS=1-792	YBR088C
OG0001540	-processed-gene-8.72-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.72&CDS=1-1329	YBR095C
OG0001541	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.94&CDS=1-2298	YBR094W
OG0001542	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.95&CDS=1-1308	YOR303W
OG0001543	-processed-gene-8.73-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.73&CDS=1-1164	YOR063W
OG0001544	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.74&CDS=1-1947	YOR204W
OG0001545	-augustus-gene-8.49-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-8.49&CDS=1-687	YKL041W
OG0001546	-processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.41&CDS=1-1944	YBR204C
OG0001547	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.42&CDS=1-1101	YHR083W
OG0001548	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.80&CDS=1-396	YIR009W
OG0001549	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.23&CDS=1-3843	YML002W
OG0001550	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.101&CDS=1-1128	YOR007C
OG0001551	-processed-gene-8.102-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.102&CDS=1-1515	YML071C
OG0001552	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-8.84&CDS=1-1035	YLR447C
OG0001553	-processed-gene-9.91-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.91&CDS=1-2823	YML076C
OG0001554	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.31&CDS=1-798	YDL057W
OG0001555	-processed-gene-9.115-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.115&CDS=1-3039	YDL056W
OG0001556	-processed-gene-9.95-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.95&CDS=1-1149	YDL193W
OG0001557	-processed-gene-9.116-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.116&CDS=1-3270	YDL190C
OG0001558	-processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.98&CDS=1-2022	YDL189W
OG0001559	-processed-gene-9.117-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.117&CDS=1-618	YDL135C
OG0001560	-processed-gene-9.118-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.118&CDS=1-1080	YDL134C
OG0001561	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.36&CDS=1-1176	YDL183C
OG0001562	-processed-gene-9.101-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.101&CDS=1-1500	YDL133W
OG0001563	-processed-gene-9.102-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.102&CDS=1-2355	YDL132W
OG0001564	-processed-gene-9.120-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.120&CDS=1-252	YDL181W
OG0001565	-processed-gene-9.105-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.105&CDS=1-357	YGR215W
OG0001566	-processed-gene-9.122-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.122&CDS=1-1860	YGR216C
OG0001567	-snap-gene-9.131-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-9.131&CDS=1-4194	YLR047C
OG0001568	-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.82&CDS=1-1266	YHR151C
OG0001569	-processed-gene-9.108-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.108&CDS=1-1542	YGR227W
OG0001570	-processed-gene-9.42-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.42&CDS=1-1131	YGR229C
OG0001571	-processed-gene-9.126-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.126&CDS=1-945	YGR231C
OG0001572	-processed-gene-9.109-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.109&CDS=1-807	YGR232W
OG0001573	-processed-gene-9.110-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.110&CDS=1-1548	YGR211W
OG0001574	-processed-gene-9.127-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.127&CDS=1-7239	YGR217W
OG0001575	-processed-gene-9.111-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.111&CDS=1-330	YKL138C
OG0001576	-processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.45&CDS=1-657	YMR117C
OG0001577	-processed-gene-9.112-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-9.112&CDS=1-324	YKL137W
OG0001578	-processed-gene-10.62-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.62&CDS=1-3228	YBL076C
OG0001579	-processed-gene-10.63-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.63&CDS=1-1185	YER107C
OG0001580	-processed-gene-10.64-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.64&CDS=1-3738	YER109C
OG0001581	-augustus-gene-10.121-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-augustus-gene-10.121&CDS=1-6303	YER110C
OG0001582	-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.32&CDS=1-1191	YNL229C
OG0001583	-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.33&CDS=1-723	YLR126C
OG0001584	-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.3&CDS=1-1146	YMR044W
OG0001585	-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.4&CDS=1-1485	YJL054W
OG0001586	-processed-gene-10.127-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.127&CDS=1-3192	YDR270W
OG0001587	-processed-gene-10.159-mRNA-1_1&gene=snap_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.159&CDS=1-1128	YKL114C
OG0001588	-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.7&CDS=1-927	YMR003W
OG0001589	-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.8&CDS=1-1458	YOL049W
OG0001590	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.99&CDS=1-1392	YOL041C
OG0001591	-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.9&CDS=1-1440	YAL013W
OG0001592	-processed-gene-10.100-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.100&CDS=1-423	YOL040C
OG0001593	-processed-gene-10.70-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.70&CDS=1-333	YOL039W
OG0001594	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.40&CDS=1-2088	YIL072W
OG0001595	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.72&CDS=1-1881	YER080W
OG0001596	-processed-gene-10.73-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.73&CDS=1-1767	YKR039W
OG0001597	-processed-gene-10.76-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.76&CDS=1-396	YBL078C
OG0001598	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.103&CDS=1-1458	YBL080C
OG0001599	-processed-gene-10.104-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.104&CDS=1-543	YDL217C
OG0001600	-processed-gene-10.105-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.105&CDS=1-1107	YNL191W
OG0001601	-snap-gene-10.61-mRNA-1_1&gene=maker-gi|1002316219|dbj|BCGL01000005.1|-snap-gene-10.61&CDS=1-1167	YDL219W
OG0001602	-processed-gene-10.81-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.81&CDS=1-1674	YNL189W
OG0001603	-processed-gene-10.108-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.108&CDS=1-963	YHR134W
OG0001604	-processed-gene-10.83-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.83&CDS=1-1086	YNL141W
OG0001605	-processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.84&CDS=1-4419	YBL079W
OG0001606	-processed-gene-10.111-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.111&CDS=1-1653	YDR188W
OG0001607	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002316219|dbj|BCGL01000005.1|-processed-gene-10.90&CDS=1-1611	YIL166C
OG0001608	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.39&CDS=1-2313	YER091C
OG0001609	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.40&CDS=1-2670	YER090W
OG0001610	-augustus-gene-0.79-mRNA-1_1&gene=maker-gi|1002316220|dbj|BCGL01000004.1|-augustus-gene-0.79&CDS=1-1305	YBL057C
OG0001611	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.60&CDS=1-1158	YBL055C
OG0001612	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.44&CDS=1-891	YPL132W
OG0001613	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.65&CDS=1-894	YPL134C
OG0001614	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.67&CDS=1-888	YPL131W
OG0001615	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.49&CDS=1-2013	YGR194C
OG0001616	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.69&CDS=1-2364	YFR038W
OG0001617	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.50&CDS=1-1707	YFR037C
OG0001618	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.51&CDS=1-1401	YLR191W
OG0001619	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.70&CDS=1-1347	YBL098W
OG0001620	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-0.71&CDS=1-1473	YER122C
OG0001621	-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.45&CDS=1-4200	YPR024W
OG0001622	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.47&CDS=1-3591	YIL026C
OG0001623	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.85&CDS=1-2853	YJL176C
OG0001624	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.87&CDS=1-480	YDL004W
OG0001625	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.110&CDS=1-2427	YGR200C
OG0001626	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.111&CDS=1-1356	YML005W
OG0001627	-processed-gene-1.5-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.5&CDS=1-1128	YIL084C
OG0001628	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.53&CDS=1-3165	YER087W
OG0001629	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.115&CDS=1-279	YER019C-A
OG0001630	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.94&CDS=1-3060	YBL051C
OG0001631	-processed-gene-1.13-mRNA-1_1&gene=snap_masked-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.13&CDS=1-1713	YDL003W
OG0001632	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.96&CDS=1-669	YDR489W
OG0001633	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316220|dbj|BCGL01000004.1|-processed-gene-1.97&CDS=1-3315	YOL138C
