	Lachancea_kluyveri	Saccharomyces_cerevisiae
OG0002595	augustus_masked-SAKL0F-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.108&CDS=1-1080	YLR215C
OG0002596	augustus_masked-SAKL0F-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.109&CDS=1-1071	YDL144C
OG0002597	genemark-SAKL0F-processed-gene-8.63-mRNA-1_1&gene=genemark-SAKL0F-processed-gene-8.63&CDS=1-1500	YLR213C
OG0002598	augustus_masked-SAKL0F-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.111&CDS=1-3603	YDL145C
OG0002599	augustus_masked-SAKL0F-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.112&CDS=1-1410	YLR212C
OG0002600	augustus_masked-SAKL0F-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.129&CDS=1-1455	YDL146W
OG0002601	snap_masked-SAKL0F-processed-gene-8.16-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-8.16&CDS=1-678	YLR211C
OG0002602	augustus_masked-SAKL0F-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.130&CDS=1-1323	YDL147W
OG0002603	augustus_masked-SAKL0F-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.114&CDS=1-2472	YDL148C
OG0002604	augustus_masked-SAKL0F-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.131&CDS=1-2787	YDL149W
OG0002605	augustus_masked-SAKL0F-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.132&CDS=1-1149	YDL150W
OG0002606	augustus_masked-SAKL0F-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.115&CDS=1-1803	YDL153C
OG0002607	snap_masked-SAKL0F-processed-gene-8.37-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-8.37&CDS=1-2694	YDL154W
OG0002608	augustus_masked-SAKL0F-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.134&CDS=1-1368	YDL155W
OG0002609	augustus_masked-SAKL0F-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.135&CDS=1-2079	YDL164C
OG0002610	snap_masked-SAKL0F-processed-gene-8.40-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-8.40&CDS=1-258	YDL160C-A
OG0002611	maker-SAKL0F-augustus-gene-8.146-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-8.146&CDS=1-3144	YLR207W
OG0002612	augustus_masked-SAKL0F-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.137&CDS=1-921	YLR209C
OG0002613	augustus_masked-SAKL0F-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.138&CDS=1-1491	YDL160C
OG0002614	augustus_masked-SAKL0F-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.118&CDS=1-1506	YDL159W
OG0002615	augustus_masked-SAKL0F-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.139&CDS=1-321	YDL157C
OG0002616	augustus_masked-SAKL0F-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.119&CDS=1-1533	YDL156W
OG0002617	augustus_masked-SAKL0F-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.140&CDS=1-735	YDR391C
OG0002618	augustus_masked-SAKL0F-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.120&CDS=1-927	YLR205C
OG0002619	augustus_masked-SAKL0F-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.121&CDS=1-1269	YLR203C
OG0002620	augustus_masked-SAKL0F-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.142&CDS=1-573	YDL165W
OG0002621	augustus_masked-SAKL0F-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.122&CDS=1-624	YDL166C
OG0002622	augustus_masked-SAKL0F-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.123&CDS=1-1749	YDL167C
OG0002623	augustus_masked-SAKL0F-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.124&CDS=1-762	YLR201C
OG0002624	augustus_masked-SAKL0F-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.144&CDS=1-345	YLR200W
OG0002625	augustus_masked-SAKL0F-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-8.125&CDS=1-816	YLR199C
OG0002626	augustus_masked-SAKL0F-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.95&CDS=1-1494	YLR197W
OG0002627	snap_masked-SAKL0F-processed-gene-9.0-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-9.0&CDS=1-525	YDL169C
OG0002628	augustus_masked-SAKL0F-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.96&CDS=1-1704	YLR196W
OG0002629	augustus_masked-SAKL0F-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.93&CDS=1-1347	YLR195C
OG0002630	augustus_masked-SAKL0F-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.97&CDS=1-528	YLR193C
OG0002631	augustus_masked-SAKL0F-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.123&CDS=1-1773	YDL170W
OG0002632	augustus_masked-SAKL0F-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.98&CDS=1-6435	YDL171C
OG0002633	augustus_masked-SAKL0F-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.99&CDS=1-801	YLR192C
OG0002634	augustus_masked-SAKL0F-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.125&CDS=1-1224	YLR191W
OG0002635	snap_masked-SAKL0F-processed-gene-9.34-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-9.34&CDS=1-1365	YLR190W
OG0002636	augustus_masked-SAKL0F-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.102&CDS=1-1686	YER086W
OG0002637	snap_masked-SAKL0F-processed-gene-9.11-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-9.11&CDS=1-1707	YER087W
OG0002638	augustus_masked-SAKL0F-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.127&CDS=1-267	YER019C-A
OG0002639	augustus_masked-SAKL0F-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.104&CDS=1-1839	YBL051C
OG0002640	augustus_masked-SAKL0F-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.128&CDS=1-1746	YBL054W
OG0002641	augustus_masked-SAKL0F-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.106&CDS=1-1218	YBL055C
OG0002642	augustus_masked-SAKL0F-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.129&CDS=1-1383	YBL056W
OG0002643	augustus_masked-SAKL0F-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.107&CDS=1-1515	YER090W
OG0002644	augustus_masked-SAKL0F-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.108&CDS=1-618	YBL057C
OG0002645	maker-SAKL0F-augustus-gene-9.144-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-9.144&CDS=1-1155	YBL058W
OG0002646	augustus_masked-SAKL0F-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.131&CDS=1-2301	YER091C
OG0002647	augustus_masked-SAKL0F-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.109&CDS=1-345	YER092W
OG0002648	maker-SAKL0F-augustus-gene-9.145-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-9.145&CDS=1-4473	YER093C
OG0002649	augustus_masked-SAKL0F-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.110&CDS=1-318	YBL059C-A
OG0002650	augustus_masked-SAKL0F-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.133&CDS=1-615	YER094C
OG0002651	augustus_masked-SAKL0F-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.134&CDS=1-1872	YBL060W
OG0002652	augustus_masked-SAKL0F-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.111&CDS=1-1158	YER095W
OG0002653	augustus_masked-SAKL0F-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.112&CDS=1-2025	YBL061C
OG0002654	augustus_masked-SAKL0F-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.113&CDS=1-744	YBL064C
OG0002655	augustus_masked-SAKL0F-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.114&CDS=1-3129	YBL066C
OG0002656	augustus_masked-SAKL0F-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.115&CDS=1-2262	YER098W
OG0002657	augustus_masked-SAKL0F-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.136&CDS=1-954	YER099C
OG0002658	augustus_masked-SAKL0F-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.116&CDS=1-753	YER100W
OG0002659	augustus_masked-SAKL0F-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.138&CDS=1-246	YBL071W-A
OG0002660	augustus_masked-SAKL0F-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.118&CDS=1-1170	YBL074C
OG0002661	augustus_masked-SAKL0F-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.120&CDS=1-3213	YBL076C
OG0002662	augustus_masked-SAKL0F-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-9.122&CDS=1-357	YBL078C
OG0002663	augustus_masked-SAKL0F-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.81&CDS=1-4332	YBL079W
OG0002664	augustus_masked-SAKL0F-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.80&CDS=1-1614	YBL080C
OG0002665	augustus_masked-SAKL0F-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.82&CDS=1-999	YBL081W
OG0002666	augustus_masked-SAKL0F-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.83&CDS=1-1101	YER107C
OG0002667	augustus_masked-SAKL0F-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.101&CDS=1-2112	YER109C
OG0002668	augustus_masked-SAKL0F-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.102&CDS=1-1359	YBL082C
OG0002669	augustus_masked-SAKL0F-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.103&CDS=1-3345	YER110C
OG0002670	augustus_masked-SAKL0F-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.104&CDS=1-2694	YER111C
OG0002671	augustus_masked-SAKL0F-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.84&CDS=1-513	YER112W
OG0002672	augustus_masked-SAKL0F-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.105&CDS=1-2121	YER113C
OG0002673	snap_masked-SAKL0F-processed-gene-10.5-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-10.5&CDS=1-1845	YBL084C
OG0002674	snap_masked-SAKL0F-processed-gene-10.27-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-10.27&CDS=1-3081	YER114C
OG0002675	augustus_masked-SAKL0F-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.86&CDS=1-1272	YBL086C
OG0002676	snap_masked-SAKL0F-processed-gene-10.30-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-10.30&CDS=1-807	YER116C
OG0002677	augustus_masked-SAKL0F-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.88&CDS=1-8367	YBL088C
OG0002678	augustus_masked-SAKL0F-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.108&CDS=1-1020	YER118C
OG0002679	augustus_masked-SAKL0F-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.109&CDS=1-1404	YER119C
OG0002680	augustus_masked-SAKL0F-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.110&CDS=1-513	YBL090W
OG0002681	augustus_masked-SAKL0F-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.89&CDS=1-1248	YBL091C
OG0002682	augustus_masked-SAKL0F-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.90&CDS=1-651	YER120W
OG0002683	augustus_masked-SAKL0F-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.111&CDS=1-393	YBL092W
OG0002684	augustus_masked-SAKL0F-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.91&CDS=1-612	YBL093C
OG0002685	augustus_masked-SAKL0F-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.112&CDS=1-1464	YER122C
OG0002686	augustus_masked-SAKL0F-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.113&CDS=1-711	YBL095W
OG0002687	augustus_masked-SAKL0F-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.93&CDS=1-1386	YBL098W
OG0002688	augustus_masked-SAKL0F-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.94&CDS=1-2220	YBL097W
OG0002689	augustus_masked-SAKL0F-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.95&CDS=1-2223	YPR024W
OG0002690	augustus_masked-SAKL0F-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.114&CDS=1-1107	YPR025C
OG0002691	augustus_masked-SAKL0F-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.115&CDS=1-1644	YBL099W
OG0002692	augustus_masked-SAKL0F-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.96&CDS=1-3387	YPR026W
OG0002693	augustus_masked-SAKL0F-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.97&CDS=1-543	YPR028W
OG0002694	augustus_masked-SAKL0F-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.116&CDS=1-2457	YPR029C
OG0002695	augustus_masked-SAKL0F-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.98&CDS=1-2904	YBL101C
OG0002696	augustus_masked-SAKL0F-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.117&CDS=1-639	YBL102W
OG0002697	augustus_masked-SAKL0F-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-10.99&CDS=1-1272	YBL103C
OG0002698	snap_masked-SAKL0F-processed-gene-10.21-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-10.21&CDS=1-2154	YPR031W
OG0002699	maker-SAKL0F-augustus-gene-11.100-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-11.100&CDS=1-5448	YBL104C
OG0002700	genemark-SAKL0F-processed-gene-11.2-mRNA-1_1&gene=genemark-SAKL0F-processed-gene-11.2&CDS=1-3051	YBL106C
OG0002701	augustus_masked-SAKL0F-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.105&CDS=1-2031	YJR078W
OG0002702	augustus_masked-SAKL0F-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.107&CDS=1-1560	YPR033C
OG0002703	augustus_masked-SAKL0F-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.108&CDS=1-1182	YJR080C
OG0002704	augustus_masked-SAKL0F-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.109&CDS=1-303	YJR082C
OG0002705	augustus_masked-SAKL0F-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.106&CDS=1-1266	YPR034W
OG0002706	augustus_masked-SAKL0F-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.111&CDS=1-1107	YPR035W
OG0002707	augustus_masked-SAKL0F-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.112&CDS=1-1407	YPR036W
OG0002708	snap_masked-SAKL0F-processed-gene-11.79-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-11.79&CDS=1-825	YJR083C
OG0002709	augustus_masked-SAKL0F-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.113&CDS=1-1251	YJR084W
OG0002710	snap_masked-SAKL0F-processed-gene-11.62-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-11.62&CDS=1-213	YPR036W-A
OG0002711	augustus_masked-SAKL0F-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.130&CDS=1-315	YJR085C
OG0002712	augustus_masked-SAKL0F-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.114&CDS=1-300	YJR086W
OG0002713	augustus_masked-SAKL0F-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.131&CDS=1-600	YPR037C
OG0002714	augustus_masked-SAKL0F-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.115&CDS=1-1044	YPR040W
OG0002715	augustus_masked-SAKL0F-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.132&CDS=1-852	YJR088C
OG0002716	augustus_masked-SAKL0F-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.116&CDS=1-1227	YPR041W
OG0002717	augustus_masked-SAKL0F-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.117&CDS=1-3432	YJR089W
OG0002718	augustus_masked-SAKL0F-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.133&CDS=1-3324	YJR090C
OG0002719	augustus_masked-SAKL0F-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.134&CDS=1-3114	YJR091C
OG0002720	augustus_masked-SAKL0F-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.118&CDS=1-4395	YJR092W
OG0002721	augustus_masked-SAKL0F-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.135&CDS=1-897	YJR093C
OG0002722	snap_masked-SAKL0F-processed-gene-11.86-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-11.86&CDS=1-1119	YJR094C
OG0002723	augustus_masked-SAKL0F-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.120&CDS=1-957	YJR095W
OG0002724	augustus_masked-SAKL0F-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.121&CDS=1-858	YJR096W
OG0002725	augustus_masked-SAKL0F-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.123&CDS=1-723	YJR099W
OG0002726	augustus_masked-SAKL0F-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.138&CDS=1-1404	YPR045C
OG0002727	augustus_masked-SAKL0F-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.140&CDS=1-987	YJR100C
OG0002728	augustus_masked-SAKL0F-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.124&CDS=1-756	YJR101W
OG0002729	augustus_masked-SAKL0F-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.141&CDS=1-555	YJR102C
OG0002730	augustus_masked-SAKL0F-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.126&CDS=1-1734	YBL039C
OG0002731	maker-SAKL0F-augustus-gene-11.102-mRNA-1_1&gene=maker-SAKL0F-augustus-gene-11.102&CDS=1-462	YJR104C
OG0002732	snap_masked-SAKL0F-processed-gene-11.77-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-11.77&CDS=1-1257	YJR107W
OG0002733	augustus_masked-SAKL0F-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.143&CDS=1-1233	YER020W
OG0002734	augustus_masked-SAKL0F-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-11.128&CDS=1-876	YBL050W
OG0002735	snap_masked-SAKL0F-processed-gene-12.4-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-12.4&CDS=1-351	YBL049W
OG0002736	augustus_masked-SAKL0F-processed-gene-12.182-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.182&CDS=1-1953	YJR110W
OG0002737	augustus_masked-SAKL0F-processed-gene-12.232-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.232&CDS=1-819	YJR111C
OG0002738	snap_masked-SAKL0F-processed-gene-12.6-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-12.6&CDS=1-606	YJR112W
OG0002739	augustus_masked-SAKL0F-processed-gene-12.233-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.233&CDS=1-3891	YBL047C
OG0002740	augustus_masked-SAKL0F-processed-gene-12.234-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.234&CDS=1-777	YJR113C
OG0002741	augustus_masked-SAKL0F-processed-gene-12.184-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.184&CDS=1-1020	YBL046W
OG0002742	augustus_masked-SAKL0F-processed-gene-12.235-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.235&CDS=1-1335	YBL045C
OG0002743	augustus_masked-SAKL0F-processed-gene-12.185-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.185&CDS=1-495	YBL043W
OG0002744	augustus_masked-SAKL0F-processed-gene-12.187-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.187&CDS=1-726	YBL041W
OG0002745	augustus_masked-SAKL0F-processed-gene-12.236-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.236&CDS=1-660	YBL040C
OG0002746	augustus_masked-SAKL0F-processed-gene-12.237-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.237&CDS=1-1803	YJR106W
OG0002747	augustus_masked-SAKL0F-processed-gene-12.238-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.238&CDS=1-1023	YJR105W
OG0002748	augustus_masked-SAKL0F-processed-gene-12.188-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.188&CDS=1-816	YJR116W
OG0002749	augustus_masked-SAKL0F-processed-gene-12.189-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.189&CDS=1-1365	YJR117W
OG0002750	augustus_masked-SAKL0F-processed-gene-12.190-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.190&CDS=1-1503	YER021W
OG0002751	augustus_masked-SAKL0F-processed-gene-12.191-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.191&CDS=1-1983	YER022W
OG0002752	augustus_masked-SAKL0F-processed-gene-12.239-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.239&CDS=1-543	YJR118C
OG0002753	augustus_masked-SAKL0F-processed-gene-12.240-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.240&CDS=1-2385	YJR119C
OG0002754	augustus_masked-SAKL0F-processed-gene-12.192-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.192&CDS=1-855	YER023W
OG0002755	augustus_masked-SAKL0F-processed-gene-12.193-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.193&CDS=1-1515	YJR121W
OG0002756	augustus_masked-SAKL0F-processed-gene-12.194-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.194&CDS=1-1446	YJR122W
OG0002757	augustus_masked-SAKL0F-processed-gene-12.195-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.195&CDS=1-675	YJR123W
OG0002758	augustus_masked-SAKL0F-processed-gene-12.196-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.196&CDS=1-2517	YER024W
OG0002759	augustus_masked-SAKL0F-processed-gene-12.241-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.241&CDS=1-1335	YJR124C
OG0002760	augustus_masked-SAKL0F-processed-gene-12.197-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.197&CDS=1-2892	YLR451W
OG0002761	augustus_masked-SAKL0F-processed-gene-12.198-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.198&CDS=1-1548	YER025W
OG0002762	augustus_masked-SAKL0F-processed-gene-12.242-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.242&CDS=1-1920	YLR452C
OG0002763	augustus_masked-SAKL0F-processed-gene-12.243-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.243&CDS=1-1896	YPR161C
OG0002764	augustus_masked-SAKL0F-processed-gene-12.244-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.244&CDS=1-2013	YPR162C
OG0002765	augustus_masked-SAKL0F-processed-gene-12.245-mRNA-1_1&gene=augustus_masked-SAKL0F-processed-gene-12.245&CDS=1-1179	YPR163C
OG0002766	snap_masked-SAKL0F-processed-gene-12.23-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-12.23&CDS=1-7941	YLR454W
OG0002767	snap_masked-SAKL0F-processed-gene-12.24-mRNA-1_1&gene=snap_masked-SAKL0F-processed-gene-12.24&CDS=1-3504	YPR164W
