	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
OG0001543	YGR127W	snap_masked-flattened_line_19-processed-gene-2.128-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.128&CDS=1-1029
OG0001544	YGR128C	snap_masked-flattened_line_11-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.65&CDS=1-2172
OG0001545	YGR132C	snap_masked-flattened_line_69-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.30&CDS=1-858
OG0001546	YGR135W	snap_masked-flattened_line_69-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.32&CDS=1-756
OG0001547	YGR144W	snap_masked-flattened_line_13-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.19&CDS=1-987
OG0001548	YGR145W	snap_masked-flattened_line_9-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.63&CDS=1-1995
OG0001549	YGR149W	snap_masked-flattened_line_31-processed-gene-1.192-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.192&CDS=1-1308
OG0001550	YGR150C	augustus_masked-flattened_line_1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.89&CDS=1-2136
OG0001551	YGR155W	snap_masked-flattened_line_13-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.68&CDS=1-1479
OG0001552	YGR156W	augustus_masked-flattened_line_33-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.81&CDS=1-2088
OG0001553	YGR157W	genemark-flattened_line_19-processed-gene-2.227-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.227&CDS=1-2616
OG0001554	YGR158C	genemark-flattened_line_19-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.186&CDS=1-819
OG0001555	YGR163W	snap_masked-flattened_line_47-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.89&CDS=1-1059
OG0001556	YGR165W	snap_masked-flattened_line_17-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.84&CDS=1-873
OG0001557	YGR170W	snap_masked-flattened_line_35-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.67&CDS=1-2811
OG0001558	YGR171C	augustus_masked-flattened_line_35-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.31&CDS=1-1422
OG0001559	YGR172C	augustus_masked-flattened_line_35-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.32&CDS=1-669
OG0001560	YGR173W	snap_masked-flattened_line_35-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.94&CDS=1-1101
OG0001561	YGR174C	snap_masked-flattened_line_5-processed-gene-5.47-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.47&CDS=1-432
OG0001562	YGR178C	snap_masked-flattened_line_49-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.93&CDS=1-1608
OG0001563	YGR181W	snap_masked-flattened_line_1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.43&CDS=1-288
OG0001564	YGR183C	maker-flattened_line_1-snap-gene-5.103-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-5.103&CDS=1-198
OG0001565	YGR184C	snap_masked-flattened_line_1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.56&CDS=1-5370
OG0001566	YGR185C	snap_masked-flattened_line_1-processed-gene-5.78-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.78&CDS=1-1236
OG0001567	YGR186W	genemark-flattened_line_1-processed-gene-5.105-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.105&CDS=1-1791
OG0001568	YGR187C	snap_masked-flattened_line_1-processed-gene-5.49-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.49&CDS=1-1086
OG0001569	YGR188C	snap_masked-flattened_line_1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.12&CDS=1-2517
OG0001570	YGR189C	snap_masked-flattened_line_1-processed-gene-5.59-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.59&CDS=1-1464
OG0001571	YGR193C	genemark-flattened_line_5-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.88&CDS=1-1227
OG0001572	YGR194C	snap_masked-flattened_line_1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.99&CDS=1-1815
OG0001573	YGR195W	maker-flattened_line_1-augustus-gene-4.53-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-4.53&CDS=1-1872
OG0001574	YGR198W	snap_masked-flattened_line_27-processed-gene-1.287-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.287&CDS=1-2973
OG0001575	YGR200C	maker-flattened_line_23-augustus-gene-1.78-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.78&CDS=1-2931
OG0001576	YGR202C	genemark-flattened_line_27-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.118&CDS=1-1314
OG0001577	YGR203W	genemark-flattened_line_27-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.158&CDS=1-450
OG0001578	YGR207C	maker-flattened_line_33-augustus-gene-1.296-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-1.296&CDS=1-4869
OG0001579	YGR210C	augustus_masked-flattened_line_5-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.16&CDS=1-4137
OG0001580	YGR211W	genemark-flattened_line_41-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.33&CDS=1-1464
OG0001581	YGR212W	snap_masked-flattened_line_11-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.105&CDS=1-1203
OG0001582	YGR215W	snap_masked-flattened_line_41-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.104&CDS=1-309
OG0001583	YGR216C	snap_masked-flattened_line_9-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.80&CDS=1-1806
OG0001584	YGR217W	augustus_masked-flattened_line_41-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.156&CDS=1-6219
OG0001585	YGR218W	snap_masked-flattened_line_3-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.56&CDS=1-3246
OG0001586	YGR223C	snap_masked-flattened_line_1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.103&CDS=1-1323
OG0001587	YGR225W	maker-flattened_line_9-snap-gene-4.0-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-4.0&CDS=1-1449
OG0001588	YGR227W	genemark-flattened_line_9-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.53&CDS=1-1326
OG0001589	YGR229C	snap_masked-flattened_line_9-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.82&CDS=1-1332
OG0001590	YGR231C	snap_masked-flattened_line_9-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.101&CDS=1-906
OG0001591	YGR232W	snap_masked-flattened_line_9-processed-gene-4.105-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.105&CDS=1-708
OG0001592	YGR233C	augustus_masked-flattened_line_3-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.10&CDS=1-4203
OG0001593	YGR234W	snap_masked-flattened_line_47-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.93&CDS=1-1191
OG0001594	YGR235C	snap_masked-flattened_line_29-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.98&CDS=1-669
OG0001595	YGR237C	genemark-flattened_line_35-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.162&CDS=1-1824
OG0001596	YGR240C	genemark-flattened_line_35-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.92&CDS=1-2922
OG0001597	YGR244C	augustus_masked-flattened_line_3-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.23&CDS=1-1989
OG0001598	YGR245C	genemark-flattened_line_3-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.104&CDS=1-2202
OG0001599	YGR246C	snap_masked-flattened_line_3-processed-gene-3.53-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.53&CDS=1-1653
OG0001600	YGR252W	genemark-flattened_line_3-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.126&CDS=1-1446
OG0001601	YGR254W	snap_masked-flattened_line_5-processed-gene-5.71-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.71&CDS=1-1320
OG0001602	YGR258C	maker-flattened_line_1-snap-gene-2.36-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-2.36&CDS=1-5475
OG0001603	YGR262C	augustus_masked-flattened_line_35-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.28&CDS=1-1140
OG0001604	YGR264C	snap_masked-flattened_line_35-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.85&CDS=1-2154
OG0001605	YGR266W	snap_masked-flattened_line_35-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.31&CDS=1-2103
OG0001606	YGR267C	genemark-flattened_line_35-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.139&CDS=1-795
OG0001607	YGR268C	snap_masked-flattened_line_35-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.68&CDS=1-753
OG0001608	YGR270W	snap_masked-flattened_line_35-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.81&CDS=1-3720
OG0001609	YGR271C-A	genemark-flattened_line_35-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.117&CDS=1-597
OG0001610	YGR271W	snap_masked-flattened_line_35-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.95&CDS=1-5502
OG0001611	YGR274C	snap_masked-flattened_line_7-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.115&CDS=1-2919
OG0001612	YGR276C	genemark-flattened_line_7-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.88&CDS=1-1737
OG0001613	YGR277C	snap_masked-flattened_line_41-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.90&CDS=1-879
OG0001614	YGR280C	genemark-flattened_line_53-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.95&CDS=1-720
OG0001615	YGR282C	snap_masked-flattened_line_59-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.51&CDS=1-924
OG0001616	YGR284C	snap_masked-flattened_line_1-processed-gene-4.45-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.45&CDS=1-936
OG0001617	YGR285C	snap_masked-flattened_line_1-processed-gene-5.75-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.75&CDS=1-1290
OG0001618	YGR286C	snap_masked-flattened_line_1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.78&CDS=1-1116
OG0001619	YHL002W	snap_masked-flattened_line_3-processed-gene-4.34-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.34&CDS=1-1209
OG0001620	YHL004W	augustus_masked-flattened_line_63-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.9&CDS=1-1245
OG0001621	YHL007C	snap_masked-flattened_line_35-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.49&CDS=1-3045
OG0001622	YHL008C	maker-flattened_line_23-augustus-gene-2.54-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-2.54&CDS=1-2376
OG0001623	YHL009C	snap_masked-flattened_line_15-processed-gene-3.111-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.111&CDS=1-1014
OG0001624	YHL013C	genemark-flattened_line_15-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.41&CDS=1-948
OG0001625	YHL014C	snap_masked-flattened_line_9-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.15&CDS=1-1260
OG0001626	YHL015W	snap_masked-flattened_line_19-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.99&CDS=1-357
OG0001627	YHL016C	maker-flattened_line_29-snap-gene-1.78-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.78&CDS=1-2172
OG0001628	YHL018W	genemark-flattened_line_7-processed-gene-5.11-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.11&CDS=1-354
OG0001629	YHL020C	snap_masked-flattened_line_17-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.109&CDS=1-1194
OG0001630	YHL021C	genemark-flattened_line_11-processed-gene-4.20-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.20&CDS=1-1263
OG0001631	YHL022C	genemark-flattened_line_39-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.105&CDS=1-1005
OG0001632	YHL023C	snap_masked-flattened_line_57-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.33&CDS=1-2304
OG0001633	YHL024W	snap_masked-flattened_line_1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.67&CDS=1-1536
OG0001634	YHL027W	snap_masked-flattened_line_5-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.75&CDS=1-1800
OG0001635	YHL029C	snap_masked-flattened_line_45-processed-gene-0.244-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.244&CDS=1-1824
OG0001636	YHL030W	genemark-flattened_line_45-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.164&CDS=1-5115
OG0001637	YHL031C	augustus_masked-flattened_line_9-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.18&CDS=1-888
OG0001638	YHL032C	snap_masked-flattened_line_19-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.31&CDS=1-1890
OG0001639	YHL036W	snap_masked-flattened_line_9-processed-gene-5.129-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.129&CDS=1-1755
OG0001640	YHL040C	snap_masked-flattened_line_45-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.208&CDS=1-1830
OG0001641	YHR002W	snap_masked-flattened_line_7-processed-gene-5.146-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.146&CDS=1-1260
OG0001642	YHR004C	genemark-flattened_line_23-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.35&CDS=1-1191
OG0001643	YHR005C	genemark-flattened_line_43-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.181&CDS=1-1275
OG0001644	YHR005C-A	snap_masked-flattened_line_1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.23&CDS=1-273
OG0001645	YHR007C	snap_masked-flattened_line_15-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.69&CDS=1-1548
OG0001646	YHR009C	genemark-flattened_line_17-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.56&CDS=1-1194
OG0001647	YHR011W	snap_masked-flattened_line_37-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.122&CDS=1-1341
OG0001648	YHR013C	snap_masked-flattened_line_33-processed-gene-1.254-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.254&CDS=1-630
OG0001649	YHR016C	maker-flattened_line_17-snap-gene-3.192-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-3.192&CDS=1-1278
OG0001650	YHR018C	snap_masked-flattened_line_9-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.61&CDS=1-1389
OG0001651	YHR019C	snap_masked-flattened_line_9-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.60&CDS=1-1632
OG0001652	YHR020W	snap_masked-flattened_line_9-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.88&CDS=1-2022
OG0001653	YHR023W	snap_masked-flattened_line_15-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.49&CDS=1-4815
OG0001654	YHR024C	genemark-flattened_line_15-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.20&CDS=1-1383
OG0001655	YHR025W	snap_masked-flattened_line_15-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.68&CDS=1-984
OG0001656	YHR026W	genemark-flattened_line_21-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.115&CDS=1-591
OG0001657	YHR027C	genemark-flattened_line_21-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.141&CDS=1-2862
OG0001658	YHR028C	augustus_masked-flattened_line_3-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.78&CDS=1-2988
OG0001659	YHR029C	maker-flattened_line_23-snap-gene-2.113-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-2.113&CDS=1-1569
OG0001660	YHR030C	genemark-flattened_line_3-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.109&CDS=1-1299
OG0001661	YHR032W	snap_masked-flattened_line_41-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.88&CDS=1-1719
OG0001662	YHR036W	snap_masked-flattened_line_19-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.44&CDS=1-1386
OG0001663	YHR037W	snap_masked-flattened_line_35-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.92&CDS=1-1701
OG0001664	YHR039C	snap_masked-flattened_line_39-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.115&CDS=1-1842
OG0001665	YHR042W	snap_masked-flattened_line_1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.32&CDS=1-2037
OG0001666	YHR049W	snap_masked-flattened_line_45-processed-gene-0.226-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.226&CDS=1-699
OG0001667	YHR051W	maker-flattened_line_7-snap-gene-0.125-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-0.125&CDS=1-450
OG0001668	YHR052W	snap_masked-flattened_line_63-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.42&CDS=1-2808
OG0001669	YHR063C	augustus_masked-flattened_line_35-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.211&CDS=1-696
OG0001670	YHR064C	snap_masked-flattened_line_53-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.22&CDS=1-1611
OG0001671	YHR065C	snap_masked-flattened_line_33-processed-gene-1.201-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.201&CDS=1-1419
OG0001672	YHR068W	snap_masked-flattened_line_25-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.152&CDS=1-1125
OG0001673	YHR069C	snap_masked-flattened_line_59-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.49&CDS=1-1083
OG0001674	YHR070W	genemark-flattened_line_59-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.62&CDS=1-1380
OG0001675	YHR071W	snap_masked-flattened_line_43-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.86&CDS=1-837
OG0001676	YHR072W	augustus_masked-flattened_line_17-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.157&CDS=1-2109
OG0001677	YHR072W-A	snap_masked-flattened_line_47-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.119&CDS=1-180
OG0001678	YHR073W	snap_masked-flattened_line_1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.63&CDS=1-2520
OG0001679	YHR074W	snap_masked-flattened_line_7-processed-gene-4.83-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.83&CDS=1-2109
OG0001680	YHR075C	genemark-flattened_line_7-processed-gene-4.10-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.10&CDS=1-825
OG0001681	YHR076W	maker-flattened_line_27-augustus-gene-1.191-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.191&CDS=1-2364
OG0001682	YHR077C	snap_masked-flattened_line_7-processed-gene-4.85-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.85&CDS=1-3021
OG0001683	YHR079C	snap_masked-flattened_line_7-processed-gene-3.29-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.29&CDS=1-3222
OG0001684	YHR079C-A	snap_masked-flattened_line_7-processed-gene-3.28-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.28&CDS=1-615
OG0001685	YHR081W	snap_masked-flattened_line_7-processed-gene-3.49-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.49&CDS=1-672
