	Candida_infanticola	Saccharomyces_cerevisiae
OG0001692	augustus_masked-LWLF01000021.1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.83&CDS=1-318	YDL092W
OG0001693	augustus_masked-LWLF01000021.1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.109&CDS=1-1017	YDR432W
OG0001694	augustus_masked-LWLF01000021.1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.84&CDS=1-888	YDR316W
OG0001695	augustus_masked-LWLF01000021.1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.110&CDS=1-900	YHR069C
OG0001696	genemark-LWLF01000021.1-processed-gene-8.25-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.25&CDS=1-1299	YHR070W
OG0001697	augustus_masked-LWLF01000021.1-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.111&CDS=1-867	YDR287W
OG0001698	genemark-LWLF01000021.1-processed-gene-8.54-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.54&CDS=1-726	YDL142C
OG0001699	augustus_masked-LWLF01000021.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-8.88&CDS=1-891	YJL053W
OG0001700	genemark-LWLF01000021.1-processed-gene-8.36-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-8.36&CDS=1-765	YJR062C
OG0001701	genemark-LWLF01000021.1-processed-gene-9.3-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-9.3&CDS=1-612	YJR060W
OG0001702	augustus_masked-LWLF01000021.1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.56&CDS=1-2016	YKR093W
OG0001703	augustus_masked-LWLF01000021.1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.59&CDS=1-555	YFR001W
OG0001704	augustus_masked-LWLF01000021.1-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.60&CDS=1-2937	YMR129W
OG0001705	augustus_masked-LWLF01000021.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.87&CDS=1-1353	YLR033W
OG0001706	augustus_masked-LWLF01000021.1-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.61&CDS=1-1254	YOR212W
OG0001707	augustus_masked-LWLF01000021.1-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.88&CDS=1-3450	YMR128W
OG0001708	augustus_masked-LWLF01000021.1-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.62&CDS=1-888	YMR127C
OG0001709	augustus_masked-LWLF01000021.1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.89&CDS=1-1728	YMR061W
OG0001710	augustus_masked-LWLF01000021.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.63&CDS=1-765	YMR060C
OG0001711	augustus_masked-LWLF01000021.1-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.64&CDS=1-750	YLR063W
OG0001712	augustus_masked-LWLF01000021.1-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.65&CDS=1-1509	YER090W
OG0001713	genemark-LWLF01000021.1-processed-gene-9.38-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-9.38&CDS=1-1371	YBR126C
OG0001714	augustus_masked-LWLF01000021.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.92&CDS=1-1623	YJL111W
OG0001715	augustus_masked-LWLF01000021.1-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.94&CDS=1-1707	YLR253W
OG0001716	augustus_masked-LWLF01000021.1-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.95&CDS=1-1815	YMR277W
OG0001717	augustus_masked-LWLF01000021.1-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.96&CDS=1-1161	YML114C
OG0001718	snap_masked-LWLF01000021.1-processed-gene-9.153-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-9.153&CDS=1-1545	YML127W
OG0001719	augustus_masked-LWLF01000021.1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.73&CDS=1-2343	YLR304C
OG0001720	augustus_masked-LWLF01000021.1-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.99&CDS=1-1254	YJL049W
OG0001721	augustus_masked-LWLF01000021.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.75&CDS=1-1287	YLR438W
OG0001722	augustus_masked-LWLF01000021.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.77&CDS=1-894	YDR297W
OG0001723	augustus_masked-LWLF01000021.1-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.101&CDS=1-1944	YNL127W
OG0001724	augustus_masked-LWLF01000021.1-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.103&CDS=1-918	YOR100C
OG0001725	snap_masked-LWLF01000021.1-processed-gene-9.159-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-9.159&CDS=1-234	YDR379C-A
OG0001726	augustus_masked-LWLF01000021.1-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.80&CDS=1-1110	YGR173W
OG0001727	augustus_masked-LWLF01000021.1-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.104&CDS=1-321	YLR008C
OG0001728	augustus_masked-LWLF01000021.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.81&CDS=1-564	YLR009W
OG0001729	augustus_masked-LWLF01000021.1-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.105&CDS=1-2001	YLR014C
OG0001730	augustus_masked-LWLF01000021.1-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.106&CDS=1-1686	YHR037W
OG0001731	maker-LWLF01000021.1-augustus-gene-9.165-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-9.165&CDS=1-2763	YBR132C
OG0001732	augustus_masked-LWLF01000021.1-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-9.107&CDS=1-1905	YGR128C
OG0001733	genemark-LWLF01000021.1-processed-gene-10.57-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-10.57&CDS=1-8184	YCR093W
OG0001734	augustus_masked-LWLF01000021.1-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.0&CDS=1-1455	YHR170W
OG0001735	snap_masked-LWLF01000021.1-processed-gene-10.119-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.119&CDS=1-1161	YKL178C
OG0001736	snap_masked-LWLF01000021.1-processed-gene-10.145-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.145&CDS=1-1062	YNL128W
OG0001737	augustus_masked-LWLF01000021.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.5&CDS=1-2142	YJL012C
OG0001738	augustus_masked-LWLF01000021.1-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.30&CDS=1-1653	YOR128C
OG0001739	snap_masked-LWLF01000021.1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.122&CDS=1-2718	YGR188C
OG0001740	genemark-LWLF01000021.1-processed-gene-10.90-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-10.90&CDS=1-1644	YHR188C
OG0001741	augustus_masked-LWLF01000021.1-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.7&CDS=1-2766	YMR288W
OG0001742	snap_masked-LWLF01000021.1-processed-gene-10.149-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.149&CDS=1-2055	YGR261C
OG0001743	augustus_masked-LWLF01000021.1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.33&CDS=1-825	YHR187W
OG0001744	snap_masked-LWLF01000021.1-processed-gene-10.151-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.151&CDS=1-1395	YER022W
OG0001745	snap_masked-LWLF01000021.1-processed-gene-10.124-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.124&CDS=1-813	YDR363W
OG0001746	augustus_masked-LWLF01000021.1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.12&CDS=1-501	YOR226C
OG0001747	augustus_masked-LWLF01000021.1-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.40&CDS=1-1542	YJL036W
OG0001748	maker-LWLF01000021.1-snap-gene-10.55-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-10.55&CDS=1-1572	YMR100W
OG0001749	maker-LWLF01000021.1-augustus-gene-10.114-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-10.114&CDS=1-1902	YHR025W
OG0001750	snap_masked-LWLF01000021.1-processed-gene-10.159-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-10.159&CDS=1-204	YGR063C
OG0001751	augustus_masked-LWLF01000021.1-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.42&CDS=1-5175	YHR023W
OG0001752	maker-LWLF01000021.1-augustus-gene-10.115-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-10.115&CDS=1-2268	YOR002W
OG0001753	augustus_masked-LWLF01000021.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.45&CDS=1-951	YOL064C
OG0001754	augustus_masked-LWLF01000021.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.19&CDS=1-1860	YBR200W
OG0001755	augustus_masked-LWLF01000021.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.21&CDS=1-678	YJR099W
OG0001756	augustus_masked-LWLF01000021.1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.47&CDS=1-1080	YPR045C
OG0001757	augustus_masked-LWLF01000021.1-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.48&CDS=1-417	YBR022W
OG0001758	augustus_masked-LWLF01000021.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.49&CDS=1-963	YNL290W
OG0001759	augustus_masked-LWLF01000021.1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.24&CDS=1-1395	YNL291C
OG0001760	augustus_masked-LWLF01000021.1-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.50&CDS=1-912	YNL292W
OG0001761	augustus_masked-LWLF01000021.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.25&CDS=1-2256	YBR179C
OG0001762	augustus_masked-LWLF01000021.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.52&CDS=1-450	YGL058W
OG0001763	augustus_masked-LWLF01000021.1-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-10.53&CDS=1-1005	YMR079W
OG0001764	maker-LWLF01000021.1-augustus-gene-11.129-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.129&CDS=1-2007	YNL274C
OG0001765	augustus_masked-LWLF01000021.1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.67&CDS=1-2052	YKL104C
OG0001766	augustus_masked-LWLF01000021.1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.70&CDS=1-1263	YOR272W
OG0001767	augustus_masked-LWLF01000021.1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.68&CDS=1-1044	YMR272C
OG0001768	maker-LWLF01000021.1-augustus-gene-11.130-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.130&CDS=1-1194	YML105C
OG0001769	augustus_masked-LWLF01000021.1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.98&CDS=1-948	YOR123C
OG0001770	augustus_masked-LWLF01000021.1-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.73&CDS=1-1731	YLR060W
OG0001771	augustus_masked-LWLF01000021.1-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.100&CDS=1-1032	YPL244C
OG0001772	augustus_masked-LWLF01000021.1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.101&CDS=1-1062	YPL188W
OG0001773	augustus_masked-LWLF01000021.1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.102&CDS=1-2868	YFL034W
OG0001774	maker-LWLF01000021.1-augustus-gene-11.131-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.131&CDS=1-1443	YGR037C
OG0001775	maker-LWLF01000021.1-snap-gene-11.126-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-11.126&CDS=1-3597	YNL329C
OG0001776	augustus_masked-LWLF01000021.1-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.103&CDS=1-546	YLR051C
OG0001777	augustus_masked-LWLF01000021.1-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.78&CDS=1-780	YLL041C
OG0001778	augustus_masked-LWLF01000021.1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.106&CDS=1-1770	YJL093C
OG0001779	augustus_masked-LWLF01000021.1-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.107&CDS=1-1422	YFR044C
OG0001780	augustus_masked-LWLF01000021.1-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.80&CDS=1-1107	YBR215W
OG0001781	augustus_masked-LWLF01000021.1-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.109&CDS=1-477	YOR287C
OG0001782	maker-LWLF01000021.1-augustus-gene-11.133-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.133&CDS=1-288	YMR225C
OG0001783	genemark-LWLF01000021.1-processed-gene-11.155-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-11.155&CDS=1-384	YBR217W
OG0001784	augustus_masked-LWLF01000021.1-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.82&CDS=1-1968	YOR288C
OG0001785	augustus_masked-LWLF01000021.1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.111&CDS=1-4965	YDR170C
OG0001786	snap_masked-LWLF01000021.1-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-11.52&CDS=1-1266	YGL059W
OG0001787	augustus_masked-LWLF01000021.1-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.84&CDS=1-1023	YDL144C
OG0001788	maker-LWLF01000021.1-augustus-gene-11.132-mRNA-1_1&gene=maker-LWLF01000021.1-augustus-gene-11.132&CDS=1-1071	YCR036W
OG0001789	snap_masked-LWLF01000021.1-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-11.54&CDS=1-2484	YJL197W
OG0001790	augustus_masked-LWLF01000021.1-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.115&CDS=1-1716	YJR010W
OG0001791	augustus_masked-LWLF01000021.1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.89&CDS=1-1239	YIL022W
OG0001792	augustus_masked-LWLF01000021.1-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.90&CDS=1-1116	YAL013W
OG0001793	augustus_masked-LWLF01000021.1-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.91&CDS=1-594	YNL222W
OG0001794	augustus_masked-LWLF01000021.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.119&CDS=1-1188	YFL001W
OG0001795	augustus_masked-LWLF01000021.1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.92&CDS=1-1728	YFL002C
OG0001796	augustus_masked-LWLF01000021.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.120&CDS=1-1488	YPL003W
OG0001797	augustus_masked-LWLF01000021.1-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.93&CDS=1-1446	YDR332W
OG0001798	augustus_masked-LWLF01000021.1-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.121&CDS=1-1224	YDR330W
OG0001799	augustus_masked-LWLF01000021.1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.96&CDS=1-3666	YHR079C
OG0001800	augustus_masked-LWLF01000021.1-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.97&CDS=1-639	YDR412W
OG0001801	augustus_masked-LWLF01000021.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-11.123&CDS=1-603	YDR414C
OG0001802	augustus_masked-LWLF01000021.1-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.105&CDS=1-1584	YDR419W
OG0001803	augustus_masked-LWLF01000021.1-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.108&CDS=1-3615	YOR296W
OG0001804	augustus_masked-LWLF01000021.1-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.106&CDS=1-873	YDR265W
OG0001805	snap_masked-LWLF01000021.1-processed-gene-12.5-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-12.5&CDS=1-1491	YDR266C
OG0001806	genemark-LWLF01000021.1-processed-gene-12.54-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-12.54&CDS=1-522	YHR100C
OG0001807	augustus_masked-LWLF01000021.1-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.110&CDS=1-1362	YFL016C
OG0001808	augustus_masked-LWLF01000021.1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.111&CDS=1-324	YLR295C
OG0001809	augustus_masked-LWLF01000021.1-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.133&CDS=1-2094	YMR108W
OG0001810	genemark-LWLF01000021.1-processed-gene-12.84-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-12.84&CDS=1-678	YJL218W
OG0001811	augustus_masked-LWLF01000021.1-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.115&CDS=1-234	YML009C
OG0001812	augustus_masked-LWLF01000021.1-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.140&CDS=1-2958	YML010W
OG0001813	augustus_masked-LWLF01000021.1-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.116&CDS=1-627	YML012W
OG0001814	augustus_masked-LWLF01000021.1-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.117&CDS=1-801	YDL111C
OG0001815	augustus_masked-LWLF01000021.1-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.141&CDS=1-3867	YDL112W
OG0001816	augustus_masked-LWLF01000021.1-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.119&CDS=1-1614	YDL113C
OG0001817	augustus_masked-LWLF01000021.1-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.120&CDS=1-2514	YDL117W
OG0001818	augustus_masked-LWLF01000021.1-processed-gene-12.142-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.142&CDS=1-951	YOR085W
OG0001819	augustus_masked-LWLF01000021.1-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.144&CDS=1-3765	YGL092W
OG0001820	augustus_masked-LWLF01000021.1-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.145&CDS=1-1209	YGR110W
OG0001821	augustus_masked-LWLF01000021.1-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.122&CDS=1-4917	YOR341W
OG0001822	augustus_masked-LWLF01000021.1-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.124&CDS=1-1512	YOR132W
OG0001823	augustus_masked-LWLF01000021.1-processed-gene-12.146-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.146&CDS=1-801	YMR289W
OG0001824	augustus_masked-LWLF01000021.1-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.125&CDS=1-1659	YLR088W
OG0001825	augustus_masked-LWLF01000021.1-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.147&CDS=1-1722	YDR390C
OG0001826	augustus_masked-LWLF01000021.1-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.126&CDS=1-711	YPR183W
OG0001827	augustus_masked-LWLF01000021.1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.127&CDS=1-1098	YOR136W
OG0001828	augustus_masked-LWLF01000021.1-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.148&CDS=1-1419	YLR089C
OG0001829	augustus_masked-LWLF01000021.1-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.128&CDS=1-771	YOR157C
OG0001830	augustus_masked-LWLF01000021.1-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.149&CDS=1-612	YDR408C
OG0001831	augustus_masked-LWLF01000021.1-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.129&CDS=1-2058	YPR105C
OG0001832	augustus_masked-LWLF01000021.1-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.130&CDS=1-3477	YDR407C
OG0001833	augustus_masked-LWLF01000021.1-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.151&CDS=1-3564	YGL006W
OG0001834	augustus_masked-LWLF01000021.1-processed-gene-12.153-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-12.153&CDS=1-813	YLR220W
OG0001835	augustus_masked-LWLF01000021.1-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.2&CDS=1-879	YBR061C
OG0001836	augustus_masked-LWLF01000021.1-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.5&CDS=1-1728	YDR037W
OG0001837	snap_masked-LWLF01000021.1-processed-gene-13.113-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.113&CDS=1-1788	YNL041C
OG0001838	augustus_masked-LWLF01000021.1-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.30&CDS=1-1383	YPL204W
OG0001839	genemark-LWLF01000021.1-processed-gene-13.60-mRNA-1_1&gene=genemark-LWLF01000021.1-processed-gene-13.60&CDS=1-1050	YNL288W
OG0001840	snap_masked-LWLF01000021.1-processed-gene-13.139-mRNA-1_1&gene=snap_masked-LWLF01000021.1-processed-gene-13.139&CDS=1-195	YLR262C-A
OG0001841	maker-LWLF01000021.1-snap-gene-13.104-mRNA-1_1&gene=maker-LWLF01000021.1-snap-gene-13.104&CDS=1-2175	YOR181W
OG0001842	augustus_masked-LWLF01000021.1-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-LWLF01000021.1-processed-gene-13.13&CDS=1-1473	YBR056W
