	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
OG0002191	augustus_masked-NC_016482.1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.39&CDS=1-882	YJR144W
OG0002192	augustus_masked-NC_016482.1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.40&CDS=1-1752	YHR202W
OG0002193	augustus_masked-NC_016482.1-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.44&CDS=1-2454	YHR204W
OG0002194	genemark-NC_016482.1-processed-gene-8.7-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-8.7&CDS=1-2403	YHR205W
OG0002195	augustus_masked-NC_016482.1-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.46&CDS=1-2025	YHR206W
OG0002196	augustus_masked-NC_016482.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.64&CDS=1-1698	YHR207C
OG0002197	augustus_masked-NC_016482.1-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.47&CDS=1-768	YER182W
OG0002198	augustus_masked-NC_016482.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.65&CDS=1-753	YER183C
OG0002199	augustus_masked-NC_016482.1-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.49&CDS=1-1299	YGL004C
OG0002200	augustus_masked-NC_016482.1-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.50&CDS=1-837	YGL005C
OG0002201	augustus_masked-NC_016482.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.67&CDS=1-3669	YGL006W
OG0002202	augustus_masked-NC_016482.1-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.52&CDS=1-2427	YGL014W
OG0002203	augustus_masked-NC_016482.1-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.70&CDS=1-651	YGL011C
OG0002204	augustus_masked-NC_016482.1-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.53&CDS=1-507	YGL010W
OG0002205	snap_masked-NC_016482.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-8.114&CDS=1-3225	YGL016W
OG0002206	snap_masked-NC_016482.1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-8.115&CDS=1-1596	YGL017W
OG0002207	augustus_masked-NC_016482.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.54&CDS=1-570	YGL018C
OG0002208	augustus_masked-NC_016482.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.73&CDS=1-819	YGL019W
OG0002209	augustus_masked-NC_016482.1-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.55&CDS=1-714	YGL020C
OG0002210	augustus_masked-NC_016482.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.74&CDS=1-2217	YGL022W
OG0002211	augustus_masked-NC_016482.1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.56&CDS=1-2928	YGL023C
OG0002212	augustus_masked-NC_016482.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.58&CDS=1-1155	YGL025C
OG0002213	augustus_masked-NC_016482.1-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.59&CDS=1-2433	YGL027C
OG0002214	augustus_masked-NC_016482.1-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.60&CDS=1-1533	YGL028C
OG0002215	augustus_masked-NC_016482.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.75&CDS=1-312	YGL030W
OG0002216	augustus_masked-NC_016482.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-8.62&CDS=1-258	YGL032C
OG0002217	snap_masked-NC_016482.1-processed-gene-8.119-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-8.119&CDS=1-390	YGL033W
OG0002218	augustus_masked-NC_016482.1-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.46&CDS=1-1473	YGL035C
OG0002219	augustus_masked-NC_016482.1-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.49&CDS=1-2121	YGR145W
OG0002220	snap_masked-NC_016482.1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-9.100&CDS=1-2898	YGL036W
OG0002221	augustus_masked-NC_016482.1-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.51&CDS=1-639	YGL037C
OG0002222	snap_masked-NC_016482.1-processed-gene-9.102-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-9.102&CDS=1-1236	YGL038C
OG0002223	augustus_masked-NC_016482.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.77&CDS=1-804	YGR152C
OG0002224	augustus_masked-NC_016482.1-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.53&CDS=1-1020	YGL040C
OG0002225	augustus_masked-NC_016482.1-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.54&CDS=1-837	YGR017W
OG0002226	augustus_masked-NC_016482.1-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.55&CDS=1-1422	YGR019W
OG0002227	augustus_masked-NC_016482.1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.78&CDS=1-363	YGR020C
OG0002228	augustus_masked-NC_016482.1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.56&CDS=1-819	YGR021W
OG0002229	augustus_masked-NC_016482.1-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.79&CDS=1-711	YGR024C
OG0002230	augustus_masked-NC_016482.1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.59&CDS=1-828	YGR026W
OG0002231	augustus_masked-NC_016482.1-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.60&CDS=1-1062	YGR028W
OG0002232	genemark-NC_016482.1-processed-gene-9.35-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-9.35&CDS=1-480	YGR030C
OG0002233	augustus_masked-NC_016482.1-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.62&CDS=1-936	YLR340W
OG0002234	augustus_masked-NC_016482.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.63&CDS=1-1089	YGR031W
OG0002235	augustus_masked-NC_016482.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.81&CDS=1-744	YGR033C
OG0002236	augustus_masked-NC_016482.1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.83&CDS=1-708	YGR036C
OG0002237	augustus_masked-NC_016482.1-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.84&CDS=1-258	YGR037C
OG0002238	augustus_masked-NC_016482.1-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.67&CDS=1-717	YGR038W
OG0002239	augustus_masked-NC_016482.1-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.68&CDS=1-1098	YGR040W
OG0002240	augustus_masked-NC_016482.1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.70&CDS=1-795	YGR042W
OG0002241	augustus_masked-NC_016482.1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.86&CDS=1-1233	YGR044C
OG0002242	snap_masked-NC_016482.1-processed-gene-9.120-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-9.120&CDS=1-606	YGR049W
OG0002243	augustus_masked-NC_016482.1-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.72&CDS=1-1119	YGR052W
OG0002244	augustus_masked-NC_016482.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.87&CDS=1-867	YGR053C
OG0002245	genemark-NC_016482.1-processed-gene-9.42-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-9.42&CDS=1-723	YGR057C
OG0002246	augustus_masked-NC_016482.1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.74&CDS=1-2532	YGR059W
OG0002247	augustus_masked-NC_016482.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.75&CDS=1-924	YGR060W
OG0002248	augustus_masked-NC_016482.1-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.88&CDS=1-4065	YGR061C
OG0002249	augustus_masked-NC_016482.1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.76&CDS=1-261	YLR363W-A
OG0002250	maker-NC_016482.1-augustus-gene-9.95-mRNA-1_1&gene=maker-NC_016482.1-augustus-gene-9.95&CDS=1-1272	YGR062C
OG0002251	augustus_masked-NC_016482.1-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-9.90&CDS=1-1848	YGR065C
OG0002252	augustus_masked-NC_016482.1-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.80&CDS=1-3507	YGR067C
OG0002253	augustus_masked-NC_016482.1-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.81&CDS=1-1950	YGR068C
OG0002254	augustus_masked-NC_016482.1-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.82&CDS=1-1302	YKL181W
OG0002255	augustus_masked-NC_016482.1-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.95&CDS=1-3210	YDL077C
OG0002256	augustus_masked-NC_016482.1-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.96&CDS=1-933	YDL076C
OG0002257	augustus_masked-NC_016482.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.97&CDS=1-2229	YDL074C
OG0002258	augustus_masked-NC_016482.1-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.84&CDS=1-2955	YDL073W
OG0002259	maker-NC_016482.1-snap-gene-10.43-mRNA-1_1&gene=maker-NC_016482.1-snap-gene-10.43&CDS=1-1794	YLR403W
OG0002260	snap_masked-NC_016482.1-processed-gene-10.22-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-10.22&CDS=1-717	YDL072C
OG0002261	snap_masked-NC_016482.1-processed-gene-10.24-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-10.24&CDS=1-180	YDL067C
OG0002262	augustus_masked-NC_016482.1-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.85&CDS=1-1272	YDL066W
OG0002263	augustus_masked-NC_016482.1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.101&CDS=1-1146	YDL065C
OG0002264	augustus_masked-NC_016482.1-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.86&CDS=1-471	YDL064W
OG0002265	augustus_masked-NC_016482.1-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.102&CDS=1-1917	YDL063C
OG0002266	augustus_masked-NC_016482.1-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.103&CDS=1-798	YDL059C
OG0002267	augustus_masked-NC_016482.1-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.87&CDS=1-5742	YDL058W
OG0002268	augustus_masked-NC_016482.1-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.88&CDS=1-2409	YDL056W
OG0002269	augustus_masked-NC_016482.1-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.105&CDS=1-1590	YDL054C
OG0002270	augustus_masked-NC_016482.1-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.106&CDS=1-468	YDL053C
OG0002271	augustus_masked-NC_016482.1-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.90&CDS=1-837	YDL051W
OG0002272	augustus_masked-NC_016482.1-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.108&CDS=1-810	YDL049C
OG0002273	genemark-NC_016482.1-processed-gene-10.75-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-10.75&CDS=1-4293	YLR371W
OG0002274	augustus_masked-NC_016482.1-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.112&CDS=1-924	YKL183W
OG0002275	augustus_masked-NC_016482.1-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.113&CDS=1-1413	YKL184W
OG0002276	genemark-NC_016482.1-processed-gene-10.78-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-10.78&CDS=1-2409	YKL185W
OG0002277	augustus_masked-NC_016482.1-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.92&CDS=1-522	YKL186C
OG0002278	augustus_masked-NC_016482.1-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-10.94&CDS=1-2676	YKL188C
OG0002279	augustus_masked-NC_016482.1-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.52&CDS=1-1551	YKL189W
OG0002280	augustus_masked-NC_016482.1-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.49&CDS=1-1476	YGR252W
OG0002281	augustus_masked-NC_016482.1-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.53&CDS=1-525	YKL190W
OG0002282	augustus_masked-NC_016482.1-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.54&CDS=1-1776	YKL191W
OG0002283	augustus_masked-NC_016482.1-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.50&CDS=1-1116	YKL193C
OG0002284	augustus_masked-NC_016482.1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.51&CDS=1-1377	YKL194C
OG0002285	augustus_masked-NC_016482.1-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.56&CDS=1-600	YKL196C
OG0002286	maker-NC_016482.1-snap-gene-11.162-mRNA-1_1&gene=maker-NC_016482.1-snap-gene-11.162&CDS=1-3672	YML054C
OG0002287	augustus_masked-NC_016482.1-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.80&CDS=1-519	YML055W
OG0002288	augustus_masked-NC_016482.1-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.81&CDS=1-366	YML058W
OG0002289	augustus_masked-NC_016482.1-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.62&CDS=1-4827	YML059C
OG0002290	augustus_masked-NC_016482.1-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.84&CDS=1-1128	YML060W
OG0002291	genemark-NC_016482.1-processed-gene-11.14-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-11.14&CDS=1-2397	YML061C
OG0002292	genemark-NC_016482.1-processed-gene-11.33-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-11.33&CDS=1-2031	YHL024W
OG0002293	augustus_masked-NC_016482.1-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.86&CDS=1-2718	YLL026W
OG0002294	augustus_masked-NC_016482.1-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.87&CDS=1-804	YLL027W
OG0002295	augustus_masked-NC_016482.1-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.88&CDS=1-1917	YLL028W
OG0002296	augustus_masked-NC_016482.1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.89&CDS=1-4632	YCR042C
OG0002297	augustus_masked-NC_016482.1-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.90&CDS=1-2292	YLL029W
OG0002298	augustus_masked-NC_016482.1-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.64&CDS=1-2634	YLL032C
OG0002299	augustus_masked-NC_016482.1-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.91&CDS=1-774	YLL033W
OG0002300	augustus_masked-NC_016482.1-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.65&CDS=1-2610	YLL034C
OG0002301	augustus_masked-NC_016482.1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.92&CDS=1-2025	YLL035W
OG0002302	maker-NC_016482.1-snap-gene-11.166-mRNA-1_1&gene=maker-NC_016482.1-snap-gene-11.166&CDS=1-927	YHL028W
OG0002303	augustus_masked-NC_016482.1-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.66&CDS=1-510	YLL036C
OG0002304	augustus_masked-NC_016482.1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.67&CDS=1-9363	YLL040C
OG0002305	augustus_masked-NC_016482.1-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.69&CDS=1-480	YLL042C
OG0002306	augustus_masked-NC_016482.1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.72&CDS=1-939	YJL203W
OG0002307	augustus_masked-NC_016482.1-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-11.97&CDS=1-1092	YML131W
OG0002308	augustus_masked-NC_016483.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.92&CDS=1-1050	YMR315W
OG0002309	augustus_masked-NC_016483.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.73&CDS=1-516	YML098W
OG0002310	augustus_masked-NC_016483.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.93&CDS=1-1806	YML130C
OG0002311	augustus_masked-NC_016483.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.94&CDS=1-750	YML092C
OG0002312	snap_masked-NC_016483.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NC_016483.1-processed-gene-0.22&CDS=1-189	YML129C
OG0002313	augustus_masked-NC_016483.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.95&CDS=1-1506	YML128C
OG0002314	augustus_masked-NC_016483.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.74&CDS=1-1806	YML127W
OG0002315	augustus_masked-NC_016483.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.96&CDS=1-942	YML125C
OG0002316	augustus_masked-NC_016483.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.75&CDS=1-906	YML121W
OG0002317	augustus_masked-NC_016483.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.98&CDS=1-1767	YML120C
OG0002318	augustus_masked-NC_016483.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.76&CDS=1-1557	YML119W
OG0002319	augustus_masked-NC_016483.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.99&CDS=1-279	YMR286W
OG0002320	augustus_masked-NC_016483.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.78&CDS=1-3594	YML117W
OG0002321	augustus_masked-NC_016483.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.100&CDS=1-1566	YML115C
OG0002322	augustus_masked-NC_016483.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.101&CDS=1-1992	YML114C
OG0002323	augustus_masked-NC_016483.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.80&CDS=1-855	YML113W
OG0002324	augustus_masked-NC_016483.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.81&CDS=1-1221	YML112W
OG0002325	genemark-NC_016483.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NC_016483.1-processed-gene-0.66&CDS=1-939	YML110C
OG0002326	augustus_masked-NC_016483.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.83&CDS=1-3489	YML109W
OG0002327	augustus_masked-NC_016483.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.84&CDS=1-366	YML108W
OG0002328	augustus_masked-NC_016483.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.85&CDS=1-666	YML106W
OG0002329	augustus_masked-NC_016483.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.103&CDS=1-834	YML105C
OG0002330	augustus_masked-NC_016483.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.104&CDS=1-3510	YML104C
OG0002331	augustus_masked-NC_016483.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.105&CDS=1-5643	YML103C
OG0002332	augustus_masked-NC_016483.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.86&CDS=1-1788	YML102W
OG0002333	augustus_masked-NC_016483.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.87&CDS=1-3594	YMR261C
OG0002334	augustus_masked-NC_016483.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-0.88&CDS=1-1248	YOL054W
OG0002335	snap_masked-NC_016483.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NC_016483.1-processed-gene-0.18&CDS=1-1026	YOL053W
OG0002336	augustus_masked-NC_016483.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.2&CDS=1-765	YOR319W
OG0002337	augustus_masked-NC_016483.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.0&CDS=1-1038	YCR021C
OG0002338	augustus_masked-NC_016483.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.22&CDS=1-1032	YOR315W
OG0002339	snap_masked-NC_016483.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NC_016483.1-processed-gene-1.94&CDS=1-1071	YOR313C
OG0002340	augustus_masked-NC_016483.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.6&CDS=1-879	YOR311C
OG0002341	augustus_masked-NC_016483.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.7&CDS=1-1569	YOR310C
OG0002342	snap_masked-NC_016483.1-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NC_016483.1-processed-gene-1.98&CDS=1-1767	YOR308C
OG0002343	augustus_masked-NC_016483.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.9&CDS=1-1431	YOR307C
OG0002344	augustus_masked-NC_016483.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.10&CDS=1-1677	YOR306C
OG0002345	augustus_masked-NC_016483.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.23&CDS=1-762	YOR305W
OG0002346	augustus_masked-NC_016483.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NC_016483.1-processed-gene-1.11&CDS=1-213	YOR304C-A
