	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
OG0001725	YHR122W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.60&CDS=1-657
OG0001726	YHR123W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.63&CDS=1-1188
OG0001727	YHR128W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.117&CDS=1-672
OG0001728	YHR132C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.15&CDS=1-1455
OG0001729	YHR134W	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.80&CDS=1-1656
OG0001730	YHR137W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-6.144&CDS=1-1488
OG0001731	YHR138C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-1.15&CDS=1-222
OG0001732	YHR140W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-0.14&CDS=1-696
OG0001733	YHR142W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.5&CDS=1-927
OG0001734	YHR143W-A	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.70&CDS=1-219
OG0001735	YHR144C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.69&CDS=1-1062
OG0001736	YHR147C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.110&CDS=1-672
OG0001737	YHR148W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.111&CDS=1-549
OG0001738	YHR150W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.24&CDS=1-1692
OG0001739	YHR151C	snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.211&CDS=1-1845
OG0001740	YHR154W	augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_17_length_162902_cov_17.3632_ID_9078-processed-gene-0.47&CDS=1-2646
OG0001741	YHR156C	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.74&CDS=1-1227
OG0001742	YHR164C	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.93&CDS=1-4521
OG0001743	YHR165C	maker-NODE_12_length_444481_cov_14.6249_ID_3069-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_12_length_444481_cov_14.6249_ID_3069-snap-gene-1.2&CDS=1-7218
OG0001744	YHR166C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.37&CDS=1-1776
OG0001745	YHR168W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.231-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.231&CDS=1-1605
OG0001746	YHR169W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.275-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.275&CDS=1-1326
OG0001747	YHR170W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.225-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.225&CDS=1-1551
OG0001748	YHR171W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.226-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.226&CDS=1-1953
OG0001749	YHR172W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.227-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.227&CDS=1-2592
OG0001750	YHR175W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.47&CDS=1-486
OG0001751	YHR176W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.140&CDS=1-1359
OG0001752	YHR181W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.36&CDS=1-648
OG0001753	YHR183W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.269-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.269&CDS=1-1485
OG0001754	YHR185C	snap_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.144&CDS=1-780
OG0001755	YHR186C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-0.105&CDS=1-5448
OG0001756	YHR187W	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.43&CDS=1-894
OG0001757	YHR188C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-3.26&CDS=1-1827
OG0001758	YHR189W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.41&CDS=1-729
OG0001759	YHR190W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.25&CDS=1-1341
OG0001760	YHR191C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.240-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.240&CDS=1-486
OG0001761	YHR193C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.247-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.247&CDS=1-546
OG0001762	YHR194W	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.8&CDS=1-1761
OG0001763	YHR196W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.20&CDS=1-1785
OG0001764	YHR197W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.33&CDS=1-2235
OG0001765	YHR198C	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.278&CDS=1-891
OG0001766	YHR200W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.11&CDS=1-837
OG0001767	YHR201C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.35&CDS=1-1236
OG0001768	YHR205W	genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.171-mRNA-1_1&gene=genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.171&CDS=1-2349
OG0001769	YHR207C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.90&CDS=1-1476
OG0001770	YIL001W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.148&CDS=1-1908
OG0001771	YIL003W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.38&CDS=1-894
OG0001772	YIL004C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.21&CDS=1-441
OG0001773	YIL007C	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.33&CDS=1-690
OG0001774	YIL008W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.67&CDS=1-303
OG0001775	YIL010W	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.75&CDS=1-780
OG0001776	YIL016W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.61&CDS=1-618
OG0001777	YIL017C	snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.150-mRNA-1_1&gene=snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.150&CDS=1-3744
OG0001778	YIL019W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.109&CDS=1-975
OG0001779	YIL020C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.127&CDS=1-828
OG0001780	YIL021W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.108&CDS=1-933
OG0001781	YIL022W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.27&CDS=1-1284
OG0001782	YIL026C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.67&CDS=1-3645
OG0001783	YIL027C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.30&CDS=1-384
OG0001784	YIL030C	snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.85&CDS=1-3678
OG0001785	YIL031W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.30&CDS=1-2847
OG0001786	YIL033C	maker-NODE_17_length_162902_cov_17.3632_ID_9078-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_17_length_162902_cov_17.3632_ID_9078-augustus-gene-0.0&CDS=1-1824
OG0001787	YIL034C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.118&CDS=1-891
OG0001788	YIL039W	snap_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.217-mRNA-1_1&gene=snap_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.217&CDS=1-1464
OG0001789	YIL042C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.95&CDS=1-1368
OG0001790	YIL044C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.16&CDS=1-1203
OG0001791	YIL046W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.135&CDS=1-1995
OG0001792	YIL047C	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-snap-gene-5.47-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-snap-gene-5.47&CDS=1-5640
OG0001793	YIL048W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-4.173&CDS=1-3504
OG0001794	YIL061C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.133&CDS=1-2193
OG0001795	YIL062C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.7&CDS=1-465
OG0001796	YIL064W	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-3.5-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-3.5&CDS=1-753
OG0001797	YIL067C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-4.113&CDS=1-2052
OG0001798	YIL068C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.32&CDS=1-2517
OG0001799	YIL070C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.236-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-5.236&CDS=1-1107
OG0001800	YIL072W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.113&CDS=1-1896
OG0001801	YIL075C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.226-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.226&CDS=1-2862
OG0001802	YIL078W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.212-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.212&CDS=1-2199
OG0001803	YIL083C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.146&CDS=1-1035
OG0001804	YIL084C	maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-3.2&CDS=1-1014
OG0001805	YIL090W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.133&CDS=1-1497
OG0001806	YIL091C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.116&CDS=1-2148
OG0001807	YIL093C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.60&CDS=1-855
OG0001808	YIL094C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.19&CDS=1-1122
OG0001809	YIL096C	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.92&CDS=1-972
OG0001810	YIL097W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.126&CDS=1-1533
OG0001811	YIL098C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-7.63&CDS=1-417
OG0001812	YIL099W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.54&CDS=1-1632
OG0001813	YIL101C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.145&CDS=1-1698
OG0001814	YIL103W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.160&CDS=1-1260
OG0001815	YIL104C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-2.147&CDS=1-1557
OG0001816	YIL106W	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.124&CDS=1-801
OG0001817	YIL107C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.15&CDS=1-2817
OG0001818	YIL108W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.16&CDS=1-2205
OG0001819	YIL109C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.13&CDS=1-2772
OG0001820	YIL110W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.38&CDS=1-1104
OG0001821	YIL115C	snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.32&CDS=1-4185
OG0001822	YIL116W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.27&CDS=1-1209
OG0001823	YIL118W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.13&CDS=1-687
OG0001824	YIL125W	augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.24&CDS=1-2991
OG0001825	YIL127C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.34&CDS=1-585
OG0001826	YIL128W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.13&CDS=1-3309
OG0001827	YIL129C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.33&CDS=1-8367
OG0001828	YIL131C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-4.38&CDS=1-2094
OG0001829	YIL133C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.36&CDS=1-600
OG0001830	YIL134W	genemark-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.148-mRNA-1_1&gene=genemark-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.148&CDS=1-966
OG0001831	YIL137C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-2.4&CDS=1-2880
OG0001832	YIL140W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-6.40&CDS=1-2745
OG0001833	YIL142W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.109&CDS=1-1578
