	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
OG0001380	YFR043C	maker-NODE_64_length_52425_cov_41.8268_ID_17105-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_64_length_52425_cov_41.8268_ID_17105-augustus-gene-0.0&CDS=1-1425
OG0001381	YFR044C	snap_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.60&CDS=1-1437
OG0001382	YFR047C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.15&CDS=1-894
OG0001383	YFR048W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.7&CDS=1-2049
OG0001384	YFR050C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.20&CDS=1-819
OG0001385	YFR051C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.0&CDS=1-1605
OG0001386	YFR052W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.98&CDS=1-819
OG0001387	YGL001C	augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.124&CDS=1-1047
OG0001388	YGL003C	augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.38&CDS=1-1593
OG0001389	YGL004C	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.34&CDS=1-1194
OG0001390	YGL005C	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.17&CDS=1-930
OG0001391	YGL006W	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.35&CDS=1-3540
OG0001392	YGL009C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.42&CDS=1-2319
OG0001393	YGL010W	snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.169&CDS=1-516
OG0001394	YGL011C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.100&CDS=1-771
OG0001395	YGL012W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.122&CDS=1-1371
OG0001396	YGL014W	snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.10&CDS=1-2967
OG0001397	YGL017W	maker-NODE_92_length_23961_cov_41.3238_ID_21262-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_92_length_23961_cov_41.3238_ID_21262-augustus-gene-0.42&CDS=1-1680
OG0001398	YGL018C	augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.46&CDS=1-630
OG0001399	YGL019W	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.148&CDS=1-987
OG0001400	YGL020C	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.183&CDS=1-594
OG0001401	YGL022W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.19&CDS=1-2232
OG0001402	YGL026C	augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.137&CDS=1-2103
OG0001403	YGL027C	genemark-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.17&CDS=1-2430
OG0001404	YGL028C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.36&CDS=1-2025
OG0001405	YGL030W	maker-NODE_24_length_176600_cov_41.8587_ID_12679-snap-gene-0.154-mRNA-1_1&gene=maker-NODE_24_length_176600_cov_41.8587_ID_12679-snap-gene-0.154&CDS=1-1377
OG0001406	YGL033W	maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.120&CDS=1-621
OG0001407	YGL037C	augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.8&CDS=1-690
OG0001408	YGL038C	genemark-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.40&CDS=1-1395
OG0001409	YGL040C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.13&CDS=1-1041
OG0001410	YGL043W	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.236&CDS=1-849
OG0001411	YGL044C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.281-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.281&CDS=1-1044
OG0001412	YGL045W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.142&CDS=1-1866
OG0001413	YGL047W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.200&CDS=1-594
OG0001414	YGL048C	snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.106&CDS=1-1194
OG0001415	YGL050W	augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.4&CDS=1-831
OG0001416	YGL054C	augustus_masked-NODE_93_length_23172_cov_45.2745_ID_23536-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_93_length_23172_cov_45.2745_ID_23536-processed-gene-0.33&CDS=1-414
OG0001417	YGL055W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.12&CDS=1-1464
OG0001418	YGL058W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.230&CDS=1-522
OG0001419	YGL064C	augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.91&CDS=1-1635
OG0001420	YGL065C	augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.108&CDS=1-1404
OG0001421	YGL067W	snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.91&CDS=1-1158
OG0001422	YGL068W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.3&CDS=1-525
OG0001423	YGL070C	maker-NODE_31_length_131929_cov_41.0666_ID_14960-augustus-gene-0.195-mRNA-1_1&gene=maker-NODE_31_length_131929_cov_41.0666_ID_14960-augustus-gene-0.195&CDS=1-339
OG0001424	YGL073W	augustus_masked-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_17_length_213633_cov_39.456_ID_20735-processed-gene-1.28&CDS=1-2148
OG0001425	YGL078C	augustus_masked-NODE_73_length_42262_cov_39.958_ID_18242-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_73_length_42262_cov_39.958_ID_18242-processed-gene-0.7&CDS=1-1566
OG0001426	YGL079W	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-1.244&CDS=1-582
OG0001427	YGL080W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.86&CDS=1-339
OG0001428	YGL083W	augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.14&CDS=1-2595
OG0001429	YGL084C	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.18&CDS=1-1719
OG0001430	YGL085W	genemark-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.244-mRNA-1_1&gene=genemark-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.244&CDS=1-690
OG0001431	YGL086W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.196&CDS=1-786
OG0001432	YGL087C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.233-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.233&CDS=1-414
OG0001433	YGL091C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.263-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.263&CDS=1-987
OG0001434	YGL094C	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.17&CDS=1-3219
OG0001435	YGL095C	augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_9_length_260814_cov_39.3821_ID_13670-processed-gene-0.18&CDS=1-1794
OG0001436	YGL097W	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.150&CDS=1-1476
OG0001437	YGL098W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.26&CDS=1-789
OG0001438	YGL099W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.210&CDS=1-2145
OG0001439	YGL100W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.36&CDS=1-972
OG0001440	YGL103W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.29&CDS=1-441
OG0001441	YGL106W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.33&CDS=1-429
OG0001442	YGL110C	genemark-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.59&CDS=1-1884
OG0001443	YGL111W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-0.35&CDS=1-1185
OG0001444	YGL112C	augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.24&CDS=1-1518
OG0001445	YGL114W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.170&CDS=1-2271
OG0001446	YGL115W	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-1.169&CDS=1-954
OG0001447	YGL119W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.23&CDS=1-1776
OG0001448	YGL123W	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.180&CDS=1-765
OG0001449	YGL125W	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.21&CDS=1-1797
OG0001450	YGL127C	augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.75&CDS=1-528
OG0001451	YGL129C	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.127&CDS=1-1365
OG0001452	YGL130W	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.144&CDS=1-1473
OG0001453	YGL131C	maker-NODE_41_length_99009_cov_41.2695_ID_23704-snap-gene-0.53-mRNA-1_1&gene=maker-NODE_41_length_99009_cov_41.2695_ID_23704-snap-gene-0.53&CDS=1-4614
OG0001454	YGL136C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.251&CDS=1-993
OG0001455	YGL137W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.206&CDS=1-2631
OG0001456	YGL141W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.116&CDS=1-3120
OG0001457	YGL142C	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.130&CDS=1-1482
OG0001458	YGL143C	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.146&CDS=1-1263
OG0001459	YGL144C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.11&CDS=1-2271
OG0001460	YGL148W	augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.21&CDS=1-3651
OG0001461	YGL151W	snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.126&CDS=1-2793
OG0001462	YGL153W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.195&CDS=1-1074
OG0001463	YGL154C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.29&CDS=1-876
OG0001464	YGL155W	maker-NODE_53_length_74688_cov_39.8702_ID_37054-augustus-gene-0.69-mRNA-1_1&gene=maker-NODE_53_length_74688_cov_39.8702_ID_37054-augustus-gene-0.69&CDS=1-3267
OG0001465	YGL156W	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.178&CDS=1-3387
OG0001466	YGL159W	augustus_masked-NODE_48_length_80061_cov_41.2643_ID_15622-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_48_length_80061_cov_41.2643_ID_15622-processed-gene-0.9&CDS=1-1041
OG0001467	YGL160W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.139&CDS=1-1560
OG0001468	YGL161C	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.110&CDS=1-885
OG0001469	YGL163C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.104&CDS=1-4221
OG0001470	YGL166W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.63&CDS=1-2400
OG0001471	YGL167C	snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.81&CDS=1-2817
OG0001472	YGL169W	augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.74&CDS=1-1101
OG0001473	YGL171W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.27&CDS=1-1713
OG0001474	YGL172W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.190&CDS=1-1614
OG0001475	YGL173C	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.224-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.224&CDS=1-4476
OG0001476	YGL174W	snap_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.35&CDS=1-993
OG0001477	YGL178W	augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_60_length_57921_cov_51.9033_ID_36354-processed-gene-0.63&CDS=1-1887
OG0001478	YGL179C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-0.111&CDS=1-3228
OG0001479	YGL180W	augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_52_length_75366_cov_41.9773_ID_15542-processed-gene-0.18&CDS=1-2550
OG0001480	YGL183C	maker-NODE_66_length_51463_cov_41.9441_ID_17365-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_66_length_51463_cov_41.9441_ID_17365-augustus-gene-0.92&CDS=1-1836
OG0001481	YGL184C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.38&CDS=1-1167
OG0001482	YGL185C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.39&CDS=1-1074
OG0001483	YGL186C	genemark-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.79&CDS=1-1659
OG0001484	YGL187C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.40&CDS=1-456
OG0001485	YGL190C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.11&CDS=1-1473
OG0001486	YGL192W	maker-NODE_36_length_122900_cov_38.302_ID_12940-snap-gene-0.129-mRNA-1_1&gene=maker-NODE_36_length_122900_cov_38.302_ID_12940-snap-gene-0.129&CDS=1-2124
OG0001487	YGL195W	genemark-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_74_length_39906_cov_40.5803_ID_18891-processed-gene-0.3&CDS=1-8193
