	Saccharomyces_cerevisiae	yHMPu5000035689_Candida_mycetangii
OG0002063	YJL100W	augustus_masked-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.82&CDS=1-2511
OG0002064	YJL101C	genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.130-mRNA-1_1&gene=genemark-NODE_8_length_590382_cov_34.9311_ID_2147-processed-gene-4.130&CDS=1-1917
OG0002065	YJL102W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.135-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-7.135&CDS=1-2250
OG0002066	YJL104W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.82&CDS=1-402
OG0002067	YJL106W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.84&CDS=1-2199
OG0002068	YJL108C	maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-1.147&CDS=1-5661
OG0002069	YJL109C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.74&CDS=1-5247
OG0002070	YJL111W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.50&CDS=1-1653
OG0002071	YJL112W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.49-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-4.49&CDS=1-1935
OG0002072	YJL115W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.131-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-17.131&CDS=1-894
OG0002073	YJL117W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.57&CDS=1-936
OG0002074	YJL121C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.79-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.79&CDS=1-702
OG0002075	YJL122W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.55-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-13.55&CDS=1-471
OG0002076	YJL123C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.119&CDS=1-1221
OG0002077	YJL124C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.167-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.167&CDS=1-477
OG0002078	YJL125C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.166-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-4.166&CDS=1-1140
OG0002079	YJL126W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.93&CDS=1-900
OG0002080	YJL127C	maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-1.66-mRNA-1_1&gene=maker-NODE_5_length_936046_cov_26.7859_ID_1564-snap-gene-1.66&CDS=1-2388
OG0002081	YJL127C-B	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.70-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.70&CDS=1-195
OG0002082	YJL128C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.114&CDS=1-1896
OG0002083	YJL130C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.92&CDS=1-6669
OG0002084	YJL131C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.89-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.89&CDS=1-1083
OG0002085	YJL132W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.69-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-7.69&CDS=1-2085
OG0002086	YJL140W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.168-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.168&CDS=1-588
OG0002087	YJL141C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.111-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.111&CDS=1-2220
OG0002088	YJL143W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.156-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-5.156&CDS=1-468
OG0002089	YJL145W	genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_18_length_176896_cov_26.038_ID_2667-processed-gene-0.183&CDS=1-849
OG0002090	YJL149W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.17-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.17&CDS=1-1623
OG0002091	YJL153C	genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_20_length_65565_cov_43.2458_ID_2753-processed-gene-0.39&CDS=1-1575
OG0002092	YJL154C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.210-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-3.210&CDS=1-2382
OG0002093	YJL156C	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.25-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.25&CDS=1-1818
OG0002094	YJL157C	snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.159-mRNA-1_1&gene=snap_masked-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.159&CDS=1-2688
OG0002095	YJL166W	snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.68&CDS=1-288
OG0002096	YJL167W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.124-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.124&CDS=1-1056
OG0002097	YJL168C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.135&CDS=1-2223
OG0002098	YJL171C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.44&CDS=1-1245
OG0002099	YJL176C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.114-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.114&CDS=1-2187
OG0002100	YJL178C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.117&CDS=1-798
OG0002101	YJL179W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.88&CDS=1-360
OG0002102	YJL180C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.116&CDS=1-924
OG0002103	YJL183W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.120&CDS=1-1218
OG0002104	YJL184W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-3.90&CDS=1-327
OG0002105	YJL187C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.50&CDS=1-2559
OG0002106	YJL189W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.49&CDS=1-153
OG0002107	YJL190C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.68&CDS=1-390
OG0002108	YJL192C	augustus_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.10&CDS=1-699
OG0002109	YJL194W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-0.46&CDS=1-1761
OG0002110	YJL197W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.137-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-8.137&CDS=1-3831
OG0002111	YJL200C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.61&CDS=1-2406
OG0002112	YJL201W	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-1.62&CDS=1-1755
OG0002113	YJL203W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.20&CDS=1-1119
OG0002114	YJL204C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-2.16&CDS=1-2277
OG0002115	YJL207C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.137&CDS=1-5502
OG0002116	YJL208C	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.136&CDS=1-984
OG0002117	YJL209W	augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.260-mRNA-1_1&gene=augustus_masked-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-3.260&CDS=1-1932
OG0002118	YJL218W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-0.32&CDS=1-684
OG0002119	YJR001W	maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-0.100-mRNA-1_1&gene=maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-0.100&CDS=1-3384
OG0002120	YJR005W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.70&CDS=1-2028
OG0002121	YJR006W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-1.54&CDS=1-1392
OG0002122	YJR007W	maker-NODE_8_length_590382_cov_34.9311_ID_2147-snap-gene-4.104-mRNA-1_1&gene=maker-NODE_8_length_590382_cov_34.9311_ID_2147-snap-gene-4.104&CDS=1-2181
OG0002123	YJR008W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.84-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-5.84&CDS=1-951
OG0002124	YJR010W	genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_11_length_448003_cov_30.8281_ID_1903-processed-gene-1.15&CDS=1-1509
OG0002125	YJR013W	genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.42-mRNA-1_1&gene=genemark-NODE_4_length_1011378_cov_28.5779_ID_1711-processed-gene-9.42&CDS=1-1254
OG0002126	YJR014W	maker-NODE_10_length_472098_cov_26.9767_ID_2461-augustus-gene-3.269-mRNA-1_1&gene=maker-NODE_10_length_472098_cov_26.9767_ID_2461-augustus-gene-3.269&CDS=1-600
OG0002127	YJR016C	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-0.16&CDS=1-1761
OG0002128	YJR017C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.94&CDS=1-492
OG0002129	YJR019C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-0.95&CDS=1-954
OG0002130	YJR021C	augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-9.33&CDS=1-777
OG0002131	YJR022W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.150&CDS=1-300
OG0002132	YJR024C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-1.70&CDS=1-756
OG0002133	YJR025C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.11-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.11&CDS=1-510
OG0002134	YJR032W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.178-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.178&CDS=1-1140
OG0002135	YJR033C	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.181-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.181&CDS=1-3984
OG0002136	YJR034W	genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.209-mRNA-1_1&gene=genemark-NODE_3_length_1016736_cov_29.5442_ID_1801-processed-gene-9.209&CDS=1-297
OG0002137	YJR035W	maker-NODE_3_length_1016736_cov_29.5442_ID_1801-augustus-gene-9.150-mRNA-1_1&gene=maker-NODE_3_length_1016736_cov_29.5442_ID_1801-augustus-gene-9.150&CDS=1-3993
OG0002138	YJR036C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.160&CDS=1-2556
OG0002139	YJR040W	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.96&CDS=1-2391
OG0002140	YJR041C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.146-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.146&CDS=1-3393
OG0002141	YJR042W	snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.43&CDS=1-2229
OG0002142	YJR044C	maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-2.114-mRNA-1_1&gene=maker-NODE_6_length_684522_cov_27.6258_ID_2038-snap-gene-2.114&CDS=1-420
OG0002143	YJR047C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.12-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-12.12&CDS=1-465
OG0002144	YJR048W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.45&CDS=1-330
OG0002145	YJR049C	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.43&CDS=1-1518
OG0002146	YJR050W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.15-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.15&CDS=1-822
OG0002147	YJR052W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.86&CDS=1-1746
OG0002148	YJR055W	genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.16-mRNA-1_1&gene=genemark-NODE_2_length_1528460_cov_26.3327_ID_1453-processed-gene-4.16&CDS=1-414
OG0002149	YJR056C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.130&CDS=1-585
OG0002150	YJR057W	maker-NODE_6_length_684522_cov_27.6258_ID_2038-augustus-gene-3.112-mRNA-1_1&gene=maker-NODE_6_length_684522_cov_27.6258_ID_2038-augustus-gene-3.112&CDS=1-1662
OG0002151	YJR058C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.158-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-3.158&CDS=1-432
OG0002152	YJR060W	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.37&CDS=1-639
OG0002153	YJR062C	genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_10_length_472098_cov_26.9767_ID_2461-processed-gene-0.61&CDS=1-1020
OG0002154	YJR063W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.113&CDS=1-369
OG0002155	YJR064W	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.135&CDS=1-1644
OG0002156	YJR065C	augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.63&CDS=1-1293
OG0002157	YJR068W	genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_16_length_229239_cov_28.4716_ID_2531-processed-gene-1.66&CDS=1-1092
OG0002158	YJR070C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.136&CDS=1-960
OG0002159	YJR072C	genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_6_length_684522_cov_27.6258_ID_2038-processed-gene-1.137&CDS=1-1152
OG0002160	YJR073C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.126-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-8.126&CDS=1-636
OG0002161	YJR074W	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.33-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.33&CDS=1-633
OG0002162	YJR076C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.112&CDS=1-1203
OG0002163	YJR077C	genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_12_length_421088_cov_34.1689_ID_4172-processed-gene-0.94&CDS=1-918
OG0002164	YJR078W	maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-3.90-mRNA-1_1&gene=maker-NODE_11_length_448003_cov_30.8281_ID_1903-augustus-gene-3.90&CDS=1-1575
OG0002165	YJR082C	genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.22-mRNA-1_1&gene=genemark-NODE_5_length_936046_cov_26.7859_ID_1564-processed-gene-6.22&CDS=1-348
OG0002166	YJR084W	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.94&CDS=1-1239
OG0002167	YJR085C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.97&CDS=1-321
OG0002168	YJR088C	genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.95-mRNA-1_1&gene=genemark-NODE_1_length_1846036_cov_27.8053_ID_2084-processed-gene-6.95&CDS=1-858
OG0002169	YJR089W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.120&CDS=1-2481
OG0002170	YJR090C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.117&CDS=1-1893
OG0002171	YJR092W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.156-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.156&CDS=1-4806
OG0002172	YJR093C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.115&CDS=1-999
OG0002173	YJR095W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-2.160&CDS=1-975
OG0002174	YJR096W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.60-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.60&CDS=1-846
OG0002175	YJR097W	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.50&CDS=1-516
OG0002176	YJR098C	genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_9_length_534558_cov_31.6761_ID_2611-processed-gene-0.29&CDS=1-1725
OG0002177	YJR099W	genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_7_length_604780_cov_35.2488_ID_6569-processed-gene-5.61&CDS=1-681
OG0002178	YJR100C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.77&CDS=1-963
OG0002179	YJR101W	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.57&CDS=1-720
OG0002180	YJR102C	genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_13_length_379008_cov_27.2557_ID_1972-processed-gene-1.78&CDS=1-594
