	Ascoidea_rubescens	Saccharomyces_cerevisiae
OG0001863	genemark-scaffold_19-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.38&CDS=1-1083	YPL015C
OG0001864	genemark-scaffold_19-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.39&CDS=1-3126	YOR211C
OG0001865	genemark-scaffold_19-processed-gene-1.71-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.71&CDS=1-1275	YGR009C
OG0001866	genemark-scaffold_2-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.31&CDS=1-1920	YLR015W
OG0001867	snap_masked-scaffold_2-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.20&CDS=1-4119	YGR061C
OG0001868	genemark-scaffold_2-processed-gene-0.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.51&CDS=1-393	YBL092W
OG0001869	genemark-scaffold_2-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.33&CDS=1-486	YBL093C
OG0001870	genemark-scaffold_2-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.52&CDS=1-9570	YLR454W
OG0001871	genemark-scaffold_2-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.53&CDS=1-1296	YOR259C
OG0001872	maker-scaffold_2-snap-gene-0.63-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.63&CDS=1-1317	YPL175W
OG0001873	genemark-scaffold_2-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.54&CDS=1-1311	YOR260W
OG0001874	genemark-scaffold_2-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.38&CDS=1-900	YPL173W
OG0001875	genemark-scaffold_2-processed-gene-0.55-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.55&CDS=1-1002	YNL232W
OG0001876	genemark-scaffold_2-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.39&CDS=1-1149	YBL055C
OG0001877	augustus_masked-scaffold_2-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.77&CDS=1-2154	YGR145W
OG0001878	genemark-scaffold_2-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.42&CDS=1-1437	YGL038C
OG0001879	genemark-scaffold_2-processed-gene-0.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.57&CDS=1-1845	YKL047W
OG0001880	genemark-scaffold_2-processed-gene-0.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.58&CDS=1-3177	YPR055W
OG0001881	genemark-scaffold_2-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.45&CDS=1-729	YPL041C
OG0001882	genemark-scaffold_2-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.46&CDS=1-2304	YPL042C
OG0001883	genemark-scaffold_2-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.81&CDS=1-2541	YPL029W
OG0001884	genemark-scaffold_2-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.84&CDS=1-621	YOR089C
OG0001885	genemark-scaffold_2-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.96&CDS=1-1944	YNL219C
OG0001886	genemark-scaffold_2-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.86&CDS=1-801	YOR276W
OG0001887	snap_masked-scaffold_2-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.24&CDS=1-3378	YMR212C
OG0001888	snap_masked-scaffold_2-processed-gene-1.25-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.25&CDS=1-1221	YPL154C
OG0001889	genemark-scaffold_2-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.87&CDS=1-570	YOR252W
OG0001890	genemark-scaffold_2-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.99&CDS=1-1233	YMR209C
OG0001891	genemark-scaffold_2-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.91&CDS=1-690	YBL041W
OG0001892	genemark-scaffold_2-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.100&CDS=1-642	YBL040C
OG0001893	genemark-scaffold_2-processed-gene-1.101-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.101&CDS=1-5100	YDR238C
OG0001894	genemark-scaffold_2-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.102&CDS=1-816	YDR233C
OG0001895	genemark-scaffold_2-processed-gene-1.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.103&CDS=1-606	YDR231C
OG0001896	genemark-scaffold_2-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.93&CDS=1-2211	YLR143W
OG0001897	snap_masked-scaffold_2-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.37&CDS=1-264	YBL071W-A
OG0001898	genemark-scaffold_2-processed-gene-1.94-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.94&CDS=1-2952	YDL203C
OG0001899	genemark-scaffold_2-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.95&CDS=1-2334	YDR228C
OG0001900	snap_masked-scaffold_2-processed-gene-2.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.5&CDS=1-3036	YNL212W
OG0001901	genemark-scaffold_2-processed-gene-2.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.49&CDS=1-2067	YDR229W
OG0001902	genemark-scaffold_2-processed-gene-2.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.47&CDS=1-924	YDL202W
OG0001903	snap_masked-scaffold_2-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.4&CDS=1-399	YNL147W
OG0001904	genemark-scaffold_2-processed-gene-2.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.50&CDS=1-738	YDR226W
OG0001905	genemark-scaffold_2-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.73&CDS=1-765	YNL148C
OG0001906	augustus_masked-scaffold_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.91&CDS=1-3147	YNL080C
OG0001907	genemark-scaffold_2-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.74&CDS=1-705	YJL121C
OG0001908	genemark-scaffold_2-processed-gene-2.55-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.55&CDS=1-2025	YIL144W
OG0001909	genemark-scaffold_2-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.75&CDS=1-1458	YKR092C
OG0001910	genemark-scaffold_2-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.76&CDS=1-1902	YGR119C
OG0001911	genemark-scaffold_2-processed-gene-2.56-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.56&CDS=1-957	YPR143W
OG0001912	genemark-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.57&CDS=1-813	YBR213W
OG0001913	genemark-scaffold_2-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.58&CDS=1-2517	YPR141C
OG0001914	genemark-scaffold_2-processed-gene-2.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.59&CDS=1-1167	YPR065W
OG0001915	genemark-scaffold_2-processed-gene-2.60-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.60&CDS=1-1272	YPR140W
OG0001916	genemark-scaffold_2-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.61&CDS=1-3372	YOL078W
OG0001917	maker-scaffold_2-snap-gene-2.123-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.123&CDS=1-1443	YOL013C
OG0001918	genemark-scaffold_2-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.63&CDS=1-1341	YLR113W
OG0001919	genemark-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.65&CDS=1-324	YDL130W
OG0001920	genemark-scaffold_2-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.80&CDS=1-834	YIL070C
OG0001921	genemark-scaffold_2-processed-gene-2.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.67&CDS=1-1338	YLR314C
OG0001922	augustus_masked-scaffold_2-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.117&CDS=1-2913	YBR236C
OG0001923	genemark-scaffold_2-processed-gene-2.68-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.68&CDS=1-1431	YCL044C
OG0001924	genemark-scaffold_2-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.83&CDS=1-1086	YBR249C
OG0001925	genemark-scaffold_2-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.84&CDS=1-1446	YBR247C
OG0001926	genemark-scaffold_2-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.69&CDS=1-2145	YGL097W
OG0001927	genemark-scaffold_2-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.70&CDS=1-1782	YDR169C
OG0001928	genemark-scaffold_2-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.71&CDS=1-897	YJL068C
OG0001929	genemark-scaffold_2-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.72&CDS=1-858	YNL055C
OG0001930	genemark-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.12&CDS=1-4257	YBR081C
OG0001931	augustus_masked-scaffold_2-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.27&CDS=1-351	YML098W
OG0001932	genemark-scaffold_2-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.13&CDS=1-4392	YLR384C
OG0001933	genemark-scaffold_2-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.11&CDS=1-1698	YER141W
OG0001934	snap_masked-scaffold_2-processed-gene-3.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.4&CDS=1-1545	YKL035W
OG0001935	snap_masked-scaffold_2-processed-gene-3.5-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.5&CDS=1-2052	YPL184C
OG0001936	genemark-scaffold_2-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.16&CDS=1-1680	YGL186C
OG0001937	snap_masked-scaffold_2-processed-gene-3.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.9&CDS=1-5157	YGL206C
OG0001938	genemark-scaffold_2-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-3.17&CDS=1-1017	YHL013C
OG0001939	genemark-scaffold_2-processed-gene-5.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.75&CDS=1-1737	YPR003C
OG0001940	genemark-scaffold_2-processed-gene-5.76-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.76&CDS=1-1452	YBR271W
OG0001941	augustus_masked-scaffold_2-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.33&CDS=1-5736	YER176W
OG0001942	genemark-scaffold_2-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.66&CDS=1-477	YIR037W
OG0001943	maker-scaffold_2-snap-gene-5.57-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.57&CDS=1-2310	YBR239C
OG0001944	genemark-scaffold_2-processed-gene-5.79-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.79&CDS=1-2547	YBL033C
OG0001945	snap_masked-scaffold_2-processed-gene-5.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.11&CDS=1-2229	YLR427W
OG0001946	augustus_masked-scaffold_2-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.44&CDS=1-1473	YHL022C
OG0001947	genemark-scaffold_2-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.73&CDS=1-1323	YHL021C
OG0001948	maker-scaffold_2-augustus-gene-5.29-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.29&CDS=1-7104	YLR253W
OG0001949	genemark-scaffold_2-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.84&CDS=1-648	YNR018W
OG0001950	maker-scaffold_2-snap-gene-6.68-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.68&CDS=1-2325	YNL251C
OG0001951	genemark-scaffold_2-processed-gene-6.2-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.2&CDS=1-3246	YHR164C
OG0001952	genemark-scaffold_2-processed-gene-6.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.3&CDS=1-3606	YNL292W
OG0001953	maker-scaffold_2-augustus-gene-6.77-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.77&CDS=1-528	YLR370C
OG0001954	snap_masked-scaffold_2-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.93&CDS=1-201	YML129C
OG0001955	genemark-scaffold_2-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.11&CDS=1-747	YGL105W
OG0001956	genemark-scaffold_2-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.25&CDS=1-858	YGR017W
OG0001957	maker-scaffold_2-snap-gene-6.72-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.72&CDS=1-3105	YOR038C
OG0001958	maker-scaffold_2-snap-gene-6.73-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.73&CDS=1-234	YDR379C-A
OG0001959	snap_masked-scaffold_2-processed-gene-6.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.119&CDS=1-6480	YGR217W
OG0001960	genemark-scaffold_2-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.31&CDS=1-534	YLR306W
OG0001961	genemark-scaffold_2-processed-gene-6.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.13&CDS=1-2355	YHR071W
OG0001962	genemark-scaffold_2-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.14&CDS=1-1413	YGR019W
OG0001963	genemark-scaffold_2-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.15&CDS=1-1371	YGR263C
OG0001964	snap_masked-scaffold_2-processed-gene-6.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.103&CDS=1-1542	YLR330W
OG0001965	genemark-scaffold_2-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.32&CDS=1-372	YGR020C
OG0001966	augustus_masked-scaffold_2-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.52&CDS=1-879	YGR021W
OG0001967	maker-scaffold_2-augustus-gene-6.82-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.82&CDS=1-1266	YPR011C
OG0001968	snap_masked-scaffold_2-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.2&CDS=1-2964	YHR132C
OG0001969	genemark-scaffold_2-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.97&CDS=1-345	YEL059C-A
OG0001970	genemark-scaffold_2-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.99&CDS=1-2328	YJL085W
OG0001971	genemark-scaffold_2-processed-gene-7.100-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.100&CDS=1-984	YPL065W
OG0001972	maker-scaffold_2-snap-gene-7.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.47&CDS=1-873	YFR052W
OG0001973	maker-scaffold_2-snap-gene-7.43-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.43&CDS=1-1833	YPL066W
OG0001974	genemark-scaffold_2-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.105&CDS=1-5667	YGR116W
OG0001975	genemark-scaffold_2-processed-gene-7.120-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.120&CDS=1-2820	YPR105C
OG0001976	genemark-scaffold_2-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.106&CDS=1-969	YML095C
OG0001977	genemark-scaffold_2-processed-gene-7.121-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.121&CDS=1-2112	YML127W
OG0001978	genemark-scaffold_2-processed-gene-7.123-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.123&CDS=1-2973	YJL087C
OG0001979	genemark-scaffold_2-processed-gene-7.124-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.124&CDS=1-1347	YLR303W
OG0001980	maker-scaffold_2-snap-gene-7.48-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.48&CDS=1-315	YBR091C
OG0001981	genemark-scaffold_2-processed-gene-7.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.125&CDS=1-1563	YDR083W
OG0001982	genemark-scaffold_2-processed-gene-7.126-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.126&CDS=1-1833	YKL059C
OG0001983	genemark-scaffold_2-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.109&CDS=1-822	YDR054C
OG0001984	genemark-scaffold_2-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.127&CDS=1-2232	YDR235W
OG0001985	genemark-scaffold_2-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.110&CDS=1-597	YDR236C
OG0001986	genemark-scaffold_2-processed-gene-7.128-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.128&CDS=1-510	YDL208W
OG0001987	genemark-scaffold_2-processed-gene-7.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.111&CDS=1-4032	YAL023C
OG0001988	maker-scaffold_2-snap-gene-7.50-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.50&CDS=1-1548	YBR241C
OG0001989	snap_masked-scaffold_2-processed-gene-7.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.19&CDS=1-420	YGL103W
OG0001990	augustus_masked-scaffold_2-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.46&CDS=1-1356	YMR238W
OG0001991	maker-scaffold_2-snap-gene-8.66-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.66&CDS=1-5769	YCR042C
OG0001992	snap_masked-scaffold_2-processed-gene-8.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.19&CDS=1-2352	YJL057C
OG0001993	genemark-scaffold_2-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.95&CDS=1-621	YML001W
OG0001994	augustus_masked-scaffold_2-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.39&CDS=1-1971	YLR100W
OG0001995	genemark-scaffold_2-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.96&CDS=1-1182	YPR041W
OG0001996	genemark-scaffold_2-processed-gene-8.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.97&CDS=1-1440	YPR137W
OG0001997	augustus_masked-scaffold_2-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.41&CDS=1-513	YAL033W
OG0001998	snap_masked-scaffold_2-processed-gene-8.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.26&CDS=1-4269	YMR012W
OG0001999	augustus_masked-scaffold_2-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.58&CDS=1-4941	YOR336W
OG0002000	genemark-scaffold_2-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.86&CDS=1-3123	YGL040C
OG0002001	genemark-scaffold_2-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.102&CDS=1-567	YDR454C
OG0002002	genemark-scaffold_2-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.103&CDS=1-2061	YPL106C
OG0002003	genemark-scaffold_2-processed-gene-9.67-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.67&CDS=1-741	YLR221C
OG0002004	genemark-scaffold_2-processed-gene-9.68-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.68&CDS=1-5655	YJL130C
OG0002005	genemark-scaffold_2-processed-gene-9.83-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.83&CDS=1-1110	YMR127C
OG0002006	snap_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.33&CDS=1-3675	YMR128W
OG0002007	genemark-scaffold_2-processed-gene-9.85-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.85&CDS=1-648	YHR128W
OG0002008	genemark-scaffold_2-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.72&CDS=1-2916	YFL024C
OG0002009	genemark-scaffold_2-processed-gene-9.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.86&CDS=1-1155	YOL093W
OG0002010	genemark-scaffold_2-processed-gene-9.73-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.73&CDS=1-3780	YPR169W
OG0002011	genemark-scaffold_2-processed-gene-9.87-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.87&CDS=1-1671	YBR279W
OG0002012	genemark-scaffold_2-processed-gene-9.74-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.74&CDS=1-564	YBR106W
OG0002013	augustus_masked-scaffold_2-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.8&CDS=1-3375	YPR089W
OG0002014	augustus_masked-scaffold_2-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.20&CDS=1-3216	YGL124C
OG0002015	genemark-scaffold_2-processed-gene-9.77-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.77&CDS=1-2505	YOR001W
OG0002016	genemark-scaffold_2-processed-gene-9.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.89&CDS=1-3921	YDL117W
OG0002017	genemark-scaffold_2-processed-gene-9.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.90&CDS=1-1266	YPR079W
OG0002018	snap_masked-scaffold_2-processed-gene-9.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.54&CDS=1-4041	YIR002C
OG0002019	genemark-scaffold_2-processed-gene-9.79-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.79&CDS=1-378	YJL184W
OG0002020	augustus_masked-scaffold_2-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.24&CDS=1-690	YOL108C
OG0002021	snap_masked-scaffold_2-processed-gene-9.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.56&CDS=1-306	YJL166W
OG0002022	genemark-scaffold_2-processed-gene-9.80-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.80&CDS=1-1413	YJL183W
OG0002023	genemark-scaffold_2-processed-gene-9.81-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.81&CDS=1-4401	YGR125W
OG0002024	maker-scaffold_2-snap-gene-9.65-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.65&CDS=1-1371	YGR127W
OG0002025	snap_masked-scaffold_2-processed-gene-9.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.45&CDS=1-5025	YER008C
OG0002026	genemark-scaffold_2-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.96&CDS=1-570	YGR126W
OG0002027	genemark-scaffold_2-processed-gene-10.45-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.45&CDS=1-678	YOR258W
OG0002028	genemark-scaffold_2-processed-gene-10.47-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.47&CDS=1-1794	YOR119C
OG0002029	genemark-scaffold_2-processed-gene-10.50-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.50&CDS=1-990	YGR163W
OG0002030	maker-scaffold_2-snap-gene-10.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.2&CDS=1-4095	YGL140C
OG0002031	maker-scaffold_2-augustus-gene-10.106-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.106&CDS=1-2682	YBR227C
OG0002032	maker-scaffold_2-snap-gene-10.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.4&CDS=1-1893	YBR220C
OG0002033	genemark-scaffold_2-processed-gene-10.65-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.65&CDS=1-696	YGL126W
OG0002034	genemark-scaffold_2-processed-gene-10.52-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.52&CDS=1-2166	YFR028C
OG0002035	genemark-scaffold_2-processed-gene-10.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.69&CDS=1-2097	YPR190C
OG0002036	genemark-scaffold_2-processed-gene-10.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.59&CDS=1-567	YBR217W
OG0002037	genemark-scaffold_2-processed-gene-10.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.72&CDS=1-954	YGL091C
