	Eremothecium_gossypii	Saccharomyces_cerevisiae
OG0002247	snap_masked-AE016818-processed-gene-9.12-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.12&CDS=1-1227	YML071C
OG0002248	maker-AE016818-augustus-gene-9.55-mRNA-1_1&gene=maker-AE016818-augustus-gene-9.55&CDS=1-531	YML073C
OG0002249	augustus_masked-AE016818-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.68&CDS=1-1251	YLR449W
OG0002250	snap_masked-AE016818-processed-gene-9.16-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.16&CDS=1-3084	YML075C
OG0002251	snap_masked-AE016818-processed-gene-9.17-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.17&CDS=1-2244	YML076C
OG0002252	augustus_masked-AE016818-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.81&CDS=1-1521	YJR125C
OG0002253	augustus_masked-AE016818-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.82&CDS=1-564	YML078W
OG0002254	augustus_masked-AE016818-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.83&CDS=1-2355	YJR126C
OG0002255	maker-AE016818-snap-gene-9.102-mRNA-1_1&gene=maker-AE016818-snap-gene-9.102&CDS=1-4809	YML080W
OG0002256	genemark-AE016818-processed-gene-9.134-mRNA-1_1&gene=genemark-AE016818-processed-gene-9.134&CDS=1-948	YJR129C
OG0002257	augustus_masked-AE016818-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.85&CDS=1-1071	YIR029W
OG0002258	snap_masked-AE016818-processed-gene-9.18-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.18&CDS=1-180	YML081C-A
OG0002259	augustus_masked-AE016818-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.86&CDS=1-1935	YJR130C
OG0002260	augustus_masked-AE016818-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.70&CDS=1-1656	YJR131W
OG0002261	augustus_masked-AE016818-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.87&CDS=1-399	YHR191C
OG0002262	snap_masked-AE016818-processed-gene-9.20-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.20&CDS=1-816	YHR192W
OG0002263	augustus_masked-AE016818-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.88&CDS=1-504	YHR193C
OG0002264	augustus_masked-AE016818-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.89&CDS=1-2286	YBR080C
OG0002265	snap_masked-AE016818-processed-gene-9.46-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-9.46&CDS=1-579	YDR056C
OG0002266	augustus_masked-AE016818-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.91&CDS=1-3804	YBR081C
OG0002267	augustus_masked-AE016818-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.73&CDS=1-2913	YDR060W
OG0002268	augustus_masked-AE016818-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.75&CDS=1-303	YBL028C
OG0002269	augustus_masked-AE016818-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.94&CDS=1-1311	YBL029W
OG0002270	genemark-AE016818-processed-gene-9.122-mRNA-1_1&gene=genemark-AE016818-processed-gene-9.122&CDS=1-306	YBL029C-A
OG0002271	augustus_masked-AE016818-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.76&CDS=1-915	YBR085W
OG0002272	augustus_masked-AE016818-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.96&CDS=1-1428	YBL031W
OG0002273	augustus_masked-AE016818-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-9.97&CDS=1-948	YBL032W
OG0002274	augustus_masked-AE016818-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.120&CDS=1-6522	YFR019W
OG0002275	augustus_masked-AE016818-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.117&CDS=1-4911	YCR011C
OG0002276	augustus_masked-AE016818-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.119&CDS=1-795	YCR009C
OG0002277	snap_masked-AE016818-processed-gene-10.62-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.62&CDS=1-1686	YOL070C
OG0002278	snap_masked-AE016818-processed-gene-10.63-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.63&CDS=1-1158	YDL044C
OG0002279	genemark-AE016818-processed-gene-10.8-mRNA-1_1&gene=genemark-AE016818-processed-gene-10.8&CDS=1-948	YDL045C
OG0002280	snap_masked-AE016818-processed-gene-10.86-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.86&CDS=1-285	YDL045W-A
OG0002281	augustus_masked-AE016818-processed-gene-10.141-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.141&CDS=1-480	YOL071W
OG0002282	augustus_masked-AE016818-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.142&CDS=1-639	YDL046W
OG0002283	augustus_masked-AE016818-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.143&CDS=1-927	YDL047W
OG0002284	augustus_masked-AE016818-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.144&CDS=1-1374	YOL072W
OG0002285	snap_masked-AE016818-processed-gene-10.65-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.65&CDS=1-1287	YGR072W
OG0002286	augustus_masked-AE016818-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.125&CDS=1-432	YGR074W
OG0002287	augustus_masked-AE016818-processed-gene-10.145-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.145&CDS=1-696	YGR075C
OG0002288	augustus_masked-AE016818-processed-gene-10.146-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.146&CDS=1-453	YGR076C
OG0002289	augustus_masked-AE016818-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.147&CDS=1-1689	YGR077C
OG0002290	augustus_masked-AE016818-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.126&CDS=1-816	YOL073C
OG0002291	augustus_masked-AE016818-processed-gene-10.148-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.148&CDS=1-579	YGR078C
OG0002292	augustus_masked-AE016818-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.149&CDS=1-1593	YBR138C
OG0002293	augustus_masked-AE016818-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.150&CDS=1-1671	YDL013W
OG0002294	augustus_masked-AE016818-processed-gene-10.151-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.151&CDS=1-978	YDL014W
OG0002295	augustus_masked-AE016818-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.128&CDS=1-909	YDL015C
OG0002296	augustus_masked-AE016818-processed-gene-10.152-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.152&CDS=1-1506	YDL017W
OG0002297	snap_masked-AE016818-processed-gene-10.71-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.71&CDS=1-609	YDL018C
OG0002298	augustus_masked-AE016818-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.153&CDS=1-1404	YIR027C
OG0002299	genemark-AE016818-processed-gene-10.41-mRNA-1_1&gene=genemark-AE016818-processed-gene-10.41&CDS=1-2727	YBR017C
OG0002300	snap_masked-AE016818-processed-gene-10.101-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.101&CDS=1-2013	YAR014C
OG0002301	augustus_masked-AE016818-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.130&CDS=1-906	YAR015W
OG0002302	snap_masked-AE016818-processed-gene-10.102-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.102&CDS=1-1269	YAR018C
OG0002303	snap_masked-AE016818-processed-gene-10.103-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.103&CDS=1-2706	YAR019C
OG0002304	augustus_masked-AE016818-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.131&CDS=1-2049	YAR035W
OG0002305	augustus_masked-AE016818-processed-gene-10.132-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.132&CDS=1-3897	YAR042W
OG0002306	snap_masked-AE016818-processed-gene-10.76-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-10.76&CDS=1-1935	YDL020C
OG0002307	augustus_masked-AE016818-processed-gene-10.157-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.157&CDS=1-2091	YOL057W
OG0002308	augustus_masked-AE016818-processed-gene-10.158-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.158&CDS=1-1242	YOL058W
OG0002309	augustus_masked-AE016818-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.135&CDS=1-1353	YLR015W
OG0002310	maker-AE016818-augustus-gene-10.116-mRNA-1_1&gene=maker-AE016818-augustus-gene-10.116&CDS=1-1566	YHR030C
OG0002311	augustus_masked-AE016818-processed-gene-10.162-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.162&CDS=1-1176	YHR052W
OG0002312	genemark-AE016818-processed-gene-10.23-mRNA-1_1&gene=genemark-AE016818-processed-gene-10.23&CDS=1-456	YKL160W
OG0002313	augustus_masked-AE016818-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.138&CDS=1-4752	YDR354W
OG0002314	augustus_masked-AE016818-processed-gene-10.164-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.164&CDS=1-387	YDR357C
OG0002315	augustus_masked-AE016818-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.139&CDS=1-1746	YHR108W
OG0002316	augustus_masked-AE016818-processed-gene-10.165-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-10.165&CDS=1-2871	YDR359C
OG0002317	augustus_masked-AE016818-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.104&CDS=1-813	YDR361C
OG0002318	snap_masked-AE016818-processed-gene-11.50-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.50&CDS=1-1389	YHR109W
OG0002319	snap_masked-AE016818-processed-gene-11.52-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.52&CDS=1-1329	YHR111W
OG0002320	genemark-AE016818-processed-gene-11.3-mRNA-1_1&gene=genemark-AE016818-processed-gene-11.3&CDS=1-1815	YDR362C
OG0002321	genemark-AE016818-processed-gene-11.4-mRNA-1_1&gene=genemark-AE016818-processed-gene-11.4&CDS=1-1122	YHR112C
OG0002322	augustus_masked-AE016818-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.103&CDS=1-1221	YDR363W
OG0002323	augustus_masked-AE016818-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.124&CDS=1-4377	YOR116C
OG0002324	augustus_masked-AE016818-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.106&CDS=1-1569	YOR117W
OG0002325	maker-AE016818-snap-gene-11.46-mRNA-1_1&gene=maker-AE016818-snap-gene-11.46&CDS=1-5394	YCR072C
OG0002326	augustus_masked-AE016818-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.107&CDS=1-1431	YOR119C
OG0002327	augustus_masked-AE016818-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.108&CDS=1-1857	YDR365C
OG0002328	augustus_masked-AE016818-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.128&CDS=1-4323	YNR031C
OG0002329	augustus_masked-AE016818-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.109&CDS=1-1029	YNR032W
OG0002330	augustus_masked-AE016818-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.129&CDS=1-219	YNR032C-A
OG0002331	augustus_masked-AE016818-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.110&CDS=1-2244	YNR033W
OG0002332	augustus_masked-AE016818-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.111&CDS=1-987	YNR034W
OG0002333	augustus_masked-AE016818-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.130&CDS=1-741	YCR075C
OG0002334	augustus_masked-AE016818-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.113&CDS=1-243	YCR075W-A
OG0002335	snap_masked-AE016818-processed-gene-11.87-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.87&CDS=1-846	YCR076C
OG0002336	snap_masked-AE016818-processed-gene-11.88-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.88&CDS=1-4263	YMR259C
OG0002337	augustus_masked-AE016818-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.134&CDS=1-462	YMR260C
OG0002338	augustus_masked-AE016818-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.135&CDS=1-3330	YMR261C
OG0002339	snap_masked-AE016818-processed-gene-11.67-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.67&CDS=1-894	YMR262W
OG0002340	augustus_masked-AE016818-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.116&CDS=1-516	YMR263W
OG0002341	augustus_masked-AE016818-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.117&CDS=1-552	YMR264W
OG0002342	augustus_masked-AE016818-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.136&CDS=1-1530	YML102W
OG0002343	snap_masked-AE016818-processed-gene-11.92-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.92&CDS=1-1389	YMR265C
OG0002344	augustus_masked-AE016818-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.119&CDS=1-861	YMR267W
OG0002345	augustus_masked-AE016818-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.120&CDS=1-4875	YML103C
OG0002346	snap_masked-AE016818-processed-gene-11.93-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.93&CDS=1-1278	YMR268C
OG0002347	augustus_masked-AE016818-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.121&CDS=1-3672	YML104C
OG0002348	augustus_masked-AE016818-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.139&CDS=1-1131	YMR270C
OG0002349	augustus_masked-AE016818-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.122&CDS=1-783	YML105C
OG0002350	augustus_masked-AE016818-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.140&CDS=1-669	YML106W
OG0002351	augustus_masked-AE016818-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.141&CDS=1-1989	YHR178W
OG0002352	snap_masked-AE016818-processed-gene-11.96-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.96&CDS=1-1266	YHR176W
OG0002353	snap_masked-AE016818-processed-gene-11.97-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.97&CDS=1-420	YHR175W
OG0002354	snap_masked-AE016818-processed-gene-11.99-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-11.99&CDS=1-2508	YHR172W
OG0002355	augustus_masked-AE016818-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-11.123&CDS=1-780	YGR253C
OG0002356	augustus_masked-AE016818-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.4&CDS=1-1356	YGR252W
OG0002357	augustus_masked-AE016818-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.5&CDS=1-1875	YHR171W
OG0002358	augustus_masked-AE016818-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.6&CDS=1-1536	YHR170W
OG0002359	augustus_masked-AE016818-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.7&CDS=1-561	YGR251W
OG0002360	maker-AE016818-snap-gene-12.106-mRNA-1_1&gene=maker-AE016818-snap-gene-12.106&CDS=1-2907	YHR169W
OG0002361	genemark-AE016818-processed-gene-12.107-mRNA-1_1&gene=genemark-AE016818-processed-gene-12.107&CDS=1-2730	YML034W
OG0002362	augustus_masked-AE016818-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.9&CDS=1-11016	YDR457W
OG0002363	augustus_masked-AE016818-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.10&CDS=1-1773	YML031W
OG0002364	genemark-AE016818-processed-gene-12.139-mRNA-1_1&gene=genemark-AE016818-processed-gene-12.139&CDS=1-1833	YDR456W
OG0002365	augustus_masked-AE016818-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.11&CDS=1-555	YDR454C
OG0002366	augustus_masked-AE016818-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.12&CDS=1-471	YML030W
OG0002367	snap_masked-AE016818-processed-gene-12.63-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-12.63&CDS=1-2508	YML029W
OG0002368	augustus_masked-AE016818-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.14&CDS=1-591	YML028W
OG0002369	augustus_masked-AE016818-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.34&CDS=1-1782	YDR452W
OG0002370	augustus_masked-AE016818-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.36&CDS=1-807	YML025C
OG0002371	augustus_masked-AE016818-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.16&CDS=1-1326	YDR449C
OG0002372	augustus_masked-AE016818-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.37&CDS=1-1305	YDR448W
OG0002373	augustus_masked-AE016818-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.38&CDS=1-879	YDR446W
OG0002374	augustus_masked-AE016818-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.18&CDS=1-1722	YDL174C
OG0002375	augustus_masked-AE016818-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.19&CDS=1-4071	YDR443C
OG0002376	augustus_masked-AE016818-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.40&CDS=1-1587	YML023C
OG0002377	augustus_masked-AE016818-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.20&CDS=1-561	YML022W
OG0002378	augustus_masked-AE016818-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.41&CDS=1-2649	YML021C
OG0002379	snap_masked-AE016818-processed-gene-12.71-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-12.71&CDS=1-1785	YML020W
OG0002380	augustus_masked-AE016818-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.22&CDS=1-1002	YML019W
OG0002381	augustus_masked-AE016818-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.43&CDS=1-1215	YML018C
OG0002382	genemark-AE016818-processed-gene-12.128-mRNA-1_1&gene=genemark-AE016818-processed-gene-12.128&CDS=1-1551	YML017W
OG0002383	snap_masked-AE016818-processed-gene-12.96-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-12.96&CDS=1-459	YDR437W
OG0002384	snap_masked-AE016818-processed-gene-12.74-mRNA-1_1&gene=snap_masked-AE016818-processed-gene-12.74&CDS=1-1272	YMR208W
OG0002385	augustus_masked-AE016818-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.45&CDS=1-981	YOR271C
OG0002386	augustus_masked-AE016818-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.25&CDS=1-1335	YOR272W
OG0002387	genemark-AE016818-processed-gene-12.152-mRNA-1_1&gene=genemark-AE016818-processed-gene-12.152&CDS=1-1299	YMR209C
OG0002388	genemark-AE016818-processed-gene-12.153-mRNA-1_1&gene=genemark-AE016818-processed-gene-12.153&CDS=1-1638	YOR273C
OG0002389	augustus_masked-AE016818-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.26&CDS=1-1395	YMR211W
OG0002390	augustus_masked-AE016818-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.27&CDS=1-1296	YOR274W
OG0002391	augustus_masked-AE016818-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.47&CDS=1-1893	YOR275C
OG0002392	augustus_masked-AE016818-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.48&CDS=1-2172	YMR212C
OG0002393	augustus_masked-AE016818-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.28&CDS=1-1860	YOR276W
OG0002394	augustus_masked-AE016818-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.29&CDS=1-1098	YMR214W
OG0002395	augustus_masked-AE016818-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.49&CDS=1-1878	YMR216C
OG0002396	augustus_masked-AE016818-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.31&CDS=1-1575	YMR217W
OG0002397	augustus_masked-AE016818-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.32&CDS=1-786	YOR278W
OG0002398	augustus_masked-AE016818-processed-gene-12.51-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-12.51&CDS=1-3246	YMR218C
OG0002399	augustus_masked-AE016818-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.2&CDS=1-1338	YMR220W
OG0002400	augustus_masked-AE016818-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.4&CDS=1-957	YOR279C
OG0002401	augustus_masked-AE016818-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.5&CDS=1-768	YOR280C
OG0002402	genemark-AE016818-processed-gene-13.80-mRNA-1_1&gene=genemark-AE016818-processed-gene-13.80&CDS=1-2970	YGL205W
OG0002403	augustus_masked-AE016818-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.3&CDS=1-4947	YGL206C
OG0002404	augustus_masked-AE016818-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.18&CDS=1-4527	YGL207W
OG0002405	augustus_masked-AE016818-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-AE016818-processed-gene-13.9&CDS=1-1359	YNL071W
