	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
OG0001857	snap_masked-ham-_s341-processed-gene-0.129-mRNA-1_1&gene=snap_masked-ham-_s341-processed-gene-0.129&CDS=1-3528	YGL062W
OG0001858	snap_masked-ham-_s342-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s342-processed-gene-0.4&CDS=1-1056	YMR276W
OG0001859	augustus_masked-ham-_s342-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ham-_s342-processed-gene-0.28&CDS=1-1956	YML114C
OG0001860	snap_masked-ham-_s342-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s342-processed-gene-0.6&CDS=1-2466	YMR277W
OG0001861	maker-ham-_s342-snap-gene-0.12-mRNA-1_1&gene=maker-ham-_s342-snap-gene-0.12&CDS=1-1086	YLR414C
OG0001862	snap_masked-ham-_s349-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s349-processed-gene-0.3&CDS=1-2022	YPR074C
OG0001863	genemark-ham-_s35-processed-gene-0.2-mRNA-1_1&gene=genemark-ham-_s35-processed-gene-0.2&CDS=1-963	YGR163W
OG0001864	snap_masked-ham-_s351-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s351-processed-gene-0.8&CDS=1-1368	YJR078W
OG0001865	snap_masked-ham-_s351-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s351-processed-gene-0.9&CDS=1-1620	YPR033C
OG0001866	genemark-ham-_s351-processed-gene-0.21-mRNA-1_1&gene=genemark-ham-_s351-processed-gene-0.21&CDS=1-642	YDR140W
OG0001867	genemark-ham-_s355-processed-gene-0.1-mRNA-1_1&gene=genemark-ham-_s355-processed-gene-0.1&CDS=1-1032	YBR265W
OG0001868	snap_masked-ham-_s355-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s355-processed-gene-0.13&CDS=1-864	YLR439W
OG0001869	snap_masked-ham-_s355-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s355-processed-gene-0.11&CDS=1-261	YLR438C-A
OG0001870	maker-ham-_s357-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s357-snap-gene-0.0&CDS=1-2160	YJR042W
OG0001871	genemark-ham-_s357-processed-gene-0.6-mRNA-1_1&gene=genemark-ham-_s357-processed-gene-0.6&CDS=1-465	YEL027W
OG0001872	augustus_masked-ham-_s358-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ham-_s358-processed-gene-0.18&CDS=1-2742	YLL008W
OG0001873	snap_masked-ham-_s358-processed-gene-0.86-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.86&CDS=1-1995	YLL007C
OG0001874	genemark-ham-_s358-processed-gene-0.35-mRNA-1_1&gene=genemark-ham-_s358-processed-gene-0.35&CDS=1-1413	YJR117W
OG0001875	snap_masked-ham-_s358-processed-gene-0.87-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.87&CDS=1-720	YDL087C
OG0001876	snap_masked-ham-_s358-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.89&CDS=1-2148	YGL245W
OG0001877	snap_masked-ham-_s358-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.71&CDS=1-1827	YFR048W
OG0001878	snap_masked-ham-_s358-processed-gene-0.72-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.72&CDS=1-1119	YOR166C
OG0001879	genemark-ham-_s358-processed-gene-0.39-mRNA-1_1&gene=genemark-ham-_s358-processed-gene-0.39&CDS=1-660	YFR007W
OG0001880	snap_masked-ham-_s358-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.73&CDS=1-954	YDR044W
OG0001881	snap_masked-ham-_s358-processed-gene-0.91-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.91&CDS=1-1752	YNL308C
OG0001882	genemark-ham-_s358-processed-gene-0.58-mRNA-1_1&gene=genemark-ham-_s358-processed-gene-0.58&CDS=1-999	YIL061C
OG0001883	snap_masked-ham-_s358-processed-gene-0.93-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.93&CDS=1-861	YLR126C
OG0001884	snap_masked-ham-_s358-processed-gene-0.78-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.78&CDS=1-945	YNL229C
OG0001885	snap_masked-ham-_s358-processed-gene-0.95-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.95&CDS=1-3060	YPL009C
OG0001886	snap_masked-ham-_s358-processed-gene-0.79-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.79&CDS=1-993	YPL015C
OG0001887	snap_masked-ham-_s358-processed-gene-0.96-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.96&CDS=1-951	YLR063W
OG0001888	snap_masked-ham-_s358-processed-gene-0.97-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.97&CDS=1-3834	YJL197W
OG0001889	snap_masked-ham-_s358-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.80&CDS=1-2868	YFL034W
OG0001890	snap_masked-ham-_s358-processed-gene-0.81-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.81&CDS=1-1767	YLR060W
OG0001891	genemark-ham-_s358-processed-gene-0.49-mRNA-1_1&gene=genemark-ham-_s358-processed-gene-0.49&CDS=1-612	YFL005W
OG0001892	snap_masked-ham-_s358-processed-gene-0.99-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.99&CDS=1-639	YFL010C
OG0001893	augustus_masked-ham-_s363-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ham-_s363-processed-gene-0.13&CDS=1-3339	YIL026C
OG0001894	genemark-ham-_s363-processed-gene-0.4-mRNA-1_1&gene=genemark-ham-_s363-processed-gene-0.4&CDS=1-780	YDR429C
OG0001895	snap_masked-ham-_s363-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s363-processed-gene-0.29&CDS=1-861	YDR428C
OG0001896	snap_masked-ham-_s363-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s363-processed-gene-0.30&CDS=1-909	YDR432W
OG0001897	genemark-ham-_s363-processed-gene-0.8-mRNA-1_1&gene=genemark-ham-_s363-processed-gene-0.8&CDS=1-2499	YMR165C
OG0001898	snap_masked-ham-_s364-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s364-processed-gene-0.1&CDS=1-2601	YJR036C
OG0001899	genemark-ham-_s364-processed-gene-0.8-mRNA-1_1&gene=genemark-ham-_s364-processed-gene-0.8&CDS=1-687	YEL024W
OG0001900	snap_masked-ham-_s369-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s369-processed-gene-0.17&CDS=1-1200	YOR358W
OG0001901	snap_masked-ham-_s369-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s369-processed-gene-0.18&CDS=1-627	YLR178C
OG0001902	snap_masked-ham-_s369-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ham-_s369-processed-gene-0.23&CDS=1-429	YPR082C
OG0001903	snap_masked-ham-_s369-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s369-processed-gene-0.20&CDS=1-1062	YLR420W
OG0001904	snap_masked-ham-_s37-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.29&CDS=1-1419	YGR255C
OG0001905	genemark-ham-_s37-processed-gene-0.15-mRNA-1_1&gene=genemark-ham-_s37-processed-gene-0.15&CDS=1-1140	YDR058C
OG0001906	snap_masked-ham-_s37-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.33&CDS=1-2151	YGL045W
OG0001907	snap_masked-ham-_s37-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.34&CDS=1-2370	YJL029C
OG0001908	snap_masked-ham-_s37-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.35&CDS=1-741	YDR007W
OG0001909	snap_masked-ham-_s37-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.41&CDS=1-1665	YJL008C
OG0001910	snap_masked-ham-_s37-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.36&CDS=1-312	YER046W
OG0001911	snap_masked-ham-_s372-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s372-processed-gene-0.7&CDS=1-1335	YNL181W
OG0001912	snap_masked-ham-_s372-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s372-processed-gene-0.3&CDS=1-1377	YNL182C
OG0001913	snap_masked-ham-_s373-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s373-processed-gene-0.13&CDS=1-1413	YGR227W
OG0001914	maker-ham-_s373-snap-gene-0.43-mRNA-1_1&gene=maker-ham-_s373-snap-gene-0.43&CDS=1-1356	YGR229C
OG0001915	snap_masked-ham-_s373-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s373-processed-gene-0.16&CDS=1-606	YBL057C
OG0001916	genemark-ham-_s373-processed-gene-0.38-mRNA-1_1&gene=genemark-ham-_s373-processed-gene-0.38&CDS=1-1680	YBL054W
OG0001917	snap_masked-ham-_s373-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s373-processed-gene-0.26&CDS=1-1581	YER090W
OG0001918	snap_masked-ham-_s373-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ham-_s373-processed-gene-0.28&CDS=1-1125	YBL058W
OG0001919	snap_masked-ham-_s373-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s373-processed-gene-0.29&CDS=1-2301	YER091C
OG0001920	snap_masked-ham-_s374-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s374-processed-gene-0.12&CDS=1-1452	YCL034W
OG0001921	snap_masked-ham-_s376-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.15&CDS=1-1929	YJR045C
OG0001922	maker-ham-_s376-snap-gene-0.30-mRNA-1_1&gene=maker-ham-_s376-snap-gene-0.30&CDS=1-1155	YOL116W
OG0001923	snap_masked-ham-_s376-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.18&CDS=1-1419	YGR093W
OG0001924	snap_masked-ham-_s376-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.3&CDS=1-1668	YPR144C
OG0001925	snap_masked-ham-_s376-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.4&CDS=1-2484	YEL032W
OG0001926	snap_masked-ham-_s376-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.6&CDS=1-747	YPL157W
OG0001927	genemark-ham-_s376-processed-gene-0.74-mRNA-1_1&gene=genemark-ham-_s376-processed-gene-0.74&CDS=1-2034	YNR038W
OG0001928	snap_masked-ham-_s376-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.7&CDS=1-273	YNR037C
OG0001929	snap_masked-ham-_s376-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.20&CDS=1-1443	YCR079W
OG0001930	snap_masked-ham-_s376-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.22&CDS=1-975	YML004C
OG0001931	snap_masked-ham-_s376-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s376-processed-gene-0.8&CDS=1-894	YBR176W
OG0001932	genemark-ham-_s376-processed-gene-0.64-mRNA-1_1&gene=genemark-ham-_s376-processed-gene-0.64&CDS=1-3369	YGR274C
OG0001933	snap_masked-ham-_s378-processed-gene-0.50-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.50&CDS=1-315	YJL184W
OG0001934	augustus_masked-ham-_s378-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ham-_s378-processed-gene-0.7&CDS=1-1620	YLR345W
OG0001935	genemark-ham-_s378-processed-gene-0.23-mRNA-1_1&gene=genemark-ham-_s378-processed-gene-0.23&CDS=1-681	YGR033C
OG0001936	genemark-ham-_s378-processed-gene-0.34-mRNA-1_1&gene=genemark-ham-_s378-processed-gene-0.34&CDS=1-552	YMR138W
OG0001937	snap_masked-ham-_s378-processed-gene-0.44-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.44&CDS=1-2124	YMR137C
OG0001938	snap_masked-ham-_s378-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.45&CDS=1-981	YOL107W
OG0001939	snap_masked-ham-_s378-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.46&CDS=1-1260	YJL183W
OG0001940	snap_masked-ham-_s378-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.55&CDS=1-5655	YGR032W
OG0001941	snap_masked-ham-_s378-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.56&CDS=1-1797	YGR054W
OG0001942	snap_masked-ham-_s378-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.48&CDS=1-240	YNL138W-A
OG0001943	augustus_masked-ham-_s378-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ham-_s378-processed-gene-0.17&CDS=1-3243	YIL115C
OG0001944	snap_masked-ham-_s378-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.61&CDS=1-714	YLR051C
OG0001945	snap_masked-ham-_s378-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ham-_s378-processed-gene-0.63&CDS=1-1488	YFL022C
OG0001946	snap_masked-ham-_s385-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.15&CDS=1-1452	YFL018C
OG0001947	snap_masked-ham-_s385-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.17&CDS=1-978	YPL227C
OG0001948	snap_masked-ham-_s385-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.18&CDS=1-1575	YPL228W
OG0001949	snap_masked-ham-_s385-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.21&CDS=1-1122	YCL055W
OG0001950	snap_masked-ham-_s385-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.22&CDS=1-246	YCL057C-A
OG0001951	snap_masked-ham-_s387-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s387-processed-gene-0.18&CDS=1-3837	YPL110C
OG0001952	snap_masked-ham-_s387-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s387-processed-gene-0.19&CDS=1-945	YPL111W
OG0001953	snap_masked-ham-_s387-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s387-processed-gene-0.16&CDS=1-2277	YML035C
OG0001954	snap_masked-ham-_s39-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.69&CDS=1-2490	YER130C
OG0001955	snap_masked-ham-_s39-processed-gene-0.57-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.57&CDS=1-1131	YGL148W
OG0001956	snap_masked-ham-_s39-processed-gene-0.58-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.58&CDS=1-858	YKL154W
OG0001957	snap_masked-ham-_s39-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.71&CDS=1-630	YER128W
OG0001958	snap_masked-ham-_s39-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.73&CDS=1-591	YGL200C
OG0001959	snap_masked-ham-_s39-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.76&CDS=1-528	YMR295C
OG0001960	snap_masked-ham-_s39-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.77&CDS=1-2391	YDR320C
OG0001961	snap_masked-ham-_s39-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.61&CDS=1-177	YHR072W-A
OG0001962	maker-ham-_s39-snap-gene-0.28-mRNA-1_1&gene=maker-ham-_s39-snap-gene-0.28&CDS=1-231	YDR320C-A
OG0001963	genemark-ham-_s39-processed-gene-0.52-mRNA-1_1&gene=genemark-ham-_s39-processed-gene-0.52&CDS=1-2613	YLR451W
OG0001964	augustus_masked-ham-_s39-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ham-_s39-processed-gene-0.4&CDS=1-1323	YJR124C
OG0001965	snap_masked-ham-_s39-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.65&CDS=1-1503	YJR122W
OG0001966	snap_masked-ham-_s39-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.66&CDS=1-2292	YKL213C
OG0001967	snap_masked-ham-_s39-processed-gene-0.68-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.68&CDS=1-1581	YER025W
OG0001968	augustus_masked-ham-_s39-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ham-_s39-processed-gene-0.24&CDS=1-1896	YLR452C
OG0001969	snap_masked-ham-_s39-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.83&CDS=1-2637	YPR162C
OG0001970	snap_masked-ham-_s393-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.66&CDS=1-1533	YDR539W
OG0001971	snap_masked-ham-_s393-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.52&CDS=1-807	YDR538W
OG0001972	snap_masked-ham-_s393-processed-gene-0.53-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.53&CDS=1-2388	YJR126C
OG0001973	snap_masked-ham-_s393-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.69&CDS=1-2448	YGR099W
OG0001974	genemark-ham-_s393-processed-gene-0.31-mRNA-1_1&gene=genemark-ham-_s393-processed-gene-0.31&CDS=1-1080	YKL114C
OG0001975	genemark-ham-_s393-processed-gene-0.32-mRNA-1_1&gene=genemark-ham-_s393-processed-gene-0.32&CDS=1-4089	YKL113C
OG0001976	snap_masked-ham-_s393-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.70&CDS=1-804	YOL038W
OG0001977	snap_masked-ham-_s393-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.60&CDS=1-387	YIR015W
OG0001978	snap_masked-ham-_s393-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.71&CDS=1-420	YOL026C
OG0001979	snap_masked-ham-_s393-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.61&CDS=1-846	YPL076W
OG0001980	snap_masked-ham-_s393-processed-gene-0.62-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.62&CDS=1-2232	YBR198C
OG0001981	maker-ham-_s393-augustus-gene-0.80-mRNA-1_1&gene=maker-ham-_s393-augustus-gene-0.80&CDS=1-1440	YMR035W
OG0001982	augustus_masked-ham-_s393-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ham-_s393-processed-gene-0.11&CDS=1-945	YHR062C
OG0001983	snap_masked-ham-_s393-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s393-processed-gene-0.77&CDS=1-1008	YNL230C
OG0001984	snap_masked-ham-_s395-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s395-processed-gene-0.20&CDS=1-3978	YLR084C
OG0001985	snap_masked-ham-_s395-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s395-processed-gene-0.19&CDS=1-1917	YDR108W
OG0001986	genemark-ham-_s395-processed-gene-0.14-mRNA-1_1&gene=genemark-ham-_s395-processed-gene-0.14&CDS=1-2730	YPR019W
OG0001987	snap_masked-ham-_s396-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.5&CDS=1-1797	YMR213W
OG0001988	snap_masked-ham-_s396-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.1&CDS=1-4995	YGL206C
OG0001989	snap_masked-ham-_s396-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.2&CDS=1-1299	YHL028W
OG0001990	snap_masked-ham-_s396-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.3&CDS=1-1773	YHL027W
OG0001991	snap_masked-ham-_s396-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.9&CDS=1-1218	YDL033C
OG0001992	snap_masked-ham-_s396-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.10&CDS=1-1680	YFR037C
OG0001993	snap_masked-ham-_s398-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s398-processed-gene-0.4&CDS=1-927	YDR337W
OG0001994	genemark-ham-_s398-processed-gene-0.9-mRNA-1_1&gene=genemark-ham-_s398-processed-gene-0.9&CDS=1-573	YJR112W
OG0001995	genemark-ham-_s398-processed-gene-0.8-mRNA-1_1&gene=genemark-ham-_s398-processed-gene-0.8&CDS=1-876	YBL050W
OG0001996	augustus_masked-ham-_s399-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s399-processed-gene-0.0&CDS=1-1656	YMR049C
OG0001997	snap_masked-ham-_s399-processed-gene-0.133-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.133&CDS=1-618	YJL030W
OG0001998	snap_masked-ham-_s399-processed-gene-0.136-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.136&CDS=1-1473	YGR252W
OG0001999	snap_masked-ham-_s399-processed-gene-0.112-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.112&CDS=1-1521	YHR170W
OG0002000	snap_masked-ham-_s399-processed-gene-0.113-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.113&CDS=1-1899	YHR171W
OG0002001	snap_masked-ham-_s399-processed-gene-0.137-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.137&CDS=1-756	YGR253C
OG0002002	snap_masked-ham-_s399-processed-gene-0.138-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.138&CDS=1-1236	YGR244C
OG0002003	snap_masked-ham-_s399-processed-gene-0.115-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.115&CDS=1-981	YOR287C
OG0002004	snap_masked-ham-_s399-processed-gene-0.116-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.116&CDS=1-999	YDR174W
OG0002005	snap_masked-ham-_s399-processed-gene-0.142-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.142&CDS=1-2292	YGR245C
OG0002006	maker-ham-_s399-snap-gene-0.108-mRNA-1_1&gene=maker-ham-_s399-snap-gene-0.108&CDS=1-1728	YGR246C
OG0002007	snap_masked-ham-_s399-processed-gene-0.144-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.144&CDS=1-1302	YHR169W
OG0002008	snap_masked-ham-_s399-processed-gene-0.118-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.118&CDS=1-1581	YHR168W
OG0002009	snap_masked-ham-_s399-processed-gene-0.119-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.119&CDS=1-1521	YPL122C
OG0002010	genemark-ham-_s399-processed-gene-0.62-mRNA-1_1&gene=genemark-ham-_s399-processed-gene-0.62&CDS=1-3477	YOR207C
OG0002011	snap_masked-ham-_s399-processed-gene-0.122-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.122&CDS=1-1554	YPL133C
OG0002012	snap_masked-ham-_s399-processed-gene-0.147-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.147&CDS=1-2178	YOR206W
OG0002013	snap_masked-ham-_s399-processed-gene-0.149-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.149&CDS=1-852	YPL134C
OG0002014	snap_masked-ham-_s399-processed-gene-0.150-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.150&CDS=1-870	YOR223W
OG0002015	snap_masked-ham-_s399-processed-gene-0.124-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.124&CDS=1-516	YJR025C
OG0002016	snap_masked-ham-_s399-processed-gene-0.152-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.152&CDS=1-2523	YDR089W
OG0002017	snap_masked-ham-_s399-processed-gene-0.127-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.127&CDS=1-4251	YJR137C
OG0002018	snap_masked-ham-_s399-processed-gene-0.128-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.128&CDS=1-783	YHR200W
OG0002019	snap_masked-ham-_s399-processed-gene-0.154-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.154&CDS=1-816	YMR048W
OG0002020	augustus_masked-ham-_s399-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ham-_s399-processed-gene-0.21&CDS=1-999	YJR141W
OG0002021	snap_masked-ham-_s399-processed-gene-0.156-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.156&CDS=1-1179	YHR201C
OG0002022	snap_masked-ham-_s399-processed-gene-0.157-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.157&CDS=1-2244	YJR143C
OG0002023	snap_masked-ham-_s399-processed-gene-0.161-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.161&CDS=1-804	YDR090C
OG0002024	snap_masked-ham-_s399-processed-gene-0.162-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.162&CDS=1-2997	YER162C
OG0002025	snap_masked-ham-_s40-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s40-processed-gene-0.3&CDS=1-1635	YPL260W
OG0002026	snap_masked-ham-_s401-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.66&CDS=1-846	YLR003C
OG0002027	snap_masked-ham-_s401-processed-gene-0.67-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.67&CDS=1-726	YGL237C
OG0002028	maker-ham-_s401-augustus-gene-0.64-mRNA-1_1&gene=maker-ham-_s401-augustus-gene-0.64&CDS=1-3819	YGL238W
OG0002029	genemark-ham-_s401-processed-gene-0.50-mRNA-1_1&gene=genemark-ham-_s401-processed-gene-0.50&CDS=1-1758	YIL150C
OG0002030	snap_masked-ham-_s401-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.69&CDS=1-2487	YER157W
OG0002031	maker-ham-_s401-augustus-gene-0.65-mRNA-1_1&gene=maker-ham-_s401-augustus-gene-0.65&CDS=1-1233	YDL107W
OG0002032	snap_masked-ham-_s401-processed-gene-0.88-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.88&CDS=1-1560	YDL106C
OG0002033	augustus_masked-ham-_s401-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ham-_s401-processed-gene-0.5&CDS=1-3249	YOR085W
OG0002034	snap_masked-ham-_s401-processed-gene-0.93-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.93&CDS=1-471	YJL011C
