	Komagataella_pastoris	Saccharomyces_cerevisiae
OG0001423	snap_masked-chromosome_2-processed-gene-2.80-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.80&CDS=1-399	YHR059W
OG0001424	snap_masked-chromosome_2-processed-gene-2.105-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.105&CDS=1-498	YDR305C
OG0001425	snap_masked-chromosome_2-processed-gene-2.81-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.81&CDS=1-2643	YEL032W
OG0001426	snap_masked-chromosome_2-processed-gene-2.82-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.82&CDS=1-537	YGR029W
OG0001427	snap_masked-chromosome_2-processed-gene-2.106-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.106&CDS=1-2088	YLR337C
OG0001428	snap_masked-chromosome_2-processed-gene-2.107-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.107&CDS=1-984	YPR066W
OG0001429	snap_masked-chromosome_2-processed-gene-2.108-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.108&CDS=1-1221	YML032C
OG0001430	snap_masked-chromosome_2-processed-gene-2.83-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.83&CDS=1-1860	YML031W
OG0001431	snap_masked-chromosome_2-processed-gene-2.109-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-2.109&CDS=1-1839	YDR456W
OG0001432	snap_masked-chromosome_2-processed-gene-3.7-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.7&CDS=1-1560	YER090W
OG0001433	genemark-chromosome_2-processed-gene-3.65-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-3.65&CDS=1-1047	YBL058W
OG0001434	snap_masked-chromosome_2-processed-gene-3.9-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.9&CDS=1-2304	YER091C
OG0001435	snap_masked-chromosome_2-processed-gene-3.5-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.5&CDS=1-669	YHL031C
OG0001436	snap_masked-chromosome_2-processed-gene-3.10-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.10&CDS=1-3279	YDL102W
OG0001437	augustus_masked-chromosome_2-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-3.118&CDS=1-4701	YMR167W
OG0001438	snap_masked-chromosome_2-processed-gene-3.38-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.38&CDS=1-1041	YMR166C
OG0001439	augustus_masked-chromosome_2-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-3.119&CDS=1-1038	YDL104C
OG0001440	snap_masked-chromosome_2-processed-gene-3.39-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.39&CDS=1-1290	YDL105W
OG0001441	snap_masked-chromosome_2-processed-gene-3.40-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.40&CDS=1-2508	YER069W
OG0001442	snap_masked-chromosome_2-processed-gene-3.13-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.13&CDS=1-471	YIL065C
OG0001443	snap_masked-chromosome_2-processed-gene-3.14-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.14&CDS=1-1092	YGL243W
OG0001444	snap_masked-chromosome_2-processed-gene-3.41-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.41&CDS=1-486	YGL242C
OG0001445	snap_masked-chromosome_2-processed-gene-3.16-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.16&CDS=1-2565	YPR160W
OG0001446	snap_masked-chromosome_2-processed-gene-3.17-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.17&CDS=1-1872	YGL203C
OG0001447	maker-chromosome_2-augustus-gene-3.61-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-3.61&CDS=1-2418	YER168C
OG0001448	augustus_masked-chromosome_2-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-3.148&CDS=1-2562	YLR115W
OG0001449	genemark-chromosome_2-processed-gene-3.78-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-3.78&CDS=1-531	YDR140W
OG0001450	snap_masked-chromosome_2-processed-gene-3.46-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.46&CDS=1-4968	YDR141C
OG0001451	snap_masked-chromosome_2-processed-gene-3.21-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.21&CDS=1-765	YPL065W
OG0001452	augustus_masked-chromosome_2-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-3.150&CDS=1-546	YLR118C
OG0001453	snap_masked-chromosome_2-processed-gene-3.47-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.47&CDS=1-2091	YML091C
OG0001454	snap_masked-chromosome_2-processed-gene-3.49-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.49&CDS=1-1716	YML128C
OG0001455	snap_masked-chromosome_2-processed-gene-3.28-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.28&CDS=1-1632	YML127W
OG0001456	snap_masked-chromosome_2-processed-gene-3.50-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.50&CDS=1-456	YML094W
OG0001457	snap_masked-chromosome_2-processed-gene-3.29-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.29&CDS=1-972	YML095C
OG0001458	snap_masked-chromosome_2-processed-gene-3.30-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.30&CDS=1-1572	YML086C
OG0001459	snap_masked-chromosome_2-processed-gene-3.32-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.32&CDS=1-915	YML125C
OG0001460	snap_masked-chromosome_2-processed-gene-3.33-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.33&CDS=1-2058	YML088W
OG0001461	snap_masked-chromosome_2-processed-gene-3.34-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.34&CDS=1-1158	YOL052C
OG0001462	snap_masked-chromosome_2-processed-gene-3.54-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.54&CDS=1-1212	YPL123C
OG0001463	snap_masked-chromosome_2-processed-gene-3.55-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.55&CDS=1-1146	YPL138C
OG0001464	snap_masked-chromosome_2-processed-gene-3.36-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.36&CDS=1-2535	YOR211C
OG0001465	snap_masked-chromosome_2-processed-gene-3.37-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-3.37&CDS=1-885	YOR228C
OG0001466	augustus_masked-chromosome_2-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-4.4&CDS=1-1332	YPL120W
OG0001467	augustus_masked-chromosome_2-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-4.6&CDS=1-1581	YOR205C
OG0001468	augustus_masked-chromosome_2-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-4.2&CDS=1-4635	YPL215W
OG0001469	snap_masked-chromosome_2-processed-gene-4.107-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.107&CDS=1-693	YPL213W
OG0001470	snap_masked-chromosome_2-processed-gene-4.130-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.130&CDS=1-4089	YGL131C
OG0001471	snap_masked-chromosome_2-processed-gene-4.108-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.108&CDS=1-1425	YGL130W
OG0001472	snap_masked-chromosome_2-processed-gene-4.131-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.131&CDS=1-1290	YGL129C
OG0001473	snap_masked-chromosome_2-processed-gene-4.109-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.109&CDS=1-1353	YPL204W
OG0001474	maker-chromosome_2-augustus-gene-4.0-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-4.0&CDS=1-4140	YPL125W
OG0001475	snap_masked-chromosome_2-processed-gene-4.135-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.135&CDS=1-2289	YPL126W
OG0001476	snap_masked-chromosome_2-processed-gene-4.110-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.110&CDS=1-216	YOR210W
OG0001477	snap_masked-chromosome_2-processed-gene-4.111-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.111&CDS=1-975	YOR221C
OG0001478	snap_masked-chromosome_2-processed-gene-4.136-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.136&CDS=1-1536	YPL133C
OG0001479	augustus_masked-chromosome_2-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-4.11&CDS=1-642	YPL132W
OG0001480	snap_masked-chromosome_2-processed-gene-4.113-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.113&CDS=1-951	YDR347W
OG0001481	snap_masked-chromosome_2-processed-gene-4.114-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.114&CDS=1-1944	YMR061W
OG0001482	snap_masked-chromosome_2-processed-gene-4.115-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.115&CDS=1-675	YER002W
OG0001483	snap_masked-chromosome_2-processed-gene-4.116-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.116&CDS=1-1728	YBR296C
OG0001484	snap_masked-chromosome_2-processed-gene-4.143-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.143&CDS=1-969	YDR336W
OG0001485	snap_masked-chromosome_2-processed-gene-4.117-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.117&CDS=1-1002	YKL085W
OG0001486	snap_masked-chromosome_2-processed-gene-4.144-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.144&CDS=1-495	YMR071C
OG0001487	augustus_masked-chromosome_2-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-4.41&CDS=1-1803	YMR068W
OG0001488	snap_masked-chromosome_2-processed-gene-4.120-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.120&CDS=1-1329	YMR067C
OG0001489	snap_masked-chromosome_2-processed-gene-4.121-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.121&CDS=1-2400	YMR066W
OG0001490	snap_masked-chromosome_2-processed-gene-4.122-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.122&CDS=1-2349	YOL023W
OG0001491	snap_masked-chromosome_2-processed-gene-4.146-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.146&CDS=1-1230	YKL082C
OG0001492	snap_masked-chromosome_2-processed-gene-4.123-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.123&CDS=1-1158	YKL080W
OG0001493	snap_masked-chromosome_2-processed-gene-4.147-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.147&CDS=1-1287	YHR004C
OG0001494	snap_masked-chromosome_2-processed-gene-4.150-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.150&CDS=1-708	YMR069W
OG0001495	snap_masked-chromosome_2-processed-gene-4.153-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.153&CDS=1-2196	YOR322C
OG0001496	snap_masked-chromosome_2-processed-gene-4.128-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-4.128&CDS=1-597	YPR067W
OG0001497	snap_masked-chromosome_2-processed-gene-5.0-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.0&CDS=1-1725	YBL061C
OG0001498	snap_masked-chromosome_2-processed-gene-5.2-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.2&CDS=1-1953	YCR061W
OG0001499	genemark-chromosome_2-processed-gene-5.82-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-5.82&CDS=1-738	YCR060W
OG0001500	snap_masked-chromosome_2-processed-gene-5.3-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.3&CDS=1-894	YCR059C
OG0001501	snap_masked-chromosome_2-processed-gene-5.4-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.4&CDS=1-2631	YCR057C
OG0001502	snap_masked-chromosome_2-processed-gene-5.5-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.5&CDS=1-1524	YCR054C
OG0001503	maker-chromosome_2-snap-gene-5.102-mRNA-1_1&gene=maker-chromosome_2-snap-gene-5.102&CDS=1-2877	YCR053W
OG0001504	snap_masked-chromosome_2-processed-gene-5.9-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.9&CDS=1-1182	YEL056W
OG0001505	snap_masked-chromosome_2-processed-gene-5.10-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.10&CDS=1-738	YNR022C
OG0001506	snap_masked-chromosome_2-processed-gene-5.36-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.36&CDS=1-999	YCR066W
OG0001507	snap_masked-chromosome_2-processed-gene-5.12-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.12&CDS=1-579	YBR193C
OG0001508	snap_masked-chromosome_2-processed-gene-5.37-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.37&CDS=1-2238	YOR195W
OG0001509	snap_masked-chromosome_2-processed-gene-5.13-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.13&CDS=1-720	YOR194C
OG0001510	snap_masked-chromosome_2-processed-gene-5.39-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.39&CDS=1-813	YMR312W
OG0001511	snap_masked-chromosome_2-processed-gene-5.16-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.16&CDS=1-1338	YGR285C
OG0001512	snap_masked-chromosome_2-processed-gene-5.41-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.41&CDS=1-819	YGL232W
OG0001513	snap_masked-chromosome_2-processed-gene-5.42-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.42&CDS=1-1254	YPL101W
OG0001514	maker-chromosome_2-augustus-gene-5.155-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-5.155&CDS=1-3246	YBR179C
OG0001515	snap_masked-chromosome_2-processed-gene-5.19-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.19&CDS=1-606	YMR311C
OG0001516	augustus_masked-chromosome_2-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-5.122&CDS=1-831	YMR314W
OG0001517	snap_masked-chromosome_2-processed-gene-5.44-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.44&CDS=1-603	YIR032C
OG0001518	augustus_masked-chromosome_2-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-5.124&CDS=1-1926	YPL108W
OG0001519	snap_masked-chromosome_2-processed-gene-5.45-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.45&CDS=1-366	YBR167C
OG0001520	snap_masked-chromosome_2-processed-gene-5.24-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.24&CDS=1-483	YGL231C
OG0001521	snap_masked-chromosome_2-processed-gene-5.46-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.46&CDS=1-2418	YGL233W
OG0001522	snap_masked-chromosome_2-processed-gene-5.47-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.47&CDS=1-1707	YGL227W
OG0001523	snap_masked-chromosome_2-processed-gene-5.27-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.27&CDS=1-6231	YGR217W
OG0001524	maker-chromosome_2-snap-gene-5.105-mRNA-1_1&gene=maker-chromosome_2-snap-gene-5.105&CDS=1-4605	YNL021W
OG0001525	snap_masked-chromosome_2-processed-gene-5.28-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.28&CDS=1-1308	YPL175W
OG0001526	augustus_masked-chromosome_2-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-5.150&CDS=1-2115	YLL004W
OG0001527	augustus_masked-chromosome_2-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-5.151&CDS=1-2331	YNL238W
OG0001528	snap_masked-chromosome_2-processed-gene-5.29-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.29&CDS=1-1509	YNL240C
OG0001529	maker-chromosome_2-augustus-gene-5.156-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-5.156&CDS=1-3057	YNL241C
OG0001530	snap_masked-chromosome_2-processed-gene-5.51-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-5.51&CDS=1-3120	YDL215C
OG0001531	snap_masked-chromosome_2-processed-gene-6.7-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.7&CDS=1-2187	YOR035C
OG0001532	maker-chromosome_2-augustus-gene-6.184-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-6.184&CDS=1-1530	YHR090C
OG0001533	snap_masked-chromosome_2-processed-gene-6.35-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.35&CDS=1-1695	YAL058W
OG0001534	augustus_masked-chromosome_2-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.71&CDS=1-444	YOL071W
OG0001535	snap_masked-chromosome_2-processed-gene-6.9-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.9&CDS=1-1491	YDR168W
OG0001536	snap_masked-chromosome_2-processed-gene-6.36-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.36&CDS=1-2472	YDR258C
OG0001537	augustus_masked-chromosome_2-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.74&CDS=1-4086	YCL045C
OG0001538	augustus_masked-chromosome_2-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.76&CDS=1-1773	YDR323C
OG0001539	snap_masked-chromosome_2-processed-gene-6.14-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.14&CDS=1-1032	YOR057W
OG0001540	genemark-chromosome_2-processed-gene-6.161-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-6.161&CDS=1-1497	YOR058C
OG0001541	snap_masked-chromosome_2-processed-gene-6.15-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.15&CDS=1-1008	YBR046C
OG0001542	maker-chromosome_2-augustus-gene-6.185-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-6.185&CDS=1-1290	YOR223W
OG0001543	augustus_masked-chromosome_2-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.81&CDS=1-474	YLR363W-A
OG0001544	augustus_masked-chromosome_2-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.107&CDS=1-1182	YML048W
OG0001545	snap_masked-chromosome_2-processed-gene-6.45-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.45&CDS=1-324	YJR034W
OG0001546	maker-chromosome_2-snap-gene-6.60-mRNA-1_1&gene=maker-chromosome_2-snap-gene-6.60&CDS=1-4191	YJR033C
OG0001547	snap_masked-chromosome_2-processed-gene-6.22-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.22&CDS=1-2232	YGR264C
OG0001548	snap_masked-chromosome_2-processed-gene-6.46-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.46&CDS=1-810	YGR262C
OG0001549	augustus_masked-chromosome_2-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-6.110&CDS=1-972	YGR062C
OG0001550	snap_masked-chromosome_2-processed-gene-6.48-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.48&CDS=1-342	YGR063C
OG0001551	snap_masked-chromosome_2-processed-gene-6.50-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.50&CDS=1-2283	YER125W
OG0001552	snap_masked-chromosome_2-processed-gene-6.51-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.51&CDS=1-996	YPR023C
OG0001553	snap_masked-chromosome_2-processed-gene-6.53-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.53&CDS=1-1170	YGL184C
OG0001554	maker-chromosome_2-augustus-gene-6.186-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-6.186&CDS=1-1578	YGL187C
OG0001555	snap_masked-chromosome_2-processed-gene-6.28-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.28&CDS=1-1377	YGL190C
OG0001556	snap_masked-chromosome_2-processed-gene-6.56-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.56&CDS=1-363	YGL191W
OG0001557	genemark-chromosome_2-processed-gene-6.178-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-6.178&CDS=1-999	YGL192W
OG0001558	maker-chromosome_2-snap-gene-6.61-mRNA-1_1&gene=maker-chromosome_2-snap-gene-6.61&CDS=1-594	YGL010W
OG0001559	snap_masked-chromosome_2-processed-gene-6.30-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.30&CDS=1-3549	YBL007C
OG0001560	snap_masked-chromosome_2-processed-gene-6.31-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.31&CDS=1-2112	YBL097W
OG0001561	snap_masked-chromosome_2-processed-gene-6.58-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.58&CDS=1-2349	YGL009C
OG0001562	snap_masked-chromosome_2-processed-gene-6.32-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-6.32&CDS=1-1695	YGR002C
OG0001563	snap_masked-chromosome_2-processed-gene-7.131-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.131&CDS=1-2094	YLR319C
OG0001564	snap_masked-chromosome_2-processed-gene-7.134-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.134&CDS=1-2283	YLR318W
OG0001565	snap_masked-chromosome_2-processed-gene-7.132-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.132&CDS=1-915	YLR316C
OG0001566	snap_masked-chromosome_2-processed-gene-7.136-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.136&CDS=1-1089	YLR321C
OG0001567	maker-chromosome_2-snap-gene-7.64-mRNA-1_1&gene=maker-chromosome_2-snap-gene-7.64&CDS=1-633	YAL003W
OG0001568	maker-chromosome_2-snap-gene-7.65-mRNA-1_1&gene=maker-chromosome_2-snap-gene-7.65&CDS=1-3045	YHR169W
OG0001569	snap_masked-chromosome_2-processed-gene-7.167-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.167&CDS=1-2280	YHR172W
OG0001570	snap_masked-chromosome_2-processed-gene-7.168-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.168&CDS=1-1674	YDR292C
OG0001571	snap_masked-chromosome_2-processed-gene-7.169-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.169&CDS=1-1518	YHR170W
OG0001572	snap_masked-chromosome_2-processed-gene-7.171-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.171&CDS=1-894	YDR337W
OG0001573	snap_masked-chromosome_2-processed-gene-7.173-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.173&CDS=1-837	YDR318W
OG0001574	snap_masked-chromosome_2-processed-gene-7.141-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.141&CDS=1-585	YLR145W
OG0001575	augustus_masked-chromosome_2-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-7.16&CDS=1-660	YJL035C
OG0001576	snap_masked-chromosome_2-processed-gene-7.174-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.174&CDS=1-1983	YJL036W
OG0001577	maker-chromosome_2-snap-gene-7.66-mRNA-1_1&gene=maker-chromosome_2-snap-gene-7.66&CDS=1-2142	YHR072W
OG0001578	snap_masked-chromosome_2-processed-gene-7.144-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.144&CDS=1-636	YIL007C
OG0001579	snap_masked-chromosome_2-processed-gene-7.176-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-7.176&CDS=1-291	YIL008W
