	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
OG0001123	YER086W	augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_49_length_48947_cov_9.6271_ID_8710-processed-gene-0.49&CDS=1-3369
OG0001124	YER087W	augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.56&CDS=1-1590
OG0001125	YER090W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-0.127&CDS=1-1524
OG0001126	YER091C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.89&CDS=1-2286
OG0001127	YER093C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.17&CDS=1-3876
OG0001128	YER094C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.29&CDS=1-615
OG0001129	YER095W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.11&CDS=1-1068
OG0001130	YER100W	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.222&CDS=1-705
OG0001131	YER107C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.29&CDS=1-1074
OG0001132	YER110C	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.172&CDS=1-3288
OG0001133	YER118C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.21&CDS=1-1161
OG0001134	YER122C	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.31&CDS=1-1401
OG0001135	YER126C	maker-NODE_26_length_119625_cov_21.6396_ID_8164-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_26_length_119625_cov_21.6396_ID_8164-augustus-gene-0.117&CDS=1-2310
OG0001136	YER127W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.101&CDS=1-906
OG0001137	YER133W	augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_41_length_65693_cov_10.1195_ID_9188-processed-gene-0.95&CDS=1-987
OG0001138	YER134C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.11&CDS=1-540
OG0001139	YER136W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.243-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.243&CDS=1-1341
OG0001140	YER140W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.26&CDS=1-1776
OG0001141	YER141W	genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.230-mRNA-1_1&gene=genemark-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-2.230&CDS=1-1389
OG0001142	YER142C	snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.134&CDS=1-936
OG0001143	YER143W	genemark-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.37&CDS=1-1356
OG0001144	YER145C	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.191&CDS=1-1182
OG0001145	YER148W	augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_33_length_96181_cov_11.781_ID_8249-processed-gene-0.10&CDS=1-732
OG0001146	YER151C	snap_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.130&CDS=1-2358
OG0001147	YER154W	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.16&CDS=1-1149
OG0001148	YER156C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.178&CDS=1-978
OG0001149	YER157W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-4.35&CDS=1-2385
OG0001150	YER159C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.122&CDS=1-291
OG0001151	YER163C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.220&CDS=1-1773
OG0001152	YER164W	genemark-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.69&CDS=1-4389
OG0001153	YER165W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-0.31&CDS=1-1983
OG0001154	YER168C	augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.52&CDS=1-1500
OG0001155	YER169W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.77&CDS=1-2460
OG0001156	YER170W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.115&CDS=1-678
OG0001157	YER171W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.26&CDS=1-2313
OG0001158	YER173W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.31&CDS=1-1701
OG0001159	YER175C	snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.85&CDS=1-909
OG0001160	YER178W	augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.205&CDS=1-1197
OG0001161	YFL001W	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.174&CDS=1-1269
OG0001162	YFL002C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.26&CDS=1-1731
OG0001163	YFL007W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.12&CDS=1-5733
OG0001164	YFL008W	snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.110&CDS=1-3711
OG0001165	YFL014W	augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_52_length_39535_cov_13.1388_ID_7873-processed-gene-0.20&CDS=1-294
OG0001166	YFL016C	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.37&CDS=1-1410
OG0001167	YFL017C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.11&CDS=1-480
OG0001168	YFL017W-A	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.218&CDS=1-225
OG0001169	YFL018C	maker-NODE_19_length_165505_cov_10.3433_ID_4723-augustus-gene-0.188-mRNA-1_1&gene=maker-NODE_19_length_165505_cov_10.3433_ID_4723-augustus-gene-0.188&CDS=1-1491
OG0001170	YFL022C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-1.6&CDS=1-1470
OG0001171	YFL024C	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.115&CDS=1-2025
OG0001172	YFL025C	augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_38_length_71788_cov_9.80059_ID_6379-processed-gene-0.89&CDS=1-3381
OG0001173	YFL026W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-0.106&CDS=1-1119
OG0001174	YFL027C	augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_337577_cov_19.7412_ID_10463-processed-gene-0.25&CDS=1-1020
OG0001175	YFL028C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.217&CDS=1-732
OG0001176	YFL030W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.98&CDS=1-1656
OG0001177	YFL034W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.11&CDS=1-3000
OG0001178	YFL036W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.204&CDS=1-4119
OG0001179	YFL044C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.12&CDS=1-879
OG0001180	YFL045C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.147&CDS=1-756
OG0001181	YFL046W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.189-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.189&CDS=1-606
OG0001182	YFL047W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.136&CDS=1-2232
OG0001183	YFL053W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.50&CDS=1-1770
OG0001184	YFR002W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.84&CDS=1-2925
OG0001185	YFR005C	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.14&CDS=1-1401
OG0001186	YFR006W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.28&CDS=1-1371
OG0001187	YFR009W	augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.43&CDS=1-2232
OG0001188	YFR010W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.91&CDS=1-1467
OG0001189	YFR011C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.42&CDS=1-480
OG0001190	YFR018C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.26&CDS=1-1110
OG0001191	YFR019W	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.11&CDS=1-5004
OG0001192	YFR021W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.48&CDS=1-1314
OG0001193	YFR025C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.56&CDS=1-843
OG0001194	YFR028C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.73&CDS=1-1623
OG0001195	YFR029W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.155&CDS=1-1518
OG0001196	YFR030W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-1.21&CDS=1-3132
OG0001197	YFR031C	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.38&CDS=1-3624
OG0001198	YFR032C-A	maker-NODE_41_length_65693_cov_10.1195_ID_9188-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_41_length_65693_cov_10.1195_ID_9188-augustus-gene-0.4&CDS=1-711
OG0001199	YFR033C	genemark-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.75&CDS=1-381
OG0001200	YFR037C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.142&CDS=1-1902
OG0001201	YFR044C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.30&CDS=1-1419
OG0001202	YFR047C	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.25&CDS=1-894
OG0001203	YFR049W	maker-NODE_31_length_100489_cov_13.4032_ID_6409-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_31_length_100489_cov_13.4032_ID_6409-augustus-gene-0.93&CDS=1-306
OG0001204	YFR050C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.190&CDS=1-1344
OG0001205	YFR051C	augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_31_length_100489_cov_13.4032_ID_6409-processed-gene-0.132&CDS=1-765
OG0001206	YFR052W	genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.191-mRNA-1_1&gene=genemark-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.191&CDS=1-810
OG0001207	YGL001C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.54&CDS=1-984
OG0001208	YGL004C	snap_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.4&CDS=1-1203
OG0001209	YGL006W	augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_36_length_82216_cov_10.3236_ID_10502-processed-gene-0.60&CDS=1-4107
OG0001210	YGL008C	augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.69&CDS=1-2685
OG0001211	YGL009C	augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.55&CDS=1-2349
OG0001212	YGL010W	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-0.2&CDS=1-654
OG0001213	YGL011C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.29&CDS=1-738
OG0001214	YGL016W	augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.18&CDS=1-2877
OG0001215	YGL022W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.137&CDS=1-2181
OG0001216	YGL026C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.119&CDS=1-2094
OG0001217	YGL027C	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.202&CDS=1-2214
OG0001218	YGL028C	genemark-NODE_208_length_419_cov_1.03846_ID_11365-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_208_length_419_cov_1.03846_ID_11365-processed-gene-0.1&CDS=1-345
OG0001219	YGL030W	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.205&CDS=1-321
OG0001220	YGL037C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-2.34&CDS=1-633
OG0001221	YGL040C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.130&CDS=1-1017
OG0001222	YGL043W	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.209&CDS=1-876
OG0001223	YGL044C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-0.40&CDS=1-810
OG0001224	YGL045W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.44&CDS=1-2202
OG0001225	YGL047W	augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_48_length_51838_cov_10.782_ID_7465-processed-gene-0.44&CDS=1-543
OG0001226	YGL048C	maker-NODE_4_length_423460_cov_10.8288_ID_4638-augustus-gene-0.144-mRNA-1_1&gene=maker-NODE_4_length_423460_cov_10.8288_ID_4638-augustus-gene-0.144&CDS=1-1188
OG0001227	YGL050W	augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.10&CDS=1-645
OG0001228	YGL054C	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.51&CDS=1-399
OG0001229	YGL055W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.245-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-2.245&CDS=1-1398
OG0001230	YGL058W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.108&CDS=1-513
OG0001231	YGL059W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.5&CDS=1-1422
