	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
OG0003219	YPL152W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.60&CDS=1-1083
OG0003220	YPL153C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.27&CDS=1-2436
OG0003221	YPL154C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.6&CDS=1-1260
OG0003222	YPL157W	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.4&CDS=1-822
OG0003223	YPL160W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.144&CDS=1-3309
OG0003224	YPL165C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.81&CDS=1-3450
OG0003225	YPL167C	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-3.101-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-3.101&CDS=1-5532
OG0003226	YPL169C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.129&CDS=1-1716
OG0003227	YPL170W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.150&CDS=1-1773
OG0003228	YPL172C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.27&CDS=1-1353
OG0003229	YPL173W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.124&CDS=1-1068
OG0003230	YPL175W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.154&CDS=1-1299
OG0003231	YPL178W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.76&CDS=1-795
OG0003232	YPL180W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.110&CDS=1-1458
OG0003233	YPL181W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.109&CDS=1-1299
OG0003234	YPL183C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.128&CDS=1-3000
OG0003235	YPL183W-A	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.10&CDS=1-210
OG0003236	YPL184C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.85&CDS=1-2070
OG0003237	YPL188W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.112&CDS=1-1317
OG0003238	YPL190C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.156&CDS=1-2412
OG0003239	YPL194W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.295-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.295&CDS=1-1563
OG0003240	YPL195W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.243-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.243&CDS=1-2859
OG0003241	YPL196W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.78&CDS=1-747
OG0003242	YPL204W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.85&CDS=1-1308
OG0003243	YPL206C	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.39&CDS=1-987
OG0003244	YPL207W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-9.117&CDS=1-2172
OG0003245	YPL209C	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.41&CDS=1-1035
OG0003246	YPL210C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.161&CDS=1-1869
OG0003247	YPL211W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.134&CDS=1-543
OG0003248	YPL212C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.160&CDS=1-1572
OG0003249	YPL213W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.83&CDS=1-708
OG0003250	YPL214C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.14&CDS=1-1545
OG0003251	YPL215W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.82&CDS=1-975
OG0003252	YPL217C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.140&CDS=1-3456
OG0003253	YPL218W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.160&CDS=1-567
OG0003254	YPL222W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-9.142&CDS=1-1875
OG0003255	YPL225W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.23&CDS=1-438
OG0003256	YPL226W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.82&CDS=1-3495
OG0003257	YPL227C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.146&CDS=1-2388
OG0003258	YPL231W	maker-NODE_23_length_17652_cov_17.6357_ID_45-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_23_length_17652_cov_17.6357_ID_45-augustus-gene-0.30&CDS=1-5616
OG0003259	YPL234C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.123&CDS=1-501
OG0003260	YPL235W	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.246-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.246&CDS=1-1395
OG0003261	YPL236C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.124&CDS=1-1092
OG0003262	YPL237W	maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-6.127-mRNA-1_1&gene=maker-NODE_9_length_736505_cov_22.0163_ID_17-augustus-gene-6.127&CDS=1-1425
OG0003263	YPL243W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.145&CDS=1-1713
OG0003264	YPL244C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.79&CDS=1-1077
OG0003265	YPL245W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-0.47&CDS=1-1347
OG0003266	YPL246C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.160-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-14.160&CDS=1-843
OG0003267	YPL249C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-5.68&CDS=1-2076
OG0003268	YPL252C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.163-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.163&CDS=1-519
OG0003269	YPL254W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.88&CDS=1-1416
OG0003270	YPL260W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.122&CDS=1-1482
OG0003271	YPL262W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.88&CDS=1-1461
OG0003272	YPL263C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.86&CDS=1-1854
OG0003273	YPL266W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-8.70&CDS=1-960
OG0003274	YPL268W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.262-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.262&CDS=1-2925
OG0003275	YPL270W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.56&CDS=1-2400
OG0003276	YPL272C	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.148&CDS=1-1407
OG0003277	YPR003C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.78&CDS=1-2568
OG0003278	YPR004C	maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-17.116-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-17.116&CDS=1-1242
OG0003279	YPR010C	maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-3.4&CDS=1-3999
OG0003280	YPR010C-A	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.100&CDS=1-222
OG0003281	YPR011C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.91&CDS=1-975
OG0003282	YPR016C	maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-1.136-mRNA-1_1&gene=maker-NODE_10_length_488516_cov_19.456_ID_19-augustus-gene-1.136&CDS=1-735
OG0003283	YPR017C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-1.55&CDS=1-519
OG0003284	YPR018W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.98&CDS=1-1818
OG0003285	YPR019W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.97&CDS=1-2826
OG0003286	YPR020W	maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-2.107-mRNA-1_1&gene=maker-NODE_6_length_848181_cov_19.387_ID_11-augustus-gene-2.107&CDS=1-414
OG0003287	YPR021C	snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.104&CDS=1-2118
OG0003288	YPR024W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-1.75&CDS=1-1977
OG0003289	YPR025C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-9.115&CDS=1-1146
OG0003290	YPR026W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.106&CDS=1-2982
OG0003291	YPR028W	maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-3.2&CDS=1-522
OG0003292	YPR029C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.16&CDS=1-2481
OG0003293	YPR031W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.54&CDS=1-2355
OG0003294	YPR033C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.1&CDS=1-1593
OG0003295	YPR035W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.241-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.241&CDS=1-1119
OG0003296	YPR036W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.242-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.242&CDS=1-2547
OG0003297	YPR037C	snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.191-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.191&CDS=1-726
OG0003298	YPR040W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.248-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.248&CDS=1-1158
OG0003299	YPR041W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.243-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.243&CDS=1-1143
OG0003300	YPR045C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-1.137&CDS=1-1620
OG0003301	YPR047W	maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-3.7-mRNA-1_1&gene=maker-NODE_8_length_752213_cov_18.8698_ID_15-snap-gene-3.7&CDS=1-3087
OG0003302	YPR049C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.57&CDS=1-4041
OG0003303	YPR051W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.76&CDS=1-570
OG0003304	YPR054W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.7&CDS=1-1215
OG0003305	YPR055W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-10.172-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-snap-gene-10.172&CDS=1-2661
OG0003306	YPR056W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.51&CDS=1-1113
OG0003307	YPR060C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.154&CDS=1-855
OG0003308	YPR062W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-4.165-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-4.165&CDS=1-462
OG0003309	YPR063C	genemark-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.118&CDS=1-348
OG0003310	YPR065W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.263-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.263&CDS=1-1572
OG0003311	YPR066W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.10&CDS=1-1263
OG0003312	YPR067W	genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.63-mRNA-1_1&gene=genemark-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.63&CDS=1-519
OG0003313	YPR069C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.106&CDS=1-867
OG0003314	YPR073C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.54&CDS=1-477
OG0003315	YPR074C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.44&CDS=1-2037
OG0003316	YPR079W	genemark-NODE_29_length_7511_cov_20.3918_ID_57-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_29_length_7511_cov_20.3918_ID_57-processed-gene-0.3&CDS=1-834
OG0003317	YPR084W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.118&CDS=1-1476
OG0003318	YPR085C	maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-8.80-mRNA-1_1&gene=maker-NODE_4_length_943695_cov_17.616_ID_7-augustus-gene-8.80&CDS=1-1536
OG0003319	YPR086W	maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-12.2-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-12.2&CDS=1-1644
OG0003320	YPR088C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.120&CDS=1-2310
OG0003321	YPR089W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.80&CDS=1-2376
OG0003322	YPR091C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-5.19&CDS=1-2763
OG0003323	YPR094W	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.33&CDS=1-333
OG0003324	YPR095C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.57&CDS=1-2919
OG0003325	YPR097W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-2.78&CDS=1-2946
OG0003326	YPR098C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.90&CDS=1-471
OG0003327	YPR100W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.89&CDS=1-423
OG0003328	YPR103W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.74&CDS=1-837
OG0003329	YPR104C	genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.144&CDS=1-2508
OG0003330	YPR105C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.104&CDS=1-2652
OG0003331	YPR106W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.94&CDS=1-1263
OG0003332	YPR107C	snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.57&CDS=1-720
OG0003333	YPR108W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.129&CDS=1-1200
