	Candida_auris	Saccharomyces_cerevisiae
OG0001613	snap_masked-LGST01000021.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.43&CDS=1-192	YLR262C-A
OG0001614	maker-LGST01000021.1-augustus-gene-2.249-mRNA-1_1&gene=maker-LGST01000021.1-augustus-gene-2.249&CDS=1-3021	YOR181W
OG0001615	snap_masked-LGST01000021.1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.12&CDS=1-987	YKR088C
OG0001616	snap_masked-LGST01000021.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.47&CDS=1-2448	YKR090W
OG0001617	snap_masked-LGST01000021.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.48&CDS=1-1005	YOL127W
OG0001618	snap_masked-LGST01000021.1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.13&CDS=1-1110	YNL307C
OG0001619	maker-LGST01000021.1-augustus-gene-2.253-mRNA-1_1&gene=maker-LGST01000021.1-augustus-gene-2.253&CDS=1-1722	YOL129W
OG0001620	snap_masked-LGST01000021.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.14&CDS=1-1215	YPL060W
OG0001621	snap_masked-LGST01000021.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.54&CDS=1-822	YLR192C
OG0001622	augustus_masked-LGST01000021.1-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.192&CDS=1-1398	YHR109W
OG0001623	snap_masked-LGST01000021.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.56&CDS=1-1371	YOR023C
OG0001624	maker-LGST01000021.1-augustus-gene-2.250-mRNA-1_1&gene=maker-LGST01000021.1-augustus-gene-2.250&CDS=1-1395	YHR013C
OG0001625	snap_masked-LGST01000021.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.58&CDS=1-768	YOR145C
OG0001626	augustus_masked-LGST01000021.1-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.226&CDS=1-621	YOR148C
OG0001627	snap_masked-LGST01000021.1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.20&CDS=1-2739	YOR144C
OG0001628	augustus_masked-LGST01000021.1-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.227&CDS=1-981	YDR392W
OG0001629	snap_masked-LGST01000021.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.59&CDS=1-690	YDR468C
OG0001630	snap_masked-LGST01000021.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.21&CDS=1-348	YDR469W
OG0001631	augustus_masked-LGST01000021.1-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.198&CDS=1-3099	YOR132W
OG0001632	snap_masked-LGST01000021.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.60&CDS=1-690	YHR008C
OG0001633	snap_masked-LGST01000021.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.61&CDS=1-600	YKR035W-A
OG0001634	augustus_masked-LGST01000021.1-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.199&CDS=1-3498	YKL134C
OG0001635	snap_masked-LGST01000021.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.66&CDS=1-1602	YBR288C
OG0001636	snap_masked-LGST01000021.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.67&CDS=1-1854	YMR058W
OG0001637	snap_masked-LGST01000021.1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.26&CDS=1-837	YGR110W
OG0001638	snap_masked-LGST01000021.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.68&CDS=1-1302	YPR066W
OG0001639	snap_masked-LGST01000021.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.69&CDS=1-1362	YML032C
OG0001640	snap_masked-LGST01000021.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.70&CDS=1-264	YOR159C
OG0001641	snap_masked-LGST01000021.1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.27&CDS=1-9774	YDR457W
OG0001642	snap_masked-LGST01000021.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.71&CDS=1-750	YBR096W
OG0001643	snap_masked-LGST01000021.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.73&CDS=1-993	YLR372W
OG0001644	snap_masked-LGST01000021.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.75&CDS=1-438	YPL178W
OG0001645	genemark-LGST01000021.1-processed-gene-2.118-mRNA-1_1&gene=genemark-LGST01000021.1-processed-gene-2.118&CDS=1-2358	YGL083W
OG0001646	snap_masked-LGST01000021.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.76&CDS=1-1887	YKL148C
OG0001647	snap_masked-LGST01000021.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.77&CDS=1-1146	YEL051W
OG0001648	snap_masked-LGST01000021.1-processed-gene-2.30-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.30&CDS=1-687	YEL001C
OG0001649	snap_masked-LGST01000021.1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.32&CDS=1-1488	YCR098C
OG0001650	snap_masked-LGST01000021.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.34&CDS=1-852	YBR011C
OG0001651	snap_masked-LGST01000021.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.35&CDS=1-1407	YDR005C
OG0001652	genemark-LGST01000021.1-processed-gene-2.125-mRNA-1_1&gene=genemark-LGST01000021.1-processed-gene-2.125&CDS=1-717	YER182W
OG0001653	maker-LGST01000021.1-snap-gene-2.174-mRNA-1_1&gene=maker-LGST01000021.1-snap-gene-2.174&CDS=1-1845	YHR207C
OG0001654	snap_masked-LGST01000021.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.82&CDS=1-300	YMR073C
OG0001655	snap_masked-LGST01000021.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.83&CDS=1-2079	YPL072W
OG0001656	snap_masked-LGST01000021.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-LGST01000021.1-processed-gene-2.39&CDS=1-393	YAL044W-A
OG0001657	augustus_masked-LGST01000021.1-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.246&CDS=1-1494	YGL164C
OG0001658	augustus_masked-LGST01000021.1-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-LGST01000021.1-processed-gene-2.212&CDS=1-4140	YGL163C
OG0001659	snap_masked-LGST01000022.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.45&CDS=1-885	YLL056C
OG0001660	snap_masked-LGST01000022.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.10&CDS=1-897	YLR172C
OG0001661	snap_masked-LGST01000022.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.47&CDS=1-1173	YCR044C
OG0001662	snap_masked-LGST01000022.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.54&CDS=1-1053	YPL069C
OG0001663	augustus_masked-LGST01000022.1-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.183&CDS=1-4878	YGR116W
OG0001664	augustus_masked-LGST01000022.1-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.220&CDS=1-4050	YJL108C
OG0001665	maker-LGST01000022.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LGST01000022.1-augustus-gene-0.2&CDS=1-5376	YOL023W
OG0001666	snap_masked-LGST01000022.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.60&CDS=1-714	YDR054C
OG0001667	maker-LGST01000022.1-snap-gene-0.169-mRNA-1_1&gene=maker-LGST01000022.1-snap-gene-0.169&CDS=1-2187	YFR016C
OG0001668	snap_masked-LGST01000022.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.17&CDS=1-3603	YJL080C
OG0001669	maker-LGST01000022.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LGST01000022.1-augustus-gene-0.0&CDS=1-2055	YGR055W
OG0001670	maker-LGST01000022.1-snap-gene-0.170-mRNA-1_1&gene=maker-LGST01000022.1-snap-gene-0.170&CDS=1-2262	YLL057C
OG0001671	snap_masked-LGST01000022.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.61&CDS=1-3975	YBL047C
OG0001672	snap_masked-LGST01000022.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.23&CDS=1-588	YHR089C
OG0001673	snap_masked-LGST01000022.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.62&CDS=1-1143	YDR336W
OG0001674	snap_masked-LGST01000022.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.25&CDS=1-5070	YKR031C
OG0001675	snap_masked-LGST01000022.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.26&CDS=1-645	YHR181W
OG0001676	augustus_masked-LGST01000022.1-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.227&CDS=1-1041	YDL006W
OG0001677	snap_masked-LGST01000022.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.28&CDS=1-906	YKL094W
OG0001678	snap_masked-LGST01000022.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.29&CDS=1-2472	YDR081C
OG0001679	snap_masked-LGST01000022.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.65&CDS=1-297	YDR079W
OG0001680	genemark-LGST01000022.1-processed-gene-0.110-mRNA-1_1&gene=genemark-LGST01000022.1-processed-gene-0.110&CDS=1-702	YDR084C
OG0001681	snap_masked-LGST01000022.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.66&CDS=1-2985	YDR080W
OG0001682	snap_masked-LGST01000022.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.30&CDS=1-213	YDR079C-A
OG0001683	snap_masked-LGST01000022.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.67&CDS=1-2424	YER157W
OG0001684	augustus_masked-LGST01000022.1-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.196&CDS=1-1785	YIL150C
OG0001685	augustus_masked-LGST01000022.1-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-LGST01000022.1-processed-gene-0.198&CDS=1-1002	YER156C
OG0001686	snap_masked-LGST01000022.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.68&CDS=1-1701	YMR250W
OG0001687	snap_masked-LGST01000022.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.34&CDS=1-1017	YGL225W
OG0001688	snap_masked-LGST01000022.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.35&CDS=1-2958	YGL238W
OG0001689	snap_masked-LGST01000022.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.69&CDS=1-717	YGL237C
OG0001690	maker-LGST01000022.1-snap-gene-0.171-mRNA-1_1&gene=maker-LGST01000022.1-snap-gene-0.171&CDS=1-1119	YLR003C
OG0001691	snap_masked-LGST01000022.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.37&CDS=1-1809	YGL236C
OG0001692	snap_masked-LGST01000022.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.73&CDS=1-741	YFR027W
OG0001693	snap_masked-LGST01000022.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.39&CDS=1-897	YFR047C
OG0001694	snap_masked-LGST01000022.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.74&CDS=1-1041	YGL240W
OG0001695	snap_masked-LGST01000022.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.76&CDS=1-2259	YJL101C
OG0001696	snap_masked-LGST01000022.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.77&CDS=1-2373	YGL234W
OG0001697	snap_masked-LGST01000022.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.78&CDS=1-1098	YMR024W
OG0001698	snap_masked-LGST01000022.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.80&CDS=1-834	YDR412W
OG0001699	snap_masked-LGST01000022.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.40&CDS=1-627	YHR081W
OG0001700	snap_masked-LGST01000022.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LGST01000022.1-processed-gene-0.81&CDS=1-3492	YHR079C
OG0001701	snap_masked-LGST01000023.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.54&CDS=1-276	YKR095W-A
OG0001702	maker-LGST01000023.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LGST01000023.1-augustus-gene-0.2&CDS=1-3729	YOR330C
OG0001703	snap_masked-LGST01000023.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.41&CDS=1-2967	YPR163C
OG0001704	maker-LGST01000023.1-snap-gene-0.3-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-0.3&CDS=1-495	YBL093C
OG0001705	augustus_masked-LGST01000023.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-0.12&CDS=1-402	YBL092W
OG0001706	snap_masked-LGST01000023.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.60&CDS=1-822	YML052W
OG0001707	maker-LGST01000023.1-snap-gene-0.5-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-0.5&CDS=1-2574	YCR068W
OG0001708	snap_masked-LGST01000023.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.45&CDS=1-1203	YCR066W
OG0001709	snap_masked-LGST01000023.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.46&CDS=1-1671	YHL008C
OG0001710	snap_masked-LGST01000023.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.47&CDS=1-1710	YLR276C
OG0001711	snap_masked-LGST01000023.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.48&CDS=1-444	YNL281W
OG0001712	maker-LGST01000023.1-snap-gene-0.6-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-0.6&CDS=1-2196	YDR485C
OG0001713	augustus_masked-LGST01000023.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-0.18&CDS=1-927	YOL096C
OG0001714	snap_masked-LGST01000023.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.66&CDS=1-987	YNL064C
OG0001715	snap_masked-LGST01000023.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.67&CDS=1-1623	YNL138W
OG0001716	snap_masked-LGST01000023.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.50&CDS=1-2313	YNL059C
OG0001717	snap_masked-LGST01000023.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.68&CDS=1-1800	YNL061W
OG0001718	snap_masked-LGST01000023.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.51&CDS=1-1419	YNL062C
OG0001719	augustus_masked-LGST01000023.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-0.33&CDS=1-2208	YNL137C
OG0001720	snap_masked-LGST01000023.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.72&CDS=1-1695	YEL063C
OG0001721	snap_masked-LGST01000023.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.53&CDS=1-1830	YNL124W
OG0001722	snap_masked-LGST01000023.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.75&CDS=1-2796	YHR120W
OG0001723	snap_masked-LGST01000023.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-0.76&CDS=1-3162	YHR119W
OG0001724	snap_masked-LGST01000023.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.41&CDS=1-2964	YNL123W
OG0001725	augustus_masked-LGST01000023.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-1.89&CDS=1-3159	YCR017C
OG0001726	maker-LGST01000023.1-snap-gene-1.82-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-1.82&CDS=1-1095	YBR039W
OG0001727	augustus_masked-LGST01000023.1-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-1.105&CDS=1-3933	YER113C
OG0001728	snap_masked-LGST01000023.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.64&CDS=1-2772	YER114C
OG0001729	snap_masked-LGST01000023.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.66&CDS=1-1422	YML007W
OG0001730	snap_masked-LGST01000023.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.67&CDS=1-2325	YEL053C
OG0001731	maker-LGST01000023.1-snap-gene-1.83-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-1.83&CDS=1-3018	YDR325W
OG0001732	snap_masked-LGST01000023.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.48&CDS=1-1125	YML008C
OG0001733	snap_masked-LGST01000023.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.68&CDS=1-2205	YDR324C
OG0001734	snap_masked-LGST01000023.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.72&CDS=1-1416	YCL032W
OG0001735	snap_masked-LGST01000023.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.51&CDS=1-2085	YLR361C
OG0001736	snap_masked-LGST01000023.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.52&CDS=1-2121	YLR362W
OG0001737	snap_masked-LGST01000023.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.53&CDS=1-2382	YKL171W
OG0001738	snap_masked-LGST01000023.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.54&CDS=1-447	YFL017C
OG0001739	augustus_masked-LGST01000023.1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-1.116&CDS=1-282	YFL017W-A
OG0001740	snap_masked-LGST01000023.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.75&CDS=1-2583	YFL013C
OG0001741	snap_masked-LGST01000023.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.58&CDS=1-1812	YGR216C
OG0001742	snap_masked-LGST01000023.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.60&CDS=1-912	YMR099C
OG0001743	snap_masked-LGST01000023.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.61&CDS=1-1344	YKL004W
OG0001744	snap_masked-LGST01000023.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-1.79&CDS=1-360	YKL003C
OG0001745	snap_masked-LGST01000023.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.83&CDS=1-2967	YOL090W
OG0001746	snap_masked-LGST01000023.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.123&CDS=1-735	YPR167C
OG0001747	snap_masked-LGST01000023.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.85&CDS=1-672	YIL007C
OG0001748	snap_masked-LGST01000023.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.124&CDS=1-300	YIL008W
OG0001749	snap_masked-LGST01000023.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.86&CDS=1-1305	YEL002C
OG0001750	snap_masked-LGST01000023.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.87&CDS=1-366	YEL003W
OG0001751	snap_masked-LGST01000023.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.125&CDS=1-540	YMR009W
OG0001752	snap_masked-LGST01000023.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.88&CDS=1-1386	YNL317W
OG0001753	snap_masked-LGST01000023.1-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.127&CDS=1-2124	YOR017W
OG0001754	snap_masked-LGST01000023.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.129&CDS=1-1383	YPL063W
OG0001755	snap_masked-LGST01000023.1-processed-gene-2.130-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.130&CDS=1-822	YER026C
OG0001756	snap_masked-LGST01000023.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.132&CDS=1-597	YDL200C
OG0001757	snap_masked-LGST01000023.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.136&CDS=1-1128	YKL080W
OG0001758	augustus_masked-LGST01000023.1-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-2.171&CDS=1-1242	YKL082C
OG0001759	augustus_masked-LGST01000023.1-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-2.172&CDS=1-522	YPR028W
OG0001760	augustus_masked-LGST01000023.1-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-2.212&CDS=1-2460	YPR029C
OG0001761	snap_masked-LGST01000023.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.94&CDS=1-966	YPL064C
OG0001762	snap_masked-LGST01000023.1-processed-gene-2.139-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.139&CDS=1-345	YPR166C
OG0001763	snap_masked-LGST01000023.1-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.98&CDS=1-4584	YOR093C
OG0001764	snap_masked-LGST01000023.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.101&CDS=1-1092	YPL181W
OG0001765	snap_masked-LGST01000023.1-processed-gene-2.140-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.140&CDS=1-1893	YGL095C
OG0001766	augustus_masked-LGST01000023.1-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-2.216&CDS=1-4212	YLR389C
OG0001767	snap_masked-LGST01000023.1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.104&CDS=1-651	YLR390W-A
OG0001768	maker-LGST01000023.1-snap-gene-2.231-mRNA-1_1&gene=maker-LGST01000023.1-snap-gene-2.231&CDS=1-1923	YLR187W
OG0001769	snap_masked-LGST01000023.1-processed-gene-2.147-mRNA-1_1&gene=snap_masked-LGST01000023.1-processed-gene-2.147&CDS=1-273	YDR510W
OG0001770	augustus_masked-LGST01000023.1-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-LGST01000023.1-processed-gene-2.185&CDS=1-1683	YNL279W
