	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
OG0001758	augustus_masked-ari-_s297-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.48&CDS=1-264	YOR159C
OG0001759	augustus_masked-ari-_s297-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.22&CDS=1-9645	YDR457W
OG0001760	augustus_masked-ari-_s298-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s298-processed-gene-0.0&CDS=1-3393	YMR287C
OG0001761	augustus_masked-ari-_s299-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s299-processed-gene-0.4&CDS=1-1131	YLL057C
OG0001762	augustus_masked-ari-_s3-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.1&CDS=1-1674	YOR386W
OG0001763	snap_masked-ari-_s3-processed-gene-0.67-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-0.67&CDS=1-1149	YLR403W
OG0001764	augustus_masked-ari-_s3-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.3&CDS=1-1623	YLR133W
OG0001765	augustus_masked-ari-_s3-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.4&CDS=1-1131	YDR142C
OG0001766	augustus_masked-ari-_s3-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.5&CDS=1-2625	YLL032C
OG0001767	augustus_masked-ari-_s3-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.10&CDS=1-432	YFR033C
OG0001768	augustus_masked-ari-_s3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.13&CDS=1-4875	YLL048C
OG0001769	augustus_masked-ari-_s3-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.15&CDS=1-1611	YHL036W
OG0001770	augustus_masked-ari-_s3-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.28&CDS=1-1059	YMR166C
OG0001771	augustus_masked-ari-_s3-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.16&CDS=1-1269	YDL104C
OG0001772	augustus_masked-ari-_s3-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.29&CDS=1-1029	YDL105W
OG0001773	augustus_masked-ari-_s3-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.17&CDS=1-2118	YMR167W
OG0001774	augustus_masked-ari-_s3-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.18&CDS=1-2817	YGR198W
OG0001775	augustus_masked-ari-_s3-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.19&CDS=1-609	YJR014W
OG0001776	augustus_masked-ari-_s3-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.51&CDS=1-426	YBR167C
OG0001777	augustus_masked-ari-_s3-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.52&CDS=1-528	YLR009W
OG0001778	augustus_masked-ari-_s3-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.47&CDS=1-462	YLR008C
OG0001779	augustus_masked-ari-_s3-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.70&CDS=1-423	YGR203W
OG0001780	augustus_masked-ari-_s3-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.53&CDS=1-1287	YGR202C
OG0001781	augustus_masked-ari-_s3-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.54&CDS=1-1182	YLL006W
OG0001782	snap_masked-ari-_s3-processed-gene-1.122-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-1.122&CDS=1-759	YGR262C
OG0001783	augustus_masked-ari-_s3-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.55&CDS=1-2547	YGL227W
OG0001784	maker-ari-_s3-augustus-gene-1.142-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-1.142&CDS=1-1782	YGR062C
OG0001785	augustus_masked-ari-_s3-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.56&CDS=1-336	YGR063C
OG0001786	maker-ari-_s3-snap-gene-1.91-mRNA-1_1&gene=maker-ari-_s3-snap-gene-1.91&CDS=1-5571	YGR270W
OG0001787	augustus_masked-ari-_s3-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.74&CDS=1-753	YGR172C
OG0001788	augustus_masked-ari-_s3-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.57&CDS=1-4980	YGR170W
OG0001789	augustus_masked-ari-_s3-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.75&CDS=1-2244	YGR264C
OG0001790	augustus_masked-ari-_s3-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.58&CDS=1-1449	YMR293C
OG0001791	augustus_masked-ari-_s3-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.76&CDS=1-831	YGR267C
OG0001792	augustus_masked-ari-_s3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.77&CDS=1-3558	YDR293C
OG0001793	augustus_masked-ari-_s3-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.78&CDS=1-1410	YJR006W
OG0001794	augustus_masked-ari-_s3-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.79&CDS=1-2844	YLR014C
OG0001795	augustus_masked-ari-_s3-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.80&CDS=1-2070	YGR266W
OG0001796	augustus_masked-ari-_s3-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.61&CDS=1-1485	YLR015W
OG0001797	maker-ari-_s3-snap-gene-1.92-mRNA-1_1&gene=maker-ari-_s3-snap-gene-1.92&CDS=1-432	YMR292W
OG0001798	augustus_masked-ari-_s3-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.66&CDS=1-714	YGR268C
OG0001799	augustus_masked-ari-_s3-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.84&CDS=1-1770	YHR037W
OG0001800	snap_masked-ari-_s3-processed-gene-1.137-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-1.137&CDS=1-1095	YMR294W
OG0001801	augustus_masked-ari-_s3-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.69&CDS=1-477	YJL011C
OG0001802	maker-ari-_s3-augustus-gene-2.3-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.3&CDS=1-3366	YMR154C
OG0001803	augustus_masked-ari-_s3-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.56&CDS=1-1563	YDL106C
OG0001804	genemark-ari-_s3-processed-gene-2.12-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-2.12&CDS=1-1230	YDL107W
OG0001805	augustus_masked-ari-_s3-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.77&CDS=1-2481	YER157W
OG0001806	augustus_masked-ari-_s3-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.58&CDS=1-1761	YIL150C
OG0001807	augustus_masked-ari-_s3-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.60&CDS=1-1008	YER156C
OG0001808	augustus_masked-ari-_s3-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.61&CDS=1-1002	YGL225W
OG0001809	augustus_masked-ari-_s3-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.62&CDS=1-2955	YGL238W
OG0001810	snap_masked-ari-_s3-processed-gene-2.133-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-2.133&CDS=1-711	YGL237C
OG0001811	augustus_masked-ari-_s3-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.80&CDS=1-870	YLR003C
OG0001812	augustus_masked-ari-_s3-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.64&CDS=1-2019	YGL236C
OG0001813	augustus_masked-ari-_s3-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.82&CDS=1-711	YFR027W
OG0001814	augustus_masked-ari-_s3-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.66&CDS=1-894	YFR047C
OG0001815	augustus_masked-ari-_s3-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.83&CDS=1-897	YGL240W
OG0001816	augustus_masked-ari-_s3-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.85&CDS=1-2277	YJL101C
OG0001817	augustus_masked-ari-_s3-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.86&CDS=1-2379	YGL234W
OG0001818	augustus_masked-ari-_s3-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.87&CDS=1-1101	YMR024W
OG0001819	maker-ari-_s3-augustus-gene-2.1-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.1&CDS=1-1287	YDR354W
OG0001820	augustus_masked-ari-_s3-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.89&CDS=1-744	YDR412W
OG0001821	snap_masked-ari-_s3-processed-gene-2.121-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-2.121&CDS=1-627	YHR081W
OG0001822	augustus_masked-ari-_s3-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.90&CDS=1-3426	YHR079C
OG0001823	maker-ari-_s3-augustus-gene-2.2-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.2&CDS=1-1773	YDR328C
OG0001824	augustus_masked-ari-_s3-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.93&CDS=1-1410	YDR330W
OG0001825	augustus_masked-ari-_s3-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.73&CDS=1-2625	YDR028C
OG0001826	augustus_masked-ari-_s3-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.74&CDS=1-894	YPL162C
OG0001827	augustus_masked-ari-_s3-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.75&CDS=1-3351	YDR027C
OG0001828	augustus_masked-ari-_s3-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.94&CDS=1-1197	YPR118W
OG0001829	augustus_masked-ari-_s3-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.95&CDS=1-1362	YMR026C
OG0001830	augustus_masked-ari-_s3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.7&CDS=1-1308	YIL033C
OG0001831	maker-ari-_s3-augustus-gene-3.4-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-3.4&CDS=1-5256	YNL014W
OG0001832	augustus_masked-ari-_s3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.33&CDS=1-525	YCR046C
OG0001833	augustus_masked-ari-_s3-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.34&CDS=1-804	YCR047C
OG0001834	augustus_masked-ari-_s3-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.36&CDS=1-690	YNR020C
OG0001835	augustus_masked-ari-_s3-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.13&CDS=1-639	YCR051W
OG0001836	genemark-ari-_s3-processed-gene-3.65-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-3.65&CDS=1-1044	YNR021W
OG0001837	augustus_masked-ari-_s3-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.15&CDS=1-1023	YHR040W
OG0001838	augustus_masked-ari-_s3-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.16&CDS=1-672	YOR319W
OG0001839	augustus_masked-ari-_s3-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.17&CDS=1-1431	YNR023W
OG0001840	augustus_masked-ari-_s3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.18&CDS=1-1734	YLL028W
OG0001841	augustus_masked-ari-_s3-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.19&CDS=1-771	YNL312W
OG0001842	augustus_masked-ari-_s3-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.20&CDS=1-723	YNL010W
OG0001843	augustus_masked-ari-_s3-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.42&CDS=1-336	YGL070C
OG0001844	augustus_masked-ari-_s3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.21&CDS=1-513	YGL068W
OG0001845	genemark-ari-_s3-processed-gene-3.74-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-3.74&CDS=1-738	YKL206C
OG0001846	augustus_masked-ari-_s3-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.44&CDS=1-1983	YDL178W
OG0001847	augustus_masked-ari-_s3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.26&CDS=1-2946	YOR022C
OG0001848	augustus_masked-ari-_s3-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.45&CDS=1-618	YOR021C
OG0001849	augustus_masked-ari-_s3-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.27&CDS=1-681	YDR408C
OG0001850	augustus_masked-ari-_s3-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.49&CDS=1-1095	YOR136W
OG0001851	augustus_masked-ari-_s3-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.50&CDS=1-1134	YDL168W
OG0001852	augustus_masked-ari-_s3-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.52&CDS=1-807	YOR157C
OG0001853	augustus_masked-ari-_s3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.28&CDS=1-3960	YDR407C
OG0001854	augustus_masked-ari-_s3-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.53&CDS=1-315	YMR244C-A
OG0001855	augustus_masked-ari-_s3-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.29&CDS=1-1137	YDR321W
OG0001856	augustus_masked-ari-_s3-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-3.54&CDS=1-2091	YOR317W
OG0001857	snap_masked-ari-_s3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.21&CDS=1-2028	YMR108W
OG0001858	augustus_masked-ari-_s3-processed-gene-4.217-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.217&CDS=1-1122	YDR282C
OG0001859	augustus_masked-ari-_s3-processed-gene-4.214-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.214&CDS=1-2046	YKL104C
OG0001860	maker-ari-_s3-snap-gene-4.14-mRNA-1_1&gene=maker-ari-_s3-snap-gene-4.14&CDS=1-219	YIL156W-B
OG0001861	augustus_masked-ari-_s3-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.219&CDS=1-1266	YER020W
OG0001862	augustus_masked-ari-_s3-processed-gene-4.262-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.262&CDS=1-1827	YML017W
OG0001863	snap_masked-ari-_s3-processed-gene-4.74-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.74&CDS=1-1137	YHR068W
OG0001864	augustus_masked-ari-_s3-processed-gene-4.265-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.265&CDS=1-1380	YML007W
OG0001865	snap_masked-ari-_s3-processed-gene-4.77-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.77&CDS=1-2313	YEL053C
OG0001866	augustus_masked-ari-_s3-processed-gene-4.220-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.220&CDS=1-3453	YDR325W
OG0001867	augustus_masked-ari-_s3-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.221&CDS=1-1125	YML008C
OG0001868	maker-ari-_s3-augustus-gene-4.6-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.6&CDS=1-3222	YDR324C
OG0001869	augustus_masked-ari-_s3-processed-gene-4.270-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.270&CDS=1-1347	YCL032W
OG0001870	augustus_masked-ari-_s3-processed-gene-4.225-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.225&CDS=1-4302	YLR362W
OG0001871	augustus_masked-ari-_s3-processed-gene-4.226-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.226&CDS=1-453	YFL017C
OG0001872	genemark-ari-_s3-processed-gene-4.182-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-4.182&CDS=1-222	YFL017W-A
OG0001873	augustus_masked-ari-_s3-processed-gene-4.271-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.271&CDS=1-2553	YFL013C
OG0001874	augustus_masked-ari-_s3-processed-gene-4.228-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.228&CDS=1-1710	YJL163C
OG0001875	augustus_masked-ari-_s3-processed-gene-4.230-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.230&CDS=1-1845	YGR216C
OG0001876	augustus_masked-ari-_s3-processed-gene-4.273-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.273&CDS=1-1155	YLR328W
OG0001877	augustus_masked-ari-_s3-processed-gene-4.233-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.233&CDS=1-909	YMR099C
OG0001878	augustus_masked-ari-_s3-processed-gene-4.234-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.234&CDS=1-1410	YKL004W
OG0001879	augustus_masked-ari-_s3-processed-gene-4.274-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.274&CDS=1-360	YKL003C
OG0001880	augustus_masked-ari-_s3-processed-gene-4.235-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.235&CDS=1-2970	YOL090W
OG0001881	augustus_masked-ari-_s3-processed-gene-4.276-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.276&CDS=1-738	YPR167C
OG0001882	augustus_masked-ari-_s3-processed-gene-4.236-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.236&CDS=1-669	YIL007C
OG0001883	augustus_masked-ari-_s3-processed-gene-4.277-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.277&CDS=1-300	YIL008W
OG0001884	augustus_masked-ari-_s3-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.238&CDS=1-366	YEL003W
OG0001885	augustus_masked-ari-_s3-processed-gene-4.278-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.278&CDS=1-537	YMR009W
OG0001886	augustus_masked-ari-_s3-processed-gene-4.239-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.239&CDS=1-1419	YNL317W
OG0001887	augustus_masked-ari-_s3-processed-gene-4.279-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.279&CDS=1-882	YOL136C
OG0001888	augustus_masked-ari-_s3-processed-gene-4.280-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.280&CDS=1-2175	YOR017W
OG0001889	augustus_masked-ari-_s3-processed-gene-4.282-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.282&CDS=1-1392	YPL063W
OG0001890	maker-ari-_s3-augustus-gene-4.9-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.9&CDS=1-3195	YER026C
OG0001891	augustus_masked-ari-_s3-processed-gene-4.285-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.285&CDS=1-1119	YKL080W
OG0001892	augustus_masked-ari-_s3-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.242&CDS=1-1773	YPR028W
OG0001893	augustus_masked-ari-_s3-processed-gene-4.286-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.286&CDS=1-2430	YPR029C
OG0001894	augustus_masked-ari-_s3-processed-gene-4.243-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.243&CDS=1-804	YPL064C
OG0001895	augustus_masked-ari-_s3-processed-gene-4.288-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.288&CDS=1-345	YPR166C
OG0001896	snap_masked-ari-_s3-processed-gene-4.53-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.53&CDS=1-300	YOL108C
OG0001897	augustus_masked-ari-_s3-processed-gene-4.246-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.246&CDS=1-4515	YOR093C
OG0001898	augustus_masked-ari-_s3-processed-gene-4.249-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.249&CDS=1-1341	YML126C
OG0001899	maker-ari-_s3-augustus-gene-4.2-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-4.2&CDS=1-1344	YML085C
OG0001900	augustus_masked-ari-_s3-processed-gene-4.251-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.251&CDS=1-921	YML125C
OG0001901	augustus_masked-ari-_s3-processed-gene-4.289-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.289&CDS=1-3918	YMR012W
OG0001902	augustus_masked-ari-_s3-processed-gene-4.254-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.254&CDS=1-1920	YML088W
OG0001903	augustus_masked-ari-_s3-processed-gene-4.256-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.256&CDS=1-2808	YNL287W
OG0001904	augustus_masked-ari-_s3-processed-gene-4.291-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.291&CDS=1-855	YPR079W
OG0001905	augustus_masked-ari-_s3-processed-gene-4.257-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.257&CDS=1-2463	YPR089W
OG0001906	augustus_masked-ari-_s3-processed-gene-4.292-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.292&CDS=1-306	YBR268W
OG0001907	augustus_masked-ari-_s3-processed-gene-4.293-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.293&CDS=1-249	YMR194C-B
OG0001908	snap_masked-ari-_s3-processed-gene-4.108-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-4.108&CDS=1-1044	YLR283W
OG0001909	augustus_masked-ari-_s3-processed-gene-4.260-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.260&CDS=1-2241	YOR112W
OG0001910	augustus_masked-ari-_s3-processed-gene-4.295-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.295&CDS=1-2490	YIL130W
OG0001911	augustus_masked-ari-_s3-processed-gene-4.261-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.261&CDS=1-2778	YNL240C
OG0001912	augustus_masked-ari-_s3-processed-gene-4.296-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.296&CDS=1-1623	YKR051W
OG0001913	augustus_masked-ari-_s3-processed-gene-4.298-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-4.298&CDS=1-1893	YOL060C
OG0001914	augustus_masked-ari-_s300-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.10&CDS=1-3099	YLL031C
OG0001915	genemark-ari-_s300-processed-gene-0.5-mRNA-1_1&gene=genemark-ari-_s300-processed-gene-0.5&CDS=1-2199	YHR205W
OG0001916	augustus_masked-ari-_s300-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.9&CDS=1-228	YPL183W-A
OG0001917	augustus_masked-ari-_s300-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s300-processed-gene-0.14&CDS=1-3603	YGL094C
OG0001918	augustus_masked-ari-_s301-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.3&CDS=1-1068	YLR420W
OG0001919	augustus_masked-ari-_s301-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.1&CDS=1-429	YPR082C
OG0001920	augustus_masked-ari-_s301-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.5&CDS=1-627	YLR178C
OG0001921	augustus_masked-ari-_s301-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s301-processed-gene-0.6&CDS=1-1206	YOR358W
OG0001922	snap_masked-ari-_s304-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ari-_s304-processed-gene-0.18&CDS=1-1284	YJR050W
OG0001923	augustus_masked-ari-_s304-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.2&CDS=1-4587	YPL242C
OG0001924	augustus_masked-ari-_s304-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.6&CDS=1-2454	YLR429W
OG0001925	augustus_masked-ari-_s304-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s304-processed-gene-0.8&CDS=1-2793	YNR008W
