	Candida_homilentoma	Saccharomyces_cerevisiae
OG0001422	-processed-gene-8.87-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-8.87&CDS=1-519	YKL069W
OG0001423	-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-8.106&CDS=1-2151	YOL063C
OG0001424	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.0&CDS=1-1602	YLR286C
OG0001425	-processed-gene-9.1-mRNA-1_1&gene=genemark-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.1&CDS=1-1560	YKL089W
OG0001426	-processed-gene-9.46-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.46&CDS=1-696	YKL009W
OG0001427	-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.80&CDS=1-1947	YDR129C
OG0001428	-processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.45&CDS=1-3297	YLR148W
OG0001429	-processed-gene-9.49-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.49&CDS=1-2496	YCL054W
OG0001430	-processed-gene-9.51-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.51&CDS=1-378	YDR529C
OG0001431	-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.94&CDS=1-879	YLR348C
OG0001432	-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.95&CDS=1-1515	YFL055W
OG0001433	-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.97&CDS=1-210	YCL005W-A
OG0001434	-processed-gene-9.53-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.53&CDS=1-1437	YLR175W
OG0001435	-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.86&CDS=1-1248	YBL019W
OG0001436	-processed-gene-9.64-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.64&CDS=1-738	YER148W
OG0001437	-snap-gene-9.37-mRNA-1_1&gene=maker-gi|1002316228|dbj|BCGB01000005.1|-snap-gene-9.37&CDS=1-456	YFR011C
OG0001438	-processed-gene-9.67-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.67&CDS=1-1464	YFR010W
OG0001439	-processed-gene-9.69-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.69&CDS=1-1824	YIL001W
OG0001440	-processed-gene-9.71-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.71&CDS=1-408	YBR269C
OG0001441	-processed-gene-9.57-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.57&CDS=1-1110	YNL286W
OG0001442	-processed-gene-9.73-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.73&CDS=1-1335	YDR030C
OG0001443	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.59&CDS=1-1377	YDR023W
OG0001444	-processed-gene-9.62-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.62&CDS=1-573	YPL193W
OG0001445	-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-9.113&CDS=1-5160	YJL074C
OG0001446	-processed-gene-10.53-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.53&CDS=1-2124	YIL108W
OG0001447	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.57&CDS=1-543	YGL079W
OG0001448	-processed-gene-10.55-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.55&CDS=1-3273	YPL195W
OG0001449	-processed-gene-10.58-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.58&CDS=1-876	YDL052C
OG0001450	-processed-gene-10.56-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.56&CDS=1-1812	YMR013C
OG0001451	-processed-gene-10.61-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.61&CDS=1-345	YGL080W
OG0001452	-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.9&CDS=1-687	YIR030C
OG0001453	-processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.62&CDS=1-888	YPL196W
OG0001454	-processed-gene-10.83-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.83&CDS=1-1836	YGL125W
OG0001455	-processed-gene-10.84-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.84&CDS=1-4365	YOR336W
OG0001456	-processed-gene-10.64-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.64&CDS=1-2856	YGR047C
OG0001457	-processed-gene-10.65-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.65&CDS=1-516	YAL033W
OG0001458	-processed-gene-10.66-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.66&CDS=1-1548	YPL214C
OG0001459	-processed-gene-10.67-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.67&CDS=1-1137	YHR134W
OG0001460	-snap-gene-10.166-mRNA-1_1&gene=maker-gi|1002316228|dbj|BCGB01000005.1|-snap-gene-10.166&CDS=1-462	YDL219W
OG0001461	-processed-gene-10.91-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.91&CDS=1-1404	YHR132C
OG0001462	-augustus-gene-10.107-mRNA-1_1&gene=maker-gi|1002316228|dbj|BCGB01000005.1|-augustus-gene-10.107&CDS=1-1278	YHR140W
OG0001463	-augustus-gene-10.108-mRNA-1_1&gene=maker-gi|1002316228|dbj|BCGB01000005.1|-augustus-gene-10.108&CDS=1-429	YGL106W
OG0001464	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.74&CDS=1-3279	YOL034W
OG0001465	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.94&CDS=1-1560	YOL033W
OG0001466	-processed-gene-10.76-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.76&CDS=1-1068	YJL066C
OG0001467	-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.24&CDS=1-420	YJR044C
OG0001468	-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.44&CDS=1-804	YAL014C
OG0001469	-processed-gene-10.77-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.77&CDS=1-684	YJL055W
OG0001470	-processed-gene-10.97-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.97&CDS=1-789	YNL036W
OG0001471	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.98&CDS=1-1590	YIL099W
OG0001472	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.79&CDS=1-372	YIL027C
OG0001473	-processed-gene-10.100-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.100&CDS=1-1002	YGR163W
OG0001474	-processed-gene-10.101-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.101&CDS=1-1647	YLL018C
OG0001475	-processed-gene-10.102-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-10.102&CDS=1-804	YGL050W
OG0001476	-processed-gene-11.89-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.89&CDS=1-903	YJL053W
OG0001477	-processed-gene-11.93-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.93&CDS=1-1143	YJR032W
OG0001478	-processed-gene-11.132-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.132&CDS=1-1146	YNL084C
OG0001479	-processed-gene-11.133-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.133&CDS=1-1647	YLR196W
OG0001480	-processed-gene-11.134-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.134&CDS=1-1311	YLR195C
OG0001481	-processed-gene-11.96-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.96&CDS=1-1218	YLR097C
OG0001482	-processed-gene-11.97-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.97&CDS=1-2508	YMR309C
OG0001483	-processed-gene-11.98-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.98&CDS=1-1122	YGL211W
OG0001484	-processed-gene-11.211-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.211&CDS=1-954	YGR060W
OG0001485	-processed-gene-11.212-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.212&CDS=1-1275	YOR303W
OG0001486	-processed-gene-11.214-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.214&CDS=1-1335	YKL059C
OG0001487	-processed-gene-11.215-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.215&CDS=1-1119	YMR028W
OG0001488	-processed-gene-11.100-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.100&CDS=1-363	YKL058W
OG0001489	-processed-gene-11.141-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.141&CDS=1-1350	YMR027W
OG0001490	-processed-gene-11.143-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.143&CDS=1-2088	YKL054C
OG0001491	-processed-gene-11.144-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.144&CDS=1-2127	YBR094W
OG0001492	-processed-gene-11.101-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.101&CDS=1-339	YBR091C
OG0001493	-processed-gene-11.145-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.145&CDS=1-1074	YKL060C
OG0001494	-augustus-gene-11.79-mRNA-1_1&gene=maker-gi|1002316228|dbj|BCGB01000005.1|-augustus-gene-11.79&CDS=1-1647	YPR051W
OG0001495	-processed-gene-11.104-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.104&CDS=1-777	YBR088C
OG0001496	-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.222&CDS=1-858	YOR065W
OG0001497	-processed-gene-11.223-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.223&CDS=1-1233	YPR085C
OG0001498	-processed-gene-11.149-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.149&CDS=1-2976	YDR166C
OG0001499	-processed-gene-11.150-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.150&CDS=1-2175	YDR026C
OG0001500	-processed-gene-11.109-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.109&CDS=1-6465	YJL207C
OG0001501	-processed-gene-11.226-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.226&CDS=1-600	YKL001C
OG0001502	-processed-gene-11.186-mRNA-1_1&gene=augustus_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.186&CDS=1-354	YKL003C
OG0001503	-processed-gene-11.151-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.151&CDS=1-1578	YKL004W
OG0001504	-processed-gene-11.152-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.152&CDS=1-906	YMR099C
OG0001505	-processed-gene-11.115-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.115&CDS=1-3123	YLR001C
OG0001506	-processed-gene-11.154-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.154&CDS=1-651	YKL070W
OG0001507	-processed-gene-11.157-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.157&CDS=1-1659	YOR067C
OG0001508	-processed-gene-11.158-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.158&CDS=1-1818	YOL152W
OG0001509	-processed-gene-11.161-mRNA-1_1&gene=snap_masked-gi|1002316228|dbj|BCGB01000005.1|-processed-gene-11.161&CDS=1-1020	YJR154W
OG0001510	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.54&CDS=1-2076	YDR323C
OG0001511	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.88&CDS=1-273	YDR322C-A
OG0001512	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.76&CDS=1-1167	YHR076W
OG0001513	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.55&CDS=1-3060	YHR077C
OG0001514	-processed-gene-0.56-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.56&CDS=1-1095	YDR322W
OG0001515	-snap-gene-0.35-mRNA-1_1&gene=maker-gi|1002316229|dbj|BCGB01000004.1|-snap-gene-0.35&CDS=1-432	YHR051W
OG0001516	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.59&CDS=1-2526	YOR035C
OG0001517	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.45&CDS=1-951	YHR090C
OG0001518	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.60&CDS=1-957	YCL044C
OG0001519	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.61&CDS=1-2856	YHR098C
OG0001520	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.62&CDS=1-4335	YIR006C
OG0001521	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.98&CDS=1-2274	YML035C
OG0001522	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.66&CDS=1-1161	YLR113W
OG0001523	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.50&CDS=1-681	YMR077C
OG0001524	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.68&CDS=1-1023	YGL040C
OG0001525	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.70&CDS=1-2262	YJL041W
OG0001526	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-0.71&CDS=1-744	YKL152C
OG0001527	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.44&CDS=1-696	YKL159C
OG0001528	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.45&CDS=1-1212	YHR052W
OG0001529	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.50&CDS=1-1458	YMR065W
OG0001530	-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.4&CDS=1-1080	YOL064C
OG0001531	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.52&CDS=1-1557	YPL097W
OG0001532	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.53&CDS=1-2445	YKL078W
OG0001533	-processed-gene-1.67-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.67&CDS=1-1083	YPL096W
OG0001534	-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.10&CDS=1-741	YGL011C
OG0001535	-snap-gene-1.92-mRNA-1_1&gene=maker-gi|1002316229|dbj|BCGB01000004.1|-snap-gene-1.92&CDS=1-5373	YGL012W
OG0001536	-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.27&CDS=1-1989	YIL067C
OG0001537	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.75&CDS=1-1257	YDR473C
OG0001538	-processed-gene-1.55-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.55&CDS=1-9840	YDR457W
OG0001539	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.76&CDS=1-747	YBR096W
OG0001540	-processed-gene-1.78-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.78&CDS=1-951	YLR372W
OG0001541	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.56&CDS=1-525	YLR370C
OG0001542	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.57&CDS=1-654	YDR410C
OG0001543	-processed-gene-1.58-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.58&CDS=1-909	YMR241W
OG0001544	-processed-gene-1.59-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.59&CDS=1-2004	YDR456W
OG0001545	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.39&CDS=1-1932	YML031W
OG0001546	-processed-gene-1.85-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.85&CDS=1-897	YOR158W
OG0001547	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.41&CDS=1-1737	YDR386W
OG0001548	-processed-gene-1.60-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.60&CDS=1-261	YOR159C
OG0001549	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.62&CDS=1-1218	YML032C
OG0001550	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.63&CDS=1-1263	YPR066W
OG0001551	-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.42&CDS=1-1320	YGR110W
OG0001552	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-1.65&CDS=1-1446	YBR288C
OG0001553	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.5&CDS=1-1248	YOL058W
OG0001554	-processed-gene-2.7-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.7&CDS=1-1689	YER051W
OG0001555	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.50&CDS=1-1245	YIL042C
OG0001556	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.10&CDS=1-1782	YDL146W
OG0001557	-processed-gene-2.25-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.25&CDS=1-3573	YGR233C
OG0001558	-processed-gene-2.26-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.26&CDS=1-624	YDR002W
OG0001559	-processed-gene-2.27-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.27&CDS=1-3228	YGR218W
OG0001560	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.12&CDS=1-1413	YBR003W
OG0001561	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.29&CDS=1-825	YGR220C
OG0001562	-processed-gene-2.30-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.30&CDS=1-651	YHR147C
OG0001563	-processed-gene-2.13-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.13&CDS=1-549	YHR148W
OG0001564	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.14&CDS=1-672	YMR069W
OG0001565	-processed-gene-2.34-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.34&CDS=1-6354	YPL085W
OG0001566	-processed-gene-2.15-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.15&CDS=1-1320	YBR182C
OG0001567	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.18&CDS=1-1155	YHR004C
OG0001568	-processed-gene-2.37-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.37&CDS=1-993	YKL085W
OG0001569	-processed-gene-2.21-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.21&CDS=1-459	YDR512C
OG0001570	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.38&CDS=1-657	YIL118W
OG0001571	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.22&CDS=1-1926	YDR398W
OG0001572	-processed-gene-2.23-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.23&CDS=1-1707	YOR149C
OG0001573	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.39&CDS=1-1251	YDR394W
OG0001574	-processed-gene-2.40-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.40&CDS=1-1308	YDR393W
OG0001575	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.24&CDS=1-945	YJL145W
OG0001576	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-2.83&CDS=1-2880	YOR005C
OG0001577	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.36&CDS=1-1275	YJL026W
OG0001578	-processed-gene-3.37-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.37&CDS=1-993	YOR006C
OG0001579	-processed-gene-3.39-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.39&CDS=1-3621	YML002W
OG0001580	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.74&CDS=1-1065	YOR007C
OG0001581	-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.75&CDS=1-972	YHL022C
OG0001582	-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.76&CDS=1-4257	YBR011C
OG0001583	-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.90&CDS=1-4653	YCL001W
OG0001584	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.78&CDS=1-4245	YLR419W
OG0001585	-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.80&CDS=1-1710	YDR145W
OG0001586	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.54&CDS=1-2187	YLR127C
OG0001587	-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.81&CDS=1-807	YLR128W
OG0001588	-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.93&CDS=1-1116	YDR088C
OG0001589	-processed-gene-3.57-mRNA-1_1&gene=snap_masked-gi|1002316229|dbj|BCGB01000004.1|-processed-gene-3.57&CDS=1-846	YDR087C
