	Ogataea_polymorpha	Saccharomyces_cerevisiae
OG0001216	genemark-scaffold_2-processed-gene-14.176-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.176&CDS=1-810	YDR116C
OG0001217	augustus_masked-scaffold_2-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.102&CDS=1-1248	YOR274W
OG0001218	genemark-scaffold_2-processed-gene-14.167-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.167&CDS=1-1146	YHL004W
OG0001219	snap_masked-scaffold_2-processed-gene-14.47-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.47&CDS=1-1200	YHL002W
OG0001220	maker-scaffold_2-augustus-gene-14.88-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.88&CDS=1-2181	YNL072W
OG0001221	maker-scaffold_2-augustus-gene-14.83-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.83&CDS=1-3015	YJL154C
OG0001222	genemark-scaffold_2-processed-gene-14.219-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.219&CDS=1-870	YDL065C
OG0001223	snap_masked-scaffold_2-processed-gene-14.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.18&CDS=1-486	YDL064W
OG0001224	augustus_masked-scaffold_2-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.144&CDS=1-4173	YLR397C
OG0001225	maker-scaffold_2-augustus-gene-14.90-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.90&CDS=1-1890	YER004W
OG0001226	augustus_masked-scaffold_2-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.119&CDS=1-3288	YDL060W
OG0001227	augustus_masked-scaffold_2-processed-gene-14.146-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.146&CDS=1-3105	YLR386W
OG0001228	genemark-scaffold_2-processed-gene-14.227-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.227&CDS=1-777	YHR200W
OG0001229	genemark-scaffold_2-processed-gene-14.228-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.228&CDS=1-5664	YJR137C
OG0001230	genemark-scaffold_2-processed-gene-14.230-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.230&CDS=1-360	YNL111C
OG0001231	augustus_masked-scaffold_2-processed-gene-14.122-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.122&CDS=1-4617	YNL071W
OG0001232	genemark-scaffold_2-processed-gene-14.200-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.200&CDS=1-3240	YLR389C
OG0001233	genemark-scaffold_2-processed-gene-14.202-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.202&CDS=1-1476	YLR345W
OG0001234	maker-scaffold_2-snap-gene-14.101-mRNA-1_1&gene=maker-scaffold_2-snap-gene-14.101&CDS=1-1068	YMR234W
OG0001235	genemark-scaffold_3-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.71&CDS=1-1905	YPL093W
OG0001236	augustus_masked-scaffold_3-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.128&CDS=1-1551	YPL050C
OG0001237	augustus_masked-scaffold_3-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.115&CDS=1-3972	YER176W
OG0001238	genemark-scaffold_3-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.95&CDS=1-2169	YKL078W
OG0001239	augustus_masked-scaffold_3-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.116&CDS=1-2169	YJL002C
OG0001240	augustus_masked-scaffold_3-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.131&CDS=1-2325	YIL160C
OG0001241	maker-scaffold_3-augustus-gene-0.58-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.58&CDS=1-2811	YDR536W
OG0001242	genemark-scaffold_3-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.99&CDS=1-1353	YBR110W
OG0001243	maker-scaffold_3-snap-gene-0.50-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.50&CDS=1-5193	YDR127W
OG0001244	maker-scaffold_3-snap-gene-0.54-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.54&CDS=1-222	YBL029C-A
OG0001245	genemark-scaffold_3-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.100&CDS=1-1776	YLR396C
OG0001246	genemark-scaffold_3-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.101&CDS=1-183	YDL067C
OG0001247	genemark-scaffold_3-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.81&CDS=1-231	YLR395C
OG0001248	augustus_masked-scaffold_3-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.120&CDS=1-2508	YMR001C
OG0001249	genemark-scaffold_3-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.103&CDS=1-369	YOL005C
OG0001250	snap_masked-scaffold_3-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.24&CDS=1-4029	YOL004W
OG0001251	maker-scaffold_3-snap-gene-0.57-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.57&CDS=1-1077	YOL003C
OG0001252	genemark-scaffold_3-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.105&CDS=1-489	YPL252C
OG0001253	snap_masked-scaffold_3-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.26&CDS=1-636	YMR197C
OG0001254	genemark-scaffold_3-processed-gene-1.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.3&CDS=1-3096	YMR196W
OG0001255	genemark-scaffold_3-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.4&CDS=1-3099	YHR079C
OG0001256	genemark-scaffold_3-processed-gene-1.2-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.2&CDS=1-765	YML105C
OG0001257	genemark-scaffold_3-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.36&CDS=1-1119	YMR272C
OG0001258	snap_masked-scaffold_3-processed-gene-1.132-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.132&CDS=1-1431	YHR024C
OG0001259	snap_masked-scaffold_3-processed-gene-1.156-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.156&CDS=1-642	YER002W
OG0001260	genemark-scaffold_3-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.38&CDS=1-501	YIL004C
OG0001261	genemark-scaffold_3-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.9&CDS=1-528	YIR022W
OG0001262	genemark-scaffold_3-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.39&CDS=1-1374	YKL012W
OG0001263	genemark-scaffold_3-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.10&CDS=1-507	YKL013C
OG0001264	genemark-scaffold_3-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.40&CDS=1-2376	YIR007W
OG0001265	augustus_masked-scaffold_3-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.96&CDS=1-1314	YER021W
OG0001266	genemark-scaffold_3-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.12&CDS=1-651	YPL002C
OG0001267	genemark-scaffold_3-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.13&CDS=1-1515	YCR098C
OG0001268	augustus_masked-scaffold_3-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.76&CDS=1-6669	YJL042W
OG0001269	augustus_masked-scaffold_3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.77&CDS=1-1542	YOL070C
OG0001270	genemark-scaffold_3-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.19&CDS=1-2646	YLR148W
OG0001271	snap_masked-scaffold_3-processed-gene-1.164-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.164&CDS=1-2202	YPL029W
OG0001272	snap_masked-scaffold_3-processed-gene-1.142-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.142&CDS=1-537	YDR248C
OG0001273	genemark-scaffold_3-processed-gene-1.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.46&CDS=1-1233	YPL042C
OG0001274	augustus_masked-scaffold_3-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.101&CDS=1-1647	YMR009W
OG0001275	genemark-scaffold_3-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.27&CDS=1-1053	YBR007C
OG0001276	genemark-scaffold_3-processed-gene-1.54-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.54&CDS=1-1446	YDR228C
OG0001277	genemark-scaffold_3-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.28&CDS=1-636	YOR232W
OG0001278	genemark-scaffold_3-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.29&CDS=1-1524	YLR337C
OG0001279	snap_masked-scaffold_3-processed-gene-1.173-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.173&CDS=1-2934	YEL032W
OG0001280	genemark-scaffold_3-processed-gene-1.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.30&CDS=1-2388	YPL141C
OG0001281	augustus_masked-scaffold_3-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.109&CDS=1-2442	YCR072C
OG0001282	genemark-scaffold_3-processed-gene-1.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.62&CDS=1-2325	YJL092W
OG0001283	snap_masked-scaffold_3-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.32&CDS=1-264	YGL220W
OG0001284	augustus_masked-scaffold_3-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.143&CDS=1-2835	YGL221C
OG0001285	genemark-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.111&CDS=1-1410	YNL294C
OG0001286	genemark-scaffold_3-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.85&CDS=1-1545	YNL293W
OG0001287	genemark-scaffold_3-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.86&CDS=1-537	YOL111C
OG0001288	augustus_masked-scaffold_3-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.145&CDS=1-2721	YDL035C
OG0001289	augustus_masked-scaffold_3-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.164&CDS=1-3174	YJL111W
OG0001290	augustus_masked-scaffold_3-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.165&CDS=1-2979	YKR038C
OG0001291	augustus_masked-scaffold_3-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.166&CDS=1-3090	YDR325W
OG0001292	augustus_masked-scaffold_3-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.146&CDS=1-4380	YML049C
OG0001293	genemark-scaffold_3-processed-gene-2.118-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.118&CDS=1-2028	YPR074C
OG0001294	genemark-scaffold_3-processed-gene-2.119-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.119&CDS=1-918	YCR036W
OG0001295	augustus_masked-scaffold_3-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.148&CDS=1-3168	YLR187W
OG0001296	snap_masked-scaffold_3-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.43&CDS=1-1935	YLR182W
OG0001297	snap_masked-scaffold_3-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.17&CDS=1-1005	YLR181C
OG0001298	genemark-scaffold_3-processed-gene-2.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.95&CDS=1-1326	YEL064C
OG0001299	genemark-scaffold_3-processed-gene-2.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.122&CDS=1-3303	YNL273W
OG0001300	genemark-scaffold_3-processed-gene-2.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.123&CDS=1-1527	YNL223W
OG0001301	genemark-scaffold_3-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.96&CDS=1-1737	YNL224C
OG0001302	genemark-scaffold_3-processed-gene-2.98-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.98&CDS=1-534	YLR193C
OG0001303	genemark-scaffold_3-processed-gene-2.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.99&CDS=1-543	YDL166C
OG0001304	genemark-scaffold_3-processed-gene-2.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.128&CDS=1-564	YDL169C
OG0001305	genemark-scaffold_3-processed-gene-2.129-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.129&CDS=1-2268	YLR197W
OG0001306	genemark-scaffold_3-processed-gene-2.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.100&CDS=1-336	YLR200W
OG0001307	genemark-scaffold_3-processed-gene-2.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.101&CDS=1-993	YGL181W
OG0001308	snap_masked-scaffold_3-processed-gene-2.55-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.55&CDS=1-693	YDR352W
OG0001309	augustus_masked-scaffold_3-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.157&CDS=1-4272	YGL180W
OG0001310	augustus_masked-scaffold_3-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.180&CDS=1-3270	YGL148W
OG0001311	genemark-scaffold_3-processed-gene-2.136-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.136&CDS=1-1080	YEL050C
OG0001312	genemark-scaffold_3-processed-gene-2.105-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.105&CDS=1-615	YDR298C
OG0001313	genemark-scaffold_3-processed-gene-3.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.122&CDS=1-762	YKL154W
OG0001314	genemark-scaffold_3-processed-gene-3.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.123&CDS=1-1575	YHR078W
OG0001315	genemark-scaffold_3-processed-gene-3.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.124&CDS=1-1002	YDR297W
OG0001316	genemark-scaffold_3-processed-gene-3.126-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.126&CDS=1-612	YDR296W
OG0001317	augustus_masked-scaffold_3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.7&CDS=1-2061	YNR001C
OG0001318	genemark-scaffold_3-processed-gene-3.157-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.157&CDS=1-1971	YGL086W
OG0001319	snap_masked-scaffold_3-processed-gene-3.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.68&CDS=1-423	YGL087C
OG0001320	augustus_masked-scaffold_3-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.9&CDS=1-6384	YEL058W
OG0001321	genemark-scaffold_3-processed-gene-3.160-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.160&CDS=1-2046	YOR144C
OG0001322	genemark-scaffold_3-processed-gene-3.161-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.161&CDS=1-951	YML015C
OG0001323	genemark-scaffold_3-processed-gene-3.132-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.132&CDS=1-843	YBL021C
OG0001324	genemark-scaffold_3-processed-gene-3.133-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.133&CDS=1-1545	YBL020W
OG0001325	maker-scaffold_3-snap-gene-3.183-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.183&CDS=1-2550	YBL024W
OG0001326	maker-scaffold_3-snap-gene-3.184-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.184&CDS=1-1812	YER141W
OG0001327	augustus_masked-scaffold_3-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.13&CDS=1-3309	YPR104C
OG0001328	genemark-scaffold_3-processed-gene-3.165-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.165&CDS=1-852	YPR103W
OG0001329	genemark-scaffold_3-processed-gene-3.137-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.137&CDS=1-450	YOR298C-A
OG0001330	genemark-scaffold_3-processed-gene-3.138-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.138&CDS=1-1173	YMR235C
OG0001331	genemark-scaffold_3-processed-gene-3.139-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.139&CDS=1-2472	YPR112C
OG0001332	augustus_masked-scaffold_3-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.43&CDS=1-486	YGR102C
OG0001333	augustus_masked-scaffold_3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.18&CDS=1-3456	YGR103W
OG0001334	genemark-scaffold_3-processed-gene-3.170-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.170&CDS=1-1662	YDR425W
OG0001335	snap_masked-scaffold_3-processed-gene-3.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.82&CDS=1-282	YDR424C
OG0001336	snap_masked-scaffold_3-processed-gene-3.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.85&CDS=1-804	YOR036W
OG0001337	genemark-scaffold_3-processed-gene-3.172-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.172&CDS=1-1005	YDR267C
OG0001338	augustus_masked-scaffold_3-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.22&CDS=1-1449	YOR037W
OG0001339	genemark-scaffold_3-processed-gene-3.173-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.173&CDS=1-1377	YDR363W
OG0001340	genemark-scaffold_3-processed-gene-3.146-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.146&CDS=1-1098	YDR268W
OG0001341	genemark-scaffold_3-processed-gene-3.174-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.174&CDS=1-2673	YOR038C
OG0001342	genemark-scaffold_3-processed-gene-3.147-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.147&CDS=1-756	YOR039W
OG0001343	genemark-scaffold_3-processed-gene-3.148-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.148&CDS=1-906	YOR143C
OG0001344	maker-scaffold_3-snap-gene-3.186-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.186&CDS=1-1344	YML085C
OG0001345	snap_masked-scaffold_3-processed-gene-3.89-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.89&CDS=1-2928	YPR026W
OG0001346	genemark-scaffold_3-processed-gene-3.177-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.177&CDS=1-1257	YMR285C
OG0001347	genemark-scaffold_3-processed-gene-3.178-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.178&CDS=1-903	YDR106W
OG0001348	augustus_masked-scaffold_3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.28&CDS=1-1695	YDR105C
OG0001349	genemark-scaffold_3-processed-gene-3.154-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.154&CDS=1-1731	YMR250W
OG0001350	genemark-scaffold_3-processed-gene-3.179-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.179&CDS=1-837	YGL212W
OG0001351	genemark-scaffold_3-processed-gene-3.155-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.155&CDS=1-1095	YGL213C
OG0001352	genemark-scaffold_3-processed-gene-4.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.55&CDS=1-456	YLR281C
OG0001353	genemark-scaffold_3-processed-gene-4.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.53&CDS=1-849	YLR439W
OG0001354	genemark-scaffold_3-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.57&CDS=1-1689	YOL152W
OG0001355	augustus_masked-scaffold_3-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.132&CDS=1-1629	YFL030W
OG0001356	genemark-scaffold_3-processed-gene-4.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.86&CDS=1-903	YDL236W
OG0001357	maker-scaffold_3-snap-gene-4.148-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.148&CDS=1-2373	YNL219C
OG0001358	snap_masked-scaffold_3-processed-gene-4.33-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.33&CDS=1-6435	YJL207C
OG0001359	augustus_masked-scaffold_3-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.119&CDS=1-831	YDL111C
OG0001360	genemark-scaffold_3-processed-gene-4.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.88&CDS=1-564	YMR159C
OG0001361	genemark-scaffold_3-processed-gene-4.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.71&CDS=1-2103	YBR086C
OG0001362	augustus_masked-scaffold_3-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.138&CDS=1-7917	YBL035C
OG0001363	maker-scaffold_3-augustus-gene-4.161-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.161&CDS=1-2322	YER126C
OG0001364	genemark-scaffold_3-processed-gene-4.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.73&CDS=1-975	YER127W
OG0001365	genemark-scaffold_3-processed-gene-4.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.99&CDS=1-1764	YGL178W
OG0001366	genemark-scaffold_3-processed-gene-4.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.74&CDS=1-3354	YBL007C
OG0001367	genemark-scaffold_3-processed-gene-4.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.100&CDS=1-867	YPL075W
OG0001368	augustus_masked-scaffold_3-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.125&CDS=1-2520	YJL057C
OG0001369	maker-scaffold_3-snap-gene-4.149-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.149&CDS=1-3276	YDR034C
OG0001370	genemark-scaffold_3-processed-gene-5.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.0&CDS=1-1569	YBL015W
OG0001371	augustus_masked-scaffold_3-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.131&CDS=1-3381	YDR226W
OG0001372	genemark-scaffold_3-processed-gene-5.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.6&CDS=1-1194	YGL048C
OG0001373	augustus_masked-scaffold_3-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.135&CDS=1-3699	YBR080C
OG0001374	genemark-scaffold_3-processed-gene-5.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.5&CDS=1-699	YBR261C
OG0001375	genemark-scaffold_3-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.9&CDS=1-1092	YMR265C
OG0001376	genemark-scaffold_3-processed-gene-5.11-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.11&CDS=1-777	YOL147C
OG0001377	genemark-scaffold_3-processed-gene-5.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.30&CDS=1-519	YOL114C
OG0001378	genemark-scaffold_3-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.12&CDS=1-1578	YIL142W
OG0001379	snap_masked-scaffold_3-processed-gene-5.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.98&CDS=1-4737	YFR030W
OG0001380	genemark-scaffold_3-processed-gene-5.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.34&CDS=1-678	YHL031C
OG0001381	genemark-scaffold_3-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.35&CDS=1-1053	YLL041C
OG0001382	genemark-scaffold_3-processed-gene-5.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.37&CDS=1-3306	YDL102W
OG0001383	genemark-scaffold_3-processed-gene-5.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.13&CDS=1-2946	YGL141W
OG0001384	genemark-scaffold_3-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.14&CDS=1-1431	YJR095W
