	Lachancea_dasiensis	Saccharomyces_cerevisiae
OG0001737	genemark-LADA0D-processed-gene-8.137-mRNA-1_1&gene=genemark-LADA0D-processed-gene-8.137&CDS=1-687	YMR043W
OG0001738	genemark-LADA0D-processed-gene-8.119-mRNA-1_1&gene=genemark-LADA0D-processed-gene-8.119&CDS=1-456	YKL067W
OG0001739	genemark-LADA0D-processed-gene-8.120-mRNA-1_1&gene=genemark-LADA0D-processed-gene-8.120&CDS=1-1206	YJL026W
OG0001740	genemark-LADA0D-processed-gene-8.141-mRNA-1_1&gene=genemark-LADA0D-processed-gene-8.141&CDS=1-984	YGR144W
OG0001741	snap_masked-LADA0D-processed-gene-9.7-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.7&CDS=1-1044	YGR179C
OG0001742	genemark-LADA0D-processed-gene-9.83-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.83&CDS=1-2226	YGR178C
OG0001743	snap_masked-LADA0D-processed-gene-9.9-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.9&CDS=1-1419	YJL025W
OG0001744	genemark-LADA0D-processed-gene-9.85-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.85&CDS=1-1488	YGR175C
OG0001745	genemark-LADA0D-processed-gene-9.86-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.86&CDS=1-429	YGR174C
OG0001746	augustus_masked-LADA0D-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.67&CDS=1-573	YJL024C
OG0001747	genemark-LADA0D-processed-gene-9.87-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.87&CDS=1-312	YGR181W
OG0001748	genemark-LADA0D-processed-gene-9.106-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.106&CDS=1-219	YGR183C
OG0001749	genemark-LADA0D-processed-gene-9.107-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.107&CDS=1-5796	YGR184C
OG0001750	snap_masked-LADA0D-processed-gene-9.13-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.13&CDS=1-5409	YLR024C
OG0001751	genemark-LADA0D-processed-gene-9.108-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.108&CDS=1-1215	YGR185C
OG0001752	genemark-LADA0D-processed-gene-9.89-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.89&CDS=1-2037	YGR186W
OG0001753	genemark-LADA0D-processed-gene-9.109-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.109&CDS=1-1134	YGR187C
OG0001754	genemark-LADA0D-processed-gene-9.90-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.90&CDS=1-321	YLL014W
OG0001755	genemark-LADA0D-processed-gene-9.110-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.110&CDS=1-2274	YLL013C
OG0001756	genemark-LADA0D-processed-gene-9.91-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.91&CDS=1-1194	YLR017W
OG0001757	snap_masked-LADA0D-processed-gene-9.37-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.37&CDS=1-1065	YLR018C
OG0001758	genemark-LADA0D-processed-gene-9.92-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.92&CDS=1-1239	YLR019W
OG0001759	augustus_masked-LADA0D-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.74&CDS=1-2934	YLL011W
OG0001760	snap_masked-LADA0D-processed-gene-9.19-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.19&CDS=1-555	YLR021W
OG0001761	augustus_masked-LADA0D-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.75&CDS=1-2625	YLR022C
OG0001762	genemark-LADA0D-processed-gene-9.94-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.94&CDS=1-5637	YJL005W
OG0001763	genemark-LADA0D-processed-gene-9.116-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.116&CDS=1-594	YJL004C
OG0001764	genemark-LADA0D-processed-gene-9.95-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.95&CDS=1-2229	YLL008W
OG0001765	snap_masked-LADA0D-processed-gene-9.43-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.43&CDS=1-1896	YLL007C
OG0001766	genemark-LADA0D-processed-gene-9.96-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.96&CDS=1-1362	YLL006W
OG0001767	genemark-LADA0D-processed-gene-9.97-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.97&CDS=1-354	YJL003W
OG0001768	augustus_masked-LADA0D-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-9.61&CDS=1-1914	YLL004W
OG0001769	genemark-LADA0D-processed-gene-9.118-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.118&CDS=1-1389	YJL002C
OG0001770	snap_masked-LADA0D-processed-gene-9.25-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.25&CDS=1-2892	YLL003W
OG0001771	snap_masked-LADA0D-processed-gene-9.45-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.45&CDS=1-2568	YLR001C
OG0001772	genemark-LADA0D-processed-gene-9.102-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.102&CDS=1-1800	YJR001W
OG0001773	genemark-LADA0D-processed-gene-9.103-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.103&CDS=1-1839	YJR002W
OG0001774	genemark-LADA0D-processed-gene-9.120-mRNA-1_1&gene=genemark-LADA0D-processed-gene-9.120&CDS=1-1992	YLR002C
OG0001775	snap_masked-LADA0D-processed-gene-9.47-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-9.47&CDS=1-1617	YJR003C
OG0001776	snap_masked-LADA0D-processed-gene-10.7-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.7&CDS=1-2457	YJR004C
OG0001777	snap_masked-LADA0D-processed-gene-10.8-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.8&CDS=1-1743	YNR055C
OG0001778	snap_masked-LADA0D-processed-gene-10.9-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.9&CDS=1-1350	YLR005W
OG0001779	snap_masked-LADA0D-processed-gene-10.5-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.5&CDS=1-1563	YLR004C
OG0001780	genemark-LADA0D-processed-gene-10.112-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.112&CDS=1-864	YLR003C
OG0001781	genemark-LADA0D-processed-gene-10.114-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.114&CDS=1-2094	YJR005W
OG0001782	genemark-LADA0D-processed-gene-10.115-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.115&CDS=1-1836	YLR006C
OG0001783	snap_masked-LADA0D-processed-gene-10.12-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.12&CDS=1-837	YLR007W
OG0001784	genemark-LADA0D-processed-gene-10.135-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.135&CDS=1-495	YLR008C
OG0001785	genemark-LADA0D-processed-gene-10.117-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.117&CDS=1-597	YLR009W
OG0001786	genemark-LADA0D-processed-gene-10.137-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.137&CDS=1-1104	YGR173W
OG0001787	maker-LADA0D-augustus-gene-10.58-mRNA-1_1&gene=maker-LADA0D-augustus-gene-10.58&CDS=1-2376	YGR171C
OG0001788	genemark-LADA0D-processed-gene-10.138-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.138&CDS=1-4569	YGR170W
OG0001789	augustus_masked-LADA0D-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.74&CDS=1-264	YJR005C-A
OG0001790	snap_masked-LADA0D-processed-gene-10.35-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.35&CDS=1-990	YJL023C
OG0001791	genemark-LADA0D-processed-gene-10.122-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.122&CDS=1-1302	YGR169C
OG0001792	augustus_masked-LADA0D-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.91&CDS=1-3360	YJL020C
OG0001793	genemark-LADA0D-processed-gene-10.141-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.141&CDS=1-633	YGR167W
OG0001794	snap_masked-LADA0D-processed-gene-10.38-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.38&CDS=1-1380	YGR166W
OG0001795	genemark-LADA0D-processed-gene-10.143-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.143&CDS=1-1044	YGR165W
OG0001796	snap_masked-LADA0D-processed-gene-10.18-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.18&CDS=1-1986	YJL019W
OG0001797	snap_masked-LADA0D-processed-gene-10.19-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.19&CDS=1-1557	YJL016W
OG0001798	genemark-LADA0D-processed-gene-10.126-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.126&CDS=1-1626	YJL014W
OG0001799	maker-LADA0D-augustus-gene-10.61-mRNA-1_1&gene=maker-LADA0D-augustus-gene-10.61&CDS=1-5496	YER069W
OG0001800	augustus_masked-LADA0D-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-10.95&CDS=1-2817	YER068W
OG0001801	genemark-LADA0D-processed-gene-10.148-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.148&CDS=1-495	YIL057C
OG0001802	genemark-LADA0D-processed-gene-10.128-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.128&CDS=1-1653	YER065C
OG0001803	genemark-LADA0D-processed-gene-10.129-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.129&CDS=1-1962	YIL056W
OG0001804	snap_masked-LADA0D-processed-gene-10.45-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.45&CDS=1-1185	YIL055C
OG0001805	genemark-LADA0D-processed-gene-10.132-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.132&CDS=1-1284	YER061C
OG0001806	genemark-LADA0D-processed-gene-10.153-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.153&CDS=1-747	YIL049W
OG0001807	snap_masked-LADA0D-processed-gene-10.54-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.54&CDS=1-426	YIL051C
OG0001808	genemark-LADA0D-processed-gene-10.133-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.133&CDS=1-909	YPR058W
OG0001809	snap_masked-LADA0D-processed-gene-10.55-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-10.55&CDS=1-771	YPR060C
OG0001810	genemark-LADA0D-processed-gene-10.160-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.160&CDS=1-855	YPR061C
OG0001811	genemark-LADA0D-processed-gene-10.161-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.161&CDS=1-1239	YBR105C
OG0001812	genemark-LADA0D-processed-gene-10.134-mRNA-1_1&gene=genemark-LADA0D-processed-gene-10.134&CDS=1-2919	YJL108C
OG0001813	genemark-LADA0D-processed-gene-11.0-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.0&CDS=1-5289	YJL109C
OG0001814	genemark-LADA0D-processed-gene-11.1-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.1&CDS=1-732	YKR030W
OG0001815	augustus_masked-LADA0D-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.159&CDS=1-4620	YKR031C
OG0001816	genemark-LADA0D-processed-gene-11.4-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.4&CDS=1-612	YKR035W-A
OG0001817	genemark-LADA0D-processed-gene-11.33-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.33&CDS=1-1653	YJL111W
OG0001818	genemark-LADA0D-processed-gene-11.34-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.34&CDS=1-2157	YJL112W
OG0001819	genemark-LADA0D-processed-gene-11.35-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.35&CDS=1-825	YKR037C
OG0001820	genemark-LADA0D-processed-gene-11.36-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.36&CDS=1-1155	YKR038C
OG0001821	genemark-LADA0D-processed-gene-11.37-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.37&CDS=1-1044	YBR034C
OG0001822	snap_masked-LADA0D-processed-gene-11.126-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-11.126&CDS=1-1716	YGR077C
OG0001823	genemark-LADA0D-processed-gene-11.7-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.7&CDS=1-828	YOL073C
OG0001824	genemark-LADA0D-processed-gene-11.39-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.39&CDS=1-576	YGR078C
OG0001825	augustus_masked-LADA0D-processed-gene-11.164-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.164&CDS=1-4287	YOL075C
OG0001826	augustus_masked-LADA0D-processed-gene-11.189-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.189&CDS=1-1323	YBR138C
OG0001827	genemark-LADA0D-processed-gene-11.10-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.10&CDS=1-303	YDL012C
OG0001828	genemark-LADA0D-processed-gene-11.41-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.41&CDS=1-2487	YDL013W
OG0001829	genemark-LADA0D-processed-gene-11.42-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.42&CDS=1-966	YDL014W
OG0001830	genemark-LADA0D-processed-gene-11.11-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.11&CDS=1-915	YDL015C
OG0001831	genemark-LADA0D-processed-gene-11.43-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.43&CDS=1-1422	YDL017W
OG0001832	genemark-LADA0D-processed-gene-11.12-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.12&CDS=1-684	YDL018C
OG0001833	genemark-LADA0D-processed-gene-11.44-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.44&CDS=1-1635	YIR027C
OG0001834	genemark-LADA0D-processed-gene-11.45-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.45&CDS=1-2700	YBR017C
OG0001835	genemark-LADA0D-processed-gene-11.46-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.46&CDS=1-2106	YAR014C
OG0001836	genemark-LADA0D-processed-gene-11.13-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.13&CDS=1-912	YAR015W
OG0001837	maker-LADA0D-snap-gene-11.73-mRNA-1_1&gene=maker-LADA0D-snap-gene-11.73&CDS=1-2079	YAR018C
OG0001838	genemark-LADA0D-processed-gene-11.14-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.14&CDS=1-1743	YML127W
OG0001839	genemark-LADA0D-processed-gene-11.49-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.49&CDS=1-3690	YML091C
OG0001840	genemark-LADA0D-processed-gene-11.50-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.50&CDS=1-1392	YML126C
OG0001841	augustus_masked-LADA0D-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.170&CDS=1-1935	YML128C
OG0001842	snap_masked-LADA0D-processed-gene-11.100-mRNA-1_1&gene=snap_masked-LADA0D-processed-gene-11.100&CDS=1-183	YML129C
OG0001843	augustus_masked-LADA0D-processed-gene-11.171-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.171&CDS=1-1296	YML092C
OG0001844	maker-LADA0D-augustus-gene-11.80-mRNA-1_1&gene=maker-LADA0D-augustus-gene-11.80&CDS=1-3087	YML093W
OG0001845	augustus_masked-LADA0D-processed-gene-11.172-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.172&CDS=1-663	YML095C
OG0001846	genemark-LADA0D-processed-gene-11.57-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.57&CDS=1-1548	YML096W
OG0001847	augustus_masked-LADA0D-processed-gene-11.173-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.173&CDS=1-3048	YML130C
OG0001848	genemark-LADA0D-processed-gene-11.58-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.58&CDS=1-477	YML098W
OG0001849	augustus_masked-LADA0D-processed-gene-11.174-mRNA-1_1&gene=augustus_masked-LADA0D-processed-gene-11.174&CDS=1-3567	YML099C
OG0001850	genemark-LADA0D-processed-gene-11.60-mRNA-1_1&gene=genemark-LADA0D-processed-gene-11.60&CDS=1-1191	YFR055W
OG0001851	genemark-LADA0E-processed-gene-0.113-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.113&CDS=1-1005	YIL167W
OG0001852	snap_masked-LADA0E-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.35&CDS=1-4842	YNL297C
OG0001853	snap_masked-LADA0E-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.10&CDS=1-1389	YNL295W
OG0001854	genemark-LADA0E-processed-gene-0.117-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.117&CDS=1-1539	YNL294C
OG0001855	genemark-LADA0E-processed-gene-0.94-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.94&CDS=1-1692	YNL293W
OG0001856	snap_masked-LADA0E-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.37&CDS=1-597	YOL111C
OG0001857	maker-LADA0E-augustus-gene-0.42-mRNA-1_1&gene=maker-LADA0E-augustus-gene-0.42&CDS=1-1926	YNL292W
OG0001858	genemark-LADA0E-processed-gene-0.119-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.119&CDS=1-1311	YNL291C
OG0001859	genemark-LADA0E-processed-gene-0.97-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.97&CDS=1-987	YNL290W
OG0001860	genemark-LADA0E-processed-gene-0.120-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.120&CDS=1-1782	YEL065W
OG0001861	genemark-LADA0E-processed-gene-0.98-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.98&CDS=1-792	YNL289W
OG0001862	augustus_masked-LADA0E-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-0.57&CDS=1-1008	YNL288W
OG0001863	genemark-LADA0E-processed-gene-0.101-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.101&CDS=1-2799	YNL287W
OG0001864	snap_masked-LADA0E-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.19&CDS=1-855	YNL286W
OG0001865	snap_masked-LADA0E-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-0.39&CDS=1-2460	YFR013W
OG0001866	genemark-LADA0E-processed-gene-0.103-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.103&CDS=1-2010	YFR029W
OG0001867	augustus_masked-LADA0E-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-0.79&CDS=1-1080	YJL046W
OG0001868	genemark-LADA0E-processed-gene-0.104-mRNA-1_1&gene=genemark-LADA0E-processed-gene-0.104&CDS=1-822	YBR257W
OG0001869	genemark-LADA0E-processed-gene-1.98-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.98&CDS=1-429	YBR258C
OG0001870	snap_masked-LADA0E-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.45&CDS=1-2376	YJL047C
OG0001871	genemark-LADA0E-processed-gene-1.99-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.99&CDS=1-2121	YBR260C
OG0001872	genemark-LADA0E-processed-gene-1.100-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.100&CDS=1-693	YBR261C
OG0001873	genemark-LADA0E-processed-gene-1.97-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.97&CDS=1-1479	YBR283C
OG0001874	maker-LADA0E-augustus-gene-1.42-mRNA-1_1&gene=maker-LADA0E-augustus-gene-1.42&CDS=1-2187	YJL069C
OG0001875	genemark-LADA0E-processed-gene-1.101-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.101&CDS=1-2577	YBR281C
OG0001876	genemark-LADA0E-processed-gene-1.102-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.102&CDS=1-1638	YBR280C
OG0001877	augustus_masked-LADA0E-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.26&CDS=1-3114	YJL068C
OG0001878	genemark-LADA0E-processed-gene-1.126-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.126&CDS=1-654	YJL065C
OG0001879	augustus_masked-LADA0E-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.7&CDS=1-2385	YBR276C
OG0001880	augustus_masked-LADA0E-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.8&CDS=1-267	YJL062W-A
OG0001881	genemark-LADA0E-processed-gene-1.104-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.104&CDS=1-936	YBR265W
OG0001882	snap_masked-LADA0E-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.56&CDS=1-1239	YBR267W
OG0001883	snap_masked-LADA0E-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.57&CDS=1-2625	YJL062W
OG0001884	genemark-LADA0E-processed-gene-1.107-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.107&CDS=1-2064	YJL061W
OG0001885	genemark-LADA0E-processed-gene-1.129-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.129&CDS=1-405	YBR269C
OG0001886	augustus_masked-LADA0E-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.13&CDS=1-1326	YJL060W
OG0001887	genemark-LADA0E-processed-gene-1.109-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.109&CDS=1-1197	YJL059W
OG0001888	genemark-LADA0E-processed-gene-1.131-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.131&CDS=1-1764	YJL057C
OG0001889	genemark-LADA0E-processed-gene-1.110-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.110&CDS=1-1272	YBR271W
OG0001890	genemark-LADA0E-processed-gene-1.132-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.132&CDS=1-2376	YJL056C
OG0001891	snap_masked-LADA0E-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.64&CDS=1-1671	YGR013W
OG0001892	genemark-LADA0E-processed-gene-1.133-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.133&CDS=1-933	YGR015C
OG0001893	snap_masked-LADA0E-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.66&CDS=1-570	YGR016W
OG0001894	augustus_masked-LADA0E-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.20&CDS=1-1986	YMR119W
OG0001895	genemark-LADA0E-processed-gene-1.135-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.135&CDS=1-1773	YMR120C
OG0001896	snap_masked-LADA0E-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.68&CDS=1-360	YMR123W
OG0001897	snap_masked-LADA0E-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-1.69&CDS=1-2883	YMR124W
OG0001898	genemark-LADA0E-processed-gene-1.118-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.118&CDS=1-2553	YMR125W
OG0001899	augustus_masked-LADA0E-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-1.37&CDS=1-972	YMR126C
OG0001900	genemark-LADA0E-processed-gene-1.119-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.119&CDS=1-3387	YLR032W
OG0001901	genemark-LADA0E-processed-gene-1.139-mRNA-1_1&gene=genemark-LADA0E-processed-gene-1.139&CDS=1-972	YMR127C
OG0001902	maker-LADA0E-augustus-gene-1.41-mRNA-1_1&gene=maker-LADA0E-augustus-gene-1.41&CDS=1-5223	YMR128W
OG0001903	augustus_masked-LADA0E-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.47&CDS=1-4599	YMR129W
OG0001904	augustus_masked-LADA0E-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.48&CDS=1-246	YLR038C
OG0001905	snap_masked-LADA0E-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.101&CDS=1-2967	YLR039C
OG0001906	genemark-LADA0E-processed-gene-2.2-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.2&CDS=1-1587	YMR131C
OG0001907	genemark-LADA0E-processed-gene-2.26-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.26&CDS=1-588	YMR132C
OG0001908	genemark-LADA0E-processed-gene-2.4-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.4&CDS=1-771	YMR134W
OG0001909	genemark-LADA0E-processed-gene-2.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.28&CDS=1-1176	YMR135C
OG0001910	genemark-LADA0E-processed-gene-2.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.29&CDS=1-1869	YMR137C
OG0001911	maker-LADA0E-augustus-gene-2.150-mRNA-1_1&gene=maker-LADA0E-augustus-gene-2.150&CDS=1-1644	YDL078C
OG0001912	augustus_masked-LADA0E-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.55&CDS=1-387	YNL153C
OG0001913	snap_masked-LADA0E-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.131&CDS=1-330	YHR138C
OG0001914	augustus_masked-LADA0E-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.77&CDS=1-1485	YNL142W
OG0001915	genemark-LADA0E-processed-gene-2.10-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.10&CDS=1-675	YHR140W
OG0001916	genemark-LADA0E-processed-gene-2.32-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.32&CDS=1-2265	YNL161W
OG0001917	genemark-LADA0E-processed-gene-2.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.11&CDS=1-951	YHR142W
OG0001918	maker-LADA0E-snap-gene-2.96-mRNA-1_1&gene=maker-LADA0E-snap-gene-2.96&CDS=1-3159	YNL163C
OG0001919	snap_masked-LADA0E-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.114&CDS=1-879	YNL164C
OG0001920	augustus_masked-LADA0E-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-2.60&CDS=1-864	YHR143W
OG0001921	snap_masked-LADA0E-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.137&CDS=1-1245	YNL165W
OG0001922	snap_masked-LADA0E-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.115&CDS=1-1191	YNL166C
OG0001923	snap_masked-LADA0E-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-2.116&CDS=1-210	YHR143W-A
