	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
OG0001378	YGR105W	maker-flattened_line_16-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.0&CDS=1-222
OG0001379	YGR110W	augustus_masked-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.63&CDS=1-1275
OG0001380	YGR112W	augustus_masked-flattened_line_26-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.93&CDS=1-903
OG0001381	YGR113W	augustus_masked-flattened_line_22-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.212&CDS=1-945
OG0001382	YGR116W	augustus_masked-flattened_line_12-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.110&CDS=1-4260
OG0001383	YGR119C	augustus_masked-flattened_line_4-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.125&CDS=1-1050
OG0001384	YGR123C	augustus_masked-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.6&CDS=1-1428
OG0001385	YGR125W	augustus_masked-flattened_line_4-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.116&CDS=1-3171
OG0001386	YGR127W	augustus_masked-flattened_line_10-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.123&CDS=1-894
OG0001387	YGR128C	augustus_masked-flattened_line_36-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.23&CDS=1-2130
OG0001388	YGR132C	augustus_masked-flattened_line_42-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.117&CDS=1-837
OG0001389	YGR135W	augustus_masked-flattened_line_12-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.214&CDS=1-750
OG0001390	YGR145W	augustus_masked-flattened_line_64-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.53&CDS=1-1404
OG0001391	YGR147C	augustus_masked-flattened_line_18-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.108&CDS=1-585
OG0001392	YGR150C	augustus_masked-flattened_line_2-processed-gene-6.212-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.212&CDS=1-1917
OG0001393	YGR155W	augustus_masked-flattened_line_22-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.201&CDS=1-1473
OG0001394	YGR157W	augustus_masked-flattened_line_18-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.83&CDS=1-2712
OG0001395	YGR159C	augustus_masked-flattened_line_10-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.167&CDS=1-1449
OG0001396	YGR163W	augustus_masked-flattened_line_46-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.46&CDS=1-954
OG0001397	YGR165W	maker-flattened_line_52-augustus-gene-0.114-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.114&CDS=1-996
OG0001398	YGR167W	augustus_masked-flattened_line_12-processed-gene-2.268-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.268&CDS=1-618
OG0001399	YGR170W	augustus_masked-flattened_line_44-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.199&CDS=1-3126
OG0001400	YGR171C	augustus_masked-flattened_line_0-processed-gene-6.268-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.268&CDS=1-1623
OG0001401	YGR172C	augustus_masked-flattened_line_60-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.118&CDS=1-663
OG0001402	YGR173W	augustus_masked-flattened_line_14-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.34&CDS=1-1101
OG0001403	YGR174C	snap_masked-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.93&CDS=1-621
OG0001404	YGR175C	augustus_masked-flattened_line_8-processed-gene-4.253-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.253&CDS=1-1371
OG0001405	YGR178C	augustus_masked-flattened_line_8-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.238&CDS=1-1965
OG0001406	YGR181W	snap_masked-flattened_line_16-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.16&CDS=1-276
OG0001407	YGR185C	augustus_masked-flattened_line_4-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.31&CDS=1-1158
OG0001408	YGR186W	augustus_masked-flattened_line_0-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.86&CDS=1-1566
OG0001409	YGR187C	genemark-flattened_line_0-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.13&CDS=1-2424
OG0001410	YGR188C	augustus_masked-flattened_line_32-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.237&CDS=1-2457
OG0001411	YGR193C	augustus_masked-flattened_line_2-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.93&CDS=1-1242
OG0001412	YGR194C	augustus_masked-flattened_line_52-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.90&CDS=1-1689
OG0001413	YGR195W	augustus_masked-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.60&CDS=1-1158
OG0001414	YGR200C	augustus_masked-flattened_line_62-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.68&CDS=1-2169
OG0001415	YGR202C	augustus_masked-flattened_line_46-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.35&CDS=1-1092
OG0001416	YGR203W	augustus_masked-flattened_line_0-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.35&CDS=1-414
OG0001417	YGR205W	augustus_masked-flattened_line_4-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.85&CDS=1-846
OG0001418	YGR207C	augustus_masked-flattened_line_26-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.100&CDS=1-771
OG0001419	YGR208W	augustus_masked-flattened_line_16-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.61&CDS=1-858
OG0001420	YGR210C	augustus_masked-flattened_line_34-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.161&CDS=1-1230
OG0001421	YGR211W	augustus_masked-flattened_line_68-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.44&CDS=1-1329
OG0001422	YGR215W	augustus_masked-flattened_line_4-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.96&CDS=1-294
OG0001423	YGR216C	augustus_masked-flattened_line_28-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.94&CDS=1-2007
OG0001424	YGR217W	augustus_masked-flattened_line_4-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.87&CDS=1-6006
OG0001425	YGR218W	augustus_masked-flattened_line_14-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.150&CDS=1-3243
OG0001426	YGR220C	augustus_masked-flattened_line_14-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.113&CDS=1-786
OG0001427	YGR223C	augustus_masked-flattened_line_16-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.9&CDS=1-1095
OG0001428	YGR227W	augustus_masked-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.21&CDS=1-1329
OG0001429	YGR229C	maker-flattened_line_14-snap-gene-2.261-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.261&CDS=1-1380
OG0001430	YGR230W	augustus_masked-flattened_line_74-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.45&CDS=1-243
OG0001431	YGR231C	augustus_masked-flattened_line_32-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.216&CDS=1-912
OG0001432	YGR233C	augustus_masked-flattened_line_14-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.112&CDS=1-3063
OG0001433	YGR235C	augustus_masked-flattened_line_14-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.162&CDS=1-618
OG0001434	YGR244C	augustus_masked-flattened_line_0-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.157&CDS=1-1326
OG0001435	YGR245C	augustus_masked-flattened_line_16-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.26&CDS=1-2064
OG0001436	YGR246C	augustus_masked-flattened_line_58-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.52&CDS=1-1578
OG0001437	YGR252W	augustus_masked-flattened_line_2-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.150&CDS=1-1362
OG0001438	YGR253C	augustus_masked-flattened_line_62-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.50&CDS=1-750
OG0001439	YGR254W	augustus_masked-flattened_line_34-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.150&CDS=1-1317
OG0001440	YGR255C	augustus_masked-flattened_line_40-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.52&CDS=1-1380
OG0001441	YGR257C	augustus_masked-flattened_line_14-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.120&CDS=1-1113
OG0001442	YGR258C	maker-flattened_line_16-snap-gene-1.101-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.101&CDS=1-2307
OG0001443	YGR261C	augustus_masked-flattened_line_4-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.73&CDS=1-2442
OG0001444	YGR262C	augustus_masked-flattened_line_64-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.70&CDS=1-654
OG0001445	YGR264C	augustus_masked-flattened_line_46-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.57&CDS=1-2253
OG0001446	YGR266W	augustus_masked-flattened_line_22-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.217&CDS=1-1878
OG0001447	YGR267C	augustus_masked-flattened_line_38-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.49&CDS=1-762
OG0001448	YGR270W	augustus_masked-flattened_line_28-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.1&CDS=1-5220
OG0001449	YGR271C-A	augustus_masked-flattened_line_58-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.57&CDS=1-558
OG0001450	YGR274C	augustus_masked-flattened_line_6-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.160&CDS=1-2967
OG0001451	YGR276C	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-1740
OG0001452	YGR277C	augustus_masked-flattened_line_2-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.97&CDS=1-1089
OG0001453	YGR278W	genemark-flattened_line_52-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.134&CDS=1-1794
OG0001454	YGR280C	augustus_masked-flattened_line_8-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.92&CDS=1-741
OG0001455	YGR282C	augustus_masked-flattened_line_14-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.15&CDS=1-921
OG0001456	YGR284C	augustus_masked-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.76&CDS=1-936
OG0001457	YGR285C	augustus_masked-flattened_line_0-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.2&CDS=1-1278
OG0001458	YHL002W	augustus_masked-flattened_line_4-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.107&CDS=1-1749
OG0001459	YHL004W	augustus_masked-flattened_line_28-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.71&CDS=1-1128
OG0001460	YHL010C	augustus_masked-flattened_line_4-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.37&CDS=1-1692
OG0001461	YHL011C	augustus_masked-flattened_line_60-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.139&CDS=1-954
OG0001462	YHL015W	augustus_masked-flattened_line_72-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.57&CDS=1-393
OG0001463	YHL016C	augustus_masked-flattened_line_20-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.250&CDS=1-2016
OG0001464	YHL020C	augustus_masked-flattened_line_2-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.72&CDS=1-1164
OG0001465	YHL021C	augustus_masked-flattened_line_32-processed-gene-0.275-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.275&CDS=1-1209
OG0001466	YHL022C	augustus_masked-flattened_line_30-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.147&CDS=1-972
OG0001467	YHL023C	augustus_masked-flattened_line_36-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.46&CDS=1-2373
OG0001468	YHL024W	augustus_masked-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.1&CDS=1-1980
OG0001469	YHL027W	augustus_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.90&CDS=1-1881
OG0001470	YHL028W	augustus_masked-flattened_line_22-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.196&CDS=1-1317
OG0001471	YHL029C	augustus_masked-flattened_line_6-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.110&CDS=1-1374
OG0001472	YHL030W	augustus_masked-flattened_line_82-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.18&CDS=1-5394
OG0001473	YHL031C	augustus_masked-flattened_line_6-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.109&CDS=1-636
OG0001474	YHL032C	augustus_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.105&CDS=1-1539
OG0001475	YHR002W	augustus_masked-flattened_line_18-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.88&CDS=1-1023
OG0001476	YHR004C	augustus_masked-flattened_line_8-processed-gene-4.194-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.194&CDS=1-1071
OG0001477	YHR005C-A	augustus_masked-flattened_line_66-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.38&CDS=1-279
OG0001478	YHR007C	augustus_masked-flattened_line_8-processed-gene-4.227-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.227&CDS=1-2706
OG0001479	YHR008C	augustus_masked-flattened_line_10-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.198&CDS=1-708
OG0001480	YHR009C	augustus_masked-flattened_line_8-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.210&CDS=1-1290
OG0001481	YHR011W	snap_masked-flattened_line_2-processed-gene-5.74-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.74&CDS=1-1293
OG0001482	YHR012W	augustus_masked-flattened_line_14-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.109&CDS=1-564
OG0001483	YHR013C	augustus_masked-flattened_line_14-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.110&CDS=1-513
OG0001484	YHR017W	augustus_masked-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.94&CDS=1-1341
OG0001485	YHR018C	augustus_masked-flattened_line_44-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.150&CDS=1-1395
OG0001486	YHR019C	augustus_masked-flattened_line_22-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.202&CDS=1-1662
OG0001487	YHR020W	augustus_masked-flattened_line_12-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.114&CDS=1-1686
OG0001488	YHR024C	augustus_masked-flattened_line_6-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.83&CDS=1-1491
OG0001489	YHR025W	augustus_masked-flattened_line_40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.80&CDS=1-1047
OG0001490	YHR026W	augustus_masked-flattened_line_44-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.178&CDS=1-588
OG0001491	YHR027C	maker-flattened_line_6-snap-gene-2.107-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.107&CDS=1-4500
OG0001492	YHR028C	augustus_masked-flattened_line_4-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.73&CDS=1-2583
OG0001493	YHR030C	augustus_masked-flattened_line_42-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.157&CDS=1-1266
OG0001494	YHR034C	augustus_masked-flattened_line_0-processed-gene-6.264-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.264&CDS=1-894
OG0001495	YHR037W	augustus_masked-flattened_line_18-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.63&CDS=1-1704
OG0001496	YHR039C	maker-flattened_line_14-augustus-gene-1.188-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.188&CDS=1-3708
OG0001497	YHR039C-A	maker-flattened_line_16-snap-gene-1.100-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.100&CDS=1-351
OG0001498	YHR042W	augustus_masked-flattened_line_6-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.43&CDS=1-2118
OG0001499	YHR045W	augustus_masked-flattened_line_32-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.243&CDS=1-1539
OG0001500	YHR048W	augustus_masked-flattened_line_2-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.6&CDS=1-1404
OG0001501	YHR051W	augustus_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.89&CDS=1-1434
OG0001502	YHR058C	augustus_masked-flattened_line_8-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.85&CDS=1-417
OG0001503	YHR062C	augustus_masked-flattened_line_40-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.35&CDS=1-780
OG0001504	YHR063C	augustus_masked-flattened_line_12-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.16&CDS=1-1059
OG0001505	YHR064C	augustus_masked-flattened_line_40-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.12&CDS=1-1671
OG0001506	YHR065C	augustus_masked-flattened_line_60-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.97&CDS=1-1263
OG0001507	YHR068W	augustus_masked-flattened_line_24-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.78&CDS=1-1056
OG0001508	YHR069C	augustus_masked-flattened_line_22-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.85&CDS=1-909
