	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
OG0001615	YHR007C	augustus_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.78&CDS=1-1569
OG0001616	YHR008C	snap_masked-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.17&CDS=1-756
OG0001617	YHR009C	genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.175&CDS=1-1284
OG0001618	YHR011W	genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.117&CDS=1-1506
OG0001619	YHR012W	snap_masked-NODE_64_length_91347_cov_11.5369_ID_127-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_64_length_91347_cov_11.5369_ID_127-processed-gene-0.95&CDS=1-546
OG0001620	YHR013C	augustus_masked-NODE_81_length_74981_cov_11.7391_ID_161-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_81_length_74981_cov_11.7391_ID_161-processed-gene-0.31&CDS=1-567
OG0001621	YHR018C	snap_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.113&CDS=1-1428
OG0001622	YHR019C	genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-1.181&CDS=1-1692
OG0001623	YHR020W	genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.59&CDS=1-1554
OG0001624	YHR023W	genemark-NODE_100_length_59455_cov_11.7576_ID_199-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_100_length_59455_cov_11.7576_ID_199-processed-gene-0.66&CDS=1-3771
OG0001625	YHR024C	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.177-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.177&CDS=1-1428
OG0001626	YHR025W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.197&CDS=1-1053
OG0001627	YHR026W	snap_masked-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.35&CDS=1-534
OG0001628	YHR027C	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.184-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.184&CDS=1-2694
OG0001629	YHR028C	genemark-NODE_157_length_30393_cov_11.2274_ID_313-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_157_length_30393_cov_11.2274_ID_313-processed-gene-0.18&CDS=1-3090
OG0001630	YHR030C	genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.106&CDS=1-1299
OG0001631	YHR034C	maker-NODE_34_length_142245_cov_11.4773_ID_67-augustus-gene-0.240-mRNA-1_1&gene=maker-NODE_34_length_142245_cov_11.4773_ID_67-augustus-gene-0.240&CDS=1-954
OG0001632	YHR037W	snap_masked-NODE_45_length_117910_cov_11.3462_ID_89-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_45_length_117910_cov_11.3462_ID_89-processed-gene-0.94&CDS=1-1698
OG0001633	YHR038W	genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.49&CDS=1-810
OG0001634	YHR039C	genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.39&CDS=1-1854
OG0001635	YHR039C-A	maker-NODE_35_length_136208_cov_11.4011_ID_69-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_35_length_136208_cov_11.4011_ID_69-augustus-gene-0.2&CDS=1-345
OG0001636	YHR041C	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.186-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.186&CDS=1-687
OG0001637	YHR042W	genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-1.118&CDS=1-2082
OG0001638	YHR045W	genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.219-mRNA-1_1&gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.219&CDS=1-1584
OG0001639	YHR051W	genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.56&CDS=1-450
OG0001640	YHR058C	snap_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.66&CDS=1-771
OG0001641	YHR062C	genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.61&CDS=1-894
OG0001642	YHR063C	maker-NODE_25_length_182198_cov_11.6102_ID_49-augustus-gene-0.22-mRNA-1_1&gene=maker-NODE_25_length_182198_cov_11.6102_ID_49-augustus-gene-0.22&CDS=1-1956
OG0001643	YHR064C	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.27&CDS=1-1719
OG0001644	YHR065C	genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.21&CDS=1-1356
OG0001645	YHR068W	genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.12&CDS=1-1116
OG0001646	YHR069C	genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.20&CDS=1-1074
OG0001647	YHR070W	maker-NODE_11_length_244810_cov_11.4858_ID_21-snap-gene-1.37-mRNA-1_1&gene=maker-NODE_11_length_244810_cov_11.4858_ID_21-snap-gene-1.37&CDS=1-1470
OG0001648	YHR071W	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.135&CDS=1-1248
OG0001649	YHR072W	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.225-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.225&CDS=1-2187
OG0001650	YHR072W-A	snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.88&CDS=1-192
OG0001651	YHR073W	maker-NODE_21_length_195060_cov_11.2816_ID_41-augustus-gene-0.325-mRNA-1_1&gene=maker-NODE_21_length_195060_cov_11.2816_ID_41-augustus-gene-0.325&CDS=1-3045
OG0001652	YHR074W	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.195-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.195&CDS=1-2103
OG0001653	YHR075C	genemark-NODE_75_length_78762_cov_11.5555_ID_149-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_75_length_78762_cov_11.5555_ID_149-processed-gene-0.111&CDS=1-1233
OG0001654	YHR076W	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.87&CDS=1-1269
OG0001655	YHR077C	maker-NODE_10_length_247159_cov_11.3339_ID_19-augustus-gene-1.15-mRNA-1_1&gene=maker-NODE_10_length_247159_cov_11.3339_ID_19-augustus-gene-1.15&CDS=1-3411
OG0001656	YHR078W	genemark-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.58&CDS=1-1461
OG0001657	YHR079C	genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.32&CDS=1-3162
OG0001658	YHR084W	genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.65&CDS=1-2559
OG0001659	YHR085W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.135&CDS=1-1026
OG0001660	YHR086W	maker-NODE_63_length_91661_cov_11.196_ID_125-snap-gene-0.61-mRNA-1_1&gene=maker-NODE_63_length_91661_cov_11.196_ID_125-snap-gene-0.61&CDS=1-1368
OG0001661	YHR087W	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.28&CDS=1-339
OG0001662	YHR088W	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.162&CDS=1-927
OG0001663	YHR089C	genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.13&CDS=1-612
OG0001664	YHR090C	genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.77&CDS=1-1176
OG0001665	YHR098C	genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.97&CDS=1-2709
OG0001666	YHR099W	maker-NODE_99_length_59690_cov_22.0025_ID_197-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_99_length_59690_cov_22.0025_ID_197-snap-gene-0.9&CDS=1-11628
OG0001667	YHR100C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.239-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.239&CDS=1-636
OG0001668	YHR101C	snap_masked-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.33&CDS=1-834
OG0001669	YHR104W	genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.17&CDS=1-960
OG0001670	YHR107C	genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.184&CDS=1-1137
OG0001671	YHR111W	augustus_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.119&CDS=1-1320
OG0001672	YHR112C	genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.16&CDS=1-1167
OG0001673	YHR113W	maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.33-mRNA-1_1&gene=maker-NODE_23_length_186393_cov_11.231_ID_45-augustus-gene-0.33&CDS=1-1470
OG0001674	YHR114W	genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.262-mRNA-1_1&gene=genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.262&CDS=1-2076
OG0001675	YHR116W	genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.75&CDS=1-363
OG0001676	YHR119W	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.108&CDS=1-3888
OG0001677	YHR120W	maker-NODE_31_length_147544_cov_12.4471_ID_61-snap-gene-0.174-mRNA-1_1&gene=maker-NODE_31_length_147544_cov_12.4471_ID_61-snap-gene-0.174&CDS=1-3060
OG0001678	YHR121W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.142&CDS=1-723
OG0001679	YHR122W	maker-NODE_33_length_145268_cov_11.4808_ID_65-augustus-gene-0.231-mRNA-1_1&gene=maker-NODE_33_length_145268_cov_11.4808_ID_65-augustus-gene-0.231&CDS=1-717
OG0001680	YHR124W	genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.5&CDS=1-1119
OG0001681	YHR128W	maker-NODE_132_length_38947_cov_11.7554_ID_263-augustus-gene-0.27-mRNA-1_1&gene=maker-NODE_132_length_38947_cov_11.7554_ID_263-augustus-gene-0.27&CDS=1-684
OG0001682	YHR132W-A	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.79&CDS=1-375
OG0001683	YHR134W	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.31&CDS=1-1050
OG0001684	YHR138C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.108&CDS=1-219
OG0001685	YHR142W	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.221&CDS=1-1008
OG0001686	YHR144C	genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_37_length_135032_cov_14.2843_ID_73-processed-gene-0.34&CDS=1-1203
OG0001687	YHR147C	genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.52&CDS=1-663
OG0001688	YHR148W	genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.15&CDS=1-549
OG0001689	YHR151C	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.185&CDS=1-1740
OG0001690	YHR164C	maker-NODE_73_length_79790_cov_11.602_ID_145-augustus-gene-0.135-mRNA-1_1&gene=maker-NODE_73_length_79790_cov_11.602_ID_145-augustus-gene-0.135&CDS=1-4383
OG0001691	YHR165C	snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.74&CDS=1-7227
OG0001692	YHR166C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.167&CDS=1-1551
OG0001693	YHR168W	genemark-NODE_131_length_39679_cov_15.1529_ID_261-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_131_length_39679_cov_15.1529_ID_261-processed-gene-0.26&CDS=1-1437
OG0001694	YHR169W	maker-NODE_114_length_49681_cov_13.4136_ID_227-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_114_length_49681_cov_13.4136_ID_227-augustus-gene-0.6&CDS=1-1371
OG0001695	YHR170W	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.233-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.233&CDS=1-1734
OG0001696	YHR171W	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.120&CDS=1-2031
OG0001697	YHR172W	genemark-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_118_length_48796_cov_11.9207_ID_235-processed-gene-0.22&CDS=1-2562
OG0001698	YHR175W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.201-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.201&CDS=1-492
OG0001699	YHR176W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.154&CDS=1-1521
OG0001700	YHR181W	augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.5&CDS=1-696
OG0001701	YHR183W	maker-NODE_38_length_132907_cov_11.3871_ID_75-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_38_length_132907_cov_11.3871_ID_75-augustus-gene-0.23&CDS=1-1488
OG0001702	YHR186C	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.28&CDS=1-4074
OG0001703	YHR187W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.129&CDS=1-936
OG0001704	YHR188C	maker-NODE_19_length_212853_cov_11.6979_ID_37-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_19_length_212853_cov_11.6979_ID_37-augustus-gene-0.159&CDS=1-1980
OG0001705	YHR189W	maker-NODE_51_length_106695_cov_22.0781_ID_101-augustus-gene-0.146-mRNA-1_1&gene=maker-NODE_51_length_106695_cov_22.0781_ID_101-augustus-gene-0.146&CDS=1-597
OG0001706	YHR190W	genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.43&CDS=1-1365
OG0001707	YHR191C	genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_102_length_59237_cov_11.1668_ID_203-processed-gene-0.63&CDS=1-405
OG0001708	YHR193C	genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_137_length_37560_cov_11.0685_ID_273-processed-gene-0.57&CDS=1-699
OG0001709	YHR194W	snap_masked-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_34_length_142245_cov_11.4773_ID_67-processed-gene-0.163&CDS=1-2160
OG0001710	YHR200W	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.174&CDS=1-867
OG0001711	YHR201C	genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.37&CDS=1-1206
OG0001712	YHR202W	genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.73&CDS=1-1884
OG0001713	YHR204W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.134&CDS=1-2217
OG0001714	YHR205W	genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.42&CDS=1-2517
OG0001715	YHR206W	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-1.123&CDS=1-1410
OG0001716	YHR207C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.56&CDS=1-1359
OG0001717	YHR208W	genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-1.131&CDS=1-1251
OG0001718	YIL001W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.40&CDS=1-1797
OG0001719	YIL003W	genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.55&CDS=1-879
OG0001720	YIL004C	augustus_masked-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_53_length_103088_cov_10.9603_ID_105-processed-gene-0.26&CDS=1-393
OG0001721	YIL007C	augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.8&CDS=1-1566
OG0001722	YIL008W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.87&CDS=1-312
OG0001723	YIL010W	genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.121&CDS=1-705
OG0001724	YIL019W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.34&CDS=1-1059
OG0001725	YIL020C	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-1.46&CDS=1-765
OG0001726	YIL021W	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.68&CDS=1-831
OG0001727	YIL022W	maker-NODE_39_length_132718_cov_11.6163_ID_77-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_39_length_132718_cov_11.6163_ID_77-augustus-gene-0.30&CDS=1-1566
OG0001728	YIL023C	maker-NODE_101_length_59271_cov_11.4019_ID_201-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_101_length_59271_cov_11.4019_ID_201-augustus-gene-0.9&CDS=1-1281
OG0001729	YIL026C	maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.2&CDS=1-3381
OG0001730	YIL027C	genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_5_length_287076_cov_11.3809_ID_9-processed-gene-0.59&CDS=1-333
OG0001731	YIL030C	maker-NODE_27_length_161307_cov_11.5293_ID_53-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_27_length_161307_cov_11.5293_ID_53-augustus-gene-0.30&CDS=1-3753
OG0001732	YIL031W	maker-NODE_9_length_249165_cov_11.2857_ID_17-snap-gene-1.38-mRNA-1_1&gene=maker-NODE_9_length_249165_cov_11.2857_ID_17-snap-gene-1.38&CDS=1-918
OG0001733	YIL033C	genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.119&CDS=1-1089
OG0001734	YIL034C	maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_3_length_308411_cov_11.3318_ID_5-augustus-gene-1.66&CDS=1-825
OG0001735	YIL038C	genemark-NODE_72_length_83986_cov_11.1349_ID_143-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_72_length_83986_cov_11.1349_ID_143-processed-gene-0.78&CDS=1-1914
