	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
OG0002113	YJR095W	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.79&CDS=1-969
OG0002114	YJR096W	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.1&CDS=1-849
OG0002115	YJR097W	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.16&CDS=1-486
OG0002116	YJR098C	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.17&CDS=1-1659
OG0002117	YJR099W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.129&CDS=1-690
OG0002118	YJR100C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.44&CDS=1-828
OG0002119	YJR101W	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.46&CDS=1-711
OG0002120	YJR102C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.65&CDS=1-357
OG0002121	YJR104C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.49&CDS=1-459
OG0002122	YJR105W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.8&CDS=1-1038
OG0002123	YJR107W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.37&CDS=1-792
OG0002124	YJR109C	genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.58-mRNA-1_1&gene=genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.58&CDS=1-4302
OG0002125	YJR110W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.89&CDS=1-1917
OG0002126	YJR111C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.67&CDS=1-825
OG0002127	YJR112W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.36&CDS=1-588
OG0002128	YJR113C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.12&CDS=1-735
OG0002129	YJR117W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.113&CDS=1-1341
OG0002130	YJR118C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.13&CDS=1-393
OG0002131	YJR119C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.12&CDS=1-2250
OG0002132	YJR121W	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.132-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.132&CDS=1-1512
OG0002133	YJR122W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.114&CDS=1-1380
OG0002134	YJR123W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.89&CDS=1-693
OG0002135	YJR124C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-5.10&CDS=1-1125
OG0002136	YJR126C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.58&CDS=1-2310
OG0002137	YJR132W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.74&CDS=1-3078
OG0002138	YJR135W-A	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.32&CDS=1-261
OG0002139	YJR137C	augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.118&CDS=1-4224
OG0002140	YJR138W	augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.119&CDS=1-4386
OG0002141	YJR139C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.146&CDS=1-1077
OG0002142	YJR140C	snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.59&CDS=1-5109
OG0002143	YJR141W	snap_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.17&CDS=1-801
OG0002144	YJR143C	maker-NODE_12_length_325957_cov_37.5909_ID_23-augustus-gene-2.195-mRNA-1_1&gene=maker-NODE_12_length_325957_cov_37.5909_ID_23-augustus-gene-2.195&CDS=1-2979
OG0002145	YJR144W	snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.57&CDS=1-891
OG0002146	YJR149W	augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.64&CDS=1-1041
OG0002147	YJR152W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.13&CDS=1-1614
OG0002148	YKL001C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.159-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.159&CDS=1-606
OG0002149	YKL002W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.134&CDS=1-675
OG0002150	YKL003C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-0.91&CDS=1-345
OG0002151	YKL004W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.186&CDS=1-1359
OG0002152	YKL005C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.215-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.215&CDS=1-2154
OG0002153	YKL009W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.181&CDS=1-717
OG0002154	YKL010C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.213-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.213&CDS=1-4374
OG0002155	YKL011C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.136&CDS=1-975
OG0002156	YKL012W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.133&CDS=1-1626
OG0002157	YKL013C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.13&CDS=1-507
OG0002158	YKL014C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.17&CDS=1-4965
OG0002159	YKL015W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.39&CDS=1-2529
OG0002160	YKL016C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-3.97-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-3.97&CDS=1-528
OG0002161	YKL017C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.19&CDS=1-2094
OG0002162	YKL018W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.40&CDS=1-987
OG0002163	YKL021C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.28&CDS=1-1299
OG0002164	YKL022C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.6&CDS=1-2058
OG0002165	YKL024C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.1&CDS=1-888
OG0002166	YKL025C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-1.5&CDS=1-2001
OG0002167	YKL027W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.77&CDS=1-1302
OG0002168	YKL028W	augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.131&CDS=1-1233
OG0002169	YKL029C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.19&CDS=1-1929
OG0002170	YKL033W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.42&CDS=1-3162
OG0002171	YKL033W-A	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.46&CDS=1-2847
OG0002172	YKL035W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.40&CDS=1-1494
OG0002173	YKL040C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.36&CDS=1-687
OG0002174	YKL041W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.7&CDS=1-561
OG0002175	YKL043W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.94&CDS=1-1665
OG0002176	YKL045W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.108&CDS=1-1494
OG0002177	YKL047W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.92&CDS=1-1656
OG0002178	YKL051W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.98&CDS=1-918
OG0002179	YKL053C-A	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-5.138-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-5.138&CDS=1-264
OG0002180	YKL054C	snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.26&CDS=1-1857
OG0002181	YKL056C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-9.0-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-9.0&CDS=1-501
OG0002182	YKL057C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.102&CDS=1-3249
OG0002183	YKL058W	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-3.1&CDS=1-333
OG0002184	YKL059C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.123&CDS=1-1185
OG0002185	YKL060C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.106&CDS=1-1080
OG0002186	YKL064W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.24&CDS=1-3306
OG0002187	YKL067W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.41&CDS=1-453
OG0002188	YKL069W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.19&CDS=1-528
OG0002189	YKL070W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.164-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.164&CDS=1-678
OG0002190	YKL073W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.119&CDS=1-2673
OG0002191	YKL074C	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.120&CDS=1-2022
OG0002192	YKL077W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.211-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.211&CDS=1-1173
OG0002193	YKL078W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.72&CDS=1-2448
OG0002194	YKL080W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.19&CDS=1-3345
OG0002195	YKL082C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.33&CDS=1-1344
OG0002196	YKL086W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.39&CDS=1-378
OG0002197	YKL087C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.41&CDS=1-840
OG0002198	YKL088W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.80&CDS=1-1905
OG0002199	YKL089W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.180&CDS=1-2112
OG0002200	YKL090W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-0.8&CDS=1-1419
OG0002201	YKL092C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.30&CDS=1-2937
OG0002202	YKL094W	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.130&CDS=1-918
OG0002203	YKL095W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.93&CDS=1-879
OG0002204	YKL096W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.78&CDS=1-546
OG0002205	YKL098W	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.53&CDS=1-894
OG0002206	YKL099C	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.47&CDS=1-726
OG0002207	YKL103C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.65&CDS=1-1773
OG0002208	YKL104C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.44&CDS=1-2082
OG0002209	YKL107W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.44&CDS=1-864
OG0002210	YKL108W	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.11&CDS=1-1203
OG0002211	YKL110C	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.44&CDS=1-852
OG0002212	YKL113C	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-5.54-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-5.54&CDS=1-1143
OG0002213	YKL114C	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-5.55-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-5.55&CDS=1-1083
OG0002214	YKL116C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.91&CDS=1-1332
OG0002215	YKL117W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.94&CDS=1-573
OG0002216	YKL119C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.10&CDS=1-582
OG0002217	YKL120W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.61&CDS=1-972
OG0002218	YKL122C	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.271-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-6.271&CDS=1-465
OG0002219	YKL125W	maker-NODE_8_length_699131_cov_28.927_ID_15-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_8_length_699131_cov_28.927_ID_15-augustus-gene-0.0&CDS=1-3147
OG0002220	YKL134C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.0&CDS=1-2367
OG0002221	YKL135C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.7&CDS=1-2058
OG0002222	YKL137W	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.102&CDS=1-297
OG0002223	YKL138C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.25&CDS=1-339
OG0002224	YKL139W	snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-2.49&CDS=1-1944
OG0002225	YKL140W	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.85&CDS=1-1344
OG0002226	YKL142W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-1.30&CDS=1-612
