	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
OG0001456	YGR117C	augustus_masked-flattened_line_6-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.146&CDS=1-1440
OG0001457	YGR119C	augustus_masked-flattened_line_16-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.113&CDS=1-690
OG0001458	YGR123C	augustus_masked-flattened_line_0-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.68&CDS=1-1566
OG0001459	YGR125W	augustus_masked-flattened_line_29-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.39&CDS=1-3591
OG0001460	YGR127W	maker-flattened_line_6-snap-gene-1.9-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.9&CDS=1-819
OG0001461	YGR128C	augustus_masked-flattened_line_29-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.38&CDS=1-2340
OG0001462	YGR129W	snap_masked-flattened_line_23-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.66&CDS=1-660
OG0001463	YGR133W	genemark-flattened_line_39-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.160&CDS=1-492
OG0001464	YGR134W	augustus_masked-flattened_line_39-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.68&CDS=1-3096
OG0001465	YGR135W	maker-flattened_line_6-augustus-gene-4.67-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.67&CDS=1-759
OG0001466	YGR145W	genemark-flattened_line_4-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.45&CDS=1-2070
OG0001467	YGR147C	augustus_masked-flattened_line_20-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.23&CDS=1-570
OG0001468	YGR149W	augustus_masked-flattened_line_35-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.136&CDS=1-1323
OG0001469	YGR150C	maker-flattened_line_4-augustus-gene-7.0-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.0&CDS=1-4146
OG0001470	YGR152C	maker-flattened_line_23-augustus-gene-1.323-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.323&CDS=1-840
OG0001471	YGR159C	augustus_masked-flattened_line_0-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.58&CDS=1-1173
OG0001472	YGR161C	snap_masked-flattened_line_53-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.64&CDS=1-1005
OG0001473	YGR163W	augustus_masked-flattened_line_72-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.6&CDS=1-1041
OG0001474	YGR165W	augustus_masked-flattened_line_10-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.3&CDS=1-4260
OG0001475	YGR167W	augustus_masked-flattened_line_6-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.114&CDS=1-684
OG0001476	YGR170W	augustus_masked-flattened_line_6-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.146&CDS=1-2631
OG0001477	YGR171C	maker-flattened_line_55-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.33&CDS=1-1938
OG0001478	YGR172C	augustus_masked-flattened_line_43-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.121&CDS=1-774
OG0001479	YGR173W	augustus_masked-flattened_line_27-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.64&CDS=1-1113
OG0001480	YGR174C	augustus_masked-flattened_line_4-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.129&CDS=1-369
OG0001481	YGR175C	augustus_masked-flattened_line_18-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.82&CDS=1-1485
OG0001482	YGR178C	augustus_masked-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.77&CDS=1-2067
OG0001483	YGR181W	augustus_masked-flattened_line_4-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.25&CDS=1-288
OG0001484	YGR184C	maker-flattened_line_31-augustus-gene-0.129-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.129&CDS=1-6387
OG0001485	YGR185C	augustus_masked-flattened_line_0-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.29&CDS=1-1173
OG0001486	YGR186W	augustus_masked-flattened_line_31-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.24&CDS=1-1755
OG0001487	YGR187C	augustus_masked-flattened_line_31-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.25&CDS=1-1200
OG0001488	YGR193C	augustus_masked-flattened_line_10-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.29&CDS=1-1056
OG0001489	YGR194C	augustus_masked-flattened_line_20-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.121&CDS=1-1755
OG0001490	YGR195W	augustus_masked-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.25&CDS=1-741
OG0001491	YGR200C	augustus_masked-flattened_line_0-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.30&CDS=1-2418
OG0001492	YGR202C	augustus_masked-flattened_line_4-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.27&CDS=1-1119
OG0001493	YGR203W	snap_masked-flattened_line_4-processed-gene-7.106-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.106&CDS=1-414
OG0001494	YGR205W	snap_masked-flattened_line_27-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.100&CDS=1-840
OG0001495	YGR207C	augustus_masked-flattened_line_27-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.45&CDS=1-762
OG0001496	YGR210C	augustus_masked-flattened_line_10-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.40&CDS=1-1245
OG0001497	YGR211W	augustus_masked-flattened_line_4-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.18&CDS=1-1518
OG0001498	YGR215W	augustus_masked-flattened_line_6-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.29&CDS=1-342
OG0001499	YGR216C	augustus_masked-flattened_line_6-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.56&CDS=1-1950
OG0001500	YGR217W	augustus_masked-flattened_line_4-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.38&CDS=1-6621
OG0001501	YGR218W	augustus_masked-flattened_line_10-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.62&CDS=1-3225
OG0001502	YGR220C	augustus_masked-flattened_line_4-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.28&CDS=1-819
OG0001503	YGR223C	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-1230
OG0001504	YGR225W	augustus_masked-flattened_line_6-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.31&CDS=1-1593
OG0001505	YGR227W	augustus_masked-flattened_line_6-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.32&CDS=1-1404
OG0001506	YGR231C	augustus_masked-flattened_line_4-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.37&CDS=1-912
OG0001507	YGR233C	augustus_masked-flattened_line_12-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.20&CDS=1-3327
OG0001508	YGR234W	augustus_masked-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.50&CDS=1-1212
OG0001509	YGR244C	augustus_masked-flattened_line_6-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.60&CDS=1-1230
OG0001510	YGR245C	augustus_masked-flattened_line_61-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.45&CDS=1-2328
OG0001511	YGR246C	augustus_masked-flattened_line_43-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.124&CDS=1-1668
OG0001512	YGR252W	augustus_masked-flattened_line_23-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.287&CDS=1-1233
OG0001513	YGR253C	augustus_masked-flattened_line_23-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.238&CDS=1-774
OG0001514	YGR255C	augustus_masked-flattened_line_8-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.74&CDS=1-1398
OG0001515	YGR257C	augustus_masked-flattened_line_0-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.124&CDS=1-1221
OG0001516	YGR258C	maker-flattened_line_4-snap-gene-7.12-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-7.12&CDS=1-2628
OG0001517	YGR261C	augustus_masked-flattened_line_4-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.23&CDS=1-2385
OG0001518	YGR264C	augustus_masked-flattened_line_31-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.39&CDS=1-2178
OG0001519	YGR266W	augustus_masked-flattened_line_43-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.94&CDS=1-1983
OG0001520	YGR267C	augustus_masked-flattened_line_23-processed-gene-1.293-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.293&CDS=1-771
OG0001521	YGR268C	augustus_masked-flattened_line_43-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.97&CDS=1-732
OG0001522	YGR270W	augustus_masked-flattened_line_14-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.68&CDS=1-3579
OG0001523	YGR271W	augustus_masked-flattened_line_8-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.151&CDS=1-5931
OG0001524	YGR274C	augustus_masked-flattened_line_2-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.162&CDS=1-3195
OG0001525	YGR277C	snap_masked-flattened_line_6-processed-gene-5.136-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.136&CDS=1-717
OG0001526	YGR278W	augustus_masked-flattened_line_6-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.83&CDS=1-2070
OG0001527	YGR280C	augustus_masked-flattened_line_0-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.17&CDS=1-843
OG0001528	YGR282C	augustus_masked-flattened_line_16-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.99&CDS=1-927
OG0001529	YGR284C	augustus_masked-flattened_line_16-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.97&CDS=1-951
OG0001530	YGR285C	augustus_masked-flattened_line_43-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.115&CDS=1-1272
OG0001531	YGR286C	augustus_masked-flattened_line_65-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.31&CDS=1-1167
OG0001532	YHL002W	augustus_masked-flattened_line_2-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.149&CDS=1-1503
OG0001533	YHL004W	augustus_masked-flattened_line_22-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.206&CDS=1-1197
OG0001534	YHL008C	maker-flattened_line_6-augustus-gene-5.21-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-5.21&CDS=1-2769
OG0001535	YHL010C	augustus_masked-flattened_line_14-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.49&CDS=1-1680
OG0001536	YHL013C	augustus_masked-flattened_line_20-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.13&CDS=1-858
OG0001537	YHL014C	augustus_masked-flattened_line_20-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.34&CDS=1-1200
OG0001538	YHL015W	augustus_masked-flattened_line_12-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.71&CDS=1-351
OG0001539	YHL016C	augustus_masked-flattened_line_6-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.43&CDS=1-2136
OG0001540	YHL018W	snap_masked-flattened_line_0-processed-gene-3.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.154&CDS=1-321
OG0001541	YHL020C	augustus_masked-flattened_line_2-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.140&CDS=1-1332
OG0001542	YHL022C	augustus_masked-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.15&CDS=1-855
OG0001543	YHL024W	augustus_masked-flattened_line_4-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.29&CDS=1-1941
OG0001544	YHL027W	augustus_masked-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.7&CDS=1-1050
OG0001545	YHL029C	augustus_masked-flattened_line_41-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.130&CDS=1-2307
OG0001546	YHL030W	augustus_masked-flattened_line_41-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.109&CDS=1-5502
OG0001547	YHL031C	augustus_masked-flattened_line_20-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.118&CDS=1-678
OG0001548	YHL036W	snap_masked-flattened_line_8-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.101&CDS=1-1683
OG0001549	YHL039W	augustus_masked-flattened_line_0-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.11&CDS=1-1752
OG0001550	YHR001W-A	augustus_masked-flattened_line_12-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.93&CDS=1-231
OG0001551	YHR002W	snap_masked-flattened_line_0-processed-gene-6.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.104&CDS=1-1077
OG0001552	YHR005C	augustus_masked-flattened_line_8-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.219&CDS=1-1758
OG0001553	YHR005C-A	augustus_masked-flattened_line_55-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.81&CDS=1-273
OG0001554	YHR007C	augustus_masked-flattened_line_2-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.128&CDS=1-1563
OG0001555	YHR008C	augustus_masked-flattened_line_2-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.144&CDS=1-657
OG0001556	YHR009C	augustus_masked-flattened_line_6-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.53&CDS=1-1467
OG0001557	YHR011W	augustus_masked-flattened_line_16-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.63&CDS=1-1431
OG0001558	YHR012W	augustus_masked-flattened_line_18-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.90&CDS=1-786
OG0001559	YHR013C	augustus_masked-flattened_line_18-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.43&CDS=1-651
OG0001560	YHR018C	augustus_masked-flattened_line_18-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.49&CDS=1-1395
OG0001561	YHR019C	snap_masked-flattened_line_47-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.139&CDS=1-1653
OG0001562	YHR020W	snap_masked-flattened_line_4-processed-gene-5.115-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.115&CDS=1-3531
OG0001563	YHR023W	maker-flattened_line_35-snap-gene-0.164-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.164&CDS=1-4956
OG0001564	YHR024C	augustus_masked-flattened_line_10-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.52&CDS=1-1389
OG0001565	YHR025W	augustus_masked-flattened_line_0-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.149&CDS=1-1080
OG0001566	YHR026W	augustus_masked-flattened_line_0-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.127&CDS=1-579
OG0001567	YHR027C	maker-flattened_line_0-augustus-gene-8.53-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.53&CDS=1-4077
OG0001568	YHR029C	augustus_masked-flattened_line_57-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.27&CDS=1-867
OG0001569	YHR030C	augustus_masked-flattened_line_0-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.148&CDS=1-1464
OG0001570	YHR032W	augustus_masked-flattened_line_31-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.22&CDS=1-1845
OG0001571	YHR037W	augustus_masked-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.1&CDS=1-1749
OG0001572	YHR038W	augustus_masked-flattened_line_10-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.12&CDS=1-705
OG0001573	YHR039C	snap_masked-flattened_line_10-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.109&CDS=1-1854
OG0001574	YHR039C-A	maker-flattened_line_10-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.83&CDS=1-1083
OG0001575	YHR040W	snap_masked-flattened_line_31-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.143&CDS=1-1221
OG0001576	YHR041C	augustus_masked-flattened_line_29-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.25&CDS=1-714
OG0001577	YHR042W	augustus_masked-flattened_line_2-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.138&CDS=1-2055
OG0001578	YHR045W	augustus_masked-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.86&CDS=1-1554
OG0001579	YHR051W	maker-flattened_line_35-augustus-gene-0.160-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.160&CDS=1-429
OG0001580	YHR052W	augustus_masked-flattened_line_20-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.220&CDS=1-1029
OG0001581	YHR058C	maker-flattened_line_14-augustus-gene-3.90-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.90&CDS=1-723
OG0001582	YHR059W	augustus_masked-flattened_line_14-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.63&CDS=1-447
OG0001583	YHR062C	snap_masked-flattened_line_14-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.133&CDS=1-885
OG0001584	YHR063C	augustus_masked-flattened_line_4-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.163&CDS=1-1038
OG0001585	YHR064C	augustus_masked-flattened_line_4-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.27&CDS=1-1590
OG0001586	YHR065C	genemark-flattened_line_12-processed-gene-2.158-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.158&CDS=1-1794
OG0001587	YHR067W	genemark-flattened_line_39-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.178&CDS=1-2409
OG0001588	YHR068W	augustus_masked-flattened_line_18-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.120&CDS=1-1125
