	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
OG0001661	YIL017C	genemark-flattened_line_180-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.12&CDS=1-2565
OG0001662	YIL019W	maker-flattened_line_75-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_75-snap-gene-0.9&CDS=1-1002
OG0001663	YIL020C	augustus_masked-flattened_line_75-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.106&CDS=1-1209
OG0001664	YIL021W	augustus_masked-flattened_line_141-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.22&CDS=1-1431
OG0001665	YIL022W	snap_masked-flattened_line_129-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.24&CDS=1-1473
OG0001666	YIL023C	maker-flattened_line_37-augustus-gene-0.109-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.109&CDS=1-1233
OG0001667	YIL026C	genemark-flattened_line_131-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.82&CDS=1-3429
OG0001668	YIL030C	maker-flattened_line_121-augustus-gene-0.134-mRNA-1_1&gene=maker-flattened_line_121-augustus-gene-0.134&CDS=1-3771
OG0001669	YIL031W	maker-flattened_line_57-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.111&CDS=1-2316
OG0001670	YIL033C	genemark-flattened_line_135-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.23&CDS=1-1143
OG0001671	YIL034C	augustus_masked-flattened_line_145-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.17&CDS=1-732
OG0001672	YIL038C	genemark-flattened_line_99-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.109&CDS=1-1947
OG0001673	YIL039W	genemark-flattened_line_9-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.6&CDS=1-1473
OG0001674	YIL041W	genemark-flattened_line_57-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.170&CDS=1-918
OG0001675	YIL042C	genemark-flattened_line_51-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.188&CDS=1-1239
OG0001676	YIL043C	genemark-flattened_line_55-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.58&CDS=1-915
OG0001677	YIL046W	maker-flattened_line_7-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-0.69&CDS=1-2349
OG0001678	YIL047C	genemark-flattened_line_59-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.53&CDS=1-3204
OG0001679	YIL048W	maker-flattened_line_87-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.56&CDS=1-3225
OG0001680	YIL049W	genemark-flattened_line_323-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_323-processed-gene-0.3&CDS=1-858
OG0001681	YIL050W	maker-flattened_line_25-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-0.36&CDS=1-1095
OG0001682	YIL061C	genemark-flattened_line_27-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.40&CDS=1-873
OG0001683	YIL062C	genemark-flattened_line_206-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.50&CDS=1-414
OG0001684	YIL063C	genemark-flattened_line_21-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.51&CDS=1-1632
OG0001685	YIL064W	augustus_masked-flattened_line_198-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.4&CDS=1-744
OG0001686	YIL065C	genemark-flattened_line_31-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.73&CDS=1-459
OG0001687	YIL067C	genemark-flattened_line_7-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.84&CDS=1-1881
OG0001688	YIL068C	genemark-flattened_line_0-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.45&CDS=1-2352
OG0001689	YIL070C	augustus_masked-flattened_line_57-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.2&CDS=1-831
OG0001690	YIL072W	maker-flattened_line_115-augustus-gene-0.129-mRNA-1_1&gene=maker-flattened_line_115-augustus-gene-0.129&CDS=1-2046
OG0001691	YIL074C	genemark-flattened_line_33-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.5&CDS=1-1440
OG0001692	YIL075C	genemark-flattened_line_31-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.75&CDS=1-2985
OG0001693	YIL078W	genemark-flattened_line_59-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.10&CDS=1-2253
OG0001694	YIL083C	genemark-flattened_line_15-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.50&CDS=1-1023
OG0001695	YIL084C	genemark-flattened_line_71-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.26&CDS=1-852
OG0001696	YIL090W	snap_masked-flattened_line_11-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.85&CDS=1-1257
OG0001697	YIL091C	maker-flattened_line_11-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.57&CDS=1-1920
OG0001698	YIL093C	genemark-flattened_line_41-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.133&CDS=1-606
OG0001699	YIL094C	genemark-flattened_line_190-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.50&CDS=1-1149
OG0001700	YIL096C	genemark-flattened_line_97-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.24&CDS=1-903
OG0001701	YIL097W	genemark-flattened_line_97-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.45&CDS=1-1185
OG0001702	YIL098C	genemark-flattened_line_15-processed-gene-1.197-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.197&CDS=1-504
OG0001703	YIL099W	genemark-flattened_line_113-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.3&CDS=1-1629
OG0001704	YIL101C	maker-flattened_line_0-augustus-gene-1.160-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.160&CDS=1-1644
OG0001705	YIL103W	genemark-flattened_line_89-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.135&CDS=1-1317
OG0001706	YIL104C	maker-flattened_line_2-snap-gene-0.121-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.121&CDS=1-1386
OG0001707	YIL106W	augustus_masked-flattened_line_0-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.13&CDS=1-642
OG0001708	YIL107C	genemark-flattened_line_220-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.14&CDS=1-2025
OG0001709	YIL108W	genemark-flattened_line_63-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.23&CDS=1-1992
OG0001710	YIL109C	genemark-flattened_line_75-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.114&CDS=1-2898
OG0001711	YIL110W	genemark-flattened_line_19-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.53&CDS=1-1119
OG0001712	YIL115C	snap_masked-flattened_line_71-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.108&CDS=1-4581
OG0001713	YIL116W	genemark-flattened_line_9-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.15&CDS=1-1251
OG0001714	YIL118W	genemark-flattened_line_97-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.32&CDS=1-681
OG0001715	YIL125W	snap_masked-flattened_line_9-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.147&CDS=1-2928
OG0001716	YIL126W	genemark-flattened_line_41-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.108&CDS=1-3864
OG0001717	YIL128W	maker-flattened_line_5-snap-gene-2.166-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-2.166&CDS=1-3096
OG0001718	YIL129C	genemark-flattened_line_123-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.40&CDS=1-7395
OG0001719	YIL130W	genemark-flattened_line_55-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.12&CDS=1-3555
OG0001720	YIL134W	snap_masked-flattened_line_192-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.30&CDS=1-885
OG0001721	YIL140W	augustus_masked-flattened_line_29-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.32&CDS=1-2352
OG0001722	YIL142W	genemark-flattened_line_25-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.29&CDS=1-1578
OG0001723	YIL143C	maker-flattened_line_9-augustus-gene-0.122-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-0.122&CDS=1-2484
OG0001724	YIL144W	genemark-flattened_line_19-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.60&CDS=1-2175
OG0001725	YIL147C	genemark-flattened_line_5-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.123&CDS=1-3246
OG0001726	YIL150C	maker-flattened_line_23-augustus-gene-1.84-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.84&CDS=1-2346
OG0001727	YIL153W	maker-flattened_line_41-augustus-gene-0.179-mRNA-1_1&gene=maker-flattened_line_41-augustus-gene-0.179&CDS=1-1185
OG0001728	YIL154C	genemark-flattened_line_9-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.58&CDS=1-1905
OG0001729	YIL155C	genemark-flattened_line_75-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.122&CDS=1-1911
OG0001730	YIL156W-B	genemark-flattened_line_17-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.227&CDS=1-219
OG0001731	YIL157C	maker-flattened_line_153-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_153-snap-gene-0.111&CDS=1-552
OG0001732	YIL162W	augustus_masked-flattened_line_161-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.11&CDS=1-1896
OG0001733	YIL164C	snap_masked-flattened_line_249-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_249-processed-gene-0.5&CDS=1-1089
OG0001734	YIR001C	genemark-flattened_line_19-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.101&CDS=1-507
OG0001735	YIR002C	genemark-flattened_line_69-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.148&CDS=1-2700
OG0001736	YIR004W	genemark-flattened_line_133-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_133-processed-gene-0.113&CDS=1-1452
OG0001737	YIR005W	snap_masked-flattened_line_71-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.123&CDS=1-1170
OG0001738	YIR006C	genemark-flattened_line_37-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.198&CDS=1-3003
OG0001739	YIR007W	maker-flattened_line_57-augustus-gene-0.149-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.149&CDS=1-2148
OG0001740	YIR008C	augustus_masked-flattened_line_57-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.35&CDS=1-1533
OG0001741	YIR012W	genemark-flattened_line_71-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.46&CDS=1-1263
OG0001742	YIR015W	genemark-flattened_line_2-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.62&CDS=1-426
OG0001743	YIR022W	genemark-flattened_line_39-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.195&CDS=1-519
OG0001744	YIR023W	genemark-flattened_line_13-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.24&CDS=1-2481
OG0001745	YIR026C	snap_masked-flattened_line_11-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.132&CDS=1-918
OG0001746	YIR027C	genemark-flattened_line_75-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.136&CDS=1-1380
OG0001747	YIR029W	genemark-flattened_line_137-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.98&CDS=1-1014
OG0001748	YIR030C	genemark-flattened_line_11-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.206&CDS=1-672
OG0001749	YIR031C	genemark-flattened_line_13-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.2&CDS=1-1626
OG0001750	YIR032C	genemark-flattened_line_83-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.29&CDS=1-633
OG0001751	YIR034C	genemark-flattened_line_9-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.6&CDS=1-1098
OG0001752	YIR038C	snap_masked-flattened_line_25-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.138&CDS=1-717
OG0001753	YIR042C	genemark-flattened_line_226-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.4&CDS=1-636
OG0001754	YJL001W	genemark-flattened_line_131-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.76&CDS=1-651
OG0001755	YJL002C	genemark-flattened_line_234-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_234-processed-gene-0.29&CDS=1-1455
OG0001756	YJL003W	augustus_masked-flattened_line_65-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.6&CDS=1-564
OG0001757	YJL004C	genemark-flattened_line_174-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.70&CDS=1-693
OG0001758	YJL005W	snap_masked-flattened_line_19-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.124&CDS=1-5115
OG0001759	YJL006C	snap_masked-flattened_line_65-processed-gene-0.201-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.201&CDS=1-1125
OG0001760	YJL008C	genemark-flattened_line_339-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_339-processed-gene-0.2&CDS=1-1656
OG0001761	YJL010C	genemark-flattened_line_93-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_93-processed-gene-0.106&CDS=1-1818
OG0001762	YJL011C	genemark-flattened_line_9-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.37&CDS=1-402
OG0001763	YJL012C	augustus_masked-flattened_line_13-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.197&CDS=1-2121
OG0001764	YJL014W	genemark-flattened_line_9-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.36&CDS=1-1557
OG0001765	YJL020C	genemark-flattened_line_107-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.139&CDS=1-3396
OG0001766	YJL024C	maker-flattened_line_47-snap-gene-0.200-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.200&CDS=1-558
OG0001767	YJL025W	snap_masked-flattened_line_9-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.179&CDS=1-1998
OG0001768	YJL026W	genemark-flattened_line_161-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.69&CDS=1-1263
OG0001769	YJL029C	genemark-flattened_line_37-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.203&CDS=1-2139
OG0001770	YJL030W	snap_masked-flattened_line_99-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.63&CDS=1-705
OG0001771	YJL031C	maker-flattened_line_2-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.147&CDS=1-1005
OG0001772	YJL033W	genemark-flattened_line_208-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.10&CDS=1-2376
OG0001773	YJL034W	genemark-flattened_line_35-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.29&CDS=1-2010
OG0001774	YJL035C	genemark-flattened_line_47-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.107&CDS=1-636
OG0001775	YJL036W	augustus_masked-flattened_line_0-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.12&CDS=1-1107
OG0001776	YJL039C	genemark-flattened_line_45-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.194&CDS=1-5676
OG0001777	YJL041W	snap_masked-flattened_line_93-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.162&CDS=1-2184
OG0001778	YJL044C	genemark-flattened_line_123-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.27&CDS=1-2142
OG0001779	YJL046W	augustus_masked-flattened_line_11-processed-gene-1.301-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.301&CDS=1-879
OG0001780	YJL049W	snap_masked-flattened_line_0-processed-gene-3.207-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.207&CDS=1-1473
OG0001781	YJL050W	genemark-flattened_line_259-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_259-processed-gene-0.17&CDS=1-3150
OG0001782	YJL052W	genemark-flattened_line_145-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.87&CDS=1-1014
OG0001783	YJL053W	genemark-flattened_line_135-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_135-processed-gene-0.18&CDS=1-882
OG0001784	YJL054W	genemark-flattened_line_17-processed-gene-1.275-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.275&CDS=1-1218
OG0001785	YJL057C	genemark-flattened_line_169-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.36&CDS=1-1782
OG0001786	YJL059W	maker-flattened_line_57-augustus-gene-0.129-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.129&CDS=1-1335
OG0001787	YJL060W	augustus_masked-flattened_line_89-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.4&CDS=1-3642
OG0001788	YJL061W	genemark-flattened_line_127-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.85&CDS=1-2436
OG0001789	YJL062W	maker-flattened_line_2-augustus-gene-0.142-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.142&CDS=1-3009
OG0001790	YJL062W-A	augustus_masked-flattened_line_85-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.21&CDS=1-267
OG0001791	YJL063C	genemark-flattened_line_224-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_224-processed-gene-0.27&CDS=1-594
OG0001792	YJL068C	genemark-flattened_line_57-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.214&CDS=1-897
OG0001793	YJL069C	genemark-flattened_line_5-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.96&CDS=1-1701
OG0001794	YJL071W	snap_masked-flattened_line_119-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.39&CDS=1-1704
OG0001795	YJL072C	genemark-flattened_line_119-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.20&CDS=1-888
OG0001796	YJL074C	genemark-flattened_line_25-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.17&CDS=1-3531
OG0001797	YJL080C	genemark-flattened_line_11-processed-gene-1.172-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.172&CDS=1-3294
OG0001798	YJL081C	augustus_masked-flattened_line_133-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.46&CDS=1-1260
OG0001799	YJL085W	genemark-flattened_line_73-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.105&CDS=1-1911
OG0001800	YJL087C	augustus_masked-flattened_line_251-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_251-processed-gene-0.0&CDS=1-2526
OG0001801	YJL088W	genemark-flattened_line_17-processed-gene-1.221-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.221&CDS=1-1068
OG0001802	YJL090C	snap_masked-flattened_line_39-processed-gene-0.260-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.260&CDS=1-1563
OG0001803	YJL091C	genemark-flattened_line_81-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.19&CDS=1-1734
OG0001804	YJL092W	maker-flattened_line_157-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_157-augustus-gene-0.37&CDS=1-3132
