	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
OG0001685	YGL115W	augustus_masked-NW_001834693.1-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.148&CDS=1-966
OG0001686	YGL116W	augustus_masked-NW_001834693.1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-2.149&CDS=1-1908
OG0001687	YGL119W	genemark-NW_001834670.1-processed-gene-0.126-mRNA-1_1&gene=genemark-NW_001834670.1-processed-gene-0.126&CDS=1-1311
OG0001688	YGL120C	augustus_masked-NW_001834670.1-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.156&CDS=1-2310
OG0001689	YGL122C	maker-NW_001834670.1-snap-gene-0.7-mRNA-1_1&gene=maker-NW_001834670.1-snap-gene-0.7&CDS=1-1608
OG0001690	YGL123W	augustus_masked-NW_001834670.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.186&CDS=1-774
OG0001691	YGL124C	genemark-NW_001834508.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_001834508.1-processed-gene-0.15&CDS=1-1860
OG0001692	YGL125W	maker-NW_001834508.1-augustus-gene-0.13-mRNA-1_1&gene=maker-NW_001834508.1-augustus-gene-0.13&CDS=1-1434
OG0001693	YGL126W	snap_masked-NW_001834602.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NW_001834602.1-processed-gene-0.35&CDS=1-1047
OG0001694	YGL127C	augustus_masked-NW_001834602.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834602.1-processed-gene-0.1&CDS=1-402
OG0001695	YGL128C	snap_masked-NW_001834690.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NW_001834690.1-processed-gene-1.140&CDS=1-870
OG0001696	YGL129C	augustus_masked-NW_001834502.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834502.1-processed-gene-0.8&CDS=1-1323
OG0001697	YGL130W	augustus_masked-NW_001834502.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834502.1-processed-gene-0.6&CDS=1-1404
OG0001698	YGL131C	augustus_masked-NW_001834693.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.72&CDS=1-4497
OG0001699	YGL133W	augustus_masked-NW_001834693.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.53&CDS=1-3504
OG0001700	YGL136C	augustus_masked-NW_001834693.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.69&CDS=1-951
OG0001701	YGL137W	augustus_masked-NW_001834693.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-1.50&CDS=1-2646
OG0001702	YGL138C	snap_masked-NW_001834693.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NW_001834693.1-processed-gene-1.109&CDS=1-1239
OG0001703	YGL140C	augustus_masked-NW_001834690.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.7&CDS=1-3681
OG0001704	YGL141W	augustus_masked-NW_001834670.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.144&CDS=1-2742
OG0001705	YGL142C	augustus_masked-NW_001834670.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.178&CDS=1-1740
OG0001706	YGL144C	maker-NW_001834670.1-snap-gene-0.8-mRNA-1_1&gene=maker-NW_001834670.1-snap-gene-0.8&CDS=1-3261
OG0001707	YGL145W	genemark-NW_001834675.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_001834675.1-processed-gene-0.53&CDS=1-2046
OG0001708	YGL146C	augustus_masked-NW_001834670.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.174&CDS=1-822
OG0001709	YGL148W	augustus_masked-NW_001834675.1-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.205&CDS=1-1128
OG0001710	YGL150C	augustus_masked-NW_001834670.1-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.171&CDS=1-4668
OG0001711	YGL151W	augustus_masked-NW_001834670.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.139&CDS=1-3234
OG0001712	YGL153W	augustus_masked-NW_001834670.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.138&CDS=1-1032
OG0001713	YGL154C	augustus_masked-NW_001834675.1-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.166&CDS=1-846
OG0001714	YGL155W	augustus_masked-NW_001834670.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.137&CDS=1-1101
OG0001715	YGL156W	augustus_masked-NW_001834670.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_001834670.1-processed-gene-0.136&CDS=1-3234
OG0001716	YGL159W	augustus_masked-NW_001834671.1-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NW_001834671.1-processed-gene-0.155&CDS=1-1068
OG0001717	YGL160W	augustus_masked-NW_001834615.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.65&CDS=1-1557
OG0001718	YGL161C	augustus_masked-NW_001834615.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.51&CDS=1-900
OG0001719	YGL163C	augustus_masked-NW_001834674.1-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.164&CDS=1-2823
OG0001720	YGL164C	augustus_masked-NW_001834615.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.52&CDS=1-1272
OG0001721	YGL166W	genemark-NW_001834615.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_001834615.1-processed-gene-0.42&CDS=1-1023
OG0001722	YGL167C	augustus_masked-NW_001834674.1-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.165&CDS=1-2832
OG0001723	YGL169W	augustus_masked-NW_001834674.1-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.143&CDS=1-1236
OG0001724	YGL170C	snap_masked-NW_001834522.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NW_001834522.1-processed-gene-0.8&CDS=1-1743
OG0001725	YGL171W	augustus_masked-NW_001834522.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834522.1-processed-gene-0.22&CDS=1-1710
OG0001726	YGL172W	augustus_masked-NW_001834522.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834522.1-processed-gene-0.23&CDS=1-1431
OG0001727	YGL173C	augustus_masked-NW_001834674.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.144&CDS=1-4563
OG0001728	YGL174W	augustus_masked-NW_001834674.1-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.169&CDS=1-843
OG0001729	YGL175C	augustus_masked-NW_001834674.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.145&CDS=1-1026
OG0001730	YGL176C	augustus_masked-NW_001834674.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.146&CDS=1-1407
OG0001731	YGL178W	augustus_masked-NW_001834674.1-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.170&CDS=1-2268
OG0001732	YGL180W	augustus_masked-NW_001834674.1-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.172&CDS=1-2982
OG0001733	YGL181W	augustus_masked-NW_001834674.1-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.173&CDS=1-1533
OG0001734	YGL183C	augustus_masked-NW_001834674.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.150&CDS=1-681
OG0001735	YGL185C	augustus_masked-NW_001834674.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.151&CDS=1-1149
OG0001736	YGL186C	augustus_masked-NW_001834674.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.152&CDS=1-1782
OG0001737	YGL190C	augustus_masked-NW_001834525.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.7&CDS=1-1608
OG0001738	YGL191W	augustus_masked-NW_001834525.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.9&CDS=1-384
OG0001739	YGL192W	genemark-NW_001834525.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_001834525.1-processed-gene-0.4&CDS=1-1887
OG0001740	YGL194C	augustus_masked-NW_001834525.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834525.1-processed-gene-0.8&CDS=1-1359
OG0001741	YGL195W	augustus_masked-NW_001834636.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834636.1-processed-gene-0.42&CDS=1-4980
OG0001742	YGL197W	genemark-NW_001834679.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NW_001834679.1-processed-gene-1.71&CDS=1-4881
OG0001743	YGL198W	augustus_masked-NW_001834679.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001834679.1-processed-gene-1.30&CDS=1-792
OG0001744	YGL200C	augustus_masked-NW_001834601.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834601.1-processed-gene-0.34&CDS=1-615
OG0001745	YGL201C	augustus_masked-NW_001834521.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_001834521.1-processed-gene-0.13&CDS=1-3033
OG0001746	YGL202W	augustus_masked-NW_001834521.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834521.1-processed-gene-0.11&CDS=1-1494
OG0001747	YGL203C	augustus_masked-NW_001834659.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NW_001834659.1-processed-gene-0.77&CDS=1-2139
OG0001748	YGL205W	snap_masked-NW_001834664.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NW_001834664.1-processed-gene-0.52&CDS=1-2259
OG0001749	YGL206C	augustus_masked-NW_001834600.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.15&CDS=1-4959
OG0001750	YGL207W	maker-NW_001834468.1-augustus-gene-0.8-mRNA-1_1&gene=maker-NW_001834468.1-augustus-gene-0.8&CDS=1-2946
OG0001751	YGL210W	augustus_masked-NW_001834600.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.6&CDS=1-660
OG0001752	YGL211W	augustus_masked-NW_001834691.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.98&CDS=1-1089
OG0001753	YGL212W	augustus_masked-NW_001834691.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.99&CDS=1-1110
OG0001754	YGL213C	augustus_masked-NW_001834691.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.82&CDS=1-1293
OG0001755	YGL215W	augustus_masked-NW_001834600.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.4&CDS=1-1254
OG0001756	YGL216W	augustus_masked-NW_001834600.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.3&CDS=1-2418
OG0001757	YGL219C	augustus_masked-NW_001834691.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.83&CDS=1-1701
OG0001758	YGL220W	augustus_masked-NW_001834600.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.2&CDS=1-252
OG0001759	YGL221C	augustus_masked-NW_001834600.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.12&CDS=1-870
OG0001760	YGL222C	snap_masked-NW_001834691.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NW_001834691.1-processed-gene-0.16&CDS=1-1086
OG0001761	YGL223C	augustus_masked-NW_001834600.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.10&CDS=1-1140
OG0001762	YGL225W	augustus_masked-NW_001834600.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.0&CDS=1-996
OG0001763	YGL226C-A	snap_masked-NW_001834609.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NW_001834609.1-processed-gene-0.52&CDS=1-261
OG0001764	YGL226W	augustus_masked-NW_001834609.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.35&CDS=1-447
OG0001765	YGL227W	augustus_masked-NW_001834609.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.36&CDS=1-2754
OG0001766	YGL228W	augustus_masked-NW_001834609.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.38&CDS=1-1776
OG0001767	YGL231C	augustus_masked-NW_001834609.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.29&CDS=1-558
OG0001768	YGL232W	augustus_masked-NW_001834609.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.41&CDS=1-885
OG0001769	YGL233W	augustus_masked-NW_001834609.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.42&CDS=1-2649
OG0001770	YGL234W	augustus_masked-NW_001834609.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.44&CDS=1-2376
OG0001771	YGL236C	maker-NW_001834630.1-snap-gene-0.32-mRNA-1_1&gene=maker-NW_001834630.1-snap-gene-0.32&CDS=1-2355
OG0001772	YGL238W	augustus_masked-NW_001834609.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.46&CDS=1-2868
OG0001773	YGL240W	augustus_masked-NW_001834609.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.47&CDS=1-744
OG0001774	YGL241W	augustus_masked-NW_001834572.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834572.1-processed-gene-0.33&CDS=1-3006
OG0001775	YGL242C	augustus_masked-NW_001834630.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.28&CDS=1-567
OG0001776	YGL243W	augustus_masked-NW_001834572.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834572.1-processed-gene-0.34&CDS=1-1155
OG0001777	YGL244W	snap_masked-NW_001834630.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NW_001834630.1-processed-gene-0.4&CDS=1-1677
OG0001778	YGL245W	augustus_masked-NW_001834630.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.19&CDS=1-2121
OG0001779	YGL246C	genemark-NW_001834572.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_001834572.1-processed-gene-0.2&CDS=1-1137
OG0001780	YGL248W	snap_masked-NW_001834572.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NW_001834572.1-processed-gene-0.23&CDS=1-1119
OG0001781	YGL249W	augustus_masked-NW_001834630.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.17&CDS=1-2154
OG0001782	YGL250W	augustus_masked-NW_001834621.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.56&CDS=1-780
OG0001783	YGL251C	augustus_masked-NW_001834621.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.66&CDS=1-3600
OG0001784	YGL252C	augustus_masked-NW_001834630.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.26&CDS=1-1800
OG0001785	YGL254W	augustus_masked-NW_001834621.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.55&CDS=1-1017
OG0001786	YGL262W	snap_masked-NW_001834595.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NW_001834595.1-processed-gene-0.17&CDS=1-900
OG0001787	YGR001C	maker-NW_001834666.1-augustus-gene-0.5-mRNA-1_1&gene=maker-NW_001834666.1-augustus-gene-0.5&CDS=1-738
OG0001788	YGR002C	augustus_masked-NW_001834666.1-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.149&CDS=1-1674
OG0001789	YGR003W	snap_masked-NW_001834666.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NW_001834666.1-processed-gene-0.69&CDS=1-2295
OG0001790	YGR005C	augustus_masked-NW_001834666.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.147&CDS=1-1224
OG0001791	YGR006W	augustus_masked-NW_001834666.1-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.176&CDS=1-702
OG0001792	YGR007W	augustus_masked-NW_001834666.1-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.175&CDS=1-990
OG0001793	YGR009C	augustus_masked-NW_001834641.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.45&CDS=1-2244
OG0001794	YGR012W	genemark-NW_001834662.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_001834662.1-processed-gene-0.97&CDS=1-1188
OG0001795	YGR013W	augustus_masked-NW_001834666.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.174&CDS=1-1908
OG0001796	YGR014W	snap_masked-NW_001834666.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NW_001834666.1-processed-gene-0.64&CDS=1-2919
OG0001797	YGR015C	augustus_masked-NW_001834666.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.145&CDS=1-984
OG0001798	YGR016W	augustus_masked-NW_001834666.1-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.172&CDS=1-558
OG0001799	YGR017W	genemark-NW_001834655.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_001834655.1-processed-gene-0.54&CDS=1-915
OG0001800	YGR019W	augustus_masked-NW_001834650.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.151&CDS=1-1416
OG0001801	YGR020C	augustus_masked-NW_001834650.1-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.175&CDS=1-357
OG0001802	YGR024C	augustus_masked-NW_001834655.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834655.1-processed-gene-0.33&CDS=1-714
OG0001803	YGR026W	augustus_masked-NW_001834674.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.139&CDS=1-816
OG0001804	YGR028W	augustus_masked-NW_001834577.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834577.1-processed-gene-0.21&CDS=1-1086
OG0001805	YGR029W	maker-NW_001834577.1-augustus-gene-0.14-mRNA-1_1&gene=maker-NW_001834577.1-augustus-gene-0.14&CDS=1-540
OG0001806	YGR030C	augustus_masked-NW_001834635.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.73&CDS=1-489
OG0001807	YGR031W	genemark-NW_001834577.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_001834577.1-processed-gene-0.36&CDS=1-930
OG0001808	YGR033C	augustus_masked-NW_001834635.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.72&CDS=1-711
OG0001809	YGR036C	augustus_masked-NW_001834635.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.70&CDS=1-735
OG0001810	YGR037C	augustus_masked-NW_001834635.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.68&CDS=1-261
OG0001811	YGR038W	augustus_masked-NW_001834635.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.88&CDS=1-717
OG0001812	YGR040W	snap_masked-NW_001834635.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NW_001834635.1-processed-gene-0.23&CDS=1-1068
OG0001813	YGR041W	augustus_masked-NW_001834614.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.38&CDS=1-1578
OG0001814	YGR042W	augustus_masked-NW_001834614.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.37&CDS=1-1029
OG0001815	YGR044C	augustus_masked-NW_001834680.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.73&CDS=1-1353
OG0001816	YGR047C	augustus_masked-NW_001834690.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.8&CDS=1-3099
OG0001817	YGR048W	augustus_masked-NW_001834690.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.33&CDS=1-1056
OG0001818	YGR053C	snap_masked-NW_001834680.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NW_001834680.1-processed-gene-0.117&CDS=1-690
OG0001819	YGR054W	augustus_masked-NW_001834680.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.52&CDS=1-1947
OG0001820	YGR055W	augustus_masked-NW_001834617.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.32&CDS=1-1758
OG0001821	YGR057C	augustus_masked-NW_001834617.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.43&CDS=1-531
OG0001822	YGR058W	snap_masked-NW_001834617.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NW_001834617.1-processed-gene-0.65&CDS=1-966
OG0001823	YGR059W	genemark-NW_001834617.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_001834617.1-processed-gene-0.14&CDS=1-1587
OG0001824	YGR061C	augustus_masked-NW_001834534.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.11&CDS=1-4065
OG0001825	YGR062C	augustus_masked-NW_001834614.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.25&CDS=1-846
OG0001826	YGR063C	augustus_masked-NW_001834614.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.24&CDS=1-351
OG0001827	YGR065C	augustus_masked-NW_001834534.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.12&CDS=1-1812
OG0001828	YGR067C	augustus_masked-NW_001834614.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.23&CDS=1-2490
OG0001829	YGR068C	augustus_masked-NW_001834614.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.22&CDS=1-2010
OG0001830	YGR072W	augustus_masked-NW_001834644.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.29&CDS=1-1197
OG0001831	YGR075C	augustus_masked-NW_001834644.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.7&CDS=1-684
OG0001832	YGR076C	augustus_masked-NW_001834644.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.6&CDS=1-483
