	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
OG0001736	YGL113W	augustus_masked-flattened_line_11-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.46&CDS=1-1986
OG0001737	YGL114W	genemark-flattened_line_11-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.98&CDS=1-2256
OG0001738	YGL115W	snap_masked-flattened_line_11-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.153&CDS=1-996
OG0001739	YGL116W	augustus_masked-flattened_line_11-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.48&CDS=1-2136
OG0001740	YGL119W	augustus_masked-flattened_line_43-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.88&CDS=1-1659
OG0001741	YGL120C	augustus_masked-flattened_line_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.89&CDS=1-2325
OG0001742	YGL121C	augustus_masked-flattened_line_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.24&CDS=1-432
OG0001743	YGL122C	augustus_masked-flattened_line_7-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.90&CDS=1-1584
OG0001744	YGL123W	augustus_masked-flattened_line_7-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.92&CDS=1-762
OG0001745	YGL124C	augustus_masked-flattened_line_11-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.25&CDS=1-1899
OG0001746	YGL125W	augustus_masked-flattened_line_11-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.51&CDS=1-1899
OG0001747	YGL127C	augustus_masked-flattened_line_11-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.28&CDS=1-408
OG0001748	YGL129C	augustus_masked-flattened_line_27-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.107&CDS=1-1323
OG0001749	YGL130W	augustus_masked-flattened_line_27-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.127&CDS=1-1341
OG0001750	YGL131C	snap_masked-flattened_line_11-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.72&CDS=1-4443
OG0001751	YGL133W	augustus_masked-flattened_line_11-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.94&CDS=1-3570
OG0001752	YGL136C	augustus_masked-flattened_line_11-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.111&CDS=1-909
OG0001753	YGL137W	augustus_masked-flattened_line_11-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.91&CDS=1-2565
OG0001754	YGL140C	augustus_masked-flattened_line_3-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.154&CDS=1-3717
OG0001755	YGL141W	augustus_masked-flattened_line_47-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.58&CDS=1-2754
OG0001756	YGL142C	augustus_masked-flattened_line_47-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.16&CDS=1-1683
OG0001757	YGL143C	augustus_masked-flattened_line_47-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.17&CDS=1-1209
OG0001758	YGL144C	augustus_masked-flattened_line_47-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.18&CDS=1-2091
OG0001759	YGL145W	snap_masked-flattened_line_3-processed-gene-3.146-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.146&CDS=1-2136
OG0001760	YGL148W	augustus_masked-flattened_line_3-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.97&CDS=1-1128
OG0001761	YGL150C	augustus_masked-flattened_line_23-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.34&CDS=1-4437
OG0001762	YGL151W	augustus_masked-flattened_line_23-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.15&CDS=1-3258
OG0001763	YGL153W	genemark-flattened_line_23-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.109&CDS=1-1002
OG0001764	YGL154C	snap_masked-flattened_line_3-processed-gene-3.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.128&CDS=1-810
OG0001765	YGL155W	snap_masked-flattened_line_23-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.62&CDS=1-1074
OG0001766	YGL156W	genemark-flattened_line_23-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.107&CDS=1-3408
OG0001767	YGL159W	augustus_masked-flattened_line_7-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.118&CDS=1-1041
OG0001768	YGL160W	augustus_masked-flattened_line_9-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.50&CDS=1-1551
OG0001769	YGL161C	snap_masked-flattened_line_51-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.129&CDS=1-1122
OG0001770	YGL163C	maker-flattened_line_9-snap-gene-3.56-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-3.56&CDS=1-2805
OG0001771	YGL164C	maker-flattened_line_51-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_51-snap-gene-0.73&CDS=1-1125
OG0001772	YGL166W	augustus_masked-flattened_line_51-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.12&CDS=1-1215
OG0001773	YGL167C	augustus_masked-flattened_line_9-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.45&CDS=1-2829
OG0001774	YGL169W	augustus_masked-flattened_line_9-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.27&CDS=1-1242
OG0001775	YGL171W	augustus_masked-flattened_line_9-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.11&CDS=1-1704
OG0001776	YGL172W	augustus_masked-flattened_line_9-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.10&CDS=1-1371
OG0001777	YGL173C	augustus_masked-flattened_line_51-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.14&CDS=1-4524
OG0001778	YGL174W	augustus_masked-flattened_line_51-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.55&CDS=1-840
OG0001779	YGL175C	augustus_masked-flattened_line_51-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.15&CDS=1-1080
OG0001780	YGL176C	augustus_masked-flattened_line_51-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.16&CDS=1-1479
OG0001781	YGL178W	augustus_masked-flattened_line_51-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.56&CDS=1-2445
OG0001782	YGL180W	augustus_masked-flattened_line_51-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.58&CDS=1-2811
OG0001783	YGL181W	augustus_masked-flattened_line_51-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.59&CDS=1-1461
OG0001784	YGL185C	maker-flattened_line_51-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.65&CDS=1-1824
OG0001785	YGL186C	augustus_masked-flattened_line_51-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.21&CDS=1-1737
OG0001786	YGL187C	augustus_masked-flattened_line_51-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.22&CDS=1-477
OG0001787	YGL190C	augustus_masked-flattened_line_51-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.24&CDS=1-1635
OG0001788	YGL192W	augustus_masked-flattened_line_51-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.60&CDS=1-1893
OG0001789	YGL194C	augustus_masked-flattened_line_51-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.25&CDS=1-1347
OG0001790	YGL195W	augustus_masked-flattened_line_51-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.61&CDS=1-8100
OG0001791	YGL198W	snap_masked-flattened_line_9-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.64&CDS=1-492
OG0001792	YGL200C	augustus_masked-flattened_line_51-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.27&CDS=1-603
OG0001793	YGL201C	augustus_masked-flattened_line_21-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.198&CDS=1-3102
OG0001794	YGL202W	augustus_masked-flattened_line_21-processed-gene-2.239-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.239&CDS=1-1491
OG0001795	YGL203C	augustus_masked-flattened_line_15-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.174&CDS=1-2007
OG0001796	YGL205W	augustus_masked-flattened_line_15-processed-gene-3.205-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.205&CDS=1-2274
OG0001797	YGL206C	augustus_masked-flattened_line_21-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.200&CDS=1-4956
OG0001798	YGL207W	augustus_masked-flattened_line_15-processed-gene-3.206-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.206&CDS=1-3087
OG0001799	YGL210W	augustus_masked-flattened_line_21-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.242&CDS=1-669
OG0001800	YGL211W	augustus_masked-flattened_line_15-processed-gene-3.209-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.209&CDS=1-1134
OG0001801	YGL212W	snap_masked-flattened_line_15-processed-gene-3.136-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.136&CDS=1-1086
OG0001802	YGL213C	augustus_masked-flattened_line_15-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.175&CDS=1-1290
OG0001803	YGL215W	snap_masked-flattened_line_21-processed-gene-2.155-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.155&CDS=1-1716
OG0001804	YGL216W	augustus_masked-flattened_line_21-processed-gene-2.245-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.245&CDS=1-2451
OG0001805	YGL219C	augustus_masked-flattened_line_15-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.176&CDS=1-1782
OG0001806	YGL220W	snap_masked-flattened_line_21-processed-gene-2.157-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.157&CDS=1-258
OG0001807	YGL221C	augustus_masked-flattened_line_21-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.203&CDS=1-879
OG0001808	YGL223C	snap_masked-flattened_line_27-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.66&CDS=1-1293
OG0001809	YGL224C	snap_masked-flattened_line_27-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.67&CDS=1-864
OG0001810	YGL225W	augustus_masked-flattened_line_27-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.135&CDS=1-1017
OG0001811	YGL226W	augustus_masked-flattened_line_27-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.136&CDS=1-471
OG0001812	YGL227W	snap_masked-flattened_line_27-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.89&CDS=1-2769
OG0001813	YGL231C	augustus_masked-flattened_line_27-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.119&CDS=1-549
OG0001814	YGL232W	augustus_masked-flattened_line_27-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.142&CDS=1-828
OG0001815	YGL233W	augustus_masked-flattened_line_27-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.143&CDS=1-2676
OG0001816	YGL234W	augustus_masked-flattened_line_43-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.106&CDS=1-2382
OG0001817	YGL236C	augustus_masked-flattened_line_15-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.183&CDS=1-2823
OG0001818	YGL238W	augustus_masked-flattened_line_43-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.108&CDS=1-2871
OG0001819	YGL240W	augustus_masked-flattened_line_43-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.109&CDS=1-738
OG0001820	YGL242C	augustus_masked-flattened_line_15-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.184&CDS=1-528
OG0001821	YGL244W	augustus_masked-flattened_line_15-processed-gene-3.214-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.214&CDS=1-1671
OG0001822	YGL245W	augustus_masked-flattened_line_15-processed-gene-3.215-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.215&CDS=1-2121
OG0001823	YGL249W	snap_masked-flattened_line_15-processed-gene-3.143-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.143&CDS=1-2283
OG0001824	YGL252C	augustus_masked-flattened_line_15-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.186&CDS=1-1812
OG0001825	YGR002C	maker-flattened_line_37-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_37-snap-gene-0.135&CDS=1-1827
OG0001826	YGR003W	snap_masked-flattened_line_37-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.28&CDS=1-2319
OG0001827	YGR005C	genemark-flattened_line_37-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.50&CDS=1-1422
OG0001828	YGR006W	augustus_masked-flattened_line_37-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.112&CDS=1-759
OG0001829	YGR007W	augustus_masked-flattened_line_37-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.111&CDS=1-987
OG0001830	YGR009C	augustus_masked-flattened_line_33-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.16&CDS=1-2127
OG0001831	YGR012W	augustus_masked-flattened_line_45-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.26&CDS=1-1203
OG0001832	YGR013W	augustus_masked-flattened_line_37-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.110&CDS=1-1905
OG0001833	YGR014W	snap_masked-flattened_line_37-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.24&CDS=1-2583
OG0001834	YGR015C	snap_masked-flattened_line_37-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.2&CDS=1-1149
OG0001835	YGR017W	augustus_masked-flattened_line_45-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.25&CDS=1-762
OG0001836	YGR019W	augustus_masked-flattened_line_37-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.108&CDS=1-1419
OG0001837	YGR020C	augustus_masked-flattened_line_37-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.90&CDS=1-357
OG0001838	YGR021W	augustus_masked-flattened_line_39-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.189&CDS=1-915
OG0001839	YGR024C	augustus_masked-flattened_line_39-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.157&CDS=1-711
OG0001840	YGR026W	snap_masked-flattened_line_37-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.20&CDS=1-603
OG0001841	YGR028W	augustus_masked-flattened_line_39-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.186&CDS=1-1608
OG0001842	YGR030C	augustus_masked-flattened_line_11-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.188&CDS=1-483
OG0001843	YGR031W	genemark-flattened_line_39-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-1.120&CDS=1-873
OG0001844	YGR033C	augustus_masked-flattened_line_11-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.187&CDS=1-708
OG0001845	YGR040W	augustus_masked-flattened_line_11-processed-gene-3.226-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.226&CDS=1-1122
OG0001846	YGR041W	snap_masked-flattened_line_39-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.56&CDS=1-1539
OG0001847	YGR042W	snap_masked-flattened_line_39-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.55&CDS=1-963
OG0001848	YGR044C	augustus_masked-flattened_line_11-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.182&CDS=1-1926
OG0001849	YGR046W	augustus_masked-flattened_line_3-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.182&CDS=1-1182
OG0001850	YGR047C	augustus_masked-flattened_line_3-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.155&CDS=1-3189
OG0001851	YGR048W	augustus_masked-flattened_line_3-processed-gene-5.181-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.181&CDS=1-1071
OG0001852	YGR053C	augustus_masked-flattened_line_11-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.180&CDS=1-597
OG0001853	YGR054W	augustus_masked-flattened_line_11-processed-gene-3.222-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.222&CDS=1-1938
OG0001854	YGR055W	augustus_masked-flattened_line_31-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.23&CDS=1-1755
OG0001855	YGR057C	augustus_masked-flattened_line_31-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.61&CDS=1-864
OG0001856	YGR059W	augustus_masked-flattened_line_31-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.27&CDS=1-1614
OG0001857	YGR061C	maker-flattened_line_31-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.5&CDS=1-4734
OG0001858	YGR062C	augustus_masked-flattened_line_39-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.152&CDS=1-846
OG0001859	YGR063C	augustus_masked-flattened_line_39-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.151&CDS=1-309
OG0001860	YGR065C	augustus_masked-flattened_line_31-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.63&CDS=1-1800
OG0001861	YGR068C	augustus_masked-flattened_line_39-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.149&CDS=1-2025
OG0001862	YGR072W	snap_masked-flattened_line_19-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-3.100&CDS=1-1107
OG0001863	YGR075C	augustus_masked-flattened_line_19-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.141&CDS=1-651
OG0001864	YGR076C	snap_masked-flattened_line_19-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-3.75&CDS=1-468
OG0001865	YGR077C	snap_masked-flattened_line_19-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-3.74&CDS=1-1695
OG0001866	YGR078C	augustus_masked-flattened_line_19-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.139&CDS=1-747
