	Saccharomyces_cerevisiae	yHMPu5000034648_Candida_restingae
OG0002094	YKL051W	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-3.107&CDS=1-810
OG0002095	YKL052C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.121&CDS=1-1380
OG0002096	YKL053C-A	genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-1.59&CDS=1-1695
OG0002097	YKL056C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.33&CDS=1-501
OG0002098	YKL057C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.15&CDS=1-3168
OG0002099	YKL058W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.16&CDS=1-375
OG0002100	YKL059C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.30&CDS=1-1224
OG0002101	YKL060C	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-1.37&CDS=1-1080
OG0002102	YKL064W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.77&CDS=1-2640
OG0002103	YKL067W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.76&CDS=1-453
OG0002104	YKL069W	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.78&CDS=1-525
OG0002105	YKL070W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.34&CDS=1-657
OG0002106	YKL073W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.65&CDS=1-2670
OG0002107	YKL074C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.66&CDS=1-2238
OG0002108	YKL077W	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.94&CDS=1-1269
OG0002109	YKL078W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.68&CDS=1-2529
OG0002110	YKL080W	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.63&CDS=1-1104
OG0002111	YKL082C	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.91&CDS=1-1347
OG0002112	YKL084W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-2.62&CDS=1-348
OG0002113	YKL085W	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-1.9&CDS=1-993
OG0002114	YKL086W	augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-8.20&CDS=1-372
OG0002115	YKL087C	snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-2.29&CDS=1-783
OG0002116	YKL088W	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-3.31&CDS=1-1887
OG0002117	YKL089W	snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.55&CDS=1-1893
OG0002118	YKL090W	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.82&CDS=1-2931
OG0002119	YKL092C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-3.26&CDS=1-3516
OG0002120	YKL094W	maker-NODE_4_length_844464_cov_24.6742_ID_7-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_4_length_844464_cov_24.6742_ID_7-augustus-gene-0.37&CDS=1-2892
OG0002121	YKL095W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-4.74&CDS=1-915
OG0002122	YKL098W	augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-6.127&CDS=1-852
OG0002123	YKL099C	snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.102&CDS=1-738
OG0002124	YKL100C	augustus_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_25_length_145781_cov_22.9048_ID_49-processed-gene-0.125&CDS=1-2025
OG0002125	YKL103C	snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.86&CDS=1-1500
OG0002126	YKL104C	genemark-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.36&CDS=1-2106
OG0002127	YKL108W	maker-NODE_28_length_117531_cov_21.0586_ID_55-snap-gene-0.98-mRNA-1_1&gene=maker-NODE_28_length_117531_cov_21.0586_ID_55-snap-gene-0.98&CDS=1-1104
OG0002128	YKL110C	snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.126&CDS=1-858
OG0002129	YKL113C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-0.52&CDS=1-1131
OG0002130	YKL114C	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.64&CDS=1-1182
OG0002131	YKL116C	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-5.98&CDS=1-1368
OG0002132	YKL117W	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.73&CDS=1-630
OG0002133	YKL119C	augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-0.86&CDS=1-612
OG0002134	YKL120W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.78&CDS=1-969
OG0002135	YKL125W	maker-NODE_7_length_639868_cov_21.9189_ID_13-snap-gene-2.81-mRNA-1_1&gene=maker-NODE_7_length_639868_cov_21.9189_ID_13-snap-gene-2.81&CDS=1-1989
OG0002136	YKL134C	snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_24_length_169180_cov_32.6027_ID_47-processed-gene-0.100&CDS=1-2169
OG0002137	YKL135C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.66&CDS=1-2070
OG0002138	YKL137W	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.21&CDS=1-342
OG0002139	YKL138C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-3.20&CDS=1-351
OG0002140	YKL139W	augustus_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_17_length_347944_cov_21.2808_ID_33-processed-gene-0.8&CDS=1-2193
OG0002141	YKL140W	snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-1.94&CDS=1-1512
OG0002142	YKL144C	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.151&CDS=1-573
OG0002143	YKL145W	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-1.183&CDS=1-1350
OG0002144	YKL149C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.15&CDS=1-1365
OG0002145	YKL150W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.83&CDS=1-897
OG0002146	YKL151C	genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.66-mRNA-1_1&gene=genemark-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.66&CDS=1-1008
OG0002147	YKL152C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.108&CDS=1-744
OG0002148	YKL154W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-4.46&CDS=1-774
OG0002149	YKL155C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-2.114&CDS=1-2325
OG0002150	YKL159C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.103&CDS=1-654
OG0002151	YKL160W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-2.62&CDS=1-336
OG0002152	YKL162C	snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_21_length_209931_cov_23.3478_ID_41-processed-gene-1.108&CDS=1-1863
OG0002153	YKL165C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.48&CDS=1-4611
OG0002154	YKL170W	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-0.69&CDS=1-387
OG0002155	YKL171W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.64&CDS=1-2376
OG0002156	YKL173W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.232-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.232&CDS=1-2790
OG0002157	YKL174C	maker-NODE_15_length_493248_cov_25.9769_ID_29-augustus-gene-3.90-mRNA-1_1&gene=maker-NODE_15_length_493248_cov_25.9769_ID_29-augustus-gene-3.90&CDS=1-2031
OG0002158	YKL175W	augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NODE_6_length_681199_cov_20.8158_ID_11-processed-gene-5.157&CDS=1-1536
OG0002159	YKL176C	snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_13_length_550700_cov_25.1861_ID_25-processed-gene-4.117&CDS=1-2706
OG0002160	YKL178C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-4.131&CDS=1-1143
OG0002161	YKL179C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-6.67&CDS=1-1806
OG0002162	YKL181W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.20&CDS=1-1239
OG0002163	YKL182W	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-2.35&CDS=1-6225
OG0002164	YKL183W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.14&CDS=1-741
OG0002165	YKL184W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-6.12&CDS=1-1290
OG0002166	YKL185W	snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.89&CDS=1-1632
OG0002167	YKL186C	genemark-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_22_length_196173_cov_31.0213_ID_43-processed-gene-0.201&CDS=1-543
OG0002168	YKL188C	maker-NODE_2_length_1144711_cov_23.956_ID_3-augustus-gene-5.87-mRNA-1_1&gene=maker-NODE_2_length_1144711_cov_23.956_ID_3-augustus-gene-5.87&CDS=1-2481
OG0002169	YKL189W	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.242-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.242&CDS=1-1005
OG0002170	YKL190W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-2.68&CDS=1-522
OG0002171	YKL191W	augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_19_length_250385_cov_23.4955_ID_37-processed-gene-0.74&CDS=1-1641
OG0002172	YKL192C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.248-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.248&CDS=1-354
OG0002173	YKL193C	snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.249-mRNA-1_1&gene=snap_masked-NODE_15_length_493248_cov_25.9769_ID_29-processed-gene-3.249&CDS=1-1113
OG0002174	YKL194C	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.103&CDS=1-1392
OG0002175	YKL195W	maker-NODE_14_length_538558_cov_20.8153_ID_27-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_14_length_538558_cov_20.8153_ID_27-augustus-gene-1.107&CDS=1-1044
OG0002176	YKL196C	augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-1.153&CDS=1-597
OG0002177	YKL197C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.49&CDS=1-3075
OG0002178	YKL203C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-9.80&CDS=1-7449
OG0002179	YKL205W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.71&CDS=1-2964
OG0002180	YKL206C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-8.1&CDS=1-738
OG0002181	YKL207W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.63&CDS=1-759
OG0002182	YKL209C	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.102&CDS=1-3657
OG0002183	YKL210W	snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_10_length_597822_cov_24.9532_ID_19-processed-gene-2.69&CDS=1-3054
OG0002184	YKL211C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.49&CDS=1-1500
OG0002185	YKL212W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.70&CDS=1-1794
OG0002186	YKL213C	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-0.71&CDS=1-2286
OG0002187	YKL215C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.118&CDS=1-3984
OG0002188	YKL216W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-6.81&CDS=1-1269
OG0002189	YKL217W	augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-7.32&CDS=1-1527
OG0002190	YKR001C	snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-3.31&CDS=1-2061
OG0002191	YKR002W	augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1198608_cov_23.6179_ID_1-processed-gene-4.31&CDS=1-1248
OG0002192	YKR008W	augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-4.27&CDS=1-1635
OG0002193	YKR009C	snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_9_length_597890_cov_22.9962_ID_17-processed-gene-0.29&CDS=1-2679
OG0002194	YKR016W	snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.130&CDS=1-1563
OG0002195	YKR017C	snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.127&CDS=1-1623
OG0002196	YKR023W	augustus_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_28_length_117531_cov_21.0586_ID_55-processed-gene-0.2&CDS=1-1461
OG0002197	YKR024C	snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_18_length_250478_cov_22.7918_ID_35-processed-gene-0.0&CDS=1-2298
OG0002198	YKR025W	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.53&CDS=1-741
OG0002199	YKR026C	snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_3_length_909521_cov_21.0721_ID_5-processed-gene-0.42&CDS=1-894
OG0002200	YKR028W	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-1.29&CDS=1-2805
OG0002201	YKR030W	augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_627978_cov_22.2355_ID_15-processed-gene-5.26&CDS=1-927
OG0002202	YKR031C	augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-0.25&CDS=1-5667
OG0002203	YKR034W	snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_14_length_538558_cov_20.8153_ID_27-processed-gene-4.101&CDS=1-1647
OG0002204	YKR035W-A	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-2.71&CDS=1-597
OG0002205	YKR038C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.67&CDS=1-1119
OG0002206	YKR043C	snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_5_length_815702_cov_21.7388_ID_9-processed-gene-5.15&CDS=1-681
OG0002207	YKR048C	snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.61-mRNA-1_1&gene=snap_masked-NODE_4_length_844464_cov_24.6742_ID_7-processed-gene-5.61&CDS=1-1218
OG0002208	YKR050W	snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1144711_cov_23.956_ID_3-processed-gene-10.15&CDS=1-3222
OG0002209	YKR051W	snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_11_length_576536_cov_25.4156_ID_21-processed-gene-1.39&CDS=1-1572
OG0002210	YKR054C	snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_12_length_557510_cov_24.799_ID_23-processed-gene-1.63&CDS=1-12732
OG0002211	YKR056W	augustus_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_20_length_230954_cov_29.1452_ID_39-processed-gene-0.61&CDS=1-1842
OG0002212	YKR062W	snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_16_length_359154_cov_26.9262_ID_31-processed-gene-0.49&CDS=1-816
