	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
OG0001584	YGR119C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.101-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.101&CDS=1-891
OG0001585	YGR123C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.281-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.281&CDS=1-1488
OG0001586	YGR124W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.29-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.29&CDS=1-1701
OG0001587	YGR125W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-0.100&CDS=1-3147
OG0001588	YGR127W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.19&CDS=1-930
OG0001589	YGR128C	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-0.13&CDS=1-2049
OG0001590	YGR132C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.68&CDS=1-843
OG0001591	YGR135W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-4.109&CDS=1-753
OG0001592	YGR144W	genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.108&CDS=1-960
OG0001593	YGR145W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.100&CDS=1-2004
OG0001594	YGR147C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.64&CDS=1-678
OG0001595	YGR149W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.26-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.26&CDS=1-1395
OG0001596	YGR150C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-4.70&CDS=1-1989
OG0001597	YGR152C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.98&CDS=1-735
OG0001598	YGR155W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.126&CDS=1-1503
OG0001599	YGR157W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.77&CDS=1-2607
OG0001600	YGR158C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.93&CDS=1-870
OG0001601	YGR159C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.52-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-5.52&CDS=1-1455
OG0001602	YGR163W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.26&CDS=1-1044
OG0001603	YGR165W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.73-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.73&CDS=1-945
OG0001604	YGR167W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.9&CDS=1-660
OG0001605	YGR170W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.23&CDS=1-3375
OG0001606	YGR171C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.41&CDS=1-2391
OG0001607	YGR173W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-2.42&CDS=1-1104
OG0001608	YGR174C	snap_masked-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.152&CDS=1-450
OG0001609	YGR175C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.84&CDS=1-1431
OG0001610	YGR178C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.130-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.130&CDS=1-2667
OG0001611	YGR183C	snap_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.90-mRNA-1_1&gene=snap_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.90&CDS=1-210
OG0001612	YGR184C	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-8.39-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-8.39&CDS=1-5535
OG0001613	YGR185C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.72-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.72&CDS=1-1182
OG0001614	YGR186W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.86-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.86&CDS=1-1713
OG0001615	YGR187C	maker-NODE_9_length_851872_cov_23.7286_ID_1923-snap-gene-6.124-mRNA-1_1&gene=maker-NODE_9_length_851872_cov_23.7286_ID_1923-snap-gene-6.124&CDS=1-1056
OG0001616	YGR188C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.19-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.19&CDS=1-2508
OG0001617	YGR189C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.51-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-8.51&CDS=1-1329
OG0001618	YGR193C	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.2&CDS=1-1290
OG0001619	YGR194C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.61-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.61&CDS=1-1839
OG0001620	YGR195W	maker-NODE_9_length_851872_cov_23.7286_ID_1923-snap-gene-6.117-mRNA-1_1&gene=maker-NODE_9_length_851872_cov_23.7286_ID_1923-snap-gene-6.117&CDS=1-729
OG0001621	YGR198W	augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.148&CDS=1-2673
OG0001622	YGR200C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.245-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.245&CDS=1-2226
OG0001623	YGR202C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.40-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.40&CDS=1-1335
OG0001624	YGR205W	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.78&CDS=1-846
OG0001625	YGR207C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.77&CDS=1-762
OG0001626	YGR208W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.21&CDS=1-924
OG0001627	YGR210C	maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-2.130-mRNA-1_1&gene=maker-NODE_4_length_1208358_cov_23.5021_ID_1139-augustus-gene-2.130&CDS=1-1215
OG0001628	YGR211W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.43-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.43&CDS=1-1485
OG0001629	YGR215W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.117-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.117&CDS=1-321
OG0001630	YGR216C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.118-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.118&CDS=1-2079
OG0001631	YGR217W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.139-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.139&CDS=1-5916
OG0001632	YGR218W	augustus_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.27&CDS=1-3231
OG0001633	YGR220C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.90&CDS=1-846
OG0001634	YGR223C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.3&CDS=1-1101
OG0001635	YGR225W	maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-5.120-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-augustus-gene-5.120&CDS=1-1215
OG0001636	YGR227W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.91-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.91&CDS=1-1365
OG0001637	YGR229C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.71-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.71&CDS=1-1395
OG0001638	YGR230W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.70&CDS=1-300
OG0001639	YGR231C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.69&CDS=1-918
OG0001640	YGR232W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.63&CDS=1-678
OG0001641	YGR233C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.92&CDS=1-3267
OG0001642	YGR234W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.94-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.94&CDS=1-1290
OG0001643	YGR235C	snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.40&CDS=1-699
OG0001644	YGR244C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.28&CDS=1-1371
OG0001645	YGR245C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.82-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.82&CDS=1-2085
OG0001646	YGR246C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.84-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-5.84&CDS=1-1545
OG0001647	YGR247W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.82&CDS=1-663
OG0001648	YGR252W	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.26&CDS=1-1389
OG0001649	YGR253C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.148-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.148&CDS=1-744
OG0001650	YGR255C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.97&CDS=1-1473
OG0001651	YGR257C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.63&CDS=1-1164
OG0001652	YGR258C	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-7.84-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-7.84&CDS=1-2346
OG0001653	YGR261C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.38-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.38&CDS=1-2430
OG0001654	YGR262C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.43&CDS=1-777
OG0001655	YGR263C	augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.37&CDS=1-1077
OG0001656	YGR264C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.136&CDS=1-2220
OG0001657	YGR266W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.81-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.81&CDS=1-2100
OG0001658	YGR267C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.36&CDS=1-915
OG0001659	YGR268C	augustus_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-3.145&CDS=1-1236
OG0001660	YGR270W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.103-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.103&CDS=1-3822
OG0001661	YGR271C-A	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.64&CDS=1-567
OG0001662	YGR271W	snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.7&CDS=1-5682
OG0001663	YGR274C	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.111&CDS=1-2952
OG0001664	YGR276C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-0.40&CDS=1-1836
OG0001665	YGR277C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.39&CDS=1-1038
OG0001666	YGR278W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-2.20&CDS=1-2715
OG0001667	YGR280C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.70-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-5.70&CDS=1-783
OG0001668	YGR281W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-3.61&CDS=1-4176
OG0001669	YGR282C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.135-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.135&CDS=1-924
OG0001670	YGR284C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.231-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.231&CDS=1-930
OG0001671	YGR285C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.229-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.229&CDS=1-1320
OG0001672	YHL002W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.37-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.37&CDS=1-1932
OG0001673	YHL004W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.36-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.36&CDS=1-1296
OG0001674	YHL007C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.34-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.34&CDS=1-3141
OG0001675	YHL010C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.246-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.246&CDS=1-1905
OG0001676	YHL013C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.102&CDS=1-948
OG0001677	YHL015W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.5-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.5&CDS=1-348
OG0001678	YHL016C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.56&CDS=1-2100
OG0001679	YHL020C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-0.70&CDS=1-1866
OG0001680	YHL021C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.85&CDS=1-1209
OG0001681	YHL022C	maker-NODE_18_length_247728_cov_23.5958_ID_2634-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_18_length_247728_cov_23.5958_ID_2634-snap-gene-0.97&CDS=1-822
OG0001682	YHL023C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.56&CDS=1-2601
OG0001683	YHL024W	maker-NODE_17_length_270480_cov_22.9934_ID_2193-snap-gene-0.128-mRNA-1_1&gene=maker-NODE_17_length_270480_cov_22.9934_ID_2193-snap-gene-0.128&CDS=1-1380
OG0001684	YHL027W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.78-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-6.78&CDS=1-1572
OG0001685	YHL028W	maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-6.52-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-snap-gene-6.52&CDS=1-1506
OG0001686	YHL029C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.1&CDS=1-1479
OG0001687	YHL030W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.24&CDS=1-5424
OG0001688	YHL031C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.77-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.77&CDS=1-669
OG0001689	YHL032C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.27-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.27&CDS=1-1521
OG0001690	YHR001W-A	snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.155-mRNA-1_1&gene=snap_masked-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-4.155&CDS=1-240
OG0001691	YHR002W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.26&CDS=1-1227
OG0001692	YHR004C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-1.75&CDS=1-1098
OG0001693	YHR005C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.57&CDS=1-1431
OG0001694	YHR005C-A	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.176&CDS=1-282
OG0001695	YHR007C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-4.83&CDS=1-1599
OG0001696	YHR008C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.147&CDS=1-684
OG0001697	YHR009C	maker-NODE_7_length_1040589_cov_22.9083_ID_1654-snap-gene-4.58-mRNA-1_1&gene=maker-NODE_7_length_1040589_cov_22.9083_ID_1654-snap-gene-4.58&CDS=1-1335
OG0001698	YHR010W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.215-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.215&CDS=1-411
OG0001699	YHR011W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.216-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.216&CDS=1-1359
OG0001700	YHR012W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.268-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.268&CDS=1-645
OG0001701	YHR013C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.11-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.11&CDS=1-558
