	Priceomyces_haplophilus	Saccharomyces_cerevisiae
OG0001634	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.83&CDS=1-2205	YNR006W
OG0001635	-processed-gene-2.84-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.84&CDS=1-1377	YKL184W
OG0001636	-processed-gene-2.85-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.85&CDS=1-1671	YLR433C
OG0001637	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.86&CDS=1-807	YKL183W
OG0001638	-processed-gene-2.105-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.105&CDS=1-615	YLR435W
OG0001639	-augustus-gene-2.53-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-2.53&CDS=1-2790	YML064C
OG0001640	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.49&CDS=1-1239	YLR449W
OG0001641	-processed-gene-3.50-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.50&CDS=1-3111	YML075C
OG0001642	-processed-gene-3.72-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.72&CDS=1-2337	YML076C
OG0001643	-processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.52&CDS=1-1872	YJR131W
OG0001644	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.54&CDS=1-4602	YOR188W
OG0001645	-processed-gene-3.74-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.74&CDS=1-1935	YLR299W
OG0001646	-processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.56&CDS=1-1146	YBR155W
OG0001647	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.75&CDS=1-2766	YBR156C
OG0001648	-processed-gene-3.58-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.58&CDS=1-1278	YOR187W
OG0001649	-processed-gene-3.59-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.59&CDS=1-4623	YNL172W
OG0001650	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.60&CDS=1-1794	YNL169C
OG0001651	-processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.61&CDS=1-891	YFL034C-B
OG0001652	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.76&CDS=1-3936	YFL036W
OG0001653	-processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.77&CDS=1-672	YLR025W
OG0001654	-processed-gene-3.78-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.78&CDS=1-1008	YLR026C
OG0001655	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.62&CDS=1-1344	YFL037W
OG0001656	-processed-gene-3.65-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.65&CDS=1-1716	YHR194W
OG0001657	-processed-gene-3.85-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.85&CDS=1-1209	YLR418C
OG0001658	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.22&CDS=1-2529	YLR424W
OG0001659	-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.23&CDS=1-957	YKL195W
OG0001660	-processed-gene-3.70-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.70&CDS=1-600	YKL196C
OG0001661	-processed-gene-3.87-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.87&CDS=1-1860	YOR359W
OG0001662	-processed-gene-3.88-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.88&CDS=1-1695	YOR360C
OG0001663	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.90&CDS=1-4188	YBR115C
OG0001664	-processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.87&CDS=1-1047	YMR146C
OG0001665	-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.48&CDS=1-1251	YDL100C
OG0001666	-processed-gene-4.85-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.85&CDS=1-2985	YPL003W
OG0001667	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.90&CDS=1-1836	YFL002C
OG0001668	-processed-gene-4.91-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.91&CDS=1-1296	YFL001W
OG0001669	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.20&CDS=1-717	YPL002C
OG0001670	-processed-gene-4.92-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.92&CDS=1-1929	YDL057W
OG0001671	-processed-gene-4.105-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.105&CDS=1-408	YHR191C
OG0001672	-processed-gene-4.106-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.106&CDS=1-1674	YMR145C
OG0001673	-processed-gene-4.112-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.112&CDS=1-528	YHR193C
OG0001674	-processed-gene-4.113-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.113&CDS=1-1494	YLR116W
OG0001675	-processed-gene-4.114-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.114&CDS=1-648	YDR140W
OG0001676	-processed-gene-4.115-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.115&CDS=1-2097	YLR117C
OG0001677	-processed-gene-4.100-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.100&CDS=1-2052	YPR007C
OG0001678	-processed-gene-4.117-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.117&CDS=1-5550	YBR208C
OG0001679	-processed-gene-4.119-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.119&CDS=1-2160	YHL016C
OG0001680	-processed-gene-4.120-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.120&CDS=1-1956	YLR417W
OG0001681	-processed-gene-4.101-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.101&CDS=1-1008	YKL189W
OG0001682	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.35&CDS=1-6567	YLL031C
OG0001683	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.17&CDS=1-744	YMR193W
OG0001684	-processed-gene-4.126-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.126&CDS=1-252	YMR194C-B
OG0001685	-processed-gene-4.127-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.127&CDS=1-966	YLR283W
OG0001686	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.69&CDS=1-1071	YLR291C
OG0001687	-augustus-gene-5.59-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-5.59&CDS=1-2421	YAL038W
OG0001688	-processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.71&CDS=1-429	YNL328C
OG0001689	-processed-gene-5.96-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.96&CDS=1-3297	YNL329C
OG0001690	-processed-gene-5.99-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.99&CDS=1-867	YLR407W
OG0001691	-processed-gene-5.100-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.100&CDS=1-1632	YDL076C
OG0001692	-processed-gene-5.36-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.36&CDS=1-5862	YLR409C
OG0001693	-processed-gene-5.73-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.73&CDS=1-1866	YLR401C
OG0001694	-processed-gene-5.103-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.103&CDS=1-594	YDL072C
OG0001695	-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.162&CDS=1-1716	YLR152C
OG0001696	-processed-gene-5.106-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.106&CDS=1-1620	YML069W
OG0001697	-processed-gene-5.74-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.74&CDS=1-1092	YDR158W
OG0001698	-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.136&CDS=1-6174	YDR159W
OG0001699	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.108&CDS=1-681	YDL098C
OG0001700	-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.138&CDS=1-801	YMR156C
OG0001701	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.80&CDS=1-465	YMR158W
OG0001702	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.16&CDS=1-1116	YLR130C
OG0001703	-augustus-gene-5.57-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-5.57&CDS=1-3111	YGL114W
OG0001704	-processed-gene-5.111-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.111&CDS=1-1533	YBR233W
OG0001705	-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.170&CDS=1-1038	YBR231C
OG0001706	-processed-gene-5.84-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.84&CDS=1-2070	YOL057W
OG0001707	-processed-gene-5.171-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.171&CDS=1-4299	YJR105W
OG0001708	-processed-gene-5.87-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.87&CDS=1-621	YFL038C
OG0001709	-processed-gene-5.88-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.88&CDS=1-1449	YER021W
OG0001710	-snap-gene-5.124-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-5.124&CDS=1-1701	YER022W
OG0001711	-processed-gene-5.117-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.117&CDS=1-498	YJR118C
OG0001712	-processed-gene-5.91-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.91&CDS=1-828	YMR149W
OG0001713	-processed-gene-5.92-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.92&CDS=1-3567	YKL033W
OG0001714	-augustus-gene-5.62-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-5.62&CDS=1-1227	YBR282W
OG0001715	-processed-gene-6.108-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.108&CDS=1-1539	YDR517W
OG0001716	-processed-gene-6.112-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.112&CDS=1-2421	YJL094C
OG0001717	-processed-gene-6.109-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.109&CDS=1-1035	YCR019W
OG0001718	-processed-gene-6.135-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.135&CDS=1-582	YEL012W
OG0001719	-processed-gene-6.137-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.137&CDS=1-1200	YPR108W
OG0001720	-processed-gene-6.138-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.138&CDS=1-528	YJL124C
OG0001721	-processed-gene-6.116-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.116&CDS=1-1068	YJL125C
OG0001722	-snap-gene-6.107-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-6.107&CDS=1-1176	YDL029W
OG0001723	-processed-gene-6.139-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.139&CDS=1-2460	YDL028C
OG0001724	-processed-gene-6.140-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.140&CDS=1-1734	YOR329C
OG0001725	-processed-gene-6.142-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.142&CDS=1-885	YPR069C
OG0001726	-processed-gene-6.119-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.119&CDS=1-1398	YBR110W
OG0001727	-processed-gene-6.144-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.144&CDS=1-3390	YOR346W
OG0001728	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.16&CDS=1-447	YBR109C
OG0001729	-processed-gene-6.146-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.146&CDS=1-4191	YDR150W
OG0001730	-processed-gene-6.121-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.121&CDS=1-984	YOR358W
OG0001731	-processed-gene-6.122-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.122&CDS=1-627	YLR178C
OG0001732	-processed-gene-6.147-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.147&CDS=1-429	YPR082C
OG0001733	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.124&CDS=1-1092	YLR420W
OG0001734	-processed-gene-6.148-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.148&CDS=1-2481	YLL034C
OG0001735	-processed-gene-6.126-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.126&CDS=1-324	YFL014W
OG0001736	-processed-gene-6.127-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.127&CDS=1-969	YNR054C
OG0001737	-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.98&CDS=1-6999	YML080W
OG0001738	-processed-gene-6.128-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.128&CDS=1-606	YGL047W
OG0001739	-processed-gene-6.129-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.129&CDS=1-459	YML098W
OG0001740	-processed-gene-6.156-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.156&CDS=1-564	YKL122C
OG0001741	-processed-gene-6.131-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.131&CDS=1-1164	YGR193C
OG0001742	-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.104&CDS=1-3723	YLR002C
OG0001743	-processed-gene-6.133-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.133&CDS=1-1563	YMR015C
OG0001744	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.55&CDS=1-1569	YHR183W
OG0001745	-processed-gene-7.1-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.1&CDS=1-1602	YJR010W
OG0001746	-processed-gene-7.2-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.2&CDS=1-1446	YHR207C
OG0001747	-processed-gene-7.3-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.3&CDS=1-630	YER183C
OG0001748	-processed-gene-7.5-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.5&CDS=1-468	YMR073C
OG0001749	-processed-gene-7.6-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.6&CDS=1-2379	YPL072W
OG0001750	-processed-gene-7.4-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.4&CDS=1-2493	YNR013C
OG0001751	-processed-gene-7.35-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.35&CDS=1-996	YCR021C
OG0001752	-processed-gene-7.36-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.36&CDS=1-264	YBL029C-A
OG0001753	-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.65&CDS=1-792	YAL044W-A
OG0001754	-processed-gene-7.38-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.38&CDS=1-1692	YML054C
OG0001755	-processed-gene-7.9-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.9&CDS=1-1407	YGL166W
OG0001756	-processed-gene-7.39-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.39&CDS=1-1305	YGL164C
OG0001757	-processed-gene-7.40-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.40&CDS=1-1128	YFL039C
OG0001758	-snap-gene-7.104-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-7.104&CDS=1-333	YOR327C
OG0001759	-processed-gene-7.41-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.41&CDS=1-540	YAL044C
OG0001760	-processed-gene-7.15-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.15&CDS=1-825	YDR432W
OG0001761	-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.71&CDS=1-1635	YDR429C
OG0001762	-processed-gene-7.42-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.42&CDS=1-3354	YIL026C
OG0001763	-processed-gene-7.24-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.24&CDS=1-2460	YPL008W
OG0001764	-augustus-gene-7.58-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-7.58&CDS=1-3471	YFR002W
OG0001765	-processed-gene-7.45-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.45&CDS=1-1596	YGL077C
OG0001766	-processed-gene-7.46-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.46&CDS=1-2130	YDL206W
OG0001767	-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.77&CDS=1-2064	YGL084C
OG0001768	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.49&CDS=1-414	YGL087C
OG0001769	-processed-gene-7.28-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.28&CDS=1-2016	YGL086W
OG0001770	-processed-gene-7.50-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.50&CDS=1-2745	YBR055C
OG0001771	-processed-gene-7.29-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.29&CDS=1-1521	YMR131C
OG0001772	-processed-gene-7.32-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.32&CDS=1-702	YGL085W
OG0001773	-processed-gene-7.52-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.52&CDS=1-1632	YEL058W
OG0001774	-processed-gene-7.34-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.34&CDS=1-972	YPL266W
OG0001775	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.42&CDS=1-1884	YPL263C
OG0001776	-processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.41&CDS=1-1248	YDL033C
OG0001777	-processed-gene-8.43-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.43&CDS=1-1917	YHL027W
OG0001778	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.45&CDS=1-219	YHR143W-A
OG0001779	-processed-gene-8.63-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.63&CDS=1-5721	YPL006W
OG0001780	-processed-gene-8.46-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.46&CDS=1-1083	YHR144C
OG0001781	-processed-gene-8.64-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.64&CDS=1-693	YNL168C
OG0001782	-processed-gene-8.48-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.48&CDS=1-1209	YDR427W
OG0001783	-processed-gene-8.66-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.66&CDS=1-2055	YJL036W
OG0001784	-processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.114&CDS=1-4752	YDR443C
OG0001785	-processed-gene-8.51-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.51&CDS=1-276	YDR424C
OG0001786	-processed-gene-8.73-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.73&CDS=1-561	YML022W
OG0001787	-processed-gene-8.52-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.52&CDS=1-1266	YFR024C-A
OG0001788	-processed-gene-8.76-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.76&CDS=1-1260	YOR201C
OG0001789	-processed-gene-8.77-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.77&CDS=1-666	YOR202W
OG0001790	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.54&CDS=1-2433	YAL011W
OG0001791	-processed-gene-8.78-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.78&CDS=1-1080	YPL118W
OG0001792	-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.34&CDS=1-1326	YAL010C
OG0001793	-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.15&CDS=1-7425	YNL242W
OG0001794	-augustus-gene-8.85-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-8.85&CDS=1-4374	YJL154C
OG0001795	-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.37&CDS=1-792	YAR008W
OG0001796	-processed-gene-8.83-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.83&CDS=1-213	YBL071W-A
OG0001797	-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.2&CDS=1-1038	YLR017W
OG0001798	-processed-gene-9.113-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.113&CDS=1-1536	YOR245C
OG0001799	-processed-gene-9.53-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.53&CDS=1-2493	YLL004W
OG0001800	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.59&CDS=1-651	YJL001W
OG0001801	-processed-gene-9.81-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.81&CDS=1-1434	YJL002C
OG0001802	-processed-gene-9.62-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.62&CDS=1-1029	YLR019W
