	Metschnikowia_aberdeeniae	Saccharomyces_cerevisiae
OG0001862	augustus_masked-abe-_s34-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.49&CDS=1-6831	YDL101C
OG0001863	augustus_masked-abe-_s34-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.50&CDS=1-1578	YJL014W
OG0001864	augustus_masked-abe-_s34-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.51&CDS=1-3678	YDL108W
OG0001865	augustus_masked-abe-_s34-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.52&CDS=1-2142	YJL012C
OG0001866	augustus_masked-abe-_s34-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.67&CDS=1-1563	YJL013C
OG0001867	augustus_masked-abe-_s34-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.53&CDS=1-1722	YHR188C
OG0001868	maker-abe-_s34-snap-gene-3.83-mRNA-1_1&gene=maker-abe-_s34-snap-gene-3.83&CDS=1-1020	YHR187W
OG0001869	augustus_masked-abe-_s34-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.54&CDS=1-3108	YMR288W
OG0001870	augustus_masked-abe-_s34-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.69&CDS=1-678	YHR185C
OG0001871	augustus_masked-abe-_s34-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.56&CDS=1-2250	YGR261C
OG0001872	augustus_masked-abe-_s34-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.70&CDS=1-1185	YPL123C
OG0001873	augustus_masked-abe-_s34-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.71&CDS=1-1341	YER043C
OG0001874	augustus_masked-abe-_s34-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.75&CDS=1-1443	YFR044C
OG0001875	maker-abe-_s34-augustus-gene-3.3-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-3.3&CDS=1-1116	YOR288C
OG0001876	augustus_masked-abe-_s34-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.77&CDS=1-1059	YJR100C
OG0001877	augustus_masked-abe-_s34-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.78&CDS=1-933	YJR095W
OG0001878	augustus_masked-abe-_s34-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.79&CDS=1-1329	YNL237W
OG0001879	maker-abe-_s34-augustus-gene-3.1-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-3.1&CDS=1-4236	YNL241C
OG0001880	augustus_masked-abe-_s34-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-3.80&CDS=1-1218	YNL051W
OG0001881	augustus_masked-abe-_s34-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.89&CDS=1-972	YBL033C
OG0001882	augustus_masked-abe-_s34-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.108&CDS=1-1098	YLR113W
OG0001883	snap_masked-abe-_s34-processed-gene-4.53-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-4.53&CDS=1-672	YMR077C
OG0001884	augustus_masked-abe-_s34-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.110&CDS=1-1020	YGL040C
OG0001885	augustus_masked-abe-_s34-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.111&CDS=1-2850	YJL041W
OG0001886	augustus_masked-abe-_s34-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.112&CDS=1-744	YKL152C
OG0001887	augustus_masked-abe-_s34-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.114&CDS=1-1878	YHL032C
OG0001888	augustus_masked-abe-_s34-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.115&CDS=1-1437	YDL103C
OG0001889	maker-abe-_s34-augustus-gene-4.41-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-4.41&CDS=1-4578	YJR092W
OG0001890	augustus_masked-abe-_s34-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.98&CDS=1-729	YJR093C
OG0001891	maker-abe-_s34-augustus-gene-4.43-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-4.43&CDS=1-2421	YPR041W
OG0001892	augustus_masked-abe-_s34-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.100&CDS=1-2322	YJR090C
OG0001893	snap_masked-abe-_s34-processed-gene-4.62-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-4.62&CDS=1-555	YJR102C
OG0001894	augustus_masked-abe-_s34-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.103&CDS=1-1725	YBL039C
OG0001895	augustus_masked-abe-_s34-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.120&CDS=1-909	YJR088C
OG0001896	augustus_masked-abe-_s34-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.121&CDS=1-747	YJR101W
OG0001897	augustus_masked-abe-_s34-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.122&CDS=1-1326	YPR040W
OG0001898	augustus_masked-abe-_s34-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.123&CDS=1-3765	YPL110C
OG0001899	augustus_masked-abe-_s34-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.124&CDS=1-945	YPL111W
OG0001900	augustus_masked-abe-_s34-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-4.106&CDS=1-2247	YML035C
OG0001901	snap_masked-abe-_s34-processed-gene-5.4-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.4&CDS=1-1980	YOR035C
OG0001902	augustus_masked-abe-_s34-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.49&CDS=1-711	YHR090C
OG0001903	augustus_masked-abe-_s34-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.67&CDS=1-1290	YHR051W
OG0001904	genemark-abe-_s34-processed-gene-5.92-mRNA-1_1&gene=genemark-abe-_s34-processed-gene-5.92&CDS=1-954	YDR322W
OG0001905	augustus_masked-abe-_s34-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.55&CDS=1-2964	YHR077C
OG0001906	genemark-abe-_s34-processed-gene-5.110-mRNA-1_1&gene=genemark-abe-_s34-processed-gene-5.110&CDS=1-1161	YHR076W
OG0001907	snap_masked-abe-_s34-processed-gene-5.9-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.9&CDS=1-270	YDR322C-A
OG0001908	snap_masked-abe-_s34-processed-gene-5.10-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.10&CDS=1-1938	YDR323C
OG0001909	snap_masked-abe-_s34-processed-gene-5.28-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.28&CDS=1-2052	YLR103C
OG0001910	snap_masked-abe-_s34-processed-gene-5.29-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.29&CDS=1-1557	YLR149C
OG0001911	augustus_masked-abe-_s34-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.58&CDS=1-1464	YGL112C
OG0001912	augustus_masked-abe-_s34-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.71&CDS=1-2091	YGL113W
OG0001913	augustus_masked-abe-_s34-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.72&CDS=1-372	YLR104W
OG0001914	snap_masked-abe-_s34-processed-gene-5.33-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.33&CDS=1-1227	YER019W
OG0001915	augustus_masked-abe-_s34-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.74&CDS=1-642	YDR167W
OG0001916	augustus_masked-abe-_s34-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.62&CDS=1-4170	YDR128W
OG0001917	maker-abe-_s34-snap-gene-5.85-mRNA-1_1&gene=maker-abe-_s34-snap-gene-5.85&CDS=1-1122	YLR100W
OG0001918	snap_masked-abe-_s34-processed-gene-5.20-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.20&CDS=1-4686	YKL010C
OG0001919	augustus_masked-abe-_s34-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.65&CDS=1-798	YKL007W
OG0001920	augustus_masked-abe-_s34-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.77&CDS=1-1365	YHL002W
OG0001921	augustus_masked-abe-_s34-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.78&CDS=1-1323	YHL004W
OG0001922	augustus_masked-abe-_s34-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.79&CDS=1-642	YKL117W
OG0001923	genemark-abe-_s34-processed-gene-5.122-mRNA-1_1&gene=genemark-abe-_s34-processed-gene-5.122&CDS=1-1932	YNL325C
OG0001924	snap_masked-abe-_s34-processed-gene-5.41-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-5.41&CDS=1-1062	YLR321C
OG0001925	maker-abe-_s34-augustus-gene-5.129-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-5.129&CDS=1-4842	YMR308C
OG0001926	augustus_masked-abe-_s34-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-5.83&CDS=1-1104	YAL036C
OG0001927	augustus_masked-abe-_s34-processed-gene-6.178-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.178&CDS=1-3015	YAL035W
OG0001928	snap_masked-abe-_s34-processed-gene-6.89-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.89&CDS=1-927	YDL236W
OG0001929	snap_masked-abe-_s34-processed-gene-6.90-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.90&CDS=1-435	YDL235C
OG0001930	maker-abe-_s34-augustus-gene-6.85-mRNA-1_1&gene=maker-abe-_s34-augustus-gene-6.85&CDS=1-3081	YNL220W
OG0001931	augustus_masked-abe-_s34-processed-gene-6.184-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.184&CDS=1-1077	YNL037C
OG0001932	augustus_masked-abe-_s34-processed-gene-6.181-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.181&CDS=1-402	YIL098C
OG0001933	genemark-abe-_s34-processed-gene-6.10-mRNA-1_1&gene=genemark-abe-_s34-processed-gene-6.10&CDS=1-6297	YOR341W
OG0001934	augustus_masked-abe-_s34-processed-gene-6.187-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.187&CDS=1-990	YGL100W
OG0001935	augustus_masked-abe-_s34-processed-gene-6.228-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.228&CDS=1-1308	YGL111W
OG0001936	augustus_masked-abe-_s34-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.189&CDS=1-1635	YHR064C
OG0001937	augustus_masked-abe-_s34-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.190&CDS=1-4338	YKR080W
OG0001938	augustus_masked-abe-_s34-processed-gene-6.230-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.230&CDS=1-672	YOR077W
OG0001939	snap_masked-abe-_s34-processed-gene-6.147-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.147&CDS=1-1035	YKR087C
OG0001940	snap_masked-abe-_s34-processed-gene-6.149-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.149&CDS=1-537	YIL157C
OG0001941	augustus_masked-abe-_s34-processed-gene-6.193-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.193&CDS=1-477	YAL059W
OG0001942	augustus_masked-abe-_s34-processed-gene-6.194-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.194&CDS=1-1782	YAL058W
OG0001943	augustus_masked-abe-_s34-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.196&CDS=1-1554	YKL217W
OG0001944	snap_masked-abe-_s34-processed-gene-6.152-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.152&CDS=1-1374	YEL036C
OG0001945	augustus_masked-abe-_s34-processed-gene-6.199-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.199&CDS=1-3492	YFR031C
OG0001946	augustus_masked-abe-_s34-processed-gene-6.235-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.235&CDS=1-1383	YLR324W
OG0001947	snap_masked-abe-_s34-processed-gene-6.115-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.115&CDS=1-1116	YGR006W
OG0001948	snap_masked-abe-_s34-processed-gene-6.116-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.116&CDS=1-234	YLR325C
OG0001949	augustus_masked-abe-_s34-processed-gene-6.236-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.236&CDS=1-1083	YGR005C
OG0001950	augustus_masked-abe-_s34-processed-gene-6.201-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.201&CDS=1-1452	YGL017W
OG0001951	augustus_masked-abe-_s34-processed-gene-6.203-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.203&CDS=1-396	YGL191W
OG0001952	augustus_masked-abe-_s34-processed-gene-6.237-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.237&CDS=1-1443	YGL190C
OG0001953	augustus_masked-abe-_s34-processed-gene-6.204-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.204&CDS=1-501	YGL187C
OG0001954	augustus_masked-abe-_s34-processed-gene-6.239-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.239&CDS=1-2748	YIL047C
OG0001955	snap_masked-abe-_s34-processed-gene-6.123-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.123&CDS=1-3360	YIL048W
OG0001956	augustus_masked-abe-_s34-processed-gene-6.208-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.208&CDS=1-1578	YBL099W
OG0001957	augustus_masked-abe-_s34-processed-gene-6.210-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.210&CDS=1-2163	YML046W
OG0001958	augustus_masked-abe-_s34-processed-gene-6.244-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.244&CDS=1-1710	YJR052W
OG0001959	augustus_masked-abe-_s34-processed-gene-6.211-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.211&CDS=1-522	YJR017C
OG0001960	augustus_masked-abe-_s34-processed-gene-6.212-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.212&CDS=1-1629	YGR013W
OG0001961	snap_masked-abe-_s34-processed-gene-6.163-mRNA-1_1&gene=snap_masked-abe-_s34-processed-gene-6.163&CDS=1-3510	YGR014W
OG0001962	augustus_masked-abe-_s34-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.214&CDS=1-339	YKL138C
OG0001963	augustus_masked-abe-_s34-processed-gene-6.215-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.215&CDS=1-351	YKL137W
OG0001964	augustus_masked-abe-_s34-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.218&CDS=1-2226	YGL022W
OG0001965	augustus_masked-abe-_s34-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.219&CDS=1-576	YGL010W
OG0001966	augustus_masked-abe-_s34-processed-gene-6.249-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.249&CDS=1-1527	YGL192W
OG0001967	augustus_masked-abe-_s34-processed-gene-6.250-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.250&CDS=1-3543	YBL007C
OG0001968	augustus_masked-abe-_s34-processed-gene-6.220-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.220&CDS=1-1755	YJR016C
OG0001969	augustus_masked-abe-_s34-processed-gene-6.252-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.252&CDS=1-3207	YPR049C
OG0001970	augustus_masked-abe-_s34-processed-gene-6.253-mRNA-1_1&gene=augustus_masked-abe-_s34-processed-gene-6.253&CDS=1-1857	YML042W
OG0001971	snap_masked-abe-_s4-processed-gene-0.5-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-0.5&CDS=1-1878	YGR276C
OG0001972	snap_masked-abe-_s4-processed-gene-0.6-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-0.6&CDS=1-1599	YDL160C
OG0001973	snap_masked-abe-_s4-processed-gene-0.7-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-0.7&CDS=1-1611	YMR300C
OG0001974	augustus_masked-abe-_s4-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.118&CDS=1-444	YPL037C
OG0001975	augustus_masked-abe-_s4-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.119&CDS=1-1047	YDL209C
OG0001976	augustus_masked-abe-_s4-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.121&CDS=1-1449	YDR256C
OG0001977	augustus_masked-abe-_s4-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.122&CDS=1-1158	YGL246C
OG0001978	augustus_masked-abe-_s4-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.100&CDS=1-1818	YOR154W
OG0001979	augustus_masked-abe-_s4-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.124&CDS=1-1368	YCR095C
OG0001980	genemark-abe-_s4-processed-gene-0.77-mRNA-1_1&gene=genemark-abe-_s4-processed-gene-0.77&CDS=1-2562	YER069W
OG0001981	augustus_masked-abe-_s4-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.126&CDS=1-519	YOR252W
OG0001982	augustus_masked-abe-_s4-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.103&CDS=1-507	YOR276W
OG0001983	augustus_masked-abe-_s4-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.127&CDS=1-3048	YOL102C
OG0001984	augustus_masked-abe-_s4-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.128&CDS=1-351	YDR493W
OG0001985	augustus_masked-abe-_s4-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.129&CDS=1-2172	YGR128C
OG0001986	snap_masked-abe-_s4-processed-gene-0.14-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-0.14&CDS=1-2982	YMR231W
OG0001987	augustus_masked-abe-_s4-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.105&CDS=1-921	YDR233C
OG0001988	augustus_masked-abe-_s4-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.130&CDS=1-897	YDL201W
OG0001989	augustus_masked-abe-_s4-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.131&CDS=1-756	YDL202W
OG0001990	augustus_masked-abe-_s4-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-0.106&CDS=1-3237	YDR101C
OG0001991	maker-abe-_s4-augustus-gene-1.49-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-1.49&CDS=1-3591	YHR107C
OG0001992	augustus_masked-abe-_s4-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.115&CDS=1-2745	YMR244W
OG0001993	snap_masked-abe-_s4-processed-gene-1.63-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.63&CDS=1-330	YMR059W
OG0001994	maker-abe-_s4-augustus-gene-1.56-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-1.56&CDS=1-4245	YDR359C
OG0001995	augustus_masked-abe-_s4-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.133&CDS=1-1857	YDR091C
OG0001996	augustus_masked-abe-_s4-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.117&CDS=1-4089	YER164W
OG0001997	maker-abe-_s4-augustus-gene-1.50-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-1.50&CDS=1-4563	YDR074W
OG0001998	augustus_masked-abe-_s4-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.122&CDS=1-1404	YDR036C
OG0001999	augustus_masked-abe-_s4-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.134&CDS=1-3381	YLR214W
OG0002000	snap_masked-abe-_s4-processed-gene-1.97-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.97&CDS=1-1389	YNL277W
OG0002001	augustus_masked-abe-_s4-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.137&CDS=1-4956	YLR189C
OG0002002	maker-abe-_s4-augustus-gene-1.52-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-1.52&CDS=1-1755	YOR075W
OG0002003	snap_masked-abe-_s4-processed-gene-1.79-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.79&CDS=1-1431	YPR036W
OG0002004	snap_masked-abe-_s4-processed-gene-1.80-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.80&CDS=1-3192	YJR089W
OG0002005	augustus_masked-abe-_s4-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.141&CDS=1-930	YFR041C
OG0002006	genemark-abe-_s4-processed-gene-1.24-mRNA-1_1&gene=genemark-abe-_s4-processed-gene-1.24&CDS=1-333	YMR225C
OG0002007	maker-abe-_s4-augustus-gene-1.54-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-1.54&CDS=1-3096	YLL041C
OG0002008	augustus_masked-abe-_s4-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.130&CDS=1-1128	YOR388C
OG0002009	snap_masked-abe-_s4-processed-gene-1.106-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.106&CDS=1-807	YLR407W
OG0002010	snap_masked-abe-_s4-processed-gene-1.107-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-1.107&CDS=1-1182	YDL076C
OG0002011	genemark-abe-_s4-processed-gene-1.48-mRNA-1_1&gene=genemark-abe-_s4-processed-gene-1.48&CDS=1-5892	YLR409C
OG0002012	augustus_masked-abe-_s4-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-1.132&CDS=1-1836	YLR401C
OG0002013	augustus_masked-abe-_s4-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.14&CDS=1-594	YDL072C
OG0002014	augustus_masked-abe-_s4-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.15&CDS=1-1734	YLR152C
OG0002015	augustus_masked-abe-_s4-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.17&CDS=1-1614	YML069W
OG0002016	augustus_masked-abe-_s4-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.12&CDS=1-1095	YDR158W
OG0002017	maker-abe-_s4-augustus-gene-2.0-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-2.0&CDS=1-4953	YDR159W
OG0002018	maker-abe-_s4-augustus-gene-2.1-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-2.1&CDS=1-1296	YJR125C
OG0002019	augustus_masked-abe-_s4-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.58&CDS=1-660	YDL098C
OG0002020	augustus_masked-abe-_s4-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.20&CDS=1-717	YMR156C
OG0002021	augustus_masked-abe-_s4-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.59&CDS=1-771	YMR157C
OG0002022	augustus_masked-abe-_s4-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.21&CDS=1-468	YMR158W
OG0002023	augustus_masked-abe-_s4-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.23&CDS=1-1011	YGL115W
OG0002024	augustus_masked-abe-_s4-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.24&CDS=1-2070	YGL114W
OG0002025	maker-abe-_s4-augustus-gene-2.4-mRNA-1_1&gene=maker-abe-_s4-augustus-gene-2.4&CDS=1-2379	YBR233W
OG0002026	augustus_masked-abe-_s4-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.63&CDS=1-345	YLL014W
OG0002027	augustus_masked-abe-_s4-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.26&CDS=1-1197	YGR185C
OG0002028	snap_masked-abe-_s4-processed-gene-2.200-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-2.200&CDS=1-222	YGR183C
OG0002029	snap_masked-abe-_s4-processed-gene-2.243-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-2.243&CDS=1-681	YDR302W
OG0002030	snap_masked-abe-_s4-processed-gene-2.244-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-2.244&CDS=1-4050	YDR301W
OG0002031	augustus_masked-abe-_s4-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-abe-_s4-processed-gene-2.28&CDS=1-636	YBL040C
OG0002032	snap_masked-abe-_s4-processed-gene-2.246-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-2.246&CDS=1-723	YBL041W
OG0002033	snap_masked-abe-_s4-processed-gene-2.247-mRNA-1_1&gene=snap_masked-abe-_s4-processed-gene-2.247&CDS=1-294	YGR181W
