	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
OG0001364	YGL155W	genemark-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_87_length_33739_cov_12.7966_ID_173-processed-gene-0.25&CDS=1-1092
OG0001365	YGL156W	snap_masked-NODE_109_length_23034_cov_17.052_ID_217-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_109_length_23034_cov_17.052_ID_217-processed-gene-0.23&CDS=1-3405
OG0001366	YGL159W	snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.3&CDS=1-1023
OG0001367	YGL160W	genemark-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.19&CDS=1-1749
OG0001368	YGL161C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.149-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.149&CDS=1-873
OG0001369	YGL164C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.186-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.186&CDS=1-1302
OG0001370	YGL167C	genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-0.51&CDS=1-4593
OG0001371	YGL169W	genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.33&CDS=1-1119
OG0001372	YGL171W	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-0.0&CDS=1-1659
OG0001373	YGL172W	snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.161&CDS=1-1632
OG0001374	YGL173C	snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.138&CDS=1-4515
OG0001375	YGL174W	augustus_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.42&CDS=1-816
OG0001376	YGL179C	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.134&CDS=1-3633
OG0001377	YGL180W	genemark-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.117&CDS=1-2637
OG0001378	YGL181W	maker-NODE_18_length_141908_cov_21.1969_ID_35-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_18_length_141908_cov_21.1969_ID_35-snap-gene-0.70&CDS=1-1470
OG0001379	YGL183C	augustus_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.20&CDS=1-1839
OG0001380	YGL184C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.164&CDS=1-1176
OG0001381	YGL185C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.165&CDS=1-1137
OG0001382	YGL186C	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.210-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.210&CDS=1-1680
OG0001383	YGL187C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.166&CDS=1-477
OG0001384	YGL190C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.142&CDS=1-1464
OG0001385	YGL191W	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.167-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.167&CDS=1-402
OG0001386	YGL192W	maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-1.126-mRNA-1_1&gene=maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-1.126&CDS=1-1728
OG0001387	YGL194C	snap_masked-NODE_118_length_13976_cov_13.8125_ID_235-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_118_length_13976_cov_13.8125_ID_235-processed-gene-0.17&CDS=1-1401
OG0001388	YGL195W	genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.66&CDS=1-8154
OG0001389	YGL200C	snap_masked-NODE_78_length_40873_cov_17.0107_ID_155-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_78_length_40873_cov_17.0107_ID_155-processed-gene-0.13&CDS=1-609
OG0001390	YGL201C	genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.30&CDS=1-3051
OG0001391	YGL202W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.30&CDS=1-1425
OG0001392	YGL203C	genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.4&CDS=1-1839
OG0001393	YGL205W	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.131&CDS=1-2088
OG0001394	YGL206C	snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.130&CDS=1-4986
OG0001395	YGL207W	snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.82&CDS=1-3093
OG0001396	YGL211W	genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.55&CDS=1-1047
OG0001397	YGL212W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.42&CDS=1-1068
OG0001398	YGL213C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.24&CDS=1-1116
OG0001399	YGL215W	snap_masked-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_71_length_45071_cov_23.0535_ID_141-processed-gene-0.11&CDS=1-1251
OG0001400	YGL216W	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.103&CDS=1-2673
OG0001401	YGL220W	augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.128&CDS=1-264
OG0001402	YGL221C	snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.39&CDS=1-837
OG0001403	YGL224C	genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.92&CDS=1-966
OG0001404	YGL225W	genemark-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.22&CDS=1-1056
OG0001405	YGL231C	snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.71&CDS=1-555
OG0001406	YGL232W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.7&CDS=1-840
OG0001407	YGL233W	snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.58&CDS=1-2388
OG0001408	YGL234W	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.212-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.212&CDS=1-2385
OG0001409	YGL236C	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.115&CDS=1-1956
OG0001410	YGL237C	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.128&CDS=1-1395
OG0001411	YGL238W	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.108&CDS=1-2919
OG0001412	YGL240W	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.65&CDS=1-681
OG0001413	YGL241W	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.12&CDS=1-3177
OG0001414	YGL242C	snap_masked-NODE_65_length_46928_cov_25.8584_ID_129-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_65_length_46928_cov_25.8584_ID_129-processed-gene-0.3&CDS=1-546
OG0001415	YGL244W	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.30&CDS=1-1704
OG0001416	YGL245W	snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.31&CDS=1-2133
OG0001417	YGL246C	genemark-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_40_length_90330_cov_13.8745_ID_79-processed-gene-0.101&CDS=1-1191
OG0001418	YGL248W	snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.180-mRNA-1_1&gene=snap_masked-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.180&CDS=1-1224
OG0001419	YGL251C	snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.1&CDS=1-3972
OG0001420	YGL252C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.13&CDS=1-1926
OG0001421	YGL255W	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-1.141&CDS=1-1113
OG0001422	YGR001C	augustus_masked-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.32&CDS=1-2967
OG0001423	YGR002C	maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.163-mRNA-1_1&gene=maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.163&CDS=1-2055
OG0001424	YGR005C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.28&CDS=1-1599
OG0001425	YGR007W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.6&CDS=1-963
OG0001426	YGR012W	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.188&CDS=1-1167
OG0001427	YGR014W	augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.73&CDS=1-2877
OG0001428	YGR017W	snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.116&CDS=1-924
OG0001429	YGR020C	genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.69&CDS=1-363
OG0001430	YGR021W	snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.90&CDS=1-816
OG0001431	YGR026W	snap_masked-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.16&CDS=1-735
OG0001432	YGR028W	snap_masked-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.46&CDS=1-1068
OG0001433	YGR033C	genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.43&CDS=1-705
OG0001434	YGR036C	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.26&CDS=1-684
OG0001435	YGR037C	augustus_masked-NODE_90_length_33024_cov_12.787_ID_179-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_90_length_33024_cov_12.787_ID_179-processed-gene-0.17&CDS=1-264
OG0001436	YGR046W	genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.105&CDS=1-1260
OG0001437	YGR047C	augustus_masked-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.19&CDS=1-5673
OG0001438	YGR048W	genemark-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.10&CDS=1-1065
OG0001439	YGR053C	maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-0.37&CDS=1-1044
OG0001440	YGR054W	snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_46_length_84629_cov_16.2648_ID_91-processed-gene-0.12&CDS=1-1893
OG0001441	YGR057C	maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-1.127-mRNA-1_1&gene=maker-NODE_6_length_219614_cov_12.8109_ID_11-snap-gene-1.127&CDS=1-777
OG0001442	YGR060W	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.27&CDS=1-921
OG0001443	YGR061C	snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.1&CDS=1-4080
OG0001444	YGR062C	genemark-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.9&CDS=1-942
OG0001445	YGR063C	snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.74&CDS=1-354
OG0001446	YGR074W	genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.121&CDS=1-336
OG0001447	YGR076C	genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.99&CDS=1-495
OG0001448	YGR078C	snap_masked-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_106_length_23750_cov_14.3139_ID_211-processed-gene-0.9&CDS=1-630
OG0001449	YGR080W	augustus_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.119&CDS=1-963
OG0001450	YGR081C	genemark-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.25&CDS=1-543
OG0001451	YGR082W	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.87&CDS=1-495
OG0001452	YGR083C	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.233-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.233&CDS=1-1560
OG0001453	YGR086C	snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.82&CDS=1-939
OG0001454	YGR089W	genemark-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.68&CDS=1-2778
OG0001455	YGR090W	snap_masked-NODE_108_length_23704_cov_12.086_ID_215-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_108_length_23704_cov_12.086_ID_215-processed-gene-0.9&CDS=1-3642
OG0001456	YGR091W	genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.62&CDS=1-1374
OG0001457	YGR094W	snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.10&CDS=1-3297
OG0001458	YGR095C	snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.29&CDS=1-663
OG0001459	YGR096W	genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.64&CDS=1-933
OG0001460	YGR098C	augustus_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.41&CDS=1-4260
OG0001461	YGR099W	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.47&CDS=1-2508
OG0001462	YGR103W	augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.18&CDS=1-1830
OG0001463	YGR104C	genemark-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.18&CDS=1-921
OG0001464	YGR105W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.116&CDS=1-216
OG0001465	YGR110W	genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.26&CDS=1-1566
OG0001466	YGR111W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.110&CDS=1-879
OG0001467	YGR112W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.11&CDS=1-1098
OG0001468	YGR113W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.63&CDS=1-990
OG0001469	YGR116W	maker-NODE_21_length_132620_cov_14.5818_ID_41-snap-gene-0.201-mRNA-1_1&gene=maker-NODE_21_length_132620_cov_14.5818_ID_41-snap-gene-0.201&CDS=1-6120
OG0001470	YGR117C	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.54&CDS=1-1596
OG0001471	YGR119C	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.114&CDS=1-1413
OG0001472	YGR123C	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.59&CDS=1-1593
OG0001473	YGR125W	augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.41&CDS=1-6084
OG0001474	YGR132C	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.231-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.231&CDS=1-840
OG0001475	YGR133W	snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.17&CDS=1-525
OG0001476	YGR134W	augustus_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.148&CDS=1-3822
OG0001477	YGR135W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.232-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.232&CDS=1-753
OG0001478	YGR145W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.240-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.240&CDS=1-2055
OG0001479	YGR147C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.6&CDS=1-570
OG0001480	YGR149W	snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.7&CDS=1-1311
OG0001481	YGR150C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.116&CDS=1-2403
OG0001482	YGR152C	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.224&CDS=1-777
