	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
OG0001332	augustus_masked-scaffold_2-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.63&CDS=1-1197	YCR035C
OG0001333	snap_masked-scaffold_2-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.43&CDS=1-1002	YCR034W
OG0001334	snap_masked-scaffold_2-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.53&CDS=1-2784	YCR033W
OG0001335	augustus_masked-scaffold_2-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.2&CDS=1-2397	YJL194W
OG0001336	snap_masked-scaffold_2-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.52&CDS=1-1320	YJL193W
OG0001337	augustus_masked-scaffold_2-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.5&CDS=1-5904	YCR032W
OG0001338	maker-scaffold_2-snap-gene-1.100-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.100&CDS=1-663	YJL192C
OG0001339	snap_masked-scaffold_2-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.56&CDS=1-183	YJL189W
OG0001340	augustus_masked-scaffold_2-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.29&CDS=1-390	YJL190C
OG0001341	augustus_masked-scaffold_2-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.30&CDS=1-3405	YJL187C
OG0001342	snap_masked-scaffold_2-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.79&CDS=1-369	YCR028C-A
OG0001343	augustus_masked-scaffold_2-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.8&CDS=1-2460	YCR030C
OG0001344	snap_masked-scaffold_2-processed-gene-1.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.80&CDS=1-1791	YMR120C
OG0001345	augustus_masked-scaffold_2-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.34&CDS=1-612	YMR121C
OG0001346	snap_masked-scaffold_2-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.83&CDS=1-393	YKL170W
OG0001347	augustus_masked-scaffold_2-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.36&CDS=1-2202	YKL171W
OG0001348	maker-scaffold_2-snap-gene-1.103-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.103&CDS=1-1326	YJL167W
OG0001349	augustus_masked-scaffold_2-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.39&CDS=1-1224	YKL172W
OG0001350	augustus_masked-scaffold_2-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.40&CDS=1-1452	YKL178C
OG0001351	augustus_masked-scaffold_2-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.12&CDS=1-1194	YJL171C
OG0001352	snap_masked-scaffold_2-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.64&CDS=1-1683	YKL175W
OG0001353	augustus_masked-scaffold_2-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.14&CDS=1-3003	YKL173W
OG0001354	augustus_masked-scaffold_2-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.19&CDS=1-999	YJL180C
OG0001355	augustus_masked-scaffold_2-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.44&CDS=1-1425	YJL183W
OG0001356	augustus_masked-scaffold_2-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.20&CDS=1-1290	YLR027C
OG0001357	augustus_masked-scaffold_2-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.21&CDS=1-981	YLR026C
OG0001358	snap_masked-scaffold_2-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.71&CDS=1-714	YLR025W
OG0001359	augustus_masked-scaffold_2-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.48&CDS=1-867	YKL140W
OG0001360	snap_masked-scaffold_2-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.74&CDS=1-399	YKL137W
OG0001361	augustus_masked-scaffold_2-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.50&CDS=1-2049	YKL135C
OG0001362	maker-scaffold_2-snap-gene-1.99-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.99&CDS=1-957	YMR116C
OG0001363	augustus_masked-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.57&CDS=1-2208	YKL134C
OG0001364	augustus_masked-scaffold_2-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.56&CDS=1-1041	YMR111C
OG0001365	augustus_masked-scaffold_2-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.60&CDS=1-1164	YKL130C
OG0001366	snap_masked-scaffold_2-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.12&CDS=1-3699	YMR109W
OG0001367	augustus_masked-scaffold_2-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.76&CDS=1-2121	YMR108W
OG0001368	snap_masked-scaffold_2-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.13&CDS=1-459	YER044C
OG0001369	augustus_masked-scaffold_2-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.79&CDS=1-1035	YHL013C
OG0001370	snap_masked-scaffold_2-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.37&CDS=1-357	YHL015W
OG0001371	augustus_masked-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.65&CDS=1-594	YKL119C
OG0001372	snap_masked-scaffold_2-processed-gene-2.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.19&CDS=1-963	YKL120W
OG0001373	augustus_masked-scaffold_2-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.67&CDS=1-666	YMR101C
OG0001374	snap_masked-scaffold_2-processed-gene-2.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.38&CDS=1-1719	YMR097C
OG0001375	snap_masked-scaffold_2-processed-gene-2.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.20&CDS=1-267	YKL110C
OG0001376	augustus_masked-scaffold_2-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.84&CDS=1-1530	YKL039W
OG0001377	snap_masked-scaffold_2-processed-gene-2.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.22&CDS=1-4005	YKL101W
OG0001378	maker-scaffold_2-snap-gene-2.0-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.0&CDS=1-2877	YJL012C
OG0001379	augustus_masked-scaffold_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.69&CDS=1-2580	YGR188C
OG0001380	snap_masked-scaffold_2-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.41&CDS=1-1587	YJL014W
OG0001381	augustus_masked-scaffold_2-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.86&CDS=1-444	YJL011C
OG0001382	augustus_masked-scaffold_2-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.87&CDS=1-1290	YGR189C
OG0001383	snap_masked-scaffold_2-processed-gene-2.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.28&CDS=1-1341	YGR169C
OG0001384	augustus_masked-scaffold_2-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.88&CDS=1-2574	YJL020C
OG0001385	snap_masked-scaffold_2-processed-gene-2.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.44&CDS=1-1140	YGR173W
OG0001386	snap_masked-scaffold_2-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.30&CDS=1-885	YGR172C
OG0001387	snap_masked-scaffold_2-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.31&CDS=1-1629	YJR006W
OG0001388	augustus_masked-scaffold_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.91&CDS=1-1689	YGR171C
OG0001389	maker-scaffold_2-augustus-gene-2.102-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.102&CDS=1-300	YKL053C-A
OG0001390	augustus_masked-scaffold_2-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.73&CDS=1-681	YKL054C
OG0001391	maker-scaffold_2-snap-gene-2.1-mRNA-1_1&gene=maker-scaffold_2-snap-gene-2.1&CDS=1-1329	YKL056C
OG0001392	augustus_masked-scaffold_2-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.96&CDS=1-2136	YMR036C
OG0001393	maker-scaffold_2-snap-gene-3.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-3.47&CDS=1-3801	YKL064W
OG0001394	augustus_masked-scaffold_2-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.7&CDS=1-852	YMR038C
OG0001395	augustus_masked-scaffold_2-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.10&CDS=1-909	YMR039C
OG0001396	augustus_masked-scaffold_2-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.8&CDS=1-1047	YMR041C
OG0001397	augustus_masked-scaffold_2-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.12&CDS=1-447	YKL067W
OG0001398	snap_masked-scaffold_2-processed-gene-3.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.87&CDS=1-909	YMR043W
OG0001399	augustus_masked-scaffold_2-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.35&CDS=1-1200	YKL094W
OG0001400	augustus_masked-scaffold_2-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.16&CDS=1-1203	YKL113C
OG0001401	augustus_masked-scaffold_2-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.17&CDS=1-1080	YKL114C
OG0001402	augustus_masked-scaffold_2-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.36&CDS=1-744	YKL096W
OG0001403	augustus_masked-scaffold_2-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.38&CDS=1-933	YMR079W
OG0001404	augustus_masked-scaffold_2-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.20&CDS=1-2715	YMR078C
OG0001405	augustus_masked-scaffold_2-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.21&CDS=1-1110	YHL009C
OG0001406	maker-scaffold_2-augustus-gene-3.1-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.1&CDS=1-5094	YKL090W
OG0001407	augustus_masked-scaffold_2-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.24&CDS=1-726	YKL009W
OG0001408	augustus_masked-scaffold_2-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.40&CDS=1-540	YHL006C
OG0001409	snap_masked-scaffold_2-processed-gene-3.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.93&CDS=1-1626	YHL004W
OG0001410	snap_masked-scaffold_2-processed-gene-3.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.79&CDS=1-372	YBL001C
OG0001411	augustus_masked-scaffold_2-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.27&CDS=1-2241	YKL089W
OG0001412	snap_masked-scaffold_2-processed-gene-3.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.95&CDS=1-369	YKL003C
OG0001413	augustus_masked-scaffold_2-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.28&CDS=1-672	YKL002W
OG0001414	maker-scaffold_2-augustus-gene-3.4-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.4&CDS=1-687	YKL001C
OG0001415	augustus_masked-scaffold_2-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.29&CDS=1-2091	YKR001C
OG0001416	augustus_masked-scaffold_2-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.30&CDS=1-1977	YKR002W
OG0001417	augustus_masked-scaffold_2-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.46&CDS=1-939	YKR006C
OG0001418	maker-scaffold_2-snap-gene-4.0-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.0&CDS=1-2229	YKR008W
OG0001419	snap_masked-scaffold_2-processed-gene-4.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.12&CDS=1-1485	YKL124W
OG0001420	snap_masked-scaffold_2-processed-gene-4.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.13&CDS=1-2265	YKL125W
OG0001421	augustus_masked-scaffold_2-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.58&CDS=1-951	YKL051W
OG0001422	augustus_masked-scaffold_2-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.62&CDS=1-666	YKL049C
OG0001423	snap_masked-scaffold_2-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.17&CDS=1-1845	YGR065C
OG0001424	snap_masked-scaffold_2-processed-gene-4.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.31&CDS=1-1071	YDL076C
OG0001425	augustus_masked-scaffold_2-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.67&CDS=1-1122	YLR405W
OG0001426	augustus_masked-scaffold_2-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.68&CDS=1-1881	YDL074C
OG0001427	augustus_masked-scaffold_2-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.69&CDS=1-2631	YLR403W
OG0001428	maker-scaffold_2-snap-gene-4.5-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.5&CDS=1-1968	YLR399C
OG0001429	augustus_masked-scaffold_2-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.52&CDS=1-543	YDL072C
OG0001430	augustus_masked-scaffold_2-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.53&CDS=1-2319	YLR397C
OG0001431	snap_masked-scaffold_2-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.37&CDS=1-180	YDL067C
OG0001432	augustus_masked-scaffold_2-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.55&CDS=1-219	YLR395C
OG0001433	snap_masked-scaffold_2-processed-gene-4.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.24&CDS=1-1269	YDL066W
OG0001434	augustus_masked-scaffold_2-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.46&CDS=1-1083	YKL060C
OG0001435	augustus_masked-scaffold_2-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.47&CDS=1-1545	YMR023C
OG0001436	augustus_masked-scaffold_2-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.48&CDS=1-1311	YKL047W
OG0001437	snap_masked-scaffold_2-processed-gene-5.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.7&CDS=1-1350	YKL046C
OG0001438	maker-scaffold_2-snap-gene-5.37-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.37&CDS=1-1575	YML056C
OG0001439	snap_masked-scaffold_2-processed-gene-5.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.9&CDS=1-1035	YJR129C
OG0001440	snap_masked-scaffold_2-processed-gene-5.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.23&CDS=1-1305	YLR418C
OG0001441	augustus_masked-scaffold_2-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.55&CDS=1-4473	YLR419W
OG0001442	augustus_masked-scaffold_2-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.66&CDS=1-1728	YGR178C
OG0001443	snap_masked-scaffold_2-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.27&CDS=1-687	YGR167W
OG0001444	snap_masked-scaffold_2-processed-gene-5.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.30&CDS=1-1023	YMR021C
OG0001445	maker-scaffold_2-snap-gene-5.33-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.33&CDS=1-3396	YLR410W
OG0001446	augustus_masked-scaffold_2-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.74&CDS=1-1299	YKL181W
OG0001447	augustus_masked-scaffold_2-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.60&CDS=1-891	YLR412W
OG0001448	augustus_masked-scaffold_2-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.75&CDS=1-6150	YKL182W
OG0001449	augustus_masked-scaffold_2-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.63&CDS=1-459	YGR174C
OG0001450	augustus_masked-scaffold_2-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.4&CDS=1-1548	YJL024C
OG0001451	snap_masked-scaffold_2-processed-gene-6.54-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.54&CDS=1-333	YGR181W
OG0001452	augustus_masked-scaffold_2-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.5&CDS=1-5574	YGR184C
OG0001453	augustus_masked-scaffold_2-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.6&CDS=1-2052	YGR186W
OG0001454	augustus_masked-scaffold_2-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.24&CDS=1-1200	YGR187C
OG0001455	snap_masked-scaffold_2-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.60&CDS=1-708	YHR200W
OG0001456	augustus_masked-scaffold_2-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.10&CDS=1-5163	YJR138W
OG0001457	maker-scaffold_2-snap-gene-6.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.111&CDS=1-1938	YHR202W
OG0001458	snap_masked-scaffold_2-processed-gene-6.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.83&CDS=1-2286	YHR204W
OG0001459	snap_masked-scaffold_2-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.66&CDS=1-1206	YHR208W
OG0001460	augustus_masked-scaffold_2-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.33&CDS=1-762	YHR192W
OG0001461	augustus_masked-scaffold_2-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.13&CDS=1-465	YHR191C
OG0001462	snap_masked-scaffold_2-processed-gene-6.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.91&CDS=1-1584	YKL103C
OG0001463	snap_masked-scaffold_2-processed-gene-6.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.92&CDS=1-2784	YKL073W
OG0001464	snap_masked-scaffold_2-processed-gene-6.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.93&CDS=1-903	YMR099C
OG0001465	augustus_masked-scaffold_2-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.15&CDS=1-375	YKL192C
OG0001466	augustus_masked-scaffold_2-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.16&CDS=1-2109	YKL104C
OG0001467	snap_masked-scaffold_2-processed-gene-6.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.94&CDS=1-1065	YMR088C
OG0001468	snap_masked-scaffold_2-processed-gene-6.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.95&CDS=1-2799	YMR089C
OG0001469	augustus_masked-scaffold_2-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.41&CDS=1-1440	YMR091C
OG0001470	snap_masked-scaffold_2-processed-gene-6.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.71&CDS=1-399	YKL099C
OG0001471	augustus_masked-scaffold_2-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.42&CDS=1-801	YHR147C
OG0001472	augustus_masked-scaffold_2-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.19&CDS=1-543	YHR148W
OG0001473	augustus_masked-scaffold_2-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.46&CDS=1-345	YGR215W
OG0001474	snap_masked-scaffold_2-processed-gene-6.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.73&CDS=1-921	YGR280C
OG0001475	snap_masked-scaffold_2-processed-gene-6.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.105&CDS=1-1689	YMR307W
OG0001476	snap_masked-scaffold_2-processed-gene-6.75-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.75&CDS=1-828	YMR305C
OG0001477	snap_masked-scaffold_2-processed-gene-6.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.109&CDS=1-1278	YGR278W
OG0001478	augustus_masked-scaffold_2-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.23&CDS=1-873	YGR277C
OG0001479	snap_masked-scaffold_20-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.93&CDS=1-1008	YHR104W
OG0001480	snap_masked-scaffold_20-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.96&CDS=1-2025	YPL222W
OG0001481	augustus_masked-scaffold_20-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.0&CDS=1-2097	YMR172W
OG0001482	augustus_masked-scaffold_20-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.26&CDS=1-1389	YGL138C
OG0001483	snap_masked-scaffold_20-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.73&CDS=1-2610	YGL137W
OG0001484	augustus_masked-scaffold_20-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.27&CDS=1-828	YGL136C
OG0001485	snap_masked-scaffold_20-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.77&CDS=1-567	YPL218W
OG0001486	augustus_masked-scaffold_20-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.29&CDS=1-1773	YPL228W
OG0001487	snap_masked-scaffold_20-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.101&CDS=1-5649	YPL231W
OG0001488	maker-scaffold_20-augustus-gene-0.47-mRNA-1_1&gene=maker-scaffold_20-augustus-gene-0.47&CDS=1-2664	YMR185W
OG0001489	snap_masked-scaffold_20-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.81&CDS=1-2121	YMR186W
OG0001490	augustus_masked-scaffold_20-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.33&CDS=1-2460	YOR168W
OG0001491	augustus_masked-scaffold_20-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_20-processed-gene-0.13&CDS=1-2448	YOR165W
OG0001492	maker-scaffold_20-snap-gene-0.65-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.65&CDS=1-867	YOR164C
OG0001493	snap_masked-scaffold_20-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_20-processed-gene-0.85&CDS=1-441	YMR002W
OG0001494	maker-scaffold_20-snap-gene-0.66-mRNA-1_1&gene=maker-scaffold_20-snap-gene-0.66&CDS=1-2328	YOL006C
