	Ashbya_aceri	Saccharomyces_cerevisiae
OG0001726	snap_masked-CP006023.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-3.98&CDS=1-2991	YIL031W
OG0001727	maker-CP006023.1-augustus-gene-3.6-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-3.6&CDS=1-2316	YIL043C
OG0001728	genemark-CP006023.1-processed-gene-3.151-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.151&CDS=1-1581	YER052C
OG0001729	genemark-CP006023.1-processed-gene-3.132-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.132&CDS=1-735	YIL044C
OG0001730	snap_masked-CP006023.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-3.102&CDS=1-1659	YIL046W
OG0001731	genemark-CP006023.1-processed-gene-3.155-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.155&CDS=1-891	YER055C
OG0001732	genemark-CP006023.1-processed-gene-3.133-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.133&CDS=1-2592	YIL047C
OG0001733	genemark-CP006023.1-processed-gene-3.156-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.156&CDS=1-3495	YIL048W
OG0001734	genemark-CP006023.1-processed-gene-3.134-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.134&CDS=1-300	YER058W
OG0001735	genemark-CP006023.1-processed-gene-3.135-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.135&CDS=1-921	YIL050W
OG0001736	augustus_masked-CP006023.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-3.52&CDS=1-1299	YER061C
OG0001737	genemark-CP006023.1-processed-gene-3.137-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.137&CDS=1-519	YER063W
OG0001738	genemark-CP006023.1-processed-gene-3.138-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.138&CDS=1-1176	YIL055C
OG0001739	genemark-CP006023.1-processed-gene-3.163-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.163&CDS=1-1914	YIL056W
OG0001740	genemark-CP006023.1-processed-gene-3.164-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.164&CDS=1-1680	YER065C
OG0001741	genemark-CP006023.1-processed-gene-3.139-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.139&CDS=1-507	YIL057C
OG0001742	maker-CP006023.1-snap-gene-3.2-mRNA-1_1&gene=maker-CP006023.1-snap-gene-3.2&CDS=1-2739	YER068W
OG0001743	genemark-CP006023.1-processed-gene-3.141-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.141&CDS=1-459	YIL062C
OG0001744	genemark-CP006023.1-processed-gene-3.142-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.142&CDS=1-1014	YIL063C
OG0001745	genemark-CP006023.1-processed-gene-3.165-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.165&CDS=1-681	YIL064W
OG0001746	genemark-CP006023.1-processed-gene-3.143-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-3.143&CDS=1-465	YIL065C
OG0001747	genemark-CP006023.1-processed-gene-4.0-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.0&CDS=1-2421	YGL178W
OG0001748	genemark-CP006023.1-processed-gene-4.3-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.3&CDS=1-2451	YER125W
OG0001749	genemark-CP006023.1-processed-gene-4.1-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.1&CDS=1-1626	YER124C
OG0001750	genemark-CP006023.1-processed-gene-4.2-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.2&CDS=1-951	YPR023C
OG0001751	genemark-CP006023.1-processed-gene-4.7-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.7&CDS=1-2736	YPR021C
OG0001752	snap_masked-CP006023.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-4.75&CDS=1-1095	YGL175C
OG0001753	genemark-CP006023.1-processed-gene-4.8-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.8&CDS=1-813	YGL174W
OG0001754	genemark-CP006023.1-processed-gene-4.32-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.32&CDS=1-4425	YGL173C
OG0001755	genemark-CP006023.1-processed-gene-4.9-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.9&CDS=1-1089	YGL172W
OG0001756	augustus_masked-CP006023.1-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-4.120&CDS=1-1932	YLL019C
OG0001757	augustus_masked-CP006023.1-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-4.121&CDS=1-288	YLL018C-A
OG0001758	genemark-CP006023.1-processed-gene-4.35-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.35&CDS=1-1668	YLL018C
OG0001759	maker-CP006023.1-augustus-gene-4.88-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-4.88&CDS=1-4248	YLR310C
OG0001760	genemark-CP006023.1-processed-gene-4.14-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.14&CDS=1-2667	YLR309C
OG0001761	genemark-CP006023.1-processed-gene-4.36-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.36&CDS=1-942	YLR308W
OG0001762	genemark-CP006023.1-processed-gene-4.37-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.37&CDS=1-552	YLR306W
OG0001763	maker-CP006023.1-snap-gene-4.130-mRNA-1_1&gene=maker-CP006023.1-snap-gene-4.130&CDS=1-5703	YLR305C
OG0001764	genemark-CP006023.1-processed-gene-4.18-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.18&CDS=1-1401	YLR303W
OG0001765	genemark-CP006023.1-processed-gene-4.38-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.38&CDS=1-735	YPR016C
OG0001766	genemark-CP006023.1-processed-gene-4.20-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.20&CDS=1-1794	YPR018W
OG0001767	genemark-CP006023.1-processed-gene-4.22-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.22&CDS=1-2667	YPR019W
OG0001768	genemark-CP006023.1-processed-gene-4.23-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.23&CDS=1-357	YPR020W
OG0001769	genemark-CP006023.1-processed-gene-4.39-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.39&CDS=1-1704	YGL171W
OG0001770	augustus_masked-CP006023.1-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-4.112&CDS=1-684	YLR312W-A
OG0001771	maker-CP006023.1-augustus-gene-4.90-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-4.90&CDS=1-7980	YLL021W
OG0001772	genemark-CP006023.1-processed-gene-4.25-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.25&CDS=1-1299	YOL030W
OG0001773	snap_masked-CP006023.1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-4.71&CDS=1-474	YOR008C
OG0001774	genemark-CP006023.1-processed-gene-4.27-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.27&CDS=1-1725	YPL260W
OG0001775	genemark-CP006023.1-processed-gene-4.28-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.28&CDS=1-714	YIL010W
OG0001776	genemark-CP006023.1-processed-gene-4.41-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.41&CDS=1-1329	YPL259C
OG0001777	maker-CP006023.1-snap-gene-4.131-mRNA-1_1&gene=maker-CP006023.1-snap-gene-4.131&CDS=1-582	YIL009C-A
OG0001778	genemark-CP006023.1-processed-gene-4.29-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-4.29&CDS=1-300	YIL008W
OG0001779	maker-CP006023.1-augustus-gene-5.156-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-5.156&CDS=1-1608	YIL007C
OG0001780	genemark-CP006023.1-processed-gene-5.56-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.56&CDS=1-1641	YEL007W
OG0001781	genemark-CP006023.1-processed-gene-5.88-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.88&CDS=1-405	YIL004C
OG0001782	genemark-CP006023.1-processed-gene-5.61-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.61&CDS=1-846	YIL003W
OG0001783	genemark-CP006023.1-processed-gene-5.89-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.89&CDS=1-975	YEL005C
OG0001784	augustus_masked-CP006023.1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.113&CDS=1-348	YEL003W
OG0001785	genemark-CP006023.1-processed-gene-5.90-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.90&CDS=1-4104	YIL002C
OG0001786	augustus_masked-CP006023.1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.114&CDS=1-1545	YIL001W
OG0001787	genemark-CP006023.1-processed-gene-5.91-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.91&CDS=1-663	YEL001C
OG0001788	genemark-CP006023.1-processed-gene-5.92-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.92&CDS=1-987	YIR001C
OG0001789	genemark-CP006023.1-processed-gene-5.64-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.64&CDS=1-705	YER002W
OG0001790	genemark-CP006023.1-processed-gene-5.93-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.93&CDS=1-1287	YER003C
OG0001791	augustus_masked-CP006023.1-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.116&CDS=1-2592	YER005W
OG0001792	genemark-CP006023.1-processed-gene-5.94-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.94&CDS=1-1062	YPR086W
OG0001793	genemark-CP006023.1-processed-gene-5.68-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.68&CDS=1-1542	YER006W
OG0001794	augustus_masked-CP006023.1-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.118&CDS=1-1470	YER007W
OG0001795	genemark-CP006023.1-processed-gene-5.95-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.95&CDS=1-543	YER007C-A
OG0001796	genemark-CP006023.1-processed-gene-5.96-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.96&CDS=1-6966	YIR002C
OG0001797	genemark-CP006023.1-processed-gene-5.70-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.70&CDS=1-375	YER009W
OG0001798	genemark-CP006023.1-processed-gene-5.72-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.72&CDS=1-1305	YIR004W
OG0001799	genemark-CP006023.1-processed-gene-5.97-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.97&CDS=1-714	YER010C
OG0001800	genemark-CP006023.1-processed-gene-5.73-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.73&CDS=1-540	YIR005W
OG0001801	genemark-CP006023.1-processed-gene-5.98-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.98&CDS=1-4137	YIR006C
OG0001802	genemark-CP006023.1-processed-gene-5.74-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.74&CDS=1-528	YMR009W
OG0001803	genemark-CP006023.1-processed-gene-5.75-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.75&CDS=1-1071	YMR010W
OG0001804	genemark-CP006023.1-processed-gene-5.101-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.101&CDS=1-2166	YOR017W
OG0001805	genemark-CP006023.1-processed-gene-5.76-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.76&CDS=1-1332	YHL021C
OG0001806	augustus_masked-CP006023.1-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.124&CDS=1-1092	YHL022C
OG0001807	genemark-CP006023.1-processed-gene-5.79-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.79&CDS=1-1224	YPR108W
OG0001808	augustus_masked-CP006023.1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.127&CDS=1-2454	YGR089W
OG0001809	genemark-CP006023.1-processed-gene-5.81-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.81&CDS=1-3588	YGR090W
OG0001810	augustus_masked-CP006023.1-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.129&CDS=1-837	YPR109W
OG0001811	genemark-CP006023.1-processed-gene-5.102-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.102&CDS=1-1002	YPR110C
OG0001812	augustus_masked-CP006023.1-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.130&CDS=1-1125	YGR091W
OG0001813	genemark-CP006023.1-processed-gene-5.103-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.103&CDS=1-2517	YPR112C
OG0001814	genemark-CP006023.1-processed-gene-5.104-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.104&CDS=1-1032	YPR128C
OG0001815	genemark-CP006023.1-processed-gene-5.85-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.85&CDS=1-750	YPR129W
OG0001816	genemark-CP006023.1-processed-gene-5.105-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.105&CDS=1-582	YPR131C
OG0001817	augustus_masked-CP006023.1-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-5.153&CDS=1-1416	YGR117C
OG0001818	genemark-CP006023.1-processed-gene-5.87-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-5.87&CDS=1-2439	YBR202W
OG0001819	augustus_masked-CP006023.1-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.92&CDS=1-1326	YPL066W
OG0001820	genemark-CP006023.1-processed-gene-6.49-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.49&CDS=1-720	YPL065W
OG0001821	augustus_masked-CP006023.1-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.96&CDS=1-909	YPL064C
OG0001822	genemark-CP006023.1-processed-gene-6.50-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.50&CDS=1-1320	YPL063W
OG0001823	augustus_masked-CP006023.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.97&CDS=1-2997	YBR204C
OG0001824	augustus_masked-CP006023.1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.98&CDS=1-3144	YBR207W
OG0001825	genemark-CP006023.1-processed-gene-6.74-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.74&CDS=1-5457	YBR208C
OG0001826	maker-CP006023.1-snap-gene-6.138-mRNA-1_1&gene=maker-CP006023.1-snap-gene-6.138&CDS=1-6513	YER015W
OG0001827	genemark-CP006023.1-processed-gene-6.60-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.60&CDS=1-414	YPL059W
OG0001828	genemark-CP006023.1-processed-gene-6.75-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.75&CDS=1-1704	YBR163W
OG0001829	genemark-CP006023.1-processed-gene-6.61-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.61&CDS=1-1482	YBR162C
OG0001830	genemark-CP006023.1-processed-gene-6.76-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.76&CDS=1-885	YBR160W
OG0001831	genemark-CP006023.1-processed-gene-6.77-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.77&CDS=1-1053	YBR159W
OG0001832	genemark-CP006023.1-processed-gene-6.79-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.79&CDS=1-1179	YBR158W
OG0001833	genemark-CP006023.1-processed-gene-6.62-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.62&CDS=1-1161	YPL054W
OG0001834	maker-CP006023.1-augustus-gene-6.136-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-6.136&CDS=1-564	YPR028W
OG0001835	genemark-CP006023.1-processed-gene-6.80-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.80&CDS=1-2376	YPR029C
OG0001836	augustus_masked-CP006023.1-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.106&CDS=1-2436	YBL101C
OG0001837	genemark-CP006023.1-processed-gene-6.81-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.81&CDS=1-636	YBL102W
OG0001838	genemark-CP006023.1-processed-gene-6.65-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.65&CDS=1-1014	YBL103C
OG0001839	genemark-CP006023.1-processed-gene-6.82-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.82&CDS=1-1752	YDL153C
OG0001840	genemark-CP006023.1-processed-gene-6.67-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.67&CDS=1-1164	YDL150W
OG0001841	genemark-CP006023.1-processed-gene-6.68-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.68&CDS=1-2679	YDL149W
OG0001842	genemark-CP006023.1-processed-gene-6.83-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.83&CDS=1-2418	YDL148C
OG0001843	genemark-CP006023.1-processed-gene-6.69-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.69&CDS=1-1323	YDL147W
OG0001844	snap_masked-CP006023.1-processed-gene-6.37-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-6.37&CDS=1-630	YLR211C
OG0001845	genemark-CP006023.1-processed-gene-6.70-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.70&CDS=1-1371	YDL146W
OG0001846	genemark-CP006023.1-processed-gene-6.85-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.85&CDS=1-1410	YLR212C
OG0001847	genemark-CP006023.1-processed-gene-6.86-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.86&CDS=1-5670	YDL145C
OG0001848	genemark-CP006023.1-processed-gene-6.71-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.71&CDS=1-2073	YLR214W
OG0001849	genemark-CP006023.1-processed-gene-6.87-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.87&CDS=1-1044	YLR215C
OG0001850	genemark-CP006023.1-processed-gene-6.72-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.72&CDS=1-1587	YDL143W
OG0001851	genemark-CP006023.1-processed-gene-6.88-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.88&CDS=1-669	YDL142C
OG0001852	genemark-CP006023.1-processed-gene-6.73-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.73&CDS=1-2037	YDL141W
OG0001853	genemark-CP006023.1-processed-gene-6.89-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-6.89&CDS=1-5061	YDL140C
OG0001854	maker-CP006023.1-snap-gene-6.140-mRNA-1_1&gene=maker-CP006023.1-snap-gene-6.140&CDS=1-1533	YLR216C
OG0001855	augustus_masked-CP006023.1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-6.134&CDS=1-243	YLR218C
OG0001856	genemark-CP006023.1-processed-gene-7.60-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.60&CDS=1-3711	YDL195W
OG0001857	genemark-CP006023.1-processed-gene-7.61-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.61&CDS=1-1989	YDL138W
OG0001858	genemark-CP006023.1-processed-gene-7.62-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.62&CDS=1-1065	YDL193W
OG0001859	genemark-CP006023.1-processed-gene-7.67-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.67&CDS=1-2901	YDL190C
OG0001860	genemark-CP006023.1-processed-gene-7.66-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.66&CDS=1-1524	YDL189W
OG0001861	genemark-CP006023.1-processed-gene-7.68-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.68&CDS=1-603	YDL135C
OG0001862	genemark-CP006023.1-processed-gene-7.69-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.69&CDS=1-1086	YDL134C
OG0001863	snap_masked-CP006023.1-processed-gene-7.128-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-7.128&CDS=1-771	YDL186W
OG0001864	genemark-CP006023.1-processed-gene-7.71-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.71&CDS=1-1851	YDL185W
OG0001865	augustus_masked-CP006023.1-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.36&CDS=1-918	YDL183C
OG0001866	genemark-CP006023.1-processed-gene-7.72-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.72&CDS=1-1350	YDL133W
OG0001867	augustus_masked-CP006023.1-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.13&CDS=1-2394	YDL132W
OG0001868	augustus_masked-CP006023.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.14&CDS=1-1326	YDL131W
OG0001869	augustus_masked-CP006023.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.15&CDS=1-252	YDL181W
OG0001870	genemark-CP006023.1-processed-gene-7.98-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.98&CDS=1-885	YOL093W
OG0001871	genemark-CP006023.1-processed-gene-7.75-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.75&CDS=1-963	YOL094C
OG0001872	genemark-CP006023.1-processed-gene-7.76-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.76&CDS=1-1731	YDR484W
OG0001873	genemark-CP006023.1-processed-gene-7.77-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.77&CDS=1-2124	YOL095C
OG0001874	genemark-CP006023.1-processed-gene-7.99-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.99&CDS=1-2091	YDR485C
OG0001875	genemark-CP006023.1-processed-gene-7.78-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.78&CDS=1-939	YOL096C
OG0001876	augustus_masked-CP006023.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.40&CDS=1-660	YDR486C
OG0001877	genemark-CP006023.1-processed-gene-7.79-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.79&CDS=1-1278	YOL097C
OG0001878	augustus_masked-CP006023.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.41&CDS=1-636	YDR487C
OG0001879	augustus_masked-CP006023.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.21&CDS=1-2229	YJL070C
OG0001880	genemark-CP006023.1-processed-gene-7.102-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.102&CDS=1-1629	YJL071W
OG0001881	genemark-CP006023.1-processed-gene-7.81-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.81&CDS=1-633	YJL072C
OG0001882	genemark-CP006023.1-processed-gene-7.83-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.83&CDS=1-1560	YBR286W
OG0001883	maker-CP006023.1-augustus-gene-7.2-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-7.2&CDS=1-1710	YJL073W
OG0001884	augustus_masked-CP006023.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.25&CDS=1-615	YMR052W
OG0001885	augustus_masked-CP006023.1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.27&CDS=1-1746	YKL074C
OG0001886	snap_masked-CP006023.1-processed-gene-7.166-mRNA-1_1&gene=snap_masked-CP006023.1-processed-gene-7.166&CDS=1-912	YMR055C
OG0001887	genemark-CP006023.1-processed-gene-7.88-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.88&CDS=1-1251	YKL075C
OG0001888	genemark-CP006023.1-processed-gene-7.108-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.108&CDS=1-1152	YKL077W
OG0001889	augustus_masked-CP006023.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.30&CDS=1-357	YMR059W
OG0001890	augustus_masked-CP006023.1-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.49&CDS=1-870	YMR060C
OG0001891	genemark-CP006023.1-processed-gene-7.89-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.89&CDS=1-1983	YMR061W
OG0001892	maker-CP006023.1-augustus-gene-7.3-mRNA-1_1&gene=maker-CP006023.1-augustus-gene-7.3&CDS=1-2997	YDR536W
OG0001893	genemark-CP006023.1-processed-gene-7.112-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.112&CDS=1-2130	YKL078W
OG0001894	augustus_masked-CP006023.1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-CP006023.1-processed-gene-7.32&CDS=1-3027	YMR065W
OG0001895	genemark-CP006023.1-processed-gene-7.113-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.113&CDS=1-885	YJL208C
OG0001896	genemark-CP006023.1-processed-gene-7.115-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.115&CDS=1-1134	YKL080W
OG0001897	genemark-CP006023.1-processed-gene-7.93-mRNA-1_1&gene=genemark-CP006023.1-processed-gene-7.93&CDS=1-1260	YKL082C
