	Hanseniaspora_uvarum	Saccharomyces_cerevisiae
OG0001692	augustus_masked-APLS01000010.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-0.139&CDS=1-4536	YCR042C
OG0001693	snap_masked-APLS01000010.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.72&CDS=1-1026	YNL274C
OG0001694	snap_masked-APLS01000010.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.73&CDS=1-537	YCR043C
OG0001695	snap_masked-APLS01000010.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-0.74&CDS=1-1530	YNL277W
OG0001696	maker-APLS01000010.1-snap-gene-1.77-mRNA-1_1&gene=maker-APLS01000010.1-snap-gene-1.77&CDS=1-1371	YER019W
OG0001697	augustus_masked-APLS01000010.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.7&CDS=1-1731	YNL261W
OG0001698	snap_masked-APLS01000010.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.81&CDS=1-6468	YNL262W
OG0001699	augustus_masked-APLS01000010.1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.5&CDS=1-954	YNL263C
OG0001700	snap_masked-APLS01000010.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.83&CDS=1-2949	YGL140C
OG0001701	snap_masked-APLS01000010.1-processed-gene-1.118-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.118&CDS=1-1071	YGR048W
OG0001702	snap_masked-APLS01000010.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.84&CDS=1-3267	YGR047C
OG0001703	snap_masked-APLS01000010.1-processed-gene-1.85-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.85&CDS=1-780	YNL265C
OG0001704	snap_masked-APLS01000010.1-processed-gene-1.119-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.119&CDS=1-1134	YGR046W
OG0001705	snap_masked-APLS01000010.1-processed-gene-1.120-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.120&CDS=1-3111	YNL267W
OG0001706	augustus_masked-APLS01000010.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.13&CDS=1-738	YAL049C
OG0001707	snap_masked-APLS01000010.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.88&CDS=1-5454	YNL271C
OG0001708	snap_masked-APLS01000010.1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.121&CDS=1-1428	YGR255C
OG0001709	snap_masked-APLS01000010.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.90&CDS=1-213	YNL259C
OG0001710	augustus_masked-APLS01000010.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.18&CDS=1-1113	YOR154W
OG0001711	maker-APLS01000010.1-augustus-gene-1.4-mRNA-1_1&gene=maker-APLS01000010.1-augustus-gene-1.4&CDS=1-3090	YEL064C
OG0001712	genemark-APLS01000010.1-processed-gene-1.167-mRNA-1_1&gene=genemark-APLS01000010.1-processed-gene-1.167&CDS=1-1047	YDR058C
OG0001713	augustus_masked-APLS01000010.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.48&CDS=1-2511	YLR138W
OG0001714	snap_masked-APLS01000010.1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.127&CDS=1-2235	YNL256W
OG0001715	snap_masked-APLS01000010.1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.128&CDS=1-2679	YNL251C
OG0001716	genemark-APLS01000010.1-processed-gene-1.170-mRNA-1_1&gene=genemark-APLS01000010.1-processed-gene-1.170&CDS=1-4005	YNL250W
OG0001717	snap_masked-APLS01000010.1-processed-gene-1.129-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.129&CDS=1-1242	YNL248C
OG0001718	snap_masked-APLS01000010.1-processed-gene-1.99-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.99&CDS=1-435	YJR097W
OG0001719	snap_masked-APLS01000010.1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.100&CDS=1-2334	YNL247W
OG0001720	snap_masked-APLS01000010.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.101&CDS=1-843	YNL246W
OG0001721	maker-APLS01000010.1-snap-gene-1.78-mRNA-1_1&gene=maker-APLS01000010.1-snap-gene-1.78&CDS=1-297	YNL245C
OG0001722	snap_masked-APLS01000010.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.131&CDS=1-327	YNL244C
OG0001723	augustus_masked-APLS01000010.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.27&CDS=1-3165	YNL243W
OG0001724	snap_masked-APLS01000010.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.134&CDS=1-1002	YJL208C
OG0001725	augustus_masked-APLS01000010.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.55&CDS=1-5721	YJL207C
OG0001726	snap_masked-APLS01000010.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.136&CDS=1-2361	YJL200C
OG0001727	snap_masked-APLS01000010.1-processed-gene-1.137-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.137&CDS=1-2349	YJL201W
OG0001728	snap_masked-APLS01000010.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.108&CDS=1-2598	YJL204C
OG0001729	augustus_masked-APLS01000010.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.34&CDS=1-3339	YJL197W
OG0001730	snap_masked-APLS01000010.1-processed-gene-1.141-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.141&CDS=1-1047	YCR036W
OG0001731	augustus_masked-APLS01000010.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.35&CDS=1-1104	YCR035C
OG0001732	augustus_masked-APLS01000010.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.62&CDS=1-1011	YCR034W
OG0001733	augustus_masked-APLS01000010.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.63&CDS=1-2403	YCR033W
OG0001734	maker-APLS01000010.1-snap-gene-1.76-mRNA-1_1&gene=maker-APLS01000010.1-snap-gene-1.76&CDS=1-2277	YJL194W
OG0001735	snap_masked-APLS01000010.1-processed-gene-1.113-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.113&CDS=1-1176	YJL193W
OG0001736	augustus_masked-APLS01000010.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.64&CDS=1-5754	YCR032W
OG0001737	snap_masked-APLS01000010.1-processed-gene-1.145-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.145&CDS=1-723	YJL192C
OG0001738	snap_masked-APLS01000010.1-processed-gene-1.146-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.146&CDS=1-390	YJL190C
OG0001739	genemark-APLS01000010.1-processed-gene-1.188-mRNA-1_1&gene=genemark-APLS01000010.1-processed-gene-1.188&CDS=1-228	YJL189W
OG0001740	augustus_masked-APLS01000010.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.67&CDS=1-3315	YJL187C
OG0001741	snap_masked-APLS01000010.1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.116&CDS=1-2406	YCR030C
OG0001742	augustus_masked-APLS01000010.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-APLS01000010.1-processed-gene-1.69&CDS=1-1785	YMR120C
OG0001743	snap_masked-APLS01000010.1-processed-gene-1.151-mRNA-1_1&gene=snap_masked-APLS01000010.1-processed-gene-1.151&CDS=1-612	YMR121C
OG0001744	augustus_masked-APLS01000011.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.51&CDS=1-942	YER053C
OG0001745	snap_masked-APLS01000011.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.1&CDS=1-3201	YJL092W
OG0001746	augustus_masked-APLS01000011.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.52&CDS=1-1350	YJL091C
OG0001747	snap_masked-APLS01000011.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.17&CDS=1-1545	YKR016W
OG0001748	augustus_masked-APLS01000011.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.54&CDS=1-1965	YJL085W
OG0001749	augustus_masked-APLS01000011.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.39&CDS=1-981	YFR018C
OG0001750	augustus_masked-APLS01000011.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.41&CDS=1-2424	YFR029W
OG0001751	augustus_masked-APLS01000011.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.43&CDS=1-3321	YJR035W
OG0001752	augustus_masked-APLS01000011.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.60&CDS=1-630	YEL024W
OG0001753	snap_masked-APLS01000011.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.25&CDS=1-2589	YJR036C
OG0001754	snap_masked-APLS01000011.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.26&CDS=1-378	YEL026W
OG0001755	snap_masked-APLS01000011.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.27&CDS=1-1551	YFR010W
OG0001756	snap_masked-APLS01000011.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.13&CDS=1-2112	YOL023W
OG0001757	snap_masked-APLS01000011.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.28&CDS=1-1227	YOL022C
OG0001758	snap_masked-APLS01000011.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.14&CDS=1-2334	YFR009W
OG0001759	snap_masked-APLS01000011.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.29&CDS=1-3120	YOL021C
OG0001760	snap_masked-APLS01000011.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.15&CDS=1-1704	YKR017C
OG0001761	snap_masked-APLS01000011.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.30&CDS=1-1572	YJL081C
OG0001762	snap_masked-APLS01000011.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.31&CDS=1-1713	YBR030W
OG0001763	snap_masked-APLS01000011.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.32&CDS=1-1092	YBR034C
OG0001764	snap_masked-APLS01000011.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-0.34&CDS=1-954	YJL079C
OG0001765	augustus_masked-APLS01000011.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.50&CDS=1-1590	YMR221C
OG0001766	augustus_masked-APLS01000011.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-0.71&CDS=1-3969	YKL209C
OG0001767	snap_masked-APLS01000011.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.0&CDS=1-696	YJR073C
OG0001768	snap_masked-APLS01000011.1-processed-gene-1.1-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.1&CDS=1-894	YKL207W
OG0001769	snap_masked-APLS01000011.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.2&CDS=1-1161	YJR072C
OG0001770	augustus_masked-APLS01000011.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.108&CDS=1-900	YKL206C
OG0001771	snap_masked-APLS01000011.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.3&CDS=1-930	YJR070C
OG0001772	augustus_masked-APLS01000011.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.106&CDS=1-582	YJR069C
OG0001773	snap_masked-APLS01000011.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.5&CDS=1-3366	YKL205W
OG0001774	augustus_masked-APLS01000011.1-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.149&CDS=1-1101	YJR068W
OG0001775	snap_masked-APLS01000011.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.9&CDS=1-1377	YJR065C
OG0001776	snap_masked-APLS01000011.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.50&CDS=1-1665	YJR064W
OG0001777	snap_masked-APLS01000011.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.51&CDS=1-408	YJR063W
OG0001778	snap_masked-APLS01000011.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.10&CDS=1-297	YER048W-A
OG0001779	snap_masked-APLS01000011.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.11&CDS=1-1797	YER049W
OG0001780	snap_masked-APLS01000011.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.52&CDS=1-963	YIL041W
OG0001781	snap_masked-APLS01000011.1-processed-gene-1.13-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.13&CDS=1-1026	YIL042C
OG0001782	snap_masked-APLS01000011.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.14&CDS=1-897	YIL043C
OG0001783	snap_masked-APLS01000011.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.53&CDS=1-1560	YER052C
OG0001784	maker-APLS01000011.1-augustus-gene-1.98-mRNA-1_1&gene=maker-APLS01000011.1-augustus-gene-1.98&CDS=1-1593	YIL044C
OG0001785	snap_masked-APLS01000011.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.19&CDS=1-1239	YDR255C
OG0001786	snap_masked-APLS01000011.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.55&CDS=1-384	YPL046C
OG0001787	maker-APLS01000011.1-snap-gene-1.90-mRNA-1_1&gene=maker-APLS01000011.1-snap-gene-1.90&CDS=1-2649	YPL045W
OG0001788	snap_masked-APLS01000011.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.22&CDS=1-1926	YPL043W
OG0001789	maker-APLS01000011.1-snap-gene-1.91-mRNA-1_1&gene=maker-APLS01000011.1-snap-gene-1.91&CDS=1-2211	YPL042C
OG0001790	snap_masked-APLS01000011.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.57&CDS=1-615	YPL041C
OG0001791	augustus_masked-APLS01000011.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.126&CDS=1-687	YPL051W
OG0001792	snap_masked-APLS01000011.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.27&CDS=1-1626	YDR481C
OG0001793	snap_masked-APLS01000011.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.58&CDS=1-1116	YPL050C
OG0001794	augustus_masked-APLS01000011.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.129&CDS=1-1953	YPL122C
OG0001795	snap_masked-APLS01000011.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.31&CDS=1-1029	YPL118W
OG0001796	augustus_masked-APLS01000011.1-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.161&CDS=1-708	YOR202W
OG0001797	augustus_masked-APLS01000011.1-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.162&CDS=1-906	YPL117C
OG0001798	snap_masked-APLS01000011.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.32&CDS=1-1362	YOR198C
OG0001799	snap_masked-APLS01000011.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.64&CDS=1-1074	YOR242C
OG0001800	snap_masked-APLS01000011.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.65&CDS=1-2439	YPL116W
OG0001801	augustus_masked-APLS01000011.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.133&CDS=1-1206	YOR197W
OG0001802	augustus_masked-APLS01000011.1-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.165&CDS=1-1581	YOR241W
OG0001803	maker-APLS01000011.1-augustus-gene-1.101-mRNA-1_1&gene=maker-APLS01000011.1-augustus-gene-1.101&CDS=1-1674	YOR239W
OG0001804	augustus_masked-APLS01000011.1-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.168&CDS=1-2181	YOR254C
OG0001805	snap_masked-APLS01000011.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.70&CDS=1-1839	YPL169C
OG0001806	snap_masked-APLS01000011.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.71&CDS=1-444	YPL170W
OG0001807	genemark-APLS01000011.1-processed-gene-1.222-mRNA-1_1&gene=genemark-APLS01000011.1-processed-gene-1.222&CDS=1-1719	YPL175W
OG0001808	snap_masked-APLS01000011.1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.36&CDS=1-1038	YPL173W
OG0001809	snap_masked-APLS01000011.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.73&CDS=1-1275	YOR259C
OG0001810	snap_masked-APLS01000011.1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.37&CDS=1-1809	YOR260W
OG0001811	snap_masked-APLS01000011.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.74&CDS=1-1308	YPL172C
OG0001812	snap_masked-APLS01000011.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.75&CDS=1-1014	YOR261C
OG0001813	augustus_masked-APLS01000011.1-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.138&CDS=1-1110	YOR262W
OG0001814	snap_masked-APLS01000011.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.40&CDS=1-576	YOR265W
OG0001815	snap_masked-APLS01000011.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.76&CDS=1-2283	YOR267C
OG0001816	augustus_masked-APLS01000011.1-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.177&CDS=1-984	YOR271C
OG0001817	snap_masked-APLS01000011.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.42&CDS=1-1341	YOR272W
OG0001818	snap_masked-APLS01000011.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.79&CDS=1-999	YMR209C
OG0001819	snap_masked-APLS01000011.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.81&CDS=1-459	YOR276W
OG0001820	snap_masked-APLS01000011.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.82&CDS=1-1356	YMR213W
OG0001821	snap_masked-APLS01000011.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.43&CDS=1-2550	YMR212C
OG0001822	snap_masked-APLS01000011.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.83&CDS=1-1293	YOR274W
OG0001823	snap_masked-APLS01000011.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.84&CDS=1-1572	YMR211W
OG0001824	snap_masked-APLS01000011.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.45&CDS=1-1158	YMR214W
OG0001825	snap_masked-APLS01000011.1-processed-gene-1.85-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.85&CDS=1-2322	YMR216C
OG0001826	snap_masked-APLS01000011.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.46&CDS=1-1572	YMR217W
OG0001827	snap_masked-APLS01000011.1-processed-gene-1.47-mRNA-1_1&gene=snap_masked-APLS01000011.1-processed-gene-1.47&CDS=1-762	YOR278W
OG0001828	augustus_masked-APLS01000011.1-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-APLS01000011.1-processed-gene-1.186&CDS=1-3369	YMR218C
OG0001829	augustus_masked-APLS01000012.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-APLS01000012.1-processed-gene-0.57&CDS=1-3849	YIL002C
OG0001830	snap_masked-APLS01000012.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.111&CDS=1-1374	YEL002C
OG0001831	augustus_masked-APLS01000012.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-APLS01000012.1-processed-gene-0.59&CDS=1-339	YEL003W
OG0001832	augustus_masked-APLS01000012.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-APLS01000012.1-processed-gene-0.81&CDS=1-1041	YEL004W
OG0001833	snap_masked-APLS01000012.1-processed-gene-0.134-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.134&CDS=1-855	YIL003W
OG0001834	snap_masked-APLS01000012.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.113&CDS=1-375	YIL004C
OG0001835	snap_masked-APLS01000012.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.135&CDS=1-1563	YER006W
OG0001836	snap_masked-APLS01000012.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.136&CDS=1-3810	YER008C
OG0001837	snap_masked-APLS01000012.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.114&CDS=1-375	YER009W
OG0001838	maker-APLS01000012.1-snap-gene-0.162-mRNA-1_1&gene=maker-APLS01000012.1-snap-gene-0.162&CDS=1-1500	YIR004W
OG0001839	snap_masked-APLS01000012.1-processed-gene-0.137-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.137&CDS=1-546	YER007C-A
OG0001840	snap_masked-APLS01000012.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.139&CDS=1-732	YOL038W
OG0001841	snap_masked-APLS01000012.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.119&CDS=1-1386	YIR008C
OG0001842	augustus_masked-APLS01000012.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-APLS01000012.1-processed-gene-0.88&CDS=1-2016	YER005W
OG0001843	snap_masked-APLS01000012.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.141&CDS=1-1080	YPR086W
OG0001844	snap_masked-APLS01000012.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.142&CDS=1-843	YGR127W
OG0001845	snap_masked-APLS01000012.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.143&CDS=1-5010	YIR002C
OG0001846	snap_masked-APLS01000012.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-APLS01000012.1-processed-gene-0.144&CDS=1-1269	YKR048C
OG0001847	augustus_masked-APLS01000012.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-APLS01000012.1-processed-gene-0.66&CDS=1-987	YBR151W
