	Hyphopichia_burtonii	Saccharomyces_cerevisiae
OG0001839	genemark-scaffold_3-processed-gene-7.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.42&CDS=1-2757	YLR176C
OG0001840	genemark-scaffold_3-processed-gene-7.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.63&CDS=1-993	YNL006W
OG0001841	genemark-scaffold_3-processed-gene-7.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.64&CDS=1-1011	YNL007C
OG0001842	genemark-scaffold_3-processed-gene-7.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.65&CDS=1-1035	YBR159W
OG0001843	maker-scaffold_3-snap-gene-7.134-mRNA-1_1&gene=maker-scaffold_3-snap-gene-7.134&CDS=1-2922	YBR160W
OG0001844	genemark-scaffold_3-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.69&CDS=1-2454	YDR006C
OG0001845	genemark-scaffold_3-processed-gene-7.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.70&CDS=1-1332	YDR375C
OG0001846	genemark-scaffold_3-processed-gene-7.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.73&CDS=1-1125	YDR346C
OG0001847	genemark-scaffold_3-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.76&CDS=1-3282	YPL009C
OG0001848	genemark-scaffold_3-processed-gene-7.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.53&CDS=1-1041	YPL015C
OG0001849	maker-scaffold_3-augustus-gene-7.138-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-7.138&CDS=1-2172	YFL003C
OG0001850	genemark-scaffold_3-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.77&CDS=1-999	YLR063W
OG0001851	augustus_masked-scaffold_3-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.14&CDS=1-4668	YLR060W
OG0001852	genemark-scaffold_3-processed-gene-7.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.58&CDS=1-615	YFL005W
OG0001853	genemark-scaffold_3-processed-gene-7.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.79&CDS=1-648	YFL010C
OG0001854	genemark-scaffold_3-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.80&CDS=1-1338	YMR243C
OG0001855	snap_masked-scaffold_3-processed-gene-7.126-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.126&CDS=1-1395	YKL175W
OG0001856	genemark-scaffold_3-processed-gene-7.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.82&CDS=1-1359	YKL077W
OG0001857	augustus_masked-scaffold_3-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.44&CDS=1-1050	YMR060C
OG0001858	maker-scaffold_3-augustus-gene-8.127-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.127&CDS=1-2226	YMR061W
OG0001859	genemark-scaffold_3-processed-gene-8.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.4&CDS=1-1056	YMR228W
OG0001860	genemark-scaffold_3-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.9&CDS=1-369	YDR357C
OG0001861	maker-scaffold_3-augustus-gene-8.130-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-8.130&CDS=1-1479	YDR204W
OG0001862	genemark-scaffold_3-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.10&CDS=1-516	YDR201W
OG0001863	genemark-scaffold_3-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.25&CDS=1-873	YLR239C
OG0001864	genemark-scaffold_3-processed-gene-8.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.12&CDS=1-1182	YLR246W
OG0001865	augustus_masked-scaffold_3-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.54&CDS=1-4845	YDR180W
OG0001866	genemark-scaffold_3-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.28&CDS=1-1317	YDR181C
OG0001867	genemark-scaffold_3-processed-gene-8.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.14&CDS=1-1500	YDR182W
OG0001868	maker-scaffold_3-snap-gene-8.80-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.80&CDS=1-4194	YLR166C
OG0001869	maker-scaffold_3-snap-gene-8.81-mRNA-1_1&gene=maker-scaffold_3-snap-gene-8.81&CDS=1-942	YDR183W
OG0001870	genemark-scaffold_3-processed-gene-8.16-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.16&CDS=1-1425	YLR163C
OG0001871	genemark-scaffold_3-processed-gene-8.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.35&CDS=1-2055	YDR176W
OG0001872	genemark-scaffold_3-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.36&CDS=1-927	YDR175C
OG0001873	genemark-scaffold_3-processed-gene-8.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.37&CDS=1-2916	YMR114C
OG0001874	genemark-scaffold_3-processed-gene-8.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.39&CDS=1-2364	YBR080C
OG0001875	genemark-scaffold_3-processed-gene-8.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.40&CDS=1-6396	YDL171C
OG0001876	genemark-scaffold_3-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.96&CDS=1-1887	YBL054W
OG0001877	augustus_masked-scaffold_3-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.55&CDS=1-1341	YBL057C
OG0001878	genemark-scaffold_3-processed-gene-9.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.97&CDS=1-1236	YBL055C
OG0001879	genemark-scaffold_3-processed-gene-9.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.124&CDS=1-2433	YBL051C
OG0001880	genemark-scaffold_3-processed-gene-9.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.125&CDS=1-1656	YER087W
OG0001881	augustus_masked-scaffold_3-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.59&CDS=1-3915	YNL227C
OG0001882	genemark-scaffold_3-processed-gene-9.127-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.127&CDS=1-2385	YNL224C
OG0001883	augustus_masked-scaffold_3-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.60&CDS=1-1593	YNL223W
OG0001884	augustus_masked-scaffold_3-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.61&CDS=1-2919	YNL221C
OG0001885	genemark-scaffold_3-processed-gene-9.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.128&CDS=1-2769	YER151C
OG0001886	genemark-scaffold_3-processed-gene-9.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.109&CDS=1-1446	YNL206C
OG0001887	genemark-scaffold_3-processed-gene-9.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.110&CDS=1-1323	YER152C
OG0001888	genemark-scaffold_3-processed-gene-9.131-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.131&CDS=1-1080	YGL212W
OG0001889	snap_masked-scaffold_3-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.19&CDS=1-1671	YNL115C
OG0001890	maker-scaffold_3-augustus-gene-9.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-9.0&CDS=1-990	YOR283W
OG0001891	genemark-scaffold_3-processed-gene-9.117-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.117&CDS=1-645	YJL030W
OG0001892	genemark-scaffold_3-processed-gene-9.140-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.140&CDS=1-1167	YJL006C
OG0001893	genemark-scaffold_3-processed-gene-9.141-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.141&CDS=1-846	YNL055C
OG0001894	genemark-scaffold_3-processed-gene-9.142-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.142&CDS=1-2418	YMR049C
OG0001895	genemark-scaffold_3-processed-gene-9.119-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.119&CDS=1-774	YIR005W
OG0001896	genemark-scaffold_3-processed-gene-9.145-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.145&CDS=1-2928	YFL025C
OG0001897	genemark-scaffold_3-processed-gene-9.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.121&CDS=1-663	YKL142W
OG0001898	genemark-scaffold_3-processed-gene-9.122-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.122&CDS=1-762	YBR171W
OG0001899	augustus_masked-scaffold_3-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.89&CDS=1-3795	YER006W
OG0001900	genemark-scaffold_3-processed-gene-10.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.53&CDS=1-1581	YER007W
OG0001901	genemark-scaffold_3-processed-gene-10.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.65&CDS=1-537	YER007C-A
OG0001902	genemark-scaffold_3-processed-gene-10.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.66&CDS=1-2982	YIR002C
OG0001903	genemark-scaffold_3-processed-gene-10.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.58&CDS=1-1512	YOR046C
OG0001904	genemark-scaffold_3-processed-gene-10.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.69&CDS=1-1077	YDR347W
OG0001905	genemark-scaffold_3-processed-gene-10.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.73&CDS=1-165	YDR276C
OG0001906	genemark-scaffold_3-processed-gene-10.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.77&CDS=1-936	YOR045W
OG0001907	genemark-scaffold_3-processed-gene-10.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.60&CDS=1-1233	YMR235C
OG0001908	genemark-scaffold_3-processed-gene-10.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.83&CDS=1-1803	YHR188C
OG0001909	augustus_masked-scaffold_3-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.97&CDS=1-2787	YGR188C
OG0001910	snap_masked-scaffold_3-processed-gene-10.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.26&CDS=1-5289	YMR162C
OG0001911	genemark-scaffold_3-processed-gene-10.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.84&CDS=1-2166	YJL012C
OG0001912	augustus_masked-scaffold_3-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.117&CDS=1-4419	YDL108W
OG0001913	genemark-scaffold_3-processed-gene-10.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.87&CDS=1-1581	YJL014W
OG0001914	snap_masked-scaffold_3-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.27&CDS=1-3789	YDL101C
OG0001915	genemark-scaffold_3-processed-gene-11.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.6&CDS=1-1008	YDL107W
OG0001916	genemark-scaffold_3-processed-gene-11.7-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.7&CDS=1-1710	YDL106C
OG0001917	genemark-scaffold_3-processed-gene-11.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.10&CDS=1-1845	YGL142C
OG0001918	genemark-scaffold_3-processed-gene-11.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.5&CDS=1-2238	YMR154C
OG0001919	genemark-scaffold_3-processed-gene-11.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.12&CDS=1-2358	YGL144C
OG0001920	genemark-scaffold_3-processed-gene-11.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.32&CDS=1-561	YJL011C
OG0001921	genemark-scaffold_3-processed-gene-11.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.33&CDS=1-1677	YMR290C
OG0001922	genemark-scaffold_3-processed-gene-11.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.34&CDS=1-681	YGR271C-A
OG0001923	augustus_masked-scaffold_3-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.58&CDS=1-4065	YHR037W
OG0001924	genemark-scaffold_3-processed-gene-11.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.35&CDS=1-864	YGR268C
OG0001925	genemark-scaffold_3-processed-gene-11.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.17&CDS=1-417	YMR292W
OG0001926	augustus_masked-scaffold_3-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.81&CDS=1-3480	YLR015W
OG0001927	genemark-scaffold_3-processed-gene-11.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.20&CDS=1-2088	YGR266W
OG0001928	genemark-scaffold_3-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.21&CDS=1-2460	YLR014C
OG0001929	genemark-scaffold_3-processed-gene-11.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.22&CDS=1-1431	YJR006W
OG0001930	genemark-scaffold_3-processed-gene-11.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.23&CDS=1-4020	YDR293C
OG0001931	genemark-scaffold_3-processed-gene-11.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.24&CDS=1-840	YGR267C
OG0001932	augustus_masked-scaffold_3-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.83&CDS=1-1335	YMR293C
OG0001933	genemark-scaffold_3-processed-gene-11.25-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.25&CDS=1-2268	YGR264C
OG0001934	genemark-scaffold_3-processed-gene-11.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.43&CDS=1-3576	YGR170W
OG0001935	genemark-scaffold_3-processed-gene-11.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.44&CDS=1-1599	YDR292C
OG0001936	genemark-scaffold_3-processed-gene-11.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.28&CDS=1-1662	YML123C
OG0001937	augustus_masked-scaffold_3-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.86&CDS=1-3693	YLR234W
OG0001938	genemark-scaffold_3-processed-gene-11.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.29&CDS=1-1353	YDR198C
OG0001939	genemark-scaffold_3-processed-gene-11.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.48&CDS=1-1095	YHR063C
OG0001940	genemark-scaffold_3-processed-gene-11.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.30&CDS=1-732	YDR196C
OG0001941	genemark-scaffold_3-processed-gene-12.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.57&CDS=1-3369	YLR240W
OG0001942	augustus_masked-scaffold_3-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.102&CDS=1-1470	YLR244C
OG0001943	genemark-scaffold_3-processed-gene-12.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.56&CDS=1-1761	YLR276C
OG0001944	genemark-scaffold_3-processed-gene-12.59-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.59&CDS=1-1572	YHR048W
OG0001945	genemark-scaffold_3-processed-gene-12.79-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.79&CDS=1-2595	YDR485C
OG0001946	genemark-scaffold_3-processed-gene-12.61-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.61&CDS=1-960	YOL096C
OG0001947	genemark-scaffold_3-processed-gene-12.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.81&CDS=1-1605	YNL138W
OG0001948	genemark-scaffold_3-processed-gene-12.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.62&CDS=1-2337	YNL059C
OG0001949	genemark-scaffold_3-processed-gene-12.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.82&CDS=1-1875	YNL061W
OG0001950	augustus_masked-scaffold_3-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.110&CDS=1-1470	YNL062C
OG0001951	genemark-scaffold_3-processed-gene-12.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.83&CDS=1-951	YNL063W
OG0001952	genemark-scaffold_3-processed-gene-12.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.84&CDS=1-1395	YNL137C
OG0001953	genemark-scaffold_3-processed-gene-12.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.64&CDS=1-1434	YNL136W
OG0001954	genemark-scaffold_3-processed-gene-12.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.85&CDS=1-1770	YEL063C
OG0001955	genemark-scaffold_3-processed-gene-12.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.65&CDS=1-2034	YNL124W
OG0001956	genemark-scaffold_3-processed-gene-12.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.87&CDS=1-2496	YJL094C
OG0001957	genemark-scaffold_3-processed-gene-12.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.67&CDS=1-1098	YCR019W
OG0001958	genemark-scaffold_3-processed-gene-12.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.90&CDS=1-564	YEL012W
OG0001959	genemark-scaffold_3-processed-gene-12.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.92&CDS=1-1206	YPR108W
OG0001960	genemark-scaffold_3-processed-gene-12.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.93&CDS=1-504	YJL124C
OG0001961	genemark-scaffold_3-processed-gene-12.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.73&CDS=1-2232	YDL029W
OG0001962	genemark-scaffold_3-processed-gene-12.94-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.94&CDS=1-2619	YDL028C
OG0001963	genemark-scaffold_3-processed-gene-12.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.96&CDS=1-1923	YOR329C
OG0001964	genemark-scaffold_3-processed-gene-12.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.99&CDS=1-426	YNL131W
OG0001965	genemark-scaffold_3-processed-gene-12.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.100&CDS=1-2853	YNL127W
OG0001966	genemark-scaffold_3-processed-gene-12.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.101&CDS=1-1056	YNL128W
OG0001967	genemark-scaffold_3-processed-gene-13.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.42&CDS=1-459	YNL135C
OG0001968	genemark-scaffold_3-processed-gene-13.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.43&CDS=1-681	YHR122W
OG0001969	genemark-scaffold_3-processed-gene-13.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.48&CDS=1-1320	YBL086C
OG0001970	genemark-scaffold_3-processed-gene-13.67-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.67&CDS=1-486	YER112W
OG0001971	genemark-scaffold_3-processed-gene-13.68-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.68&CDS=1-2103	YFR015C
OG0001972	genemark-scaffold_3-processed-gene-13.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.69&CDS=1-2736	YCR057C
OG0001973	genemark-scaffold_3-processed-gene-13.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.70&CDS=1-930	YCR059C
OG0001974	genemark-scaffold_3-processed-gene-13.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.72&CDS=1-1194	YCR045C
OG0001975	genemark-scaffold_3-processed-gene-13.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.73&CDS=1-6906	YNR016C
OG0001976	genemark-scaffold_3-processed-gene-13.51-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.51&CDS=1-2019	YPR141C
OG0001977	maker-scaffold_3-augustus-gene-13.149-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-13.149&CDS=1-4161	YPR140W
OG0001978	genemark-scaffold_3-processed-gene-13.52-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.52&CDS=1-1788	YGR103W
OG0001979	augustus_masked-scaffold_3-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.32&CDS=1-1206	YGR104C
OG0001980	genemark-scaffold_3-processed-gene-13.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.80&CDS=1-240	YGR105W
OG0001981	genemark-scaffold_3-processed-gene-13.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.81&CDS=1-1323	YNL280C
OG0001982	augustus_masked-scaffold_3-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.13&CDS=1-2283	YOR063W
OG0001983	genemark-scaffold_3-processed-gene-13.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.82&CDS=1-1494	YMR093W
OG0001984	genemark-scaffold_3-processed-gene-13.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.64&CDS=1-1254	YLR027C
OG0001985	maker-scaffold_3-snap-gene-13.97-mRNA-1_1&gene=maker-scaffold_3-snap-gene-13.97&CDS=1-1215	YER133W
OG0001986	genemark-scaffold_3-processed-gene-13.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.65&CDS=1-555	YER128W
OG0001987	snap_masked-scaffold_3-processed-gene-13.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.140&CDS=1-819	YKL154W
OG0001988	genemark-scaffold_3-processed-gene-13.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.88&CDS=1-1131	YGL148W
OG0001989	snap_masked-scaffold_3-processed-gene-14.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.106&CDS=1-321	YJL199C
OG0001990	genemark-scaffold_3-processed-gene-14.51-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.51&CDS=1-1557	YCR098C
OG0001991	genemark-scaffold_3-processed-gene-14.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.80&CDS=1-810	YLR192C
OG0001992	genemark-scaffold_3-processed-gene-14.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.55&CDS=1-1494	YHR109W
OG0001993	genemark-scaffold_3-processed-gene-14.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.82&CDS=1-1515	YOR023C
OG0001994	augustus_masked-scaffold_3-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.9&CDS=1-1356	YHR013C
OG0001995	genemark-scaffold_3-processed-gene-14.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.84&CDS=1-780	YOR145C
OG0001996	genemark-scaffold_3-processed-gene-14.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.85&CDS=1-822	YOR148C
OG0001997	genemark-scaffold_3-processed-gene-14.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.60&CDS=1-2880	YOR144C
OG0001998	genemark-scaffold_3-processed-gene-14.86-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.86&CDS=1-969	YDR392W
OG0001999	genemark-scaffold_3-processed-gene-14.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.87&CDS=1-687	YDR468C
OG0002000	genemark-scaffold_3-processed-gene-14.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.62&CDS=1-306	YDR469W
OG0002001	genemark-scaffold_3-processed-gene-14.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.63&CDS=1-1716	YDR470C
OG0002002	genemark-scaffold_3-processed-gene-14.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.64&CDS=1-1623	YOR132W
OG0002003	genemark-scaffold_3-processed-gene-14.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.88&CDS=1-684	YHR008C
OG0002004	genemark-scaffold_3-processed-gene-14.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.89&CDS=1-603	YKR035W-A
OG0002005	genemark-scaffold_3-processed-gene-14.65-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.65&CDS=1-594	YBL107C
OG0002006	genemark-scaffold_3-processed-gene-14.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.66&CDS=1-2346	YKL134C
OG0002007	genemark-scaffold_3-processed-gene-14.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.70&CDS=1-912	YNL056W
OG0002008	genemark-scaffold_3-processed-gene-14.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.71&CDS=1-621	YNR017W
OG0002009	genemark-scaffold_3-processed-gene-14.96-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.96&CDS=1-1035	YNR015W
OG0002010	genemark-scaffold_3-processed-gene-14.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.97&CDS=1-1197	YAL034W-A
OG0002011	genemark-scaffold_3-processed-gene-14.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.75&CDS=1-948	YOR340C
