	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
OG0001627	YHL009C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.5&CDS=1-1182
OG0001628	YHL010C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.19&CDS=1-1893
OG0001629	YHL013C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.82&CDS=1-924
OG0001630	YHL015W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.89&CDS=1-348
OG0001631	YHL016C	maker-NODE_25_length_117397_cov_24.7587_ID_49-augustus-gene-0.110-mRNA-1_1&gene=maker-NODE_25_length_117397_cov_24.7587_ID_49-augustus-gene-0.110&CDS=1-2139
OG0001632	YHL018W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.42&CDS=1-471
OG0001633	YHL022C	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-5.47-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-5.47&CDS=1-1182
OG0001634	YHL023C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.106&CDS=1-2325
OG0001635	YHL024W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.66&CDS=1-2139
OG0001636	YHL027W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.74&CDS=1-2373
OG0001637	YHL029C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.81&CDS=1-1977
OG0001638	YHL030W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.82&CDS=1-5493
OG0001639	YHL031C	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-0.55&CDS=1-681
OG0001640	YHL032C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.0&CDS=1-1863
OG0001641	YHL036W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.58&CDS=1-1737
OG0001642	YHR001W-A	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.55&CDS=1-234
OG0001643	YHR002W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.76&CDS=1-1212
OG0001644	YHR004C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.164&CDS=1-1446
OG0001645	YHR005C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.19&CDS=1-1332
OG0001646	YHR005C-A	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.69&CDS=1-282
OG0001647	YHR007C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.78&CDS=1-1590
OG0001648	YHR008C	augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.24&CDS=1-672
OG0001649	YHR009C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.55&CDS=1-1629
OG0001650	YHR011W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.59&CDS=1-1479
OG0001651	YHR012W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.84&CDS=1-993
OG0001652	YHR013C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.64&CDS=1-651
OG0001653	YHR016C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.82&CDS=1-1218
OG0001654	YHR018C	augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.22&CDS=1-1392
OG0001655	YHR020W	maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-1.277-mRNA-1_1&gene=maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-1.277&CDS=1-5127
OG0001656	YHR024C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.146&CDS=1-1479
OG0001657	YHR025W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.53&CDS=1-1065
OG0001658	YHR026W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.9&CDS=1-588
OG0001659	YHR027C	augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.23&CDS=1-2805
OG0001660	YHR030C	augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_39_length_30136_cov_13.8783_ID_77-processed-gene-0.29&CDS=1-1392
OG0001661	YHR034C	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.115&CDS=1-1119
OG0001662	YHR037W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.34&CDS=1-1779
OG0001663	YHR038W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.120&CDS=1-783
OG0001664	YHR039C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.93&CDS=1-1932
OG0001665	YHR040W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.91&CDS=1-963
OG0001666	YHR041C	augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.56&CDS=1-861
OG0001667	YHR042W	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.64-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.64&CDS=1-2964
OG0001668	YHR045W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.14&CDS=1-1503
OG0001669	YHR051W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.28&CDS=1-444
OG0001670	YHR052W	augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.1&CDS=1-1143
OG0001671	YHR058C	maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-6.98-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-6.98&CDS=1-1089
OG0001672	YHR059W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.210-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.210&CDS=1-477
OG0001673	YHR062C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.58&CDS=1-891
OG0001674	YHR064C	snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.259-mRNA-1_1&gene=snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.259&CDS=1-1593
OG0001675	YHR065C	maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-0.75-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-0.75&CDS=1-3018
OG0001676	YHR068W	maker-NODE_6_length_754867_cov_17.4786_ID_11-augustus-gene-3.49-mRNA-1_1&gene=maker-NODE_6_length_754867_cov_17.4786_ID_11-augustus-gene-3.49&CDS=1-2676
OG0001677	YHR069C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.36&CDS=1-1041
OG0001678	YHR070W	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-5.121-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-5.121&CDS=1-1425
OG0001679	YHR071W	snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.51&CDS=1-930
OG0001680	YHR072W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.25&CDS=1-2169
OG0001681	YHR072W-A	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.45&CDS=1-177
OG0001682	YHR073W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.69&CDS=1-3315
OG0001683	YHR074W	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.98&CDS=1-2130
OG0001684	YHR075C	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.118&CDS=1-1371
OG0001685	YHR076W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.17&CDS=1-1086
OG0001686	YHR077C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.19&CDS=1-3126
OG0001687	YHR078W	snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.143&CDS=1-1668
OG0001688	YHR079C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.131&CDS=1-3594
OG0001689	YHR081W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.159&CDS=1-546
OG0001690	YHR083W	augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_38_length_30209_cov_14.9026_ID_75-processed-gene-0.20&CDS=1-993
OG0001691	YHR084W	snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.71&CDS=1-2211
OG0001692	YHR085W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.43&CDS=1-1125
OG0001693	YHR089C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.80&CDS=1-561
OG0001694	YHR098C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-2.8&CDS=1-2808
OG0001695	YHR099W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.76&CDS=1-11328
OG0001696	YHR100C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.56&CDS=1-609
OG0001697	YHR102W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.63&CDS=1-2463
OG0001698	YHR109W	snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.44&CDS=1-1560
OG0001699	YHR111W	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.171&CDS=1-3639
OG0001700	YHR112C	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.128&CDS=1-1128
OG0001701	YHR113W	maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-1.42-mRNA-1_1&gene=maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-1.42&CDS=1-4650
OG0001702	YHR114W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.66&CDS=1-1878
OG0001703	YHR116W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.94&CDS=1-432
OG0001704	YHR118C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.19&CDS=1-1164
OG0001705	YHR119W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.21&CDS=1-4785
OG0001706	YHR120W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.22&CDS=1-2805
OG0001707	YHR121W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.1&CDS=1-630
OG0001708	YHR122W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.24&CDS=1-684
OG0001709	YHR128W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.53&CDS=1-2922
OG0001710	YHR132C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.54&CDS=1-1494
OG0001711	YHR135C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.86&CDS=1-1545
OG0001712	YHR137W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.94&CDS=1-1479
OG0001713	YHR140W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.53&CDS=1-663
OG0001714	YHR142W	snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.14&CDS=1-924
OG0001715	YHR143W-A	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.241-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.241&CDS=1-216
OG0001716	YHR144C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.49&CDS=1-951
OG0001717	YHR147C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.30&CDS=1-681
OG0001718	YHR148W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.6&CDS=1-549
OG0001719	YHR151C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.77&CDS=1-1413
OG0001720	YHR154W	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.99&CDS=1-2256
OG0001721	YHR156C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.87&CDS=1-1182
OG0001722	YHR164C	augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.21&CDS=1-4737
OG0001723	YHR165C	maker-NODE_6_length_754867_cov_17.4786_ID_11-snap-gene-6.157-mRNA-1_1&gene=maker-NODE_6_length_754867_cov_17.4786_ID_11-snap-gene-6.157&CDS=1-8802
OG0001724	YHR169W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.180-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.180&CDS=1-1317
OG0001725	YHR170W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.182-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.182&CDS=1-1524
OG0001726	YHR171W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.181-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.181&CDS=1-1917
OG0001727	YHR172W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.179-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.179&CDS=1-2376
OG0001728	YHR177W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.8&CDS=1-1587
OG0001729	YHR181W	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.95&CDS=1-693
OG0001730	YHR183W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.76&CDS=1-1470
OG0001731	YHR186C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.109&CDS=1-4182
OG0001732	YHR187W	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.151&CDS=1-1638
OG0001733	YHR188C	augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.178&CDS=1-1845
OG0001734	YHR189W	snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.91&CDS=1-663
OG0001735	YHR190W	maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-2.44-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-2.44&CDS=1-1338
OG0001736	YHR191C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.69&CDS=1-450
OG0001737	YHR192W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.97&CDS=1-882
OG0001738	YHR193C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.68&CDS=1-558
OG0001739	YHR194W	snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.94&CDS=1-1734
OG0001740	YHR197W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.46&CDS=1-2343
