	Nakaseomyces_castellii	Saccharomyces_cerevisiae
OG0003593	genemark-CACA0S36-processed-gene-0.40-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.40&CDS=1-1179	YMR310C
OG0003594	genemark-CACA0S36-processed-gene-0.41-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.41&CDS=1-2454	YMR309C
OG0003595	genemark-CACA0S36-processed-gene-0.42-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.42&CDS=1-3264	YMR308C
OG0003596	genemark-CACA0S36-processed-gene-0.59-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.59&CDS=1-3636	YMR304W
OG0003597	genemark-CACA0S36-processed-gene-0.45-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.45&CDS=1-2541	YMR302C
OG0003598	genemark-CACA0S36-processed-gene-0.46-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.46&CDS=1-2043	YMR301C
OG0003599	genemark-CACA0S36-processed-gene-0.47-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.47&CDS=1-1536	YMR300C
OG0003600	genemark-CACA0S36-processed-gene-0.48-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.48&CDS=1-546	YMR295C
OG0003601	genemark-CACA0S36-processed-gene-0.49-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.49&CDS=1-1413	YMR293C
OG0003602	genemark-CACA0S36-processed-gene-0.50-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.50&CDS=1-1446	YMR023C
OG0003603	genemark-CACA0S36-processed-gene-0.61-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-0.61&CDS=1-504	YMR022W
OG0003604	augustus_masked-CACA0S36-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-0.81&CDS=1-1077	YMR021C
OG0003605	augustus_masked-CACA0S36-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-0.91&CDS=1-1866	YMR020W
OG0003606	maker-CACA0S36-augustus-gene-1.128-mRNA-1_1&gene=maker-CACA0S36-augustus-gene-1.128&CDS=1-1944	YMR015C
OG0003607	genemark-CACA0S36-processed-gene-1.2-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.2&CDS=1-1371	YMR014W
OG0003608	genemark-CACA0S36-processed-gene-1.1-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.1&CDS=1-1503	YMR013C
OG0003609	genemark-CACA0S36-processed-gene-1.3-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.3&CDS=1-3768	YMR012W
OG0003610	genemark-CACA0S36-processed-gene-1.4-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.4&CDS=1-852	YOR362C
OG0003611	genemark-CACA0S36-processed-gene-1.5-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.5&CDS=1-2181	YOR361C
OG0003612	genemark-CACA0S36-processed-gene-1.6-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.6&CDS=1-1572	YOR360C
OG0003613	genemark-CACA0S36-processed-gene-1.23-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.23&CDS=1-1740	YOR359W
OG0003614	genemark-CACA0S36-processed-gene-1.24-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.24&CDS=1-483	YOR358W
OG0003615	genemark-CACA0S36-processed-gene-1.7-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.7&CDS=1-483	YOR357C
OG0003616	snap_masked-CACA0S36-processed-gene-1.107-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-1.107&CDS=1-1860	YOR356W
OG0003617	snap_masked-CACA0S36-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-1.108&CDS=1-780	YOR355W
OG0003618	augustus_masked-CACA0S36-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.51&CDS=1-1929	YOR354C
OG0003619	maker-CACA0S36-snap-gene-1.127-mRNA-1_1&gene=maker-CACA0S36-snap-gene-1.127&CDS=1-2589	YOR353C
OG0003620	genemark-CACA0S36-processed-gene-1.26-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.26&CDS=1-927	YOR352W
OG0003621	augustus_masked-CACA0S36-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.53&CDS=1-1491	YOR351C
OG0003622	augustus_masked-CACA0S36-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.70&CDS=1-3531	YOR349W
OG0003623	genemark-CACA0S36-processed-gene-1.11-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.11&CDS=1-1800	YOR348C
OG0003624	snap_masked-CACA0S36-processed-gene-1.111-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-1.111&CDS=1-2400	YOR346W
OG0003625	augustus_masked-CACA0S36-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.56&CDS=1-1614	YOR344C
OG0003626	augustus_masked-CACA0S36-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.57&CDS=1-858	YOR342C
OG0003627	genemark-CACA0S36-processed-gene-1.29-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.29&CDS=1-4947	YOR341W
OG0003628	genemark-CACA0S36-processed-gene-1.15-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.15&CDS=1-876	YOR340C
OG0003629	genemark-CACA0S36-processed-gene-1.31-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.31&CDS=1-2559	YOR337W
OG0003630	augustus_masked-CACA0S36-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.75&CDS=1-4029	YOR336W
OG0003631	genemark-CACA0S36-processed-gene-1.16-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.16&CDS=1-2877	YOR335C
OG0003632	augustus_masked-CACA0S36-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.76&CDS=1-1848	YOR334W
OG0003633	genemark-CACA0S36-processed-gene-1.35-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.35&CDS=1-573	YLR229C
OG0003634	genemark-CACA0S36-processed-gene-1.36-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.36&CDS=1-2187	YDR211W
OG0003635	genemark-CACA0S36-processed-gene-1.17-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.17&CDS=1-1974	YLR234W
OG0003636	genemark-CACA0S36-processed-gene-1.38-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.38&CDS=1-954	YLR239C
OG0003637	genemark-CACA0S36-processed-gene-1.39-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.39&CDS=1-1353	YDR195W
OG0003638	genemark-CACA0S36-processed-gene-1.20-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.20&CDS=1-2697	YLR240W
OG0003639	genemark-CACA0S36-processed-gene-1.21-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.21&CDS=1-2337	YLR241W
OG0003640	genemark-CACA0S36-processed-gene-1.40-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.40&CDS=1-873	YLR242C
OG0003641	genemark-CACA0S36-processed-gene-1.22-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.22&CDS=1-813	YLR243W
OG0003642	genemark-CACA0S36-processed-gene-1.41-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.41&CDS=1-1638	YDR188W
OG0003643	genemark-CACA0S36-processed-gene-1.42-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-1.42&CDS=1-1116	YLR244C
OG0003644	augustus_masked-CACA0S36-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-1.83&CDS=1-561	YLR245C
OG0003645	augustus_masked-CACA0S36-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.72&CDS=1-1146	YLR246W
OG0003646	genemark-CACA0S36-processed-gene-2.37-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.37&CDS=1-534	YLR168C
OG0003647	genemark-CACA0S36-processed-gene-2.38-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.38&CDS=1-2586	YLR166C
OG0003648	genemark-CACA0S36-processed-gene-2.39-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.39&CDS=1-582	YLR165C
OG0003649	genemark-CACA0S36-processed-gene-2.40-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.40&CDS=1-1392	YLR163C
OG0003650	genemark-CACA0S36-processed-gene-2.43-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.43&CDS=1-966	YLR151C
OG0003651	genemark-CACA0S36-processed-gene-2.57-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.57&CDS=1-855	YLR150W
OG0003652	genemark-CACA0S36-processed-gene-2.44-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.44&CDS=1-2214	YLR149C
OG0003653	snap_masked-CACA0S36-processed-gene-2.19-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.19&CDS=1-2838	YLR148W
OG0003654	genemark-CACA0S36-processed-gene-2.45-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.45&CDS=1-330	YLR147C
OG0003655	genemark-CACA0S36-processed-gene-2.46-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.46&CDS=1-894	YLR146C
OG0003656	genemark-CACA0S36-processed-gene-2.60-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.60&CDS=1-561	YLR145W
OG0003657	genemark-CACA0S36-processed-gene-2.47-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.47&CDS=1-2286	YLR144C
OG0003658	genemark-CACA0S36-processed-gene-2.61-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.61&CDS=1-2109	YLR143W
OG0003659	augustus_masked-CACA0S36-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.97&CDS=1-1470	YLR142W
OG0003660	snap_masked-CACA0S36-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.24&CDS=1-1530	YLR141W
OG0003661	snap_masked-CACA0S36-processed-gene-2.10-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.10&CDS=1-2235	YLR139C
OG0003662	genemark-CACA0S36-processed-gene-2.63-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.63&CDS=1-3030	YLR138W
OG0003663	snap_masked-CACA0S36-processed-gene-2.26-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.26&CDS=1-2028	YLR135W
OG0003664	augustus_masked-CACA0S36-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.84&CDS=1-2799	YLR131C
OG0003665	augustus_masked-CACA0S36-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.85&CDS=1-1314	YLR130C
OG0003666	genemark-CACA0S36-processed-gene-2.66-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.66&CDS=1-2817	YLR129W
OG0003667	genemark-CACA0S36-processed-gene-2.67-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.67&CDS=1-798	YLR128W
OG0003668	snap_masked-CACA0S36-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.13&CDS=1-2571	YLR127C
OG0003669	augustus_masked-CACA0S36-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.87&CDS=1-1821	YLR120C
OG0003670	snap_masked-CACA0S36-processed-gene-2.15-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.15&CDS=1-1629	YDR143C
OG0003671	snap_masked-CACA0S36-processed-gene-2.30-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-2.30&CDS=1-531	YLR119W
OG0003672	genemark-CACA0S36-processed-gene-2.54-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.54&CDS=1-2055	YLR117C
OG0003673	augustus_masked-CACA0S36-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.105&CDS=1-3738	YLR115W
OG0003674	genemark-CACA0S36-processed-gene-2.55-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-2.55&CDS=1-2010	YLR114C
OG0003675	augustus_masked-CACA0S36-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.106&CDS=1-1338	YLR113W
OG0003676	augustus_masked-CACA0S36-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-2.107&CDS=1-522	YLR109W
OG0003677	genemark-CACA0S36-processed-gene-3.33-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.33&CDS=1-1185	YLR107W
OG0003678	augustus_masked-CACA0S36-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.63&CDS=1-14721	YLR106C
OG0003679	genemark-CACA0S36-processed-gene-3.34-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.34&CDS=1-1086	YLR105C
OG0003680	genemark-CACA0S36-processed-gene-3.51-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.51&CDS=1-363	YLR104W
OG0003681	snap_masked-CACA0S36-processed-gene-3.3-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.3&CDS=1-1929	YLR103C
OG0003682	snap_masked-CACA0S36-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.4&CDS=1-453	YLR102C
OG0003683	genemark-CACA0S36-processed-gene-3.52-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.52&CDS=1-1041	YLR100W
OG0003684	augustus_masked-CACA0S36-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.82&CDS=1-4746	YDR127W
OG0003685	snap_masked-CACA0S36-processed-gene-3.22-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.22&CDS=1-216	YLR099W-A
OG0003686	genemark-CACA0S36-processed-gene-3.38-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.38&CDS=1-1992	YLR098C
OG0003687	genemark-CACA0S36-processed-gene-3.39-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.39&CDS=1-1002	YLR097C
OG0003688	augustus_masked-CACA0S36-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.70&CDS=1-2298	YLR095C
OG0003689	snap_masked-CACA0S36-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.9&CDS=1-1500	YLR094C
OG0003690	genemark-CACA0S36-processed-gene-3.42-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.42&CDS=1-744	YLR093C
OG0003691	augustus_masked-CACA0S36-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.72&CDS=1-747	YDR113C
OG0003692	genemark-CACA0S36-processed-gene-3.56-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.56&CDS=1-1263	YLR090W
OG0003693	genemark-CACA0S36-processed-gene-3.57-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.57&CDS=1-1743	YLR088W
OG0003694	genemark-CACA0S36-processed-gene-3.45-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.45&CDS=1-8481	YLR087C
OG0003695	genemark-CACA0S36-processed-gene-3.58-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.58&CDS=1-4131	YLR086W
OG0003696	genemark-CACA0S36-processed-gene-3.46-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.46&CDS=1-1251	YLR085C
OG0003697	augustus_masked-CACA0S36-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.76&CDS=1-3594	YLR084C
OG0003698	snap_masked-CACA0S36-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.16&CDS=1-252	YER180C-A
OG0003699	snap_masked-CACA0S36-processed-gene-3.17-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-3.17&CDS=1-888	YER180C
OG0003700	genemark-CACA0S36-processed-gene-3.59-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.59&CDS=1-996	YER179W
OG0003701	genemark-CACA0S36-processed-gene-3.60-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.60&CDS=1-1239	YER178W
OG0003702	augustus_masked-CACA0S36-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-3.91&CDS=1-3114	YER176W
OG0003703	genemark-CACA0S36-processed-gene-3.50-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.50&CDS=1-891	YER175C
OG0003704	genemark-CACA0S36-processed-gene-3.62-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-3.62&CDS=1-1974	YER173W
OG0003705	maker-CACA0S36-augustus-gene-4.113-mRNA-1_1&gene=maker-CACA0S36-augustus-gene-4.113&CDS=1-2991	YER171W
OG0003706	augustus_masked-CACA0S36-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.41&CDS=1-3015	YER169W
OG0003707	genemark-CACA0S36-processed-gene-4.73-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.73&CDS=1-1647	YER168C
OG0003708	augustus_masked-CACA0S36-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.56&CDS=1-2400	YER167W
OG0003709	genemark-CACA0S36-processed-gene-4.96-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.96&CDS=1-4413	YER164W
OG0003710	genemark-CACA0S36-processed-gene-4.77-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.77&CDS=1-708	YER163C
OG0003711	genemark-CACA0S36-processed-gene-4.78-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.78&CDS=1-2355	YER162C
OG0003712	genemark-CACA0S36-processed-gene-4.79-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.79&CDS=1-990	YER161C
OG0003713	genemark-CACA0S36-processed-gene-4.80-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.80&CDS=1-2922	YBR079C
OG0003714	snap_masked-CACA0S36-processed-gene-4.10-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-4.10&CDS=1-2619	YBR077C
OG0003715	genemark-CACA0S36-processed-gene-4.99-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.99&CDS=1-2850	YBR074W
OG0003716	maker-CACA0S36-augustus-gene-4.114-mRNA-1_1&gene=maker-CACA0S36-augustus-gene-4.114&CDS=1-3411	YBR073W
OG0003717	genemark-CACA0S36-processed-gene-4.102-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.102&CDS=1-1038	YDR051C
OG0003718	genemark-CACA0S36-processed-gene-4.84-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.84&CDS=1-930	YBR061C
OG0003719	genemark-CACA0S36-processed-gene-4.103-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.103&CDS=1-1773	YDR037W
OG0003720	genemark-CACA0S36-processed-gene-4.87-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.87&CDS=1-2250	YBR058C
OG0003721	genemark-CACA0S36-processed-gene-4.88-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.88&CDS=1-621	YBR057C
OG0003722	genemark-CACA0S36-processed-gene-4.104-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.104&CDS=1-1119	YDR035W
OG0003723	augustus_masked-CACA0S36-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.52&CDS=1-2598	YBR055C
OG0003724	genemark-CACA0S36-processed-gene-4.90-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.90&CDS=1-1110	YBR053C
OG0003725	augustus_masked-CACA0S36-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.54&CDS=1-2016	YBR045C
OG0003726	snap_masked-CACA0S36-processed-gene-4.21-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-4.21&CDS=1-1668	YBR044C
OG0003727	genemark-CACA0S36-processed-gene-4.93-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.93&CDS=1-993	YBR042C
OG0003728	genemark-CACA0S36-processed-gene-4.107-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.107&CDS=1-2007	YBR041W
OG0003729	augustus_masked-CACA0S36-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-4.70&CDS=1-897	YBR040W
OG0003730	genemark-CACA0S36-processed-gene-4.109-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-4.109&CDS=1-900	YBR039W
OG0003731	augustus_masked-CACA0S36-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-5.49&CDS=1-1698	YBR034C
OG0003732	genemark-CACA0S36-processed-gene-5.3-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.3&CDS=1-1317	YBR029C
OG0003733	genemark-CACA0S36-processed-gene-5.6-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.6&CDS=1-1329	YBR036C
OG0003734	genemark-CACA0S36-processed-gene-5.4-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.4&CDS=1-2850	YBR038W
OG0003735	augustus_masked-CACA0S36-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-5.77&CDS=1-4503	YDR011W
OG0003736	genemark-CACA0S36-processed-gene-5.8-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.8&CDS=1-1311	YDL007W
OG0003737	genemark-CACA0S36-processed-gene-5.9-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.9&CDS=1-1710	YDL003W
OG0003738	genemark-CACA0S36-processed-gene-5.32-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.32&CDS=1-318	YBL001C
OG0003739	genemark-CACA0S36-processed-gene-5.33-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.33&CDS=1-837	YBR002C
OG0003740	genemark-CACA0S36-processed-gene-5.11-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.11&CDS=1-1422	YBR003W
OG0003741	genemark-CACA0S36-processed-gene-5.13-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.13&CDS=1-1485	YBR006W
OG0003742	genemark-CACA0S36-processed-gene-5.34-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.34&CDS=1-2313	YBR007C
OG0003743	augustus_masked-CACA0S36-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-5.81&CDS=1-2673	YDR006C
OG0003744	genemark-CACA0S36-processed-gene-5.15-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.15&CDS=1-687	YDR007W
OG0003745	genemark-CACA0S36-processed-gene-5.36-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.36&CDS=1-795	YDL010W
OG0003746	genemark-CACA0S36-processed-gene-5.37-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.37&CDS=1-1773	YDL013W
OG0003747	genemark-CACA0S36-processed-gene-5.16-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.16&CDS=1-927	YDL015C
OG0003748	genemark-CACA0S36-processed-gene-5.39-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.39&CDS=1-1617	YDL017W
OG0003749	genemark-CACA0S36-processed-gene-5.17-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.17&CDS=1-678	YDL018C
OG0003750	snap_masked-CACA0S36-processed-gene-5.114-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.114&CDS=1-1731	YDL020C
OG0003751	genemark-CACA0S36-processed-gene-5.40-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.40&CDS=1-915	YDL021W
OG0003752	genemark-CACA0S36-processed-gene-5.41-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.41&CDS=1-1179	YDL022W
OG0003753	snap_masked-CACA0S36-processed-gene-5.115-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.115&CDS=1-2220	YDL028C
OG0003754	genemark-CACA0S36-processed-gene-5.42-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.42&CDS=1-4113	YDL031W
OG0003755	genemark-CACA0S36-processed-gene-5.21-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.21&CDS=1-1206	YDL033C
OG0003756	genemark-CACA0S36-processed-gene-5.22-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.22&CDS=1-2553	YDL035C
OG0003757	augustus_masked-CACA0S36-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-5.70&CDS=1-1875	YOL066C
OG0003758	genemark-CACA0S36-processed-gene-5.25-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.25&CDS=1-780	YDL043C
OG0003759	snap_masked-CACA0S36-processed-gene-5.121-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.121&CDS=1-1272	YDL044C
OG0003760	genemark-CACA0S36-processed-gene-5.27-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.27&CDS=1-930	YDL045C
OG0003761	snap_masked-CACA0S36-processed-gene-5.140-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.140&CDS=1-282	YDL045W-A
OG0003762	genemark-CACA0S36-processed-gene-5.43-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.43&CDS=1-567	YDL046W
OG0003763	genemark-CACA0S36-processed-gene-5.44-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.44&CDS=1-936	YDL047W
OG0003764	snap_masked-CACA0S36-processed-gene-5.123-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.123&CDS=1-1062	YGR072W
OG0003765	genemark-CACA0S36-processed-gene-5.29-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.29&CDS=1-444	YGR074W
OG0003766	genemark-CACA0S36-processed-gene-5.45-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.45&CDS=1-639	YGR075C
OG0003767	genemark-CACA0S36-processed-gene-5.46-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.46&CDS=1-468	YGR076C
OG0003768	snap_masked-CACA0S36-processed-gene-5.145-mRNA-1_1&gene=snap_masked-CACA0S36-processed-gene-5.145&CDS=1-1713	YGR077C
OG0003769	genemark-CACA0S36-processed-gene-5.30-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.30&CDS=1-771	YOL073C
OG0003770	genemark-CACA0S36-processed-gene-5.48-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-5.48&CDS=1-576	YGR078C
OG0003771	augustus_masked-CACA0S36-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-6.49&CDS=1-951	YGR080W
OG0003772	genemark-CACA0S36-processed-gene-6.9-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-6.9&CDS=1-636	YGR081C
OG0003773	genemark-CACA0S36-processed-gene-6.6-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-6.6&CDS=1-546	YGR082W
OG0003774	genemark-CACA0S36-processed-gene-6.10-mRNA-1_1&gene=genemark-CACA0S36-processed-gene-6.10&CDS=1-1866	YGR083C
OG0003775	augustus_masked-CACA0S36-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-CACA0S36-processed-gene-6.51&CDS=1-1725	YGR088W
