	Candida_dubliniensis	Saccharomyces_cerevisiae
OG0002220	genemark-NC_012863.1-processed-gene-11.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.40&CDS=1-1116	YKR038C
OG0002221	snap_masked-NC_012863.1-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.85&CDS=1-261	YCL057C-A
OG0002222	genemark-NC_012863.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.48&CDS=1-1653	YBR220C
OG0002223	genemark-NC_012863.1-processed-gene-11.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.50&CDS=1-1560	YCR072C
OG0002224	genemark-NC_012863.1-processed-gene-11.51-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.51&CDS=1-372	YCR071C
OG0002225	snap_masked-NC_012863.1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.90&CDS=1-219	YNR032C-A
OG0002226	genemark-NC_012863.1-processed-gene-11.60-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.60&CDS=1-1368	YOL140W
OG0002227	genemark-NC_012863.1-processed-gene-11.61-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.61&CDS=1-2088	YNR039C
OG0002228	genemark-NC_012863.1-processed-gene-11.62-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.62&CDS=1-5265	YCR081W
OG0002229	genemark-NC_012863.1-processed-gene-11.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.63&CDS=1-3996	YMR109W
OG0002230	genemark-NC_012863.1-processed-gene-11.66-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.66&CDS=1-4602	YPR184W
OG0002231	genemark-NC_012863.1-processed-gene-11.53-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.53&CDS=1-1707	YEL013W
OG0002232	snap_masked-NC_012863.1-processed-gene-11.107-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-11.107&CDS=1-1506	YJL049W
OG0002233	genemark-NC_012863.1-processed-gene-11.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.68&CDS=1-993	YGL091C
OG0002234	genemark-NC_012863.1-processed-gene-11.69-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.69&CDS=1-4002	YGL092W
OG0002235	genemark-NC_012863.1-processed-gene-11.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.70&CDS=1-1536	YEL015W
OG0002236	genemark-NC_012863.1-processed-gene-11.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.54&CDS=1-687	YPR113W
OG0002237	genemark-NC_012863.1-processed-gene-11.72-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.72&CDS=1-2295	YOR249C
OG0002238	genemark-NC_012863.1-processed-gene-11.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.73&CDS=1-2184	YHR197W
OG0002239	genemark-NC_012863.1-processed-gene-11.74-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.74&CDS=1-2448	YOR270C
OG0002240	genemark-NC_012863.1-processed-gene-11.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.56&CDS=1-3984	YLR384C
OG0002241	genemark-NC_012863.1-processed-gene-11.75-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-11.75&CDS=1-609	YDL059C
OG0002242	genemark-NC_012863.1-processed-gene-12.74-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.74&CDS=1-8601	YDL058W
OG0002243	genemark-NC_012863.1-processed-gene-12.75-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.75&CDS=1-1872	YGR194C
OG0002244	genemark-NC_012863.1-processed-gene-12.76-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.76&CDS=1-1473	YJR003C
OG0002245	genemark-NC_012863.1-processed-gene-12.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.77&CDS=1-1119	YIR034C
OG0002246	genemark-NC_012863.1-processed-gene-12.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.78&CDS=1-1386	YKL021C
OG0002247	genemark-NC_012863.1-processed-gene-12.79-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.79&CDS=1-2193	YKL022C
OG0002248	genemark-NC_012863.1-processed-gene-12.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.80&CDS=1-1749	YGR223C
OG0002249	genemark-NC_012863.1-processed-gene-12.81-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.81&CDS=1-2829	YLL013C
OG0002250	genemark-NC_012863.1-processed-gene-12.99-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.99&CDS=1-882	YIL043C
OG0002251	genemark-NC_012863.1-processed-gene-12.100-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.100&CDS=1-1830	YER049W
OG0002252	genemark-NC_012863.1-processed-gene-12.87-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.87&CDS=1-1623	YER052C
OG0002253	genemark-NC_012863.1-processed-gene-12.102-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.102&CDS=1-963	YIL041W
OG0002254	genemark-NC_012863.1-processed-gene-12.103-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.103&CDS=1-1536	YHR137W
OG0002255	maker-NC_012863.1-snap-gene-12.35-mRNA-1_1&gene=maker-NC_012863.1-snap-gene-12.35&CDS=1-1506	YLR212C
OG0002256	genemark-NC_012863.1-processed-gene-12.89-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.89&CDS=1-2826	YGR100W
OG0002257	genemark-NC_012863.1-processed-gene-12.90-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.90&CDS=1-939	YIL021W
OG0002258	genemark-NC_012863.1-processed-gene-12.106-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.106&CDS=1-837	YIL020C
OG0002259	genemark-NC_012863.1-processed-gene-12.91-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.91&CDS=1-978	YIL019W
OG0002260	genemark-NC_012863.1-processed-gene-12.107-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.107&CDS=1-2235	YBL097W
OG0002261	genemark-NC_012863.1-processed-gene-12.92-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.92&CDS=1-2061	YPR024W
OG0002262	genemark-NC_012863.1-processed-gene-12.93-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-12.93&CDS=1-2001	YFR034C
OG0002263	genemark-NC_012863.1-processed-gene-13.0-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.0&CDS=1-2277	YPR181C
OG0002264	genemark-NC_012863.1-processed-gene-13.4-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.4&CDS=1-390	YNL153C
OG0002265	genemark-NC_012863.1-processed-gene-13.2-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.2&CDS=1-1230	YGR111W
OG0002266	maker-NC_012863.1-augustus-gene-13.62-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-13.62&CDS=1-1689	YER048C
OG0002267	genemark-NC_012863.1-processed-gene-13.21-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.21&CDS=1-3795	YMR218C
OG0002268	genemark-NC_012863.1-processed-gene-13.22-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.22&CDS=1-1362	YGL130W
OG0002269	genemark-NC_012863.1-processed-gene-13.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.9&CDS=1-699	YPL213W
OG0002270	genemark-NC_012863.1-processed-gene-13.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.10&CDS=1-4317	YGL131C
OG0002271	snap_masked-NC_012863.1-processed-gene-13.40-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-13.40&CDS=1-2253	YFL021W
OG0002272	genemark-NC_012863.1-processed-gene-13.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.25&CDS=1-3309	YMR231W
OG0002273	genemark-NC_012863.1-processed-gene-13.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.14&CDS=1-840	YGL221C
OG0002274	genemark-NC_012863.1-processed-gene-13.16-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.16&CDS=1-1368	YBR110W
OG0002275	maker-NC_012863.1-augustus-gene-13.63-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-13.63&CDS=1-4530	YOR346W
OG0002276	snap_masked-NC_012863.1-processed-gene-13.48-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-13.48&CDS=1-9252	YLL040C
OG0002277	genemark-NC_012863.1-processed-gene-13.29-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-13.29&CDS=1-1077	YBL013W
OG0002278	augustus_masked-NC_012863.1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-13.94&CDS=1-2394	YBL014C
OG0002279	augustus_masked-NC_012863.1-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-14.0&CDS=1-2490	YGL027C
OG0002280	genemark-NC_012863.1-processed-gene-14.39-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.39&CDS=1-2106	YGL026C
OG0002281	genemark-NC_012863.1-processed-gene-14.36-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.36&CDS=1-1368	YAL062W
OG0002282	snap_masked-NC_012863.1-processed-gene-14.76-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.76&CDS=1-11505	YDR150W
OG0002283	snap_masked-NC_012863.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.92&CDS=1-330	YGL033W
OG0002284	genemark-NC_012863.1-processed-gene-14.40-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.40&CDS=1-1506	YER007W
OG0002285	snap_masked-NC_012863.1-processed-gene-14.93-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.93&CDS=1-660	YER007C-A
OG0002286	snap_masked-NC_012863.1-processed-gene-14.94-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.94&CDS=1-3396	YIR002C
OG0002287	genemark-NC_012863.1-processed-gene-14.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.54&CDS=1-1578	YER006W
OG0002288	genemark-NC_012863.1-processed-gene-14.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.56&CDS=1-2091	YER005W
OG0002289	snap_masked-NC_012863.1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.98&CDS=1-2334	YER008C
OG0002290	genemark-NC_012863.1-processed-gene-14.58-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.58&CDS=1-1050	YGL001C
OG0002291	snap_masked-NC_012863.1-processed-gene-14.82-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.82&CDS=1-294	YKR095W-A
OG0002292	snap_masked-NC_012863.1-processed-gene-14.102-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.102&CDS=1-1734	YAR002W
OG0002293	genemark-NC_012863.1-processed-gene-14.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.63&CDS=1-1683	YNL275W
OG0002294	genemark-NC_012863.1-processed-gene-14.64-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.64&CDS=1-801	YEL051W
OG0002295	genemark-NC_012863.1-processed-gene-14.47-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.47&CDS=1-2496	YDR416W
OG0002296	genemark-NC_012863.1-processed-gene-14.65-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.65&CDS=1-1704	YEL052W
OG0002297	genemark-NC_012863.1-processed-gene-14.49-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.49&CDS=1-489	YEL044W
OG0002298	genemark-NC_012863.1-processed-gene-14.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.50&CDS=1-636	YMR295C
OG0002299	snap_masked-NC_012863.1-processed-gene-14.109-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-14.109&CDS=1-1248	YGR040W
OG0002300	genemark-NC_012863.1-processed-gene-14.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.70&CDS=1-1710	YKL045W
OG0002301	genemark-NC_012863.1-processed-gene-14.51-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-14.51&CDS=1-3093	YGL207W
OG0002302	genemark-NC_012863.1-processed-gene-15.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.70&CDS=1-675	YJR060W
OG0002303	genemark-NC_012863.1-processed-gene-15.72-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.72&CDS=1-4383	YNL088W
OG0002304	genemark-NC_012863.1-processed-gene-15.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.73&CDS=1-2022	YOR069W
OG0002305	genemark-NC_012863.1-processed-gene-15.108-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.108&CDS=1-447	YBR173C
OG0002306	genemark-NC_012863.1-processed-gene-15.76-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.76&CDS=1-945	YDL014W
OG0002307	genemark-NC_012863.1-processed-gene-15.110-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.110&CDS=1-1776	YML013W
OG0002308	genemark-NC_012863.1-processed-gene-15.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.77&CDS=1-1950	YIL155C
OG0002309	genemark-NC_012863.1-processed-gene-15.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.78&CDS=1-1878	YDR205W
OG0002310	genemark-NC_012863.1-processed-gene-15.79-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.79&CDS=1-819	YLR243W
OG0002311	genemark-NC_012863.1-processed-gene-15.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.80&CDS=1-1374	YDR190C
OG0002312	genemark-NC_012863.1-processed-gene-15.112-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.112&CDS=1-1920	YDR189W
OG0002313	genemark-NC_012863.1-processed-gene-15.114-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.114&CDS=1-1677	YDR188W
OG0002314	genemark-NC_012863.1-processed-gene-15.115-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.115&CDS=1-1113	YLR244C
OG0002315	maker-NC_012863.1-snap-gene-15.65-mRNA-1_1&gene=maker-NC_012863.1-snap-gene-15.65&CDS=1-441	YLR245C
OG0002316	genemark-NC_012863.1-processed-gene-15.82-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.82&CDS=1-1290	YOR117W
OG0002317	genemark-NC_012863.1-processed-gene-15.83-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.83&CDS=1-1179	YPR201W
OG0002318	genemark-NC_012863.1-processed-gene-15.119-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.119&CDS=1-720	YDL087C
OG0002319	genemark-NC_012863.1-processed-gene-15.86-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.86&CDS=1-813	YLR165C
OG0002320	snap_masked-NC_012863.1-processed-gene-15.54-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-15.54&CDS=1-900	YDL200C
OG0002321	genemark-NC_012863.1-processed-gene-15.90-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.90&CDS=1-756	YPR167C
OG0002322	genemark-NC_012863.1-processed-gene-15.93-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.93&CDS=1-4344	YOR116C
OG0002323	maker-NC_012863.1-augustus-gene-15.199-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-15.199&CDS=1-7059	YER172C
OG0002324	snap_masked-NC_012863.1-processed-gene-15.58-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-15.58&CDS=1-3825	YER178W
OG0002325	genemark-NC_012863.1-processed-gene-15.96-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.96&CDS=1-582	YLR168C
OG0002326	genemark-NC_012863.1-processed-gene-15.98-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.98&CDS=1-453	YLR167W
OG0002327	genemark-NC_012863.1-processed-gene-15.99-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.99&CDS=1-2361	YLR166C
OG0002328	genemark-NC_012863.1-processed-gene-15.129-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.129&CDS=1-906	YDR182W
OG0002329	augustus_masked-NC_012863.1-processed-gene-15.164-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-15.164&CDS=1-678	YDR181C
OG0002330	augustus_masked-NC_012863.1-processed-gene-15.193-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-15.193&CDS=1-3654	YDR180W
OG0002331	genemark-NC_012863.1-processed-gene-15.131-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-15.131&CDS=1-1824	YDR359C
OG0002332	snap_masked-NC_012864.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-0.1&CDS=1-798	YDR116C
OG0002333	augustus_masked-NC_012864.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NC_012864.1-processed-gene-0.91&CDS=1-1650	YLR088W
OG0002334	snap_masked-NC_012864.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-0.2&CDS=1-1206	YJR076C
OG0002335	genemark-NC_012864.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.59&CDS=1-2118	YIL078W
OG0002336	genemark-NC_012864.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.60&CDS=1-396	YKL170W
OG0002337	genemark-NC_012864.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.61&CDS=1-690	YHR140W
OG0002338	genemark-NC_012864.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.62&CDS=1-1629	YNL189W
OG0002339	genemark-NC_012864.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.41&CDS=1-3315	YLR410W
OG0002340	genemark-NC_012864.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.63&CDS=1-6111	YKL182W
OG0002341	genemark-NC_012864.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.64&CDS=1-2163	YLR399C
OG0002342	genemark-NC_012864.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.65&CDS=1-2043	YDL074C
OG0002343	genemark-NC_012864.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.42&CDS=1-2601	YBR229C
OG0002344	snap_masked-NC_012864.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-0.27&CDS=1-858	YBR228W
OG0002345	genemark-NC_012864.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.43&CDS=1-1689	YHR206W
OG0002346	genemark-NC_012864.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.67&CDS=1-539	YLR412W
OG0002347	genemark-NC_012864.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.44&CDS=1-1212	YKL181W
OG0002348	genemark-NC_012864.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.68&CDS=1-960	YJL208C
OG0002349	genemark-NC_012864.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.46&CDS=1-1020	YLR405W
OG0002350	genemark-NC_012864.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.69&CDS=1-4104	YLR086W
OG0002351	snap_masked-NC_012864.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-0.11&CDS=1-291	YDR115W
OG0002352	genemark-NC_012864.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-0.71&CDS=1-8910	YLR087C
OG0002353	augustus_masked-NC_012864.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NC_012864.1-processed-gene-0.87&CDS=1-423	YLL050C
OG0002354	genemark-NC_012864.1-processed-gene-1.34-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.34&CDS=1-357	YKL003C
OG0002355	genemark-NC_012864.1-processed-gene-1.35-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.35&CDS=1-600	YKL001C
OG0002356	genemark-NC_012864.1-processed-gene-1.46-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.46&CDS=1-705	YKL002W
OG0002357	snap_masked-NC_012864.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-1.80&CDS=1-1860	YMR058W
OG0002358	augustus_masked-NC_012864.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NC_012864.1-processed-gene-1.19&CDS=1-903	YMR079W
OG0002359	genemark-NC_012864.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.51&CDS=1-3678	YKL092C
OG0002360	genemark-NC_012864.1-processed-gene-1.36-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.36&CDS=1-3048	YMR080C
OG0002361	genemark-NC_012864.1-processed-gene-1.40-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.40&CDS=1-507	YDR092W
OG0002362	snap_masked-NC_012864.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-1.75&CDS=1-903	YBR085W
OG0002363	genemark-NC_012864.1-processed-gene-1.44-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.44&CDS=1-597	YML036W
OG0002364	genemark-NC_012864.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.57&CDS=1-1071	YHR025W
OG0002365	genemark-NC_012864.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.58&CDS=1-1584	YHR007C
OG0002366	snap_masked-NC_012864.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-1.77&CDS=1-1305	YDR465C
OG0002367	augustus_masked-NC_012864.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NC_012864.1-processed-gene-1.29&CDS=1-1056	YDR460W
OG0002368	genemark-NC_012864.1-processed-gene-1.61-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-1.61&CDS=1-1149	YOL052C
OG0002369	genemark-NC_012864.1-processed-gene-2.88-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.88&CDS=1-486	YHR191C
OG0002370	genemark-NC_012864.1-processed-gene-2.91-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.91&CDS=1-2001	YDL057W
OG0002371	genemark-NC_012864.1-processed-gene-2.89-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.89&CDS=1-735	YPL002C
OG0002372	snap_masked-NC_012864.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-2.51&CDS=1-1299	YFL001W
OG0002373	genemark-NC_012864.1-processed-gene-2.90-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.90&CDS=1-1905	YFL002C
OG0002374	genemark-NC_012864.1-processed-gene-2.93-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.93&CDS=1-1608	YPL003W
OG0002375	genemark-NC_012864.1-processed-gene-2.94-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.94&CDS=1-5160	YNL014W
OG0002376	snap_masked-NC_012864.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-2.57&CDS=1-1545	YPL091W
OG0002377	genemark-NC_012864.1-processed-gene-2.110-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.110&CDS=1-318	YLR147C
OG0002378	genemark-NC_012864.1-processed-gene-2.99-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.99&CDS=1-1791	YLR253W
OG0002379	genemark-NC_012864.1-processed-gene-2.111-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.111&CDS=1-426	YLR068W
OG0002380	genemark-NC_012864.1-processed-gene-2.100-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.100&CDS=1-1509	YEL064C
OG0002381	genemark-NC_012864.1-processed-gene-2.112-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.112&CDS=1-3789	YNL273W
OG0002382	genemark-NC_012864.1-processed-gene-2.101-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.101&CDS=1-1215	YDR459C
OG0002383	snap_masked-NC_012864.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NC_012864.1-processed-gene-2.62&CDS=1-1389	YDR527W
OG0002384	genemark-NC_012864.1-processed-gene-2.114-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.114&CDS=1-249	YDR525W-A
OG0002385	genemark-NC_012864.1-processed-gene-2.103-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.103&CDS=1-2583	YCL045C
OG0002386	genemark-NC_012864.1-processed-gene-2.118-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.118&CDS=1-1863	YDR479C
OG0002387	genemark-NC_012864.1-processed-gene-2.119-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.119&CDS=1-1446	YOR025W
OG0002388	genemark-NC_012864.1-processed-gene-2.120-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.120&CDS=1-1863	YDR477W
OG0002389	genemark-NC_012864.1-processed-gene-2.105-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.105&CDS=1-1086	YDR374C
OG0002390	genemark-NC_012864.1-processed-gene-2.106-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.106&CDS=1-738	YOR125C
OG0002391	genemark-NC_012864.1-processed-gene-2.107-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.107&CDS=1-1452	YOL069W
OG0002392	genemark-NC_012864.1-processed-gene-2.124-mRNA-1_1&gene=genemark-NC_012864.1-processed-gene-2.124&CDS=1-2451	YDL035C
