	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
OG0002183	YJR126C	genemark-flattened_line_20-processed-gene-2.197-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.197&CDS=1-2307
OG0002184	YJR131W	genemark-flattened_line_6-processed-gene-4.226-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.226&CDS=1-1671
OG0002185	YJR132W	genemark-flattened_line_22-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.115&CDS=1-3060
OG0002186	YJR134C	augustus_masked-flattened_line_22-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.104&CDS=1-2484
OG0002187	YJR135W-A	snap_masked-flattened_line_12-processed-gene-4.194-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.194&CDS=1-261
OG0002188	YJR137C	genemark-flattened_line_38-processed-gene-0.200-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.200&CDS=1-4215
OG0002189	YJR138W	genemark-flattened_line_38-processed-gene-0.206-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.206&CDS=1-4416
OG0002190	YJR139C	genemark-flattened_line_38-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.172&CDS=1-1086
OG0002191	YJR140C	snap_masked-flattened_line_74-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.89&CDS=1-4971
OG0002192	YJR141W	genemark-flattened_line_38-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.171&CDS=1-1110
OG0002193	YJR142W	genemark-flattened_line_74-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.54&CDS=1-939
OG0002194	YJR143C	genemark-flattened_line_74-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.32&CDS=1-2184
OG0002195	YJR144W	genemark-flattened_line_74-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.34&CDS=1-843
OG0002196	YJR149W	genemark-flattened_line_6-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.78&CDS=1-1128
OG0002197	YJR152W	genemark-flattened_line_12-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.113&CDS=1-1575
OG0002198	YKL001C	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-606
OG0002199	YKL002W	genemark-flattened_line_6-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.118&CDS=1-669
OG0002200	YKL003C	genemark-flattened_line_42-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.7&CDS=1-345
OG0002201	YKL004W	genemark-flattened_line_4-processed-gene-7.158-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.158&CDS=1-1344
OG0002202	YKL005C	genemark-flattened_line_4-processed-gene-7.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.116&CDS=1-2133
OG0002203	YKL006C-A	snap_masked-flattened_line_4-processed-gene-7.222-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.222&CDS=1-264
OG0002204	YKL007W	maker-flattened_line_4-snap-gene-7.202-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-7.202&CDS=1-780
OG0002205	YKL009W	genemark-flattened_line_4-processed-gene-7.163-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.163&CDS=1-717
OG0002206	YKL010C	genemark-flattened_line_4-processed-gene-7.120-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.120&CDS=1-4356
OG0002207	YKL011C	snap_masked-flattened_line_16-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.13&CDS=1-948
OG0002208	YKL012W	augustus_masked-flattened_line_16-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.110&CDS=1-1587
OG0002209	YKL013C	genemark-flattened_line_16-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.86&CDS=1-507
OG0002210	YKL014C	snap_masked-flattened_line_16-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.34&CDS=1-5016
OG0002211	YKL015W	genemark-flattened_line_4-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.116&CDS=1-2358
OG0002212	YKL016C	genemark-flattened_line_4-processed-gene-4.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.138&CDS=1-528
OG0002213	YKL017C	genemark-flattened_line_4-processed-gene-4.137-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.137&CDS=1-2088
OG0002214	YKL018W	genemark-flattened_line_4-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.136&CDS=1-975
OG0002215	YKL019W	genemark-flattened_line_4-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.130&CDS=1-912
OG0002216	YKL021C	genemark-flattened_line_2-processed-gene-6.67-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.67&CDS=1-1332
OG0002217	YKL022C	genemark-flattened_line_2-processed-gene-6.85-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.85&CDS=1-2025
OG0002218	YKL024C	genemark-flattened_line_34-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.150&CDS=1-846
OG0002219	YKL025C	genemark-flattened_line_2-processed-gene-6.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.81&CDS=1-1968
OG0002220	YKL027W	genemark-flattened_line_24-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.61&CDS=1-1302
OG0002221	YKL028W	genemark-flattened_line_18-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.105&CDS=1-1209
OG0002222	YKL033W	snap_masked-flattened_line_0-processed-gene-7.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.44&CDS=1-3135
OG0002223	YKL033W-A	genemark-flattened_line_6-processed-gene-4.253-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.253&CDS=1-741
OG0002224	YKL034W	genemark-flattened_line_6-processed-gene-4.254-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.254&CDS=1-2259
OG0002225	YKL035W	genemark-flattened_line_36-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.11&CDS=1-1506
OG0002226	YKL040C	genemark-flattened_line_8-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.65&CDS=1-696
OG0002227	YKL041W	genemark-flattened_line_8-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.97&CDS=1-657
OG0002228	YKL043W	genemark-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.29&CDS=1-1584
OG0002229	YKL045W	genemark-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.52&CDS=1-1479
OG0002230	YKL046C	genemark-flattened_line_62-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.113&CDS=1-1341
OG0002231	YKL047W	genemark-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.94&CDS=1-1677
OG0002232	YKL051W	genemark-flattened_line_0-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.45&CDS=1-936
OG0002233	YKL053C-A	maker-flattened_line_0-augustus-gene-1.97-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.97&CDS=1-264
OG0002234	YKL054C	snap_masked-flattened_line_10-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.113&CDS=1-1989
OG0002235	YKL056C	augustus_masked-flattened_line_14-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.139&CDS=1-1752
OG0002236	YKL057C	genemark-flattened_line_10-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.55&CDS=1-3240
OG0002237	YKL058W	maker-flattened_line_10-snap-gene-3.155-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.155&CDS=1-333
OG0002238	YKL059C	genemark-flattened_line_10-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.57&CDS=1-1161
OG0002239	YKL060C	genemark-flattened_line_10-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.59&CDS=1-1080
OG0002240	YKL064W	genemark-flattened_line_14-processed-gene-3.159-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.159&CDS=1-2955
OG0002241	YKL067W	genemark-flattened_line_4-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.114&CDS=1-453
OG0002242	YKL069W	genemark-flattened_line_54-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.86&CDS=1-534
OG0002243	YKL073W	genemark-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.93&CDS=1-2670
OG0002244	YKL074C	genemark-flattened_line_62-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.112&CDS=1-1875
OG0002245	YKL077W	genemark-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.103&CDS=1-1179
OG0002246	YKL078W	genemark-flattened_line_16-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.84&CDS=1-2415
OG0002247	YKL080W	genemark-flattened_line_2-processed-gene-7.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.134&CDS=1-1173
OG0002248	YKL082C	genemark-flattened_line_2-processed-gene-7.109-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.109&CDS=1-1332
OG0002249	YKL085W	genemark-flattened_line_2-processed-gene-7.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.104&CDS=1-1008
OG0002250	YKL086W	genemark-flattened_line_2-processed-gene-7.103-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.103&CDS=1-378
OG0002251	YKL087C	genemark-flattened_line_36-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.10&CDS=1-867
OG0002252	YKL088W	genemark-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.55&CDS=1-1788
OG0002253	YKL089W	genemark-flattened_line_4-processed-gene-7.164-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.164&CDS=1-2103
OG0002254	YKL090W	augustus_masked-flattened_line_42-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.111&CDS=1-1281
OG0002255	YKL092C	augustus_masked-flattened_line_120-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.7&CDS=1-2796
OG0002256	YKL094W	genemark-flattened_line_2-processed-gene-8.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.107&CDS=1-912
OG0002257	YKL095W	snap_masked-flattened_line_62-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.19&CDS=1-921
OG0002258	YKL099C	genemark-flattened_line_32-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.109&CDS=1-738
OG0002259	YKL103C	genemark-flattened_line_14-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.104&CDS=1-1692
OG0002260	YKL104C	genemark-flattened_line_14-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.106&CDS=1-2076
OG0002261	YKL108W	snap_masked-flattened_line_32-processed-gene-1.257-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.257&CDS=1-1167
OG0002262	YKL110C	genemark-flattened_line_32-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.59&CDS=1-843
OG0002263	YKL113C	genemark-flattened_line_20-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.118&CDS=1-1140
OG0002264	YKL114C	genemark-flattened_line_20-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.119&CDS=1-1089
OG0002265	YKL116C	genemark-flattened_line_52-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.166&CDS=1-1497
OG0002266	YKL117W	genemark-flattened_line_52-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.135&CDS=1-540
OG0002267	YKL119C	genemark-flattened_line_8-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.94&CDS=1-582
OG0002268	YKL120W	genemark-flattened_line_0-processed-gene-4.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.61&CDS=1-963
OG0002269	YKL122C	augustus_masked-flattened_line_18-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.1&CDS=1-459
OG0002270	YKL124W	genemark-flattened_line_6-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.112&CDS=1-1668
OG0002271	YKL125W	genemark-flattened_line_6-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.101&CDS=1-1968
OG0002272	YKL133C	genemark-flattened_line_10-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.8&CDS=1-1377
OG0002273	YKL134C	genemark-flattened_line_10-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.37&CDS=1-2373
OG0002274	YKL135C	genemark-flattened_line_10-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.4&CDS=1-2070
OG0002275	YKL137W	snap_masked-flattened_line_70-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.78&CDS=1-291
OG0002276	YKL138C	genemark-flattened_line_70-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.9&CDS=1-342
OG0002277	YKL139W	snap_masked-flattened_line_18-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.114&CDS=1-2229
OG0002278	YKL140W	snap_masked-flattened_line_70-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.94&CDS=1-1320
OG0002279	YKL142W	genemark-flattened_line_4-processed-gene-7.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.149&CDS=1-615
OG0002280	YKL143W	genemark-flattened_line_4-processed-gene-7.110-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.110&CDS=1-1221
OG0002281	YKL144C	genemark-flattened_line_4-processed-gene-7.109-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.109&CDS=1-603
OG0002282	YKL145W	genemark-flattened_line_4-processed-gene-7.152-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.152&CDS=1-1311
OG0002283	YKL146W	genemark-flattened_line_4-processed-gene-7.153-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.153&CDS=1-2184
OG0002284	YKL148C	genemark-flattened_line_4-processed-gene-7.151-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.151&CDS=1-1929
OG0002285	YKL149C	genemark-flattened_line_4-processed-gene-7.107-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.107&CDS=1-1233
OG0002286	YKL150W	genemark-flattened_line_4-processed-gene-7.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.106&CDS=1-882
OG0002287	YKL151C	genemark-flattened_line_4-processed-gene-7.150-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.150&CDS=1-999
OG0002288	YKL152C	genemark-flattened_line_0-processed-gene-8.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.91&CDS=1-741
OG0002289	YKL154W	genemark-flattened_line_24-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.28&CDS=1-762
OG0002290	YKL155C	genemark-flattened_line_0-processed-gene-9.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.50&CDS=1-2148
OG0002291	YKL157W	snap_masked-flattened_line_42-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.132&CDS=1-2616
OG0002292	YKL159C	genemark-flattened_line_0-processed-gene-8.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.73&CDS=1-681
OG0002293	YKL160W	genemark-flattened_line_0-processed-gene-8.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.74&CDS=1-366
OG0002294	YKL162C	genemark-flattened_line_30-processed-gene-1.250-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.250&CDS=1-1554
OG0002295	YKL165C	genemark-flattened_line_22-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.66&CDS=1-2802
OG0002296	YKL167C	genemark-flattened_line_22-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.137&CDS=1-384
OG0002297	YKL170W	genemark-flattened_line_22-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.59&CDS=1-396
OG0002298	YKL171W	augustus_masked-flattened_line_58-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.61&CDS=1-2073
OG0002299	YKL172W	genemark-flattened_line_58-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.40&CDS=1-1335
OG0002300	YKL173W	genemark-flattened_line_58-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.18&CDS=1-2880
OG0002301	YKL174C	genemark-flattened_line_58-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.38&CDS=1-1746
OG0002302	YKL175W	augustus_masked-flattened_line_22-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.117&CDS=1-2943
OG0002303	YKL176C	genemark-flattened_line_12-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.49&CDS=1-2187
OG0002304	YKL178C	genemark-flattened_line_84-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.1&CDS=1-1314
OG0002305	YKL179C	genemark-flattened_line_4-processed-gene-7.171-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.171&CDS=1-1467
OG0002306	YKL181W	genemark-flattened_line_2-processed-gene-8.72-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.72&CDS=1-1281
OG0002307	YKL182W	genemark-flattened_line_2-processed-gene-8.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.98&CDS=1-6165
OG0002308	YKL183W	genemark-flattened_line_82-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.5&CDS=1-843
OG0002309	YKL184W	augustus_masked-flattened_line_82-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.22&CDS=1-2856
OG0002310	YKL186C	genemark-flattened_line_4-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.129&CDS=1-537
OG0002311	YKL188C	genemark-flattened_line_58-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.22&CDS=1-2166
OG0002312	YKL189W	genemark-flattened_line_74-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.42&CDS=1-1050
OG0002313	YKL190W	genemark-flattened_line_34-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.137&CDS=1-522
OG0002314	YKL191W	genemark-flattened_line_38-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.193&CDS=1-1785
OG0002315	YKL192C	snap_masked-flattened_line_78-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.80&CDS=1-354
OG0002316	YKL193C	genemark-flattened_line_38-processed-gene-0.228-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.228&CDS=1-1038
OG0002317	YKL194C	genemark-flattened_line_22-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.81&CDS=1-1329
OG0002318	YKL195W	genemark-flattened_line_22-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.83&CDS=1-723
OG0002319	YKL196C	genemark-flattened_line_22-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.119&CDS=1-606
OG0002320	YKL197C	genemark-flattened_line_12-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.147&CDS=1-3156
OG0002321	YKL203C	maker-flattened_line_4-snap-gene-3.2-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.2&CDS=1-7179
OG0002322	YKL205W	augustus_masked-flattened_line_4-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.88&CDS=1-5031
OG0002323	YKL206C	snap_masked-flattened_line_4-processed-gene-3.33-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.33&CDS=1-693
OG0002324	YKL209C	genemark-flattened_line_4-processed-gene-3.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.111&CDS=1-3966
OG0002325	YKL210W	genemark-flattened_line_4-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.128&CDS=1-3042
OG0002326	YKL211C	genemark-flattened_line_22-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.138&CDS=1-1434
