	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
OG0001190	YEL024W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-5.21-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-5.21&CDS=1-1923
OG0001191	YEL026W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.126&CDS=1-378
OG0001192	YEL027W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.11-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.11&CDS=1-480
OG0001193	YEL029C	snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_26_length_100927_cov_18.7495_ID_2454-processed-gene-0.92&CDS=1-939
OG0001194	YEL031W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.15-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.15&CDS=1-3690
OG0001195	YEL032W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.14-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-snap-gene-2.14&CDS=1-2643
OG0001196	YEL037C	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-2.151-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-2.151&CDS=1-1173
OG0001197	YEL038W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-2.137&CDS=1-669
OG0001198	YEL044W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.51&CDS=1-363
OG0001199	YEL046C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.61&CDS=1-1119
OG0001200	YEL050C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-2.105&CDS=1-1176
OG0001201	YEL051W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-2.15-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-2.15&CDS=1-825
OG0001202	YEL052W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-2.18-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-2.18&CDS=1-1344
OG0001203	YEL053C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-8.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-8.27&CDS=1-2061
OG0001204	YEL055C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-2.119&CDS=1-3063
OG0001205	YEL056W	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-1.120-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-1.120&CDS=1-1182
OG0001206	YEL058W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.97&CDS=1-1635
OG0001207	YEL059C-A	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.98&CDS=1-231
OG0001208	YEL060C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-2.21&CDS=1-1590
OG0001209	YEL062W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-4.118&CDS=1-1578
OG0001210	YEL064C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-1.109&CDS=1-1500
OG0001211	YER002W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.142&CDS=1-615
OG0001212	YER003C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.162-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.162&CDS=1-1299
OG0001213	YER005W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.14&CDS=1-1941
OG0001214	YER006W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-3.37&CDS=1-1539
OG0001215	YER007C-A	genemark-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.74&CDS=1-573
OG0001216	YER007W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-0.92&CDS=1-1386
OG0001217	YER008C	maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-3.75-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-3.75&CDS=1-4230
OG0001218	YER009W	maker-NODE_11_length_435590_cov_18.4678_ID_1220-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_11_length_435590_cov_18.4678_ID_1220-augustus-gene-2.5&CDS=1-375
OG0001219	YER010C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.7&CDS=1-663
OG0001220	YER012W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-3.91&CDS=1-585
OG0001221	YER014W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.194-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.194&CDS=1-2139
OG0001222	YER016W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.168-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.168&CDS=1-930
OG0001223	YER019W	maker-NODE_23_length_134032_cov_18.6164_ID_2310-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_23_length_134032_cov_18.6164_ID_2310-snap-gene-0.19&CDS=1-1335
OG0001224	YER020W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.252-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.252&CDS=1-1398
OG0001225	YER022W	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-7.145-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-7.145&CDS=1-1599
OG0001226	YER023W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.161-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-6.161&CDS=1-834
OG0001227	YER025W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.51&CDS=1-1602
OG0001228	YER026C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.35&CDS=1-768
OG0001229	YER029C	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-0.109&CDS=1-378
OG0001230	YER036C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.88&CDS=1-1770
OG0001231	YER041W	snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.103&CDS=1-1704
OG0001232	YER042W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.30&CDS=1-549
OG0001233	YER043C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.142&CDS=1-1338
OG0001234	YER046W	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.199&CDS=1-1137
OG0001235	YER048W-A	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.5&CDS=1-243
OG0001236	YER049W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-2.1&CDS=1-1704
OG0001237	YER050C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.155-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.155&CDS=1-507
OG0001238	YER051W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.129-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.129&CDS=1-1482
OG0001239	YER052C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.33&CDS=1-1515
OG0001240	YER053C	maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.211-mRNA-1_1&gene=maker-NODE_24_length_131066_cov_19.6241_ID_2412-snap-gene-0.211&CDS=1-1065
OG0001241	YER055C	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-7.186-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-7.186&CDS=1-891
OG0001242	YER058W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.174-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-7.174&CDS=1-285
OG0001243	YER061C	snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_16_length_358951_cov_18.8291_ID_1516-processed-gene-2.56&CDS=1-1281
OG0001244	YER068W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.80&CDS=1-1533
OG0001245	YER069W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-2.36&CDS=1-2634
OG0001246	YER072W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.126&CDS=1-366
OG0001247	YER074W-A	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.65&CDS=1-252
OG0001248	YER078C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.163-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-3.163&CDS=1-1353
OG0001249	YER080W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-3.37&CDS=1-1692
OG0001250	YER082C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.264-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.264&CDS=1-1521
OG0001251	YER086W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.133-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-5.133&CDS=1-1674
OG0001252	YER087W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.40&CDS=1-1578
OG0001253	YER090W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.308-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-6.308&CDS=1-1551
OG0001254	YER091C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.147&CDS=1-2304
OG0001255	YER093C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.13&CDS=1-3660
OG0001256	YER094C	maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-1.8&CDS=1-621
OG0001257	YER095W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.46&CDS=1-1047
OG0001258	YER100W	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-2.23&CDS=1-744
OG0001259	YER107C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.119&CDS=1-1038
OG0001260	YER109C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.136&CDS=1-2724
OG0001261	YER110C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.24&CDS=1-3453
OG0001262	YER112W	augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-2.70&CDS=1-402
OG0001263	YER116C	snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.214-mRNA-1_1&gene=snap_masked-NODE_21_length_170389_cov_19.3193_ID_2324-processed-gene-0.214&CDS=1-414
OG0001264	YER118C	genemark-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.41-mRNA-1_1&gene=genemark-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.41&CDS=1-984
OG0001265	YER122C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.136-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.136&CDS=1-1446
OG0001266	YER124C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.42&CDS=1-1419
OG0001267	YER126C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.69&CDS=1-783
OG0001268	YER127W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.43&CDS=1-915
OG0001269	YER130C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-9.58&CDS=1-1881
OG0001270	YER134C	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-5.115&CDS=1-507
OG0001271	YER136W	maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-4.18-mRNA-1_1&gene=maker-NODE_5_length_798211_cov_19.4048_ID_1084-snap-gene-4.18&CDS=1-1713
OG0001272	YER139C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.49&CDS=1-714
OG0001273	YER140W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.71&CDS=1-1893
OG0001274	YER141W	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-3.48&CDS=1-1506
OG0001275	YER142C	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.14-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.14&CDS=1-1077
OG0001276	YER143W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-6.97&CDS=1-1155
OG0001277	YER146W	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.23-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-6.23&CDS=1-279
OG0001278	YER148W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-3.132&CDS=1-720
OG0001279	YER151C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.132&CDS=1-1230
OG0001280	YER152C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.110&CDS=1-1275
OG0001281	YER154W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-1.6-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-1.6&CDS=1-1110
OG0001282	YER155C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.127&CDS=1-6444
OG0001283	YER156C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.34&CDS=1-981
OG0001284	YER157W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.117&CDS=1-2328
OG0001285	YER162C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.60&CDS=1-2433
OG0001286	YER163C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-7.26-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-7.26&CDS=1-675
OG0001287	YER164W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.128&CDS=1-4569
OG0001288	YER165W	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-1.131&CDS=1-2070
OG0001289	YER168C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.36&CDS=1-1509
OG0001290	YER169W	augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-4.92&CDS=1-2151
OG0001291	YER170W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-5.35&CDS=1-681
OG0001292	YER171W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-5.52-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-5.52&CDS=1-2283
OG0001293	YER173W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.73&CDS=1-1803
OG0001294	YER177W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.132&CDS=1-804
OG0001295	YER178W	maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.19&CDS=1-1182
OG0001296	YER182W	snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.68&CDS=1-780
OG0001297	YER183C	augustus_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.275-mRNA-1_1&gene=augustus_masked-NODE_20_length_182353_cov_19.2443_ID_1960-processed-gene-0.275&CDS=1-606
OG0001298	YFL001W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-0.124&CDS=1-1212
OG0001299	YFL002C	maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-0.17-mRNA-1_1&gene=maker-NODE_14_length_402958_cov_18.9881_ID_2029-snap-gene-0.17&CDS=1-1812
OG0001300	YFL005W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.11&CDS=1-603
OG0001301	YFL007W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-4.91&CDS=1-5988
OG0001302	YFL008W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-1.130&CDS=1-3636
OG0001303	YFL010C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.161-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.161&CDS=1-570
OG0001304	YFL013C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.120&CDS=1-1851
OG0001305	YFL014W	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.17&CDS=1-348
OG0001306	YFL016C	genemark-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.77&CDS=1-1431
OG0001307	YFL017C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-4.96&CDS=1-561
