	Metschnikowia_cerradonensis	Saccharomyces_cerevisiae
OG0001590	genemark-cer-_s291-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s291-processed-gene-0.10&CDS=1-1398	YPR133C
OG0001591	genemark-cer-_s291-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s291-processed-gene-0.14&CDS=1-1059	YPR128C
OG0001592	genemark-cer-_s292-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.33&CDS=1-525	YHR193C
OG0001593	genemark-cer-_s292-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.36&CDS=1-456	YHR191C
OG0001594	genemark-cer-_s292-processed-gene-0.57-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.57&CDS=1-1914	YDL057W
OG0001595	genemark-cer-_s292-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.58&CDS=1-1281	YFL001W
OG0001596	genemark-cer-_s292-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.37&CDS=1-1800	YFL002C
OG0001597	genemark-cer-_s292-processed-gene-0.59-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.59&CDS=1-1545	YPL003W
OG0001598	genemark-cer-_s292-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.39&CDS=1-1239	YDL100C
OG0001599	genemark-cer-_s292-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.40&CDS=1-807	YDL086W
OG0001600	genemark-cer-_s292-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.41&CDS=1-1053	YMR146C
OG0001601	genemark-cer-_s292-processed-gene-0.43-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.43&CDS=1-1827	YDR452W
OG0001602	genemark-cer-_s292-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.44&CDS=1-927	YLR340W
OG0001603	genemark-cer-_s292-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.62&CDS=1-402	YPL013C
OG0001604	genemark-cer-_s292-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.63&CDS=1-3567	YPL012W
OG0001605	genemark-cer-_s292-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.64&CDS=1-1302	YDR148C
OG0001606	genemark-cer-_s292-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.65&CDS=1-2229	YAL053W
OG0001607	genemark-cer-_s294-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.6&CDS=1-1878	YHL032C
OG0001608	genemark-cer-_s294-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.7&CDS=1-1431	YDL103C
OG0001609	maker-cer-_s294-snap-gene-0.1-mRNA-1_1&gene=maker-cer-_s294-snap-gene-0.1&CDS=1-5010	YJR092W
OG0001610	genemark-cer-_s294-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.5&CDS=1-1020	YJR093C
OG0001611	maker-cer-_s297-augustus-gene-0.12-mRNA-1_1&gene=maker-cer-_s297-augustus-gene-0.12&CDS=1-1521	YKL152C
OG0001612	genemark-cer-_s297-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s297-processed-gene-0.20&CDS=1-2121	YJL041W
OG0001613	genemark-cer-_s299-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.37&CDS=1-2022	YPR074C
OG0001614	genemark-cer-_s299-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.40&CDS=1-1959	YPR072W
OG0001615	augustus_masked-cer-_s299-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-cer-_s299-processed-gene-0.26&CDS=1-477	YPR073C
OG0001616	genemark-cer-_s299-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.44&CDS=1-2919	YLR129W
OG0001617	genemark-cer-_s299-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.33&CDS=1-5637	YLR422W
OG0001618	genemark-cer-_s299-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.34&CDS=1-342	YKL192C
OG0001619	genemark-cer-_s299-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.35&CDS=1-1098	YKL193C
OG0001620	snap_masked-cer-_s301-processed-gene-0.147-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.147&CDS=1-201	YOR045W
OG0001621	genemark-cer-_s301-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.62&CDS=1-1239	YMR235C
OG0001622	genemark-cer-_s301-processed-gene-0.92-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.92&CDS=1-522	YLR221C
OG0001623	genemark-cer-_s301-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.63&CDS=1-4392	YLR425W
OG0001624	genemark-cer-_s301-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.65&CDS=1-522	YKL190W
OG0001625	genemark-cer-_s301-processed-gene-0.94-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.94&CDS=1-5871	YLR430W
OG0001626	genemark-cer-_s301-processed-gene-0.96-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.96&CDS=1-1044	YML067C
OG0001627	genemark-cer-_s301-processed-gene-0.97-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.97&CDS=1-1731	YHR150W
OG0001628	genemark-cer-_s301-processed-gene-0.68-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.68&CDS=1-2091	YKL188C
OG0001629	snap_masked-cer-_s301-processed-gene-0.128-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.128&CDS=1-669	YHR189W
OG0001630	genemark-cer-_s301-processed-gene-0.72-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.72&CDS=1-1530	YNR012W
OG0001631	genemark-cer-_s301-processed-gene-0.73-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.73&CDS=1-1512	YDR111C
OG0001632	genemark-cer-_s301-processed-gene-0.102-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.102&CDS=1-1794	YLR088W
OG0001633	augustus_masked-cer-_s301-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-cer-_s301-processed-gene-0.14&CDS=1-831	YDR116C
OG0001634	genemark-cer-_s301-processed-gene-0.105-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.105&CDS=1-1743	YDR117C
OG0001635	genemark-cer-_s301-processed-gene-0.77-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.77&CDS=1-1509	YDR434W
OG0001636	genemark-cer-_s301-processed-gene-0.106-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.106&CDS=1-3201	YER176W
OG0001637	snap_masked-cer-_s301-processed-gene-0.136-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.136&CDS=1-2403	YJL200C
OG0001638	genemark-cer-_s301-processed-gene-0.107-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.107&CDS=1-1527	YBR127C
OG0001639	genemark-cer-_s301-processed-gene-0.109-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.109&CDS=1-1119	YPR084W
OG0001640	genemark-cer-_s301-processed-gene-0.80-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.80&CDS=1-1515	YPR083W
OG0001641	genemark-cer-_s301-processed-gene-0.111-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.111&CDS=1-1416	YBR126C
OG0001642	genemark-cer-_s301-processed-gene-0.81-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.81&CDS=1-7722	YNL262W
OG0001643	genemark-cer-_s301-processed-gene-0.82-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.82&CDS=1-1440	YNL261W
OG0001644	genemark-cer-_s301-processed-gene-0.112-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.112&CDS=1-1089	YHR156C
OG0001645	genemark-cer-_s301-processed-gene-0.83-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.83&CDS=1-429	YNL260C
OG0001646	genemark-cer-_s301-processed-gene-0.115-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.115&CDS=1-1443	YOR155C
OG0001647	augustus_masked-cer-_s301-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-cer-_s301-processed-gene-0.58&CDS=1-1068	YLR017W
OG0001648	genemark-cer-_s301-processed-gene-0.119-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.119&CDS=1-1656	YOR245C
OG0001649	genemark-cer-_s301-processed-gene-0.85-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.85&CDS=1-2355	YLL004W
OG0001650	genemark-cer-_s301-processed-gene-0.86-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.86&CDS=1-753	YJR024C
OG0001651	genemark-cer-_s301-processed-gene-0.121-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.121&CDS=1-285	YJR022W
OG0001652	genemark-cer-_s302-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s302-processed-gene-0.18&CDS=1-867	YJR116W
OG0001653	genemark-cer-_s302-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s302-processed-gene-0.19&CDS=1-618	YFL038C
OG0001654	genemark-cer-_s304-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.26&CDS=1-465	YNL147W
OG0001655	genemark-cer-_s304-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.0&CDS=1-717	YNL148C
OG0001656	genemark-cer-_s304-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.1&CDS=1-393	YNL149C
OG0001657	genemark-cer-_s304-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.2&CDS=1-1548	YPR137W
OG0001658	genemark-cer-_s304-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.27&CDS=1-645	YNL151C
OG0001659	genemark-cer-_s304-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.3&CDS=1-1572	YNL152W
OG0001660	genemark-cer-_s304-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.5&CDS=1-552	YKR085C
OG0001661	genemark-cer-_s304-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.28&CDS=1-1911	YIL144W
OG0001662	genemark-cer-_s304-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.7&CDS=1-1059	YKR071C
OG0001663	genemark-cer-_s304-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.29&CDS=1-1227	YPR065W
OG0001664	augustus_masked-cer-_s304-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.122&CDS=1-924	YIL145C
OG0001665	genemark-cer-_s304-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.12&CDS=1-1122	YOR084W
OG0001666	genemark-cer-_s304-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.13&CDS=1-1074	YKR092C
OG0001667	genemark-cer-_s304-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.14&CDS=1-2580	YIL143C
OG0001668	snap_masked-cer-_s304-processed-gene-0.79-mRNA-1_1&gene=snap_masked-cer-_s304-processed-gene-0.79&CDS=1-516	YBL090W
OG0001669	augustus_masked-cer-_s304-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.125&CDS=1-1269	YNR051C
OG0001670	genemark-cer-_s304-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.34&CDS=1-660	YDR177W
OG0001671	augustus_masked-cer-_s304-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.127&CDS=1-6765	YCR093W
OG0001672	genemark-cer-_s304-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.15&CDS=1-699	YMR132C
OG0001673	augustus_masked-cer-_s304-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.129&CDS=1-252	YLR038C
OG0001674	genemark-cer-_s304-processed-gene-0.16-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.16&CDS=1-2034	YDR026C
OG0001675	genemark-cer-_s304-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.18&CDS=1-6369	YJL207C
OG0001676	genemark-cer-_s304-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.38&CDS=1-597	YKL001C
OG0001677	genemark-cer-_s304-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.20&CDS=1-915	YAR015W
OG0001678	genemark-cer-_s304-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.39&CDS=1-1887	YAR018C
OG0001679	genemark-cer-_s306-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.38&CDS=1-1206	YOR358W
OG0001680	genemark-cer-_s306-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.39&CDS=1-627	YLR178C
OG0001681	genemark-cer-_s306-processed-gene-0.47-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.47&CDS=1-429	YPR082C
OG0001682	genemark-cer-_s306-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.41&CDS=1-1062	YLR420W
OG0001683	genemark-cer-_s306-processed-gene-0.51-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.51&CDS=1-2541	YAL021C
OG0001684	genemark-cer-_s307-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s307-processed-gene-0.2&CDS=1-1551	YJL153C
OG0001685	augustus_masked-cer-_s307-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.37&CDS=1-3264	YOR349W
OG0001686	augustus_masked-cer-_s307-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.24&CDS=1-252	YMR286W
OG0001687	augustus_masked-cer-_s307-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.39&CDS=1-1545	YGL138C
OG0001688	genemark-cer-_s307-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s307-processed-gene-0.10&CDS=1-3540	YPL217C
OG0001689	genemark-cer-_s308-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s308-processed-gene-0.0&CDS=1-1095	YGR279C
OG0001690	genemark-cer-_s310-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s310-processed-gene-0.0&CDS=1-1314	YJR084W
OG0001691	genemark-cer-_s311-processed-gene-0.49-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.49&CDS=1-2094	YLR002C
OG0001692	genemark-cer-_s311-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.31&CDS=1-1566	YMR015C
OG0001693	snap_masked-cer-_s311-processed-gene-0.89-mRNA-1_1&gene=snap_masked-cer-_s311-processed-gene-0.89&CDS=1-1476	YHR183W
OG0001694	genemark-cer-_s311-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.32&CDS=1-2631	YJR010W
OG0001695	genemark-cer-_s311-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.34&CDS=1-525	YER134C
OG0001696	snap_masked-cer-_s311-processed-gene-0.75-mRNA-1_1&gene=snap_masked-cer-_s311-processed-gene-0.75&CDS=1-1059	YDL002C
OG0001697	augustus_masked-cer-_s311-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-cer-_s311-processed-gene-0.17&CDS=1-7548	YBL004W
OG0001698	genemark-cer-_s311-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.37&CDS=1-861	YDL001W
OG0001699	genemark-cer-_s311-processed-gene-0.54-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.54&CDS=1-1935	YDR208W
OG0001700	genemark-cer-_s311-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.40&CDS=1-912	YBR151W
OG0001701	genemark-cer-_s311-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.41&CDS=1-867	YIL124W
OG0001702	genemark-cer-_s311-processed-gene-0.60-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.60&CDS=1-2991	YIL125W
OG0001703	genemark-cer-_s311-processed-gene-0.61-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.61&CDS=1-522	YKR065C
OG0001704	maker-cer-_s311-augustus-gene-0.68-mRNA-1_1&gene=maker-cer-_s311-augustus-gene-0.68&CDS=1-1266	YNL316C
OG0001705	genemark-cer-_s311-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.62&CDS=1-342	YOL133W
OG0001706	genemark-cer-_s311-processed-gene-0.46-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.46&CDS=1-741	YOL135C
OG0001707	genemark-cer-_s311-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.63&CDS=1-2136	YKL135C
OG0001708	genemark-cer-_s311-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.64&CDS=1-549	YJR074W
OG0001709	genemark-cer-_s312-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.7&CDS=1-4371	YOR116C
OG0001710	snap_masked-cer-_s312-processed-gene-0.28-mRNA-1_1&gene=snap_masked-cer-_s312-processed-gene-0.28&CDS=1-321	YDR363W-A
OG0001711	genemark-cer-_s312-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.8&CDS=1-1275	YOR117W
OG0001712	genemark-cer-_s312-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.2&CDS=1-2568	YDR205W
OG0001713	genemark-cer-_s312-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.3&CDS=1-828	YLR243W
OG0001714	genemark-cer-_s312-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.6&CDS=1-1368	YDR190C
OG0001715	genemark-cer-_s312-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.10&CDS=1-1908	YDR189W
OG0001716	genemark-cer-_s312-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.13&CDS=1-1659	YDR188W
OG0001717	genemark-cer-_s313-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s313-processed-gene-0.5&CDS=1-1368	YBR110W
OG0001718	maker-cer-_s313-snap-gene-0.10-mRNA-1_1&gene=maker-cer-_s313-snap-gene-0.10&CDS=1-3465	YOR346W
OG0001719	genemark-cer-_s313-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s313-processed-gene-0.6&CDS=1-453	YBR109C
OG0001720	genemark-cer-_s316-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s316-processed-gene-0.5&CDS=1-1863	YOR273C
OG0001721	genemark-cer-_s318-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.28&CDS=1-1512	YER021W
OG0001722	genemark-cer-_s318-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.29&CDS=1-1719	YER022W
OG0001723	genemark-cer-_s318-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.34&CDS=1-501	YJR118C
OG0001724	snap_masked-cer-_s318-processed-gene-0.17-mRNA-1_1&gene=snap_masked-cer-_s318-processed-gene-0.17&CDS=1-780	YMR149W
OG0001725	genemark-cer-_s318-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.35&CDS=1-558	YMR150C
OG0001726	genemark-cer-_s318-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.31&CDS=1-1635	YOR037W
OG0001727	genemark-cer-_s318-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.37&CDS=1-717	YJL065C
OG0001728	genemark-cer-_s318-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.38&CDS=1-495	YBR282W
OG0001729	genemark-cer-_s32-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s32-processed-gene-0.1&CDS=1-1035	YJR105W
OG0001730	genemark-cer-_s320-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s320-processed-gene-0.11&CDS=1-498	YMR022W
OG0001731	genemark-cer-_s322-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s322-processed-gene-0.2&CDS=1-897	YOR251C
OG0001732	genemark-cer-_s324-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.28&CDS=1-1386	YPL247C
OG0001733	genemark-cer-_s324-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.30&CDS=1-429	YNL185C
OG0001734	snap_masked-cer-_s324-processed-gene-0.11-mRNA-1_1&gene=snap_masked-cer-_s324-processed-gene-0.11&CDS=1-1344	YNL181W
OG0001735	genemark-cer-_s324-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.31&CDS=1-1380	YNL182C
OG0001736	snap_masked-cer-_s324-processed-gene-0.6-mRNA-1_1&gene=snap_masked-cer-_s324-processed-gene-0.6&CDS=1-753	YDL213C
OG0001737	genemark-cer-_s324-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.33&CDS=1-630	YDL212W
OG0001738	genemark-cer-_s325-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.19&CDS=1-1983	YMR068W
OG0001739	genemark-cer-_s325-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.20&CDS=1-3126	YCR092C
OG0001740	genemark-cer-_s325-processed-gene-0.22-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.22&CDS=1-1572	YMR067C
OG0001741	genemark-cer-_s325-processed-gene-0.23-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.23&CDS=1-783	YEL009C
OG0001742	genemark-cer-_s325-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.36&CDS=1-993	YJL088W
OG0001743	genemark-cer-_s325-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.25&CDS=1-960	YNR003C
OG0001744	genemark-cer-_s325-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.38&CDS=1-804	YBR257W
OG0001745	genemark-cer-_s325-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s325-processed-gene-0.26&CDS=1-1227	YJL046W
OG0001746	genemark-cer-_s336-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s336-processed-gene-0.15&CDS=1-831	YFR050C
OG0001747	genemark-cer-_s336-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s336-processed-gene-0.12&CDS=1-966	YOR164C
OG0001748	genemark-cer-_s336-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s336-processed-gene-0.19&CDS=1-540	YOR163W
OG0001749	genemark-cer-_s336-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s336-processed-gene-0.13&CDS=1-636	YLR250W
OG0001750	genemark-cer-_s338-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s338-processed-gene-0.14&CDS=1-2073	YBR212W
OG0001751	genemark-cer-_s34-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s34-processed-gene-0.11&CDS=1-1452	YGL055W
OG0001752	genemark-cer-_s341-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s341-processed-gene-0.0&CDS=1-1209	YML018C
OG0001753	genemark-cer-_s341-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s341-processed-gene-0.1&CDS=1-1077	YML019W
OG0001754	genemark-cer-_s343-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s343-processed-gene-0.2&CDS=1-849	YHR187W
OG0001755	genemark-cer-_s343-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s343-processed-gene-0.1&CDS=1-3297	YMR288W
OG0001756	genemark-cer-_s343-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s343-processed-gene-0.3&CDS=1-753	YHR185C
OG0001757	genemark-cer-_s348-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.3&CDS=1-435	YPL225W
OG0001758	augustus_masked-cer-_s348-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-cer-_s348-processed-gene-0.63&CDS=1-945	YMR029C
OG0001759	genemark-cer-_s348-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.5&CDS=1-4287	YPL226W
OG0001760	genemark-cer-_s348-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.18&CDS=1-1665	YML086C
OG0001761	genemark-cer-_s348-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.7&CDS=1-1104	YPL181W
OG0001762	genemark-cer-_s348-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.19&CDS=1-1860	YGL095C
OG0001763	genemark-cer-_s348-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.20&CDS=1-3138	YLR389C
OG0001764	genemark-cer-_s348-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.10&CDS=1-615	YLR390W-A
OG0001765	augustus_masked-cer-_s348-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-cer-_s348-processed-gene-0.70&CDS=1-1560	YDL238C
OG0001766	genemark-cer-_s348-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.12&CDS=1-3225	YLR187W
OG0001767	genemark-cer-_s348-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.26&CDS=1-321	YDR510W
OG0001768	augustus_masked-cer-_s348-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-cer-_s348-processed-gene-0.72&CDS=1-2010	YNL279W
OG0001769	genemark-cer-_s348-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.27&CDS=1-2202	YNL218W
OG0001770	genemark-cer-_s348-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s348-processed-gene-0.14&CDS=1-1083	YML060W
OG0001771	genemark-cer-_s350-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s350-processed-gene-0.0&CDS=1-1332	YNR050C
OG0001772	genemark-cer-_s350-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s350-processed-gene-0.5&CDS=1-1470	YMR211W
OG0001773	genemark-cer-_s350-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s350-processed-gene-0.1&CDS=1-1050	YMR214W
