	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
OG0001427	YGR245C	augustus_masked-flattened_line_26-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.103&CDS=1-2358
OG0001428	YGR246C	snap_masked-flattened_line_42-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.50&CDS=1-1899
OG0001429	YGR247W	augustus_masked-flattened_line_96-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.72&CDS=1-735
OG0001430	YGR250C	augustus_masked-flattened_line_38-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.116&CDS=1-1836
OG0001431	YGR252W	snap_masked-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.31&CDS=1-1746
OG0001432	YGR253C	snap_masked-flattened_line_42-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.58&CDS=1-822
OG0001433	YGR255C	snap_masked-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.124&CDS=1-1446
OG0001434	YGR257C	augustus_masked-flattened_line_116-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.13&CDS=1-1125
OG0001435	YGR258C	maker-flattened_line_116-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.55&CDS=1-2079
OG0001436	YGR261C	genemark-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.4&CDS=1-2319
OG0001437	YGR262C	augustus_masked-flattened_line_26-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.119&CDS=1-771
OG0001438	YGR264C	augustus_masked-flattened_line_26-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.120&CDS=1-2238
OG0001439	YGR267C	snap_masked-flattened_line_26-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.162&CDS=1-864
OG0001440	YGR270W	snap_masked-flattened_line_42-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.3&CDS=1-3801
OG0001441	YGR271C-A	augustus_masked-flattened_line_42-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.167&CDS=1-672
OG0001442	YGR271W	augustus_masked-flattened_line_42-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.135&CDS=1-5607
OG0001443	YGR274C	augustus_masked-flattened_line_42-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.134&CDS=1-6246
OG0001444	YGR277C	snap_masked-flattened_line_34-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.124&CDS=1-864
OG0001445	YGR278W	augustus_masked-flattened_line_34-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.9&CDS=1-1350
OG0001446	YGR280C	augustus_masked-flattened_line_34-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.52&CDS=1-891
OG0001447	YGR282C	snap_masked-flattened_line_26-processed-gene-0.211-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.211&CDS=1-951
OG0001448	YGR284C	augustus_masked-flattened_line_42-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.169&CDS=1-1554
OG0001449	YGR285C	snap_masked-flattened_line_42-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.48&CDS=1-1314
OG0001450	YHL004W	snap_masked-flattened_line_16-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.16&CDS=1-1599
OG0001451	YHL008C	augustus_masked-flattened_line_84-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.21&CDS=1-1728
OG0001452	YHL009C	snap_masked-flattened_line_16-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.38&CDS=1-1029
OG0001453	YHL013C	augustus_masked-flattened_line_16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.116&CDS=1-1020
OG0001454	YHL015W	snap_masked-flattened_line_16-processed-gene-1.184-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.184&CDS=1-357
OG0001455	YHL016C	maker-flattened_line_6-snap-gene-0.109-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.109&CDS=1-3363
OG0001456	YHL019C	maker-flattened_line_16-snap-gene-1.215-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.215&CDS=1-1752
OG0001457	YHL020C	augustus_masked-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.84&CDS=1-1086
OG0001458	YHL022C	augustus_masked-flattened_line_82-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.31&CDS=1-1290
OG0001459	YHL023C	snap_masked-flattened_line_54-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.4&CDS=1-2580
OG0001460	YHL027W	snap_masked-flattened_line_112-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.41&CDS=1-1788
OG0001461	YHL028W	augustus_masked-flattened_line_112-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.63&CDS=1-1401
OG0001462	YHL029C	augustus_masked-flattened_line_112-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.46&CDS=1-2625
OG0001463	YHL031C	augustus_masked-flattened_line_112-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.49&CDS=1-630
OG0001464	YHL032C	augustus_masked-flattened_line_106-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.66&CDS=1-1791
OG0001465	YHL036W	augustus_masked-flattened_line_106-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.77&CDS=1-1866
OG0001466	YHL039W	snap_masked-flattened_line_18-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.7&CDS=1-1764
OG0001467	YHR001W-A	snap_masked-flattened_line_26-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.164&CDS=1-237
OG0001468	YHR002W	augustus_masked-flattened_line_22-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.6&CDS=1-1293
OG0001469	YHR005C	augustus_masked-flattened_line_171-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.9&CDS=1-1365
OG0001470	YHR005C-A	snap_masked-flattened_line_375-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_375-processed-gene-0.5&CDS=1-279
OG0001471	YHR007C	snap_masked-flattened_line_44-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.167&CDS=1-1593
OG0001472	YHR008C	snap_masked-flattened_line_44-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.160&CDS=1-696
OG0001473	YHR009C	maker-flattened_line_44-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.124&CDS=1-1635
OG0001474	YHR011W	snap_masked-flattened_line_142-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.22&CDS=1-1455
OG0001475	YHR012W	augustus_masked-flattened_line_142-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.3&CDS=1-918
OG0001476	YHR013C	snap_masked-flattened_line_142-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.36&CDS=1-729
OG0001477	YHR016C	snap_masked-flattened_line_4-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.122&CDS=1-1251
OG0001478	YHR018C	augustus_masked-flattened_line_4-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.75&CDS=1-1398
OG0001479	YHR019C	snap_masked-flattened_line_4-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.120&CDS=1-1635
OG0001480	YHR020W	augustus_masked-flattened_line_4-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.60&CDS=1-2028
OG0001481	YHR024C	augustus_masked-flattened_line_10-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.130&CDS=1-1497
OG0001482	YHR025W	snap_masked-flattened_line_10-processed-gene-1.169-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.169&CDS=1-1071
OG0001483	YHR026W	snap_masked-flattened_line_10-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.170&CDS=1-639
OG0001484	YHR027C	snap_masked-flattened_line_10-processed-gene-1.195-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.195&CDS=1-2865
OG0001485	YHR028C	augustus_masked-flattened_line_10-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.108&CDS=1-2496
OG0001486	YHR030C	snap_masked-flattened_line_10-processed-gene-1.173-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.173&CDS=1-1359
OG0001487	YHR031C	snap_masked-flattened_line_10-processed-gene-1.172-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.172&CDS=1-2346
OG0001488	YHR037W	snap_masked-flattened_line_10-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.179&CDS=1-1758
OG0001489	YHR039C	augustus_masked-flattened_line_10-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.116&CDS=1-1923
OG0001490	YHR039C-A	snap_masked-flattened_line_407-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_407-processed-gene-0.3&CDS=1-348
OG0001491	YHR042W	snap_masked-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.40&CDS=1-2055
OG0001492	YHR045W	augustus_masked-flattened_line_10-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.117&CDS=1-1590
OG0001493	YHR048W	maker-flattened_line_48-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.56&CDS=1-2766
OG0001494	YHR051W	snap_masked-flattened_line_48-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.14&CDS=1-435
OG0001495	YHR052W	augustus_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.105&CDS=1-1158
OG0001496	YHR058C	snap_masked-flattened_line_72-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.11&CDS=1-726
OG0001497	YHR059W	augustus_masked-flattened_line_72-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.130&CDS=1-462
OG0001498	YHR062C	snap_masked-flattened_line_72-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.8&CDS=1-996
OG0001499	YHR063C	augustus_masked-flattened_line_72-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.124&CDS=1-1140
OG0001500	YHR064C	snap_masked-flattened_line_72-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.29&CDS=1-1692
OG0001501	YHR065C	snap_masked-flattened_line_142-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.28&CDS=1-1470
OG0001502	YHR067W	genemark-flattened_line_150-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.8&CDS=1-807
OG0001503	YHR068W	snap_masked-flattened_line_150-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.16&CDS=1-1200
OG0001504	YHR069C	augustus_masked-flattened_line_150-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.40&CDS=1-1161
OG0001505	YHR070W	snap_masked-flattened_line_150-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.17&CDS=1-1569
OG0001506	YHR072W	augustus_masked-flattened_line_88-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.26&CDS=1-2172
OG0001507	YHR072W-A	genemark-flattened_line_88-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.36&CDS=1-168
OG0001508	YHR073W	augustus_masked-flattened_line_88-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.13&CDS=1-2901
OG0001509	YHR074W	snap_masked-flattened_line_72-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.13&CDS=1-2229
OG0001510	YHR075C	augustus_masked-flattened_line_72-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.131&CDS=1-1233
OG0001511	YHR079C	augustus_masked-flattened_line_357-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_357-processed-gene-0.3&CDS=1-519
OG0001512	YHR082C	genemark-flattened_line_46-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.104&CDS=1-2526
OG0001513	YHR084W	augustus_masked-flattened_line_46-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.169&CDS=1-1806
OG0001514	YHR085W	augustus_masked-flattened_line_46-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.170&CDS=1-1113
OG0001515	YHR088W	snap_masked-flattened_line_72-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.34&CDS=1-981
OG0001516	YHR089C	augustus_masked-flattened_line_72-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.109&CDS=1-645
OG0001517	YHR090C	snap_masked-flattened_line_142-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.31&CDS=1-936
OG0001518	YHR098C	augustus_masked-flattened_line_122-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.36&CDS=1-2961
OG0001519	YHR099W	genemark-flattened_line_122-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.5&CDS=1-11820
OG0001520	YHR100C	augustus_masked-flattened_line_122-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.27&CDS=1-645
OG0001521	YHR102W	snap_masked-flattened_line_36-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.181&CDS=1-4545
OG0001522	YHR104W	augustus_masked-flattened_line_185-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_185-processed-gene-0.16&CDS=1-912
OG0001523	YHR105W	snap_masked-flattened_line_58-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.161&CDS=1-693
OG0001524	YHR111W	augustus_masked-flattened_line_58-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.76&CDS=1-1944
OG0001525	YHR112C	snap_masked-flattened_line_40-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.35&CDS=1-1188
OG0001526	YHR113W	snap_masked-flattened_line_58-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.132&CDS=1-1518
OG0001527	YHR114W	augustus_masked-flattened_line_24-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.66&CDS=1-1827
OG0001528	YHR116W	snap_masked-flattened_line_24-processed-gene-0.201-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.201&CDS=1-423
OG0001529	YHR119W	augustus_masked-flattened_line_24-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.29&CDS=1-3681
OG0001530	YHR120W	augustus_masked-flattened_line_24-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.30&CDS=1-3117
OG0001531	YHR122W	snap_masked-flattened_line_24-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.209&CDS=1-729
OG0001532	YHR124W	augustus_masked-flattened_line_24-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.35&CDS=1-2430
OG0001533	YHR128W	maker-flattened_line_24-augustus-gene-0.189-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.189&CDS=1-1155
OG0001534	YHR132C	snap_masked-flattened_line_24-processed-gene-0.266-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.266&CDS=1-1329
OG0001535	YHR134W	augustus_masked-flattened_line_24-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.44&CDS=1-855
OG0001536	YHR140W	augustus_masked-flattened_line_86-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.4&CDS=1-726
OG0001537	YHR142W	augustus_masked-flattened_line_86-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.5&CDS=1-936
OG0001538	YHR143W-A	snap_masked-flattened_line_20-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.36&CDS=1-210
OG0001539	YHR144C	augustus_masked-flattened_line_20-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.184&CDS=1-1254
OG0001540	YHR147C	augustus_masked-flattened_line_34-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.18&CDS=1-801
OG0001541	YHR148W	snap_masked-flattened_line_34-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.128&CDS=1-294
OG0001542	YHR151C	augustus_masked-flattened_line_130-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.13&CDS=1-1593
OG0001543	YHR154W	augustus_masked-flattened_line_301-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_301-processed-gene-0.0&CDS=1-2406
OG0001544	YHR158C	snap_masked-flattened_line_26-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.220&CDS=1-3189
OG0001545	YHR164C	maker-flattened_line_26-snap-gene-0.221-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.221&CDS=1-4329
OG0001546	YHR165C	augustus_masked-flattened_line_42-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.149&CDS=1-7320
OG0001547	YHR166C	snap_masked-flattened_line_42-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.24&CDS=1-1812
OG0001548	YHR168W	maker-flattened_line_42-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.124&CDS=1-1770
OG0001549	YHR169W	augustus_masked-flattened_line_42-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.151&CDS=1-1695
OG0001550	YHR170W	snap_masked-flattened_line_42-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.29&CDS=1-1536
OG0001551	YHR171W	augustus_masked-flattened_line_42-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.153&CDS=1-1770
OG0001552	YHR172W	augustus_masked-flattened_line_42-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.155&CDS=1-2625
OG0001553	YHR174W	snap_masked-flattened_line_42-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.34&CDS=1-1314
OG0001554	YHR175W	snap_masked-flattened_line_42-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.35&CDS=1-435
OG0001555	YHR176W	snap_masked-flattened_line_28-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.55&CDS=1-1503
OG0001556	YHR178W	augustus_masked-flattened_line_42-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.180&CDS=1-2013
OG0001557	YHR181W	genemark-flattened_line_36-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.111&CDS=1-702
OG0001558	YHR183W	snap_masked-flattened_line_116-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.68&CDS=1-1479
OG0001559	YHR185C	augustus_masked-flattened_line_116-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.19&CDS=1-732
OG0001560	YHR186C	snap_masked-flattened_line_26-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.153&CDS=1-4845
OG0001561	YHR187W	snap_masked-flattened_line_26-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.193&CDS=1-969
OG0001562	YHR188C	snap_masked-flattened_line_26-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.152&CDS=1-1851
