	Kluyveromyces_lactis	Saccharomyces_cerevisiae
OG0002225	snap_masked-CR382124-processed-gene-12.125-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-12.125&CDS=1-696	YPR109W
OG0002226	augustus_masked-CR382124-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.42&CDS=1-1002	YPR110C
OG0002227	augustus_masked-CR382124-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.23&CDS=1-1401	YGR091W
OG0002228	augustus_masked-CR382124-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.25&CDS=1-1521	YGR093W
OG0002229	augustus_masked-CR382124-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.43&CDS=1-2634	YPR112C
OG0002230	augustus_masked-CR382124-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.26&CDS=1-3186	YGR094W
OG0002231	augustus_masked-CR382124-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.44&CDS=1-675	YGR095C
OG0002232	augustus_masked-CR382124-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.27&CDS=1-951	YGR096W
OG0002233	augustus_masked-CR382124-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.28&CDS=1-675	YPR113W
OG0002234	augustus_masked-CR382124-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.29&CDS=1-984	YPR114W
OG0002235	genemark-CR382124-processed-gene-12.86-mRNA-1_1&gene=genemark-CR382124-processed-gene-12.86&CDS=1-846	YPR116W
OG0002236	augustus_masked-CR382124-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-12.46&CDS=1-4773	YGR098C
OG0002237	snap_masked-CR382124-processed-gene-13.104-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.104&CDS=1-1998	YGR099W
OG0002238	augustus_masked-CR382124-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.3&CDS=1-2832	YGR100W
OG0002239	snap_masked-CR382124-processed-gene-13.107-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.107&CDS=1-1029	YGR101W
OG0002240	augustus_masked-CR382124-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.6&CDS=1-522	YGR102C
OG0002241	augustus_masked-CR382124-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.5&CDS=1-1815	YGR103W
OG0002242	augustus_masked-CR382124-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.7&CDS=1-765	YGR104C
OG0002243	augustus_masked-CR382124-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.8&CDS=1-231	YGR105W
OG0002244	augustus_masked-CR382124-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.28&CDS=1-801	YGR106C
OG0002245	augustus_masked-CR382124-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.29&CDS=1-2607	YPR194C
OG0002246	snap_masked-CR382124-processed-gene-13.114-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.114&CDS=1-1221	YPR118W
OG0002247	augustus_masked-CR382124-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.12&CDS=1-1617	YPR119W
OG0002248	snap_masked-CR382124-processed-gene-13.118-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.118&CDS=1-3510	YPR122W
OG0002249	augustus_masked-CR382124-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.15&CDS=1-1185	YGR111W
OG0002250	augustus_masked-CR382124-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.16&CDS=1-363	YBR253W
OG0002251	augustus_masked-CR382124-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.17&CDS=1-1473	YIR010W
OG0002252	augustus_masked-CR382124-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.31&CDS=1-474	YBR254C
OG0002253	augustus_masked-CR382124-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.18&CDS=1-1632	YBR255W
OG0002254	augustus_masked-CR382124-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.32&CDS=1-360	YBR255C-A
OG0002255	augustus_masked-CR382124-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.33&CDS=1-999	YIR011C
OG0002256	augustus_masked-CR382124-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.19&CDS=1-1293	YIR012W
OG0002257	augustus_masked-CR382124-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.34&CDS=1-705	YBR256C
OG0002258	augustus_masked-CR382124-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.36&CDS=1-624	YIL016W
OG0002259	snap_masked-CR382124-processed-gene-13.124-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.124&CDS=1-2841	YIL017C
OG0002260	augustus_masked-CR382124-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.21&CDS=1-3105	YFR030W
OG0002261	augustus_masked-CR382124-processed-gene-13.37-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.37&CDS=1-3510	YFR031C
OG0002262	snap_masked-CR382124-processed-gene-13.143-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.143&CDS=1-1275	YFR032C
OG0002263	augustus_masked-CR382124-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.39&CDS=1-516	YFR032C-A
OG0002264	augustus_masked-CR382124-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.40&CDS=1-2067	YFR034C
OG0002265	snap_masked-CR382124-processed-gene-13.147-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.147&CDS=1-942	YIL019W
OG0002266	augustus_masked-CR382124-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.22&CDS=1-801	YIL020C
OG0002267	augustus_masked-CR382124-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.42&CDS=1-921	YIL021W
OG0002268	augustus_masked-CR382124-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.43&CDS=1-1254	YIL022W
OG0002269	augustus_masked-CR382124-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.44&CDS=1-2613	YGR130C
OG0002270	genemark-CR382124-processed-gene-13.100-mRNA-1_1&gene=genemark-CR382124-processed-gene-13.100&CDS=1-816	YGR132C
OG0002271	snap_masked-CR382124-processed-gene-13.152-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-13.152&CDS=1-2091	YLR127C
OG0002272	augustus_masked-CR382124-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.25&CDS=1-753	YLR128W
OG0002273	augustus_masked-CR382124-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.26&CDS=1-1533	YDR145W
OG0002274	augustus_masked-CR382124-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.27&CDS=1-2808	YLR129W
OG0002275	augustus_masked-CR382124-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.47&CDS=1-1587	YJL153C
OG0002276	augustus_masked-CR382124-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-13.48&CDS=1-1242	YLR130C
OG0002277	augustus_masked-CR382124-processed-gene-14.4-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.4&CDS=1-852	YLR132C
OG0002278	augustus_masked-CR382124-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.0&CDS=1-1611	YLR133W
OG0002279	augustus_masked-CR382124-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.5&CDS=1-1404	YDR148C
OG0002280	snap_masked-CR382124-processed-gene-14.91-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-14.91&CDS=1-2076	YLR135W
OG0002281	augustus_masked-CR382124-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.2&CDS=1-7413	YDR150W
OG0002282	augustus_masked-CR382124-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.7&CDS=1-801	YDR152W
OG0002283	augustus_masked-CR382124-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.30&CDS=1-1197	YDR153C
OG0002284	augustus_masked-CR382124-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.31&CDS=1-486	YDR155C
OG0002285	augustus_masked-CR382124-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.8&CDS=1-477	YDR156W
OG0002286	augustus_masked-CR382124-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.9&CDS=1-1092	YDR158W
OG0002287	augustus_masked-CR382124-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.10&CDS=1-966	YLR137W
OG0002288	augustus_masked-CR382124-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.11&CDS=1-3852	YDR159W
OG0002289	augustus_masked-CR382124-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.12&CDS=1-2703	YLR138W
OG0002290	augustus_masked-CR382124-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.14&CDS=1-1122	YDR161W
OG0002291	augustus_masked-CR382124-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.32&CDS=1-681	YDR162C
OG0002292	augustus_masked-CR382124-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.15&CDS=1-561	YDR163W
OG0002293	augustus_masked-CR382124-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.33&CDS=1-2046	YLR139C
OG0002294	augustus_masked-CR382124-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.16&CDS=1-1620	YLR141W
OG0002295	augustus_masked-CR382124-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.17&CDS=1-1401	YLR142W
OG0002296	augustus_masked-CR382124-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.18&CDS=1-2088	YLR143W
OG0002297	augustus_masked-CR382124-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.34&CDS=1-2103	YDR164C
OG0002298	augustus_masked-CR382124-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.20&CDS=1-648	YLR145W
OG0002299	augustus_masked-CR382124-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.36&CDS=1-888	YLR146C
OG0002300	augustus_masked-CR382124-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.21&CDS=1-1329	YDR165W
OG0002301	augustus_masked-CR382124-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.37&CDS=1-2757	YDR166C
OG0002302	augustus_masked-CR382124-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.38&CDS=1-300	YLR147C
OG0002303	augustus_masked-CR382124-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.23&CDS=1-2763	YLR148W
OG0002304	augustus_masked-CR382124-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.24&CDS=1-576	YDR167W
OG0002305	augustus_masked-CR382124-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.25&CDS=1-1485	YDR168W
OG0002306	augustus_masked-CR382124-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.39&CDS=1-1971	YLR149C
OG0002307	augustus_masked-CR382124-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.40&CDS=1-1527	YDR169C
OG0002308	augustus_masked-CR382124-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.26&CDS=1-747	YLR150W
OG0002309	augustus_masked-CR382124-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.41&CDS=1-987	YLR151C
OG0002310	augustus_masked-CR382124-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.42&CDS=1-1836	YLR152C
OG0002311	augustus_masked-CR382124-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.44&CDS=1-5544	YDR170C
OG0002312	augustus_masked-CR382124-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.28&CDS=1-1026	YDR173C
OG0002313	augustus_masked-CR382124-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-14.45&CDS=1-2100	YDR172W
OG0002314	augustus_masked-CR382124-processed-gene-15.0-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.0&CDS=1-1185	YDR171W
OG0002315	augustus_masked-CR382124-processed-gene-15.2-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.2&CDS=1-732	YDR174W
OG0002316	augustus_masked-CR382124-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.19&CDS=1-909	YDR175C
OG0002317	augustus_masked-CR382124-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.3&CDS=1-1914	YDR176W
OG0002318	augustus_masked-CR382124-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.20&CDS=1-1407	YLR163C
OG0002319	augustus_masked-CR382124-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.4&CDS=1-492	YLR164W
OG0002320	augustus_masked-CR382124-processed-gene-15.21-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.21&CDS=1-474	YDR179C
OG0002321	snap_masked-CR382124-processed-gene-15.87-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.87&CDS=1-1305	YDR179W-A
OG0002322	augustus_masked-CR382124-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.22&CDS=1-897	YLR165C
OG0002323	snap_masked-CR382124-processed-gene-15.88-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.88&CDS=1-4440	YDR180W
OG0002324	snap_masked-CR382124-processed-gene-15.107-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.107&CDS=1-1014	YDR181C
OG0002325	augustus_masked-CR382124-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.6&CDS=1-1239	YDR182W
OG0002326	augustus_masked-CR382124-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.24&CDS=1-2451	YLR166C
OG0002327	augustus_masked-CR382124-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.7&CDS=1-663	YDR183W
OG0002328	augustus_masked-CR382124-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.25&CDS=1-837	YDR184C
OG0002329	augustus_masked-CR382124-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.26&CDS=1-705	YLR168C
OG0002330	augustus_masked-CR382124-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.27&CDS=1-2130	YDR186C
OG0002331	snap_masked-CR382124-processed-gene-15.91-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.91&CDS=1-441	YLR245C
OG0002332	augustus_masked-CR382124-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.8&CDS=1-1125	YLR244C
OG0002333	augustus_masked-CR382124-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.9&CDS=1-1632	YDR188W
OG0002334	augustus_masked-CR382124-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.10&CDS=1-1926	YDR189W
OG0002335	augustus_masked-CR382124-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.28&CDS=1-1371	YDR190C
OG0002336	augustus_masked-CR382124-processed-gene-15.11-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.11&CDS=1-1197	YDR191W
OG0002337	augustus_masked-CR382124-processed-gene-15.29-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.29&CDS=1-903	YLR243W
OG0002338	augustus_masked-CR382124-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.30&CDS=1-1776	YDR192C
OG0002339	snap_masked-CR382124-processed-gene-15.96-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.96&CDS=1-906	YLR242C
OG0002340	augustus_masked-CR382124-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.31&CDS=1-4860	YLR241W
OG0002341	augustus_masked-CR382124-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.32&CDS=1-2055	YDR194C
OG0002342	augustus_masked-CR382124-processed-gene-15.12-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.12&CDS=1-1395	YDR195W
OG0002343	augustus_masked-CR382124-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.33&CDS=1-858	YDR196C
OG0002344	snap_masked-CR382124-processed-gene-15.98-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-15.98&CDS=1-1110	YDR197W
OG0002345	augustus_masked-CR382124-processed-gene-15.34-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.34&CDS=1-1383	YDR198C
OG0002346	augustus_masked-CR382124-processed-gene-15.14-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.14&CDS=1-996	YLR239C
OG0002347	augustus_masked-CR382124-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.35&CDS=1-1401	YLR238W
OG0002348	augustus_masked-CR382124-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.15&CDS=1-459	YDR201W
OG0002349	augustus_masked-CR382124-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.36&CDS=1-1065	YDR202C
OG0002350	augustus_masked-CR382124-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-15.16&CDS=1-996	YDR204W
OG0002351	augustus_masked-CR382124-processed-gene-16.58-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.58&CDS=1-2247	YNL201C
OG0002352	augustus_masked-CR382124-processed-gene-16.61-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.61&CDS=1-870	YNL202W
OG0002353	augustus_masked-CR382124-processed-gene-16.59-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.59&CDS=1-1071	YDL226C
OG0002354	augustus_masked-CR382124-processed-gene-16.60-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.60&CDS=1-1377	YNL206C
OG0002355	augustus_masked-CR382124-processed-gene-16.63-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.63&CDS=1-1266	YNL207W
OG0002356	snap_masked-CR382124-processed-gene-16.29-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.29&CDS=1-813	YNL210W
OG0002357	augustus_masked-CR382124-processed-gene-16.85-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.85&CDS=1-837	YDL230W
OG0002358	augustus_masked-CR382124-processed-gene-16.64-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.64&CDS=1-3135	YDL231C
OG0002359	snap_masked-CR382124-processed-gene-16.7-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.7&CDS=1-258	YNL211C
OG0002360	snap_masked-CR382124-processed-gene-16.32-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.32&CDS=1-867	YNL212W
OG0002361	augustus_masked-CR382124-processed-gene-16.65-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.65&CDS=1-726	YNL213C
OG0002362	snap_masked-CR382124-processed-gene-16.33-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.33&CDS=1-552	YNL214W
OG0002363	augustus_masked-CR382124-processed-gene-16.87-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.87&CDS=1-2121	YDL233W
OG0002364	augustus_masked-CR382124-processed-gene-16.66-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.66&CDS=1-2226	YDL234C
OG0002365	augustus_masked-CR382124-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.89&CDS=1-1998	YNL216W
OG0002366	snap_masked-CR382124-processed-gene-16.37-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.37&CDS=1-930	YNL217W
OG0002367	augustus_masked-CR382124-processed-gene-16.67-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.67&CDS=1-405	YDL235C
OG0002368	augustus_masked-CR382124-processed-gene-16.91-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.91&CDS=1-1677	YNL218W
OG0002369	augustus_masked-CR382124-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.92&CDS=1-927	YDL236W
OG0002370	snap_masked-CR382124-processed-gene-16.11-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.11&CDS=1-1659	YNL219C
OG0002371	augustus_masked-CR382124-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.93&CDS=1-1296	YNL220W
OG0002372	augustus_masked-CR382124-processed-gene-16.69-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.69&CDS=1-2451	YNL221C
OG0002373	augustus_masked-CR382124-processed-gene-16.94-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.94&CDS=1-1257	YDL237W
OG0002374	augustus_masked-CR382124-processed-gene-16.70-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.70&CDS=1-1488	YDL238C
OG0002375	augustus_masked-CR382124-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.95&CDS=1-621	YNL222W
OG0002376	augustus_masked-CR382124-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.96&CDS=1-1350	YNL223W
OG0002377	augustus_masked-CR382124-processed-gene-16.71-mRNA-1_1&gene=augustus_masked-CR382124-processed-gene-16.71&CDS=1-2220	YNL224C
OG0002378	snap_masked-CR382124-processed-gene-16.15-mRNA-1_1&gene=snap_masked-CR382124-processed-gene-16.15&CDS=1-2262	YNL225C
