	Millerozyma_acaciae	Saccharomyces_cerevisiae
OG0001532	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.17&CDS=1-1101	YNL128W
OG0001533	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.81&CDS=1-2643	YNL127W
OG0001534	-processed-gene-2.82-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.82&CDS=1-453	YNL131W
OG0001535	-processed-gene-2.106-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.106&CDS=1-1185	YHR123W
OG0001536	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.84&CDS=1-1857	YOR329C
OG0001537	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.85&CDS=1-2475	YDL028C
OG0001538	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.108&CDS=1-1176	YDL029W
OG0001539	-processed-gene-2.109-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.109&CDS=1-1113	YJL125C
OG0001540	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.86&CDS=1-528	YJL124C
OG0001541	-processed-gene-2.87-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.87&CDS=1-1200	YPR108W
OG0001542	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.89&CDS=1-579	YEL012W
OG0001543	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.50&CDS=1-1071	YCR019W
OG0001544	-processed-gene-2.91-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.91&CDS=1-2463	YJL094C
OG0001545	-processed-gene-2.114-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.114&CDS=1-1254	YDR517W
OG0001546	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.93&CDS=1-489	YBR282W
OG0001547	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.94&CDS=1-738	YBR278W
OG0001548	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.53&CDS=1-3690	YKL033W
OG0001549	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.117&CDS=1-834	YMR149W
OG0001550	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.97&CDS=1-492	YJR118C
OG0001551	-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.170&CDS=1-3204	YER021W
OG0001552	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.121&CDS=1-624	YFL038C
OG0001553	-processed-gene-2.122-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.122&CDS=1-861	YJR116W
OG0001554	-processed-gene-2.99-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.99&CDS=1-1041	YJR105W
OG0001555	-processed-gene-2.100-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.100&CDS=1-3300	YEL055C
OG0001556	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.101&CDS=1-1011	YBR231C
OG0001557	-processed-gene-2.102-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-2.102&CDS=1-1452	YBR233W
OG0001558	-processed-gene-3.117-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.117&CDS=1-2136	YGL114W
OG0001559	-processed-gene-3.120-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.120&CDS=1-468	YMR158W
OG0001560	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.114&CDS=1-828	YMR157C
OG0001561	-processed-gene-3.121-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.121&CDS=1-804	YMR156C
OG0001562	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.115&CDS=1-678	YDL098C
OG0001563	-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.86&CDS=1-2055	YIR029W
OG0001564	-augustus-gene-3.55-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-3.55&CDS=1-447	YLL050C
OG0001565	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.33&CDS=1-552	YLR109W
OG0001566	-processed-gene-3.126-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.126&CDS=1-9093	YLR087C
OG0001567	-processed-gene-3.148-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.148&CDS=1-351	YDR115W
OG0001568	-processed-gene-3.128-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.128&CDS=1-4227	YLR086W
OG0001569	-processed-gene-3.149-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.149&CDS=1-1068	YLR405W
OG0001570	-processed-gene-3.150-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.150&CDS=1-1899	YLR399C
OG0001571	-processed-gene-3.151-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.151&CDS=1-2070	YDL074C
OG0001572	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.129&CDS=1-2928	YBR229C
OG0001573	-processed-gene-3.152-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.152&CDS=1-786	YLR412W
OG0001574	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.131&CDS=1-1440	YKL181W
OG0001575	-processed-gene-3.132-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.132&CDS=1-3435	YLR410W
OG0001576	-processed-gene-3.134-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.134&CDS=1-1110	YPR035W
OG0001577	-processed-gene-3.136-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.136&CDS=1-1185	YHR002W
OG0001578	-processed-gene-3.154-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.154&CDS=1-669	YGR147C
OG0001579	-processed-gene-3.155-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.155&CDS=1-1323	YKL027W
OG0001580	-processed-gene-3.157-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.157&CDS=1-1572	YLR324W
OG0001581	-processed-gene-3.137-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.137&CDS=1-1116	YLR325C
OG0001582	-processed-gene-3.158-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.158&CDS=1-1206	YGR005C
OG0001583	-processed-gene-3.138-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.138&CDS=1-1767	YGL017W
OG0001584	-augustus-gene-3.56-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-3.56&CDS=1-1152	YGR007W
OG0001585	-augustus-gene-3.57-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-3.57&CDS=1-1323	YLR326W
OG0001586	-processed-gene-3.139-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.139&CDS=1-693	YGL018C
OG0001587	-processed-gene-3.162-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.162&CDS=1-846	YGL019W
OG0001588	-processed-gene-3.140-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-3.140&CDS=1-618	YGL020C
OG0001589	-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.120&CDS=1-5988	YGL202W
OG0001590	-processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.61&CDS=1-1212	YGL184C
OG0001591	-processed-gene-4.62-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.62&CDS=1-1878	YAR007C
OG0001592	-processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.65&CDS=1-2997	YGL016W
OG0001593	-processed-gene-4.70-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.70&CDS=1-798	YIL106W
OG0001594	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.91&CDS=1-1515	YMR285C
OG0001595	-processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.71&CDS=1-1020	YDR498C
OG0001596	-processed-gene-4.92-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.92&CDS=1-1053	YMR315W
OG0001597	-processed-gene-4.72-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.72&CDS=1-2523	YPL190C
OG0001598	-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.144&CDS=1-1518	YDR168W
OG0001599	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.95&CDS=1-2172	YGL245W
OG0001600	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-4.0&CDS=1-3222	YFR048W
OG0001601	-processed-gene-4.75-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.75&CDS=1-699	YFR007W
OG0001602	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.97&CDS=1-3501	YPR010C
OG0001603	-processed-gene-4.76-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.76&CDS=1-795	YGR024C
OG0001604	-processed-gene-4.99-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.99&CDS=1-2385	YOR168W
OG0001605	-processed-gene-4.80-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.80&CDS=1-1707	YGL244W
OG0001606	-processed-gene-4.81-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.81&CDS=1-258	YGR037C
OG0001607	-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.153&CDS=1-438	YLR050C
OG0001608	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.82&CDS=1-777	YLR059C
OG0001609	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.102&CDS=1-5118	YFL033C
OG0001610	-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.157&CDS=1-741	YMR043W
OG0001611	-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.158&CDS=1-1308	YMR044W
OG0001612	-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.135&CDS=1-2820	YGL203C
OG0001613	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.86&CDS=1-2109	YDR452W
OG0001614	-processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.87&CDS=1-927	YLR340W
OG0001615	-processed-gene-4.108-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.108&CDS=1-405	YPL013C
OG0001616	-processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.109&CDS=1-3594	YPL012W
OG0001617	-processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-4.110&CDS=1-1899	YIL001W
OG0001618	-processed-gene-5.109-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.109&CDS=1-2841	YNL082W
OG0001619	-processed-gene-5.110-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.110&CDS=1-1641	YNL083W
OG0001620	-processed-gene-5.107-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.107&CDS=1-1578	YIL142W
OG0001621	-processed-gene-5.111-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.111&CDS=1-1110	YER027C
OG0001622	-processed-gene-5.108-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.108&CDS=1-1302	YFL026W
OG0001623	-processed-gene-5.135-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.135&CDS=1-1464	YIL090W
OG0001624	-processed-gene-5.113-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.113&CDS=1-2211	YIL091C
OG0001625	-processed-gene-5.114-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.114&CDS=1-792	YNL032W
OG0001626	-processed-gene-5.136-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.136&CDS=1-459	YIL087C
OG0001627	-augustus-gene-5.52-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-5.52&CDS=1-2382	YJL127C
OG0001628	-augustus-gene-5.53-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-5.53&CDS=1-3909	YKR050W
OG0001629	-processed-gene-5.121-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.121&CDS=1-3468	YER093C
OG0001630	-processed-gene-5.122-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.122&CDS=1-819	YJL115W
OG0001631	-snap-gene-5.102-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-snap-gene-5.102&CDS=1-1968	YBR287W
OG0001632	-processed-gene-5.126-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.126&CDS=1-1524	YIL097W
OG0001633	-processed-gene-5.144-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.144&CDS=1-900	YIL096C
OG0001634	-processed-gene-5.41-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.41&CDS=1-2166	YDL122W
OG0001635	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.91&CDS=1-1296	YNL016W
OG0001636	-processed-gene-5.127-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.127&CDS=1-1227	YML005W
OG0001637	-processed-gene-5.146-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.146&CDS=1-1038	YIL083C
OG0001638	-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.76&CDS=1-2544	YNL025C
OG0001639	-processed-gene-5.132-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.132&CDS=1-2745	YGL216W
OG0001640	-processed-gene-5.148-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.148&CDS=1-786	YNL208W
OG0001641	-processed-gene-5.149-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.149&CDS=1-1875	YBL061C
OG0001642	-processed-gene-5.150-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.150&CDS=1-729	YER100W
OG0001643	-processed-gene-5.153-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.153&CDS=1-846	YNL155W
OG0001644	-processed-gene-5.134-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-5.134&CDS=1-945	YHR062C
OG0001645	-processed-gene-6.37-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.37&CDS=1-885	YNL232W
OG0001646	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.38&CDS=1-3555	YNL233W
OG0001647	-processed-gene-6.39-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.39&CDS=1-1101	YNL234W
OG0001648	-processed-gene-6.40-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.40&CDS=1-744	YGL123W
OG0001649	-processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.58&CDS=1-1299	YGL122C
OG0001650	-processed-gene-6.59-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.59&CDS=1-3027	YGL140C
OG0001651	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.60&CDS=1-1710	YGL119W
OG0001652	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.61&CDS=1-717	YOR095C
OG0001653	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.62&CDS=1-1806	YHR114W
OG0001654	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.9&CDS=1-2187	YNL094W
OG0001655	-processed-gene-6.63-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.63&CDS=1-993	YOR091W
OG0001656	-processed-gene-6.64-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.64&CDS=1-8259	YIL129C
OG0001657	-processed-gene-6.44-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.44&CDS=1-3315	YIL128W
OG0001658	-processed-gene-6.65-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.65&CDS=1-570	YIL127C
OG0001659	-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.101&CDS=1-1185	YGL004C
OG0001660	-processed-gene-6.67-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.67&CDS=1-3426	YGL006W
OG0001661	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.68&CDS=1-4311	YJR033C
OG0001662	-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.86&CDS=1-1836	YJR034W
OG0001663	-processed-gene-6.52-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.52&CDS=1-3759	YML049C
OG0001664	-processed-gene-6.70-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.70&CDS=1-1356	YAR003W
OG0001665	-processed-gene-6.19-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.19&CDS=1-4317	YAL002W
OG0001666	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-6.55&CDS=1-2688	YGL008C
OG0001667	-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.97&CDS=1-3810	YGL012W
OG0001668	-processed-gene-7.15-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.15&CDS=1-741	YGL011C
OG0001669	-processed-gene-7.16-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.16&CDS=1-2193	YMR036C
OG0001670	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.31&CDS=1-2706	YKR009C
OG0001671	-processed-gene-7.32-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.32&CDS=1-2247	YDL164C
OG0001672	-processed-gene-7.33-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.33&CDS=1-1398	YMR033W
OG0001673	-processed-gene-7.36-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.36&CDS=1-495	YER093C-A
OG0001674	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.38&CDS=1-1467	YKL062W
OG0001675	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.41&CDS=1-1755	YNL115C
OG0001676	-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.103&CDS=1-1017	YGL212W
OG0001677	-processed-gene-7.42-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.42&CDS=1-1335	YER152C
OG0001678	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.43&CDS=1-1416	YNL206C
OG0001679	-processed-gene-7.22-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.22&CDS=1-2529	YER151C
OG0001680	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.45&CDS=1-2301	YNL221C
OG0001681	-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.125&CDS=1-663	YNL222W
OG0001682	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.47&CDS=1-1443	YNL223W
OG0001683	-processed-gene-7.23-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.23&CDS=1-2472	YNL224C
OG0001684	-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.127&CDS=1-1707	YNL227C
OG0001685	-processed-gene-7.25-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.25&CDS=1-1737	YER087W
OG0001686	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.49&CDS=1-270	YER019C-A
OG0001687	-processed-gene-7.26-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.26&CDS=1-2082	YBL051C
OG0001688	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.50&CDS=1-1230	YBL055C
OG0001689	-augustus-gene-7.1-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-7.1&CDS=1-1293	YBL057C
OG0001690	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.51&CDS=1-1641	YBL054W
OG0001691	-snap-gene-7.9-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-snap-gene-7.9&CDS=1-4509	YER090W
OG0001692	-augustus-gene-7.4-mRNA-1_1&gene=maker-gi|1002316185|dbj|BCKO01000004.1|-augustus-gene-7.4&CDS=1-1110	YBL058W
OG0001693	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.54&CDS=1-2301	YER091C
OG0001694	-processed-gene-7.55-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-7.55&CDS=1-1128	YML048W
OG0001695	-processed-gene-8.102-mRNA-1_1&gene=snap_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.102&CDS=1-1845	YJR053W
OG0001696	-processed-gene-8.34-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.34&CDS=1-1305	YER019W
OG0001697	-processed-gene-8.35-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.35&CDS=1-492	YHR175W
OG0001698	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.61&CDS=1-3708	YDR211W
OG0001699	-processed-gene-8.12-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.12&CDS=1-1254	YDL128W
OG0001700	-processed-gene-8.36-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.36&CDS=1-1662	YDR212W
OG0001701	-processed-gene-8.37-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.37&CDS=1-573	YLR229C
OG0001702	-processed-gene-8.38-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.38&CDS=1-1863	YLR228C
OG0001703	-processed-gene-8.15-mRNA-1_1&gene=genemark-gi|1002316185|dbj|BCKO01000004.1|-processed-gene-8.15&CDS=1-429	YGR174C
