	Candida_tanzawaensis	Saccharomyces_cerevisiae
OG0001899	augustus_masked-scaffold_3-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.28&CDS=1-1269	YJR065C
OG0001900	augustus_masked-scaffold_3-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.29&CDS=1-1659	YJR064W
OG0001901	augustus_masked-scaffold_3-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.4&CDS=1-948	YJR070C
OG0001902	augustus_masked-scaffold_3-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.30&CDS=1-369	YJR063W
OG0001903	augustus_masked-scaffold_3-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.31&CDS=1-750	YKL206C
OG0001904	augustus_masked-scaffold_3-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.33&CDS=1-507	YGL068W
OG0001905	augustus_masked-scaffold_3-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.7&CDS=1-300	YGL070C
OG0001906	augustus_masked-scaffold_3-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.36&CDS=1-732	YNL010W
OG0001907	augustus_masked-scaffold_3-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.8&CDS=1-1758	YLR248W
OG0001908	augustus_masked-scaffold_3-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.9&CDS=1-5163	YLR247C
OG0001909	genemark-scaffold_3-processed-gene-13.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.95&CDS=1-738	YNL312W
OG0001910	augustus_masked-scaffold_3-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.38&CDS=1-1389	YNR023W
OG0001911	augustus_masked-scaffold_3-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.39&CDS=1-1002	YBR046C
OG0001912	augustus_masked-scaffold_3-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.40&CDS=1-696	YOR319W
OG0001913	genemark-scaffold_3-processed-gene-13.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.99&CDS=1-1116	YHR040W
OG0001914	augustus_masked-scaffold_3-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.13&CDS=1-690	YNR022C
OG0001915	augustus_masked-scaffold_3-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.42&CDS=1-1125	YNR021W
OG0001916	augustus_masked-scaffold_3-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.43&CDS=1-666	YCR051W
OG0001917	augustus_masked-scaffold_3-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.15&CDS=1-693	YNR020C
OG0001918	augustus_masked-scaffold_3-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.18&CDS=1-885	YPR069C
OG0001919	augustus_masked-scaffold_3-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.20&CDS=1-2121	YOR329C
OG0001920	augustus_masked-scaffold_3-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.21&CDS=1-1395	YER081W
OG0001921	augustus_masked-scaffold_3-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.22&CDS=1-2847	YIL075C
OG0001922	augustus_masked-scaffold_3-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.49&CDS=1-624	YHR189W
OG0001923	augustus_masked-scaffold_3-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.87&CDS=1-1479	YML102W
OG0001924	augustus_masked-scaffold_3-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.91&CDS=1-576	YMR264W
OG0001925	augustus_masked-scaffold_3-processed-gene-14.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.92&CDS=1-507	YMR263W
OG0001926	augustus_masked-scaffold_3-processed-gene-14.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.88&CDS=1-1437	YFL016C
OG0001927	augustus_masked-scaffold_3-processed-gene-14.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.94&CDS=1-624	YOL008W
OG0001928	augustus_masked-scaffold_3-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.95&CDS=1-1512	YCR054C
OG0001929	augustus_masked-scaffold_3-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.112&CDS=1-1521	YCR053W
OG0001930	augustus_masked-scaffold_3-processed-gene-14.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.96&CDS=1-1314	YGR046W
OG0001931	augustus_masked-scaffold_3-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.114&CDS=1-1572	YBL015W
OG0001932	augustus_masked-scaffold_3-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.115&CDS=1-3606	YOR262W
OG0001933	augustus_masked-scaffold_3-processed-gene-14.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.97&CDS=1-996	YOR261C
OG0001934	maker-scaffold_3-augustus-gene-14.47-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-14.47&CDS=1-1206	YML015C
OG0001935	augustus_masked-scaffold_3-processed-gene-14.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.98&CDS=1-1752	YML014W
OG0001936	genemark-scaffold_3-processed-gene-14.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.35&CDS=1-1446	YGL181W
OG0001937	genemark-scaffold_3-processed-gene-14.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-14.37&CDS=1-453	YPR017C
OG0001938	augustus_masked-scaffold_3-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.119&CDS=1-1305	YDR148C
OG0001939	augustus_masked-scaffold_3-processed-gene-14.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.101&CDS=1-1479	YFL018C
OG0001940	augustus_masked-scaffold_3-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.102&CDS=1-744	YJL063C
OG0001941	augustus_masked-scaffold_3-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.103&CDS=1-993	YBR265W
OG0001942	augustus_masked-scaffold_3-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.120&CDS=1-1200	YLR439W
OG0001943	augustus_masked-scaffold_3-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.104&CDS=1-270	YLR438C-A
OG0001944	snap_masked-scaffold_3-processed-gene-14.62-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.62&CDS=1-2379	YLR440C
OG0001945	augustus_masked-scaffold_3-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.123&CDS=1-6330	YML059C
OG0001946	augustus_masked-scaffold_3-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.106&CDS=1-2217	YLR352W
OG0001947	augustus_masked-scaffold_3-processed-gene-14.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.109&CDS=1-1131	YGL148W
OG0001948	augustus_masked-scaffold_3-processed-gene-15.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.98&CDS=1-600	YGL200C
OG0001949	augustus_masked-scaffold_3-processed-gene-15.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.99&CDS=1-1263	YLR027C
OG0001950	genemark-scaffold_3-processed-gene-15.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.5&CDS=1-834	YKL154W
OG0001951	snap_masked-scaffold_3-processed-gene-15.60-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.60&CDS=1-177	YHR072W-A
OG0001952	augustus_masked-scaffold_3-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.104&CDS=1-3525	YNL092W
OG0001953	augustus_masked-scaffold_3-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.124&CDS=1-642	YOR089C
OG0001954	augustus_masked-scaffold_3-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.105&CDS=1-996	YDL230W
OG0001955	snap_masked-scaffold_3-processed-gene-15.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.82&CDS=1-2229	YNL207W
OG0001956	augustus_masked-scaffold_3-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.126&CDS=1-2505	YNL118C
OG0001957	genemark-scaffold_3-processed-gene-15.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.12&CDS=1-834	YLR393W
OG0001958	genemark-scaffold_3-processed-gene-15.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.13&CDS=1-354	YHL015W
OG0001959	genemark-scaffold_3-processed-gene-15.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.14&CDS=1-1719	YOR090C
OG0001960	augustus_masked-scaffold_3-processed-gene-15.127-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.127&CDS=1-2319	YLR397C
OG0001961	augustus_masked-scaffold_3-processed-gene-15.128-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.128&CDS=1-3615	YLR398C
OG0001962	augustus_masked-scaffold_3-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.111&CDS=1-474	YDL064W
OG0001963	augustus_masked-scaffold_3-processed-gene-15.129-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.129&CDS=1-1386	YJL155C
OG0001964	augustus_masked-scaffold_3-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.112&CDS=1-2655	YJL156C
OG0001965	augustus_masked-scaffold_3-processed-gene-15.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.113&CDS=1-1848	YDL063C
OG0001966	augustus_masked-scaffold_3-processed-gene-15.130-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.130&CDS=1-2271	YDL060W
OG0001967	augustus_masked-scaffold_3-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.131&CDS=1-984	YNL080C
OG0001968	genemark-scaffold_3-processed-gene-15.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.40&CDS=1-2748	YLR386W
OG0001969	genemark-scaffold_3-processed-gene-15.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.42&CDS=1-1338	YLR387C
OG0001970	augustus_masked-scaffold_3-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.117&CDS=1-366	YNL081C
OG0001971	genemark-scaffold_3-processed-gene-15.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.43&CDS=1-1479	YOL049W
OG0001972	augustus_masked-scaffold_3-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.137&CDS=1-1281	YOL031C
OG0001973	augustus_masked-scaffold_3-processed-gene-15.138-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.138&CDS=1-1194	YAL012W
OG0001974	maker-scaffold_3-augustus-gene-15.54-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-15.54&CDS=1-1713	YOL032W
OG0001975	augustus_masked-scaffold_3-processed-gene-15.121-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.121&CDS=1-1251	YIR012W
OG0001976	augustus_masked-scaffold_3-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.122&CDS=1-1380	YIR008C
OG0001977	augustus_masked-scaffold_3-processed-gene-15.141-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.141&CDS=1-2748	YIR007W
OG0001978	augustus_masked-scaffold_3-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.82&CDS=1-1464	YDL147W
OG0001979	augustus_masked-scaffold_3-processed-gene-16.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.86&CDS=1-1368	YOL030W
OG0001980	augustus_masked-scaffold_3-processed-gene-16.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.83&CDS=1-1344	YPL259C
OG0001981	augustus_masked-scaffold_3-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.102&CDS=1-1824	YJR016C
OG0001982	augustus_masked-scaffold_3-processed-gene-16.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.88&CDS=1-1041	YPR086W
OG0001983	augustus_masked-scaffold_3-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.89&CDS=1-1443	YGR255C
OG0001984	augustus_masked-scaffold_3-processed-gene-16.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.90&CDS=1-1161	YDR058C
OG0001985	augustus_masked-scaffold_3-processed-gene-16.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.109&CDS=1-2580	YDR074W
OG0001986	augustus_masked-scaffold_3-processed-gene-16.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.110&CDS=1-1869	YER165W
OG0001987	augustus_masked-scaffold_3-processed-gene-16.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.112&CDS=1-4137	YER164W
OG0001988	augustus_masked-scaffold_3-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.92&CDS=1-1827	YDR091C
OG0001989	augustus_masked-scaffold_3-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.93&CDS=1-849	YPL094C
OG0001990	genemark-scaffold_3-processed-gene-16.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.49&CDS=1-1506	YDR036C
OG0001991	augustus_masked-scaffold_3-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.113&CDS=1-1272	YPR034W
OG0001992	augustus_masked-scaffold_3-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.96&CDS=1-1395	YLR163C
OG0001993	augustus_masked-scaffold_3-processed-gene-16.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.114&CDS=1-1878	YDR176W
OG0001994	augustus_masked-scaffold_3-processed-gene-16.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.115&CDS=1-900	YDR175C
OG0001995	augustus_masked-scaffold_3-processed-gene-16.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.116&CDS=1-1212	YPL138C
OG0001996	augustus_masked-scaffold_3-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.98&CDS=1-3399	YNL218W
OG0001997	augustus_masked-scaffold_3-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.99&CDS=1-1662	YDR101C
OG0001998	genemark-scaffold_3-processed-gene-16.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.55&CDS=1-1188	YHR107C
OG0001999	augustus_masked-scaffold_3-processed-gene-17.146-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.146&CDS=1-2799	YDR421W
OG0002000	augustus_masked-scaffold_3-processed-gene-17.151-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.151&CDS=1-861	YLR239C
OG0002001	augustus_masked-scaffold_3-processed-gene-17.149-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.149&CDS=1-960	YDR204W
OG0002002	augustus_masked-scaffold_3-processed-gene-17.182-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.182&CDS=1-585	YDR357C
OG0002003	augustus_masked-scaffold_3-processed-gene-17.152-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.152&CDS=1-1749	YHR108W
OG0002004	genemark-scaffold_3-processed-gene-17.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.43&CDS=1-1278	YDR262W
OG0002005	genemark-scaffold_3-processed-gene-17.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.44&CDS=1-459	YDR201W
OG0002006	augustus_masked-scaffold_3-processed-gene-17.156-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.156&CDS=1-2163	YMR126C
OG0002007	augustus_masked-scaffold_3-processed-gene-17.186-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.186&CDS=1-336	YMR059W
OG0002008	augustus_masked-scaffold_3-processed-gene-17.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.157&CDS=1-1227	YNL234W
OG0002009	augustus_masked-scaffold_3-processed-gene-17.158-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.158&CDS=1-3648	YNL233W
OG0002010	augustus_masked-scaffold_3-processed-gene-17.159-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.159&CDS=1-822	YNL232W
OG0002011	augustus_masked-scaffold_3-processed-gene-17.188-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.188&CDS=1-1044	YNL231C
OG0002012	augustus_masked-scaffold_3-processed-gene-17.160-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.160&CDS=1-1128	YNL230C
OG0002013	genemark-scaffold_3-processed-gene-17.50-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.50&CDS=1-882	YHR062C
OG0002014	augustus_masked-scaffold_3-processed-gene-17.161-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.161&CDS=1-900	YNL155W
OG0002015	augustus_masked-scaffold_3-processed-gene-17.190-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.190&CDS=1-1386	YBR199W
OG0002016	augustus_masked-scaffold_3-processed-gene-17.162-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.162&CDS=1-2034	YPL104W
OG0002017	augustus_masked-scaffold_3-processed-gene-17.191-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.191&CDS=1-2127	YJL010C
OG0002018	augustus_masked-scaffold_3-processed-gene-17.192-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.192&CDS=1-1116	YJL031C
OG0002019	augustus_masked-scaffold_3-processed-gene-17.163-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.163&CDS=1-609	YJL030W
OG0002020	augustus_masked-scaffold_3-processed-gene-17.166-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.166&CDS=1-1788	YFR021W
OG0002021	augustus_masked-scaffold_3-processed-gene-17.167-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.167&CDS=1-1458	YFR010W
OG0002022	maker-scaffold_3-augustus-gene-17.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-17.4&CDS=1-444	YFR011C
OG0002023	augustus_masked-scaffold_3-processed-gene-17.168-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.168&CDS=1-318	YPL098C
OG0002024	maker-scaffold_3-augustus-gene-17.5-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-17.5&CDS=1-3549	YFR009W
OG0002025	augustus_masked-scaffold_3-processed-gene-17.198-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.198&CDS=1-948	YML004C
OG0002026	augustus_masked-scaffold_3-processed-gene-17.169-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.169&CDS=1-918	YBR176W
OG0002027	augustus_masked-scaffold_3-processed-gene-17.170-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.170&CDS=1-666	YOR283W
OG0002028	augustus_masked-scaffold_3-processed-gene-17.171-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.171&CDS=1-987	YGR031W
OG0002029	augustus_masked-scaffold_3-processed-gene-17.199-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.199&CDS=1-912	YLR351C
OG0002030	augustus_masked-scaffold_3-processed-gene-17.172-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.172&CDS=1-1872	YPL222W
OG0002031	genemark-scaffold_3-processed-gene-17.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.66&CDS=1-1644	YGL186C
OG0002032	augustus_masked-scaffold_3-processed-gene-17.203-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.203&CDS=1-1851	YIL150C
OG0002033	augustus_masked-scaffold_3-processed-gene-17.174-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.174&CDS=1-2448	YER157W
OG0002034	augustus_masked-scaffold_3-processed-gene-17.204-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.204&CDS=1-213	YDR079C-A
OG0002035	augustus_masked-scaffold_3-processed-gene-17.175-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.175&CDS=1-2829	YDR080W
OG0002036	augustus_masked-scaffold_3-processed-gene-17.205-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.205&CDS=1-711	YDR084C
OG0002037	augustus_masked-scaffold_3-processed-gene-17.178-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.178&CDS=1-306	YDR079W
OG0002038	augustus_masked-scaffold_3-processed-gene-17.206-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.206&CDS=1-2325	YDR081C
OG0002039	augustus_masked-scaffold_3-processed-gene-17.208-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.208&CDS=1-900	YKL094W
OG0002040	augustus_masked-scaffold_3-processed-gene-17.179-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.179&CDS=1-990	YDL006W
OG0002041	augustus_masked-scaffold_3-processed-gene-17.211-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.211&CDS=1-642	YHR181W
OG0002042	augustus_masked-scaffold_3-processed-gene-17.212-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.212&CDS=1-5442	YKR031C
OG0002043	augustus_masked-scaffold_4-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.17&CDS=1-1686	YNL115C
OG0002044	augustus_masked-scaffold_4-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.18&CDS=1-1296	YER152C
OG0002045	augustus_masked-scaffold_4-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.19&CDS=1-1422	YNL206C
OG0002046	augustus_masked-scaffold_4-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.3&CDS=1-2340	YER151C
OG0002047	genemark-scaffold_4-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.35&CDS=1-591	YNL212W
OG0002048	snap_masked-scaffold_4-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.85&CDS=1-219	YNL211C
OG0002049	augustus_masked-scaffold_4-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.23&CDS=1-366	YDR511W
OG0002050	genemark-scaffold_4-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.40&CDS=1-2472	YKL034W
OG0002051	augustus_masked-scaffold_4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.10&CDS=1-2574	YOR032C
OG0002052	augustus_masked-scaffold_4-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.12&CDS=1-2601	YLR207W
