	Saccharomyces_cerevisiae	yHMPu5000034885_Ogataea_zsoltii
OG0001640	YHR001W-A	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-1.32&CDS=1-234
OG0001641	YHR002W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.141-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-3.141&CDS=1-1257
OG0001642	YHR004C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-1.37&CDS=1-1452
OG0001643	YHR005C	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.18&CDS=1-1341
OG0001644	YHR005C-A	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.61&CDS=1-282
OG0001645	YHR007C	snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_33_length_126778_cov_31.2123_ID_65-processed-gene-0.177&CDS=1-1560
OG0001646	YHR008C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.233-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.233&CDS=1-687
OG0001647	YHR009C	snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.147&CDS=1-1650
OG0001648	YHR011W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.38&CDS=1-1476
OG0001649	YHR012W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-1.3&CDS=1-936
OG0001650	YHR013C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-1.15&CDS=1-651
OG0001651	YHR018C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.225-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.225&CDS=1-1395
OG0001652	YHR020W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-2.152-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-2.152&CDS=1-5079
OG0001653	YHR024C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.129&CDS=1-1473
OG0001654	YHR025W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.143&CDS=1-1071
OG0001655	YHR026W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.162&CDS=1-588
OG0001656	YHR027C	maker-NODE_24_length_183566_cov_30.6958_ID_47-snap-gene-0.13-mRNA-1_1&gene=maker-NODE_24_length_183566_cov_30.6958_ID_47-snap-gene-0.13&CDS=1-4128
OG0001657	YHR030C	snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.228-mRNA-1_1&gene=snap_masked-NODE_24_length_183566_cov_30.6958_ID_47-processed-gene-0.228&CDS=1-1326
OG0001658	YHR032W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.2&CDS=1-1761
OG0001659	YHR034C	genemark-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.26&CDS=1-948
OG0001660	YHR037W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.28&CDS=1-1779
OG0001661	YHR038W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.7&CDS=1-765
OG0001662	YHR039C	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.5&CDS=1-1935
OG0001663	YHR040W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.80&CDS=1-885
OG0001664	YHR041C	snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_35_length_118745_cov_32.5334_ID_69-processed-gene-0.22&CDS=1-861
OG0001665	YHR042W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.136&CDS=1-2043
OG0001666	YHR045W	genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.175-mRNA-1_1&gene=genemark-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.175&CDS=1-1350
OG0001667	YHR051W	maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_20_length_223538_cov_38.8343_ID_39-snap-gene-0.90&CDS=1-444
OG0001668	YHR052W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.233-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.233&CDS=1-1167
OG0001669	YHR058C	maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-1.4-mRNA-1_1&gene=maker-NODE_3_length_509586_cov_31.0256_ID_5-snap-gene-1.4&CDS=1-1059
OG0001670	YHR059W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-1.11&CDS=1-465
OG0001671	YHR062C	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.138&CDS=1-906
OG0001672	YHR063C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-4.121&CDS=1-1032
OG0001673	YHR064C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-2.12&CDS=1-1581
OG0001674	YHR065C	maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-2.246-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-snap-gene-2.246&CDS=1-3078
OG0001675	YHR068W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.258-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.258&CDS=1-1116
OG0001676	YHR070W	snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_36_length_115515_cov_29.1138_ID_71-processed-gene-0.26&CDS=1-1413
OG0001677	YHR071W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.16&CDS=1-783
OG0001678	YHR072W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-6.25&CDS=1-2151
OG0001679	YHR072W-A	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-2.6&CDS=1-177
OG0001680	YHR073W	snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.243-mRNA-1_1&gene=snap_masked-NODE_22_length_197219_cov_30.0249_ID_43-processed-gene-0.243&CDS=1-3396
OG0001681	YHR074W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.77&CDS=1-2130
OG0001682	YHR075C	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.95&CDS=1-1293
OG0001683	YHR076W	augustus_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.52&CDS=1-1233
OG0001684	YHR077C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.216&CDS=1-3069
OG0001685	YHR079C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.112&CDS=1-3465
OG0001686	YHR084W	augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-0.60&CDS=1-2142
OG0001687	YHR085W	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.50&CDS=1-1137
OG0001688	YHR087W	snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NODE_4_length_504154_cov_32.1482_ID_7-processed-gene-4.8&CDS=1-342
OG0001689	YHR088W	snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_18_length_238426_cov_40.4936_ID_35-processed-gene-0.135&CDS=1-888
OG0001690	YHR089C	augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.124&CDS=1-585
OG0001691	YHR098C	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.182&CDS=1-2793
OG0001692	YHR099W	snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.8&CDS=1-11322
OG0001693	YHR100C	augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_357092_cov_29.7097_ID_13-processed-gene-2.119&CDS=1-1341
OG0001694	YHR102W	genemark-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_39_length_98688_cov_30.9912_ID_77-processed-gene-0.83&CDS=1-2463
OG0001695	YHR104W	snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_44_length_76293_cov_30.3159_ID_87-processed-gene-0.97&CDS=1-951
OG0001696	YHR107C	maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-2.162-mRNA-1_1&gene=maker-NODE_5_length_464012_cov_40.2151_ID_9-augustus-gene-2.162&CDS=1-1167
OG0001697	YHR109W	maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_7_length_357092_cov_29.7097_ID_13-augustus-gene-0.43&CDS=1-1950
OG0001698	YHR111W	snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.146&CDS=1-1281
OG0001699	YHR112C	snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.116&CDS=1-1128
OG0001700	YHR113W	maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_504154_cov_32.1482_ID_7-snap-gene-1.2&CDS=1-5703
OG0001701	YHR114W	snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.257-mRNA-1_1&gene=snap_masked-NODE_25_length_181391_cov_30.8946_ID_49-processed-gene-0.257&CDS=1-1887
OG0001702	YHR116W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-2.120&CDS=1-378
OG0001703	YHR119W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.328-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.328&CDS=1-3120
OG0001704	YHR120W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.326-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.326&CDS=1-2907
OG0001705	YHR121W	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.85&CDS=1-636
OG0001706	YHR122W	augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.86&CDS=1-1146
OG0001707	YHR132C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.6&CDS=1-1455
OG0001708	YHR134W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-2.166&CDS=1-837
OG0001709	YHR135C	snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_34_length_122159_cov_30.0024_ID_67-processed-gene-0.181&CDS=1-1566
OG0001710	YHR137W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.7&CDS=1-1461
OG0001711	YHR140W	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.5&CDS=1-651
OG0001712	YHR142W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.19&CDS=1-921
OG0001713	YHR143W-A	snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_46_length_62124_cov_29.1229_ID_91-processed-gene-0.100&CDS=1-216
OG0001714	YHR144C	snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_1_length_742912_cov_33.9653_ID_1-processed-gene-1.12&CDS=1-987
OG0001715	YHR147C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-1.50&CDS=1-675
OG0001716	YHR148W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-2.121&CDS=1-549
OG0001717	YHR151C	genemark-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-1.140&CDS=1-1512
OG0001718	YHR154W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.246-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.246&CDS=1-2157
OG0001719	YHR156C	snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_17_length_254749_cov_31.1339_ID_33-processed-gene-1.26&CDS=1-1110
OG0001720	YHR163W	snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.263-mRNA-1_1&gene=snap_masked-NODE_14_length_272433_cov_31.4939_ID_27-processed-gene-1.263&CDS=1-750
OG0001721	YHR164C	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.43&CDS=1-4671
OG0001722	YHR165C	maker-NODE_16_length_268119_cov_31.1022_ID_31-snap-gene-0.118-mRNA-1_1&gene=maker-NODE_16_length_268119_cov_31.1022_ID_31-snap-gene-0.118&CDS=1-8949
OG0001723	YHR169W	augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.16&CDS=1-1260
OG0001724	YHR170W	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.96&CDS=1-1530
OG0001725	YHR171W	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.97&CDS=1-1914
OG0001726	YHR172W	augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.17&CDS=1-2364
OG0001727	YHR175W	genemark-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.11-mRNA-1_1&gene=genemark-NODE_2_length_612583_cov_33.3099_ID_3-processed-gene-4.11&CDS=1-477
OG0001728	YHR178W	augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.84&CDS=1-2331
OG0001729	YHR181W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-0.74&CDS=1-690
OG0001730	YHR183W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-0.38&CDS=1-1473
OG0001731	YHR186C	maker-NODE_17_length_254749_cov_31.1339_ID_33-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_17_length_254749_cov_31.1339_ID_33-augustus-gene-0.47&CDS=1-8010
OG0001732	YHR187W	snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_5_length_464012_cov_40.2151_ID_9-processed-gene-3.10&CDS=1-882
OG0001733	YHR188C	snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_41_length_95792_cov_31.6591_ID_81-processed-gene-0.154&CDS=1-1848
OG0001734	YHR189W	augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-0.70&CDS=1-1092
OG0001735	YHR190W	snap_masked-NODE_63_length_21506_cov_28.5917_ID_125-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_63_length_21506_cov_28.5917_ID_125-processed-gene-0.8&CDS=1-1338
OG0001736	YHR191C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.28&CDS=1-465
OG0001737	YHR192W	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.7&CDS=1-822
OG0001738	YHR193C	snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_9_length_332902_cov_30.3286_ID_17-processed-gene-0.29&CDS=1-552
OG0001739	YHR194W	snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_15_length_268365_cov_36.054_ID_29-processed-gene-1.29&CDS=1-1587
OG0001740	YHR196W	snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_10_length_305151_cov_36.765_ID_19-processed-gene-1.121&CDS=1-1743
OG0001741	YHR197W	augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_21_length_199464_cov_29.6595_ID_41-processed-gene-0.166&CDS=1-2235
OG0001742	YHR198C	snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_19_length_231802_cov_29.4664_ID_37-processed-gene-0.114&CDS=1-930
OG0001743	YHR200W	augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_29_length_167461_cov_42.2916_ID_57-processed-gene-0.116&CDS=1-2448
OG0001744	YHR201C	snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NODE_16_length_268119_cov_31.1022_ID_31-processed-gene-1.193&CDS=1-1104
OG0001745	YHR204W	snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.8&CDS=1-2643
OG0001746	YHR205W	genemark-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_3_length_509586_cov_31.0256_ID_5-processed-gene-4.116&CDS=1-2127
OG0001747	YHR206W	snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_37_length_103167_cov_34.2317_ID_73-processed-gene-0.19&CDS=1-1455
OG0001748	YHR208W	snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.348-mRNA-1_1&gene=snap_masked-NODE_6_length_396474_cov_30.9587_ID_11-processed-gene-2.348&CDS=1-1182
OG0001749	YIL001W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.8&CDS=1-1581
OG0001750	YIL003W	snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_28_length_169340_cov_34.4_ID_55-processed-gene-0.10&CDS=1-837
OG0001751	YIL004C	snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_42_length_88966_cov_30.3916_ID_83-processed-gene-0.107&CDS=1-510
OG0001752	YIL005W	snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_8_length_348112_cov_34.8261_ID_15-processed-gene-1.139&CDS=1-2250
OG0001753	YIL007C	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.9&CDS=1-639
OG0001754	YIL008W	snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_11_length_303890_cov_30.9068_ID_21-processed-gene-0.31&CDS=1-309
OG0001755	YIL010W	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-0.13&CDS=1-648
OG0001756	YIL017C	snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.251-mRNA-1_1&gene=snap_masked-NODE_27_length_175590_cov_28.0157_ID_53-processed-gene-0.251&CDS=1-2439
OG0001757	YIL019W	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.11&CDS=1-717
OG0001758	YIL020C	snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_12_length_297239_cov_36.2077_ID_23-processed-gene-1.16&CDS=1-801
