	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
OG0001384	YER082C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.92&CDS=1-1596
OG0001385	YER083C	snap_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.123&CDS=1-1002
OG0001386	YER086W	augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_47_length_54472_cov_29.173_ID_4552-processed-gene-0.47&CDS=1-1653
OG0001387	YER087W	augustus_masked-NODE_74_length_18997_cov_23.1918_ID_5644-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_74_length_18997_cov_23.1918_ID_5644-processed-gene-0.24&CDS=1-1677
OG0001388	YER090W	augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.87&CDS=1-1557
OG0001389	YER091C	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.46&CDS=1-2301
OG0001390	YER093C	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.45&CDS=1-3270
OG0001391	YER094C	genemark-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.28&CDS=1-615
OG0001392	YER095W	maker-NODE_43_length_57518_cov_22.5337_ID_12012-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_43_length_57518_cov_22.5337_ID_12012-augustus-gene-0.0&CDS=1-1074
OG0001393	YER109C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.118&CDS=1-1986
OG0001394	YER110C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.115&CDS=1-3327
OG0001395	YER112W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.91&CDS=1-489
OG0001396	YER113C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.117&CDS=1-1899
OG0001397	YER114C	augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.23&CDS=1-2622
OG0001398	YER116C	genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.51-mRNA-1_1&gene=genemark-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.51&CDS=1-708
OG0001399	YER120W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.110&CDS=1-678
OG0001400	YER122C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.70&CDS=1-1308
OG0001401	YER125W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-2.48&CDS=1-2343
OG0001402	YER126C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.106&CDS=1-783
OG0001403	YER127W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.145&CDS=1-1026
OG0001404	YER130C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.80&CDS=1-1569
OG0001405	YER134C	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.79&CDS=1-507
OG0001406	YER136W	maker-NODE_36_length_81764_cov_29.3334_ID_3666-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_36_length_81764_cov_29.3334_ID_3666-snap-gene-0.85&CDS=1-1353
OG0001407	YER139C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.95&CDS=1-711
OG0001408	YER140W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.73&CDS=1-1122
OG0001409	YER141W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.74&CDS=1-1455
OG0001410	YER142C	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.74&CDS=1-879
OG0001411	YER143W	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.108&CDS=1-1092
OG0001412	YER145C	maker-NODE_8_length_336906_cov_25.1058_ID_2807-snap-gene-2.184-mRNA-1_1&gene=maker-NODE_8_length_336906_cov_25.1058_ID_2807-snap-gene-2.184&CDS=1-2322
OG0001413	YER146W	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.109&CDS=1-231
OG0001414	YER148W	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.97&CDS=1-699
OG0001415	YER151C	snap_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.141&CDS=1-2319
OG0001416	YER152C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.25&CDS=1-1284
OG0001417	YER154W	genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.96&CDS=1-1161
OG0001418	YER155C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.27&CDS=1-5562
OG0001419	YER156C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.28&CDS=1-1005
OG0001420	YER157W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.3&CDS=1-2280
OG0001421	YER159C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-1.104&CDS=1-291
OG0001422	YER162C	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.83&CDS=1-3045
OG0001423	YER163C	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.69&CDS=1-696
OG0001424	YER164W	genemark-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.7&CDS=1-4407
OG0001425	YER165W	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.88&CDS=1-1911
OG0001426	YER168C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.37&CDS=1-1503
OG0001427	YER169W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.10&CDS=1-2676
OG0001428	YER170W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.14&CDS=1-681
OG0001429	YER171W	genemark-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.95&CDS=1-2349
OG0001430	YER172C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-0.36&CDS=1-6390
OG0001431	YER173W	maker-NODE_3_length_686625_cov_22.7875_ID_2680-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_3_length_686625_cov_22.7875_ID_2680-snap-gene-0.2&CDS=1-1911
OG0001432	YER176W	genemark-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.156&CDS=1-3345
OG0001433	YER177W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.21&CDS=1-771
OG0001434	YER178W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.50&CDS=1-1212
OG0001435	YER179W	maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-1.2&CDS=1-984
OG0001436	YER180C-A	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.64&CDS=1-492
OG0001437	YER182W	augustus_masked-NODE_56_length_40338_cov_30.1761_ID_4871-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_56_length_40338_cov_30.1761_ID_4871-processed-gene-0.14&CDS=1-840
OG0001438	YER183C	augustus_masked-NODE_56_length_40338_cov_30.1761_ID_4871-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_56_length_40338_cov_30.1761_ID_4871-processed-gene-0.24&CDS=1-642
OG0001439	YFL001W	augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.65&CDS=1-1239
OG0001440	YFL002C	augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.64&CDS=1-1731
OG0001441	YFL005W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.260&CDS=1-609
OG0001442	YFL007W	augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.34&CDS=1-6300
OG0001443	YFL008W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.48&CDS=1-3654
OG0001444	YFL010C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.42&CDS=1-576
OG0001445	YFL013C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.103&CDS=1-1698
OG0001446	YFL014W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.72&CDS=1-351
OG0001447	YFL016C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.122&CDS=1-1464
OG0001448	YFL017C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.131&CDS=1-477
OG0001449	YFL017W-A	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.100&CDS=1-219
OG0001450	YFL018C	augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.39&CDS=1-1485
OG0001451	YFL024C	augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.75&CDS=1-2274
OG0001452	YFL025C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.147&CDS=1-2940
OG0001453	YFL026W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.127&CDS=1-1194
OG0001454	YFL027C	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.55&CDS=1-1278
OG0001455	YFL028C	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.56&CDS=1-921
OG0001456	YFL029C	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-0.76&CDS=1-999
OG0001457	YFL030W	augustus_masked-NODE_83_length_11502_cov_24.8441_ID_11992-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_83_length_11502_cov_24.8441_ID_11992-processed-gene-0.13&CDS=1-1140
OG0001458	YFL031W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.76&CDS=1-744
OG0001459	YFL033C	genemark-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.156&CDS=1-4485
OG0001460	YFL034C-B	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.99&CDS=1-798
OG0001461	YFL034W	genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.16&CDS=1-2871
OG0001462	YFL036W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.76&CDS=1-4029
OG0001463	YFL037W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.326-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.326&CDS=1-1347
OG0001464	YFL038C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.270&CDS=1-657
OG0001465	YFL039C	maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-5.112-mRNA-1_1&gene=maker-NODE_3_length_686625_cov_22.7875_ID_2680-augustus-gene-5.112&CDS=1-1128
OG0001466	YFL040W	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.39&CDS=1-6522
OG0001467	YFL042C	augustus_masked-NODE_85_length_11240_cov_23.2409_ID_6071-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_85_length_11240_cov_23.2409_ID_6071-processed-gene-0.6&CDS=1-2625
OG0001468	YFL044C	augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.80&CDS=1-945
OG0001469	YFL045C	augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.82&CDS=1-750
OG0001470	YFL046W	augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_34_length_91652_cov_22.3974_ID_3419-processed-gene-0.110&CDS=1-612
OG0001471	YFL047W	maker-NODE_6_length_370431_cov_22.3029_ID_1760-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_6_length_370431_cov_22.3029_ID_1760-augustus-gene-0.114&CDS=1-2172
OG0001472	YFL055W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-5.65&CDS=1-1584
OG0001473	YFR001W	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-0.95&CDS=1-615
OG0001474	YFR002W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.95&CDS=1-2520
OG0001475	YFR005C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.73&CDS=1-1404
OG0001476	YFR006W	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.32&CDS=1-1380
OG0001477	YFR007W	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.17&CDS=1-669
OG0001478	YFR009W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.88&CDS=1-2256
OG0001479	YFR010W	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.250&CDS=1-1419
OG0001480	YFR011C	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.210&CDS=1-456
OG0001481	YFR016C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.314-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.314&CDS=1-2484
OG0001482	YFR018C	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.230&CDS=1-1014
OG0001483	YFR019W	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.190&CDS=1-6000
OG0001484	YFR021W	augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.8&CDS=1-1584
OG0001485	YFR024C-A	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.53&CDS=1-1299
OG0001486	YFR025C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.75&CDS=1-966
OG0001487	YFR028C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.22&CDS=1-1560
OG0001488	YFR029W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.77&CDS=1-1938
OG0001489	YFR030W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.93&CDS=1-3213
OG0001490	YFR031C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.67&CDS=1-3510
OG0001491	YFR032C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.87&CDS=1-1062
OG0001492	YFR034C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.84&CDS=1-1512
