	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
OG0001887	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.36&CDS=1-1740	YMR290C
OG0001888	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.47&CDS=1-942	YGR267C
OG0001889	-processed-gene-2.7-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.7&CDS=1-1440	YDL033C
OG0001890	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.51&CDS=1-2424	YPL207W
OG0001891	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.11&CDS=1-1905	YGL066W
OG0001892	-augustus-gene-2.85-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-2.85&CDS=1-450	YDR092W
OG0001893	-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.54&CDS=1-1977	YPL222W
OG0001894	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.42&CDS=1-501	YLR109W
OG0001895	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.43&CDS=1-2898	YJR090C
OG0001896	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.44&CDS=1-561	YJR086W
OG0001897	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.83&CDS=1-999	YJR088C
OG0001898	-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.57&CDS=1-927	YPR037C
OG0001899	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.26&CDS=1-1050	YKR081C
OG0001900	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.25&CDS=1-3600	YKR082W
OG0001901	-snap-gene-3.2-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-3.2&CDS=1-5463	YBL105C
OG0001902	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.62&CDS=1-3384	YDR407C
OG0001903	-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.29&CDS=1-2511	YNL224C
OG0001904	-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.31&CDS=1-1758	YBR227C
OG0001905	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.32&CDS=1-1293	YAL032C
OG0001906	-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.33&CDS=1-912	YMR244W
OG0001907	-snap-gene-4.72-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-4.72&CDS=1-3333	YPR047W
OG0001908	-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.3&CDS=1-717	YBL038W
OG0001909	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.18&CDS=1-1161	YBR087W
OG0001910	-processed-gene-4.55-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.55&CDS=1-5496	YPR049C
OG0001911	-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.21&CDS=1-741	YKL041W
OG0001912	-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.22&CDS=1-2670	YHL020C
OG0001913	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.23&CDS=1-3714	YER014W
OG0001914	-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.24&CDS=1-1155	YHL026C
OG0001915	-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.8&CDS=1-411	YHL018W
OG0001916	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.27&CDS=1-858	YKL040C
OG0001917	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.45&CDS=1-183	YMR256C
OG0001918	-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.12&CDS=1-1704	YCR066W
OG0001919	-processed-gene-4.50-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.50&CDS=1-1197	YNR026C
OG0001920	-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.30&CDS=1-339	YKL058W
OG0001921	-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.14&CDS=1-1443	YKL059C
OG0001922	-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.31&CDS=1-1404	YMR027W
OG0001923	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.15&CDS=1-1077	YKL060C
OG0001924	-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.32&CDS=1-2001	YKR056W
OG0001925	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.53&CDS=1-1233	YER182W
OG0001926	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.3&CDS=1-738	YER183C
OG0001927	-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.54&CDS=1-2637	YHR207C
OG0001928	-processed-gene-5.14-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.14&CDS=1-2853	YHR205W
OG0001929	-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.67&CDS=1-3498	YHR204W
OG0001930	-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.59&CDS=1-1077	YKL114C
OG0001931	-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.69&CDS=1-3462	YDR270W
OG0001932	-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.70&CDS=1-1512	YJL054W
OG0001933	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.8&CDS=1-654	YMR043W
OG0001934	-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.73&CDS=1-885	YLR126C
OG0001935	-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.63&CDS=1-1497	YCR028C
OG0001936	-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.75&CDS=1-1395	YHR018C
OG0001937	-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.64&CDS=1-1047	YGL001C
OG0001938	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.24&CDS=1-4713	YAL002W
OG0001939	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.65&CDS=1-2607	YPR089W
OG0001940	-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.1&CDS=1-528	YOR052C
OG0001941	-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.3&CDS=1-1266	YKR070W
OG0001942	-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.4&CDS=1-1587	YDR171W
OG0001943	-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.19&CDS=1-2268	YDR172W
OG0001944	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.20&CDS=1-1002	YIL145C
OG0001945	-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.21&CDS=1-960	YKR080W
OG0001946	-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.8&CDS=1-2043	YML042W
OG0001947	-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.25&CDS=1-2400	YLR055C
OG0001948	-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.9&CDS=1-999	YFL028C
OG0001949	-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.26&CDS=1-1158	YLR056W
OG0001950	-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.28&CDS=1-774	YJL218W
OG0001951	-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.11&CDS=1-1800	YNR055C
OG0001952	-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.13&CDS=1-375	YOR122C
OG0001953	-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.16&CDS=1-1122	YOR130C
OG0001954	-augustus-gene-6.78-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-6.78&CDS=1-705	YDR381W
OG0001955	-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.18&CDS=1-1140	YGL185C
OG0001956	-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.36&CDS=1-2037	YOR320C
OG0001957	-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.0&CDS=1-1167	YGL184C
OG0001958	-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.16&CDS=1-1065	YCR036W
OG0001959	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.77&CDS=1-3723	YML049C
OG0001960	-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.3&CDS=1-3591	YDR325W
OG0001961	-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.5&CDS=1-1107	YKR038C
OG0001962	-augustus-gene-7.55-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-7.55&CDS=1-1611	YNR053C
OG0001963	-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.12&CDS=1-1872	YNR052C
OG0001964	-snap-gene-7.89-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-7.89&CDS=1-1233	YNR051C
OG0001965	-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.20&CDS=1-726	YDR177W
OG0001966	-snap-gene-7.90-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-7.90&CDS=1-7227	YCR093W
OG0001967	-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.51&CDS=1-1134	YDR142C
OG0001968	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.61&CDS=1-5097	YDR104C
OG0001969	-processed-gene-8.38-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.38&CDS=1-678	YER170W
OG0001970	-processed-gene-8.16-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.16&CDS=1-1188	YDR367W
OG0001971	-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.54&CDS=1-1719	YOR119C
OG0001972	-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.64&CDS=1-1956	YOR118W
OG0001973	-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.55&CDS=1-2082	YDR365C
OG0001974	-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.56&CDS=1-642	YHR110W
OG0001975	-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.57&CDS=1-1374	YHR111W
OG0001976	-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.58&CDS=1-2250	YDR145W
OG0001977	-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.70&CDS=1-537	YML055W
OG0001978	-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.60&CDS=1-2310	YLR427W
OG0001979	-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.71&CDS=1-1941	YLR429W
OG0001980	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.21&CDS=1-6324	YLR430W
OG0001981	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.44&CDS=1-525	YKL190W
OG0001982	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.45&CDS=1-1998	YKL191W
OG0001983	-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.22&CDS=1-1095	YLR420W
OG0001984	-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.34&CDS=1-387	YLR421C
OG0001985	-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.27&CDS=1-6015	YLR422W
OG0001986	-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.29&CDS=1-1203	YKL193C
OG0001987	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.12&CDS=1-1506	YGR044C
OG0001988	-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.32&CDS=1-4365	YLR419W
OG0001989	-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.35&CDS=1-1899	YLR127C
OG0001990	-snap-gene-9.38-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-9.38&CDS=1-771	YLR128W
OG0001991	-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.33&CDS=1-2907	YLR129W
OG0001992	-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-9.36&CDS=1-1152	YLR130C
OG0001993	-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.49&CDS=1-3921	YER162C
OG0001994	-snap-gene-10.22-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-10.22&CDS=1-201	YDR086C
OG0001995	-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.52&CDS=1-981	YDR087C
OG0001996	-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.50&CDS=1-1578	YDR088C
OG0001997	-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.53&CDS=1-3213	YDR089W
OG0001998	-processed-gene-10.11-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.11&CDS=1-1464	YLR085C
OG0001999	-augustus-gene-10.48-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-10.48&CDS=1-1302	YDL084W
OG0002000	-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.54&CDS=1-1701	YML069W
OG0002001	-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.62&CDS=1-1845	YGL125W
OG0002002	-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.56&CDS=1-1413	YNL175C
OG0002003	-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.63&CDS=1-915	YKR026C
OG0002004	-augustus-gene-10.47-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-augustus-gene-10.47&CDS=1-3138	YJL102W
OG0002005	-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.64&CDS=1-5355	YLR247C
OG0002006	-snap-gene-10.24-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-10.24&CDS=1-861	YLR250W
OG0002007	-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.59&CDS=1-3144	YNL014W
OG0002008	-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.66&CDS=1-1872	YNL011C
OG0002009	-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.35&CDS=1-1437	YBR126C
OG0002010	-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.38&CDS=1-597	YGR081C
OG0002011	-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.37&CDS=1-480	YGR082W
OG0002012	-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.39&CDS=1-3501	YPR097W
OG0002013	-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.40&CDS=1-2412	YBR058C
OG0002014	-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.53&CDS=1-1485	YBR057C
OG0002015	-snap-gene-11.99-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-11.99&CDS=1-7251	YFR019W
OG0002016	-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.54&CDS=1-1974	YOL019W
OG0002017	-processed-gene-11.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.56&CDS=1-2091	YFR021W
OG0002018	-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.57&CDS=1-1209	YMR201C
OG0002019	-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.42&CDS=1-1482	YJL002C
OG0002020	-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.44&CDS=1-651	YJL001W
OG0002021	-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.45&CDS=1-1521	YLL002W
OG0002022	-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.46&CDS=1-2397	YLL001W
OG0002023	-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.59&CDS=1-1632	YGR093W
OG0002024	-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.60&CDS=1-1581	YGR091W
OG0002025	-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.48&CDS=1-3165	YGR094W
OG0002026	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.61&CDS=1-669	YGR095C
OG0002027	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.49&CDS=1-1662	YKL221W
OG0002028	-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.62&CDS=1-636	YDR399W
OG0002029	-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.51&CDS=1-3009	YOR141C
OG0002030	-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.65&CDS=1-957	YOR142W
OG0002031	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.8&CDS=1-1005	YFL044C
OG0002032	-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.9&CDS=1-1335	YDR449C
OG0002033	-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.20&CDS=1-1338	YDR448W
OG0002034	-processed-gene-12.76-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.76&CDS=1-1575	YDR446W
OG0002035	-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.23&CDS=1-540	YJR017C
OG0002036	-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.11&CDS=1-1143	YDR279W
OG0002037	-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.12&CDS=1-1047	YDR280W
OG0002038	-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.25&CDS=1-1566	YHR007C
OG0002039	-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.26&CDS=1-471	YKL167C
OG0002040	-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.27&CDS=1-396	YKL170W
OG0002041	-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.14&CDS=1-807	YJL174W
OG0002042	-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.3&CDS=1-207	YJL127C-B
OG0002043	-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.1&CDS=1-384	YCR071C
OG0002044	-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.2&CDS=1-6021	YKR031C
OG0002045	-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.6&CDS=1-303	YER048W-A
OG0002046	-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.15&CDS=1-753	YOL154W
OG0002047	-processed-gene-13.64-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.64&CDS=1-432	YGL041W-A
OG0002048	-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.11&CDS=1-777	YLR150W
OG0002049	-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.13&CDS=1-1311	YOR344C
OG0002050	-processed-gene-13.66-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.66&CDS=1-1446	YNL254C
OG0002051	-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.18&CDS=1-2538	YNL256W
OG0002052	-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.74&CDS=1-1389	YGR255C
OG0002053	-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.75&CDS=1-1140	YDL168W
