	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
OG0001959	augustus_masked-bow-b_s431-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.153&CDS=1-1317	YGR254W
OG0001960	augustus_masked-bow-b_s431-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.112&CDS=1-408	YJR082C
OG0001961	augustus_masked-bow-b_s431-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.154&CDS=1-408	YDR462W
OG0001962	augustus_masked-bow-b_s431-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.155&CDS=1-672	YLR025W
OG0001963	augustus_masked-bow-b_s431-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.156&CDS=1-936	YLR026C
OG0001964	augustus_masked-bow-b_s431-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.114&CDS=1-1350	YFL037W
OG0001965	augustus_masked-bow-b_s431-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.160&CDS=1-318	YDL081C
OG0001966	augustus_masked-bow-b_s431-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-bow-b_s431-processed-gene-1.161&CDS=1-1686	YNR055C
OG0001967	augustus_masked-bow-b_s437-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s437-processed-gene-0.8&CDS=1-1503	YNL026W
OG0001968	augustus_masked-bow-b_s437-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s437-processed-gene-0.12&CDS=1-1035	YIL083C
OG0001969	snap_masked-bow-b_s437-processed-gene-0.16-mRNA-1_1&gene=snap_masked-bow-b_s437-processed-gene-0.16&CDS=1-345	YML081C-A
OG0001970	augustus_masked-bow-b_s437-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s437-processed-gene-0.10&CDS=1-444	YML077W
OG0001971	augustus_masked-bow-b_s437-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s437-processed-gene-0.11&CDS=1-1524	YOR378W
OG0001972	augustus_masked-bow-b_s448-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.17&CDS=1-447	YML094W
OG0001973	augustus_masked-bow-b_s448-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.24&CDS=1-1032	YML095C
OG0001974	augustus_masked-bow-b_s448-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.25&CDS=1-2151	YIL091C
OG0001975	genemark-bow-b_s448-processed-gene-0.1-mRNA-1_1&gene=genemark-bow-b_s448-processed-gene-0.1&CDS=1-1419	YIL090W
OG0001976	augustus_masked-bow-b_s448-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.27&CDS=1-1107	YPR035W
OG0001977	augustus_masked-bow-b_s448-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.19&CDS=1-5979	YJL005W
OG0001978	augustus_masked-bow-b_s453-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s453-processed-gene-0.24&CDS=1-3582	YPL217C
OG0001979	augustus_masked-bow-b_s453-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s453-processed-gene-0.19&CDS=1-1515	YGL138C
OG0001980	genemark-bow-b_s462-processed-gene-0.83-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.83&CDS=1-1566	YPL097W
OG0001981	augustus_masked-bow-b_s462-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.67&CDS=1-1191	YOL064C
OG0001982	augustus_masked-bow-b_s462-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.44&CDS=1-966	YMR063W
OG0001983	augustus_masked-bow-b_s462-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.45&CDS=1-1335	YMR065W
OG0001984	maker-bow-b_s462-augustus-gene-0.130-mRNA-1_1&gene=maker-bow-b_s462-augustus-gene-0.130&CDS=1-2622	YGL073W
OG0001985	augustus_masked-bow-b_s462-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.49&CDS=1-2859	YOR335C
OG0001986	genemark-bow-b_s462-processed-gene-0.114-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.114&CDS=1-900	YMR178W
OG0001987	snap_masked-bow-b_s462-processed-gene-0.30-mRNA-1_1&gene=snap_masked-bow-b_s462-processed-gene-0.30&CDS=1-1095	YOL001W
OG0001988	maker-bow-b_s462-snap-gene-0.132-mRNA-1_1&gene=maker-bow-b_s462-snap-gene-0.132&CDS=1-543	YGR042W
OG0001989	genemark-bow-b_s462-processed-gene-0.116-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.116&CDS=1-858	YDR237W
OG0001990	augustus_masked-bow-b_s462-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.51&CDS=1-1230	YDL207W
OG0001991	augustus_masked-bow-b_s462-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.72&CDS=1-3801	YMR076C
OG0001992	augustus_masked-bow-b_s462-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.73&CDS=1-858	YOR004W
OG0001993	augustus_masked-bow-b_s462-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.53&CDS=1-369	YJR063W
OG0001994	augustus_masked-bow-b_s462-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.74&CDS=1-951	YJR070C
OG0001995	augustus_masked-bow-b_s462-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.54&CDS=1-1647	YJR064W
OG0001996	augustus_masked-bow-b_s462-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.55&CDS=1-1260	YJR065C
OG0001997	augustus_masked-bow-b_s462-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.56&CDS=1-7389	YKL203C
OG0001998	augustus_masked-bow-b_s462-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.75&CDS=1-1152	YOL010W
OG0001999	augustus_masked-bow-b_s462-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.57&CDS=1-1605	YMR005W
OG0002000	augustus_masked-bow-b_s462-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.58&CDS=1-3384	YLR272C
OG0002001	augustus_masked-bow-b_s462-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.59&CDS=1-1773	YOR175C
OG0002002	augustus_masked-bow-b_s462-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.60&CDS=1-1149	YOR176W
OG0002003	genemark-bow-b_s462-processed-gene-0.121-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.121&CDS=1-924	YOR174W
OG0002004	snap_masked-bow-b_s462-processed-gene-0.38-mRNA-1_1&gene=snap_masked-bow-b_s462-processed-gene-0.38&CDS=1-1233	YHR086W
OG0002005	genemark-bow-b_s462-processed-gene-0.105-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.105&CDS=1-4569	YDR334W
OG0002006	augustus_masked-bow-b_s462-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.65&CDS=1-333	YHR039C-A
OG0002007	augustus_masked-bow-b_s462-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.78&CDS=1-1848	YHR039C
OG0002008	genemark-bow-b_s462-processed-gene-0.124-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.124&CDS=1-2082	YDR333C
OG0002009	snap_masked-bow-b_s462-processed-gene-0.41-mRNA-1_1&gene=snap_masked-bow-b_s462-processed-gene-0.41&CDS=1-294	YHR087W
OG0002010	augustus_masked-bow-b_s462-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bow-b_s462-processed-gene-0.80&CDS=1-2955	YBR074W
OG0002011	maker-bow-b_s462-augustus-gene-0.129-mRNA-1_1&gene=maker-bow-b_s462-augustus-gene-0.129&CDS=1-1089	YDR047W
OG0002012	genemark-bow-b_s462-processed-gene-0.108-mRNA-1_1&gene=genemark-bow-b_s462-processed-gene-0.108&CDS=1-1809	YDR049W
OG0002013	augustus_masked-bow-b_s464-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.1&CDS=1-684	YOL147C
OG0002014	augustus_masked-bow-b_s464-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.2&CDS=1-2286	YOL144W
OG0002015	snap_masked-bow-b_s464-processed-gene-0.50-mRNA-1_1&gene=snap_masked-bow-b_s464-processed-gene-0.50&CDS=1-2274	YBL082C
OG0002016	augustus_masked-bow-b_s464-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.15&CDS=1-2481	YER109C
OG0002017	genemark-bow-b_s464-processed-gene-0.41-mRNA-1_1&gene=genemark-bow-b_s464-processed-gene-0.41&CDS=1-1101	YER107C
OG0002018	augustus_masked-bow-b_s464-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.20&CDS=1-1275	YJL046W
OG0002019	augustus_masked-bow-b_s464-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.9&CDS=1-804	YBR257W
OG0002020	augustus_masked-bow-b_s464-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.21&CDS=1-960	YNR003C
OG0002021	augustus_masked-bow-b_s464-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s464-processed-gene-0.11&CDS=1-1005	YJL088W
OG0002022	genemark-bow-b_s466-processed-gene-0.19-mRNA-1_1&gene=genemark-bow-b_s466-processed-gene-0.19&CDS=1-4956	YBR097W
OG0002023	augustus_masked-bow-b_s466-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s466-processed-gene-0.9&CDS=1-1200	YPR056W
OG0002024	maker-bow-b_s466-augustus-gene-0.5-mRNA-1_1&gene=maker-bow-b_s466-augustus-gene-0.5&CDS=1-372	YPR063C
OG0002025	augustus_masked-bow-b_s466-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s466-processed-gene-0.14&CDS=1-1773	YBR103W
OG0002026	augustus_masked-bow-b_s466-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s466-processed-gene-0.12&CDS=1-2223	YBR102C
OG0002027	augustus_masked-bow-b_s470-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.45&CDS=1-2493	YNR013C
OG0002028	augustus_masked-bow-b_s470-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.68&CDS=1-4641	YOR326W
OG0002029	augustus_masked-bow-b_s470-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.69&CDS=1-2526	YGL163C
OG0002030	augustus_masked-bow-b_s470-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.46&CDS=1-1326	YGL164C
OG0002031	augustus_masked-bow-b_s470-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.47&CDS=1-1668	YML054C
OG0002032	augustus_masked-bow-b_s470-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.71&CDS=1-2130	YLR144C
OG0002033	genemark-bow-b_s470-processed-gene-0.6-mRNA-1_1&gene=genemark-bow-b_s470-processed-gene-0.6&CDS=1-675	YHR140W
OG0002034	augustus_masked-bow-b_s470-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.50&CDS=1-1494	YHR132C
OG0002035	augustus_masked-bow-b_s470-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.51&CDS=1-495	YDL219W
OG0002036	augustus_masked-bow-b_s470-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.53&CDS=1-1314	YDR448W
OG0002037	augustus_masked-bow-b_s470-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.75&CDS=1-639	YHR110W
OG0002038	snap_masked-bow-b_s470-processed-gene-0.121-mRNA-1_1&gene=snap_masked-bow-b_s470-processed-gene-0.121&CDS=1-2019	YDR365C
OG0002039	augustus_masked-bow-b_s470-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.78&CDS=1-2031	YOR118W
OG0002040	augustus_masked-bow-b_s470-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.79&CDS=1-687	YDR367W
OG0002041	augustus_masked-bow-b_s470-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.54&CDS=1-1599	YOR119C
OG0002042	snap_masked-bow-b_s470-processed-gene-0.96-mRNA-1_1&gene=snap_masked-bow-b_s470-processed-gene-0.96&CDS=1-1632	YBL103C
OG0002043	augustus_masked-bow-b_s470-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.56&CDS=1-1458	YHR113W
OG0002044	maker-bow-b_s470-augustus-gene-0.131-mRNA-1_1&gene=maker-bow-b_s470-augustus-gene-0.131&CDS=1-2091	YHR009C
OG0002045	augustus_masked-bow-b_s470-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.59&CDS=1-1368	YDR449C
OG0002046	augustus_masked-bow-b_s470-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.61&CDS=1-219	YHR143W-A
OG0002047	genemark-bow-b_s470-processed-gene-0.41-mRNA-1_1&gene=genemark-bow-b_s470-processed-gene-0.41&CDS=1-3741	YPL006W
OG0002048	augustus_masked-bow-b_s470-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.63&CDS=1-1188	YHR144C
OG0002049	augustus_masked-bow-b_s470-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.83&CDS=1-690	YNL168C
OG0002050	genemark-bow-b_s471-processed-gene-0.28-mRNA-1_1&gene=genemark-bow-b_s471-processed-gene-0.28&CDS=1-912	YER055C
OG0002051	genemark-bow-b_s471-processed-gene-0.29-mRNA-1_1&gene=genemark-bow-b_s471-processed-gene-0.29&CDS=1-1386	YDL147W
OG0002052	augustus_masked-bow-b_s471-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.21&CDS=1-1377	YOL030W
OG0002053	augustus_masked-bow-b_s471-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.16&CDS=1-1332	YPL259C
OG0002054	augustus_masked-bow-b_s471-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.25&CDS=1-777	YBR088C
OG0002055	genemark-bow-b_s471-processed-gene-0.40-mRNA-1_1&gene=genemark-bow-b_s471-processed-gene-0.40&CDS=1-1200	YBR095C
OG0002056	genemark-bow-b_s471-processed-gene-0.41-mRNA-1_1&gene=genemark-bow-b_s471-processed-gene-0.41&CDS=1-606	YPR051W
OG0002057	augustus_masked-bow-b_s471-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.17&CDS=1-1074	YKL060C
OG0002058	augustus_masked-bow-b_s471-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.27&CDS=1-324	YBR091C
OG0002059	augustus_masked-bow-b_s471-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.18&CDS=1-2130	YBR094W
OG0002060	augustus_masked-bow-b_s471-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bow-b_s471-processed-gene-0.19&CDS=1-1464	YKL054C
OG0002061	augustus_masked-bow-b_s475-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s475-processed-gene-0.8&CDS=1-3810	YKL209C
OG0002062	augustus_masked-bow-b_s475-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s475-processed-gene-0.10&CDS=1-1116	YGL247W
OG0002063	augustus_masked-bow-b_s485-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s485-processed-gene-0.27&CDS=1-1776	YNL216W
OG0002064	augustus_masked-bow-b_s485-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s485-processed-gene-0.28&CDS=1-1194	YNL217W
OG0002065	augustus_masked-bow-b_s485-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s485-processed-gene-0.29&CDS=1-2199	YDL234C
OG0002066	genemark-bow-b_s485-processed-gene-0.21-mRNA-1_1&gene=genemark-bow-b_s485-processed-gene-0.21&CDS=1-3330	YJL050W
OG0002067	augustus_masked-bow-b_s485-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s485-processed-gene-0.32&CDS=1-1650	YMR297W
OG0002068	maker-bow-b_s488-augustus-gene-0.4-mRNA-1_1&gene=maker-bow-b_s488-augustus-gene-0.4&CDS=1-1620	YLR033W
OG0002069	augustus_masked-bow-b_s488-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.69&CDS=1-1539	YLR034C
OG0002070	augustus_masked-bow-b_s488-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.70&CDS=1-738	YKL040C
OG0002071	augustus_masked-bow-b_s488-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.51&CDS=1-1689	YBR296C
OG0002072	augustus_masked-bow-b_s488-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.52&CDS=1-867	YIL034C
OG0002073	augustus_masked-bow-b_s488-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.72&CDS=1-639	YGR167W
OG0002074	augustus_masked-bow-b_s488-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.73&CDS=1-2493	YGR200C
OG0002075	maker-bow-b_s488-augustus-gene-0.5-mRNA-1_1&gene=maker-bow-b_s488-augustus-gene-0.5&CDS=1-2976	YJL033W
OG0002076	augustus_masked-bow-b_s488-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.56&CDS=1-1707	YDL153C
OG0002077	augustus_masked-bow-b_s488-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.75&CDS=1-1596	YDL143W
OG0002078	augustus_masked-bow-b_s488-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.57&CDS=1-1014	YLR215C
OG0002079	maker-bow-b_s488-augustus-gene-0.6-mRNA-1_1&gene=maker-bow-b_s488-augustus-gene-0.6&CDS=1-984	YBR053C
OG0002080	genemark-bow-b_s488-processed-gene-0.37-mRNA-1_1&gene=genemark-bow-b_s488-processed-gene-0.37&CDS=1-438	YJR055W
OG0002081	augustus_masked-bow-b_s488-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.59&CDS=1-2400	YMR019W
OG0002082	augustus_masked-bow-b_s488-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.61&CDS=1-1038	YGL215W
OG0002083	snap_masked-bow-b_s488-processed-gene-0.115-mRNA-1_1&gene=snap_masked-bow-b_s488-processed-gene-0.115&CDS=1-624	YER030W
OG0002084	augustus_masked-bow-b_s488-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.62&CDS=1-414	YER029C
OG0002085	augustus_masked-bow-b_s488-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.79&CDS=1-3090	YGL207W
OG0002086	augustus_masked-bow-b_s488-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.63&CDS=1-1530	YKL045W
OG0002087	augustus_masked-bow-b_s488-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.82&CDS=1-783	YJR060W
OG0002088	augustus_masked-bow-b_s488-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.65&CDS=1-1686	YLR044C
OG0002089	augustus_masked-bow-b_s488-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.66&CDS=1-1962	YMR301C
OG0002090	augustus_masked-bow-b_s488-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.83&CDS=1-2865	YIL137C
OG0002091	augustus_masked-bow-b_s488-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.68&CDS=1-1494	YPL204W
OG0002092	augustus_masked-bow-b_s488-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bow-b_s488-processed-gene-0.84&CDS=1-1536	YPL212C
OG0002093	augustus_masked-bow-b_s491-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.72&CDS=1-2376	YNR033W
OG0002094	augustus_masked-bow-b_s491-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.73&CDS=1-2412	YCR077C
OG0002095	augustus_masked-bow-b_s491-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.77&CDS=1-1545	YCR072C
OG0002096	augustus_masked-bow-b_s491-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.78&CDS=1-3810	YMR109W
OG0002097	augustus_masked-bow-b_s491-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.79&CDS=1-4806	YCR081W
OG0002098	augustus_masked-bow-b_s491-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.80&CDS=1-3177	YOL140W
OG0002099	augustus_masked-bow-b_s491-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.81&CDS=1-1065	YNR032W
OG0002100	augustus_masked-bow-b_s491-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.110&CDS=1-219	YNR032C-A
OG0002101	augustus_masked-bow-b_s491-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.111&CDS=1-1683	YBR220C
OG0002102	augustus_masked-bow-b_s491-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.112&CDS=1-1086	YBR221C
OG0002103	augustus_masked-bow-b_s491-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.113&CDS=1-2535	YIL140W
OG0002104	augustus_masked-bow-b_s491-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.114&CDS=1-1293	YGL126W
OG0002105	augustus_masked-bow-b_s491-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.115&CDS=1-3531	YGL062W
OG0002106	augustus_masked-bow-b_s491-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.117&CDS=1-1110	YNL212W
OG0002107	augustus_masked-bow-b_s491-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.87&CDS=1-537	YNL213C
OG0002108	augustus_masked-bow-b_s491-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.89&CDS=1-1200	YGL048C
OG0002109	augustus_masked-bow-b_s491-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.91&CDS=1-1680	YBR286W
OG0002110	augustus_masked-bow-b_s491-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.119&CDS=1-1119	YDR400W
OG0002111	augustus_masked-bow-b_s491-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.120&CDS=1-720	YKR043C
OG0002112	augustus_masked-bow-b_s491-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.95&CDS=1-336	YBR120C
OG0002113	augustus_masked-bow-b_s491-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.121&CDS=1-1029	YJL117W
OG0002114	genemark-bow-b_s491-processed-gene-0.187-mRNA-1_1&gene=genemark-bow-b_s491-processed-gene-0.187&CDS=1-1485	YER048C
OG0002115	augustus_masked-bow-b_s491-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.99&CDS=1-2319	YPL074W
OG0002116	augustus_masked-bow-b_s491-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.125&CDS=1-1431	YLR378C
OG0002117	augustus_masked-bow-b_s491-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.101&CDS=1-1023	YLR377C
OG0002118	augustus_masked-bow-b_s491-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.102&CDS=1-1419	YDL054C
OG0002119	augustus_masked-bow-b_s491-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.103&CDS=1-1086	YDL055C
OG0002120	augustus_masked-bow-b_s491-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-bow-b_s491-processed-gene-0.128&CDS=1-267	YJR135W-A
OG0002121	snap_masked-bow-b_s491-processed-gene-0.43-mRNA-1_1&gene=snap_masked-bow-b_s491-processed-gene-0.43&CDS=1-180	YFR032C-A
OG0002122	augustus_masked-bow-b_s497-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s497-processed-gene-0.36&CDS=1-1449	YGR211W
