	Lachancea_thermotolerans	Saccharomyces_cerevisiae
OG0002578	augustus_masked-CU928170-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.85&CDS=1-1008	YDL104C
OG0002579	augustus_masked-CU928170-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.62&CDS=1-1071	YMR166C
OG0002580	augustus_masked-CU928170-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.63&CDS=1-2364	YMR165C
OG0002581	snap_masked-CU928170-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-8.20&CDS=1-1626	YMR164C
OG0002582	snap_masked-CU928170-processed-gene-8.21-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-8.21&CDS=1-2097	YMR163C
OG0002583	augustus_masked-CU928170-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.86&CDS=1-1416	YDL103C
OG0002584	augustus_masked-CU928170-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.66&CDS=1-4839	YMR162C
OG0002585	augustus_masked-CU928170-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.87&CDS=1-699	YMR161W
OG0002586	augustus_masked-CU928170-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.67&CDS=1-3285	YDL102W
OG0002587	augustus_masked-CU928170-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.88&CDS=1-1515	YDL101C
OG0002588	augustus_masked-CU928170-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.89&CDS=1-2229	YMR160W
OG0002589	augustus_masked-CU928170-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.68&CDS=1-363	YMR159C
OG0002590	augustus_masked-CU928170-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.90&CDS=1-1047	YDL100C
OG0002591	augustus_masked-CU928170-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.69&CDS=1-999	YDL099W
OG0002592	snap_masked-CU928170-processed-gene-8.47-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-8.47&CDS=1-465	YMR158W
OG0002593	augustus_masked-CU928170-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.70&CDS=1-681	YMR157C
OG0002594	augustus_masked-CU928170-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.91&CDS=1-558	YDL098C
OG0002595	augustus_masked-CU928170-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.71&CDS=1-720	YMR156C
OG0002596	augustus_masked-CU928170-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.92&CDS=1-1266	YDL097C
OG0002597	augustus_masked-CU928170-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.72&CDS=1-2505	YDL095W
OG0002598	augustus_masked-CU928170-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.93&CDS=1-1908	YMR155W
OG0002599	augustus_masked-CU928170-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-8.73&CDS=1-411	YDL092W
OG0002600	genemark-CU928170-processed-gene-9.67-mRNA-1_1&gene=genemark-CU928170-processed-gene-9.67&CDS=1-2580	YDL090C
OG0002601	snap_masked-CU928170-processed-gene-9.3-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-9.3&CDS=1-1041	YHL034C
OG0002602	genemark-CU928170-processed-gene-9.66-mRNA-1_1&gene=genemark-CU928170-processed-gene-9.66&CDS=1-4185	YBR115C
OG0002603	augustus_masked-CU928170-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.121&CDS=1-2295	YBR114W
OG0002604	augustus_masked-CU928170-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.122&CDS=1-2385	YBR112C
OG0002605	maker-CU928170-augustus-gene-9.60-mRNA-1_1&gene=maker-CU928170-augustus-gene-9.60&CDS=1-297	YBR111W-A
OG0002606	augustus_masked-CU928170-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.123&CDS=1-627	YBR111C
OG0002607	augustus_masked-CU928170-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.148&CDS=1-1281	YPR070W
OG0002608	augustus_masked-CU928170-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.124&CDS=1-882	YPR069C
OG0002609	augustus_masked-CU928170-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.125&CDS=1-1422	YPR068C
OG0002610	snap_masked-CU928170-processed-gene-9.37-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-9.37&CDS=1-1341	YBR110W
OG0002611	augustus_masked-CU928170-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.126&CDS=1-441	YBR109C
OG0002612	augustus_masked-CU928170-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.150&CDS=1-2526	YBR108W
OG0002613	maker-CU928170-augustus-gene-9.61-mRNA-1_1&gene=maker-CU928170-augustus-gene-9.61&CDS=1-1440	YPR066W
OG0002614	augustus_masked-CU928170-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.152&CDS=1-570	YBR106W
OG0002615	augustus_masked-CU928170-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.153&CDS=1-582	YPR101W
OG0002616	augustus_masked-CU928170-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.129&CDS=1-945	YGR084C
OG0002617	augustus_masked-CU928170-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.130&CDS=1-3054	YGR083C
OG0002618	augustus_masked-CU928170-processed-gene-9.154-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.154&CDS=1-429	YPR100W
OG0002619	genemark-CU928170-processed-gene-9.79-mRNA-1_1&gene=genemark-CU928170-processed-gene-9.79&CDS=1-324	YPR098C
OG0002620	augustus_masked-CU928170-processed-gene-9.155-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.155&CDS=1-582	YGR082W
OG0002621	augustus_masked-CU928170-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.132&CDS=1-585	YGR081C
OG0002622	augustus_masked-CU928170-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.156&CDS=1-2973	YPR097W
OG0002623	augustus_masked-CU928170-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.133&CDS=1-2829	YPR095C
OG0002624	genemark-CU928170-processed-gene-9.110-mRNA-1_1&gene=genemark-CU928170-processed-gene-9.110&CDS=1-321	YPR094W
OG0002625	augustus_masked-CU928170-processed-gene-9.157-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.157&CDS=1-963	YGR080W
OG0002626	augustus_masked-CU928170-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.134&CDS=1-2442	YPR091C
OG0002627	augustus_masked-CU928170-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.159&CDS=1-7350	YBR136W
OG0002628	augustus_masked-CU928170-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.135&CDS=1-2406	YBR133C
OG0002629	augustus_masked-CU928170-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.160&CDS=1-2352	YPR089W
OG0002630	augustus_masked-CU928170-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.136&CDS=1-1746	YBR132C
OG0002631	augustus_masked-CU928170-processed-gene-9.161-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.161&CDS=1-1893	YBR131W
OG0002632	augustus_masked-CU928170-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.138&CDS=1-1602	YPR088C
OG0002633	augustus_masked-CU928170-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.139&CDS=1-1269	YBR130C
OG0002634	snap_masked-CU928170-processed-gene-9.23-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-9.23&CDS=1-984	YBR129C
OG0002635	genemark-CU928170-processed-gene-9.90-mRNA-1_1&gene=genemark-CU928170-processed-gene-9.90&CDS=1-1248	YPR085C
OG0002636	augustus_masked-CU928170-processed-gene-9.162-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.162&CDS=1-1383	YPR084W
OG0002637	augustus_masked-CU928170-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.142&CDS=1-1533	YBR127C
OG0002638	augustus_masked-CU928170-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.163&CDS=1-1494	YPR083W
OG0002639	augustus_masked-CU928170-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.143&CDS=1-1521	YBR126C
OG0002640	augustus_masked-CU928170-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.144&CDS=1-1185	YBR125C
OG0002641	augustus_masked-CU928170-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.145&CDS=1-1938	YBR123C
OG0002642	augustus_masked-CU928170-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-9.146&CDS=1-3369	YBR121C
OG0002643	augustus_masked-CU928170-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.78&CDS=1-1236	YBR119W
OG0002644	snap_masked-CU928170-processed-gene-10.10-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-10.10&CDS=1-1347	YPR075C
OG0002645	augustus_masked-CU928170-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.76&CDS=1-2040	YPR074C
OG0002646	augustus_masked-CU928170-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.77&CDS=1-474	YPR073C
OG0002647	augustus_masked-CU928170-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.102&CDS=1-1689	YPR072W
OG0002648	genemark-CU928170-processed-gene-10.154-mRNA-1_1&gene=genemark-CU928170-processed-gene-10.154&CDS=1-912	YGR096W
OG0002649	augustus_masked-CU928170-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.81&CDS=1-672	YGR095C
OG0002650	augustus_masked-CU928170-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.103&CDS=1-3174	YGR094W
OG0002651	augustus_masked-CU928170-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.82&CDS=1-2637	YPR112C
OG0002652	augustus_masked-CU928170-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.105&CDS=1-1434	YGR091W
OG0002653	augustus_masked-CU928170-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.83&CDS=1-1002	YPR110C
OG0002654	augustus_masked-CU928170-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.106&CDS=1-894	YPR109W
OG0002655	augustus_masked-CU928170-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.107&CDS=1-3663	YGR090W
OG0002656	augustus_masked-CU928170-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.108&CDS=1-2529	YGR089W
OG0002657	augustus_masked-CU928170-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.109&CDS=1-1665	YGR088W
OG0002658	augustus_masked-CU928170-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.110&CDS=1-1224	YPR108W
OG0002659	augustus_masked-CU928170-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.111&CDS=1-630	YOR016C
OG0002660	snap_masked-CU928170-processed-gene-10.50-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-10.50&CDS=1-1146	YHL022C
OG0002661	genemark-CU928170-processed-gene-10.164-mRNA-1_1&gene=genemark-CU928170-processed-gene-10.164&CDS=1-1374	YHL021C
OG0002662	augustus_masked-CU928170-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.85&CDS=1-2208	YOR017W
OG0002663	augustus_masked-CU928170-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.113&CDS=1-1023	YMR010W
OG0002664	augustus_masked-CU928170-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.114&CDS=1-528	YMR009W
OG0002665	augustus_masked-CU928170-processed-gene-10.86-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.86&CDS=1-1410	YOL030W
OG0002666	snap_masked-CU928170-processed-gene-10.54-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-10.54&CDS=1-783	YIR018W
OG0002667	augustus_masked-CU928170-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.87&CDS=1-1050	YOR008C
OG0002668	augustus_masked-CU928170-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.88&CDS=1-1785	YPL260W
OG0002669	augustus_masked-CU928170-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.89&CDS=1-879	YIL010W
OG0002670	maker-CU928170-augustus-gene-10.74-mRNA-1_1&gene=maker-CU928170-augustus-gene-10.74&CDS=1-1434	YPL259C
OG0002671	genemark-CU928170-processed-gene-10.141-mRNA-1_1&gene=genemark-CU928170-processed-gene-10.141&CDS=1-297	YIL008W
OG0002672	augustus_masked-CU928170-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.117&CDS=1-660	YIL007C
OG0002673	augustus_masked-CU928170-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.118&CDS=1-867	YEL009C
OG0002674	augustus_masked-CU928170-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.91&CDS=1-1194	YHR177W
OG0002675	maker-CU928170-augustus-gene-10.71-mRNA-1_1&gene=maker-CU928170-augustus-gene-10.71&CDS=1-3135	YIL005W
OG0002676	augustus_masked-CU928170-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.93&CDS=1-840	YIL003W
OG0002677	snap_masked-CU928170-processed-gene-10.60-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-10.60&CDS=1-969	YEL005C
OG0002678	augustus_masked-CU928170-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.94&CDS=1-1308	YEL004W
OG0002679	augustus_masked-CU928170-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.119&CDS=1-1317	YEL002C
OG0002680	augustus_masked-CU928170-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.120&CDS=1-2808	YIL002C
OG0002681	augustus_masked-CU928170-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.96&CDS=1-1554	YIL001W
OG0002682	augustus_masked-CU928170-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.121&CDS=1-663	YEL001C
OG0002683	augustus_masked-CU928170-processed-gene-10.122-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.122&CDS=1-435	YIR001C
OG0002684	augustus_masked-CU928170-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.97&CDS=1-681	YER002W
OG0002685	augustus_masked-CU928170-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.123&CDS=1-1287	YER003C
OG0002686	augustus_masked-CU928170-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.99&CDS=1-1974	YER005W
OG0002687	augustus_masked-CU928170-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.124&CDS=1-1077	YPR086W
OG0002688	augustus_masked-CU928170-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-10.100&CDS=1-1560	YER006W
OG0002689	snap_masked-CU928170-processed-gene-10.38-mRNA-1_1&gene=snap_masked-CU928170-processed-gene-10.38&CDS=1-1497	YER007W
OG0002690	augustus_masked-CU928170-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.103&CDS=1-534	YER007C-A
OG0002691	augustus_masked-CU928170-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.104&CDS=1-6921	YIR002C
OG0002692	augustus_masked-CU928170-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.101&CDS=1-375	YER009W
OG0002693	maker-CU928170-augustus-gene-11.52-mRNA-1_1&gene=maker-CU928170-augustus-gene-11.52&CDS=1-2154	YIR003W
OG0002694	augustus_masked-CU928170-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.105&CDS=1-1257	YIR004W
OG0002695	augustus_masked-CU928170-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.129&CDS=1-705	YER010C
OG0002696	augustus_masked-CU928170-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.106&CDS=1-732	YIR017C
OG0002697	augustus_masked-CU928170-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.132&CDS=1-771	YOL038W
OG0002698	augustus_masked-CU928170-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.107&CDS=1-426	YOL026C
OG0002699	genemark-CU928170-processed-gene-11.87-mRNA-1_1&gene=genemark-CU928170-processed-gene-11.87&CDS=1-450	YIR015W
OG0002700	augustus_masked-CU928170-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.133&CDS=1-708	YIR014W
OG0002701	augustus_masked-CU928170-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.108&CDS=1-1659	YOL027C
OG0002702	augustus_masked-CU928170-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.109&CDS=1-2232	YIR007W
OG0002703	augustus_masked-CU928170-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.134&CDS=1-1251	YIR008C
OG0002704	augustus_masked-CU928170-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.110&CDS=1-585	YER012W
OG0002705	augustus_masked-CU928170-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.112&CDS=1-1593	YER014W
OG0002706	augustus_masked-CU928170-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.113&CDS=1-372	YIR009W
OG0002707	augustus_masked-CU928170-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.114&CDS=1-2244	YER015W
OG0002708	augustus_masked-CU928170-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.115&CDS=1-948	YER016W
OG0002709	augustus_masked-CU928170-processed-gene-11.137-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.137&CDS=1-921	YPR065W
OG0002710	augustus_masked-CU928170-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.116&CDS=1-951	YBR251W
OG0002711	augustus_masked-CU928170-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.117&CDS=1-1089	YGR112W
OG0002712	augustus_masked-CU928170-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.118&CDS=1-1866	YPR124W
OG0002713	augustus_masked-CU928170-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.119&CDS=1-4365	YGR116W
OG0002714	augustus_masked-CU928170-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.121&CDS=1-1239	YPR125W
OG0002715	augustus_masked-CU928170-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.138&CDS=1-978	YPR128C
OG0002716	augustus_masked-CU928170-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.122&CDS=1-984	YPR129W
OG0002717	augustus_masked-CU928170-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.139&CDS=1-588	YPR131C
OG0002718	augustus_masked-CU928170-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.140&CDS=1-1347	YGR117C
OG0002719	augustus_masked-CU928170-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.141&CDS=1-1101	YPR133C
OG0002720	augustus_masked-CU928170-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.124&CDS=1-837	YPR134W
OG0002721	augustus_masked-CU928170-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.142&CDS=1-1659	YGR119C
OG0002722	augustus_masked-CU928170-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.143&CDS=1-744	YGR120C
OG0002723	augustus_masked-CU928170-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.125&CDS=1-2700	YPR135W
OG0002724	augustus_masked-CU928170-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.126&CDS=1-1710	YPR137W
OG0002725	augustus_masked-CU928170-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.144&CDS=1-1359	YPR138C
OG0002726	augustus_masked-CU928170-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.127&CDS=1-1158	YGR122W
OG0002727	augustus_masked-CU928170-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.145&CDS=1-930	YPR139C
OG0002728	augustus_masked-CU928170-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-11.128&CDS=1-1194	YPR140W
OG0002729	augustus_masked-CU928170-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-12.2&CDS=1-2106	YPR141C
OG0002730	augustus_masked-CU928170-processed-gene-12.0-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-12.0&CDS=1-747	YPR143W
OG0002731	augustus_masked-CU928170-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-12.3&CDS=1-1539	YGR123C
OG0002732	augustus_masked-CU928170-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-12.4&CDS=1-1599	YPR144C
OG0002733	augustus_masked-CU928170-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-CU928170-processed-gene-12.1&CDS=1-1719	YPR145W
