	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
OG0001919	YJL096W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.31&CDS=1-483
OG0001920	YJL097W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.32&CDS=1-663
OG0001921	YJL098W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-0.92&CDS=1-2895
OG0001922	YJL100W	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.204&CDS=1-2058
OG0001923	YJL101C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.35&CDS=1-1950
OG0001924	YJL102W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.112&CDS=1-2532
OG0001925	YJL104W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.54&CDS=1-435
OG0001926	YJL106W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.67&CDS=1-2088
OG0001927	YJL109C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.83&CDS=1-5340
OG0001928	YJL111W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.124&CDS=1-1641
OG0001929	YJL112W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-3.123&CDS=1-1941
OG0001930	YJL115W	maker-NODE_18_length_260039_cov_39.3695_ID_35-snap-gene-1.80-mRNA-1_1&gene=maker-NODE_18_length_260039_cov_39.3695_ID_35-snap-gene-1.80&CDS=1-3009
OG0001931	YJL117W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.60&CDS=1-846
OG0001932	YJL121C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.104&CDS=1-705
OG0001933	YJL122W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.107&CDS=1-480
OG0001934	YJL123C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.94&CDS=1-1368
OG0001935	YJL124C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.109&CDS=1-462
OG0001936	YJL125C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.132&CDS=1-1176
OG0001937	YJL126W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.71&CDS=1-885
OG0001938	YJL127C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.113&CDS=1-1584
OG0001939	YJL131C	snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.45&CDS=1-1044
OG0001940	YJL132W	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.61&CDS=1-2400
OG0001941	YJL140W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.80&CDS=1-573
OG0001942	YJL141C	maker-NODE_13_length_373471_cov_44.1009_ID_25-snap-gene-1.1-mRNA-1_1&gene=maker-NODE_13_length_373471_cov_44.1009_ID_25-snap-gene-1.1&CDS=1-4035
OG0001943	YJL143W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.79&CDS=1-477
OG0001944	YJL148W	augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_19_length_238352_cov_47.7159_ID_37-processed-gene-0.49&CDS=1-708
OG0001945	YJL153C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.5&CDS=1-1575
OG0001946	YJL154C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-4.33&CDS=1-2559
OG0001947	YJL156C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.13&CDS=1-2820
OG0001948	YJL163C	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.113&CDS=1-1821
OG0001949	YJL166W	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-0.11&CDS=1-279
OG0001950	YJL167W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.113&CDS=1-1053
OG0001951	YJL168C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.116&CDS=1-2271
OG0001952	YJL174W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.59&CDS=1-813
OG0001953	YJL178C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.83&CDS=1-843
OG0001954	YJL179W	genemark-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.55&CDS=1-315
OG0001955	YJL180C	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.15&CDS=1-969
OG0001956	YJL183W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.84&CDS=1-1371
OG0001957	YJL184W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.106&CDS=1-360
OG0001958	YJL187C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.138&CDS=1-3156
OG0001959	YJL189W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.97&CDS=1-228
OG0001960	YJL194W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.186&CDS=1-1767
OG0001961	YJL197W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.84&CDS=1-3681
OG0001962	YJL204C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.83&CDS=1-2937
OG0001963	YJL205C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.76&CDS=1-183
OG0001964	YJL207C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.115&CDS=1-6729
OG0001965	YJL208C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.50&CDS=1-894
OG0001966	YJL210W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.108&CDS=1-1365
OG0001967	YJR001W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.9&CDS=1-1641
OG0001968	YJR002W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.27&CDS=1-1923
OG0001969	YJR003C	snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.2&CDS=1-1809
OG0001970	YJR006W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-7.114&CDS=1-1470
OG0001971	YJR007W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.78&CDS=1-921
OG0001972	YJR008W	snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-0.24&CDS=1-957
OG0001973	YJR010C-A	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.198-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.198&CDS=1-315
OG0001974	YJR010W	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.202&CDS=1-1641
OG0001975	YJR013W	genemark-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.7&CDS=1-1266
OG0001976	YJR014W	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.131&CDS=1-576
OG0001977	YJR016C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-3.37&CDS=1-1803
OG0001978	YJR017C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.56&CDS=1-501
OG0001979	YJR019C	augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.25&CDS=1-981
OG0001980	YJR024C	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.26&CDS=1-732
OG0001981	YJR025C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.50&CDS=1-510
OG0001982	YJR032W	augustus_masked-NODE_30_length_35830_cov_36.3926_ID_59-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_30_length_35830_cov_36.3926_ID_59-processed-gene-0.28&CDS=1-1167
OG0001983	YJR033C	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.35&CDS=1-4650
OG0001984	YJR034W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.71&CDS=1-324
OG0001985	YJR035W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.70&CDS=1-3825
OG0001986	YJR040W	snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.42&CDS=1-2529
OG0001987	YJR041C	snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.50&CDS=1-3591
OG0001988	YJR044C	augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.51&CDS=1-414
OG0001989	YJR050W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.57&CDS=1-861
OG0001990	YJR052W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.1&CDS=1-1758
OG0001991	YJR053W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.121&CDS=1-2133
OG0001992	YJR055W	genemark-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.18&CDS=1-456
OG0001993	YJR056C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.123&CDS=1-906
OG0001994	YJR057W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.78&CDS=1-627
OG0001995	YJR058C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-8.62&CDS=1-477
OG0001996	YJR060W	maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-3.48-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-3.48&CDS=1-672
OG0001997	YJR062C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-3.112&CDS=1-984
OG0001998	YJR063W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.75&CDS=1-369
OG0001999	YJR064W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.58&CDS=1-1665
OG0002000	YJR065C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.221&CDS=1-1311
OG0002001	YJR067C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.222&CDS=1-507
OG0002002	YJR068W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.73&CDS=1-1161
OG0002003	YJR069C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.156&CDS=1-615
OG0002004	YJR070C	snap_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-0.94&CDS=1-954
OG0002005	YJR072C	augustus_masked-NODE_30_length_35830_cov_36.3926_ID_59-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_30_length_35830_cov_36.3926_ID_59-processed-gene-0.27&CDS=1-1170
OG0002006	YJR073C	snap_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.182&CDS=1-621
OG0002007	YJR074W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-2.58&CDS=1-591
OG0002008	YJR077C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.108&CDS=1-933
OG0002009	YJR078W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.71&CDS=1-1452
OG0002010	YJR080C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.196&CDS=1-1143
OG0002011	YJR085C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.267-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.267&CDS=1-315
OG0002012	YJR086W	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.126&CDS=1-468
OG0002013	YJR088C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.93&CDS=1-1026
OG0002014	YJR090C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.72&CDS=1-2472
OG0002015	YJR092W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.86&CDS=1-4290
OG0002016	YJR093C	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.10&CDS=1-1152
OG0002017	YJR095W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.105&CDS=1-951
OG0002018	YJR096W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.102&CDS=1-846
OG0002019	YJR097W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.110&CDS=1-564
OG0002020	YJR098C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-5.86&CDS=1-2424
OG0002021	YJR099W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.60&CDS=1-738
OG0002022	YJR100C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.39&CDS=1-990
OG0002023	YJR104C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.25&CDS=1-483
OG0002024	YJR105W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.77&CDS=1-1038
OG0002025	YJR110W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.48&CDS=1-4107
OG0002026	YJR113C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.141&CDS=1-2400
OG0002027	YJR116W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.60&CDS=1-819
OG0002028	YJR117W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.62&CDS=1-1344
OG0002029	YJR118C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.48&CDS=1-558
OG0002030	YJR119C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.64&CDS=1-2724
OG0002031	YJR121W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-6.40-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-6.40&CDS=1-1506
