	Naumovozyma_castellii	Saccharomyces_cerevisiae
OG0001685	genemark-HE576753-processed-gene-7.36-mRNA-1_1&gene=genemark-HE576753-processed-gene-7.36&CDS=1-822	YER150W
OG0001686	genemark-HE576753-processed-gene-7.37-mRNA-1_1&gene=genemark-HE576753-processed-gene-7.37&CDS=1-1269	YDR076W
OG0001687	augustus_masked-HE576753-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.78&CDS=1-2730	YDR074W
OG0001688	augustus_masked-HE576753-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.79&CDS=1-468	YDR073W
OG0001689	augustus_masked-HE576753-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.62&CDS=1-1491	YDR072C
OG0001690	augustus_masked-HE576753-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.63&CDS=1-591	YDR071C
OG0001691	genemark-HE576753-processed-gene-7.21-mRNA-1_1&gene=genemark-HE576753-processed-gene-7.21&CDS=1-300	YDR070C
OG0001692	augustus_masked-HE576753-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.66&CDS=1-2766	YDR069C
OG0001693	augustus_masked-HE576753-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.80&CDS=1-945	YDR068W
OG0001694	augustus_masked-HE576753-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.67&CDS=1-681	YDR067C
OG0001695	genemark-HE576753-processed-gene-7.41-mRNA-1_1&gene=genemark-HE576753-processed-gene-7.41&CDS=1-1416	YDR063W
OG0001696	augustus_masked-HE576753-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.82&CDS=1-1683	YDR062W
OG0001697	augustus_masked-HE576753-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-7.83&CDS=1-1599	YDR061W
OG0001698	augustus_masked-HE576753-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.53&CDS=1-534	YER134C
OG0001699	augustus_masked-HE576753-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.52&CDS=1-465	YER137C
OG0001700	maker-HE576753-augustus-gene-8.2-mRNA-1_1&gene=maker-HE576753-augustus-gene-8.2&CDS=1-285	YBL026W
OG0001701	augustus_masked-HE576753-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.80&CDS=1-609	YGL200C
OG0001702	maker-HE576753-augustus-gene-8.3-mRNA-1_1&gene=maker-HE576753-augustus-gene-8.3&CDS=1-936	YER133W
OG0001703	augustus_masked-HE576753-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.60&CDS=1-972	YPL209C
OG0001704	augustus_masked-HE576753-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.61&CDS=1-3621	YPR022C
OG0001705	augustus_masked-HE576753-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.84&CDS=1-1185	YPR023C
OG0001706	augustus_masked-HE576753-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.62&CDS=1-1425	YER123W
OG0001707	snap_masked-HE576753-processed-gene-8.137-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-8.137&CDS=1-1722	YER124C
OG0001708	augustus_masked-HE576753-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.63&CDS=1-2505	YER125W
OG0001709	augustus_masked-HE576753-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.86&CDS=1-783	YER126C
OG0001710	augustus_masked-HE576753-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.64&CDS=1-1071	YER127W
OG0001711	augustus_masked-HE576753-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.66&CDS=1-2655	YPR021C
OG0001712	augustus_masked-HE576753-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.67&CDS=1-1689	YGL171W
OG0001713	augustus_masked-HE576753-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.68&CDS=1-1107	YPR016C
OG0001714	augustus_masked-HE576753-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.70&CDS=1-720	YPR015C
OG0001715	snap_masked-HE576753-processed-gene-8.122-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-8.122&CDS=1-216	YPR010C-A
OG0001716	augustus_masked-HE576753-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.71&CDS=1-1569	YPR002W
OG0001717	augustus_masked-HE576753-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.72&CDS=1-2523	YFR002W
OG0001718	augustus_masked-HE576753-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.90&CDS=1-450	YFR003C
OG0001719	augustus_masked-HE576753-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.73&CDS=1-918	YFR004W
OG0001720	genemark-HE576753-processed-gene-8.43-mRNA-1_1&gene=genemark-HE576753-processed-gene-8.43&CDS=1-1323	YFR005C
OG0001721	augustus_masked-HE576753-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.74&CDS=1-1584	YFR006W
OG0001722	augustus_masked-HE576753-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.92&CDS=1-1419	YPR001W
OG0001723	augustus_masked-HE576753-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.93&CDS=1-1779	YPL001W
OG0001724	augustus_masked-HE576753-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.75&CDS=1-714	YPL002C
OG0001725	genemark-HE576753-processed-gene-8.47-mRNA-1_1&gene=genemark-HE576753-processed-gene-8.47&CDS=1-1332	YFL001W
OG0001726	genemark-HE576753-processed-gene-8.48-mRNA-1_1&gene=genemark-HE576753-processed-gene-8.48&CDS=1-2172	YPR003C
OG0001727	augustus_masked-HE576753-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.95&CDS=1-1047	YPR004C
OG0001728	snap_masked-HE576753-processed-gene-8.128-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-8.128&CDS=1-2538	YER167W
OG0001729	snap_masked-HE576753-processed-gene-8.150-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-8.150&CDS=1-1599	YER168C
OG0001730	augustus_masked-HE576753-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-8.77&CDS=1-2592	YER169W
OG0001731	maker-HE576753-snap-gene-8.99-mRNA-1_1&gene=maker-HE576753-snap-gene-8.99&CDS=1-2922	YER171W
OG0001732	maker-HE576753-augustus-gene-9.2-mRNA-1_1&gene=maker-HE576753-augustus-gene-9.2&CDS=1-6051	YER172C
OG0001733	augustus_masked-HE576753-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.41&CDS=1-1953	YER173W
OG0001734	genemark-HE576753-processed-gene-9.7-mRNA-1_1&gene=genemark-HE576753-processed-gene-9.7&CDS=1-3528	YER176W
OG0001735	genemark-HE576753-processed-gene-9.9-mRNA-1_1&gene=genemark-HE576753-processed-gene-9.9&CDS=1-1272	YER178W
OG0001736	maker-HE576753-augustus-gene-9.0-mRNA-1_1&gene=maker-HE576753-augustus-gene-9.0&CDS=1-999	YER179W
OG0001737	snap_masked-HE576753-processed-gene-9.97-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.97&CDS=1-813	YER180C
OG0001738	augustus_masked-HE576753-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.62&CDS=1-3612	YLR084C
OG0001739	augustus_masked-HE576753-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.63&CDS=1-1260	YLR085C
OG0001740	augustus_masked-HE576753-processed-gene-9.48-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.48&CDS=1-4227	YLR086W
OG0001741	augustus_masked-HE576753-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.64&CDS=1-8856	YLR087C
OG0001742	augustus_masked-HE576753-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.49&CDS=1-1299	YLR090W
OG0001743	augustus_masked-HE576753-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.50&CDS=1-2769	YLR092W
OG0001744	snap_masked-HE576753-processed-gene-9.104-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.104&CDS=1-711	YLR093C
OG0001745	snap_masked-HE576753-processed-gene-9.105-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.105&CDS=1-3936	YLR095C
OG0001746	augustus_masked-HE576753-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.51&CDS=1-3630	YDR122W
OG0001747	augustus_masked-HE576753-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.67&CDS=1-1026	YLR097C
OG0001748	augustus_masked-HE576753-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.68&CDS=1-2982	YLR098C
OG0001749	snap_masked-HE576753-processed-gene-9.109-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.109&CDS=1-1197	YAL032C
OG0001750	augustus_masked-HE576753-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.54&CDS=1-1038	YLR100W
OG0001751	augustus_masked-HE576753-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.70&CDS=1-1935	YDR129C
OG0001752	snap_masked-HE576753-processed-gene-9.111-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.111&CDS=1-855	YLR102C
OG0001753	augustus_masked-HE576753-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.72&CDS=1-1932	YLR103C
OG0001754	augustus_masked-HE576753-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.73&CDS=1-1803	YOL072W
OG0001755	snap_masked-HE576753-processed-gene-9.91-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.91&CDS=1-1287	YGR072W
OG0001756	augustus_masked-HE576753-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.56&CDS=1-351	YGR074W
OG0001757	snap_masked-HE576753-processed-gene-9.115-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.115&CDS=1-1803	YGR077C
OG0001758	snap_masked-HE576753-processed-gene-9.93-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-9.93&CDS=1-306	YLR012C
OG0001759	augustus_masked-HE576753-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.58&CDS=1-906	YOL073C
OG0001760	augustus_masked-HE576753-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.59&CDS=1-3819	YOL075C
OG0001761	augustus_masked-HE576753-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-9.60&CDS=1-879	YOL077C
OG0001762	augustus_masked-HE576753-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.88&CDS=1-3690	YOL078W
OG0001763	augustus_masked-HE576753-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.87&CDS=1-828	YOL080C
OG0001764	snap_masked-HE576753-processed-gene-10.65-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-10.65&CDS=1-2979	YOL084W
OG0001765	augustus_masked-HE576753-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.106&CDS=1-315	YOL086W-A
OG0001766	augustus_masked-HE576753-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.90&CDS=1-3252	YOL087C
OG0001767	augustus_masked-HE576753-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.92&CDS=1-750	YGL198W
OG0001768	augustus_masked-HE576753-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.107&CDS=1-1353	YGL194C
OG0001769	maker-HE576753-snap-gene-10.38-mRNA-1_1&gene=maker-HE576753-snap-gene-10.38&CDS=1-2058	YGL192W
OG0001770	augustus_masked-HE576753-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.110&CDS=1-486	YGL187C
OG0001771	augustus_masked-HE576753-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.111&CDS=1-1752	YGL186C
OG0001772	maker-HE576753-augustus-gene-10.37-mRNA-1_1&gene=maker-HE576753-augustus-gene-10.37&CDS=1-2550	YBL015W
OG0001773	augustus_masked-HE576753-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.113&CDS=1-3234	YBL020W
OG0001774	augustus_masked-HE576753-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.98&CDS=1-405	YBL021C
OG0001775	augustus_masked-HE576753-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.99&CDS=1-3360	YBL022C
OG0001776	augustus_masked-HE576753-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.100&CDS=1-2622	YBL023C
OG0001777	augustus_masked-HE576753-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.101&CDS=1-849	YER142C
OG0001778	augustus_masked-HE576753-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.118&CDS=1-1473	YER141W
OG0001779	augustus_masked-HE576753-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.119&CDS=1-1572	YER140W
OG0001780	augustus_masked-HE576753-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.102&CDS=1-750	YER139C
OG0001781	augustus_masked-HE576753-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.120&CDS=1-453	YDR064W
OG0001782	augustus_masked-HE576753-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.103&CDS=1-1362	YER136W
OG0001783	augustus_masked-HE576753-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-10.121&CDS=1-2229	YPR008W
OG0001784	snap_masked-HE576753-processed-gene-11.69-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-11.69&CDS=1-594	YPL034W
OG0001785	augustus_masked-HE576753-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.124&CDS=1-753	YDL087C
OG0001786	augustus_masked-HE576753-processed-gene-11.147-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.147&CDS=1-1236	YDL089W
OG0001787	maker-HE576753-augustus-gene-11.54-mRNA-1_1&gene=maker-HE576753-augustus-gene-11.54&CDS=1-2319	YDL090C
OG0001788	augustus_masked-HE576753-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.126&CDS=1-1266	YDL097C
OG0001789	augustus_masked-HE576753-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.127&CDS=1-558	YDL098C
OG0001790	augustus_masked-HE576753-processed-gene-11.149-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.149&CDS=1-945	YDL099W
OG0001791	augustus_masked-HE576753-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.128&CDS=1-1053	YDL100C
OG0001792	augustus_masked-HE576753-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.129&CDS=1-1551	YDL101C
OG0001793	augustus_masked-HE576753-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.150&CDS=1-3297	YDL102W
OG0001794	augustus_masked-HE576753-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.130&CDS=1-1428	YDL103C
OG0001795	snap_masked-HE576753-processed-gene-11.77-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-11.77&CDS=1-1131	YDL104C
OG0001796	augustus_masked-HE576753-processed-gene-11.153-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.153&CDS=1-1164	YDL105W
OG0001797	augustus_masked-HE576753-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.132&CDS=1-1479	YDL106C
OG0001798	snap_masked-HE576753-processed-gene-11.105-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-11.105&CDS=1-1002	YDL107W
OG0001799	snap_masked-HE576753-processed-gene-11.106-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-11.106&CDS=1-936	YDL108W
OG0001800	genemark-HE576753-processed-gene-11.16-mRNA-1_1&gene=genemark-HE576753-processed-gene-11.16&CDS=1-4701	YDL117W
OG0001801	maker-HE576753-augustus-gene-11.57-mRNA-1_1&gene=maker-HE576753-augustus-gene-11.57&CDS=1-1116	YDL115C
OG0001802	augustus_masked-HE576753-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.135&CDS=1-858	YDL114W
OG0001803	augustus_masked-HE576753-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.156&CDS=1-1491	YJL081C
OG0001804	augustus_masked-HE576753-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.136&CDS=1-4287	YDL112W
OG0001805	augustus_masked-HE576753-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.158&CDS=1-411	YDL110C
OG0001806	augustus_masked-HE576753-processed-gene-11.137-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.137&CDS=1-888	YDL119C
OG0001807	augustus_masked-HE576753-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.159&CDS=1-534	YDL120W
OG0001808	augustus_masked-HE576753-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.160&CDS=1-2310	YDL122W
OG0001809	augustus_masked-HE576753-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.161&CDS=1-1329	YNL016W
OG0001810	snap_masked-HE576753-processed-gene-11.85-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-11.85&CDS=1-1116	YIL083C
OG0001811	maker-HE576753-augustus-gene-11.56-mRNA-1_1&gene=maker-HE576753-augustus-gene-11.56&CDS=1-1851	YIL088C
OG0001812	augustus_masked-HE576753-processed-gene-11.163-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.163&CDS=1-1158	YIL090W
OG0001813	augustus_masked-HE576753-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.142&CDS=1-2169	YIL091C
OG0001814	augustus_masked-HE576753-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.143&CDS=1-780	YIL093C
OG0001815	augustus_masked-HE576753-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.144&CDS=1-1119	YIL094C
OG0001816	augustus_masked-HE576753-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-11.145&CDS=1-990	YIL096C
OG0001817	maker-HE576753-augustus-gene-11.58-mRNA-1_1&gene=maker-HE576753-augustus-gene-11.58&CDS=1-2403	YNL037C
OG0001818	augustus_masked-HE576753-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.45&CDS=1-1281	YIL103W
OG0001819	augustus_masked-HE576753-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.42&CDS=1-1533	YIL104C
OG0001820	augustus_masked-HE576753-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.43&CDS=1-2058	YIL105C
OG0001821	augustus_masked-HE576753-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.46&CDS=1-921	YIL106W
OG0001822	augustus_masked-HE576753-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.44&CDS=1-2334	YIL107C
OG0001823	augustus_masked-HE576753-processed-gene-12.62-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.62&CDS=1-2070	YIL108W
OG0001824	augustus_masked-HE576753-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.63&CDS=1-1098	YIL110W
OG0001825	maker-HE576753-augustus-gene-12.125-mRNA-1_1&gene=maker-HE576753-augustus-gene-12.125&CDS=1-3621	YIL112W
OG0001826	augustus_masked-HE576753-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.48&CDS=1-843	YNL055C
OG0001827	augustus_masked-HE576753-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.49&CDS=1-4404	YIL115C
OG0001828	augustus_masked-HE576753-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.65&CDS=1-1155	YIL116W
OG0001829	augustus_masked-HE576753-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.50&CDS=1-969	YIL117C
OG0001830	augustus_masked-HE576753-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.66&CDS=1-702	YIL118W
OG0001831	snap_masked-HE576753-processed-gene-12.13-mRNA-1_1&gene=snap_masked-HE576753-processed-gene-12.13&CDS=1-1479	YIL119C
OG0001832	augustus_masked-HE576753-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.70&CDS=1-921	YIL124W
OG0001833	genemark-HE576753-processed-gene-12.113-mRNA-1_1&gene=genemark-HE576753-processed-gene-12.113&CDS=1-3024	YIL125W
OG0001834	augustus_masked-HE576753-processed-gene-12.72-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.72&CDS=1-4026	YIL126W
OG0001835	augustus_masked-HE576753-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.73&CDS=1-2718	YIL130W
OG0001836	augustus_masked-HE576753-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.52&CDS=1-1365	YIL131C
OG0001837	augustus_masked-HE576753-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.74&CDS=1-924	YIL134W
OG0001838	augustus_masked-HE576753-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.54&CDS=1-1701	YIL135C
OG0001839	augustus_masked-HE576753-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.75&CDS=1-1221	YIL136W
OG0001840	augustus_masked-HE576753-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.55&CDS=1-2751	YIL137C
OG0001841	augustus_masked-HE576753-processed-gene-12.57-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.57&CDS=1-741	YIL139C
OG0001842	augustus_masked-HE576753-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-HE576753-processed-gene-12.76&CDS=1-2439	YIL140W
