	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
OG0001571	YGR044C	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.69-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.69&CDS=1-1398
OG0001572	YGR046W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-9.3&CDS=1-1638
OG0001573	YGR047C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.71&CDS=1-3168
OG0001574	YGR048W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.51&CDS=1-1095
OG0001575	YGR053C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-2.41&CDS=1-1107
OG0001576	YGR054W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.39&CDS=1-2853
OG0001577	YGR057C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.74&CDS=1-747
OG0001578	YGR061C	genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.342-mRNA-1_1&gene=genemark-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.342&CDS=1-4098
OG0001579	YGR062C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.44&CDS=1-1008
OG0001580	YGR063C	maker-NODE_12_length_396418_cov_70.9058_ID_23-augustus-gene-2.237-mRNA-1_1&gene=maker-NODE_12_length_396418_cov_70.9058_ID_23-augustus-gene-2.237&CDS=1-390
OG0001581	YGR067C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.132&CDS=1-2448
OG0001582	YGR068C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.158&CDS=1-2637
OG0001583	YGR074W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.77&CDS=1-333
OG0001584	YGR076C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.60&CDS=1-498
OG0001585	YGR077C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.240-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.240&CDS=1-2025
OG0001586	YGR078C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.241-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.241&CDS=1-606
OG0001587	YGR080W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.96&CDS=1-981
OG0001588	YGR081C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.144&CDS=1-528
OG0001589	YGR082W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.23&CDS=1-504
OG0001590	YGR083C	augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.3&CDS=1-1518
OG0001591	YGR086C	augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_27_length_38318_cov_102.224_ID_53-processed-gene-0.4&CDS=1-921
OG0001592	YGR089W	maker-NODE_16_length_269614_cov_67.8004_ID_31-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_16_length_269614_cov_67.8004_ID_31-snap-gene-0.1&CDS=1-2472
OG0001593	YGR090W	maker-NODE_24_length_91208_cov_71.2268_ID_47-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_24_length_91208_cov_71.2268_ID_47-augustus-gene-0.5&CDS=1-4599
OG0001594	YGR091W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.52&CDS=1-1530
OG0001595	YGR094W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.51&CDS=1-3207
OG0001596	YGR095C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.48&CDS=1-678
OG0001597	YGR096W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.50&CDS=1-867
OG0001598	YGR098C	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.20&CDS=1-5196
OG0001599	YGR099W	snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.141&CDS=1-2559
OG0001600	YGR100W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.1&CDS=1-2904
OG0001601	YGR101W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-1.89&CDS=1-2514
OG0001602	YGR102C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.71&CDS=1-561
OG0001603	YGR103W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.90&CDS=1-1815
OG0001604	YGR105W	maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-0.130&CDS=1-702
OG0001605	YGR110W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.87&CDS=1-1152
OG0001606	YGR111W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.5&CDS=1-1047
OG0001607	YGR116W	augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.52&CDS=1-4752
OG0001608	YGR117C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.82&CDS=1-1434
OG0001609	YGR119C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-14.58&CDS=1-1443
OG0001610	YGR124W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-0.43&CDS=1-1722
OG0001611	YGR125W	maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-12.47-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-snap-gene-12.47&CDS=1-3426
OG0001612	YGR127W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.101&CDS=1-936
OG0001613	YGR132C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.85&CDS=1-843
OG0001614	YGR134W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-3.89&CDS=1-4179
OG0001615	YGR135W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.86&CDS=1-756
OG0001616	YGR145W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.9&CDS=1-2106
OG0001617	YGR147C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-1.66&CDS=1-672
OG0001618	YGR149W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.108&CDS=1-2469
OG0001619	YGR150C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.152&CDS=1-2163
OG0001620	YGR152C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.26&CDS=1-2184
OG0001621	YGR157W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.15&CDS=1-2667
OG0001622	YGR159C	augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_23_length_95945_cov_69.2483_ID_45-processed-gene-0.56&CDS=1-1443
OG0001623	YGR161C	genemark-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.118&CDS=1-951
OG0001624	YGR163W	maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-1.2&CDS=1-1071
OG0001625	YGR165W	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.42&CDS=1-1053
OG0001626	YGR166W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.73&CDS=1-1788
OG0001627	YGR167W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.44&CDS=1-690
OG0001628	YGR170W	genemark-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.129&CDS=1-3633
OG0001629	YGR171C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.65&CDS=1-1776
OG0001630	YGR172C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.64&CDS=1-783
OG0001631	YGR173W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.58&CDS=1-1113
OG0001632	YGR174C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.75&CDS=1-426
OG0001633	YGR175C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.52&CDS=1-1458
OG0001634	YGR178C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-0.8&CDS=1-2802
OG0001635	YGR183C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.191&CDS=1-213
OG0001636	YGR184C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.190&CDS=1-5505
OG0001637	YGR185C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-2.22&CDS=1-1197
OG0001638	YGR186W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.192&CDS=1-1887
OG0001639	YGR187C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.161&CDS=1-1125
OG0001640	YGR188C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.172&CDS=1-2928
OG0001641	YGR189C	maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-2.213-mRNA-1_1&gene=maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-2.213&CDS=1-3822
OG0001642	YGR193C	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.35&CDS=1-1104
OG0001643	YGR194C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.31&CDS=1-1887
OG0001644	YGR195W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-5.66&CDS=1-729
OG0001645	YGR198W	snap_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.55&CDS=1-2343
OG0001646	YGR200C	maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_15_length_358692_cov_73.9701_ID_29-augustus-gene-1.0&CDS=1-3849
OG0001647	YGR202C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.198&CDS=1-1383
OG0001648	YGR203W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.197&CDS=1-438
OG0001649	YGR205W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.34&CDS=1-933
OG0001650	YGR207C	maker-NODE_17_length_258948_cov_75.1999_ID_33-augustus-gene-1.153-mRNA-1_1&gene=maker-NODE_17_length_258948_cov_75.1999_ID_33-augustus-gene-1.153&CDS=1-765
OG0001651	YGR208W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-1.11&CDS=1-930
OG0001652	YGR210C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-3.47&CDS=1-1251
OG0001653	YGR211W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.140&CDS=1-1620
OG0001654	YGR215W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.144&CDS=1-438
OG0001655	YGR216C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.126&CDS=1-1836
OG0001656	YGR217W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.122&CDS=1-6612
OG0001657	YGR218W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.117&CDS=1-3216
OG0001658	YGR220C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.132&CDS=1-831
OG0001659	YGR223C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.24&CDS=1-1035
OG0001660	YGR225W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.143&CDS=1-3354
OG0001661	YGR227W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.142&CDS=1-1533
OG0001662	YGR229C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.122&CDS=1-1605
OG0001663	YGR231C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.123&CDS=1-921
OG0001664	YGR232W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.141&CDS=1-819
OG0001665	YGR233C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.5&CDS=1-3645
OG0001666	YGR234W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.3&CDS=1-1182
OG0001667	YGR235C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.36&CDS=1-723
OG0001668	YGR244C	augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.105&CDS=1-1314
OG0001669	YGR245C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.87&CDS=1-2292
OG0001670	YGR246C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.84&CDS=1-1638
OG0001671	YGR252W	augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.73&CDS=1-1341
OG0001672	YGR253C	augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.104&CDS=1-756
OG0001673	YGR254W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.101&CDS=1-1314
OG0001674	YGR255C	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.119&CDS=1-1467
OG0001675	YGR257C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.16&CDS=1-1341
OG0001676	YGR258C	maker-NODE_15_length_358692_cov_73.9701_ID_29-snap-gene-2.145-mRNA-1_1&gene=maker-NODE_15_length_358692_cov_73.9701_ID_29-snap-gene-2.145&CDS=1-3108
OG0001677	YGR260W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.17&CDS=1-1542
OG0001678	YGR261C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-2.167&CDS=1-2541
OG0001679	YGR262C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.51&CDS=1-855
OG0001680	YGR264C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.50&CDS=1-2262
OG0001681	YGR266W	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.64&CDS=1-2094
OG0001682	YGR267C	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.193&CDS=1-909
OG0001683	YGR268C	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.209-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.209&CDS=1-471
