	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
OG0001928	YHR197W	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.82&CDS=1-2169
OG0001929	YHR198C	augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.54&CDS=1-834
OG0001930	YHR200W	augustus_masked-NODE_64_length_60285_cov_20.3992_ID_9051-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_64_length_60285_cov_20.3992_ID_9051-processed-gene-0.9&CDS=1-792
OG0001931	YHR201C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.88&CDS=1-1047
OG0001932	YHR202W	augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.57&CDS=1-1791
OG0001933	YHR204W	genemark-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.15&CDS=1-2115
OG0001934	YHR205W	genemark-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.7&CDS=1-2142
OG0001935	YHR207C	augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_77_length_46982_cov_18.9505_ID_8928-processed-gene-0.58&CDS=1-1398
OG0001936	YHR208W	augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_42_length_92544_cov_16.747_ID_9372-processed-gene-0.115&CDS=1-1164
OG0001937	YIL001W	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.7&CDS=1-1521
OG0001938	YIL002C	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-1.34&CDS=1-2640
OG0001939	YIL003W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.138&CDS=1-771
OG0001940	YIL004C	augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.23&CDS=1-387
OG0001941	YIL005W	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.68&CDS=1-1995
OG0001942	YIL007C	maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.30&CDS=1-624
OG0001943	YIL008W	maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_67_length_57166_cov_15.6626_ID_8980-augustus-gene-0.36&CDS=1-309
OG0001944	YIL010W	augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.64&CDS=1-591
OG0001945	YIL016W	augustus_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.34&CDS=1-378
OG0001946	YIL017C	snap_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_47_length_86062_cov_15.8563_ID_7278-processed-gene-0.114&CDS=1-1926
OG0001947	YIL019W	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.131&CDS=1-909
OG0001948	YIL020C	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.133&CDS=1-786
OG0001949	YIL021W	augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_41_length_94782_cov_16.4488_ID_6813-processed-gene-0.109&CDS=1-1005
OG0001950	YIL022W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.18&CDS=1-1233
OG0001951	YIL026C	augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.65&CDS=1-2940
OG0001952	YIL030C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.17&CDS=1-1776
OG0001953	YIL033C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.136&CDS=1-1257
OG0001954	YIL034C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.163&CDS=1-798
OG0001955	YIL039W	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.199&CDS=1-1395
OG0001956	YIL042C	augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.16&CDS=1-1149
OG0001957	YIL043C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.88&CDS=1-825
OG0001958	YIL044C	augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.23&CDS=1-945
OG0001959	YIL046W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.61&CDS=1-1764
OG0001960	YIL047C	maker-NODE_7_length_296361_cov_15.7858_ID_5257-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_7_length_296361_cov_15.7858_ID_5257-snap-gene-0.100&CDS=1-2511
OG0001961	YIL048W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-0.78&CDS=1-3306
OG0001962	YIL049W	augustus_masked-NODE_148_length_5684_cov_16.1321_ID_13447-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_148_length_5684_cov_16.1321_ID_13447-processed-gene-0.10&CDS=1-879
OG0001963	YIL061C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.68-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.68&CDS=1-1089
OG0001964	YIL062C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.66-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-augustus-gene-2.66&CDS=1-453
OG0001965	YIL063C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.90&CDS=1-1137
OG0001966	YIL064W	genemark-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.55&CDS=1-561
OG0001967	YIL065C	snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-2.136&CDS=1-507
OG0001968	YIL067C	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.24&CDS=1-1824
OG0001969	YIL068C	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.22&CDS=1-2334
OG0001970	YIL070C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.60&CDS=1-747
OG0001971	YIL071C	snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.41&CDS=1-1332
OG0001972	YIL072W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-0.110&CDS=1-1857
OG0001973	YIL073C	maker-NODE_3_length_405505_cov_16.6761_ID_5022-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_3_length_405505_cov_16.6761_ID_5022-snap-gene-0.92&CDS=1-2712
OG0001974	YIL075C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.116&CDS=1-2826
OG0001975	YIL076W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.129&CDS=1-867
OG0001976	YIL077C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.94&CDS=1-882
OG0001977	YIL078W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-3.130&CDS=1-2184
OG0001978	YIL083C	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.20&CDS=1-1017
OG0001979	YIL087C	genemark-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.97&CDS=1-453
OG0001980	YIL090W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.90&CDS=1-1248
OG0001981	YIL091C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.93&CDS=1-2157
OG0001982	YIL093C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.105&CDS=1-696
OG0001983	YIL096C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.36&CDS=1-936
OG0001984	YIL098C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.37&CDS=1-432
OG0001985	YIL099W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.72&CDS=1-1686
OG0001986	YIL101C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.14&CDS=1-1152
OG0001987	YIL103W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.18&CDS=1-1248
OG0001988	YIL104C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.39&CDS=1-1431
OG0001989	YIL106W	genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.165&CDS=1-2082
OG0001990	YIL107C	augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.87&CDS=1-2112
OG0001991	YIL109C	augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.196&CDS=1-2769
OG0001992	YIL110W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.22&CDS=1-1053
OG0001993	YIL113W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.271-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.271&CDS=1-744
OG0001994	YIL115C	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.153&CDS=1-4479
OG0001995	YIL116W	maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.184-mRNA-1_1&gene=maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.184&CDS=1-1167
OG0001996	YIL118W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.110&CDS=1-621
OG0001997	YIL124W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.98&CDS=1-879
OG0001998	YIL125W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.94&CDS=1-2985
OG0001999	YIL127C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.23&CDS=1-552
OG0002000	YIL128W	genemark-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.94&CDS=1-3009
OG0002001	YIL129C	augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.97&CDS=1-7203
OG0002002	YIL131C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.101&CDS=1-2178
OG0002003	YIL134W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.136&CDS=1-846
OG0002004	YIL135C	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.123&CDS=1-1107
OG0002005	YIL137C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.22&CDS=1-2730
OG0002006	YIL140W	augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.113&CDS=1-2448
OG0002007	YIL142W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.139&CDS=1-1575
OG0002008	YIL143C	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.12&CDS=1-2466
OG0002009	YIL144W	augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_32_length_114752_cov_15.8803_ID_7121-processed-gene-0.37&CDS=1-1968
OG0002010	YIL145C	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.93&CDS=1-891
OG0002011	YIL147C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.135&CDS=1-3231
OG0002012	YIL150C	maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.68-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-4.68&CDS=1-1836
OG0002013	YIL153W	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.92&CDS=1-1275
OG0002014	YIL154C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.71&CDS=1-1257
OG0002015	YIL155C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.72&CDS=1-1842
OG0002016	YIL156W	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.105&CDS=1-2811
OG0002017	YIL156W-B	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.59&CDS=1-219
OG0002018	YIL157C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.61&CDS=1-561
OG0002019	YIL160C	augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_39_length_97356_cov_15.4803_ID_6617-processed-gene-0.73&CDS=1-1242
OG0002020	YIL164C	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.125&CDS=1-918
OG0002021	YIL166C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.51&CDS=1-1671
OG0002022	YIR002C	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.197&CDS=1-3774
OG0002023	YIR003W	snap_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.144&CDS=1-1977
OG0002024	YIR004W	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.167&CDS=1-1305
OG0002025	YIR005W	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.196&CDS=1-681
OG0002026	YIR007W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.128&CDS=1-2259
OG0002027	YIR008C	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.109&CDS=1-1401
OG0002028	YIR011C	genemark-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.181&CDS=1-945
OG0002029	YIR012W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-1.110&CDS=1-1251
OG0002030	YIR022W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.50&CDS=1-501
OG0002031	YIR023W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.62&CDS=1-2478
OG0002032	YIR024C	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-0.84&CDS=1-549
OG0002033	YIR026C	snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.59&CDS=1-972
OG0002034	YIR027C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.35&CDS=1-1719
OG0002035	YIR029W	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.51&CDS=1-1023
OG0002036	YIR030C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.149&CDS=1-690
OG0002037	YIR032C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.58&CDS=1-1038
