	Saccharomyces_cerevisiae	yHMPu5000034904_Ogataea_nonfermentans
OG0001825	YGR246C	snap_masked-flattened_line_1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.117&CDS=1-1602
OG0001826	YGR252W	snap_masked-flattened_line_1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.112&CDS=1-1278
OG0001827	YGR253C	snap_masked-flattened_line_1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.136&CDS=1-759
OG0001828	YGR254W	snap_masked-flattened_line_3-processed-gene-7.158-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.158&CDS=1-1311
OG0001829	YGR255C	snap_masked-flattened_line_5-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.11&CDS=1-1356
OG0001830	YGR257C	snap_masked-flattened_line_1-processed-gene-10.86-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.86&CDS=1-1083
OG0001831	YGR258C	maker-flattened_line_23-snap-gene-0.273-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.273&CDS=1-2727
OG0001832	YGR260W	snap_masked-flattened_line_13-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.125&CDS=1-1458
OG0001833	YGR261C	snap_masked-flattened_line_23-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.120&CDS=1-2394
OG0001834	YGR262C	snap_masked-flattened_line_1-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.99&CDS=1-2004
OG0001835	YGR264C	snap_masked-flattened_line_1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.100&CDS=1-2265
OG0001836	YGR266W	snap_masked-flattened_line_1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.81&CDS=1-2082
OG0001837	YGR267C	snap_masked-flattened_line_7-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.92&CDS=1-813
OG0001838	YGR268C	snap_masked-flattened_line_1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.84&CDS=1-519
OG0001839	YGR270W	snap_masked-flattened_line_3-processed-gene-11.106-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-11.106&CDS=1-3561
OG0001840	YGR271C-A	augustus_masked-flattened_line_7-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-5.124&CDS=1-2331
OG0001841	YGR271W	snap_masked-flattened_line_3-processed-gene-10.96-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.96&CDS=1-5754
OG0001842	YGR274C	snap_masked-flattened_line_13-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.62&CDS=1-3177
OG0001843	YGR277C	snap_masked-flattened_line_1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.39&CDS=1-750
OG0001844	YGR278W	snap_masked-flattened_line_1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.21&CDS=1-1668
OG0001845	YGR280C	snap_masked-flattened_line_21-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.131&CDS=1-798
OG0001846	YGR281W	snap_masked-flattened_line_11-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.98&CDS=1-4101
OG0001847	YGR282C	snap_masked-flattened_line_1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.74&CDS=1-930
OG0001848	YGR284C	snap_masked-flattened_line_1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.107&CDS=1-966
OG0001849	YGR285C	snap_masked-flattened_line_1-processed-gene-12.66-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.66&CDS=1-1272
OG0001850	YHL007C	snap_masked-flattened_line_5-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.160&CDS=1-2718
OG0001851	YHL008C	snap_masked-flattened_line_3-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.156&CDS=1-1422
OG0001852	YHL009C	snap_masked-flattened_line_7-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.109&CDS=1-1065
OG0001853	YHL013C	snap_masked-flattened_line_1-processed-gene-8.153-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.153&CDS=1-840
OG0001854	YHL014C	snap_masked-flattened_line_1-processed-gene-8.185-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-8.185&CDS=1-1146
OG0001855	YHL015W	snap_masked-flattened_line_1-processed-gene-9.98-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.98&CDS=1-345
OG0001856	YHL016C	augustus_masked-flattened_line_23-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.191&CDS=1-4230
OG0001857	YHL023C	snap_masked-flattened_line_7-processed-gene-5.20-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.20&CDS=1-2259
OG0001858	YHL024W	snap_masked-flattened_line_1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.142&CDS=1-2097
OG0001859	YHL029C	snap_masked-flattened_line_1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.121&CDS=1-1845
OG0001860	YHL030W	snap_masked-flattened_line_1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.120&CDS=1-5340
OG0001861	YHL036W	snap_masked-flattened_line_3-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.141&CDS=1-1656
OG0001862	YHL039W	snap_masked-flattened_line_13-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.66&CDS=1-1653
OG0001863	YHR004C	snap_masked-flattened_line_9-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.59&CDS=1-1377
OG0001864	YHR005C	augustus_masked-flattened_line_7-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.132&CDS=1-1293
OG0001865	YHR007C	augustus_masked-flattened_line_1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-11.92&CDS=1-2376
OG0001866	YHR008C	snap_masked-flattened_line_5-processed-gene-5.57-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.57&CDS=1-684
OG0001867	YHR009C	maker-flattened_line_3-snap-gene-1.52-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-1.52&CDS=1-3351
OG0001868	YHR011W	augustus_masked-flattened_line_9-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.132&CDS=1-1464
OG0001869	YHR018C	genemark-flattened_line_3-processed-gene-5.32-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.32&CDS=1-1455
OG0001870	YHR020W	maker-flattened_line_9-snap-gene-2.183-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.183&CDS=1-4983
OG0001871	YHR023W	maker-flattened_line_17-snap-gene-1.197-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-1.197&CDS=1-4146
OG0001872	YHR024C	snap_masked-flattened_line_11-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.64&CDS=1-1407
OG0001873	YHR025W	snap_masked-flattened_line_1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.39&CDS=1-1032
OG0001874	YHR026W	snap_masked-flattened_line_1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.20&CDS=1-591
OG0001875	YHR027C	snap_masked-flattened_line_3-processed-gene-6.2-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.2&CDS=1-2745
OG0001876	YHR028C	snap_masked-flattened_line_3-processed-gene-6.4-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.4&CDS=1-2397
OG0001877	YHR030C	snap_masked-flattened_line_3-processed-gene-6.0-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.0&CDS=1-1320
OG0001878	YHR032W	snap_masked-flattened_line_9-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.74&CDS=1-1710
OG0001879	YHR034C	genemark-flattened_line_7-processed-gene-5.254-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.254&CDS=1-993
OG0001880	YHR037W	snap_masked-flattened_line_9-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.108&CDS=1-1677
OG0001881	YHR041C	augustus_masked-flattened_line_3-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-9.98&CDS=1-768
OG0001882	YHR042W	snap_masked-flattened_line_9-processed-gene-5.232-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.232&CDS=1-2049
OG0001883	YHR048W	genemark-flattened_line_1-processed-gene-5.208-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.208&CDS=1-1602
OG0001884	YHR051W	genemark-flattened_line_17-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.131&CDS=1-441
OG0001885	YHR052W	snap_masked-flattened_line_15-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.140&CDS=1-1044
OG0001886	YHR058C	maker-flattened_line_21-augustus-gene-1.282-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.282&CDS=1-1029
OG0001887	YHR059W	snap_masked-flattened_line_21-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.20&CDS=1-486
OG0001888	YHR062C	snap_masked-flattened_line_1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.45&CDS=1-852
OG0001889	YHR063C	snap_masked-flattened_line_9-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.115&CDS=1-1014
OG0001890	YHR064C	augustus_masked-flattened_line_9-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.141&CDS=1-3429
OG0001891	YHR067W	snap_masked-flattened_line_15-processed-gene-1.173-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.173&CDS=1-951
OG0001892	YHR068W	snap_masked-flattened_line_1-processed-gene-6.160-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.160&CDS=1-1113
OG0001893	YHR070W	snap_masked-flattened_line_21-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.130&CDS=1-1410
OG0001894	YHR073W	snap_masked-flattened_line_19-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.129&CDS=1-3123
OG0001895	YHR074W	snap_masked-flattened_line_7-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.85&CDS=1-2130
OG0001896	YHR075C	snap_masked-flattened_line_7-processed-gene-5.38-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.38&CDS=1-1317
OG0001897	YHR076W	augustus_masked-flattened_line_5-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.132&CDS=1-1242
OG0001898	YHR077C	augustus_masked-flattened_line_5-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.131&CDS=1-2730
OG0001899	YHR079C	snap_masked-flattened_line_11-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.85&CDS=1-3117
OG0001900	YHR081W	snap_masked-flattened_line_9-processed-gene-5.230-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.230&CDS=1-528
OG0001901	YHR082C	genemark-flattened_line_23-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.37&CDS=1-2205
OG0001902	YHR083W	snap_masked-flattened_line_3-processed-gene-5.137-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.137&CDS=1-879
OG0001903	YHR084W	snap_masked-flattened_line_23-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.140&CDS=1-2040
OG0001904	YHR088W	snap_masked-flattened_line_9-processed-gene-5.233-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.233&CDS=1-879
OG0001905	YHR098C	snap_masked-flattened_line_5-processed-gene-4.98-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.98&CDS=1-2706
OG0001906	YHR104W	genemark-flattened_line_3-processed-gene-12.73-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-12.73&CDS=1-960
OG0001907	YHR110W	snap_masked-flattened_line_15-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.132&CDS=1-642
OG0001908	YHR111W	genemark-flattened_line_15-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.5&CDS=1-1164
OG0001909	YHR112C	snap_masked-flattened_line_15-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.126&CDS=1-1128
OG0001910	YHR114W	maker-flattened_line_5-snap-gene-3.57-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-3.57&CDS=1-3843
OG0001911	YHR116W	snap_masked-flattened_line_7-processed-gene-5.7-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.7&CDS=1-336
OG0001912	YHR118C	snap_masked-flattened_line_1-processed-gene-6.120-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.120&CDS=1-1089
OG0001913	YHR119W	snap_masked-flattened_line_1-processed-gene-6.122-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.122&CDS=1-2724
OG0001914	YHR120W	genemark-flattened_line_1-processed-gene-6.16-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.16&CDS=1-2838
OG0001915	YHR121W	genemark-flattened_line_1-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.20&CDS=1-603
OG0001916	YHR122W	snap_masked-flattened_line_1-processed-gene-6.127-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.127&CDS=1-567
OG0001917	YHR128W	maker-flattened_line_13-snap-gene-3.221-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.221&CDS=1-1710
OG0001918	YHR132C	snap_masked-flattened_line_3-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.27&CDS=1-1440
OG0001919	YHR134W	snap_masked-flattened_line_15-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.12&CDS=1-690
OG0001920	YHR137W	maker-flattened_line_13-augustus-gene-1.224-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.224&CDS=1-2343
OG0001921	YHR140W	snap_masked-flattened_line_3-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.26&CDS=1-657
OG0001922	YHR142W	snap_masked-flattened_line_9-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.74&CDS=1-918
OG0001923	YHR144C	snap_masked-flattened_line_9-processed-gene-5.246-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-5.246&CDS=1-951
OG0001924	YHR147C	snap_masked-flattened_line_7-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.110&CDS=1-639
OG0001925	YHR148W	snap_masked-flattened_line_7-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.72&CDS=1-549
OG0001926	YHR150W	snap_masked-flattened_line_9-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.96&CDS=1-1677
OG0001927	YHR154W	snap_masked-flattened_line_1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.137&CDS=1-2043
OG0001928	YHR156C	snap_masked-flattened_line_1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-9.91&CDS=1-849
OG0001929	YHR163W	snap_masked-flattened_line_1-processed-gene-3.120-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.120&CDS=1-747
OG0001930	YHR164C	snap_masked-flattened_line_13-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.145&CDS=1-4257
OG0001931	YHR165C	maker-flattened_line_5-snap-gene-3.62-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-3.62&CDS=1-8844
OG0001932	YHR168W	augustus_masked-flattened_line_1-processed-gene-12.270-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-12.270&CDS=1-1581
OG0001933	YHR169W	snap_masked-flattened_line_1-processed-gene-12.11-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.11&CDS=1-1284
OG0001934	YHR170W	snap_masked-flattened_line_1-processed-gene-12.6-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.6&CDS=1-1527
OG0001935	YHR171W	genemark-flattened_line_1-processed-gene-12.110-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-12.110&CDS=1-1890
OG0001936	YHR172W	snap_masked-flattened_line_1-processed-gene-12.12-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-12.12&CDS=1-2337
OG0001937	YHR175W	augustus_masked-flattened_line_3-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.32&CDS=1-2058
OG0001938	YHR177W	snap_masked-flattened_line_7-processed-gene-3.126-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.126&CDS=1-729
OG0001939	YHR178W	augustus_masked-flattened_line_1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.104&CDS=1-1827
OG0001940	YHR181W	snap_masked-flattened_line_7-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.87&CDS=1-693
OG0001941	YHR183W	snap_masked-flattened_line_13-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.32&CDS=1-1473
OG0001942	YHR186C	snap_masked-flattened_line_1-processed-gene-10.84-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-10.84&CDS=1-4074
OG0001943	YHR187W	snap_masked-flattened_line_23-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.168&CDS=1-867
OG0001944	YHR188C	snap_masked-flattened_line_15-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.166&CDS=1-1740
OG0001945	YHR194W	snap_masked-flattened_line_13-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.47&CDS=1-1608
OG0001946	YHR197W	snap_masked-flattened_line_7-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.129&CDS=1-2085
OG0001947	YHR198C	snap_masked-flattened_line_3-processed-gene-10.91-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.91&CDS=1-885
OG0001948	YHR201C	snap_masked-flattened_line_5-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.114&CDS=1-1032
OG0001949	YHR202W	snap_masked-flattened_line_5-processed-gene-5.105-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.105&CDS=1-1857
OG0001950	YHR204W	snap_masked-flattened_line_3-processed-gene-10.98-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-10.98&CDS=1-2379
OG0001951	YHR205W	genemark-flattened_line_3-processed-gene-10.154-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-10.154&CDS=1-2085
OG0001952	YHR206W	snap_masked-flattened_line_13-processed-gene-3.239-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.239&CDS=1-1458
OG0001953	YIL001W	snap_masked-flattened_line_3-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.124&CDS=1-1536
OG0001954	YIL002C	snap_masked-flattened_line_3-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.100&CDS=1-2877
OG0001955	YIL004C	snap_masked-flattened_line_11-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.90&CDS=1-504
OG0001956	YIL005W	snap_masked-flattened_line_11-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.78&CDS=1-2172
OG0001957	YIL007C	snap_masked-flattened_line_3-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.123&CDS=1-606
OG0001958	YIL008W	snap_masked-flattened_line_3-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.98&CDS=1-303
OG0001959	YIL009C-A	snap_masked-flattened_line_21-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.72&CDS=1-525
OG0001960	YIL010W	snap_masked-flattened_line_5-processed-gene-6.84-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.84&CDS=1-624
OG0001961	YIL017C	snap_masked-flattened_line_15-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.161&CDS=1-2355
OG0001962	YIL019W	snap_masked-flattened_line_5-processed-gene-6.100-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.100&CDS=1-675
OG0001963	YIL020C	snap_masked-flattened_line_5-processed-gene-6.119-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.119&CDS=1-801
OG0001964	YIL021W	maker-flattened_line_5-augustus-gene-6.190-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-6.190&CDS=1-1872
OG0001965	YIL022W	snap_masked-flattened_line_19-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.147&CDS=1-1236
OG0001966	YIL030C	maker-flattened_line_5-augustus-gene-5.166-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-5.166&CDS=1-4023
OG0001967	YIL031W	genemark-flattened_line_19-processed-gene-1.193-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.193&CDS=1-2232
OG0001968	YIL033C	snap_masked-flattened_line_7-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.115&CDS=1-1323
