	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
OG0001586	YGL231C	augustus_masked-flattened_line_30-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.23&CDS=1-498
OG0001587	YGL232W	augustus_masked-flattened_line_30-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.58&CDS=1-867
OG0001588	YGL234W	augustus_masked-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.91&CDS=1-2379
OG0001589	YGL236C	augustus_masked-flattened_line_62-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.125&CDS=1-2049
OG0001590	YGL237C	augustus_masked-flattened_line_62-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.100&CDS=1-537
OG0001591	YGL238W	augustus_masked-flattened_line_62-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.127&CDS=1-2856
OG0001592	YGL240W	augustus_masked-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.94&CDS=1-879
OG0001593	YGL241W	augustus_masked-flattened_line_40-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.164&CDS=1-3018
OG0001594	YGL242C	augustus_masked-flattened_line_40-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.165&CDS=1-627
OG0001595	YGL243W	augustus_masked-flattened_line_40-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.115&CDS=1-1167
OG0001596	YGL244W	augustus_masked-flattened_line_36-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.31&CDS=1-1665
OG0001597	YGL245W	augustus_masked-flattened_line_36-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.21&CDS=1-2175
OG0001598	YGL246C	augustus_masked-flattened_line_8-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.98&CDS=1-1194
OG0001599	YGL247W	augustus_masked-flattened_line_42-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.254&CDS=1-1179
OG0001600	YGL248W	augustus_masked-flattened_line_87-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.45&CDS=1-1218
OG0001601	YGL250W	snap_masked-flattened_line_26-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.39&CDS=1-852
OG0001602	YGL255W	augustus_masked-flattened_line_50-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.130&CDS=1-1122
OG0001603	YGR002C	augustus_masked-flattened_line_28-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.61&CDS=1-1626
OG0001604	YGR003W	augustus_masked-flattened_line_28-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.62&CDS=1-2559
OG0001605	YGR005C	augustus_masked-flattened_line_1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.108&CDS=1-1185
OG0001606	YGR007W	augustus_masked-flattened_line_1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.110&CDS=1-1128
OG0001607	YGR012W	augustus_masked-flattened_line_28-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.73&CDS=1-1152
OG0001608	YGR013W	augustus_masked-flattened_line_28-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.50&CDS=1-1653
OG0001609	YGR014W	snap_masked-flattened_line_28-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.130&CDS=1-2421
OG0001610	YGR017W	augustus_masked-flattened_line_70-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.116&CDS=1-999
OG0001611	YGR024C	augustus_masked-flattened_line_36-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.33&CDS=1-810
OG0001612	YGR026W	augustus_masked-flattened_line_40-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.158&CDS=1-834
OG0001613	YGR028W	augustus_masked-flattened_line_42-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.242&CDS=1-1074
OG0001614	YGR031W	augustus_masked-flattened_line_52-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.214&CDS=1-891
OG0001615	YGR032W	augustus_masked-flattened_line_10-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.54&CDS=1-5688
OG0001616	YGR033C	augustus_masked-flattened_line_10-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.77&CDS=1-798
OG0001617	YGR036C	augustus_masked-flattened_line_10-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.79&CDS=1-693
OG0001618	YGR037C	augustus_masked-flattened_line_36-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.30&CDS=1-258
OG0001619	YGR044C	genemark-flattened_line_14-processed-gene-2.170-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.170&CDS=1-1326
OG0001620	YGR046W	augustus_masked-flattened_line_58-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.39&CDS=1-1176
OG0001621	YGR047C	augustus_masked-flattened_line_4-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.35&CDS=1-3147
OG0001622	YGR052W	augustus_masked-flattened_line_1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.129&CDS=1-1338
OG0001623	YGR053C	genemark-flattened_line_1-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.64&CDS=1-984
OG0001624	YGR054W	augustus_masked-flattened_line_10-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.53&CDS=1-2682
OG0001625	YGR055W	augustus_masked-flattened_line_20-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.74&CDS=1-1632
OG0001626	YGR057C	genemark-flattened_line_36-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.85&CDS=1-618
OG0001627	YGR058W	augustus_masked-flattened_line_89-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.48&CDS=1-1209
OG0001628	YGR059W	maker-flattened_line_22-snap-gene-1.285-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.285&CDS=1-1425
OG0001629	YGR060W	augustus_masked-flattened_line_30-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.4&CDS=1-939
OG0001630	YGR061C	augustus_masked-flattened_line_50-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.141&CDS=1-3993
OG0001631	YGR062C	augustus_masked-flattened_line_54-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.122&CDS=1-1803
OG0001632	YGR063C	augustus_masked-flattened_line_54-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.151&CDS=1-336
OG0001633	YGR068C	genemark-flattened_line_64-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.104&CDS=1-2010
OG0001634	YGR074W	augustus_masked-flattened_line_1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.102&CDS=1-372
OG0001635	YGR076C	augustus_masked-flattened_line_1-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.135&CDS=1-468
OG0001636	YGR080W	augustus_masked-flattened_line_17-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.166&CDS=1-1017
OG0001637	YGR081C	genemark-flattened_line_17-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.68&CDS=1-567
OG0001638	YGR082W	augustus_masked-flattened_line_10-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.153&CDS=1-507
OG0001639	YGR083C	augustus_masked-flattened_line_12-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.50&CDS=1-1527
OG0001640	YGR086C	augustus_masked-flattened_line_17-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.168&CDS=1-936
OG0001641	YGR088W	augustus_masked-flattened_line_32-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.85&CDS=1-1659
OG0001642	YGR090W	augustus_masked-flattened_line_22-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.258&CDS=1-5214
OG0001643	YGR093W	augustus_masked-flattened_line_10-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.127&CDS=1-1446
OG0001644	YGR094W	augustus_masked-flattened_line_17-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.43&CDS=1-4632
OG0001645	YGR095C	augustus_masked-flattened_line_17-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.26&CDS=1-666
OG0001646	YGR096W	augustus_masked-flattened_line_17-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.41&CDS=1-909
OG0001647	YGR098C	genemark-flattened_line_20-processed-gene-1.275-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.275&CDS=1-4227
OG0001648	YGR099W	augustus_masked-flattened_line_40-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.103&CDS=1-2382
OG0001649	YGR100W	genemark-flattened_line_4-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.51&CDS=1-2769
OG0001650	YGR103W	genemark-flattened_line_85-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.67&CDS=1-1779
OG0001651	YGR104C	augustus_masked-flattened_line_85-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.42&CDS=1-828
OG0001652	YGR105W	maker-flattened_line_85-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_85-augustus-gene-0.148&CDS=1-222
OG0001653	YGR106C	augustus_masked-flattened_line_85-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.17&CDS=1-873
OG0001654	YGR111W	augustus_masked-flattened_line_109-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.18&CDS=1-1185
OG0001655	YGR112W	snap_masked-flattened_line_12-processed-gene-3.170-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.170&CDS=1-918
OG0001656	YGR116W	augustus_masked-flattened_line_10-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.72&CDS=1-4275
OG0001657	YGR117C	augustus_masked-flattened_line_83-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.124&CDS=1-1206
OG0001658	YGR119C	augustus_masked-flattened_line_24-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.70&CDS=1-1827
OG0001659	YGR120C	maker-flattened_line_24-augustus-gene-1.269-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.269&CDS=1-1299
OG0001660	YGR125W	augustus_masked-flattened_line_42-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.189&CDS=1-3075
OG0001661	YGR127W	maker-flattened_line_20-augustus-gene-1.110-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.110&CDS=1-933
OG0001662	YGR129W	augustus_masked-flattened_line_10-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.71&CDS=1-606
OG0001663	YGR132C	augustus_masked-flattened_line_12-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.68&CDS=1-849
OG0001664	YGR134W	augustus_masked-flattened_line_46-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.78&CDS=1-2760
OG0001665	YGR135W	augustus_masked-flattened_line_12-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.70&CDS=1-759
OG0001666	YGR144W	genemark-flattened_line_4-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.39&CDS=1-1620
OG0001667	YGR145W	augustus_masked-flattened_line_80-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.93&CDS=1-2064
OG0001668	YGR147C	augustus_masked-flattened_line_1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.105&CDS=1-657
OG0001669	YGR150C	augustus_masked-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.14&CDS=1-2250
OG0001670	YGR152C	augustus_masked-flattened_line_87-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.71&CDS=1-702
OG0001671	YGR155W	augustus_masked-flattened_line_10-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.143&CDS=1-1485
OG0001672	YGR157W	genemark-flattened_line_10-processed-gene-3.182-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.182&CDS=1-2586
OG0001673	YGR159C	augustus_masked-flattened_line_32-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.110&CDS=1-1374
OG0001674	YGR161C	augustus_masked-flattened_line_28-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.65&CDS=1-678
OG0001675	YGR163W	augustus_masked-flattened_line_10-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.113&CDS=1-1104
OG0001676	YGR165W	maker-flattened_line_22-augustus-gene-1.12-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.12&CDS=1-939
OG0001677	YGR166W	augustus_masked-flattened_line_14-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.134&CDS=1-1848
OG0001678	YGR170W	augustus_masked-flattened_line_54-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.123&CDS=1-5592
OG0001679	YGR172C	augustus_masked-flattened_line_54-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.120&CDS=1-753
OG0001680	YGR173W	augustus_masked-flattened_line_54-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.126&CDS=1-1104
OG0001681	YGR174C	augustus_masked-flattened_line_6-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.59&CDS=1-432
OG0001682	YGR181W	augustus_masked-flattened_line_44-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.171&CDS=1-294
OG0001683	YGR188C	genemark-flattened_line_44-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.207&CDS=1-2514
OG0001684	YGR193C	augustus_masked-flattened_line_80-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.80&CDS=1-1263
OG0001685	YGR194C	maker-flattened_line_4-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.2&CDS=1-2088
OG0001686	YGR198W	augustus_masked-flattened_line_58-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.34&CDS=1-2583
OG0001687	YGR202C	maker-flattened_line_6-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.48&CDS=1-2685
OG0001688	YGR203W	genemark-flattened_line_6-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.91&CDS=1-420
OG0001689	YGR205W	augustus_masked-flattened_line_1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.87&CDS=1-852
OG0001690	YGR207C	augustus_masked-flattened_line_1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.88&CDS=1-762
OG0001691	YGR210C	augustus_masked-flattened_line_12-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.112&CDS=1-1239
OG0001692	YGR211W	augustus_masked-flattened_line_46-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.73&CDS=1-1476
OG0001693	YGR215W	augustus_masked-flattened_line_46-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.74&CDS=1-309
OG0001694	YGR222W	augustus_masked-flattened_line_4-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.74&CDS=1-990
OG0001695	YGR223C	augustus_masked-flattened_line_4-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.64&CDS=1-1377
OG0001696	YGR227W	augustus_masked-flattened_line_91-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.99&CDS=1-1356
OG0001697	YGR229C	augustus_masked-flattened_line_91-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.119&CDS=1-1332
OG0001698	YGR231C	augustus_masked-flattened_line_91-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.98&CDS=1-906
OG0001699	YGR234W	augustus_masked-flattened_line_70-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.134&CDS=1-1245
OG0001700	YGR235C	genemark-flattened_line_14-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.68&CDS=1-654
OG0001701	YGR237C	augustus_masked-flattened_line_103-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.54&CDS=1-1806
OG0001702	YGR240C	maker-flattened_line_103-augustus-gene-0.20-mRNA-1_1&gene=maker-flattened_line_103-augustus-gene-0.20&CDS=1-3714
OG0001703	YGR244C	augustus_masked-flattened_line_50-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.117&CDS=1-1239
OG0001704	YGR245C	augustus_masked-flattened_line_50-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.114&CDS=1-2214
OG0001705	YGR246C	augustus_masked-flattened_line_50-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.113&CDS=1-1860
OG0001706	YGR247W	augustus_masked-flattened_line_50-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.121&CDS=1-750
OG0001707	YGR249W	augustus_masked-flattened_line_54-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.161&CDS=1-1785
OG0001708	YGR251W	augustus_masked-flattened_line_54-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.130&CDS=1-576
OG0001709	YGR252W	augustus_masked-flattened_line_50-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.119&CDS=1-1386
OG0001710	YGR253C	augustus_masked-flattened_line_50-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.118&CDS=1-753
OG0001711	YGR254W	augustus_masked-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.76&CDS=1-1317
OG0001712	YGR255C	maker-flattened_line_64-snap-gene-0.163-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.163&CDS=1-2652
OG0001713	YGR257C	augustus_masked-flattened_line_14-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.137&CDS=1-1086
OG0001714	YGR258C	augustus_masked-flattened_line_44-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.113&CDS=1-3030
OG0001715	YGR260W	augustus_masked-flattened_line_74-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.102&CDS=1-1491
OG0001716	YGR261C	augustus_masked-flattened_line_44-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.114&CDS=1-2406
OG0001717	YGR263C	genemark-flattened_line_1-processed-gene-3.155-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.155&CDS=1-1167
