	Eremothecium_coryli	Saccharomyces_cerevisiae
OG0002056	snap_masked-AZAH01000004.1-processed-gene-5.14-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.14&CDS=1-1167	YAL012W
OG0002057	genemark-AZAH01000004.1-processed-gene-5.70-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-5.70&CDS=1-1131	YOL031C
OG0002058	snap_masked-AZAH01000004.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.39&CDS=1-699	YOL032W
OG0002059	snap_masked-AZAH01000004.1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.40&CDS=1-1569	YOL033W
OG0002060	snap_masked-AZAH01000004.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.41&CDS=1-3291	YOL034W
OG0002061	snap_masked-AZAH01000004.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.16&CDS=1-2208	YAL011W
OG0002062	snap_masked-AZAH01000004.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.42&CDS=1-1401	YAL010C
OG0002063	snap_masked-AZAH01000004.1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.17&CDS=1-834	YAL009W
OG0002064	snap_masked-AZAH01000004.1-processed-gene-5.18-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.18&CDS=1-1986	YOR014W
OG0002065	snap_masked-AZAH01000004.1-processed-gene-5.19-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.19&CDS=1-612	YAL008W
OG0002066	genemark-AZAH01000004.1-processed-gene-5.75-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-5.75&CDS=1-627	YPR107C
OG0002067	augustus_masked-AZAH01000004.1-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-5.146&CDS=1-1140	YPR106W
OG0002068	snap_masked-AZAH01000004.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.22&CDS=1-2499	YPR105C
OG0002069	snap_masked-AZAH01000004.1-processed-gene-5.23-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.23&CDS=1-3291	YPR104C
OG0002070	snap_masked-AZAH01000004.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.44&CDS=1-855	YPR103W
OG0002071	snap_masked-AZAH01000004.1-processed-gene-5.45-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.45&CDS=1-579	YPR101W
OG0002072	snap_masked-AZAH01000004.1-processed-gene-5.25-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.25&CDS=1-903	YGR084C
OG0002073	snap_masked-AZAH01000004.1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.26&CDS=1-1827	YGR083C
OG0002074	snap_masked-AZAH01000004.1-processed-gene-5.46-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.46&CDS=1-426	YPR100W
OG0002075	snap_masked-AZAH01000004.1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.27&CDS=1-2976	YPR097W
OG0002076	snap_masked-AZAH01000004.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.47&CDS=1-591	YGR081C
OG0002077	snap_masked-AZAH01000004.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.28&CDS=1-564	YGR082W
OG0002078	snap_masked-AZAH01000004.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.48&CDS=1-345	YPR098C
OG0002079	snap_masked-AZAH01000004.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.29&CDS=1-2622	YPR095C
OG0002080	snap_masked-AZAH01000004.1-processed-gene-5.50-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-5.50&CDS=1-321	YPR094W
OG0002081	augustus_masked-AZAH01000004.1-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-5.133&CDS=1-816	YPR093C
OG0002082	augustus_masked-AZAH01000004.1-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.53&CDS=1-948	YGR080W
OG0002083	augustus_masked-AZAH01000004.1-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.54&CDS=1-996	YGR079W
OG0002084	snap_masked-AZAH01000004.1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.103&CDS=1-2574	YPR091C
OG0002085	snap_masked-AZAH01000004.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.106&CDS=1-7002	YBR136W
OG0002086	snap_masked-AZAH01000004.1-processed-gene-6.136-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.136&CDS=1-366	YBR135W
OG0002087	snap_masked-AZAH01000004.1-processed-gene-6.107-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.107&CDS=1-2418	YBR133C
OG0002088	snap_masked-AZAH01000004.1-processed-gene-6.137-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.137&CDS=1-2325	YPR089W
OG0002089	augustus_masked-AZAH01000004.1-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.57&CDS=1-1689	YBR132C
OG0002090	snap_masked-AZAH01000004.1-processed-gene-6.138-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.138&CDS=1-1995	YBR131W
OG0002091	snap_masked-AZAH01000004.1-processed-gene-6.109-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.109&CDS=1-1587	YPR088C
OG0002092	snap_masked-AZAH01000004.1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.110&CDS=1-1455	YBR130C
OG0002093	augustus_masked-AZAH01000004.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.60&CDS=1-1038	YBR129C
OG0002094	snap_masked-AZAH01000004.1-processed-gene-6.112-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.112&CDS=1-1242	YPR085C
OG0002095	snap_masked-AZAH01000004.1-processed-gene-6.139-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.139&CDS=1-1389	YPR084W
OG0002096	snap_masked-AZAH01000004.1-processed-gene-6.113-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.113&CDS=1-933	YBR128C
OG0002097	snap_masked-AZAH01000004.1-processed-gene-6.114-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.114&CDS=1-1545	YBR127C
OG0002098	augustus_masked-AZAH01000004.1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.87&CDS=1-1620	YPR083W
OG0002099	snap_masked-AZAH01000004.1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.115&CDS=1-1506	YBR126C
OG0002100	snap_masked-AZAH01000004.1-processed-gene-6.116-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.116&CDS=1-1284	YBR125C
OG0002101	snap_masked-AZAH01000004.1-processed-gene-6.117-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.117&CDS=1-1836	YBR123C
OG0002102	snap_masked-AZAH01000004.1-processed-gene-6.118-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.118&CDS=1-510	YBR122C
OG0002103	maker-AZAH01000004.1-snap-gene-6.155-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-6.155&CDS=1-2487	YBR121C
OG0002104	snap_masked-AZAH01000004.1-processed-gene-6.121-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.121&CDS=1-465	YBR120C
OG0002105	augustus_masked-AZAH01000004.1-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.88&CDS=1-903	YBR119W
OG0002106	snap_masked-AZAH01000004.1-processed-gene-6.143-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.143&CDS=1-1155	YPR079W
OG0002107	augustus_masked-AZAH01000004.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.71&CDS=1-1122	YPR075C
OG0002108	snap_masked-AZAH01000004.1-processed-gene-6.124-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.124&CDS=1-2040	YPR074C
OG0002109	snap_masked-AZAH01000004.1-processed-gene-6.125-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.125&CDS=1-471	YPR073C
OG0002110	snap_masked-AZAH01000004.1-processed-gene-6.144-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.144&CDS=1-1761	YPR072W
OG0002111	snap_masked-AZAH01000004.1-processed-gene-6.126-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.126&CDS=1-4167	YBR115C
OG0002112	augustus_masked-AZAH01000004.1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.75&CDS=1-3033	YBR112C
OG0002113	snap_masked-AZAH01000004.1-processed-gene-6.146-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.146&CDS=1-294	YBR111W-A
OG0002114	snap_masked-AZAH01000004.1-processed-gene-6.128-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.128&CDS=1-633	YBR111C
OG0002115	snap_masked-AZAH01000004.1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.147&CDS=1-1272	YPR070W
OG0002116	snap_masked-AZAH01000004.1-processed-gene-6.129-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.129&CDS=1-885	YPR069C
OG0002117	augustus_masked-AZAH01000004.1-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.78&CDS=1-1332	YPR068C
OG0002118	snap_masked-AZAH01000004.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.148&CDS=1-1344	YBR110W
OG0002119	snap_masked-AZAH01000004.1-processed-gene-6.130-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.130&CDS=1-441	YBR109C
OG0002120	augustus_masked-AZAH01000004.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-6.97&CDS=1-1485	YPR066W
OG0002121	snap_masked-AZAH01000004.1-processed-gene-6.152-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.152&CDS=1-567	YBR106W
OG0002122	snap_masked-AZAH01000004.1-processed-gene-6.132-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.132&CDS=1-1020	YBR105C
OG0002123	snap_masked-AZAH01000004.1-processed-gene-6.133-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.133&CDS=1-372	YPR063C
OG0002124	snap_masked-AZAH01000004.1-processed-gene-6.134-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.134&CDS=1-954	YPR061C
OG0002125	snap_masked-AZAH01000004.1-processed-gene-6.135-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.135&CDS=1-765	YPR060C
OG0002126	snap_masked-AZAH01000004.1-processed-gene-6.154-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-6.154&CDS=1-984	YPR057W
OG0002127	augustus_masked-AZAH01000004.1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.89&CDS=1-2514	YPR056W
OG0002128	snap_masked-AZAH01000004.1-processed-gene-7.0-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.0&CDS=1-2082	YBR102C
OG0002129	snap_masked-AZAH01000004.1-processed-gene-7.1-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.1&CDS=1-864	YBR101C
OG0002130	snap_masked-AZAH01000004.1-processed-gene-7.5-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.5&CDS=1-2148	YBR098W
OG0002131	augustus_masked-AZAH01000004.1-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.109&CDS=1-3003	YPR055W
OG0002132	snap_masked-AZAH01000004.1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.27&CDS=1-4239	YBR097W
OG0002133	snap_masked-AZAH01000004.1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.28&CDS=1-1305	YPR054W
OG0002134	snap_masked-AZAH01000004.1-processed-gene-7.29-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.29&CDS=1-582	YBR096W
OG0002135	snap_masked-AZAH01000004.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.6&CDS=1-1143	YBR095C
OG0002136	snap_masked-AZAH01000004.1-processed-gene-7.30-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.30&CDS=1-2181	YBR094W
OG0002137	snap_masked-AZAH01000004.1-processed-gene-7.7-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.7&CDS=1-297	YBR091C
OG0002138	snap_masked-AZAH01000004.1-processed-gene-7.9-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.9&CDS=1-777	YBR088C
OG0002139	augustus_masked-AZAH01000004.1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.114&CDS=1-519	YPR051W
OG0002140	snap_masked-AZAH01000004.1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.10&CDS=1-3240	YPR049C
OG0002141	maker-AZAH01000004.1-snap-gene-7.47-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-7.47&CDS=1-3195	YPR048W
OG0002142	snap_masked-AZAH01000004.1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.11&CDS=1-660	YBL038W
OG0002143	snap_masked-AZAH01000004.1-processed-gene-7.32-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.32&CDS=1-1065	YBR087W
OG0002144	snap_masked-AZAH01000004.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.12&CDS=1-2847	YBL037W
OG0002145	snap_masked-AZAH01000004.1-processed-gene-7.33-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.33&CDS=1-717	YBL036C
OG0002146	augustus_masked-AZAH01000004.1-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.98&CDS=1-3339	YBR086C
OG0002147	snap_masked-AZAH01000004.1-processed-gene-7.34-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.34&CDS=1-1968	YBL035C
OG0002148	snap_masked-AZAH01000004.1-processed-gene-7.35-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.35&CDS=1-4299	YBL034C
OG0002149	snap_masked-AZAH01000004.1-processed-gene-7.14-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.14&CDS=1-267	YBR085C-A
OG0002150	snap_masked-AZAH01000004.1-processed-gene-7.36-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.36&CDS=1-906	YBL033C
OG0002151	snap_masked-AZAH01000004.1-processed-gene-7.15-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.15&CDS=1-1017	YBL032W
OG0002152	augustus_masked-AZAH01000004.1-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.100&CDS=1-1485	YBL031W
OG0002153	snap_masked-AZAH01000004.1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.37&CDS=1-909	YBR085W
OG0002154	snap_masked-AZAH01000004.1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.38&CDS=1-318	YBL029C-A
OG0002155	snap_masked-AZAH01000004.1-processed-gene-7.18-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.18&CDS=1-1263	YBL029W
OG0002156	snap_masked-AZAH01000004.1-processed-gene-7.39-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.39&CDS=1-291	YBL028C
OG0002157	augustus_masked-AZAH01000004.1-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.123&CDS=1-2568	YBR083W
OG0002158	snap_masked-AZAH01000004.1-processed-gene-7.42-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.42&CDS=1-3072	YDR060W
OG0002159	snap_masked-AZAH01000004.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.20&CDS=1-441	YBR082C
OG0002160	genemark-AZAH01000004.1-processed-gene-7.66-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-7.66&CDS=1-3687	YBR081C
OG0002161	augustus_masked-AZAH01000004.1-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.125&CDS=1-1314	YDR057W
OG0002162	augustus_masked-AZAH01000004.1-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-7.105&CDS=1-615	YDR056C
OG0002163	snap_masked-AZAH01000004.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.23&CDS=1-2289	YBR080C
OG0002164	snap_masked-AZAH01000004.1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-7.24&CDS=1-2715	YBR079C
OG0002165	snap_masked-AZAH01000004.1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.95&CDS=1-1254	YBR078W
OG0002166	snap_masked-AZAH01000004.1-processed-gene-8.97-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.97&CDS=1-1182	YOL052C
OG0002167	snap_masked-AZAH01000004.1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.94&CDS=1-615	YOR319W
OG0002168	snap_masked-AZAH01000004.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.98&CDS=1-4629	YMR247C
OG0002169	snap_masked-AZAH01000004.1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.99&CDS=1-654	YKL117W
OG0002170	snap_masked-AZAH01000004.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.117&CDS=1-870	YMR099C
OG0002171	snap_masked-AZAH01000004.1-processed-gene-8.118-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.118&CDS=1-1647	YKL116C
OG0002172	snap_masked-AZAH01000004.1-processed-gene-8.119-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.119&CDS=1-1071	YKL114C
OG0002173	snap_masked-AZAH01000004.1-processed-gene-8.120-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.120&CDS=1-1137	YKL113C
OG0002174	snap_masked-AZAH01000004.1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.101&CDS=1-1320	YKL112W
OG0002175	snap_masked-AZAH01000004.1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.102&CDS=1-1740	YMR098C
OG0002176	snap_masked-AZAH01000004.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.121&CDS=1-927	YKL110C
OG0002177	snap_masked-AZAH01000004.1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.103&CDS=1-1104	YMR097C
OG0002178	augustus_masked-AZAH01000004.1-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.31&CDS=1-1284	YMR094W
OG0002179	augustus_masked-AZAH01000004.1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.13&CDS=1-1059	YKL108W
OG0002180	snap_masked-AZAH01000004.1-processed-gene-8.124-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.124&CDS=1-1554	YMR093W
OG0002181	snap_masked-AZAH01000004.1-processed-gene-8.105-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.105&CDS=1-1821	YMR092C
OG0002182	snap_masked-AZAH01000004.1-processed-gene-8.106-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.106&CDS=1-1521	YMR091C
OG0002183	augustus_masked-AZAH01000004.1-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.34&CDS=1-609	YGL200C
OG0002184	snap_masked-AZAH01000004.1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.109&CDS=1-8034	YGL195W
OG0002185	snap_masked-AZAH01000004.1-processed-gene-8.110-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.110&CDS=1-1704	YGL192W
OG0002186	augustus_masked-AZAH01000004.1-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.20&CDS=1-1062	YDR065W
OG0002187	snap_masked-AZAH01000004.1-processed-gene-8.128-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.128&CDS=1-633	YER139C
OG0002188	snap_masked-AZAH01000004.1-processed-gene-8.112-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.112&CDS=1-1494	YER140W
OG0002189	snap_masked-AZAH01000004.1-processed-gene-8.113-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.113&CDS=1-2661	YBL023C
OG0002190	snap_masked-AZAH01000004.1-processed-gene-8.130-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.130&CDS=1-2049	YBL024W
OG0002191	snap_masked-AZAH01000004.1-processed-gene-8.131-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.131&CDS=1-402	YBL025W
OG0002192	augustus_masked-AZAH01000004.1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.23&CDS=1-393	YER137C
OG0002193	maker-AZAH01000004.1-snap-gene-8.90-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-8.90&CDS=1-285	YBL026W
OG0002194	augustus_masked-AZAH01000004.1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.41&CDS=1-2064	YER136W
OG0002195	augustus_masked-AZAH01000004.1-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.42&CDS=1-906	YHL025W
OG0002196	augustus_masked-AZAH01000004.1-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.24&CDS=1-2151	YLL032C
OG0002197	genemark-AZAH01000004.1-processed-gene-8.85-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-8.85&CDS=1-600	YLL033W
OG0002198	snap_masked-AZAH01000004.1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.116&CDS=1-2502	YLL034C
OG0002199	augustus_masked-AZAH01000004.1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-8.43&CDS=1-1866	YLL035W
OG0002200	snap_masked-AZAH01000004.1-processed-gene-8.136-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.136&CDS=1-1347	YHL027W
OG0002201	snap_masked-AZAH01000004.1-processed-gene-8.137-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-8.137&CDS=1-1542	YHL028W
OG0002202	snap_masked-AZAH01000004.1-processed-gene-9.5-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.5&CDS=1-1680	YHL029C
OG0002203	snap_masked-AZAH01000004.1-processed-gene-9.6-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.6&CDS=1-1638	YGL186C
OG0002204	snap_masked-AZAH01000004.1-processed-gene-9.7-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.7&CDS=1-462	YGL187C
OG0002205	snap_masked-AZAH01000004.1-processed-gene-9.9-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.9&CDS=1-1365	YGL190C
OG0002206	snap_masked-AZAH01000004.1-processed-gene-9.12-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.12&CDS=1-381	YGL191W
OG0002207	snap_masked-AZAH01000004.1-processed-gene-9.11-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.11&CDS=1-3246	YGR218W
OG0002208	snap_masked-AZAH01000004.1-processed-gene-9.50-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.50&CDS=1-801	YGR220C
OG0002209	snap_masked-AZAH01000004.1-processed-gene-9.51-mRNA-1_1&gene=snap_masked-AZAH01000004.1-processed-gene-9.51&CDS=1-651	YHR147C
OG0002210	augustus_masked-AZAH01000004.1-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.96&CDS=1-549	YHR148W
OG0002211	augustus_masked-AZAH01000004.1-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.97&CDS=1-747	YGR222W
OG0002212	genemark-AZAH01000004.1-processed-gene-9.223-mRNA-1_1&gene=genemark-AZAH01000004.1-processed-gene-9.223&CDS=1-1008	YGR223C
OG0002213	maker-AZAH01000004.1-snap-gene-9.0-mRNA-1_1&gene=maker-AZAH01000004.1-snap-gene-9.0&CDS=1-1875	YGR225W
OG0002214	augustus_masked-AZAH01000004.1-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.99&CDS=1-1623	YHR150W
OG0002215	augustus_masked-AZAH01000004.1-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-AZAH01000004.1-processed-gene-9.136&CDS=1-1443	YHR151C
