	Nadsonia_fulvescens_var_elongata	Saccharomyces_cerevisiae
OG0001432	augustus_masked-scaffold_2-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.22&CDS=1-3297	YPL160W
OG0001433	snap_masked-scaffold_2-processed-gene-7.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.122&CDS=1-1017	YOR246C
OG0001434	maker-scaffold_2-snap-gene-7.41-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.41&CDS=1-852	YPL149W
OG0001435	augustus_masked-scaffold_2-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.24&CDS=1-999	YOR239W
OG0001436	augustus_masked-scaffold_2-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.10&CDS=1-2067	YKL104C
OG0001437	snap_masked-scaffold_2-processed-gene-7.124-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.124&CDS=1-1443	YOR272W
OG0001438	maker-scaffold_2-snap-gene-7.45-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.45&CDS=1-975	YIR026C
OG0001439	snap_masked-scaffold_2-processed-gene-7.126-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.126&CDS=1-942	YKL019W
OG0001440	snap_masked-scaffold_2-processed-gene-7.110-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.110&CDS=1-984	YOR271C
OG0001441	snap_masked-scaffold_2-processed-gene-7.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.128&CDS=1-1488	YPL172C
OG0001442	maker-scaffold_2-snap-gene-7.46-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.46&CDS=1-1443	YOR260W
OG0001443	snap_masked-scaffold_2-processed-gene-7.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.111&CDS=1-1275	YOR259C
OG0001444	snap_masked-scaffold_2-processed-gene-7.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.131&CDS=1-744	YOR258W
OG0001445	maker-scaffold_2-snap-gene-7.42-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.42&CDS=1-2496	YPL150W
OG0001446	snap_masked-scaffold_2-processed-gene-7.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.115&CDS=1-315	YOR265W
OG0001447	snap_masked-scaffold_2-processed-gene-7.136-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.136&CDS=1-1041	YOR262W
OG0001448	snap_masked-scaffold_2-processed-gene-7.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.116&CDS=1-1032	YOR261C
OG0001449	snap_masked-scaffold_2-processed-gene-7.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.138&CDS=1-630	YNR017W
OG0001450	snap_masked-scaffold_2-processed-gene-7.139-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.139&CDS=1-1965	YLR299W
OG0001451	maker-scaffold_2-snap-gene-8.116-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.116&CDS=1-6873	YNR016C
OG0001452	snap_masked-scaffold_2-processed-gene-8.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.2&CDS=1-1956	YPL212C
OG0001453	maker-scaffold_2-snap-gene-8.117-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.117&CDS=1-546	YPL211W
OG0001454	snap_masked-scaffold_2-processed-gene-8.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.3&CDS=1-1911	YPL210C
OG0001455	snap_masked-scaffold_2-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.4&CDS=1-1875	YGL064C
OG0001456	maker-scaffold_2-snap-gene-8.123-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.123&CDS=1-1275	YPL209C
OG0001457	maker-scaffold_2-snap-gene-8.118-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.118&CDS=1-1620	YPL208W
OG0001458	augustus_masked-scaffold_2-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.101&CDS=1-1311	YOL124C
OG0001459	augustus_masked-scaffold_2-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.84&CDS=1-1875	YOL123W
OG0001460	snap_masked-scaffold_2-processed-gene-8.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.7&CDS=1-1845	YKL175W
OG0001461	maker-scaffold_2-snap-gene-8.119-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.119&CDS=1-1005	YDR051C
OG0001462	snap_masked-scaffold_2-processed-gene-8.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.24&CDS=1-1350	YIL103W
OG0001463	snap_masked-scaffold_2-processed-gene-8.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.9&CDS=1-1491	YIL104C
OG0001464	maker-scaffold_2-augustus-gene-8.131-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.131&CDS=1-312	YJR085C
OG0001465	maker-scaffold_2-snap-gene-8.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.121&CDS=1-279	YJR086W
OG0001466	snap_masked-scaffold_2-processed-gene-8.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.12&CDS=1-3534	YPL217C
OG0001467	maker-scaffold_2-snap-gene-8.125-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.125&CDS=1-570	YPL218W
OG0001468	maker-scaffold_2-snap-gene-8.122-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.122&CDS=1-2640	YGL137W
OG0001469	maker-scaffold_2-snap-gene-8.126-mRNA-1_1&gene=maker-scaffold_2-snap-gene-8.126&CDS=1-969	YGL136C
OG0001470	snap_masked-scaffold_2-processed-gene-8.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.29&CDS=1-747	YPR037C
OG0001471	snap_masked-scaffold_2-processed-gene-8.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.16&CDS=1-876	YPR040W
OG0001472	snap_masked-scaffold_2-processed-gene-8.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.30&CDS=1-885	YJR088C
OG0001473	augustus_masked-scaffold_2-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.94&CDS=1-918	YPL215W
OG0001474	snap_masked-scaffold_2-processed-gene-8.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.31&CDS=1-1644	YPL214C
OG0001475	snap_masked-scaffold_2-processed-gene-8.17-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.17&CDS=1-714	YPL213W
OG0001476	snap_masked-scaffold_2-processed-gene-8.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.32&CDS=1-5502	YGL131C
OG0001477	snap_masked-scaffold_2-processed-gene-8.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.18&CDS=1-1194	YPR041W
OG0001478	snap_masked-scaffold_2-processed-gene-8.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.35&CDS=1-1836	YER130C
OG0001479	snap_masked-scaffold_2-processed-gene-8.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.22&CDS=1-3000	YJR090C
OG0001480	augustus_masked-scaffold_2-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.53&CDS=1-651	YGL183C
OG0001481	snap_masked-scaffold_2-processed-gene-9.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.1&CDS=1-3075	YGL180W
OG0001482	snap_masked-scaffold_2-processed-gene-9.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.2&CDS=1-1068	YGR159C
OG0001483	maker-scaffold_2-snap-gene-9.93-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.93&CDS=1-606	YNL090W
OG0001484	augustus_masked-scaffold_2-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.54&CDS=1-4605	YNL091W
OG0001485	maker-scaffold_2-snap-gene-9.94-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.94&CDS=1-2391	YMR167W
OG0001486	snap_masked-scaffold_2-processed-gene-9.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.6&CDS=1-939	YDL105W
OG0001487	snap_masked-scaffold_2-processed-gene-9.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.28&CDS=1-681	YKR043C
OG0001488	snap_masked-scaffold_2-processed-gene-9.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.29&CDS=1-2163	YOR243C
OG0001489	snap_masked-scaffold_2-processed-gene-9.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.31&CDS=1-1548	YOR056C
OG0001490	maker-scaffold_2-snap-gene-9.89-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.89&CDS=1-1113	YOR057W
OG0001491	snap_masked-scaffold_2-processed-gene-9.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.32&CDS=1-1461	YGR005C
OG0001492	snap_masked-scaffold_2-processed-gene-9.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.11&CDS=1-978	YGR006W
OG0001493	snap_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.33&CDS=1-2625	YOR058C
OG0001494	augustus_masked-scaffold_2-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.61&CDS=1-945	YMR289W
OG0001495	snap_masked-scaffold_2-processed-gene-9.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.35&CDS=1-456	YOR298C-A
OG0001496	snap_masked-scaffold_2-processed-gene-9.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.13&CDS=1-1875	YGL017W
OG0001497	snap_masked-scaffold_2-processed-gene-9.36-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.36&CDS=1-1158	YKR071C
OG0001498	snap_masked-scaffold_2-processed-gene-9.15-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.15&CDS=1-1602	YGL215W
OG0001499	snap_masked-scaffold_2-processed-gene-9.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.41&CDS=1-3120	YKR050W
OG0001500	snap_masked-scaffold_2-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.19&CDS=1-1029	YKL095W
OG0001501	snap_masked-scaffold_2-processed-gene-9.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.42&CDS=1-2070	YMR044W
OG0001502	maker-scaffold_2-snap-gene-9.91-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.91&CDS=1-693	YNL024C
OG0001503	maker-scaffold_2-snap-gene-9.92-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.92&CDS=1-6189	YBL088C
OG0001504	snap_masked-scaffold_2-processed-gene-10.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.2&CDS=1-735	YIL093C
OG0001505	maker-scaffold_2-augustus-gene-10.52-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.52&CDS=1-210	YNL024C-A
OG0001506	snap_masked-scaffold_2-processed-gene-10.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.3&CDS=1-2193	YIL091C
OG0001507	snap_masked-scaffold_2-processed-gene-10.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.1&CDS=1-1521	YIL090W
OG0001508	snap_masked-scaffold_2-processed-gene-10.4-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.4&CDS=1-1104	YNL025C
OG0001509	maker-scaffold_2-snap-gene-10.116-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.116&CDS=1-1158	YER118C
OG0001510	snap_masked-scaffold_2-processed-gene-10.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.6&CDS=1-1842	YNL209W
OG0001511	snap_masked-scaffold_2-processed-gene-10.35-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.35&CDS=1-936	YDL124W
OG0001512	maker-scaffold_2-snap-gene-10.120-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.120&CDS=1-339	YFR049W
OG0001513	snap_masked-scaffold_2-processed-gene-10.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.38&CDS=1-495	YHR059W
OG0001514	maker-scaffold_2-snap-gene-10.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.111&CDS=1-1221	YOR245C
OG0001515	snap_masked-scaffold_2-processed-gene-10.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.39&CDS=1-3231	YOL098C
OG0001516	maker-scaffold_2-snap-gene-10.112-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.112&CDS=1-852	YHR058C
OG0001517	maker-scaffold_2-snap-gene-10.113-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.113&CDS=1-1341	YNR029C
OG0001518	snap_masked-scaffold_2-processed-gene-10.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.18&CDS=1-1719	YLR259C
OG0001519	snap_masked-scaffold_2-processed-gene-10.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.19&CDS=1-408	YOL012C
OG0001520	snap_masked-scaffold_2-processed-gene-10.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.20&CDS=1-1236	YDR019C
OG0001521	snap_masked-scaffold_2-processed-gene-10.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.22&CDS=1-864	YBR039W
OG0001522	snap_masked-scaffold_2-processed-gene-10.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.41&CDS=1-915	YBR042C
OG0001523	snap_masked-scaffold_2-processed-gene-10.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.45&CDS=1-4794	YNL118C
OG0001524	snap_masked-scaffold_2-processed-gene-10.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.27&CDS=1-933	YAL039C
OG0001525	maker-scaffold_2-snap-gene-10.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.121&CDS=1-972	YHL013C
OG0001526	snap_masked-scaffold_2-processed-gene-10.47-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.47&CDS=1-933	YOR043W
OG0001527	snap_masked-scaffold_2-processed-gene-10.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.29&CDS=1-2220	YMR213W
OG0001528	snap_masked-scaffold_2-processed-gene-10.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.30&CDS=1-537	YOR252W
OG0001529	snap_masked-scaffold_2-processed-gene-11.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.80&CDS=1-1536	YPL097W
OG0001530	snap_masked-scaffold_2-processed-gene-11.81-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.81&CDS=1-2340	YOR275C
OG0001531	augustus_masked-scaffold_2-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.48&CDS=1-1575	YOR274W
OG0001532	snap_masked-scaffold_2-processed-gene-11.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.85&CDS=1-1143	YLR130C
OG0001533	snap_masked-scaffold_2-processed-gene-11.102-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.102&CDS=1-1002	YCR002C
OG0001534	snap_masked-scaffold_2-processed-gene-11.87-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.87&CDS=1-534	YCR003W
OG0001535	augustus_masked-scaffold_2-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.68&CDS=1-1110	YJL183W
OG0001536	snap_masked-scaffold_2-processed-gene-11.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.105&CDS=1-2217	YDR172W
OG0001537	snap_masked-scaffold_2-processed-gene-11.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.89&CDS=1-1608	YGL164C
OG0001538	augustus_masked-scaffold_2-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.71&CDS=1-855	YGL166W
OG0001539	snap_masked-scaffold_2-processed-gene-11.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.90&CDS=1-1719	YJR010W
OG0001540	snap_masked-scaffold_2-processed-gene-11.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.91&CDS=1-831	YPR167C
OG0001541	augustus_masked-scaffold_2-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.58&CDS=1-3048	YLR001C
OG0001542	maker-scaffold_2-snap-gene-11.40-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.40&CDS=1-1137	YOR075W
OG0001543	maker-scaffold_2-snap-gene-11.42-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.42&CDS=1-2520	YKR084C
OG0001544	maker-scaffold_2-snap-gene-11.43-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.43&CDS=1-963	YIL145C
OG0001545	snap_masked-scaffold_2-processed-gene-11.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.96&CDS=1-2367	YCR077C
OG0001546	snap_masked-scaffold_2-processed-gene-11.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.109&CDS=1-12972	YKR054C
OG0001547	snap_masked-scaffold_2-processed-gene-11.98-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.98&CDS=1-1614	YJL153C
OG0001548	snap_masked-scaffold_2-processed-gene-11.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.112&CDS=1-2793	YGL216W
OG0001549	snap_masked-scaffold_2-processed-gene-11.100-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.100&CDS=1-1302	YER154W
OG0001550	maker-scaffold_2-snap-gene-12.60-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.60&CDS=1-6456	YER155C
OG0001551	snap_masked-scaffold_2-processed-gene-12.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.2&CDS=1-699	YER029C
OG0001552	snap_masked-scaffold_2-processed-gene-12.7-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.7&CDS=1-1296	YLR303W
OG0001553	snap_masked-scaffold_2-processed-gene-12.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.26&CDS=1-1443	YGL012W
OG0001554	snap_masked-scaffold_2-processed-gene-12.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.10&CDS=1-2157	YJR042W
OG0001555	snap_masked-scaffold_2-processed-gene-12.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.31&CDS=1-486	YEL027W
OG0001556	snap_masked-scaffold_2-processed-gene-12.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.11&CDS=1-381	YEL026W
OG0001557	maker-scaffold_2-snap-gene-12.54-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.54&CDS=1-1440	YCR079W
OG0001558	maker-scaffold_2-snap-gene-12.61-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.61&CDS=1-267	YNR037C
OG0001559	snap_masked-scaffold_2-processed-gene-12.13-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.13&CDS=1-2505	YNR038W
OG0001560	maker-scaffold_2-snap-gene-12.55-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.55&CDS=1-2415	YIL068C
OG0001561	maker-scaffold_2-snap-gene-12.56-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.56&CDS=1-429	YKR083C
OG0001562	maker-scaffold_2-snap-gene-12.63-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.63&CDS=1-993	YPL096W
OG0001563	maker-scaffold_2-snap-gene-12.57-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.57&CDS=1-4257	YCR011C
OG0001564	snap_masked-scaffold_2-processed-gene-12.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.39&CDS=1-639	YLR251W
OG0001565	snap_masked-scaffold_2-processed-gene-12.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.21&CDS=1-1275	YOR209C
OG0001566	snap_masked-scaffold_2-processed-gene-12.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.22&CDS=1-2931	YPL125W
OG0001567	augustus_masked-scaffold_2-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.102&CDS=1-2484	YPL126W
OG0001568	snap_masked-scaffold_2-processed-gene-12.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.43&CDS=1-198	YER074W-A
OG0001569	maker-scaffold_2-snap-gene-13.118-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.118&CDS=1-2376	YGR200C
OG0001570	snap_masked-scaffold_2-processed-gene-13.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.3&CDS=1-2016	YOL141W
OG0001571	snap_masked-scaffold_2-processed-gene-13.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.9&CDS=1-912	YAR015W
OG0001572	snap_masked-scaffold_2-processed-gene-13.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.11&CDS=1-1374	YBR110W
OG0001573	snap_masked-scaffold_2-processed-gene-13.12-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.12&CDS=1-957	YKR081C
OG0001574	snap_masked-scaffold_2-processed-gene-13.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.32&CDS=1-936	YGR208W
OG0001575	maker-scaffold_2-snap-gene-13.114-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.114&CDS=1-2559	YIL143C
OG0001576	snap_masked-scaffold_2-processed-gene-13.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.33&CDS=1-1428	YKR092C
OG0001577	snap_masked-scaffold_2-processed-gene-13.34-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.34&CDS=1-2238	YIL144W
OG0001578	snap_masked-scaffold_2-processed-gene-13.19-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.19&CDS=1-546	YNR036C
OG0001579	snap_masked-scaffold_2-processed-gene-13.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.38&CDS=1-324	YKL084W
OG0001580	maker-scaffold_2-snap-gene-13.115-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.115&CDS=1-699	YEL024W
OG0001581	maker-scaffold_2-snap-gene-13.122-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.122&CDS=1-417	YBR282W
OG0001582	snap_masked-scaffold_2-processed-gene-13.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.22&CDS=1-2364	YNR033W
OG0001583	maker-scaffold_2-snap-gene-13.116-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.116&CDS=1-975	YNR032W
OG0001584	snap_masked-scaffold_2-processed-gene-13.41-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.41&CDS=1-2886	YGR178C
OG0001585	snap_masked-scaffold_2-processed-gene-13.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.43&CDS=1-780	YER134C
OG0001586	snap_masked-scaffold_2-processed-gene-13.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.44&CDS=1-273	YJL062W-A
OG0001587	snap_masked-scaffold_2-processed-gene-13.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.45&CDS=1-1293	YPL146C
OG0001588	snap_masked-scaffold_2-processed-gene-13.46-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.46&CDS=1-1287	YJR065C
OG0001589	snap_masked-scaffold_2-processed-gene-13.47-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.47&CDS=1-1182	YJR072C
OG0001590	snap_masked-scaffold_2-processed-gene-13.30-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.30&CDS=1-822	YKL206C
OG0001591	maker-scaffold_2-snap-gene-13.123-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.123&CDS=1-1650	YJR064W
OG0001592	snap_masked-scaffold_2-processed-gene-13.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.49&CDS=1-960	YJR070C
OG0001593	maker-scaffold_2-snap-gene-13.124-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.124&CDS=1-7095	YFR019W
OG0001594	augustus_masked-scaffold_2-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.52&CDS=1-1149	YFR018C
OG0001595	snap_masked-scaffold_2-processed-gene-14.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.107&CDS=1-702	YOL142W
OG0001596	snap_masked-scaffold_2-processed-gene-14.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.108&CDS=1-879	YPR069C
OG0001597	snap_masked-scaffold_2-processed-gene-14.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.109&CDS=1-2637	YKL078W
OG0001598	snap_masked-scaffold_2-processed-gene-14.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.112&CDS=1-897	YNL232W
OG0001599	snap_masked-scaffold_2-processed-gene-14.134-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.134&CDS=1-1002	YNL231C
OG0001600	snap_masked-scaffold_2-processed-gene-14.114-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.114&CDS=1-2331	YGR150C
OG0001601	snap_masked-scaffold_2-processed-gene-14.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.116&CDS=1-456	YKL067W
OG0001602	snap_masked-scaffold_2-processed-gene-14.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.138&CDS=1-843	YGR147C
OG0001603	snap_masked-scaffold_2-processed-gene-14.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.118&CDS=1-1479	YHR002W
OG0001604	snap_masked-scaffold_2-processed-gene-14.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.141&CDS=1-2418	YPR155C
OG0001605	snap_masked-scaffold_2-processed-gene-14.144-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.144&CDS=1-450	YCR063W
OG0001606	snap_masked-scaffold_2-processed-gene-14.145-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.145&CDS=1-972	YPR061C
