	Saccharomyces_cerevisiae	yHMPu5000035242_Zygoascus_ofunaensis
OG0001518	YGR098C	snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.1-mRNA-1_1&gene=snap_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.1&CDS=1-5070
OG0001519	YGR099W	snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-4.133&CDS=1-2487
OG0001520	YGR100W	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.87-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-5.87&CDS=1-2934
OG0001521	YGR101W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.64&CDS=1-828
OG0001522	YGR102C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.40-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.40&CDS=1-456
OG0001523	YGR103W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.18&CDS=1-1884
OG0001524	YGR104C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.41&CDS=1-909
OG0001525	YGR105W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.88&CDS=1-246
OG0001526	YGR111W	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-1.50&CDS=1-1230
OG0001527	YGR112W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.91-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-6.91&CDS=1-936
OG0001528	YGR113W	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-5.104&CDS=1-783
OG0001529	YGR116W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.46-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-8.46&CDS=1-4335
OG0001530	YGR119C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-6.92-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-6.92&CDS=1-1002
OG0001531	YGR123C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-5.92&CDS=1-1470
OG0001532	YGR125W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.17&CDS=1-3297
OG0001533	YGR127W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-1.83&CDS=1-867
OG0001534	YGR128C	augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.151&CDS=1-2259
OG0001535	YGR132C	genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_13_length_249367_cov_20.4516_ID_4175-processed-gene-1.90&CDS=1-852
OG0001536	YGR135W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.45-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-16.45&CDS=1-750
OG0001537	YGR145W	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.91&CDS=1-2106
OG0001538	YGR147C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.63&CDS=1-708
OG0001539	YGR149W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.148-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.148&CDS=1-1392
OG0001540	YGR150C	augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_11_length_473841_cov_16.3012_ID_3740-processed-gene-1.74&CDS=1-2232
OG0001541	YGR155W	genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_15_length_126285_cov_15.6988_ID_15684-processed-gene-0.92&CDS=1-1512
OG0001542	YGR157W	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.95&CDS=1-3030
OG0001543	YGR158C	genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_19_length_74702_cov_15.9505_ID_4581-processed-gene-0.76&CDS=1-780
OG0001544	YGR159C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.33&CDS=1-1542
OG0001545	YGR163W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.49-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.49&CDS=1-1023
OG0001546	YGR165W	maker-NODE_3_length_1287627_cov_16.8742_ID_4528-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_3_length_1287627_cov_16.8742_ID_4528-augustus-gene-6.1&CDS=1-1038
OG0001547	YGR167W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.43-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.43&CDS=1-666
OG0001548	YGR170W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.114-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.114&CDS=1-3309
OG0001549	YGR171C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.141-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.141&CDS=1-1536
OG0001550	YGR172C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.142-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.142&CDS=1-804
OG0001551	YGR173W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-5.69&CDS=1-1107
OG0001552	YGR174C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.80&CDS=1-363
OG0001553	YGR175C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.57&CDS=1-1380
OG0001554	YGR178C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.21&CDS=1-2361
OG0001555	YGR184C	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.23&CDS=1-6066
OG0001556	YGR185C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.127-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.127&CDS=1-1194
OG0001557	YGR186W	genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_18_length_75484_cov_8.88671_ID_4939-processed-gene-0.49&CDS=1-1956
OG0001558	YGR187C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.68&CDS=1-1146
OG0001559	YGR188C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.97-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.97&CDS=1-2622
OG0001560	YGR189C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.102-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.102&CDS=1-1440
OG0001561	YGR193C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-2.29&CDS=1-1371
OG0001562	YGR194C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.63-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-7.63&CDS=1-1683
OG0001563	YGR195W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.30-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.30&CDS=1-741
OG0001564	YGR198W	augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-5.127&CDS=1-2532
OG0001565	YGR200C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.17&CDS=1-2418
OG0001566	YGR202C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.123-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.123&CDS=1-1611
OG0001567	YGR203W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.100-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.100&CDS=1-384
OG0001568	YGR205W	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.124&CDS=1-786
OG0001569	YGR207C	genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-2.125&CDS=1-765
OG0001570	YGR208W	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.54-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-8.54&CDS=1-909
OG0001571	YGR210C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.70-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.70&CDS=1-1218
OG0001572	YGR211W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.24&CDS=1-1509
OG0001573	YGR215W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.21&CDS=1-315
OG0001574	YGR216C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.22&CDS=1-2199
OG0001575	YGR217W	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.51&CDS=1-6417
OG0001576	YGR218W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.89-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.89&CDS=1-3258
OG0001577	YGR220C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.67-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.67&CDS=1-834
OG0001578	YGR223C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.9&CDS=1-1245
OG0001579	YGR225W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.131-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.131&CDS=1-1596
OG0001580	YGR227W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.132-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.132&CDS=1-1311
OG0001581	YGR229C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.161-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.161&CDS=1-1722
OG0001582	YGR231C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.165-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.165&CDS=1-909
OG0001583	YGR232W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.135-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-14.135&CDS=1-753
OG0001584	YGR233C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.65-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-15.65&CDS=1-3243
OG0001585	YGR234W	maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-8.47-mRNA-1_1&gene=maker-NODE_1_length_1859704_cov_17.1121_ID_3507-snap-gene-8.47&CDS=1-2595
OG0001586	YGR235C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.28&CDS=1-807
OG0001587	YGR244C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.118-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-17.118&CDS=1-1296
OG0001588	YGR245C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.164-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.164&CDS=1-2190
OG0001589	YGR246C	genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.165-mRNA-1_1&gene=genemark-NODE_7_length_719086_cov_18.6268_ID_7498-processed-gene-6.165&CDS=1-1740
OG0001590	YGR247W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.30-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.30&CDS=1-681
OG0001591	YGR252W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.68&CDS=1-1470
OG0001592	YGR253C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.88-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.88&CDS=1-753
OG0001593	YGR254W	augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-3.38&CDS=1-1290
OG0001594	YGR255C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-3.51&CDS=1-1440
OG0001595	YGR257C	genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_9_length_628899_cov_14.4483_ID_3702-processed-gene-2.14&CDS=1-1227
OG0001596	YGR258C	maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-9.5-mRNA-1_1&gene=maker-NODE_2_length_1600885_cov_16.5161_ID_3305-snap-gene-9.5&CDS=1-2898
OG0001597	YGR261C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.118-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-9.118&CDS=1-2289
OG0001598	YGR264C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.95-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.95&CDS=1-2280
OG0001599	YGR266W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.7-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-4.7&CDS=1-2052
OG0001600	YGR267C	augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.18&CDS=1-951
OG0001601	YGR268C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-2.37&CDS=1-831
OG0001602	YGR270W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.105&CDS=1-3759
OG0001603	YGR271C-A	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.71-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-4.71&CDS=1-555
OG0001604	YGR271W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-3.107&CDS=1-5592
OG0001605	YGR274C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-0.70&CDS=1-3108
OG0001606	YGR276C	genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_14_length_228580_cov_20.8638_ID_4280-processed-gene-1.40&CDS=1-2022
OG0001607	YGR278W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.119-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.119&CDS=1-2502
OG0001608	YGR279C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.103-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.103&CDS=1-1146
OG0001609	YGR280C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.92-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-4.92&CDS=1-882
OG0001610	YGR281W	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-6.36&CDS=1-4227
OG0001611	YGR282C	snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-3.125&CDS=1-990
OG0001612	YGR284C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.131-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.131&CDS=1-945
OG0001613	YGR285C	genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.130-mRNA-1_1&gene=genemark-NODE_6_length_944837_cov_16.9478_ID_3814-processed-gene-4.130&CDS=1-1287
OG0001614	YGR286C	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.216-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.216&CDS=1-1380
OG0001615	YHL002W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.20-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.20&CDS=1-1860
OG0001616	YHL004W	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.19-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-8.19&CDS=1-1341
OG0001617	YHL007C	maker-NODE_5_length_961671_cov_15.7982_ID_15482-snap-gene-8.207-mRNA-1_1&gene=maker-NODE_5_length_961671_cov_15.7982_ID_15482-snap-gene-8.207&CDS=1-3144
OG0001618	YHL010C	augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-0.22&CDS=1-1782
OG0001619	YHL013C	genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_10_length_623044_cov_19.8551_ID_3649-processed-gene-1.51&CDS=1-945
OG0001620	YHL015W	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-1.77&CDS=1-357
OG0001621	YHL016C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.89-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-13.89&CDS=1-2085
OG0001622	YHL020C	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-2.12&CDS=1-1467
OG0001623	YHL022C	augustus_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_12_length_359950_cov_18.0805_ID_3893-processed-gene-0.68&CDS=1-879
OG0001624	YHL024W	augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-5.41&CDS=1-1605
OG0001625	YHL026C	genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_5_length_961671_cov_15.7982_ID_15482-processed-gene-2.38&CDS=1-774
OG0001626	YHL027W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-5.117&CDS=1-2097
OG0001627	YHL028W	genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.226-mRNA-1_1&gene=genemark-NODE_3_length_1287627_cov_16.8742_ID_4528-processed-gene-11.226&CDS=1-1185
OG0001628	YHL029C	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.134-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.134&CDS=1-1536
OG0001629	YHL030W	genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.153-mRNA-1_1&gene=genemark-NODE_1_length_1859704_cov_17.1121_ID_3507-processed-gene-6.153&CDS=1-5499
OG0001630	YHL031C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-2.94&CDS=1-657
OG0001631	YHL032C	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.143-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-3.143&CDS=1-1521
OG0001632	YHR001W-A	genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.131-mRNA-1_1&gene=genemark-NODE_2_length_1600885_cov_16.5161_ID_3305-processed-gene-15.131&CDS=1-240
OG0001633	YHR002W	genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.11-mRNA-1_1&gene=genemark-NODE_8_length_713415_cov_14.5623_ID_3973-processed-gene-6.11&CDS=1-1236
OG0001634	YHR004C	genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.93-mRNA-1_1&gene=genemark-NODE_4_length_1142970_cov_18.2532_ID_14703-processed-gene-9.93&CDS=1-1146
