	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
OG0002353	augustus_masked-NABA0S25-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.35&CDS=1-2244	YGL205W
OG0002354	augustus_masked-NABA0S25-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.36&CDS=1-3129	YGL207W
OG0002355	augustus_masked-NABA0S25-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.38&CDS=1-1128	YGL211W
OG0002356	snap_masked-NABA0S25-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.83&CDS=1-1098	YGL212W
OG0002357	augustus_masked-NABA0S25-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.23&CDS=1-1266	YGL213C
OG0002358	augustus_masked-NABA0S25-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.40&CDS=1-1539	YGL215W
OG0002359	augustus_masked-NABA0S25-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.103&CDS=1-2646	YGL216W
OG0002360	augustus_masked-NABA0S25-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.100&CDS=1-1788	YGL219C
OG0002361	augustus_masked-NABA0S25-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.104&CDS=1-252	YGL220W
OG0002362	augustus_masked-NABA0S25-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.101&CDS=1-882	YGL221C
OG0002363	augustus_masked-NABA0S25-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.105&CDS=1-1125	YIL110W
OG0002364	augustus_masked-NABA0S25-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.106&CDS=1-2085	YIL108W
OG0002365	augustus_masked-NABA0S25-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.107&CDS=1-828	YIL106W
OG0002366	augustus_masked-NABA0S25-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.127&CDS=1-1482	YIL104C
OG0002367	augustus_masked-NABA0S25-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.108&CDS=1-1296	YIL103W
OG0002368	augustus_masked-NABA0S25-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.128&CDS=1-2499	YIL101C
OG0002369	augustus_masked-NABA0S25-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.109&CDS=1-1899	YIL099W
OG0002370	augustus_masked-NABA0S25-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.129&CDS=1-549	YIL098C
OG0002371	augustus_masked-NABA0S25-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.110&CDS=1-1077	YNL037C
OG0002372	maker-NABA0S25-snap-gene-6.97-mRNA-1_1&gene=maker-NABA0S25-snap-gene-6.97&CDS=1-1584	YIL097W
OG0002373	augustus_masked-NABA0S25-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.130&CDS=1-948	YIL096C
OG0002374	augustus_masked-NABA0S25-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.131&CDS=1-1125	YIL094C
OG0002375	augustus_masked-NABA0S25-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.132&CDS=1-792	YIL093C
OG0002376	augustus_masked-NABA0S25-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.133&CDS=1-2148	YIL091C
OG0002377	augustus_masked-NABA0S25-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.113&CDS=1-1482	YIL090W
OG0002378	augustus_masked-NABA0S25-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.134&CDS=1-1449	YIL088C
OG0002379	augustus_masked-NABA0S25-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.135&CDS=1-492	YIL087C
OG0002380	augustus_masked-NABA0S25-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.138&CDS=1-1119	YIL083C
OG0002381	augustus_masked-NABA0S25-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.115&CDS=1-1341	YNL016W
OG0002382	augustus_masked-NABA0S25-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.116&CDS=1-2535	YDL122W
OG0002383	augustus_masked-NABA0S25-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.139&CDS=1-1215	YDL119C
OG0002384	augustus_masked-NABA0S25-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.117&CDS=1-2763	YDL117W
OG0002385	augustus_masked-NABA0S25-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.118&CDS=1-2151	YDL116W
OG0002386	augustus_masked-NABA0S25-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.140&CDS=1-1095	YDL115C
OG0002387	augustus_masked-NABA0S25-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.119&CDS=1-891	YDL114W
OG0002388	augustus_masked-NABA0S25-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.141&CDS=1-1875	YDL113C
OG0002389	augustus_masked-NABA0S25-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.120&CDS=1-4365	YDL112W
OG0002390	augustus_masked-NABA0S25-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.142&CDS=1-783	YDL111C
OG0002391	augustus_masked-NABA0S25-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.143&CDS=1-462	YDL110C
OG0002392	augustus_masked-NABA0S25-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.121&CDS=1-942	YDL108W
OG0002393	augustus_masked-NABA0S25-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.122&CDS=1-1068	YDL107W
OG0002394	maker-NABA0S25-snap-gene-6.99-mRNA-1_1&gene=maker-NABA0S25-snap-gene-6.99&CDS=1-1530	YDL106C
OG0002395	augustus_masked-NABA0S25-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.123&CDS=1-1047	YDL105W
OG0002396	augustus_masked-NABA0S25-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.145&CDS=1-1155	YDL104C
OG0002397	augustus_masked-NABA0S25-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.102&CDS=1-1446	YDL103C
OG0002398	augustus_masked-NABA0S25-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.101&CDS=1-3324	YDL102W
OG0002399	maker-NABA0S25-augustus-gene-7.4-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.4&CDS=1-2469	YDL101C
OG0002400	augustus_masked-NABA0S25-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.105&CDS=1-870	YDL099W
OG0002401	maker-NABA0S25-augustus-gene-7.5-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.5&CDS=1-1908	YDL097C
OG0002402	genemark-NABA0S25-processed-gene-7.63-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.63&CDS=1-456	YDL092W
OG0002403	augustus_masked-NABA0S25-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.123&CDS=1-1446	YDL091C
OG0002404	augustus_masked-NABA0S25-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.124&CDS=1-1308	YDL090C
OG0002405	augustus_masked-NABA0S25-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.109&CDS=1-1233	YDL089W
OG0002406	augustus_masked-NABA0S25-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.125&CDS=1-1611	YDL088C
OG0002407	augustus_masked-NABA0S25-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.126&CDS=1-759	YDL087C
OG0002408	augustus_masked-NABA0S25-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.110&CDS=1-786	YPL033C
OG0002409	augustus_masked-NABA0S25-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.127&CDS=1-840	YPL034W
OG0002410	augustus_masked-NABA0S25-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.111&CDS=1-1869	YMR146C
OG0002411	augustus_masked-NABA0S25-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.128&CDS=1-198	YDL085C-A
OG0002412	augustus_masked-NABA0S25-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.112&CDS=1-1353	YDL084W
OG0002413	augustus_masked-NABA0S25-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.130&CDS=1-321	YDL081C
OG0002414	genemark-NABA0S25-processed-gene-7.89-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.89&CDS=1-1281	YMR139W
OG0002415	genemark-NABA0S25-processed-gene-7.91-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.91&CDS=1-1056	YDL078C
OG0002416	augustus_masked-NABA0S25-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.114&CDS=1-3084	YGR047C
OG0002417	snap_masked-NABA0S25-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-7.24&CDS=1-648	YLR040C
OG0002418	maker-NABA0S25-augustus-gene-7.2-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.2&CDS=1-3192	YLR039C
OG0002419	augustus_masked-NABA0S25-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.136&CDS=1-1473	YLR033W
OG0002420	augustus_masked-NABA0S25-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.137&CDS=1-3411	YLR032W
OG0002421	augustus_masked-NABA0S25-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.119&CDS=1-1776	YMR120C
OG0002422	augustus_masked-NABA0S25-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.139&CDS=1-1857	YNL008C
OG0002423	maker-NABA0S25-augustus-gene-7.3-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.3&CDS=1-2313	YLR027C
OG0002424	augustus_masked-NABA0S25-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.140&CDS=1-702	YLR025W
OG0002425	augustus_masked-NABA0S25-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.86&CDS=1-2091	YKL140W
OG0002426	augustus_masked-NABA0S25-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.87&CDS=1-1602	YKL139W
OG0002427	augustus_masked-NABA0S25-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.89&CDS=1-654	YKL138C
OG0002428	augustus_masked-NABA0S25-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.88&CDS=1-336	YKL137W
OG0002429	augustus_masked-NABA0S25-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.90&CDS=1-2139	YKL135C
OG0002430	augustus_masked-NABA0S25-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.91&CDS=1-2274	YKL134C
OG0002431	augustus_masked-NABA0S25-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.110&CDS=1-804	YKL130C
OG0002432	augustus_masked-NABA0S25-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.113&CDS=1-909	YKL128C
OG0002433	augustus_masked-NABA0S25-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.92&CDS=1-1707	YMR105C
OG0002434	snap_masked-NABA0S25-processed-gene-8.9-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-8.9&CDS=1-1974	YKL125W
OG0002435	augustus_masked-NABA0S25-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.94&CDS=1-1824	YKL124W
OG0002436	augustus_masked-NABA0S25-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.114&CDS=1-546	YKL122C
OG0002437	genemark-NABA0S25-processed-gene-8.53-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-8.53&CDS=1-954	YKL120W
OG0002438	augustus_masked-NABA0S25-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.115&CDS=1-666	YKL119C
OG0002439	augustus_masked-NABA0S25-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.96&CDS=1-612	YKL117W
OG0002440	augustus_masked-NABA0S25-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.116&CDS=1-1608	YKL116C
OG0002441	augustus_masked-NABA0S25-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.117&CDS=1-1098	YKL114C
OG0002442	augustus_masked-NABA0S25-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.118&CDS=1-936	YKL110C
OG0002443	augustus_masked-NABA0S25-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.98&CDS=1-1068	YKL108W
OG0002444	augustus_masked-NABA0S25-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.119&CDS=1-1548	YMR093W
OG0002445	augustus_masked-NABA0S25-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.99&CDS=1-1344	YKL106W
OG0002446	augustus_masked-NABA0S25-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.121&CDS=1-2169	YKL104C
OG0002447	augustus_masked-NABA0S25-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.122&CDS=1-1716	YKL103C
OG0002448	augustus_masked-NABA0S25-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.123&CDS=1-1779	YKL100C
OG0002449	augustus_masked-NABA0S25-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.124&CDS=1-738	YKL099C
OG0002450	augustus_masked-NABA0S25-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.101&CDS=1-666	YKL096W
OG0002451	augustus_masked-NABA0S25-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.102&CDS=1-825	YKL095W
OG0002452	augustus_masked-NABA0S25-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.103&CDS=1-942	YKL094W
OG0002453	augustus_masked-NABA0S25-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.104&CDS=1-1164	YMR081C
OG0002454	snap_masked-NABA0S25-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-8.39&CDS=1-4131	YKL092C
OG0002455	augustus_masked-NABA0S25-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.105&CDS=1-1026	YHL009C
OG0002456	augustus_masked-NABA0S25-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.106&CDS=1-1491	YKL090W
OG0002457	augustus_masked-NABA0S25-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.107&CDS=1-1800	YKL089W
OG0002458	augustus_masked-NABA0S25-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.97&CDS=1-4419	YKL010C
OG0002459	augustus_masked-NABA0S25-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-8.108&CDS=1-705	YKL009W
OG0002460	maker-NABA0S25-snap-gene-9.90-mRNA-1_1&gene=maker-NABA0S25-snap-gene-9.90&CDS=1-291	YKL006C-A
OG0002461	snap_masked-NABA0S25-processed-gene-9.47-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-9.47&CDS=1-2010	YKL005C
OG0002462	augustus_masked-NABA0S25-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.95&CDS=1-1335	YKL004W
OG0002463	augustus_masked-NABA0S25-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.100&CDS=1-399	YKL003C
OG0002464	augustus_masked-NABA0S25-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.96&CDS=1-702	YKL002W
OG0002465	augustus_masked-NABA0S25-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.101&CDS=1-603	YKL001C
OG0002466	augustus_masked-NABA0S25-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.102&CDS=1-672	YKL041W
OG0002467	augustus_masked-NABA0S25-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.119&CDS=1-783	YKL040C
OG0002468	augustus_masked-NABA0S25-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.103&CDS=1-1638	YKL039W
OG0002469	augustus_masked-NABA0S25-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.105&CDS=1-2013	YKL029C
OG0002470	augustus_masked-NABA0S25-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.106&CDS=1-1929	YKL032C
OG0002471	augustus_masked-NABA0S25-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.120&CDS=1-3141	YKL033W
OG0002472	augustus_masked-NABA0S25-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.121&CDS=1-2964	YKL034W
OG0002473	augustus_masked-NABA0S25-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.122&CDS=1-1500	YKL035W
OG0002474	genemark-NABA0S25-processed-gene-9.29-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-9.29&CDS=1-4284	YKL038W
OG0002475	augustus_masked-NABA0S25-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.107&CDS=1-1452	YKL028W
OG0002476	augustus_masked-NABA0S25-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.108&CDS=1-894	YBR291C
OG0002477	augustus_masked-NABA0S25-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.124&CDS=1-996	YBR290W
OG0002478	augustus_masked-NABA0S25-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.125&CDS=1-3093	YBR289W
OG0002479	augustus_masked-NABA0S25-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.109&CDS=1-1740	YBR288C
OG0002480	augustus_masked-NABA0S25-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.110&CDS=1-2706	YKR009C
OG0002481	augustus_masked-NABA0S25-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.126&CDS=1-1776	YKR008W
OG0002482	augustus_masked-NABA0S25-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.127&CDS=1-591	YKR007W
OG0002483	augustus_masked-NABA0S25-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.111&CDS=1-732	YKR006C
OG0002484	augustus_masked-NABA0S25-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.113&CDS=1-1137	YKR004C
OG0002485	augustus_masked-NABA0S25-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.128&CDS=1-1707	YKR002W
OG0002486	augustus_masked-NABA0S25-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.114&CDS=1-2109	YKR001C
OG0002487	augustus_masked-NABA0S25-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.130&CDS=1-1605	YKL045W
OG0002488	augustus_masked-NABA0S25-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.115&CDS=1-1350	YKL046C
OG0002489	augustus_masked-NABA0S25-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.131&CDS=1-1557	YKL047W
OG0002490	augustus_masked-NABA0S25-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.116&CDS=1-336	YKL061W
OG0002491	augustus_masked-NABA0S25-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.117&CDS=1-1080	YKL060C
OG0002492	augustus_masked-NABA0S25-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.132&CDS=1-1434	YKL059C
OG0002493	augustus_masked-NABA0S25-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.118&CDS=1-369	YKL058W
OG0002494	snap_masked-NABA0S25-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-9.82&CDS=1-3225	YKL057C
OG0002495	genemark-NABA0S25-processed-gene-9.40-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-9.40&CDS=1-501	YKL056C
OG0002496	augustus_masked-NABA0S25-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-9.134&CDS=1-2256	YKL054C
OG0002497	augustus_masked-NABA0S25-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.1&CDS=1-1500	YEL040W
OG0002498	snap_masked-NABA0S25-processed-gene-10.54-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.54&CDS=1-735	YKL052C
OG0002499	augustus_masked-NABA0S25-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.0&CDS=1-1098	YKL051W
OG0002500	augustus_masked-NABA0S25-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.4&CDS=1-735	YKL049C
OG0002501	snap_masked-NABA0S25-processed-gene-10.57-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.57&CDS=1-1650	YKL048C
OG0002502	snap_masked-NABA0S25-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.59&CDS=1-237	YKL063C
OG0002503	maker-NABA0S25-snap-gene-10.46-mRNA-1_1&gene=maker-NABA0S25-snap-gene-10.46&CDS=1-1950	YKL064W
OG0002504	genemark-NABA0S25-processed-gene-10.113-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.113&CDS=1-567	YKL065C
OG0002505	genemark-NABA0S25-processed-gene-10.135-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.135&CDS=1-459	YKL067W
OG0002506	augustus_masked-NABA0S25-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.26&CDS=1-1518	YGR189C
OG0002507	augustus_masked-NABA0S25-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.8&CDS=1-2673	YGR191W
OG0002508	augustus_masked-NABA0S25-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.9&CDS=1-1041	YJR008W
OG0002509	augustus_masked-NABA0S25-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.10&CDS=1-1536	YJR010W
OG0002510	augustus_masked-NABA0S25-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.27&CDS=1-261	YJR010C-A
OG0002511	snap_masked-NABA0S25-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.85&CDS=1-741	YJR011C
OG0002512	snap_masked-NABA0S25-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.86&CDS=1-258	YJR012C
OG0002513	augustus_masked-NABA0S25-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.12&CDS=1-1560	YJR014W
OG0002514	genemark-NABA0S25-processed-gene-10.140-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-10.140&CDS=1-1755	YJR016C
OG0002515	augustus_masked-NABA0S25-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.30&CDS=1-1278	YGR202C
OG0002516	augustus_masked-NABA0S25-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.31&CDS=1-522	YJR017C
OG0002517	augustus_masked-NABA0S25-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.32&CDS=1-1035	YJR019C
OG0002518	snap_masked-NABA0S25-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-10.92&CDS=1-879	YJR021C
OG0002519	augustus_masked-NABA0S25-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.13&CDS=1-363	YJR022W
OG0002520	augustus_masked-NABA0S25-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-10.34&CDS=1-720	YJR024C
